Store Number,Power Outage Risk Evaluation,Phoen Gen Proj Status,Generator Qualification,Projected Install Complete Date,Actual Install Complete Date
1655,,,Does Not Currently Qualify,,
1656,,,Approved,,
1657,,,Does Not Currently Qualify,,
1658,,,Does Not Currently Qualify,,
1659,,,Does Not Currently Qualify,,
1660,,,Does Not Currently Qualify,,
1661,,On Hold,Already Approved,,
1662,,,Approved,,
1663,,,Approved,,
1664,,Complete,Completed,3/1/2011,3/1/2011
1665,,,Does Not Currently Qualify,,
1666,,,Does Not Currently Qualify,,
1667,,,Approved,,
1668,,,Does Not Currently Qualify,,
1669,,,Does Not Currently Qualify,,
1670,,,Does Not Currently Qualify,,
1671,,,Does Not Currently Qualify,,
1672,,,Does Not Currently Qualify,,
1673,,,Does Not Currently Qualify,,
1674,,,Does Not Currently Qualify,,
1675,,,Approved,,
1676,,,Does Not Currently Qualify,,
1677,,,Does Not Currently Qualify,,
1678,,,Approved,,
1679,,,Does Not Currently Qualify,,
5348,,Scheduled,Already Approved,12/10/2023,
1681,,,Does Not Currently Qualify,,
1682,,,Does Not Currently Qualify,,
1683,,,Approved,,
1684,,,Does Not Currently Qualify,,
1685,,,Does Not Currently Qualify,,
1686,,,Approved,,
623,,Scheduled,Already Approved,12/7/2023,
1688,,,Does Not Currently Qualify,,
1689,,,Does Not Currently Qualify,,
1690,,,Does Not Currently Qualify,,
1691,,,Does Not Currently Qualify,,
1692,,Pending,Already Approved,,
1693,,,Does Not Currently Qualify,,
1694,,,Approved,,
1695,,,Approved,,
1696,,Complete,Completed,1/1/2014,1/1/2014
1697,,,Does Not Currently Qualify,,
1698,,,Does Not Currently Qualify,,
1699,,,Does Not Currently Qualify,,
1700,,,Does Not Currently Qualify,,
1701,,,Does Not Currently Qualify,,
1702,,Complete,Completed,3/29/2018,3/29/2018
1703,,,Does Not Currently Qualify,,
1704,,,Does Not Currently Qualify,,
1705,,,Approved,,
1707,,,Does Not Currently Qualify,,
1708,,,Does Not Currently Qualify,,
1709,,,Approved,,
1710,,,Does Not Currently Qualify,,
1711,,,Does Not Currently Qualify,,
1712,,Complete,Completed,7/12/2018,7/12/2018
1713,,,Does Not Currently Qualify,,
1714,,,Does Not Currently Qualify,,
1715,,,Does Not Currently Qualify,,
1716,,,Does Not Currently Qualify,,
1717,,,Does Not Currently Qualify,,
1718,,,Does Not Currently Qualify,,
1719,,,Does Not Currently Qualify,,
1720,,,Does Not Currently Qualify,,
1721,,,Approved,,
1722,,,Does Not Currently Qualify,,
1723,,,Does Not Currently Qualify,,
1724,,,Approved,,
1726,,,Does Not Currently Qualify,,
1727,,,Approved,,
1728,,,Does Not Currently Qualify,,
1729,,,Does Not Currently Qualify,,
1730,,,Does Not Currently Qualify,,
1731,,,Does Not Currently Qualify,,
1732,,,Does Not Currently Qualify,,
1733,,,Does Not Currently Qualify,,
1734,,,Does Not Currently Qualify,,
1735,,,Does Not Currently Qualify,,
1736,,,Does Not Currently Qualify,,
1737,,,Does Not Currently Qualify,,
1738,,,Does Not Currently Qualify,,
1739,,,Approved,,
1740,,,Does Not Currently Qualify,,
1741,,,Approved,,
1742,,,Does Not Currently Qualify,,
1743,,,Does Not Currently Qualify,,
1744,,,Does Not Currently Qualify,,
1745,,,Does Not Currently Qualify,,
1746,,,Does Not Currently Qualify,,
1747,,,Does Not Currently Qualify,,
5743,,Scheduled,Already Approved,12/5/2023,
1749,,,Approved,,
1750,,,Does Not Currently Qualify,,
1751,,,Does Not Currently Qualify,,
1752,,,Does Not Currently Qualify,,
1753,,,Does Not Currently Qualify,,
1754,,,Does Not Currently Qualify,,
1755,,,Does Not Currently Qualify,,
1756,,,Does Not Currently Qualify,,
1757,,,Does Not Currently Qualify,,
1758,,,Does Not Currently Qualify,,
1759,,,Does Not Currently Qualify,,
1760,,,Does Not Currently Qualify,,
1761,,,Approved,,
1762,,,Does Not Currently Qualify,,
1763,,,Does Not Currently Qualify,,
1764,,,Does Not Currently Qualify,,
1765,,,Does Not Currently Qualify,,
1766,,,Does Not Currently Qualify,,
1312,,Scheduled,Already Approved,11/30/2023,
1768,,,Does Not Currently Qualify,,
1769,,,Does Not Currently Qualify,,
1770,,,Does Not Currently Qualify,,
1771,,,Does Not Currently Qualify,,
1772,,,Does Not Currently Qualify,,
1780,,Scheduled,Already Approved,11/30/2023,
1774,,,Does Not Currently Qualify,,
1775,,,Does Not Currently Qualify,,
1776,,,Does Not Currently Qualify,,
1777,,,Does Not Currently Qualify,,
1778,,,Approved,,
1779,,,Does Not Currently Qualify,,
2136,,Scheduled,Already Approved,11/30/2023,
1781,,,Does Not Currently Qualify,,
1782,,,Approved,,
1783,,,Approved,,
1784,,,Approved,,
1785,,,Does Not Currently Qualify,,
1786,,Complete,Completed,1/1/2014,1/1/2014
1787,,,Does Not Currently Qualify,,
1788,,,Approved,,
1789,,,Does Not Currently Qualify,,
1790,,,Approved,,
1791,,,Approved,,
1792,,,Approved,,
1793,,,Approved,,
1794,,,Approved,,
1795,,,Does Not Currently Qualify,,
1796,,,Does Not Currently Qualify,,
1797,,,Does Not Currently Qualify,,
1798,,,Approved,,
1799,,,Does Not Currently Qualify,,
1800,,,Approved,,
1801,,On Hold,Already Approved,,
1802,,,Does Not Currently Qualify,,
1803,,Complete,Completed,12/30/2022,12/30/2022
1804,,,Approved,,
1805,,,Does Not Currently Qualify,,
1806,,,Approved,,
1807,,,Does Not Currently Qualify,,
1808,,,Does Not Currently Qualify,,
1809,,,Approved,,
1810,,,Approved,,
1811,,,Does Not Currently Qualify,,
1812,,,Does Not Currently Qualify,,
1813,,,Approved,,
1814,,,Does Not Currently Qualify,,
1815,,,Approved,,
1816,,,Does Not Currently Qualify,,
1817,,,Does Not Currently Qualify,,
1819,,,Does Not Currently Qualify,,
1820,,,Does Not Currently Qualify,,
1821,,,Does Not Currently Qualify,,
1822,,Complete,Completed,1/1/2015,1/1/2015
1823,,,Approved,,
1825,,On Hold,Already Approved,3/6/2024,
1826,,,Does Not Currently Qualify,,
1827,,,Does Not Currently Qualify,,
1828,,,Does Not Currently Qualify,,
1829,,Complete,Completed,10/1/2014,10/1/2014
1830,,,Approved,,
1831,,,Does Not Currently Qualify,,
1832,,,Does Not Currently Qualify,,
1833,,,Does Not Currently Qualify,,
1834,,,Approved,,
1835,,,Approved,,
1836,,,Approved,,
1837,,Complete,Completed,11/30/2022,11/30/2022
1838,,,Does Not Currently Qualify,,
1839,,,Does Not Currently Qualify,,
1840,,,Approved,,
1841,,,Does Not Currently Qualify,,
1842,,,Does Not Currently Qualify,,
1843,,,Does Not Currently Qualify,,
1844,,,Does Not Currently Qualify,,
1845,,Complete,Completed,3/2/2021,3/2/2021
1846,,,Approved,,
1847,,,Does Not Currently Qualify,,
1848,,,Does Not Currently Qualify,,
1849,,Complete,Completed,5/31/2023,5/31/2023
1850,,,Approved,,
1851,,Complete,Completed,8/18/2020,8/18/2020
2348,,Scheduled,Already Approved,11/30/2023,
1853,,,Does Not Currently Qualify,,
1854,,Complete,Completed,1/1/2015,1/1/2015
1855,,,Does Not Currently Qualify,,
1856,,,Approved,,
1857,,,Does Not Currently Qualify,,
1858,,,Does Not Currently Qualify,,
1859,,,Does Not Currently Qualify,,
1860,,,Approved,,
1861,,,Does Not Currently Qualify,,
1862,,,Does Not Currently Qualify,,
1863,,,Approved,,
1864,,,Does Not Currently Qualify,,
1865,,,Does Not Currently Qualify,,
1866,,,Approved,,
1867,,,Does Not Currently Qualify,,
1868,,,Approved,,
1869,,,Does Not Currently Qualify,,
1870,,,Does Not Currently Qualify,,
1871,,,Does Not Currently Qualify,,
1872,,,Approved,,
1873,,,Does Not Currently Qualify,,
1874,,Complete,Completed,11/7/2017,11/7/2017
1875,,,Does Not Currently Qualify,,
1876,,,Does Not Currently Qualify,,
1877,,,Does Not Currently Qualify,,
1878,,,Approved,,
1879,,,Approved,,
1880,,,Approved,,
1881,,,Approved,,
1882,,,Approved,,
1883,,,Approved,,
1884,,,Does Not Currently Qualify,,
1885,,,Approved,,
1886,,,Does Not Currently Qualify,,
1887,,,Does Not Currently Qualify,,
1888,,,Approved,,
1889,,,Does Not Currently Qualify,,
1890,,,Does Not Currently Qualify,,
1891,,,Does Not Currently Qualify,,
1892,,,Approved,,
1893,,,Approved,,
1894,,,Does Not Currently Qualify,,
1895,,,Does Not Currently Qualify,,
1896,,,Does Not Currently Qualify,,
1897,,,Does Not Currently Qualify,,
1898,,,Does Not Currently Qualify,,
1899,,,Does Not Currently Qualify,,
1900,,,Does Not Currently Qualify,,
1901,,,Does Not Currently Qualify,,
1902,,,Approved,,
1903,,,Does Not Currently Qualify,,
2645,,Scheduled,Already Approved,11/30/2023,
1905,,,Does Not Currently Qualify,,
1906,,,Does Not Currently Qualify,,
1907,,,Does Not Currently Qualify,,
1908,,,Does Not Currently Qualify,,
1909,,,Does Not Currently Qualify,,
1910,,,Approved,,
1911,,,Approved,,
1912,,,Does Not Currently Qualify,,
1913,,,Does Not Currently Qualify,,
1914,,,Does Not Currently Qualify,,
1915,,,Does Not Currently Qualify,,
1916,,Complete,Completed,6/26/2019,6/26/2019
1917,,,Does Not Currently Qualify,,
1918,,,Does Not Currently Qualify,,
1919,,,Does Not Currently Qualify,,
1920,,,Does Not Currently Qualify,,
1921,,,Does Not Currently Qualify,,
1922,,,Does Not Currently Qualify,,
1923,,,Does Not Currently Qualify,,
1924,,,Approved,,
1925,,,Approved,,
1926,,,Approved,,
1927,,,Does Not Currently Qualify,,
1928,,,Does Not Currently Qualify,,
1929,,,Does Not Currently Qualify,,
1930,,,Does Not Currently Qualify,,
1931,,,Does Not Currently Qualify,,
1932,,,Does Not Currently Qualify,,
1933,,,Does Not Currently Qualify,,
1934,,,Does Not Currently Qualify,,
1935,,,Does Not Currently Qualify,,
1936,,,Does Not Currently Qualify,,
1937,,,Approved,,
1938,,On Hold,Already Approved,,
1939,,,Does Not Currently Qualify,,
1940,,,Does Not Currently Qualify,,
1941,,,Does Not Currently Qualify,,
1942,,,Does Not Currently Qualify,,
1943,,,Does Not Currently Qualify,,
1945,,,Does Not Currently Qualify,,
1946,,,Does Not Currently Qualify,,
1947,,Pending,Already Approved,,
1948,,,Approved,,
1949,,,Does Not Currently Qualify,,
1950,,Complete,Completed,11/4/2022,11/4/2022
1951,,Pending,Already Approved,,
1952,,,Does Not Currently Qualify,,
1953,,,Approved,,
1954,,,Approved,,
1955,,,Approved,,
1956,,,Does Not Currently Qualify,,
1957,,Complete,Completed,6/15/2021,6/15/2021
2795,,Scheduled,Already Approved,11/30/2023,
1959,,,Does Not Currently Qualify,,
1960,,Complete,Completed,9/30/2021,9/30/2021
1961,,,Approved,,
1962,,,Does Not Currently Qualify,,
1963,,,Does Not Currently Qualify,,
1964,,,Approved,,
1965,,,Does Not Currently Qualify,,
1966,,,Approved,,
1967,,,Does Not Currently Qualify,,
1968,,,Does Not Currently Qualify,,
1969,,,Does Not Currently Qualify,,
1970,,,Does Not Currently Qualify,,
1971,,,Does Not Currently Qualify,,
1972,,,Does Not Currently Qualify,,
1973,,,Does Not Currently Qualify,,
1974,,,Approved,,
1975,,,Does Not Currently Qualify,,
1976,,,Approved,,
1977,,,Approved,,
1978,,,Does Not Currently Qualify,,
1979,,,Does Not Currently Qualify,,
1980,,,Approved,,
1981,,,Does Not Currently Qualify,,
1982,,,Approved,,
1983,,,Approved,,
1984,,,Approved,,
1985,,,Approved,,
1986,,,Approved,,
1987,,,Does Not Currently Qualify,,
1988,,,Does Not Currently Qualify,,
1989,,,Approved,,
1990,,,Does Not Currently Qualify,,
1991,,,Approved,,
1992,,,Does Not Currently Qualify,,
1993,,,Approved,,
1994,,,Does Not Currently Qualify,,
1995,,,Approved,,
1996,,Complete,Completed,2/26/2021,2/26/2021
1997,,,Approved,,
1998,,,Does Not Currently Qualify,,
1999,,Complete,Completed,1/22/2016,1/22/2016
2000,,,Does Not Currently Qualify,,
2001,,,Approved,,
2002,,,Does Not Currently Qualify,,
2003,,,Approved,,
2004,,,Does Not Currently Qualify,,
2005,,Complete,Completed,6/10/2022,6/10/2022
2006,,,Does Not Currently Qualify,,
2007,,,Approved,,
2008,,,Does Not Currently Qualify,,
2009,,,Does Not Currently Qualify,,
2010,,,Does Not Currently Qualify,,
2012,,,Does Not Currently Qualify,,
2013,,,Approved,,
2014,,,Approved,,
2015,,,Does Not Currently Qualify,,
2016,,,Approved,,
2019,,,Does Not Currently Qualify,,
2020,,,Does Not Currently Qualify,,
2021,,,Approved,,
2022,,,Does Not Currently Qualify,,
2023,,,Approved,,
2024,,,Approved,,
2025,,,Approved,,
2026,,Complete,Completed,1/1/2015,1/1/2015
2027,,,Approved,,
2028,,,Does Not Currently Qualify,,
2030,,Pending,Already Approved,,
2031,,,Does Not Currently Qualify,,
2032,,,Does Not Currently Qualify,,
2033,,,Does Not Currently Qualify,,
2035,,,Does Not Currently Qualify,,
2036,,,Approved,,
2037,,,Does Not Currently Qualify,,
2038,,,Does Not Currently Qualify,,
2039,,,Does Not Currently Qualify,,
2040,,,Does Not Currently Qualify,,
2041,,,Does Not Currently Qualify,,
2043,,,Does Not Currently Qualify,,
2044,,,Does Not Currently Qualify,,
2045,,,Does Not Currently Qualify,,
2046,,,Does Not Currently Qualify,,
2047,,,Approved,,
2048,,,Does Not Currently Qualify,,
2049,,,Does Not Currently Qualify,,
2050,,,Approved,,
2051,,,Does Not Currently Qualify,,
2052,,,Does Not Currently Qualify,,
2053,,,Does Not Currently Qualify,,
2054,,,Does Not Currently Qualify,,
2055,,,Does Not Currently Qualify,,
2056,,,Approved,,
2057,,,Approved,,
2058,,,Approved,,
2059,,,Does Not Currently Qualify,,
2061,,,Does Not Currently Qualify,,
2062,,,Does Not Currently Qualify,,
2063,,,Approved,,
2064,,On Hold,Already Approved,,
2065,,,Does Not Currently Qualify,,
2066,,On Hold,Already Approved,,
2067,,Complete,Completed,1/1/2015,1/1/2015
2068,,,Does Not Currently Qualify,,
2069,,,Does Not Currently Qualify,,
2070,,,Does Not Currently Qualify,,
2071,,,Does Not Currently Qualify,,
2072,,Complete,Completed,1/1/2015,1/1/2015
2073,,,Approved,,
2074,,,Approved,,
2075,,,Approved,,
2077,,,Does Not Currently Qualify,,
2078,,,Approved,,
2079,,,Does Not Currently Qualify,,
2080,,,Does Not Currently Qualify,,
2081,,Complete,Completed,5/3/2018,5/3/2018
2082,,,Does Not Currently Qualify,,
2083,,,Approved,,
2084,,,Does Not Currently Qualify,,
2085,,Complete,Completed,1/1/2015,1/1/2015
2086,,,Approved,,
2087,,,Does Not Currently Qualify,,
2088,,,Does Not Currently Qualify,,
2089,,,Does Not Currently Qualify,,
2090,,,Does Not Currently Qualify,,
2091,,Complete,Completed,10/1/2019,10/1/2019
2092,,,Does Not Currently Qualify,,
2093,,,Does Not Currently Qualify,,
2094,,,Does Not Currently Qualify,,
2095,,,Does Not Currently Qualify,,
2096,,,Does Not Currently Qualify,,
2097,,,Does Not Currently Qualify,,
2098,,,Approved,,
2099,,,Does Not Currently Qualify,,
2100,,,Does Not Currently Qualify,,
2101,,,Does Not Currently Qualify,,
2102,,,Approved,,
2103,,,Does Not Currently Qualify,,
2104,,,Approved,,
3216,,Scheduled,Already Approved,11/30/2023,
2106,,,Approved,,
2107,,,Does Not Currently Qualify,,
2108,,On Hold,Already Approved,,
2109,,,Does Not Currently Qualify,,
2110,,,Does Not Currently Qualify,,
2111,,,Does Not Currently Qualify,,
2112,,,Does Not Currently Qualify,,
2113,,,Does Not Currently Qualify,,
4064,,Scheduled,Already Approved,11/30/2023,
2115,,,Does Not Currently Qualify,,
2116,,,Does Not Currently Qualify,,
2117,,,Approved,,
2118,,,Does Not Currently Qualify,,
2119,,,Does Not Currently Qualify,,
2120,,,Approved,,
2121,,,Does Not Currently Qualify,,
2122,,,Approved,,
2123,,,Does Not Currently Qualify,,
2124,,,Does Not Currently Qualify,,
2125,,,Does Not Currently Qualify,,
2126,,,Does Not Currently Qualify,,
2127,,,Does Not Currently Qualify,,
2128,,,Approved,,
2129,,,Approved,,
2130,,,Does Not Currently Qualify,,
2131,,,Approved,,
2132,,Complete,Completed,3/29/2023,3/29/2023
2133,,,Approved,,
2134,,,Does Not Currently Qualify,,
2135,,,Approved,,
4623,,Scheduled,Already Approved,11/30/2023,
2137,,,Does Not Currently Qualify,,
2138,,,Does Not Currently Qualify,,
2139,,,Does Not Currently Qualify,,
2140,,,Does Not Currently Qualify,,
2141,,,Does Not Currently Qualify,,
2142,,,Approved,,
2143,,,Does Not Currently Qualify,,
2144,,,Does Not Currently Qualify,,
2145,,,Approved,,
2146,,,Approved,,
2147,,,Does Not Currently Qualify,,
2149,,,Approved,,
2150,,,Does Not Currently Qualify,,
4682,,Scheduled,Already Approved,11/30/2023,
2152,,,Does Not Currently Qualify,,
2153,,,Approved,,
2154,,,Does Not Currently Qualify,,
2155,,,Approved,,
2156,,,Does Not Currently Qualify,,
2157,,,Does Not Currently Qualify,,
2158,,,Does Not Currently Qualify,,
2159,,,Does Not Currently Qualify,,
2160,,,Does Not Currently Qualify,,
2161,,,Does Not Currently Qualify,,
2163,,,Does Not Currently Qualify,,
2164,,,Approved,,
2166,,,Does Not Currently Qualify,,
2167,,,Does Not Currently Qualify,,
2169,,,Does Not Currently Qualify,,
2170,,,Does Not Currently Qualify,,
2174,,,Does Not Currently Qualify,,
2175,,,Approved,,
5105,,Scheduled,Already Approved,11/30/2023,
2177,,,Approved,,
2178,,,Approved,,
2180,,,Does Not Currently Qualify,,
2181,,,Does Not Currently Qualify,,
2183,,,Does Not Currently Qualify,,
2184,,,Does Not Currently Qualify,,
2185,,,Approved,,
2187,,,Does Not Currently Qualify,,
2188,,On Hold,Already Approved,,
2189,,,Does Not Currently Qualify,,
2190,,,Does Not Currently Qualify,,
2191,,,Does Not Currently Qualify,,
2192,,,Does Not Currently Qualify,,
2193,,,Does Not Currently Qualify,,
2194,,,Does Not Currently Qualify,,
2195,,,Approved,,
2196,,,Does Not Currently Qualify,,
2197,,,Approved,,
2198,,,Does Not Currently Qualify,,
2199,,,Does Not Currently Qualify,,
2200,,,Does Not Currently Qualify,,
2201,,,Does Not Currently Qualify,,
2202,,,Does Not Currently Qualify,,
2204,,,Approved,,
2205,,,Does Not Currently Qualify,,
2206,,,Does Not Currently Qualify,,
2207,,,Does Not Currently Qualify,,
2208,,,Does Not Currently Qualify,,
2209,,,Approved,,
2210,,,Approved,,
2211,,,Approved,,
2213,,On Hold,Already Approved,10/5/2023,
2214,,,Does Not Currently Qualify,,
2215,,,Does Not Currently Qualify,,
2218,,,Approved,,
2221,,,Does Not Currently Qualify,,
2222,,,Approved,,
2223,,,Does Not Currently Qualify,,
2224,,,Does Not Currently Qualify,,
2225,,,Approved,,
2226,,,Approved,,
2227,,,Approved,,
2228,,,Does Not Currently Qualify,,
2230,,,Does Not Currently Qualify,,
2231,,,Does Not Currently Qualify,,
2232,,,Does Not Currently Qualify,,
2233,,,Does Not Currently Qualify,,
2234,,,Does Not Currently Qualify,,
2236,,,Does Not Currently Qualify,,
5488,,Scheduled,Already Approved,11/30/2023,
2238,,,Does Not Currently Qualify,,
2239,,,Approved,,
2240,,Complete,Completed,1/1/2015,1/1/2015
2241,,,Approved,,
2242,,,Does Not Currently Qualify,,
2243,,,Does Not Currently Qualify,,
2244,,,Approved,,
2245,,,Does Not Currently Qualify,,
2247,,,Approved,,
2248,,,Does Not Currently Qualify,,
2249,,,Does Not Currently Qualify,,
2250,,,Does Not Currently Qualify,,
2251,,,Approved,,
2252,,,Does Not Currently Qualify,,
2253,,,Does Not Currently Qualify,,
2254,,,Does Not Currently Qualify,,
2255,,,Does Not Currently Qualify,,
2256,,,Approved,,
2257,,Complete,Completed,3/30/2022,3/30/2022
2258,,,Does Not Currently Qualify,,
2259,,,Does Not Currently Qualify,,
2261,,,Does Not Currently Qualify,,
2262,,,Does Not Currently Qualify,,
2263,,,Does Not Currently Qualify,,
2264,,,Does Not Currently Qualify,,
2265,,,Does Not Currently Qualify,,
2266,,,Does Not Currently Qualify,,
2267,,,Does Not Currently Qualify,,
2269,,,Approved,,
2270,,,Approved,,
2271,,,Does Not Currently Qualify,,
2272,,,Approved,,
2273,,,Approved,,
2274,,,Does Not Currently Qualify,,
2275,,,Approved,,
2276,,,Does Not Currently Qualify,,
2277,,,Does Not Currently Qualify,,
2278,,,Does Not Currently Qualify,,
2279,,,Does Not Currently Qualify,,
2280,,,Does Not Currently Qualify,,
2281,,,Does Not Currently Qualify,,
2282,,,Approved,,
2283,,,Approved,,
2284,,,Approved,,
2285,,,Approved,,
2286,,,Does Not Currently Qualify,,
2287,,,Approved,,
2288,,,Does Not Currently Qualify,,
2289,,,Does Not Currently Qualify,,
2291,,,Does Not Currently Qualify,,
2292,,,Approved,,
2293,,,Does Not Currently Qualify,,
2294,,On Hold,Already Approved,,
2295,,,Does Not Currently Qualify,,
2297,,,Does Not Currently Qualify,,
2299,,,Does Not Currently Qualify,,
2300,,,Does Not Currently Qualify,,
2302,,Complete,Completed,1/1/2015,1/1/2015
2306,,,Does Not Currently Qualify,,
2307,,,Does Not Currently Qualify,,
2308,,,Does Not Currently Qualify,,
2309,,,Does Not Currently Qualify,,
2310,,,Approved,,
2311,,,Approved,,
2312,,,Approved,,
2313,,,Does Not Currently Qualify,,
2314,,,Does Not Currently Qualify,,
2315,,,Does Not Currently Qualify,,
2316,,,Approved,,
2317,,,Does Not Currently Qualify,,
2318,,,Approved,,
2319,,,Approved,,
2320,,,Approved,,
2321,,,Does Not Currently Qualify,,
2322,,,Approved,,
2323,,,Approved,,
2325,,,Approved,,
2326,,,Does Not Currently Qualify,,
2328,,,Approved,,
2329,,,Approved,,
2330,,,Approved,,
2331,,,Approved,,
2332,,,Does Not Currently Qualify,,
2333,,,Does Not Currently Qualify,,
2334,,,Approved,,
2335,,,Does Not Currently Qualify,,
2336,,,Approved,,
2337,,,Does Not Currently Qualify,,
2338,,,Does Not Currently Qualify,,
2339,,,Does Not Currently Qualify,,
2340,,,Does Not Currently Qualify,,
2341,,,Does Not Currently Qualify,,
2346,,Complete,Completed,1/1/2015,1/1/2015
5753,,Scheduled,Already Approved,11/30/2023,
2350,,,Approved,,
2351,,,Does Not Currently Qualify,,
2352,,Complete,Completed,1/1/2014,1/1/2014
2354,,,Does Not Currently Qualify,,
2355,,,Does Not Currently Qualify,,
2357,,,Does Not Currently Qualify,,
2358,,,Approved,,
2359,,,Approved,,
2360,,,Does Not Currently Qualify,,
2361,,,Does Not Currently Qualify,,
2362,,,Does Not Currently Qualify,,
2365,,,Approved,,
2366,,,Does Not Currently Qualify,,
2367,,Complete,Completed,1/1/2014,1/1/2014
2368,,,Approved,,
2369,,,Does Not Currently Qualify,,
2370,,,Does Not Currently Qualify,,
2371,,,Does Not Currently Qualify,,
2373,,,Does Not Currently Qualify,,
2385,,,Does Not Currently Qualify,,
2386,,,Approved,,
2387,,,Does Not Currently Qualify,,
2388,,,Does Not Currently Qualify,,
2391,,On Hold,Already Approved,12/12/2023,
2392,,Complete,Completed,10/15/2019,10/15/2019
2393,,,Does Not Currently Qualify,,
2394,,,Does Not Currently Qualify,,
2395,,,Does Not Currently Qualify,,
2396,,Complete,Completed,8/20/2020,8/20/2020
2397,,,Does Not Currently Qualify,,
2398,,,Does Not Currently Qualify,,
2399,,,Does Not Currently Qualify,,
2400,,,Does Not Currently Qualify,,
2401,,,Does Not Currently Qualify,,
2402,,,Does Not Currently Qualify,,
2403,,,Does Not Currently Qualify,,
2404,,,Does Not Currently Qualify,,
2405,,,Approved,,
2406,,Complete,Completed,10/22/2018,10/22/2018
2412,,,Approved,,
2414,,,Does Not Currently Qualify,,
2417,,,Does Not Currently Qualify,,
2418,,,Does Not Currently Qualify,,
2419,,,Does Not Currently Qualify,,
2420,,,Approved,,
2421,,,Does Not Currently Qualify,,
2422,,,Does Not Currently Qualify,,
2423,,Complete,Completed,1/1/2015,1/1/2015
2424,,,Approved,,
2425,,,Does Not Currently Qualify,,
2426,,,Does Not Currently Qualify,,
2427,,,Does Not Currently Qualify,,
2428,,,Does Not Currently Qualify,,
2429,,,Approved,,
2431,,Complete,Completed,7/24/2019,7/24/2019
2432,,,Does Not Currently Qualify,,
2433,,,Approved,,
2434,,,Does Not Currently Qualify,,
2435,,,Approved,,
2436,,,Does Not Currently Qualify,,
1748,,Scheduled,Already Approved,11/28/2023,
2438,,,Does Not Currently Qualify,,
2439,,Complete,Completed,10/26/2021,10/26/2021
2440,,,Approved,,
2441,,,Does Not Currently Qualify,,
2442,,,Does Not Currently Qualify,,
2443,,,Does Not Currently Qualify,,
2444,,,Does Not Currently Qualify,,
2445,,,Does Not Currently Qualify,,
2446,,,Does Not Currently Qualify,,
2447,,,Does Not Currently Qualify,,
2448,,,Does Not Currently Qualify,,
2449,,Complete,Completed,1/1/2015,1/1/2015
2450,,,Does Not Currently Qualify,,
2451,,,Approved,,
2452,,,Does Not Currently Qualify,,
2453,,,Does Not Currently Qualify,,
2455,,,Does Not Currently Qualify,,
2457,,,Approved,,
2458,,,Does Not Currently Qualify,,
2459,,Complete,Completed,12/9/2020,12/9/2020
2460,,,Does Not Currently Qualify,,
5489,,Scheduled,Already Approved,11/28/2023,
2464,,,Approved,,
2465,,,Does Not Currently Qualify,,
2468,,,Does Not Currently Qualify,,
2469,,,Does Not Currently Qualify,,
2471,,,Does Not Currently Qualify,,
2472,,,Approved,,
2473,,,Does Not Currently Qualify,,
2474,,,Approved,,
2475,,,Approved,,
2476,,,Does Not Currently Qualify,,
2477,,,Approved,,
2479,,,Does Not Currently Qualify,,
2480,,,Does Not Currently Qualify,,
2481,,,Approved,,
2482,,,Does Not Currently Qualify,,
2483,,,Does Not Currently Qualify,,
2484,,Complete,Completed,10/13/2022,10/13/2022
2485,,Pending,Already Approved,,
2486,,,Approved,,
2487,,,Does Not Currently Qualify,,
2488,,,Does Not Currently Qualify,,
2490,,,Does Not Currently Qualify,,
2491,,,Approved,,
2492,,,Does Not Currently Qualify,,
2493,,,Does Not Currently Qualify,,
2494,,,Approved,,
2495,,,Does Not Currently Qualify,,
2496,,,Does Not Currently Qualify,,
2497,,,Does Not Currently Qualify,,
2499,,,Does Not Currently Qualify,,
2501,,Complete,Completed,1/1/2015,1/1/2015
2502,,,Does Not Currently Qualify,,
2503,,,Approved,,
2504,,,Approved,,
1680,,Scheduled,Already Approved,11/24/2023,
2506,,,Approved,,
2507,,,Does Not Currently Qualify,,
2508,,,Does Not Currently Qualify,,
2509,,,Does Not Currently Qualify,,
2510,,,Does Not Currently Qualify,,
2511,,,Does Not Currently Qualify,,
2512,,,Does Not Currently Qualify,,
2513,,,Does Not Currently Qualify,,
2514,,,Does Not Currently Qualify,,
2515,,,Does Not Currently Qualify,,
2516,,,Does Not Currently Qualify,,
2517,,,Does Not Currently Qualify,,
2518,,,Does Not Currently Qualify,,
2519,,,Approved,,
1349,,Scheduled,Already Approved,11/20/2023,
2522,,,Does Not Currently Qualify,,
2523,,,Does Not Currently Qualify,,
2526,,,Does Not Currently Qualify,,
2527,,,Does Not Currently Qualify,,
2528,,,Does Not Currently Qualify,,
2529,,,Does Not Currently Qualify,,
2530,,,Does Not Currently Qualify,,
2531,,,Does Not Currently Qualify,,
2532,,,Does Not Currently Qualify,,
1362,,Scheduled,Already Approved,11/17/2023,
2534,,,Does Not Currently Qualify,,
2535,,,Approved,,
2536,,,Does Not Currently Qualify,,
2537,,,Does Not Currently Qualify,,
2538,,,Does Not Currently Qualify,,
2539,,,Does Not Currently Qualify,,
2540,,,Approved,,
2541,,,Approved,,
2542,,,Approved,,
2543,,,Approved,,
2544,,,Does Not Currently Qualify,,
2545,,,Does Not Currently Qualify,,
2546,,,Does Not Currently Qualify,,
2547,,,Approved,,
