Market,Region,Store Number,Onhand Quantity This Year
557,61,7168,4
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,3266,0
558,22,5340,6
559,72,4159,5
559,72,5255,3
559,72,5760,3
559,72,5846,10
559,72,5875,7
559,72,6548,0
559,72,6548,0
559,72,6548,0
559,72,6548,0
561,64,2976,9
561,64,2977,7
561,64,2977,6
561,64,3015,3
561,64,3204,5
561,64,3204,4
561,64,3530,11
561,64,4046,6
561,64,5824,3
561,64,7224,9
561,64,7224,9
561,64,7232,6
561,64,7232,4
561,64,7232,8
562,64,3452,4
562,64,3452,3
562,64,3509,6
562,64,3509,3
562,64,3509,5
562,64,3509,3
562,64,3509,7
562,64,3509,10
562,64,5353,4
562,64,5353,6
562,64,6583,4
562,64,6583,5
562,64,7309,4
562,64,7357,7
562,64,7357,8
562,64,7361,3
562,64,7361,7
562,64,7361,4
562,64,7361,9
566,59,4188,3
566,59,4188,5
566,59,4469,6
566,59,4589,4
566,59,4589,9
566,59,4591,8
566,59,4591,7
566,59,4591,4
566,59,5119,5
566,59,5716,12
566,59,5925,4
566,59,5925,5
566,59,5925,7
566,59,5059,3
566,59,5059,3
566,59,5059,3
566,59,5148,6
569,6,413,4
569,6,1000,5
569,6,1041,11
569,6,4112,8
569,6,595,14
569,6,595,0
569,6,595,0
569,6,595,0
569,6,595,0
570,64,4464,6
570,64,7349,7
570,64,7349,4
570,64,7362,6
580,25,566,8
580,25,870,8
580,25,1676,9
580,25,2563,7
580,25,2563,6
580,25,2563,4
580,25,2563,4
581,57,1645,21
581,57,1645,8
581,57,5215,6
581,57,5215,7
581,57,5215,5
582,54,4068,4
582,54,4689,9
582,54,4696,11
582,54,3208,3
582,54,3208,4
583,5,259,4
583,5,259,12
583,5,259,10
583,5,259,4
583,5,1055,10
585,54,3533,10
585,54,2752,8
#N/A,#N/A,1854,6
#N/A,#N/A,2302,4
#N/A,#N/A,2721,10
#N/A,#N/A,7601,3
#N/A,#N/A,7601,43
#N/A,#N/A,7601,4
#N/A,#N/A,3693,0
#N/A,#N/A,3693,0
