Facility,OKM Tracking ,OKM Delivery Date,OKM Install Date,Digital Lock Tracking,Carrier,Digital Lock Install Week,Digital Lock Installation Date,Total lock count,Length of install
1916,469700131759,8/12/25,8/27/25,2972538407,ESTES,32,9/10/25,150,1 day
1928,469700131760,8/12/25,9/17/25,2972538404,ESTES,32,9/30/25,246,1 day
1962,469700133280,,9/19/25,2972537683,ESTES,34,10/2/25,225,1 day
1969,469700132468,8/20/25,9/15/25,883606741333,FEDEX,33,9/26/25,206,1 day
1981,469700132479,8/19/25,9/9/25,2972537685,ESTES,34,9/22/25,181,1 day
1996,469700131770,8/12/25,8/26/25,2972538403,ESTES,32,9/9/25,224,1 day
2038,TBD,,9/18/25,TBD,TBD,35,10/1/25,249,1 day
2046,TBD,,9/23/25,TBD,TBD,36,10/6/25,218,1 day
2052,469700133291,,9/12/25,969170204,TFORCE,34,9/25/25,255,1 day
2061,469700132480,8/19/25,9/8/25,TBD,TBD,33,9/19/25,231,1 day
2062,469700132490,8/19/25,9/5/25,TBD,TBD,33,9/18/25,263,1 day
2064,TBD,,9/25/25,TBD,TBD,36,10/8/25,289,1 day
2080,469700133306,,9/11/25,TBD,TBD,34,9/24/25,233,1 day
2088,469700132505,8/20/25,9/4/25,455488342,TFORCE,33,9/17/25,186,1 day
2093,469700133317,,9/11/25,943047394,TFORCE,34,9/24/25,233,1 day
2096,469700131781,8/11/25,8/29/25,969170123,TFORCE,32,9/12/25,225,1 day
2104,469700132516,8/19/25,9/3/25,455488294,TFORCE,33,9/16/25,293,1 day
2109,469700132527,8/18/25,9/9/25,2972537684,ESTES,34,9/22/25,205,1 day
2146,TBD,,9/19/25,TBD,TBD,35,10/2/25,188,1 day
2147,469700132538,8/18/25,9/2/25,TBD,TBD,33,9/15/25,199,1 day
2160,TBD,,9/22/25,TBD,TBD,35,10/3/25,173,1 day
2161,TBD,,9/25/25,TBD,TBD,36,10/8/25,305,2 day
2169,TBD,,9/23/25,TBD,TBD,36,10/6/25,196,1 day
2170,469700133328,,9/12/25,943047420,TFORCE,34,9/25/25,138,1 day
2194,TBD,,9/19/25,TBD,TBD,35,10/2/25,167,1 day
2207,469700131792,8/8/25,8/27/25,107551868200,SAIA,32,9/10/25,202,1 day
2224,469700132549,8/20/25,9/2/25,455488375,TFORCE,33,9/15/25,292,1 day
2225,469700132550,8/20/25,9/5/25,455488353,TFORCE,33,9/18/25,180,1 day
2228,TBD,,9/17/25,TBD,TBD,35,9/30/25,180,1 day
2232,TBD,,9/22/25,TBD,TBD,35,10/3/25,186,1 day
2234,469700133339,,9/10/25,943047350,TFORCE,34,9/23/25,166,1 day
2239,TBD,,9/22/25,TBD,TBD,35,10/3/25,293,1 day
2248,469700131807,8/12/25,8/28/25,2972538408,ESTES,32,9/11/25,231,1 day
2254,469700133340,,9/12/25,TBD,TBD,34,9/25/25,161,1 day
2255,TBD,,9/24/25,TBD,TBD,36,10/7/25,275,1 day
2258,469700133350,,9/18/25,TBD,TBD,34,9/26/25,217,1 day
2264,TBD,,9/18/25,TBD,TBD,35,10/1/25,246,1 day
2265,444708591590,8/12/25,9/2/25,945318732,TFORCE,33,9/15/25,223,1 day
2270,TBD,,9/26/25,TBD,TBD,36,10/9/25,198,1 day
2273,469700131818,8/12/25,9/16/25,2972538409,ESTES,32,9/29/25,234,1 day
2295,469700132560,8/19/25,9/11/25,883573607421,FEDEX,33,9/24/25,194,1 day
2299,469700133361,,9/10/25,TBD,TBD,34,9/23/25,194,1 day
2307,469700131829,8/8/25,8/29/25,107551868402,SAIA,32,9/12/25,190,1 day
2331,469700133372,,9/11/25,943047280,TFORCE,34,9/24/25,198,1 day
2333,469700133383,,9/15/25,TBD,TBD,34,9/26/25,202,1 day
2354,469700131830,8/12/25,9/22/25,2972537507,ESTES,32,10/3/25,204,1 day
2355,469700132571,8/20/25,9/3/25,455488320,TFORCE,33,9/16/25,166,1 day
2371,TBD,,9/30/25,TBD,TBD,35,10/13/25,211,1 day
2399,469700132582,8/20/25,9/3/25,TBD,TBD,33,9/16/25,261,1 day
2404,TBD,,9/29/25,TBD,TBD,36,10/10/25,159,1 day
2405,444708591671,8/13/25,9/2/25,455488316,TFORCE,33,9/15/25,233,1 day
2412,469700131840,investigating,8/27/25,2972538406,ESTES,32,9/10/25,196,1 day
2418,TBD,,9/17/25,TBD,TBD,35,9/30/25,342,2 day
2438,469700133394,,9/16/25,883657295250,FEDEX,35,9/29/25,227,1 day
2472,469700133409,,9/15/25,TBD,TBD,34,9/26/25,260,1 day
2486,TBD,,9/29/25,TBD,TBD,36,10/10/25,76,1 day
2497,469700132593,8/18/25,9/8/25,TBD,TBD,33,9/19/25,186,1 day
2504,469700133410,,9/16/25,TBD,TBD,35,9/29/25,167,1 day
2531,469700132608,8/19/25,9/4/25,943047324,TFORCE,33,9/17/25,236,1 day
2547,444708591708,8/12/25,9/2/25,455488331,TFORCE,33,9/15/25,230,1 day
2585,TBD,,9/18/25,TBD,TBD,35,10/1/25,250,1 day
2604,TBD,,9/26/25,TBD,TBD,36,10/9/25,138,1 day
2632,469700132619,8/14/25,9/8/25,TBD,TBD,33,9/19/25,278,1 day
2651,469700133420,,9/23/25,TBD,TBD,35,10/6/25,400,2 day
2687,469700132620,8/19/25,9/3/25,945318754,TFORCE,33,9/16/25,174,1 day
2689,TBD,,9/23/25,TBD,TBD,36,10/6/25,163,1 day
2715,TBD,,9/24/25,TBD,TBD,36,10/7/25,203,1 day
2719,469700133431,,9/9/25,943047291,TFORCE,34,9/22/25,183,1 day
2789,469700131851,8/12/25,8/25/25,2972538405,ESTES,32,9/8/25,166,1 day
2799,469700133442,,9/11/25,TBD,TBD,34,9/24/25,376,2 day
2803,469700131862,8/11/25,8/28/25,2972537503,ESTES,32,9/9/25,175,1 day
2804,469700131873,8/11/25,9/3/25,2972538416,ESTES,32,9/11/25,270,1 day
2806,469700132630,8/19/25,9/4/25,943047372,TFORCE,33,9/17/25,245,1 day
2807,444708591660,8/13/25,9/9/25,883571379566,FEDEX,33,9/22/25,166,1 day
2808,469700133453,,9/4/25,TBD,TBD,34,9/17/25,223,1 day
2811,469700131884,8/11/25,8/26/25,969170101,TFORCE,32,9/9/25,186,1 day
2818,TBD,,9/30/25,TBD,TBD,36,10/13/25,200,1 day
2821,469700132641,8/19/25,9/2/25,TBD,TBD,33,9/15/25,243,1 day
2825,TBD,,9/19/25,TBD,TBD,35,10/2/25,185,1 day
2845,469700131895,8/12/25,8/25/25,969170171,TFORCE,32,9/8/25,160,1 day
2853,469700133464,,9/10/25,TBD,TBD,34,9/23/25,246,1 day
2867,469700133475,,9/9/25,TBD,TBD,34,9/22/25,178,1 day
2869,469700133486,,9/10/25,TBD,TBD,34,9/23/25,122,1 day
2885,444708591650,8/12/25,9/8/25,711228685,TFORCE,33,9/19/25,157,1 day
2916,469700132652,8/19/25,9/5/25,TBD,TBD,33,9/18/25,242,1 day
2925,469700133497,,9/15/25,TBD,TBD,34,9/26/25,188,1 day
2928,TBD,,9/16/25,TBD,TBD,35,9/29/25,265,1 day
2929,TBD,,9/24/25,TBD,TBD,36,10/7/25,265,1 day
2945,469700131900,8/11/25,8/26/25,969170053,TFORCE,32,9/9/25,198,1 day
3018,469700133501,,9/11/25,TBD,TBD,34,9/24/25,300,2 day
3022,TBD,,9/24/25,TBD,TBD,36,10/7/25,100,1 day
3053,469700132663,8/19/25,9/3/25,711228700,TFORCE,33,9/16/25,262,1 day
3058,TBD,,9/30/25,TBD,TBD,37,10/13/25,202,1 day
3077,469700132674,8/19/25,9/8/25,TBD,TBD,33,9/17/25,139,1 day
3101,469700132685,8/15/25,9/8/25,TBD,TBD,33,9/19/25,95,1 day
3106,TBD,,9/17/25,TBD,TBD,35,9/30/25,232,1 day
3112,469700132696,8/15/25,9/5/25,TBD,TBD,33,9/19/25,207,1 day
3199,469700131910,8/11/25,8/29/25,444708592141,Fedex,32,9/12/25,24,1 day
3207,469700132700,8/18/25,9/3/25,2972521759,ESTES,33,9/16/25,185,1 day
3212,469700133512,,9/11/25,2972537682,ESTES,34,9/24/25,296,1 day
3241,469700131921,8/7/25,8/27/25,969170031,TFORCE,32,9/11/25,209,1 day
3283,469700133523,,9/12/25,2972537687,ESTES,34,9/25/25,225,1 day
3291,TBD,,9/29/25,TBD,TBD,36,10/10/25,154,1 day
3297,469700133534,,9/10/25,TBD,TBD,34,9/23/25,328,2 day
3332,469700133545,,9/9/25,TBD,TBD,34,9/22/25,217,1 day
3337,469700133556,,9/10/25,TBD,TBD,34,9/23/25,240,1 day
3348,469700131932,8/11/25,8/28/25,444708592119,Fedex,32,9/11/25,141,1 day
3351,469700133567,,9/9/25,TBD,TBD,34,9/22/25,343,2 day
3360,TBD,,9/30/25,TBD,TBD,37,10/13/25,269,1 day
3362,TBD,,10/1/25,TBD,TBD,35,10/15/25,191,1 day
3382,TBD,,9/23/25,TBD,TBD,36,10/6/25,236,1 day
3395,TBD,,9/18/25,TBD,TBD,35,10/1/25,195,1 day
3430,469700132711,8/18/25,9/8/25,TBD,TBD,33,9/19/25,210,1 day
3435,469700132722,8/18/25,9/22/25,TBD,TBD,33,10/3/25,199,1 day
3443,469700133578,,9/8/25,TBD,TBD,36,9/19/25,219,1 day
3463,469700132733,8/18/25,9/8/25,TBD,TBD,33,9/19/25,178,1 day
3472,469700132744,8/18/25,10/1/25,943047313,TFORCE,33,10/16/25,193,1 day
3481,469700131943,8/12/25,8/25/25,2972538415,ESTES,32,9/8/25,234,1 day
3491,469700132755,8/20/25,9/4/25,444708594340,FedEx,33,9/17/25,127,1 day
3527,TBD,,9/16/25,TBD,TBD,35,9/29/25,185,1 day
3548,TBD,,9/16/25,TBD,TBD,35,9/29/25,304,2 day
3580,TBD,,9/23/25,TBD,TBD,36,10/6/25,204,1 day
3582,TBD,,9/26/25,TBD,TBD,36,10/9/25,469,2 day
3588,TBD,,9/17/25,TBD,TBD,35,9/30/25,274,1 day
3595,TBD,,9/26/25,TBD,TBD,36,10/9/25,286,1 day
3596,TBD,,9/19/25,TBD,TBD,35,10/2/25,277,1 day
3598,TBD,,9/22/25,TBD,TBD,36,10/3/25,170,1 day
3600,TBD,,9/29/25,TBD,TBD,36,10/10/25,13,1 day
3612,TBD,,9/18/25,TBD,TBD,35,10/1/25,240,1 day
3623,469700133589,,9/10/25,TBD,TBD,34,9/23/25,161,1 day
3631,469700131954,8/11/25,8/25/25,969170160,TFORCE,32,9/8/25,95,1 day
3648,TBD,,9/25/25,TBD,TBD,36,10/8/25,177,1 day
3702,469700132766,8/19/25,9/5/25,943047302,TFORCE,33,9/18/25,327,2 day
3731,TBD,,9/17/25,TBD,TBD,35,9/30/25,263,1 day
3747,469700133590,,9/29/25,TBD,TBD,34,10/10/25,210,1 day
3757,444708591693,8/12/25,9/2/25,711228696,TFORCE,33,9/15/25,206,1 day
3783,TBD,,9/17/25,TBD,TBD,35,9/30/25,226,1 day
3788,TBD,,9/18/25,TBD,TBD,35,10/1/25,171,1 day
3803,TBD,,9/19/25,TBD,TBD,35,10/2/25,255,1 day
3823,TBD,,9/19/25,TBD,TBD,35,9/30/25,286,1 day
3857,444708591682,8/13/25,9/2/25,2972521758,ESTES,33,9/15/25,265,1 day
3861,TBD,,10/1/25,TBD,TBD,37,10/14/25,229,1 day
3877,469700133604,,9/10/25,TBD,TBD,34,9/23/25,200,1 day
3888,TBD,,9/19/25,TBD,TBD,35,10/2/25,209,1 day
4134,469700132777,8/15/25,9/5/25,TBD,TBD,33,9/18/25,159,1 day
4140,469700131965,8/11/25,8/29/25,444708592873,FedEx,32,9/12/25,42,1 day
4153,TBD,,9/18/25,TBD,TBD,35,10/1/25,214,1 day
4201,TBD,,9/18/25,TBD,TBD,35,10/1/25,260,1 day
4219,469700132788,8/15/25,9/4/25,TBD,TBD,33,9/17/25,266,1 day
4276,TBD,,9/25/25,TBD,TBD,36,10/8/25,195,1 day
4278,TBD,,9/24/25,TBD,TBD,36,10/7/25,138,1 day
4298,469700131976,8/11/25,8/27/25,2972538413,ESTES,32,9/10/25,195,1 day
4317,TBD,,9/22/25,TBD,TBD,35,10/3/25,235,1 day
4321,469700133615,,9/11/25,TBD,TBD,34,9/24/25,231,1 day
4336,469700131987,8/7/25,8/28/25,969170156,TFORCE,32,9/12/25,263,1 day
4381,444708591649,8/11/25,9/2/25,2972521122,ESTES,33,9/15/25,244,1 day
4384,469700133626,,9/10/25,TBD,TBD,34,9/23/25,211,1 day
4416,TBD,,9/23/25,TBD,TBD,36,10/6/25,359,2 day
4423,444708591524,8/13/25,9/2/25,2972521762,ESTES,33,9/15/25,260,1 day
4430,469700132799,8/14/25,9/5/25,TBD,TBD,33,9/18/25,190,1 day
4456,TBD,,9/22/25,TBD,TBD,35,10/3/25,267,1 day
4475,469700131998,8/11/25,9/26/25,969170042,TFORCE,32,10/9/25,259,1 day
4476,TBD,,9/29/25,TBD,TBD,36,10/10/25,138,1 day
4484,TBD,,9/16/25,TBD,TBD,35,9/29/25,193,1 day
4561,444708591513,8/12/25,9/5/25,444708592200,Fedex,33,9/15/25,16,1 day
4567,TBD,,9/30/25,TBD,TBD,37,10/13/25,344,2 day
4574,469700132803,8/19/25,9/5/25,TBD,TBD,33,9/18/25,171,1 day
4603,TBD,,9/29/25,TBD,TBD,36,10/10/25,90,1 day
4611,469700132001,8/12/25,9/23/25,2972538410,ESTES,32,10/6/25,177,1 day
4682,469700132814,8/19/25,9/10/25,883515447302,Fedex,33,9/23/25,183,1 day
4687,469700132012,8/11/25,8/27/25,969170086,TFORCE,32,9/10/25,178,1 day
4697,TBD,,9/26/25,TBD,TBD,36,10/9/25,259,1 day
5008,469700132825,8/15/25,9/3/25,444708592185,Fedex,33,9/16/25,77,1 day
5037,469700133637,,9/15/25,TBD,TBD,34,9/26/25,188,1 day
5045,TBD,,9/25/25,TBD,TBD,36,10/8/25,320,2 day
5047,TBD,,9/17/25,TBD,TBD,35,9/30/25,255,1 day
5051,469700132836,8/15/25,10/1/25,947295053,TFORCE,33,10/15/25,384,2 day
5057,TBD,,10/1/25,TBD,TBD,35,10/14/25,218,1 day
5087,TBD,,9/22/25,TBD,TBD,35,10/3/25,206,1 day
5099,TBD,,9/23/25,TBD,TBD,36,10/6/25,201,1 day
5123,469700133648,,9/9/25,TBD,TBD,34,9/22/25,379,2 day
5130,469700132847,8/18/25,9/3/25,711228652,TFORCE,33,9/16/25,360,2 day
5139,TBD,,9/19/25,TBD,TBD,35,10/2/25,419,2 day
5142,TBD,,9/16/25,TBD,TBD,35,9/29/25,334,2 day
5174,TBD,,9/30/25,TBD,TBD,36,10/13/25,155,1 day
5189,469700133659,,9/12/25,TBD,TBD,34,9/25/25,460,2 day
5196,TBD,,9/26/25,TBD,TBD,36,10/9/25,344,2 day
5200,469700132023,8/11/25,8/25/25,444708592840,FedEx,32,9/8/25,119,1 day
5216,TBD,,9/25/25,TBD,TBD,36,10/8/25,230,1 day
5228,469700132034,8/12/25,8/26/25,2972538417,ESTES,32,9/9/25,262,1 day
5229,469700132858,8/18/25,9/5/25,444708594306,,33,9/18/25,159,1 day
5235,469700132045,8/8/25,8/28/25,107551868301,SAIA,32,9/11/25,244,1 day
5240,469700132869,8/20/25,9/8/25,TBD,TBD,33,9/19/25,169,1 day
5244,469700132870,8/18/25,9/5/25,TBD,TBD,33,9/18/25,178,1 day
5259,469700133660,,9/11/25,TBD,TBD,34,9/24/25,181,1 day
5280,469700133670,,9/15/25,TBD,TBD,34,9/26/25,233,1 day
5300,469700133681,,9/12/25,TBD,TBD,34,9/25/25,225,1 day
5320,469700132056,8/14/25,8/27/25,969170075,TFORCE,32,9/10/25,216,1 day
5329,469700132067,8/7/25,8/26/25,883467940924,Fedex,32,9/8/25,158,1 day
5340,TBD,,9/16/25,TBD,TBD,35,9/29/25,213,1 day
5343,469700132880,8/19/25,9/5/25,TBD,TBD,33,9/18/25,210,1 day
5346,TBD,,9/19/25,TBD,TBD,35,10/2/25,252,1 day
5403,469700133692,,9/8/25,TBD,TBD,34,9/19/25,181,1 day
5441,469700132078,8/11/25,9/2/25,969170112,TFORCE,32,9/8/25,212,1 day
5466,TBD,,9/24/25,TBD,TBD,35,10/7/25,399,2 day
5476,TBD,,9/18/25,TBD,TBD,35,10/1/25,351,2 day
5494,TBD,,9/30/25,TBD,TBD,37,10/13/25,171,1 day
5626,TBD,,9/25/25,TBD,TBD,36,10/8/25,344,2 day
5640,469700132891,8/15/25,9/4/25,TBD,TBD,33,9/17/25,43,1 day
5649,469700132089,8/11/25,8/28/25,969170134,TFORCE,32,9/11/25,244,1 day
5743,TBD,,9/24/25,TBD,TBD,36,10/7/25,198,1 day
5761,469700132090,8/12/25,9/18/25,2972538414,ESTES,32,10/1/25,179,1 day
5787,TBD,,9/23/25,TBD,TBD,36,10/6/25,209,1 day
5797,TBD,,9/16/25,TBD,TBD,35,9/29/25,116,1 day
5809,469700133707,,9/9/25,TBD,TBD,34,9/22/25,159,1 day
5879,469700133718,,9/9/25,TBD,TBD,34,9/22/25,348,2 day
5893,469700132104,8/12/25,9/17/25,2972538411,ESTES,32,10/2/25,174,1 day
6286,469700132906,8/18/25,9/3/25,444708593181,FedEx,33,9/16/25,138,1 day
6395,469700133729,,9/11/25,TBD,TBD,34,9/24/25,387,2 day
6467,469700133730,,9/12/25,TBD,TBD,34,9/25/25,155,1 day
6576,TBD,,9/23/25,TBD,TBD,36,10/6/25,115,1 day
6579,469700133740,,9/9/25,TBD,TBD,34,9/22/25,234,1 day
6964,TBD,,9/25/25,TBD,TBD,36,10/8/25,287,1 day
2,TBD,,,,,TBD,,,
5,TBD,,,,,TBD,,,
8,TBD,,,,,TBD,,,
11,TBD,,,,,TBD,,,
16,TBD,,,,,TBD,,,
36,TBD,,,,,TBD,,,
45,TBD,,,,,TBD,,,
52,TBD,,,,,TBD,,,
76,TBD,,,,,TBD,,,
77,TBD,,,,,TBD,,,
119,TBD,,,,,TBD,,,
128,TBD,,,,,TBD,,,
131,TBD,,,,,TBD,,,
157,TBD,,,,,TBD,,,
165,TBD,,,,,TBD,,,
167,TBD,,,,,TBD,,,
169,TBD,,,,,TBD,,,
181,TBD,,,,,TBD,,,
196,TBD,,,,,TBD,,,
222,TBD,,,,,TBD,,,
228,TBD,,,,,TBD,,,
248,TBD,,,,,TBD,,,
253,TBD,,,,,TBD,,,
256,TBD,,,,,TBD,,,
300,TBD,,,,,TBD,,,
301,TBD,,,,,TBD,,,
350,TBD,,,,,TBD,,,
361,TBD,,,,,TBD,,,
371,TBD,,,,,TBD,,,
375,TBD,,,,,TBD,,,
394,TBD,,,,,TBD,,,
395,TBD,,,,,TBD,,,
397,TBD,,,,,TBD,,,
399,TBD,,,,,TBD,,,
403,TBD,,,,,TBD,,,
417,TBD,,,,,TBD,,,
424,TBD,,,,,TBD,,,
425,TBD,,,,,TBD,,,
454,TBD,,,,,TBD,,,
462,TBD,,,,,TBD,,,
468,TBD,,,,,TBD,,,
470,TBD,,,,,TBD,,,
483,TBD,,,,,TBD,,,
504,TBD,,,,,TBD,,,
516,TBD,,,,,TBD,,,
522,TBD,,,,,TBD,,,
527,TBD,,,,,TBD,,,
535,TBD,,,,,TBD,,,
536,TBD,,,,,TBD,,,
598,TBD,,,,,TBD,,,
604,TBD,,,,,TBD,,,
661,TBD,,,,,TBD,,,
662,TBD,,,,,TBD,,,
691,TBD,,,,,TBD,,,
700,TBD,,,,,TBD,,,
714,TBD,,,,,TBD,,,
715,TBD,,,,,TBD,,,
726,TBD,,,,,TBD,,,
730,TBD,,,,,TBD,,,
733,TBD,,,,,TBD,,,
734,TBD,,,,,TBD,,,
757,TBD,,,,,TBD,,,
762,TBD,,,,,TBD,,,
764,TBD,,,,,TBD,,,
765,TBD,,,,,TBD,,,
766,TBD,,,,,TBD,,,
774,TBD,,,,,TBD,,,
775,TBD,,,,,TBD,,,
791,TBD,,,,,TBD,,,
807,TBD,,,,,TBD,,,
808,TBD,,,,,TBD,,,
852,TBD,,,,,TBD,,,
853,TBD,,,,,TBD,,,
865,TBD,,,,,TBD,,,
872,TBD,,,,,TBD,,,
884,TBD,,,,,TBD,,,
885,TBD,,,,,TBD,,,
904,TBD,,,,,TBD,,,
921,TBD,,,,,TBD,,,
923,TBD,,,,,TBD,,,
933,TBD,,,,,TBD,,,
936,TBD,,,,,TBD,,,
938,TBD,,,,,TBD,,,
953,TBD,,,,,TBD,,,
962,TBD,,,,,TBD,,,
986,TBD,,,,,TBD,,,
1001,TBD,,,,,TBD,,,
1008,TBD,,,,,TBD,,,
1019,TBD,,,,,TBD,,,
1022,TBD,,,,,TBD,,,
1028,TBD,,,,,TBD,,,
1044,TBD,,,,,TBD,,,
1065,TBD,,,,,TBD,,,
1071,TBD,,,,,TBD,,,
1095,TBD,,,,,TBD,,,
1125,TBD,,,,,TBD,,,
1186,TBD,,,,,TBD,,,
1198,TBD,,,,,TBD,,,
1212,TBD,,,,,TBD,,,
1235,TBD,,,,,TBD,,,
1249,TBD,,,,,TBD,,,
1264,TBD,,,,,TBD,,,
1273,TBD,,,,,TBD,,,
1279,TBD,,,,,TBD,,,
1280,TBD,,,,,TBD,,,
1284,TBD,,,,,TBD,,,
1303,TBD,,,,,TBD,,,
1307,TBD,,,,,TBD,,,
1327,TBD,,,,,TBD,,,
1371,TBD,,,,,TBD,,,
1386,TBD,,,,,TBD,,,
1413,TBD,,,,,TBD,,,
1419,TBD,,,,,TBD,,,
1420,TBD,,,,,TBD,,,
1422,TBD,,,,,TBD,,,
1423,TBD,,,,,TBD,,,
1425,TBD,,,,,TBD,,,
1428,TBD,,,,,TBD,,,
1432,TBD,,,,,TBD,,,
1433,TBD,,,,,TBD,,,
1434,TBD,,,,,TBD,,,
1448,TBD,,,,,TBD,,,
1454,TBD,,,,,TBD,,,
1460,TBD,,,,,TBD,,,
1481,TBD,,,,,TBD,,,
1495,TBD,,,,,TBD,,,
1497,TBD,,,,,TBD,,,
1503,TBD,,,,,TBD,,,
1529,TBD,,,,,TBD,,,
1531,TBD,,,,,TBD,,,
1537,TBD,,,,,TBD,,,
1539,TBD,,,,,TBD,,,
1550,TBD,,,,,TBD,,,
1564,TBD,,,,,TBD,,,
1566,TBD,,,,,TBD,,,
1593,TBD,,,,,TBD,,,
1594,TBD,,,,,TBD,,,
1611,TBD,,,,,TBD,,,
1642,TBD,,,,,TBD,,,
1659,TBD,,,,,TBD,,,
1665,TBD,,,,,TBD,,,
1690,TBD,,,,,TBD,,,
1733,TBD,,,,,TBD,,,
1734,TBD,,,,,TBD,,,
1745,TBD,,,,,TBD,,,
1749,TBD,,,,,TBD,,,
1752,TBD,,,,,TBD,,,
1754,TBD,,,,,TBD,,,
1777,TBD,,,,,TBD,,,
1796,TBD,,,,,TBD,,,
1837,TBD,,,,,TBD,,,
1873,TBD,,,,,TBD,,,
1886,TBD,,,,,TBD,,,
1894,TBD,,,,,TBD,,,
1927,TBD,,,,,TBD,,,
1935,TBD,,,,,TBD,,,
1942,TBD,,,,,TBD,,,
1945,TBD,,,,,TBD,,,
1998,TBD,,,,,TBD,,,
2010,TBD,,,,,TBD,,,
2023,TBD,,,,,TBD,,,
2024,TBD,,,,,TBD,,,
2049,TBD,,,,,TBD,,,
2055,TBD,,,,,TBD,,,
2079,TBD,,,,,TBD,,,
2100,TBD,,,,,TBD,,,
2102,TBD,,,,,TBD,,,
2123,TBD,,,,,TBD,,,
2124,TBD,,,,,TBD,,,
2130,TBD,,,,,TBD,,,
2138,TBD,,,,,TBD,,,
2144,TBD,,,,,TBD,,,
2167,TBD,,,,,TBD,,,
2185,TBD,,,,,TBD,,,
2191,TBD,,,,,TBD,,,
2193,TBD,,,,,TBD,,,
2197,TBD,,,,,TBD,,,
2199,TBD,,,,,TBD,,,
2200,TBD,,,,,TBD,,,
2208,TBD,,,,,TBD,,,
2211,TBD,,,,,TBD,,,
2223,TBD,,,,,TBD,,,
2252,TBD,,,,,TBD,,,
2263,TBD,,,,,TBD,,,
2276,TBD,,,,,TBD,,,
2284,TBD,,,,,TBD,,,
2293,TBD,,,,,TBD,,,
2323,TBD,,,,,TBD,,,
2334,TBD,,,,,TBD,,,
2340,TBD,,,,,TBD,,,
2358,TBD,,,,,TBD,,,
2365,TBD,,,,,TBD,,,
2369,TBD,,,,,TBD,,,
2373,TBD,,,,,TBD,,,
2429,TBD,,,,,TBD,,,
2471,TBD,,,,,TBD,,,
2480,TBD,,,,,TBD,,,
2491,TBD,,,,,TBD,,,
2493,TBD,,,,,TBD,,,
2505,TBD,,,,,TBD,,,
2522,TBD,,,,,TBD,,,
2528,TBD,,,,,TBD,,,
2543,TBD,,,,,TBD,,,
2544,TBD,,,,,TBD,,,
2559,TBD,,,,,TBD,,,
2567,TBD,,,,,TBD,,,
2574,TBD,,,,,TBD,,,
2587,TBD,,,,,TBD,,,
2599,TBD,,,,,TBD,,,
2614,TBD,,,,,TBD,,,
2620,TBD,,,,,TBD,,,
2631,TBD,,,,,TBD,,,
2641,TBD,,,,,TBD,,,
2644,TBD,,,,,TBD,,,
2672,TBD,,,,,TBD,,,
2681,TBD,,,,,TBD,,,
2713,TBD,,,,,TBD,,,
2725,TBD,,,,,TBD,,,
2726,TBD,,,,,TBD,,,
2729,TBD,,,,,TBD,,,
2752,TBD,,,,,TBD,,,
2771,TBD,,,,,TBD,,,
2784,TBD,,,,,TBD,,,
2786,TBD,,,,,TBD,,,
2788,TBD,,,,,TBD,,,
2834,TBD,,,,,TBD,,,
2864,TBD,,,,,TBD,,,
2888,TBD,,,,,TBD,,,
2897,TBD,,,,,TBD,,,
2899,TBD,,,,,TBD,,,
2900,TBD,,,,,TBD,,,
2909,TBD,,,,,TBD,,,
2954,TBD,,,,,TBD,,,
2959,TBD,,,,,TBD,,,
2965,TBD,,,,,TBD,,,
2978,TBD,,,,,TBD,,,
2993,TBD,,,,,TBD,,,
3056,TBD,,,,,TBD,,,
3082,TBD,,,,,TBD,,,
3176,TBD,,,,,TBD,,,
3177,TBD,,,,,TBD,,,
3206,TBD,,,,,TBD,,,
3223,TBD,,,,,TBD,,,
3250,TBD,,,,,TBD,,,
3251,TBD,,,,,TBD,,,
3252,TBD,,,,,TBD,,,
3262,TBD,,,,,TBD,,,
3274,TBD,,,,,TBD,,,
3281,TBD,,,,,TBD,,,
3298,TBD,,,,,TBD,,,
3320,TBD,,,,,TBD,,,
3328,TBD,,,,,TBD,,,
3412,TBD,,,,,TBD,,,
3433,TBD,,,,,TBD,,,
3458,TBD,,,,,TBD,,,
3476,TBD,,,,,TBD,,,
3486,TBD,,,,,TBD,,,
3500,TBD,,,,,TBD,,,
3510,TBD,,,,,TBD,,,
3543,TBD,,,,,TBD,,,
3545,TBD,,,,,TBD,,,
3633,TBD,,,,,TBD,,,
3634,TBD,,,,,TBD,,,
3641,TBD,,,,,TBD,,,
3645,TBD,,,,,TBD,,,
3722,TBD,,,,,TBD,,,
3726,TBD,,,,,TBD,,,
3738,TBD,,,,,TBD,,,
3763,TBD,,,,,TBD,,,
3764,TBD,,,,,TBD,,,
3805,TBD,,,,,TBD,,,
3827,TBD,,,,,TBD,,,
3828,TBD,,,,,TBD,,,
3837,TBD,,,,,TBD,,,
3840,TBD,,,,,TBD,,,
3867,TBD,,,,,TBD,,,
3876,TBD,,,,,TBD,,,
3893,TBD,,,,,TBD,,,
4049,TBD,,,,,TBD,,,
4163,TBD,,,,,TBD,,,
4168,TBD,,,,,TBD,,,
4209,TBD,,,,,TBD,,,
4216,TBD,,,,,TBD,,,
4230,TBD,,,,,TBD,,,
4231,TBD,,,,,TBD,,,
4235,TBD,,,,,TBD,,,
4243,TBD,,,,,TBD,,,
4288,TBD,,,,,TBD,,,
4377,TBD,,,,,TBD,,,
4399,TBD,,,,,TBD,,,
