Market,Store,SC BI LY Ship,SC BI LY Sold,SC BI TY Ship
349,5071,21,20,21
350,129,17,14,14
350,147,12,10,11
350,151,21,14,14
350,158,6,5,5
350,185,13,10,10
350,225,5,4,5
350,947,12,9,9
350,975,14,11,12
350,1043,10,7,6
350,1295,11,10,10
351,31,21,12,12
351,47,22,14,14
351,103,16,13,13
351,121,13,9,9
351,123,12,9,9
351,231,14,12,13
351,276,11,7,6
351,340,13,9,9
352,137,12,9,9
352,360,10,7,7
352,387,5,4,5
352,389,11,7,7
352,1626,8,6,5
352,2803,10,7,7
352,2804,8,6,6
352,3430,6,4,5
352,4195,13,10,10
352,4241,7,5,5
353,139,7,7,7
353,212,8,7,7
353,277,11,10,10
353,517,9,8,8
353,544,10,9,9
353,743,12,9,8
353,1056,6,6,7
353,2734,7,7,7
353,7294,10,9,9
353,7326,10,9,9
356,73,21,18,18
356,324,6,5,5
356,472,16,10,9
356,894,12,9,8
356,992,9,6,6
356,1597,10,8,8
356,3295,16,10,9
356,4615,22,16,16
356,4637,21,13,13
357,14,14,11,11
357,27,7,6,6
357,46,13,12,12
357,78,9,7,7
357,86,8,7,7
357,88,8,6,6
357,138,5,5,5
357,166,6,5,5
357,173,8,6,5
357,179,9,8,8
357,250,6,6,6
359,25,8,6,6
359,40,12,9,9
359,51,6,4,3
359,80,6,4,3
359,159,10,7,7
359,189,8,5,5
359,203,6,4,3
359,363,9,6,6
359,451,6,4,5
359,820,8,6,5
360,109,9,6,6
360,135,10,8,7
360,195,10,9,9
360,234,9,8,8
360,325,10,8,8
360,560,13,12,12
360,801,5,5,5
360,834,6,4,3
360,1120,7,7,7
360,2857,10,8,9
360,2994,11,9,9
361,20,9,8,8
361,61,11,10,10
361,96,10,9,9
361,184,10,9,9
361,319,11,9,9
361,573,7,6,6
361,1014,10,9,10
361,1094,4,3,3
361,2856,4,3,3
361,4553,5,4,5
361,4590,7,6,6
362,486,7,6,6
362,577,7,6,6
362,1151,7,7,7
362,1599,1,1,1
362,2855,8,7,7
362,2955,5,4,5
362,3273,4,4,3
362,4475,6,5,5
362,4611,5,5,5
364,1175,0,0,1
364,1230,14,13,14
364,1299,6,6,5
364,1328,7,6,5
364,1369,8,7,6
364,1417,6,6,5
364,3730,9,9,9
364,4252,7,7,7
364,4355,8,8,7
364,5303,4,3,3
365,1364,8,8,8
365,1370,10,9,9
365,1474,21,19,21
365,4203,8,7,7
365,4325,12,10,11
365,4337,22,20,22
365,4543,5,4,5
365,5342,23,20,20
366,1218,22,18,19
366,1324,23,20,21
366,1411,14,13,14
366,1612,27,24,27
366,1846,23,21,23
366,2922,9,8,8
366,3379,6,5,5
366,5031,12,11,11
367,1149,15,13,14
367,1240,8,7,7
367,1291,10,9,8
367,3807,16,15,14
367,3884,8,7,7
367,5626,15,13,13
367,5799,6,7,6
367,5858,6,5,5
368,1549,19,14,14
368,2554,16,12,12
368,2777,9,8,9
368,3407,23,21,22
368,3896,6,5,5
368,4336,8,7,6
368,5331,17,16,17
368,5369,13,11,11
368,5429,10,9,9
369,1532,7,6,6
369,1533,11,9,9
369,2512,7,7,6
369,3241,7,7,7
369,3465,17,16,17
369,5124,11,9,9
369,5189,19,17,18
369,5330,7,7,7
370,1598,4,4,3
370,2113,9,7,7
370,2515,10,8,8
370,4232,1,2,1
370,5190,5,5,5
370,5329,4,4,3
370,5835,3,3,2
370,6477,7,6,6
371,1512,4,3,3
371,1746,4,3,3
371,2768,8,7,7
371,3771,16,12,12
371,3799,7,6,5
371,5768,4,4,3
371,6480,5,5,5
372,1334,5,5,5
372,1381,7,6,6
372,1646,5,5,5
372,2112,4,4,3
372,2482,9,8,8
372,2766,3,3,2
372,2767,8,7,7
372,5428,6,5,5
373,2671,7,5,5
373,2778,18,16,17
373,3360,5,5,5
373,3751,13,12,12
373,3833,8,7,8
373,3861,4,4,3
373,4430,10,10,10
373,4451,12,10,10
373,5186,5,5,5
375,826,26,21,23
375,869,10,8,8
375,966,13,10,10
375,1380,11,8,7
375,2270,10,7,7
375,2656,15,11,11
375,3428,12,11,11
375,5003,4,3,2
376,984,6,5,5
376,1492,6,4,5
376,1689,7,6,6
376,2892,7,5,5
376,3313,3,3,2
376,4639,4,3,3
376,5137,7,6,6
376,5334,9,6,6
378,924,12,8,8
378,953,10,7,7
378,980,13,10,10
378,1008,7,5,5
378,2729,7,6,5
378,3177,3,2,1
378,4599,7,6,6
378,5033,11,7,7
378,5051,14,11,11
379,905,9,5,5
379,1045,5,3,2
379,1231,11,8,8
379,1659,13,9,8
379,3867,7,5,5
379,4288,4,3,3
379,4567,12,8,8
379,5341,3,2,1
379,5370,7,5,5
380,1252,5,3,2
380,1308,5,4,3
380,2125,6,5,5
380,2751,5,4,3
380,3566,6,4,5
380,4284,7,5,5
380,5049,7,6,5
380,5676,4,3,2
381,1315,12,8,8
381,1412,6,5,5
381,1456,5,4,5
381,1457,13,8,8
381,1461,9,9,9
381,1617,16,10,10
381,3778,13,9,9
381,4471,4,3,2
381,4653,17,13,13
382,1485,14,10,10
382,1508,12,7,7
382,1778,9,7,7
382,1956,18,11,11
382,2084,4,3,3
382,2608,7,4,3
382,2923,14,9,9
382,4412,8,5,5
383,1872,5,4,5
383,1901,7,7,7
383,2147,4,4,5
383,2259,8,7,7
383,2455,8,7,7
383,2607,4,4,4
383,3259,29,7,7
383,4247,7,6,6
383,7199,7,7,6
384,906,29,26,28
384,1397,13,11,11
384,1414,13,11,11
384,2652,5,5,5
384,2924,12,11,11
384,3596,10,10,10
384,5430,16,13,14
384,5492,6,4,3
385,824,8,6,6
385,829,5,5,5
385,835,10,8,8
385,850,10,8,8
385,3423,6,5,5
385,3731,14,11,12
385,3732,15,13,13
385,4201,6,5,5
385,5491,11,9,9
387,611,13,10,10
387,806,24,14,14
387,851,6,5,5
387,868,13,12,12
387,1306,13,11,12
387,1357,9,9,10
387,3427,5,5,5
387,4341,9,8,8
387,4601,28,17,17
387,5155,28,20,20
387,5166,11,10,10
388,921,5,3,3
388,1058,6,5,5
388,1199,4,2,1
388,1280,9,8,8
388,4377,12,10,10
388,5099,10,9,10
388,5232,11,7,6
388,5458,8,7,7
389,842,25,18,18
389,962,7,6,5
389,1001,14,11,11
389,1019,13,8,7
389,1273,16,12,12
389,1384,8,6,6
389,2672,6,4,5
389,3018,12,9,8
389,3382,15,12,11
391,1200,8,7,7
391,1434,6,5,5
391,1896,7,6,6
391,3227,8,6,6
391,3582,14,12,12
391,3805,6,4,5
391,4335,16,13,13
391,5123,12,10,10
392,2106,4,4,3
392,2189,5,4,5
392,2453,9,9,9
392,3254,5,4,5
392,3277,5,4,5
392,3729,6,6,6
392,4239,3,4,3
392,4370,8,7,7
394,1559,1,1,1
394,2483,8,7,7
394,2592,13,11,12
394,2884,12,11,11
394,3350,11,9,9
394,3351,13,11,11
394,3473,10,8,8
394,3728,13,12,12
396,1560,8,6,6
396,1584,6,5,5
396,2050,7,6,6
396,2593,15,11,11
396,2838,13,11,10
396,4356,7,6,6
396,4557,6,5,5
396,5070,8,6,6
396,5101,9,8,9
397,3354,4,3,2
397,3355,6,4,5
397,3356,2,1,1
397,3655,3,2,2
397,3788,2,2,1
397,4339,4,4,3
397,5258,4,3,2
397,5259,3,2,2
397,5269,4,2,1
397,5306,3,3,2
397,5423,8,7,7
399,1951,11,10,10
399,2508,5,5,5
399,2617,8,7,7
399,2780,7,7,7
399,2781,9,8,9
399,2861,3,3,2
399,2862,5,5,5
399,3093,6,6,6
399,3739,7,7,7
399,5841,6,5,5
400,1878,9,8,8
400,1900,7,6,6
400,1902,10,9,9
400,1905,8,7,7
400,1995,7,7,7
400,2402,9,8,8
400,2782,7,6,6
400,2831,4,4,3
400,3897,7,7,7
400,5494,8,8,8
401,1699,7,6,6
401,1708,9,8,8
401,1888,6,6,6
401,2921,9,7,7
401,3366,4,4,5
401,3454,6,6,6
401,3789,5,4,5
401,3848,5,5,5
401,4208,1,1,1
401,4272,6,6,6
401,5234,10,9,9
403,1440,12,11,12
403,1686,6,5,5
403,2207,3,2,2
403,2307,3,3,3
403,3232,8,7,8
403,3568,7,7,7
403,3589,4,4,3
403,3620,6,5,5
403,5233,11,9,9
403,5235,3,3,2
403,5350,4,4,3
403,5763,4,3,3
405,1438,17,15,16
405,1439,8,8,8
405,1442,5,5,5
405,1573,10,10,10
405,2051,16,13,14
405,2794,5,5,5
405,3220,8,7,8
405,3847,6,5,5
405,4678,6,6,5
405,5168,8,8,8
406,369,5,3,3
406,370,4,3,3
406,372,10,8,7
406,419,6,4,3
406,592,11,8,8
406,652,12,8,8
406,664,12,9,9
406,770,9,7,6
406,799,8,6,5
406,978,6,4,3
406,1214,6,4,3
406,1437,7,4,5
406,2562,5,3,2
407,35,9,8,8
407,43,11,7,6
407,341,6,4,3
407,418,3,3,2
407,557,9,8,8
407,558,14,8,8
407,993,7,4,5
407,1282,6,4,3
407,2784,8,5,5
407,4209,6,5,5
407,4322,4,2,1
409,186,7,6,6
409,346,5,4,3
409,794,10,7,7
409,1099,11,8,8
409,1221,11,8,8
409,1507,8,5,5
409,2428,7,5,5
409,3103,7,5,5
409,3283,11,8,8
409,3492,10,8,7
409,4321,11,7,7
410,39,7,6,5
410,42,8,6,5
410,72,8,7,6
410,111,8,5,5
410,242,8,7,7
410,368,9,6,6
410,382,9,9,9
410,1187,7,5,5
410,2893,8,6,6
410,5307,6,6,6
411,26,6,5,5
411,342,8,7,6
411,378,9,8,5
411,484,8,6,6
411,1054,7,6,6
411,1802,9,8,8
411,2131,8,7,7
411,5219,3,3,2
411,5441,9,8,8
411,6392,5,5,5
412,1545,8,5,5
412,1632,7,5,5
412,1696,7,4,3
412,2957,8,7,6
412,3758,4,2,1
412,3761,6,3,2
412,4244,5,3,2
412,4246,5,4,3
412,4253,5,3,2
412,5806,7,4,3
413,751,5,2,1
413,1393,5,3,2
413,1435,6,5,5
413,1491,5,4,3
413,1683,5,3,3
413,1723,9,6,6
413,1764,8,5,5
413,2935,4,3,2
413,3394,7,4,3
413,3762,6,4,3
413,4606,5,3,2
414,581,7,4,5
414,647,3,2,1
414,748,4,3,3
414,749,5,3,2
414,892,11,8,8
414,1389,4,2,1
414,1732,5,3,2
414,1787,7,6,6
414,2764,9,7,6
414,4256,6,4,3
414,5748,6,4,3
415,646,3,2,1
415,750,5,3,2
415,753,8,6,6
415,1496,7,5,5
415,1506,3,2,1
415,1509,5,4,3
415,1528,7,6,5
415,2004,6,5,5
415,2716,7,6,6
415,2889,6,5,5
415,3630,5,4,5
418,559,9,7,7
418,784,5,4,3
418,797,10,6,6
418,985,3,2,1
418,1241,9,7,6
418,1285,7,5,5
418,1431,7,5,5
418,1475,3,2,1
418,1621,4,3,2
418,1721,6,3,3
418,2827,6,5,5
418,5115,11,7,7
419,1447,4,3,3
419,1609,4,3,3
419,1634,6,4,3
419,1654,9,6,6
419,1757,4,3,2
419,1929,4,4,3
419,2367,6,5,5
419,2937,2,1,1
419,3233,10,7,7
419,4849,4,3,2
421,1415,4,2,1
421,1470,7,5,5
421,1473,9,5,5
421,1722,5,3,2
421,1738,7,5,5
421,1858,4,2,2
421,1865,3,2,1
421,2820,3,2,2
421,3760,4,3,2
421,3806,6,3,3
421,4374,5,3,2
422,1861,3,3,2
422,1864,7,5,5
422,1952,5,3,2
422,2087,5,3,3
422,2643,3,2,2
422,2882,6,4,5
422,3364,6,4,3
422,3404,10,8,7
422,3498,7,4,3
423,1472,3,2,1
423,1855,3,2,1
423,2198,5,3,2
423,2448,4,3,2
423,2642,20,4,5
423,3513,9,7,6
423,5977,4,3,2
423,5992,5,3,3
424,1562,1,1,1
424,1577,28,13,13
424,1633,5,3,3
424,1999,4,3,2
424,2274,12,8,7
424,2352,14,8,8
424,3088,4,3,2
424,3102,4,3,3
424,3209,8,5,5
424,3624,7,5,5
424,5976,10,6,5
425,882,7,4,3
425,913,4,3,2
425,982,5,3,2
425,1020,5,3,2
425,1038,4,2,2
425,1657,5,3,2
425,1971,5,4,3
425,2812,4,3,3
425,3534,5,3,3
425,4257,6,3,2
426,810,8,5,5
426,886,8,5,5
426,1005,6,3,3
426,1152,4,2,1
426,1332,7,4,5
426,1361,11,6,6
426,1526,4,3,2
426,1546,0,0,1
426,1625,5,3,2
426,2714,5,3,2
426,3590,10,6,5
427,1534,8,5,5
427,1565,22,13,13
427,1567,14,10,10
427,1581,8,6,6
427,1627,8,5,5
427,1636,24,17,16
427,1649,7,5,5
427,1695,9,4,5
427,2033,5,3,3
427,3648,8,5,5
427,3875,5,3,2
427,4352,45,11,11
427,4569,3,2,1
429,598,14,9,8
429,637,6,4,3
429,790,8,6,6
429,867,17,11,11
429,1326,9,6,6
429,1460,9,7,6
429,1585,16,11,11
429,2579,6,4,3
429,3395,6,5,5
429,5170,4,2,2
429,7129,4,3,2
430,1483,10,6,6
430,1500,9,5,5
430,1520,13,8,7
430,1535,7,4,3
430,1538,8,6,5
430,1543,10,7,6
430,1604,16,13,13
430,1685,10,7,6
430,2443,7,4,3
430,2990,33,14,13
430,3237,7,4,3
430,3734,4,3,2
430,3853,5,3,2
430,3872,12,9,9
430,4865,7,5,5
432,776,7,5,5
432,1637,8,5,5
432,1965,10,7,7
432,3150,11,9,9
432,3151,6,4,5
432,3267,8,5,5
432,4358,6,4,3
432,4568,5,4,3
432,5141,10,6,6
432,5361,9,6,6
433,350,7,5,5
433,645,10,7,7
433,774,5,3,3
433,885,3,2,2
433,1671,13,9,8
433,1943,8,6,6
433,2432,5,5,5
433,2847,9,6,6
433,3278,9,6,5
433,3823,7,5,5
433,4600,7,5,5
435,1167,8,7,6
435,1394,4,3,2
435,1551,3,3,2
435,1571,3,3,2
435,2668,8,6,5
435,2828,4,3,2
435,3488,5,4,3
435,4677,2,1,1
435,5667,4,3,2
435,5668,2,2,1
436,1365,0,0,1
436,1446,6,5,5
436,1672,2,2,1
436,1819,5,4,5
436,2192,6,4,5
436,2421,7,6,6
436,3245,3,3,2
436,4281,3,3,2
436,5432,4,3,2
436,5444,3,3,2
438,847,4,3,3
438,965,6,5,5
438,971,2,2,1
438,979,4,3,2
438,1007,6,4,3
438,1277,4,3,3
438,1669,7,5,5
438,1679,6,5,12
438,5127,4,3,2
438,5373,6,5,5
438,5397,3,2,1
439,1202,6,5,5
439,1316,2,2,1
439,1430,6,4,3
439,1449,3,2,2
439,1727,3,2,1
439,1828,5,4,5
439,1982,4,3,3
439,2509,2,2,1
439,2958,6,4,5
439,2986,3,2,2
440,1366,1,1,1
440,1453,3,2,2
440,1908,5,3,2
440,1931,6,5,5
440,2127,6,5,5
440,2271,5,4,3
440,2510,3,2,2
440,2813,5,3,3
440,3268,4,3,2
440,3643,3,2,2
440,5090,4,3,3
441,1138,0,0,1
441,1176,3,2,1
441,1267,3,2,2
441,1274,2,1,1
441,1305,5,4,3
441,1396,7,5,5
441,1799,6,5,5
441,2335,3,2,1
441,3505,5,4,3
441,3857,3,2,1
442,910,6,5,5
442,1515,3,3,2
442,1635,2,2,1
442,1678,2,2,1
442,1776,3,2,2
442,3247,6,5,5
442,3499,2,2,1
442,5438,3,2,2
442,5669,2,2,1
444,1012,6,5,5
444,1276,3,3,2
444,1643,6,4,3
444,1650,2,2,1
444,2452,6,4,5
444,2658,3,2,2
444,3324,3,2,1
444,3497,2,2,1
444,5463,4,3,2
444,6394,4,3,3
445,1588,16,15,14
445,1692,7,6,6
445,1879,8,7,7
445,1914,14,11,12
445,4340,18,16,17
445,4392,13,12,13
446,2032,5,4,5
446,2526,7,6,6
446,2621,0,0,1
446,3087,1,1,1
446,3180,11,10,10
446,5152,0,0,1
447,1574,7,8,8
447,1600,8,6,6
447,1624,11,12,13
447,1989,5,4,5
447,2099,0,0,1
447,2556,0,0,1
447,2557,7,6,6
447,4317,7,6,6
447,5134,9,9,9
448,1563,12,10,10
448,1660,9,7,7
448,2297,0,0,1
448,2950,8,7,6
448,2951,7,6,6
448,3523,8,7,7
448,5162,6,5,5
448,5686,8,7,7
449,1583,0,0,1
449,1815,7,7,7
449,2001,7,7,7
449,2277,6,6,6
449,2985,11,10,11
449,4238,8,8,8
449,5337,11,10,10
449,5632,6,5,5
449,5701,8,7,7
450,1587,0,0,1
450,1840,10,8,8
450,1963,0,0,1
450,1983,7,6,6
450,2030,10,9,9
450,2039,0,0,1
450,5710,8,7,7
450,5843,8,7,7
450,5890,10,10,10
451,2002,9,8,8
451,2117,11,10,10
451,2280,0,0,1
451,2458,6,5,5
451,4488,5,4,5
451,5435,10,9,1
451,5751,7,6,6
451,5766,3,3,2
451,5884,5,4,5
452,1554,10,9,9
452,1651,6,6,5
452,2697,8,8,8
452,2925,5,4,3
452,3352,11,10,10
452,3455,0,0,1
452,3493,0,0,0
453,1704,6,5,5
453,1881,6,5,5
453,2048,7,6,6
453,3652,11,10,10
453,3708,7,6,6
453,4393,8,7,7
453,5139,5,5,4
454,1789,9,8,8
454,2054,0,0,1
454,2457,7,6,6
454,2464,9,8,6
454,2735,9,9,8
454,3081,8,8,8
454,5231,9,6,5
454,5848,0,0,1
455,1648,4,4,3
455,1760,4,3,2
455,1988,6,5,5
455,2418,0,0,1
455,3408,4,4,3
455,3587,8,7,7
455,3712,5,5,5
455,4202,3,3,3
455,4309,2,2,1
455,5192,7,5,5
455,5864,4,4,5
457,1575,9,8,8
457,1608,7,7,6
457,1903,10,9,9
457,2052,0,0,1
457,2053,4,3,3
457,2537,7,6,6
457,2553,0,0,1
457,5133,7,6,6
457,5136,13,12,12
458,2150,0,0,1
458,2253,15,13,14
458,2291,2,2,4
458,3516,20,17,18
458,3947,16,13,14
458,5023,19,17,18
458,5305,1,0,4
459,1700,7,6,6
459,1917,0,0,1
459,2177,0,0,1
459,2479,22,12,12
459,5886,3,2,1
459,5996,0,0,1
460,2077,8,7,7
460,2094,5,4,5
460,2245,6,6,6
460,2494,7,6,6
460,2708,15,12,12
460,2952,0,0,1
460,5075,6,5,5
461,1747,10,9,9
461,1853,17,14,14
461,1899,11,9,9
461,1912,8,7,7
461,2028,9,7,7
461,2842,10,8,8
461,5193,11,9,9
461,5425,15,13,14
462,1756,0,0,1
462,1862,15,11,12
462,1922,0,0,1
462,1941,8,7,7
462,3464,12,10,11
462,3796,15,12,13
463,1555,39,31,32
463,1805,9,7,7
463,1832,13,11,11
463,1859,72,58,61
463,1915,14,9,9
463,2181,9,7,7
463,5096,10,9,8
463,5156,21,16,14
463,5335,17,12,11
464,2082,8,6,6
464,2242,7,6,5
464,2546,0,0,1
464,3248,8,7,6
464,5641,4,4,3
464,5930,6,5,5
465,2110,8,7,7
465,2609,7,6,5
465,3477,6,6,5
465,4101,9,7,7
465,4132,10,8,8
465,5807,6,5,5
465,5874,0,0,1
466,2218,5,4,5
466,2495,0,0,1
466,2517,7,6,6
466,4171,5,4,3
466,5644,6,4,5
467,2249,21,16,16
467,2469,10,8,8
467,3218,9,8,8
467,3531,8,8,7
467,3537,10,9,9
467,3705,6,6,6
467,3850,6,6,6
467,4137,5,4,3
467,5853,5,5,5
468,1630,5,4,5
468,1772,12,11,11
468,1834,10,10,10
468,1880,12,10,10
468,1910,7,6,6
468,2069,4,4,3
468,2320,6,6,5
468,2477,8,7,7
468,5424,6,5,5
468,5839,6,6,5
469,2070,5,4,5
469,2071,5,5,5
469,2074,14,12,13
469,2188,4,3,3
469,2722,10,8,8
469,4359,7,6,6
469,4474,5,5,5
470,2126,3,2,1
470,2308,4,2,1
470,2314,3,1,1
470,2321,4,3,2
470,2473,3,2,1
470,3290,3,2,1
470,3478,3,3,2
470,3883,2,2,1
470,5274,5,3,3
471,2450,0,0,1
471,2595,3,3,3
471,2596,8,7,7
471,3053,3,3,2
471,3757,5,5,5
471,3801,6,6,5
471,5628,4,3,2
472,2037,12,11,11
472,2121,6,6,6
472,2196,5,5,5
472,2317,0,0,1
472,2325,9,8,8
472,5272,5,5,5
472,5273,3,3,2
472,5861,3,3,2
473,1947,8,7,8
473,2007,10,9,9
473,2016,6,6,6
473,2187,7,6,6
473,2269,9,7,7
473,3217,4,4,5
473,3260,7,7,7
473,3754,3,2,2
473,5078,9,8,9
474,2485,6,6,6
474,2539,8,8,8
474,2549,11,10,10
474,3472,7,6,6
474,3511,7,6,6
474,4249,3,3,3
474,4394,8,8,8
474,4395,5,5,5
474,5883,5,5,5
475,1817,13,11,12
475,1870,3,2,2
475,1889,6,6,6
475,2006,7,6,6
475,2101,8,7,7
475,2241,9,8,8
475,2476,7,7,7
475,2492,5,4,3
475,3261,8,7,7
475,3380,11,9,10
475,5869,3,3,2
476,2550,4,4,3
476,2927,7,7,7
476,3742,4,4,3
476,5461,4,4,3
476,5462,4,4,5
476,5929,5,4,5
477,1784,7,6,6
477,1793,6,5,5
477,1920,0,0,1
477,4176,3,3,2
477,4221,5,4,5
477,5368,9,8,8
477,5935,2,2,1
478,1775,9,8,7
478,1925,4,4,5
478,2075,6,5,5
478,2243,12,11,11
478,2315,0,0,1
478,3239,9,8,9
478,3258,9,7,7
478,5396,7,6,6
479,421,12,11,11
479,940,8,7,7
479,972,11,10,10
479,2980,9,8,8
479,3773,12,9,9
479,4165,10,8,7
479,5247,7,6,6
479,5312,12,10,10
479,5316,13,12,12
479,5764,11,10,11
481,2226,4,4,3
481,3138,6,5,5
481,3139,4,4,3
481,3140,6,6,5
481,3141,4,4,3
481,3147,3,2,2
481,3179,1,1,2
481,5602,3,2,2
481,5604,6,5,5
481,5605,2,2,2
481,5643,3,3,2
481,5658,3,3,2
481,5659,2,1,1
481,5664,4,3,2
482,923,9,7,7
482,1275,7,5,5
482,1518,6,5,5
482,1557,7,6,5
482,1601,6,4,3
482,1655,12,9,10
482,2786,11,9,9
482,2788,10,8,8
482,3781,5,4,3
482,6476,7,5,5
484,2251,9,8,8
484,2292,9,7,7
484,2886,16,11,11
484,2948,7,6,6
484,3522,11,9,9
484,5154,14,11,11
484,5954,5,4,5
485,998,1,1,1
485,2425,4,3,2
485,2442,6,5,5
485,4198,3,3,2
485,5149,2,2,1
485,5207,3,2,2
485,5308,1,1,1
485,5372,3,2,1
485,5421,3,2,1
485,5427,3,2,1
485,5452,4,3,2
485,6172,4,4,5
485,6500,3,2,2
488,2396,2,1,1
488,2406,1,1,1
488,3011,1,1,1
488,3104,2,1,1
488,4380,2,2,1
488,4441,2,2,1
488,4546,3,2,2
488,4560,3,2,2
488,5704,3,2,2
488,5758,3,3,2
488,5759,2,1,1
488,6967,2,2,1
488,7299,2,2,1
490,3019,7,6,6
490,3082,5,4,3
490,3083,5,4,5
490,3126,6,5,5
490,3127,2,2,1
490,3128,4,4,3
490,3175,6,4,5
490,3176,6,5,5
490,3740,3,2,1
490,4196,3,2,1
490,4491,5,5,5
490,4747,3,2,1
490,5828,10,8,8
490,6178,2,1,1
491,3152,3,2,1
491,3153,6,6,5
491,3154,8,6,5
491,3155,5,4,3
491,3172,2,1,1
491,3173,3,3,2
491,4138,2,2,1
491,4139,3,2,2
491,4625,2,1,1
491,4626,4,3,2
491,5855,3,2,1
491,5990,2,2,1
491,5991,4,3,2
491,6585,3,3,2
492,2431,7,6,6
492,2743,3,2,2
492,3593,4,3,3
492,3599,4,4,5
492,4619,4,4,3
492,4654,6,6,5
492,5043,3,3,2
492,5122,3,3,2
492,5780,4,4,3
492,6876,6,5,5
492,6943,4,4,5
492,6975,5,5,5
494,3110,5,3,2
494,4053,2,1,1
494,4054,3,3,2
494,4413,2,2,2
494,4607,2,1,1
494,5408,4,3,3
494,5695,3,2,2
494,5697,2,1,1
494,5767,2,2,1
494,5804,3,2,2
494,6390,1,1,1
494,6470,3,3,2
496,2840,1,1,1
496,3646,5,5,5
496,3713,2,2,1
496,3724,3,3,2
496,3899,4,4,5
496,4519,3,3,2
496,4525,4,4,3
496,4530,2,2,2
496,5279,6,5,5
496,5291,5,5,5
496,5378,4,4,3
496,6174,5,5,5
497,2328,2,2,1
497,2465,8,7,7
497,2699,3,3,2
497,2731,2,2,2
497,3338,2,1,4
497,3628,4,3,3
497,4145,4,4,2
497,4206,1,1,1
497,4443,3,3,2
497,4445,2,2,1
497,4452,3,2,2
497,5371,5,4,4
497,5813,3,2,2
497,7339,4,4,3
498,3603,3,2,2
498,3605,4,3,3
498,3614,4,4,3
498,3622,3,2,2
498,3959,3,3,2
498,4524,5,4,5
498,5135,4,4,3
498,5183,2,2,1
498,5297,2,2,1
498,5467,3,3,2
498,5734,7,5,5
498,5908,4,4,5
499,3359,2,2,1
499,3504,4,4,3
499,4148,1,1,1
499,4432,3,4,3
499,4848,2,2,1
499,6962,3,3,2
499,7004,5,5,5
499,7062,4,4,3
499,7146,7,7,7
499,7180,2,2,1
499,7296,4,4,5
499,7304,4,3,3
499,7315,4,3,3
500,2414,1,1,1
500,3411,3,3,2
500,3456,4,4,3
500,3600,3,3,2
500,4147,0,0,1
500,4157,1,1,1
500,4545,3,3,3
500,5829,8,8,8
500,7222,3,2,2
500,7235,5,4,3
500,7334,2,2,1
500,7337,2,2,1
500,7340,5,5,5
502,3156,4,3,3
502,3157,4,4,5
502,3299,3,3,2
502,3330,4,4,3
502,3880,2,2,1
502,4184,4,3,3
502,4220,3,2,2
502,4388,6,5,5
502,5754,3,3,2
502,5755,5,4,5
502,6226,3,3,2
502,6798,5,4,3
502,6936,5,4,3
502,7174,3,2,1
502,7177,5,5,5
503,140,16,25,14
503,163,12,9,9
503,214,13,11,11
503,236,6,6,5
503,249,10,9,9
503,275,12,11,12
503,285,8,7,7
503,288,8,7,7
503,364,12,29,7
504,2974,3,2,2
504,2995,1,1,1
504,3198,2,1,1
504,3199,1,1,1
504,3287,2,1,1
504,3521,5,3,3
504,3574,1,1,1
504,4104,3,3,2
504,4182,1,1,1
504,4453,3,3,2
504,5657,1,1,1
504,5963,2,2,1
504,6078,1,1,1
504,6851,1,1,1
504,6966,2,2,1
505,500,40,26,27
505,512,44,28,29
505,964,58,42,43
505,1015,33,21,20
505,2201,45,36,36
505,2612,45,35,35
505,3136,49,31,31
505,3763,37,25,25
505,5717,40,24,24
505,5947,26,16,16
506,508,5,5,5
506,1126,3,3,2
506,1154,2,2,1
506,1198,3,2,2
506,2864,5,4,3
506,3056,4,4,3
506,3057,3,3,2
506,3107,2,1,1
506,4131,3,3,2
506,4162,2,1,1
506,5146,2,2,1
507,2395,4,2,1
507,2880,4,3,2
507,3340,6,4,3
507,3457,5,3,2
507,3508,4,2,1
507,4390,6,5,5
507,4585,8,4,3
507,4655,4,2,1
507,5093,4,3,2
507,5336,3,2,1
507,5364,3,2,1
507,5840,7,3,2
507,6170,4,3,2
507,6942,5,3,2
508,1981,16,13,13
508,2853,7,7,7
508,5779,10,8,8
509,4431,3,2,1
509,5013,3,3,3
509,5014,2,2,4
509,5393,2,2,2
509,6176,2,2,1
509,6233,2,2,1
509,6243,3,3,2
509,6263,2,2,2
509,6264,2,2,1
509,6586,2,2,1
509,6814,3,3,2
509,6828,3,3,3
509,7205,4,4,6
509,7206,3,3,1
510,2632,2,2,1
510,3314,4,3,2
510,3315,2,2,1
510,3604,3,2,2
510,3844,3,3,2
510,3845,2,2,1
510,3846,2,2,1
510,4218,2,2,1
510,4233,2,1,1
510,4275,3,3,2
510,5257,2,2,1
510,5332,2,2,1
510,5349,2,2,1
510,7320,6,5,5
511,2025,5,5,5
511,2119,8,6,6
511,2161,0,0,0
511,2648,0,0,1
511,2989,0,0,1
511,5426,0,0,1
511,5434,0,0,1
512,2486,3,2,2
512,2689,4,4,5
512,3022,5,5,5
512,3023,3,2,2
512,3046,4,4,5
512,3047,9,7,7
512,3123,4,3,2
512,4174,5,4,3
512,5610,2,1,1
512,5611,0,0,1
512,5633,4,3,3
512,5634,3,3,3
512,5635,6,5,5
514,2385,8,7,7
514,2403,7,7,7
514,2516,4,4,3
