STORE,D31 Footage Cat 2702,GM Footage Cat 2400,Mesh Traited,Clear Traited,,
2104,12,16,Yes,No,,
2105,28,16,Yes,Yes,,
2106,12,32,No,No,,
2107,24,20,No,No,,
2108,16,8,No,No,,
2109,12,28,No,No,,
2110,16,8,Yes,No,,
2111,16,36,Yes,No,,
2112,12,16,Yes,No,,
2113,20,40,Yes,Yes,,
2114,16,8,No,No,,
2115,20,12,No,Yes,,
2116,24,12,Yes,Yes,,
2117,0,24,No,No,,
2118,16,16,No,No,,
2119,20,12,Yes,No,,
2120,24,8,No,No,,
2121,8,8,No,No,,
2122,16,20,No,No,,
2123,16,20,No,Yes,,
2124,20,20,No,Yes,,
2125,24,36,No,Yes,,
2126,16,12,No,No,,
2127,16,8,No,No,,
2128,0,4,No,No,,
2129,16,16,No,Yes,,
2130,12,12,No,No,,
2131,36,12,No,No,,
2132,12,36,No,Yes,,
2133,24,12,No,No,,
2134,8,24,Yes,No,,
2135,16,8,No,No,,
2136,24,24,No,No,,
2137,20,8,No,No,,
2138,12,8,No,No,,
2139,24,16,No,No,,
2140,12,20,No,No,,
2141,12,0,Yes,No,,
2142,16,16,No,No,,
2143,12,16,No,No,,
2144,16,12,No,No,,
2145,16,24,No,No,,
2146,16,20,Yes,Yes,,
2147,8,12,No,No,,
2149,20,12,No,No,,
2150,12,8,Yes,No,,
2151,12,4,No,Yes,,
2152,24,20,No,No,,
2153,16,24,No,No,,
2154,12,12,Yes,No,,
2155,16,16,No,No,,
2156,16,8,No,No,,
2157,12,20,No,No,,
2158,16,8,No,No,,
2159,20,8,No,No,,
2160,16,24,No,No,,
2161,24,0,No,No,,
2163,20,12,No,No,,
2164,16,8,No,No,,
2166,16,8,No,No,,
2167,16,24,Yes,Yes,,
2169,24,16,No,Yes,,
2170,16,8,No,No,,
2174,16,16,No,No,,
2175,16,12,No,No,,
2176,16,24,Yes,No,,
2177,12,12,No,Yes,,
2178,16,12,No,No,,
2180,16,12,No,No,,
2181,20,32,No,No,,
2183,16,8,No,No,,
2184,20,12,No,No,,
2185,16,24,No,Yes,,
2187,0,12,No,No,,
2188,16,8,No,No,,
2189,16,16,No,Yes,,
2190,16,20,No,No,,
2191,24,24,No,No,,
2192,24,8,No,No,,
2193,16,8,No,No,,
2194,8,16,Yes,No,,
2195,12,16,Yes,No,,
2196,8,24,No,No,,
2197,24,12,No,Yes,,
2198,4,12,No,No,,
2199,16,24,No,No,,
2200,20,16,No,Yes,,
2201,16,20,No,No,,
2202,12,16,No,No,,
2204,16,12,Yes,Yes,,
2205,16,8,Yes,Yes,,
2206,24,8,No,No,,
2207,16,16,No,No,,
2208,32,28,No,No,,
2209,16,16,No,No,,
2210,16,4,No,Yes,,
2211,8,12,No,No,,
2213,16,8,No,No,,
2214,16,32,Yes,No,,
2215,12,12,No,No,,
2218,24,12,No,No,,
2221,20,16,Yes,No,,
2222,16,16,No,No,,
2223,8,32,No,No,,
2224,24,24,No,No,,
2225,8,8,No,No,,
2227,16,12,No,No,,
2228,20,24,No,No,,
2230,16,24,No,No,,
2231,12,12,No,No,,
2232,24,16,No,No,,
2233,20,16,No,No,,
2234,24,20,No,No,,
2236,4,12,No,No,,
2237,16,16,No,No,,
2238,20,32,No,No,,
2239,16,16,Yes,Yes,,
2240,16,0,No,No,,
2241,20,32,No,No,,
2242,16,8,Yes,No,,
2243,16,32,No,No,,
2244,20,24,Yes,No,,
2245,16,28,No,No,,
2247,16,4,No,No,,
2248,16,28,Yes,No,,
2249,24,8,Yes,No,,
2250,24,32,Yes,Yes,,
2251,16,12,No,No,,
2252,16,24,Yes,Yes,,
2253,0,16,No,Yes,,
2254,8,0,No,No,,
2255,16,8,Yes,Yes,,
2256,24,32,No,No,,
2257,24,8,Yes,Yes,,
2258,12,8,Yes,No,,
2259,24,12,Yes,No,,
2261,16,12,No,No,,
2262,16,8,No,No,,
2263,16,24,No,Yes,,
2264,16,16,No,Yes,,
2265,24,28,Yes,No,,
2266,16,12,No,No,,
2267,12,12,No,No,,
2269,32,16,Yes,No,,
2270,8,16,Yes,No,,
2271,16,20,No,No,,
2272,12,16,No,No,,
2273,20,12,No,No,,
2274,16,16,No,No,,
2275,20,12,No,No,,
2276,16,12,Yes,No,,
2277,8,12,No,No,,
2278,40,12,Yes,Yes,,
2279,12,8,Yes,Yes,,
2280,20,8,Yes,No,,
2281,20,16,No,No,,
2282,16,20,No,No,,
2283,16,16,No,No,,
2284,16,8,Yes,No,,
2285,12,16,No,No,,
2286,24,8,No,No,,
2287,16,16,No,No,,
2288,16,8,No,No,,
2289,0,12,No,No,,
2291,20,0,No,Yes,,
2292,8,16,Yes,No,,
2293,24,0,No,No,,
2294,16,12,No,No,,
2295,16,36,Yes,No,,
2297,20,12,No,No,,
2299,20,16,No,No,,
2300,20,16,No,Yes,,
2302,8,0,No,No,,
2306,16,12,Yes,Yes,,
2307,16,20,No,No,,
2308,12,0,No,No,,
2309,16,8,No,Yes,,
2310,16,8,Yes,Yes,,
2311,24,16,No,No,,
2312,8,24,Yes,No,,
2313,24,12,No,No,,
2314,16,24,No,No,,
2315,16,0,No,No,,
2316,8,12,No,No,,
2317,24,16,No,No,,
2318,36,20,No,No,,
2319,20,8,No,No,,
2320,0,12,No,No,,
2321,8,4,No,No,,
2322,8,28,Yes,Yes,,
2323,20,16,Yes,No,,
2325,16,8,No,Yes,,
2326,16,16,No,No,,
2329,8,12,No,No,,
2330,20,20,No,No,,
2331,16,36,No,No,,
2332,20,24,No,No,,
2333,24,12,No,No,,
2334,20,32,No,No,,
2335,28,24,Yes,No,,
2336,12,8,No,Yes,,
2337,8,24,No,No,,
2338,16,24,No,No,,
2339,24,12,No,No,,
2340,16,24,No,No,,
2341,20,16,No,No,,
2346,8,0,No,No,,
2348,16,12,No,No,,
2350,24,20,No,No,,
2351,8,8,No,No,,
2352,24,28,No,No,,
2354,20,12,No,No,,
2355,24,24,No,No,,
2357,16,12,No,No,,
2358,16,16,No,No,,
2359,32,20,No,No,,
2360,24,16,Yes,No,,
2361,16,4,No,Yes,,
2362,16,16,No,No,,
2365,36,8,No,No,,
2366,16,24,No,No,,
2367,0,16,No,No,,
2368,24,12,No,Yes,,
2369,16,16,No,No,,
2370,20,24,No,No,,
2371,8,12,Yes,No,,
2373,24,32,No,No,,
2385,12,16,Yes,Yes,,
2386,16,16,No,No,,
2387,24,12,Yes,No,,
2388,8,12,No,No,,
2398,16,16,No,No,,
2399,12,16,No,No,,
2400,20,16,No,No,,
2401,24,16,No,No,,
2402,24,16,No,No,,
2403,16,16,No,No,,
2404,24,16,Yes,Yes,,
2405,24,32,No,No,,
2412,12,4,Yes,No,,
2417,20,20,No,No,,
2418,16,16,No,No,,
2419,20,8,No,No,,
2420,24,24,No,Yes,,
2421,16,24,No,No,,
2422,16,16,No,No,,
2423,12,0,No,No,,
2424,8,12,No,No,,
2426,16,32,No,No,,
2427,12,12,Yes,No,,
2428,8,16,No,Yes,,
2429,24,8,No,No,,
2432,32,12,No,Yes,,
2434,12,16,No,No,,
2435,20,8,Yes,Yes,,
2436,24,12,Yes,Yes,,
2437,8,8,No,No,,
2438,16,8,No,Yes,,
2439,24,20,Yes,Yes,,
2440,20,8,No,No,,
2441,24,24,Yes,No,,
2443,28,16,No,No,,
2444,16,24,No,No,,
2445,16,12,No,No,,
2446,16,8,No,No,,
2447,8,16,Yes,No,,
2448,20,24,No,No,,
2449,20,0,No,No,,
2450,12,28,No,Yes,,
2452,16,16,Yes,No,,
2453,12,24,No,No,,
2455,20,16,No,No,,
2457,16,20,No,No,,
2458,8,8,No,No,,
2459,16,24,No,No,,
2460,16,12,No,Yes,,
2463,28,8,No,No,,
2464,20,16,No,No,,
2469,12,28,No,No,,
2471,16,8,No,No,,
2472,20,8,Yes,No,,
2473,20,16,No,No,,
2474,16,20,No,No,,
2475,16,24,Yes,No,,
2476,20,24,No,No,,
2477,16,24,No,No,,
2479,12,24,No,No,,
2480,16,16,No,No,,
2481,20,16,Yes,Yes,,
2482,20,16,No,Yes,,
2483,32,24,No,Yes,,
2484,16,24,Yes,Yes,,
2485,12,16,No,No,,
2490,12,8,Yes,Yes,,
2491,20,16,No,No,,
2492,16,16,No,No,,
2493,16,0,No,No,,
2494,12,20,Yes,No,,
2495,16,16,No,No,,
2496,16,12,No,No,,
2497,24,24,No,No,,
2501,16,0,No,No,,
2502,8,8,No,No,,
2503,16,12,No,No,,
2504,16,20,No,Yes,,
2505,12,12,Yes,No,,
2506,24,8,No,No,,
2507,16,0,Yes,No,,
2508,24,16,Yes,No,,
2509,16,8,No,No,,
2510,16,12,No,No,,
2511,16,16,Yes,Yes,,
2512,20,8,Yes,Yes,,
2513,16,12,No,No,,
2514,8,16,No,No,,
2515,20,32,Yes,Yes,,
2516,32,0,Yes,No,,
2517,24,12,No,Yes,,
2518,16,8,Yes,Yes,,
2519,12,12,No,No,,
2520,16,24,No,No,,
2522,16,24,No,No,,
2523,20,12,No,No,,
2526,16,12,No,No,,
2527,16,12,No,Yes,,
2528,16,16,No,No,,
2529,20,12,Yes,No,,
2530,16,8,No,No,,
2531,8,12,Yes,No,,
2532,8,20,Yes,No,,
2533,16,16,No,No,,
2534,12,12,Yes,Yes,,
2535,20,16,No,Yes,,
2536,8,24,No,Yes,,
2537,32,24,No,No,,
2538,16,20,No,Yes,,
2539,20,12,No,No,,
2540,16,20,No,Yes,,
2541,20,8,No,No,,
2542,24,0,No,No,,
2543,12,20,Yes,Yes,,
2544,16,16,Yes,Yes,,
2545,16,12,No,No,,
2546,16,8,No,No,,
2547,16,16,Yes,No,,
2548,24,24,Yes,Yes,,
2549,20,16,Yes,No,,
2550,16,24,No,No,,
2551,16,8,No,No,,
2552,24,16,No,No,,
2553,8,0,Yes,No,,
2554,16,20,No,Yes,,
2555,24,16,Yes,No,,
2556,16,0,No,No,,
2557,24,12,No,No,,
2558,20,12,No,No,,
2559,20,24,Yes,No,,
2560,16,24,Yes,No,,
2561,12,16,Yes,No,,
2562,12,8,No,No,,
2563,16,12,No,No,,
2564,8,12,No,No,,
2565,16,16,No,No,,
2566,12,8,No,No,,
2567,32,16,No,No,,
2568,12,16,Yes,No,,
2571,20,24,No,Yes,,
2572,16,12,No,Yes,,
2574,20,12,No,No,,
2575,16,8,Yes,Yes,,
2576,12,16,No,No,,
2577,8,24,No,No,,
2579,40,12,No,No,,
2580,16,4,Yes,Yes,,
2581,36,12,No,No,,
2582,16,0,No,No,,
2583,20,8,No,No,,
2584,24,24,Yes,Yes,,
2585,8,8,No,No,,
2586,16,24,Yes,Yes,,
2587,24,8,No,No,,
2588,20,40,Yes,No,,
2591,24,28,No,Yes,,
2592,12,28,No,No,,
2593,32,8,Yes,No,,
2594,20,8,No,No,,
2595,12,28,No,No,,
2596,24,28,No,No,,
2597,20,24,No,No,,
2598,16,24,Yes,Yes,,
2599,20,8,Yes,Yes,,
2600,32,8,No,No,,
2603,24,12,No,No,,
2604,20,8,No,No,,
2605,36,24,No,No,,
2607,12,12,Yes,No,,
2608,16,12,No,No,,
2609,20,40,Yes,Yes,,
2610,16,20,Yes,No,,
2611,20,16,No,No,,
2612,20,12,Yes,Yes,,
2613,16,0,No,Yes,,
2614,20,32,No,No,,
2615,20,8,Yes,Yes,,
2616,16,24,No,No,,
2617,16,16,No,No,,
2618,16,12,No,No,,
2619,12,24,No,No,,
2620,12,12,No,No,,
2621,40,8,No,No,,
2626,16,20,Yes,No,,
2627,24,12,Yes,No,,
2628,0,36,Yes,No,,
2629,24,8,No,No,,
2630,16,24,No,Yes,,
2631,16,16,Yes,Yes,,
2633,16,12,Yes,No,,
2634,24,8,No,No,,
2636,20,20,No,No,,
2637,16,20,No,No,,
2638,28,8,No,No,,
2639,16,16,No,No,,
2640,16,0,No,No,,
2641,16,16,No,No,,
2642,32,32,Yes,No,,
2643,16,24,No,No,,
2644,24,16,No,No,,
2646,12,0,No,No,,
2647,20,16,No,No,,
2648,24,16,Yes,Yes,,
2649,24,12,Yes,No,,
2650,24,20,No,Yes,,
2651,24,12,No,No,,
2652,24,12,Yes,Yes,,
2653,16,0,No,No,,
2654,8,8,No,No,,
2656,16,12,Yes,Yes,,
2658,24,12,No,No,,
2659,24,12,No,No,,
2660,20,8,No,No,,
2662,24,8,No,No,,
2663,16,20,No,No,,
2664,12,12,No,No,,
2665,24,12,No,Yes,,
2666,36,24,No,Yes,,
2667,20,24,Yes,Yes,,
2668,20,16,Yes,No,,
2671,12,8,Yes,Yes,,
2672,8,0,No,No,,
2674,24,12,No,No,,
2678,16,16,Yes,Yes,,
2679,12,28,No,No,,
2680,16,12,No,Yes,,
2681,24,12,No,No,,
2682,12,12,No,No,,
2683,12,12,No,No,,
2684,16,16,No,No,,
2687,16,20,No,No,,
2688,32,8,Yes,Yes,,
2690,20,24,No,No,,
2691,16,24,No,No,,
2692,16,16,Yes,No,,
2693,20,16,No,No,,
2694,32,20,Yes,Yes,,
2695,40,12,Yes,No,,
2696,12,0,No,No,,
2697,12,28,No,No,,
2700,24,12,No,No,,
2702,8,8,No,No,,
2703,24,16,No,Yes,,
2704,20,20,No,No,,
2705,16,8,No,No,,
2706,20,24,Yes,Yes,,
2708,16,8,No,Yes,,
2710,16,16,No,No,,
2711,0,16,No,No,,
2712,20,32,Yes,Yes,,
2713,16,12,Yes,Yes,,
2714,12,4,No,Yes,,
2715,24,12,Yes,Yes,,
2716,20,12,No,No,,
2717,20,8,Yes,Yes,,
2718,40,12,Yes,Yes,,
2719,24,12,No,No,,
2720,12,20,No,No,,
2722,20,24,No,No,,
2723,16,12,Yes,Yes,,
2724,16,20,Yes,Yes,,
2725,20,8,No,No,,
2726,12,16,Yes,No,,
2727,16,16,Yes,No,,
2728,8,12,No,Yes,,
2729,12,24,No,No,,
2730,16,12,No,Yes,,
2732,24,8,No,No,,
2733,16,20,Yes,Yes,,
2734,24,20,No,No,,
2735,20,32,No,No,,
2739,24,8,No,Yes,,
2740,36,8,Yes,No,,
2747,12,20,No,No,,
2748,32,16,No,No,,
2749,16,12,No,No,,
2751,8,12,No,No,,
2752,16,12,Yes,No,,
2753,16,12,No,No,,
2754,8,0,Yes,No,,
2755,20,12,Yes,No,,
2756,24,24,No,No,,
2757,24,20,No,No,,
2758,12,12,No,No,,
2760,4,8,Yes,Yes,,
2761,12,8,No,No,,
2762,12,12,No,No,,
2763,24,20,Yes,Yes,,
2764,16,28,Yes,No,,
2765,12,12,Yes,Yes,,
2766,12,4,No,Yes,,
2767,16,20,No,Yes,,
2768,16,24,No,Yes,,
2769,16,16,Yes,Yes,,
2771,8,8,No,No,,
2772,8,16,No,No,,
2774,12,12,No,No,,
2777,20,28,No,Yes,,
2778,8,12,Yes,Yes,,
2780,24,20,Yes,No,,
2781,16,12,Yes,No,,
2782,16,20,No,No,,
2783,28,8,Yes,Yes,,
2784,8,12,No,No,,
2785,16,12,No,No,,
2786,8,24,No,Yes,,
2787,16,24,Yes,No,,
2788,24,12,No,No,,
2789,24,16,Yes,Yes,,
2790,12,16,No,No,,
2791,16,16,No,No,,
2792,16,0,No,No,,
2793,16,28,No,No,,
2794,8,0,No,No,,
2795,16,12,No,No,,
2796,12,24,No,No,,
2797,16,12,No,No,,
2799,8,20,Yes,Yes,,
2803,40,8,No,No,,
2804,20,28,Yes,No,,
2805,8,12,No,No,,
2806,16,16,No,No,,
2807,16,24,No,No,,
2808,16,16,Yes,No,,
2809,12,8,No,No,,
2810,8,12,No,No,,
2811,20,8,No,Yes,,
2812,12,36,No,No,,
2813,12,8,No,No,,
2814,24,20,Yes,No,,
2815,16,12,Yes,No,,
2816,12,4,No,Yes,,
2817,20,20,No,Yes,,
2818,12,32,Yes,Yes,,
2819,16,12,No,No,,
2820,16,12,No,No,,
2821,24,20,No,Yes,,
2822,16,8,Yes,No,,
2823,8,12,No,Yes,,
2825,16,8,No,No,,
2827,20,8,No,Yes,,
2828,20,32,Yes,Yes,,
2830,8,24,No,No,,
2831,16,8,No,No,,
2832,20,24,Yes,No,,
2833,12,8,No,No,,
2834,28,20,No,No,,
2836,12,8,No,Yes,,
2838,32,16,Yes,Yes,,
2841,12,24,No,Yes,,
2842,4,12,Yes,No,,
2843,24,20,No,No,,
2844,16,12,No,No,,
2845,16,8,No,No,,
2846,20,8,Yes,Yes,,
2847,24,16,Yes,No,,
2849,8,12,No,No,,
2850,16,12,No,No,,
2852,16,12,No,Yes,,
2853,12,16,Yes,Yes,,
2854,24,12,No,No,,
2855,12,8,Yes,Yes,,
2856,12,0,No,No,,
2857,20,20,Yes,Yes,,
2859,16,20,No,No,,
2860,4,12,Yes,Yes,,
2861,12,8,No,No,,
2862,12,16,No,No,,
2864,20,8,Yes,Yes,,
2865,16,8,No,Yes,,
2866,24,4,No,No,,
2867,24,24,No,No,,
2869,24,24,Yes,No,,
2871,32,8,No,No,,
2872,16,24,No,Yes,,
2873,20,20,Yes,No,,
2874,12,24,No,Yes,,
2881,32,28,Yes,Yes,,
2882,20,28,No,No,,
2883,16,4,No,Yes,,
2884,12,24,No,Yes,,
2885,12,8,No,No,,
2886,28,12,Yes,No,,
2888,16,12,Yes,Yes,,
2889,20,12,Yes,No,,
2890,16,8,Yes,Yes,,
2891,24,20,Yes,Yes,,
2892,12,12,No,No,,
2893,16,20,No,No,,
2894,16,12,No,No,,
2897,8,12,No,No,,
2898,4,12,No,No,,
2899,24,12,No,No,,
2900,16,0,No,No,,
2901,20,8,No,No,,
2902,8,8,No,No,,
2903,24,0,No,No,,
2904,16,0,No,No,,
2905,12,4,Yes,No,,
2906,16,16,No,No,,
2908,12,12,No,No,,
2909,16,12,No,No,,
2910,12,24,No,No,,
2911,16,8,No,No,,
2912,16,24,Yes,No,,
2913,8,0,Yes,Yes,,
2914,12,8,No,No,,
2915,24,24,No,No,,
2916,12,12,Yes,No,,
2917,12,4,No,No,,
2918,32,24,Yes,Yes,,
2920,24,8,Yes,Yes,,
2921,20,12,Yes,No,,
2922,20,8,No,Yes,,
2923,24,16,No,No,,
2924,12,24,Yes,No,,
2925,16,8,No,No,,
2926,4,0,No,Yes,,
2927,20,16,No,No,,
2928,20,12,Yes,Yes,,
2929,24,8,Yes,Yes,,
2931,16,8,No,No,,
2932,28,0,No,No,,
2933,16,8,No,No,,
2934,16,8,No,No,,
2935,12,12,No,No,,
2936,20,32,Yes,No,,
2937,20,16,No,No,,
2938,24,16,Yes,Yes,,
2939,20,8,No,No,,
2941,20,8,No,No,,
2945,12,8,Yes,No,,
2946,12,28,Yes,No,,
2947,28,24,No,No,,
2948,8,12,No,No,,
2950,24,8,No,No,,
2951,32,16,No,No,,
2952,20,16,No,No,,
2953,24,12,No,No,,
2954,8,8,No,No,,
2955,24,16,No,No,,
2956,32,12,No,No,,
2957,20,16,No,No,,
2958,12,8,No,No,,
2959,16,32,Yes,Yes,,
2962,12,36,Yes,Yes,,
2963,16,12,No,Yes,,
2964,16,8,No,No,,
2965,16,16,No,Yes,,
2966,24,8,No,No,,
2967,20,12,Yes,Yes,,
2968,28,0,No,No,,
2973,16,16,No,No,,
2978,16,24,Yes,Yes,,
2980,20,8,Yes,Yes,,
2985,8,20,No,No,,
2986,20,20,No,No,,
2987,16,8,Yes,Yes,,
2988,36,16,No,No,,
2989,12,0,No,Yes,,
2990,20,12,No,No,,
2991,16,4,Yes,No,,
2992,20,16,No,No,,
2993,20,8,Yes,Yes,,
2994,24,12,No,No,,
2996,16,28,Yes,No,,
3004,24,36,Yes,Yes,,
3008,4,24,Yes,Yes,,
3014,16,32,No,Yes,,
3017,20,12,No,No,,
3018,16,20,No,No,,
3035,8,16,No,No,,
3044,20,24,No,Yes,,
3053,0,12,No,No,,
3055,28,20,No,No,,
3056,24,16,No,Yes,,
3057,16,8,No,Yes,,
3058,16,28,No,No,,
3059,12,24,No,No,,
3060,8,12,No,No,,
3061,16,12,No,No,,
3067,24,12,No,No,,
3075,16,12,No,No,,
3077,16,12,No,No,,
3078,12,16,No,No,,
3081,16,16,Yes,No,,
3087,0,12,No,No,,
3088,16,20,No,No,,
3093,16,20,No,No,,
3102,16,12,No,No,,
3103,8,0,No,Yes,,
3106,24,36,Yes,Yes,,
3107,16,12,No,Yes,,
3112,12,24,Yes,Yes,,
3114,12,12,No,No,,
3118,24,24,Yes,Yes,,
3119,16,8,No,Yes,,
3136,12,24,No,Yes,,
3137,12,12,No,No,,
3149,4,12,No,No,,
3150,24,16,Yes,No,,
3151,16,24,No,No,,
3159,12,16,No,Yes,,
3163,12,24,Yes,No,,
3167,12,32,Yes,Yes,,
3169,24,24,No,No,,
3170,16,20,No,Yes,,
3177,8,12,No,Yes,,
3180,20,0,Yes,No,,
3182,24,16,No,No,,
3188,8,24,No,Yes,,
3191,8,12,No,No,,
3192,16,12,No,Yes,,
3197,12,16,No,No,,
3200,8,4,No,No,,
3201,20,16,Yes,Yes,,
3205,20,12,Yes,Yes,,
3206,16,28,No,Yes,,
3207,12,12,Yes,Yes,,
3208,16,12,No,No,,
3209,12,28,No,No,,
3210,12,16,No,No,,
3212,20,16,No,No,,
3213,8,8,Yes,Yes,,
3214,16,8,Yes,No,,
3215,20,16,No,Yes,,
3216,12,16,No,No,,
3217,16,0,No,No,,
3218,24,40,No,No,,
3219,20,24,Yes,Yes,,
3220,28,24,No,No,,
3221,8,12,No,No,,
3222,20,8,No,No,,
3223,16,8,No,No,,
3224,32,28,Yes,No,,
3225,32,8,Yes,Yes,,
3226,12,8,Yes,Yes,,
3227,20,12,No,Yes,,
3228,12,16,Yes,Yes,,
3229,12,12,No,No,,
3230,16,8,Yes,Yes,,
3231,8,12,No,No,,
3232,20,20,No,No,,
3233,20,8,Yes,No,,
3234,8,16,No,No,,
3235,20,16,Yes,Yes,,
3236,20,12,No,No,,
3237,8,24,Yes,No,,
3239,16,20,No,No,,
3241,20,12,No,Yes,,
3243,16,8,Yes,No,,
3245,16,8,No,No,,
3247,24,24,No,No,,
3248,16,20,No,Yes,,
3250,40,4,No,No,,
3251,24,12,No,No,,
3252,16,16,No,Yes,,
3253,20,12,No,No,,
3254,16,16,Yes,Yes,,
3255,24,12,No,No,,
3258,12,24,No,Yes,,
3259,24,12,Yes,Yes,,
3260,20,16,No,No,,
3261,28,20,No,No,,
3262,16,24,No,No,,
3265,16,8,Yes,Yes,,
3266,12,8,No,Yes,,
3267,28,8,No,Yes,,
3268,20,12,No,No,,
3269,16,8,No,No,,
3270,8,12,No,No,,
3271,12,8,No,Yes,,
3273,12,12,No,No,,
3274,24,8,No,No,,
3276,12,32,Yes,No,,
3277,16,24,No,Yes,,
3278,32,12,No,Yes,,
3279,20,12,Yes,Yes,,
3280,20,40,No,No,,
3281,12,20,No,No,,
3282,16,24,No,No,,
3283,20,12,No,Yes,,
3284,20,8,Yes,Yes,,
3285,16,24,Yes,Yes,,
3286,16,20,No,No,,
3288,16,12,Yes,No,,
3289,16,12,No,No,,
3290,24,0,No,No,,
3291,8,16,No,No,,
3292,16,0,Yes,No,,
3293,24,16,No,No,,
3294,20,12,No,No,,
3295,24,8,No,No,,
3296,12,16,Yes,Yes,,
3297,12,8,Yes,Yes,,
3298,12,20,Yes,Yes,,
3300,28,12,No,No,,
3301,24,16,No,No,,
3302,20,16,Yes,Yes,,
3303,4,12,No,No,,
3304,24,16,No,No,,
3305,8,12,No,No,,
3307,24,16,No,No,,
3308,16,8,Yes,No,,
3309,28,16,Yes,Yes,,
3310,16,12,No,Yes,,
3311,16,8,No,Yes,,
3313,20,16,No,No,,
3319,16,16,Yes,Yes,,
3320,20,16,Yes,Yes,,
3322,16,8,No,No,,
3324,24,8,No,No,,
3328,24,20,No,No,,
3329,16,8,No,No,,
3331,32,24,Yes,Yes,,
3332,16,16,No,No,,
3334,24,16,No,No,,
3336,16,32,No,No,,
3337,24,24,No,No,,
3339,12,16,No,No,,
3342,16,16,No,Yes,,
3344,24,20,No,No,,
3347,24,8,No,No,,
3348,16,16,Yes,Yes,,
3349,24,16,No,No,,
3350,28,4,Yes,Yes,,
3351,16,20,Yes,Yes,,
3352,36,24,No,Yes,,
3360,16,8,No,No,,
3362,8,24,No,No,,
3363,24,16,Yes,Yes,,
3364,8,20,No,No,,
3366,8,12,No,No,,
3367,20,16,No,No,,
3370,12,16,No,No,,
3371,16,16,No,Yes,,
3372,16,24,No,No,,
3379,24,8,No,No,,
3380,12,20,Yes,Yes,,
3381,4,0,No,No,,
3382,24,12,No,No,,
3383,24,8,No,Yes,,
3384,12,24,No,No,,
3386,12,12,No,Yes,,
3387,16,8,No,Yes,,
3388,24,12,No,No,,
3389,16,16,Yes,No,,
3390,24,16,No,No,,
3391,24,8,Yes,Yes,,
3394,28,12,No,No,,
3395,40,8,Yes,Yes,,
3397,12,16,Yes,No,,
3400,24,12,No,Yes,,
3401,24,24,Yes,Yes,,
3402,28,0,Yes,Yes,,
3403,24,8,No,Yes,,
3404,8,28,No,No,,
3406,20,24,Yes,Yes,,
3407,24,12,No,Yes,,
3408,32,16,No,No,,
3409,24,8,No,No,,
3412,12,12,No,No,,
3415,8,12,Yes,Yes,,
3417,32,12,No,No,,
3418,16,16,No,Yes,,
3420,12,8,Yes,No,,
3422,12,8,No,Yes,,
3423,8,4,No,No,,
3425,20,8,Yes,Yes,,
3427,8,0,No,No,,
3428,16,12,Yes,No,,
3429,16,8,No,No,,
3430,20,24,No,Yes,,
3431,24,8,No,No,,
3432,32,12,Yes,Yes,,
3433,16,12,Yes,Yes,,
3434,24,16,No,No,,
3435,24,16,Yes,No,,
3436,24,16,No,Yes,,
3439,24,16,No,No,,
3443,16,24,No,No,,
3445,32,12,Yes,Yes,,
3447,24,16,Yes,Yes,,
3453,16,32,No,No,,
3454,16,24,No,No,,
3455,20,0,Yes,Yes,,
3458,12,0,No,No,,
3459,8,20,No,Yes,,
3460,20,12,No,Yes,,
3461,16,8,No,No,,
3462,28,12,No,No,,
3463,12,20,Yes,No,,
3464,20,36,No,No,,
3465,16,24,No,Yes,,
3469,12,8,Yes,No,,
3471,32,8,No,No,,
3472,16,12,Yes,No,,
3473,12,16,Yes,No,,
3474,16,12,Yes,No,,
3475,24,12,No,Yes,,
3476,24,24,No,No,,
3477,16,20,No,Yes,,
3478,12,40,No,No,,
3480,12,12,No,No,,
3481,12,24,No,No,,
3482,24,12,No,Yes,,
3483,16,16,Yes,No,,
3484,24,24,No,No,,
3485,12,16,No,No,,
3486,20,20,No,No,,
3487,24,20,Yes,No,,
3488,12,16,No,No,,
3489,20,32,Yes,Yes,,
3490,16,12,Yes,Yes,,
3491,16,12,No,No,,
3492,12,8,No,No,,
3493,32,16,No,No,,
3494,24,20,No,No,,
3495,16,16,Yes,Yes,,
3497,12,12,No,Yes,,
3498,24,16,No,No,,
3499,16,12,No,No,,
3500,16,24,Yes,Yes,,
3501,16,16,No,No,,
3502,16,16,No,Yes,,
3503,8,8,No,No,,
3505,12,16,Yes,No,,
3510,8,12,Yes,Yes,,
3511,24,16,Yes,No,,
3513,24,32,No,No,,
3514,16,24,No,No,,
3515,20,20,No,No,,
3516,16,8,Yes,No,,
3518,20,12,Yes,Yes,,
3520,12,20,Yes,Yes,,
3522,20,24,No,No,,
3523,20,24,No,No,,
3524,8,24,No,No,,
3525,40,8,No,Yes,,
3526,20,8,No,No,,
3527,24,28,Yes,Yes,,
3528,8,12,Yes,Yes,,
3529,12,36,Yes,No,,
3531,20,20,No,No,,
3533,20,16,Yes,No,,
3534,16,20,No,No,,
3535,24,24,No,No,,
3537,16,20,Yes,No,,
3538,20,16,No,No,,
3541,20,12,No,No,,
3543,20,16,No,No,,
3544,16,8,No,No,,
3545,8,0,No,No,,
3546,12,12,No,No,,
3547,16,0,No,No,,
3548,20,16,No,No,,
3549,12,16,No,No,,
3560,12,36,No,No,,
3561,16,4,No,No,,
