Region,Store # ,First Carrier Assigned,Fulfillment Type,Week with Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
14,4497,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,81.90%,76.30%,17.5,73.90%,83.00%,86.40%,84.70%
72,4504,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,49,88.70%,91.80%,11,93.20%,93.00%,93.30%,76.90%
72,4580,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,31,89.30%,87.50%,9.7,84.70%,80.70%,96.70%,96.80%
3,494,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,49,87.80%,94.30%,14.1,93.50%,86.20%,84.80%,86.40%
3,614,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,19,83.80%,87.40%,12.2,93.60%,83.90%,68.70%,87.90%
3,932,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,18,90.40%,93.30%,13.6,89.50%,87.80%,92.20%,92.00%
3,1284,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,20,85.80%,87.50%,16,82.40%,82.70%,86.50%,91.40%
3,1311,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,27,80.50%,92.60%,16.1,84.00%,83.60%,91.20%,60.40%
3,5363,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202311,2,84.60%,83.30%,18.7,84.60%,79.20%,88.60%,85.40%
3,889,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,27,89.20%,87.80%,13.8,90.00%,86.40%,98.30%,83.10%
3,1072,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202311,9,83.30%,91.30%,15.4,83.60%,59.60%,92.90%,91.60%
3,2615,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,87.60%,88.80%,17.8,83.20%,83.70%,93.60%,89.80%
3,5797,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,27,89.60%,88.30%,13.3,95.00%,81.90%,95.10%,86.80%
3,556,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,44,86.70%,80.10%,11.8,78.00%,81.70%,94.00%,93.70%
3,593,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,45,75.70%,75.20%,15.8,81.40%,77.30%,83.10%,62.20%
3,836,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,17,90.00%,90.30%,10.1,94.40%,88.50%,90.00%,87.50%
3,862,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,85.80%,82.60%,17.4,88.70%,81.40%,88.90%,84.00%
3,864,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,46,86.40%,88.90%,11.2,86.50%,89.90%,87.90%,81.10%
3,754,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,45,61.70%,53.50%,29.2,47.90%,46.40%,62.80%,84.30%
3,1227,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,42,80.60%,80.50%,16.4,67.40%,87.80%,84.10%,81.50%
3,555,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,22,65.00%,70.20%,20.2,66.90%,22.80%,83.40%,65.70%
3,1153,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,84.80%,88.90%,15.5,78.60%,83.50%,85.00%,91.70%
3,1367,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,47,91.00%,89.30%,15.3,83.60%,87.80%,95.10%,95.90%
3,2890,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,90.10%,96.90%,10.5,86.10%,88.20%,91.60%,94.40%
3,3750,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,89.40%,93.90%,16.9,87.70%,84.70%,91.70%,93.60%
3,1081,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,42,77.80%,80.00%,22.1,82.40%,81.30%,87.20%,59.30%
3,857,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,45,93.00%,85.00%,12.3,91.90%,87.90%,96.30%,96.00%
3,1182,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202311,2,79.80%,74.60%,20,80.40%,70.90%,84.70%,83.30%
3,3207,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,24,90.60%,91.80%,13.2,92.20%,87.50%,91.90%,90.90%
3,1077,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,33,90.40%,85.30%,11.9,89.90%,86.30%,95.50%,90.10%
3,1223,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,28,89.00%,89.60%,13.4,92.20%,78.90%,93.50%,92.10%
3,1375,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202311,6,84.80%,71.60%,12.6,90.50%,71.10%,85.00%,92.30%
3,1408,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,28,85.50%,76.50%,15,90.20%,73.60%,91.60%,86.70%
3,4427,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,33,87.70%,94.90%,12.9,85.90%,85.30%,93.20%,86.30%
3,928,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202311,1,87.50%,92.10%,14.9,86.20%,85.10%,89.50%,89.20%
3,767,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,26,81.50%,74.80%,18.7,71.20%,77.90%,93.20%,83.70%
3,1219,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,46,83.00%,72.30%,17.6,85.50%,74.30%,88.90%,83.80%
3,6978,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,33,92.90%,93.20%,15.7,94.70%,89.80%,92.80%,94.30%
12,258,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202311,6,94.00%,99.30%,10.1,95.30%,89.20%,94.60%,96.50%
12,332,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,24,86.60%,90.30%,11.5,90.00%,81.60%,94.80%,79.70%
12,433,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,18,91.70%,94.40%,11.1,86.40%,93.80%,97.70%,89.80%
12,155,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,21,88.70%,94.60%,10.5,89.30%,84.50%,92.30%,88.80%
12,182,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,21,85.90%,80.90%,18.3,83.00%,64.70%,91.00%,94.50%
12,699,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202311,9,89.00%,93.40%,10.8,92.20%,90.40%,94.20%,79.30%
12,716,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,34,70.30%,74.20%,17.3,94.10%,39.50%,79.40%,68.50%
12,661,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,44,86.90%,96.00%,12,86.90%,78.30%,91.80%,90.90%
12,2690,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,82.50%,77.10%,14.6,82.90%,82.90%,91.60%,73.10%
12,5703,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,83.30%,73.30%,14.1,80.50%,78.30%,94.80%,82.20%
12,175,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,41,83.20%,73.10%,16.7,93.70%,65.20%,91.40%,82.00%
12,848,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,24,83.10%,86.50%,18.5,90.20%,83.40%,90.60%,65.80%
12,1248,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,23,88.60%,91.40%,13,92.30%,90.10%,93.10%,78.10%
12,2846,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,80.00%,77.50%,14.3,81.80%,70.90%,83.00%,84.70%
12,5196,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,23,92.80%,96.80%,15.5,95.30%,92.00%,96.80%,87.60%
12,5419,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,89.60%,92.50%,11.4,87.00%,89.60%,94.20%,87.50%
12,6964,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,20,85.70%,87.80%,13.1,89.80%,89.30%,96.70%,64.70%
12,94,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,81.70%,72.20%,21.9,75.30%,70.00%,92.90%,88.40%
12,950,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,84.10%,81.90%,15.1,89.60%,81.50%,87.70%,78.60%
12,1561,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,49,87.60%,99.40%,13.3,91.80%,88.40%,87.30%,83.30%
12,6807,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,86.20%,86.60%,15.6,77.50%,81.90%,92.90%,92.60%
12,4435,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,8,85.40%,91.30%,12.5,87.60%,79.90%,93.30%,81.60%
12,272,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,21,84.40%,78.90%,12.9,84.70%,74.50%,94.90%,85.00%
12,406,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,23,94.00%,92.70%,11.7,96.50%,92.10%,98.40%,89.60%
12,659,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,80.60%,80.30%,18.1,79.00%,79.00%,79.80%,84.90%
12,710,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,89.40%,89.60%,10.8,83.70%,84.70%,95.10%,93.00%
12,3717,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,35,87.10%,94.90%,14.3,88.80%,86.20%,86.70%,86.60%
12,5616,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,79.80%,91.50%,12.4,86.00%,74.30%,83.10%,76.00%
12,70,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202311,7,90.90%,84.70%,12.5,91.60%,84.60%,95.30%,92.20%
72,3599,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,18,90.50%,83.10%,11.4,95.80%,85.00%,91.50%,89.40%
2,3874,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202311,4,80.60%,79.10%,13.2,76.60%,87.90%,82.50%,75.10%
2,3201,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,28,91.90%,97.90%,13.5,91.60%,94.60%,93.40%,88.00%
2,3401,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202311,4,88.30%,92.60%,16.2,79.80%,94.20%,94.20%,84.70%
2,3402,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,28,85.60%,92.10%,15.9,91.90%,79.60%,89.90%,81.00%
2,3609,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,28,88.10%,91.70%,16,79.50%,84.70%,94.70%,92.80%
2,3709,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,32,86.50%,93.90%,15.4,83.20%,88.10%,89.20%,85.70%
2,3741,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,32,82.20%,94.90%,15.8,81.90%,88.60%,83.50%,75.20%
2,1340,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,20,91.50%,95.40%,16.4,91.20%,86.20%,94.70%,93.70%
2,2475,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,27,89.40%,87.70%,15.9,83.90%,89.90%,93.60%,90.30%
2,2584,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,24,91.70%,94.70%,11.1,90.30%,89.30%,94.10%,93.50%
2,3118,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,32,72.10%,91.60%,14.1,78.90%,80.20%,70.10%,57.30%
2,3710,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,80.50%,80.00%,17.4,86.40%,85.50%,89.10%,61.30%
2,1121,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,20,86.70%,95.20%,12.5,84.80%,90.90%,81.40%,89.20%
2,3627,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,84.50%,67.30%,14.4,71.90%,84.40%,85.70%,91.80%
2,594,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,49,86.50%,91.20%,15.3,90.60%,81.80%,86.10%,87.60%
2,787,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,86.50%,93.00%,18,85.80%,91.60%,91.50%,76.90%
2,1047,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202311,7,92.10%,96.80%,13.3,90.90%,93.80%,95.30%,88.50%
2,3205,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,28,84.10%,85.40%,16.9,78.10%,80.90%,90.30%,85.90%
2,1181,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202311,7,84.00%,78.10%,14.6,78.60%,85.50%,88.60%,83.30%
2,1578,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202311,6,78.60%,81.00%,16.7,78.80%,82.10%,81.80%,70.40%
2,1766,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202311,7,85.70%,84.70%,13.9,77.80%,89.70%,92.00%,85.00%
2,2360,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,32,74.70%,68.10%,16.1,57.40%,84.90%,86.70%,70.20%
2,3621,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,73.80%,85.70%,13.6,78.10%,68.50%,72.70%,75.40%
2,2941,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,32,89.90%,93.50%,10.3,91.70%,92.40%,92.60%,83.70%
2,3462,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,27,94.20%,90.60%,14,89.20%,96.10%,96.70%,94.70%
2,459,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,26,82.60%,89.00%,15.9,81.40%,85.50%,87.50%,76.00%
2,4558,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,90.80%,90.00%,14.5,89.60%,94.20%,95.30%,84.60%
2,669,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202311,5,91.90%,82.50%,11.8,87.80%,91.80%,98.90%,89.20%
2,741,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,31,87.30%,92.40%,11.3,96.00%,69.10%,93.40%,91.20%
2,4635,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,48,83.60%,94.70%,12.8,87.20%,83.30%,87.10%,77.10%
2,1194,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202311,8,91.60%,89.70%,12,90.70%,87.60%,94.30%,94.30%
2,1318,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,28,78.30%,71.10%,17.4,77.00%,61.80%,90.40%,83.90%
2,578,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202311,2,75.70%,76.40%,13.7,85.80%,58.30%,79.80%,78.50%
2,680,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,28,72.60%,69.10%,15.5,64.40%,55.10%,83.80%,86.90%
2,2310,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,30,82.70%,81.00%,15,78.30%,71.90%,94.80%,87.70%
2,1242,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,84.70%,86.90%,10.1,87.90%,79.70%,95.70%,75.70%
2,1317,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202311,4,85.50%,93.90%,10.4,83.40%,75.20%,93.60%,87.80%
42,376,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,20,88.80%,89.20%,11.2,91.40%,81.30%,93.90%,89.20%
42,3868,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,26,89.50%,89.50%,15.1,92.00%,77.00%,93.80%,95.70%
42,3331,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,21,88.10%,76.50%,12.4,82.50%,85.20%,89.00%,96.30%
9,705,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,48,84.40%,87.20%,19.1,89.40%,79.20%,94.40%,75.00%
9,942,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,20,85.40%,89.40%,18.9,93.70%,68.90%,93.30%,84.70%
9,4365,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,20,75.20%,85.10%,24.1,80.20%,32.50%,91.70%,74.10%
72,4617,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,22,82.70%,81.40%,14.5,77.40%,86.50%,79.50%,87.90%
9,5347,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,27,82.70%,81.50%,14.9,77.80%,80.10%,84.70%,88.10%
9,2176,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,86.70%,98.00%,15.4,83.10%,82.20%,91.60%,89.80%
9,1517,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202311,6,89.10%,87.50%,12.9,89.40%,88.60%,91.00%,87.50%
9,2789,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,70.20%,71.70%,24.9,45.80%,49.30%,80.40%,92.50%
9,2962,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202311,1,79.10%,72.90%,19.6,72.50%,67.80%,89.50%,85.30%
9,3625,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202311,2,76.30%,81.90%,21.8,43.90%,65.70%,86.80%,88.80%
9,1536,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,20,62.10%,62.30%,19.4,92.40%,37.90%,31.40%,58.60%
9,5218,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,63.90%,75.90%,30.6,83.10%,8.60%,42.10%,77.20%
9,4681,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202311,7,83.20%,87.50%,22.6,94.50%,74.60%,82.10%,82.60%
9,1245,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,49,84.80%,84.30%,19.2,90.70%,62.70%,95.80%,90.20%
72,3161,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,12,80.50%,78.30%,15.8,78.70%,65.10%,86.10%,87.50%
9,3235,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,79.50%,90.50%,22.7,87.50%,64.50%,76.80%,85.70%
9,4303,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,81.10%,82.70%,11.5,72.70%,78.30%,85.80%,86.30%
60,3290,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,74.90%,67.70%,14,77.80%,64.80%,76.70%,80.60%
52,3404,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,32,91.00%,96.90%,11,89.20%,85.70%,92.30%,95.40%
57,1588,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,20,94.20%,90.10%,13.9,93.40%,89.90%,95.60%,98.00%
57,5686,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202311,2,86.40%,96.70%,17.6,90.70%,87.50%,79.80%,87.70%
47,842,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202311,8,91.10%,81.80%,12.3,88.90%,81.40%,97.30%,98.70%
54,1699,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,18,65.00%,54.80%,22.7,93.70%,43.80%,59.50%,64.50%
47,2752,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,31,92.30%,94.60%,11.1,92.30%,89.80%,93.40%,93.90%
47,3533,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,31,81.90%,75.70%,16.1,91.80%,73.20%,86.70%,79.20%
56,2002,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,18,92.10%,90.40%,12.7,97.10%,85.30%,90.80%,95.50%
54,1534,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202311,5,88.90%,87.10%,12.1,93.10%,71.80%,94.30%,90.40%
54,1567,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,20,92.50%,95.10%,10.1,95.20%,90.10%,93.30%,89.80%
54,1581,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,37,88.50%,77.50%,8.4,92.70%,82.60%,82.20%,94.00%
47,1943,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,30,90.40%,83.50%,14.9,91.90%,75.20%,97.40%,97.10%
16,4387,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,30,88.30%,80.10%,14.9,84.10%,78.10%,95.80%,93.80%
16,2139,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,82.80%,93.70%,12.5,80.80%,83.70%,85.70%,81.50%
16,2222,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,83.60%,81.60%,11.7,73.00%,81.10%,93.80%,88.70%
16,2103,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,20,75.90%,68.20%,20.3,70.80%,54.90%,91.20%,87.20%
16,2341,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,32,75.20%,93.50%,11.4,66.30%,70.20%,82.30%,83.70%
16,2366,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,24,84.20%,79.40%,14.4,91.60%,41.50%,87.20%,93.90%
16,1873,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,30,87.20%,83.80%,13.1,88.60%,74.90%,88.80%,95.40%
16,2225,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,30,76.40%,75.80%,19,81.50%,21.90%,88.90%,92.80%
16,2283,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,30,78.20%,64.10%,15.1,90.70%,32.80%,92.00%,91.40%
16,2332,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,34,85.70%,83.50%,8.7,91.10%,86.20%,74.50%,89.80%
16,2659,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202311,5,91.50%,94.70%,11.2,95.80%,87.80%,90.70%,93.00%
16,1907,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,34,77.70%,82.70%,8.5,72.80%,87.10%,79.30%,70.90%
26,1287,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,79.70%,88.90%,15.7,85.20%,78.40%,81.00%,74.70%
26,2256,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,36,74.70%,83.80%,22.8,88.20%,72.60%,74.80%,63.80%
26,1614,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,48,91.10%,93.40%,15.6,88.80%,85.20%,95.90%,94.60%
26,4250,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,87.70%,85.90%,13.9,79.60%,89.20%,90.30%,91.00%
26,5118,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,77.60%,70.50%,17.6,66.20%,65.70%,87.10%,90.20%
26,5254,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,8,74.00%,72.70%,22.8,78.70%,63.40%,70.20%,82.90%
26,2704,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,18,89.80%,86.30%,11.2,86.80%,86.40%,93.60%,92.70%
26,3658,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,26,86.20%,85.90%,15.9,86.80%,78.70%,90.10%,88.50%
26,5320,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,26,89.10%,95.10%,13,85.40%,87.20%,94.10%,89.90%
26,1237,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,91.20%,87.90%,11.6,88.00%,95.20%,90.90%,90.40%
26,1372,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202311,5,77.90%,86.60%,19.9,92.50%,23.70%,83.50%,77.40%
26,2836,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,22,85.80%,75.80%,15,88.80%,89.70%,93.20%,65.80%
26,4458,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202311,2,79.70%,66.30%,21.7,69.60%,76.70%,78.50%,89.90%
26,4499,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202311,6,91.10%,84.90%,12.1,88.40%,88.90%,92.70%,94.30%
26,5046,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,80.10%,72.70%,17.5,79.30%,68.70%,82.80%,89.30%
26,5743,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,37,87.40%,91.90%,15.4,95.10%,91.40%,92.40%,70.00%
26,1268,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202311,8,89.40%,96.40%,11.7,88.60%,87.70%,93.80%,87.60%
26,1348,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,7,84.80%,81.80%,11,86.90%,74.00%,89.90%,87.20%
26,1392,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,44.60%,50.10%,24.6,28.90%,45.50%,67.00%,34.80%
26,4065,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202311,5,88.00%,90.10%,12.7,90.90%,83.40%,90.00%,87.60%
26,4273,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,20,84.10%,88.50%,13.1,87.70%,74.20%,91.80%,82.80%
26,1379,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,9,89.80%,89.80%,13.8,89.40%,77.50%,97.90%,92.60%
26,1502,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,9,88.10%,86.30%,12.8,91.00%,82.50%,93.50%,84.50%
26,1236,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,24,92.40%,86.40%,12.3,93.50%,89.50%,95.70%,91.40%
26,1661,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,20,81.60%,94.40%,11,83.30%,70.70%,93.10%,80.20%
26,1552,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,82.90%,87.60%,19.8,81.50%,79.40%,80.60%,89.20%
26,2472,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,24,86.40%,86.10%,10.5,93.40%,76.60%,92.70%,80.40%
26,2793,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,48,90.50%,88.10%,11.7,95.00%,86.20%,93.80%,88.20%
26,1097,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,28,75.90%,76.50%,22.1,64.70%,78.30%,81.50%,79.30%
26,3700,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,83.50%,83.30%,17.1,85.10%,74.90%,86.90%,87.50%
59,4147,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,34,85.30%,93.90%,11.4,80.50%,81.80%,91.70%,86.50%
59,6264,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202311,3,90.40%,88.10%,10.4,93.80%,89.80%,88.80%,88.90%
17,2371,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,83.50%,75.40%,13.1,84.00%,69.00%,97.80%,95.90%
17,5095,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202311,8,84.70%,90.70%,11,91.70%,69.10%,89.10%,86.90%
22,3422,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,87.70%,90.90%,16.1,85.30%,83.00%,90.60%,91.00%
