Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max WM WK ID,OTD*,OTP*,Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
380,47,1252,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,,88.00%,99%,3.7,88.10%,91.30%,87.10%,84.90%
380,47,2125,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,,91.00%,95%,5.5,95.90%,94.10%,91.60%,87.10%
380,47,2751,SPARK,Scheduled Standard Delivery,36,Executive Review,Recovering,Driver Supply Focus,,81.40%,90%,6.2,90.60%,82.50%,78.80%,75.30%
380,47,3566,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,,87.70%,96%,10.2,95.70%,92.40%,87.10%,84.10%
380,47,4284,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,,87.10%,94%,5,91.70%,87.70%,86.00%,82.10%
407,47,35,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,,92.30%,93%,5.9,95.00%,93.40%,91.70%,88.50%
411,47,484,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,,89.80%,81%,6.5,94.60%,90.10%,95.50%,81.20%
411,47,5219,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,,93.20%,97%,5.4,96.90%,96.70%,96.30%,84.20%
433,47,1943,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,,90.80%,89%,6.3,97.90%,95.90%,91.60%,83.10%
433,47,2432,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,,90.20%,97%,5.9,93.10%,93.90%,86.60%,87.50%
490,61,3176,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,,94.00%,88%,4.6,96.80%,98.60%,93.80%,87.80%
490,61,4196,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,,94.00%,94%,5.1,96.40%,96.00%,94.60%,88.10%
585,47,2293,DOORDASH,Scheduled Standard Delivery,18,Executive Review,-,Store Focus,,75.00%,100%,11.3,,,100.00%,66.70%
585,47,2293,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,,47.30%,93%,7,52.00%,75.00%,46.20%,18.20%
585,47,2752,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,,86.10%,85%,8.3,88.70%,92.30%,86.30%,80.70%
585,47,3533,DOORDASH,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,,89.50%,93%,9.4,95.80%,94.20%,88.50%,85.20%
585,47,4734,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,,88.90%,93%,4.8,87.00%,91.50%,90.00%,87.30%
