STORE #,CLUSTER BEFORE,CLUSTER ,Total Bins,Mod Drop for Produce
1068,CLUSTER 2,CLUSTER 2,20,202537
1080,CLUSTER 2,CLUSTER 2,20,202537
1089,CLUSTER 2,CLUSTER 2,16,202537
1093,CLUSTER 2,CLUSTER 2,16,202537
1104,CLUSTER 2,CLUSTER 2,22,202537
1114,CLUSTER 2,CLUSTER 2,14,202537
1115,CLUSTER 2,CLUSTER 2,16,202537
1116,CLUSTER 2,CLUSTER 2,22,202537
1124,CLUSTER 2,CLUSTER 2,14,202537
1126,CLUSTER 2,CLUSTER 2,16,202537
1140,CLUSTER 2,CLUSTER 2,16,202537
1141,CLUSTER 2,CLUSTER 2,24,202537
1142,CLUSTER 2,CLUSTER 2,14,202537
1147,CLUSTER 2,CLUSTER 2,14,202537
1157,CLUSTER 2,CLUSTER 2,14,202537
1162,CLUSTER 2,CLUSTER 2,20,202537
1180,CLUSTER 2,CLUSTER 2,16,202537
1187,CLUSTER 2,CLUSTER 2,16,202537
1190,CLUSTER 2,CLUSTER 2,20,202537
1194,CLUSTER 2,CLUSTER 2,16,202537
1195,CLUSTER 2,CLUSTER 2,22,202537
1202,CLUSTER 2,CLUSTER 2,22,202537
1205,CLUSTER 2,CLUSTER 2,16,202537
1210,CLUSTER 2,CLUSTER 2,16,202537
1214,CLUSTER 2,CLUSTER 2,3,202537
1217,CLUSTER 2,CLUSTER 2,16,202537
1226,CLUSTER 2,CLUSTER 2,16,202537
1234,CLUSTER 2,CLUSTER 2,12,202537
1242,CLUSTER 2,CLUSTER 2,22,202537
1263,CLUSTER 2,CLUSTER 2,24,202537
1264,CLUSTER 2,CLUSTER 2,16,202537
1267,CLUSTER 2,CLUSTER 2,16,202537
1275,CLUSTER 2,CLUSTER 2,14,202537
1277,CLUSTER 2,CLUSTER 2,16,202537
1282,CLUSTER 2,CLUSTER 2,4,202537
1295,CLUSTER 2,CLUSTER 2,14,202537
1297,CLUSTER 2,CLUSTER 2,22,202537
1302,CLUSTER 2,CLUSTER 2,16,202537
1304,CLUSTER 2,CLUSTER 2,22,202537
1305,CLUSTER 2,CLUSTER 2,20,202537
1310,CLUSTER 2,CLUSTER 2,20,202537
1315,CLUSTER 2,CLUSTER 2,24,202537
1316,CLUSTER 2,CLUSTER 2,22,202537
1318,CLUSTER 2,CLUSTER 2,20,202537
1319,CLUSTER 2,CLUSTER 2,16,202537
1320,CLUSTER 2,CLUSTER 2,20,202537
1327,CLUSTER 2,CLUSTER 2,20,202537
1329,CLUSTER 2,CLUSTER 2,20,202537
1333,CLUSTER 2,CLUSTER 2,16,202537
1356,CLUSTER 2,CLUSTER 2,14,202537
1360,CLUSTER 2,CLUSTER 2,16,202537
1366,CLUSTER 2,CLUSTER 2,16,202537
1371,CLUSTER 2,CLUSTER 2,16,202537
1377,CLUSTER 2,CLUSTER 2,22,202537
1378,CLUSTER 2,CLUSTER 2,24,202537
1386,CLUSTER 2,CLUSTER 2,18,202537
1388,CLUSTER 2,CLUSTER 2,16,202537
1389,CLUSTER 2,CLUSTER 2,#N/A,202537
1393,CLUSTER 2,CLUSTER 2,4,202537
1395,CLUSTER 2,CLUSTER 2,16,202537
1396,CLUSTER 2,CLUSTER 2,20,202537
1407,CLUSTER 2,CLUSTER 2,8,202537
1410,CLUSTER 2,CLUSTER 2,16,202537
1415,CLUSTER 2,CLUSTER 2,16,202537
1416,CLUSTER 2,CLUSTER 2,14,202537
1421,CLUSTER 2,CLUSTER 2,22,202537
1423,CLUSTER 2,CLUSTER 2,16,202537
1425,CLUSTER 2,CLUSTER 2,16,202537
1428,CLUSTER 2,CLUSTER 2,20,202537
1430,CLUSTER 2,CLUSTER 2,24,202537
1431,CLUSTER 2,CLUSTER 2,16,202537
1432,CLUSTER 2,CLUSTER 2,16,202537
1433,CLUSTER 2,CLUSTER 2,16,202537
1446,CLUSTER 2,CLUSTER 2,22,202537
1447,CLUSTER 2,CLUSTER 2,24,202537
1448,CLUSTER 2,CLUSTER 2,22,202537
1450,CLUSTER 2,CLUSTER 2,16,202537
1454,CLUSTER 2,CLUSTER 2,16,202537
1457,CLUSTER 2,CLUSTER 2,20,202537
1458,CLUSTER 2,CLUSTER 2,20,202537
1460,CLUSTER 2,CLUSTER 2,22,202537
1466,CLUSTER 2,CLUSTER 2,16,202537
1467,CLUSTER 2,CLUSTER 2,16,202537
1472,CLUSTER 2,CLUSTER 2,20,202537
1477,CLUSTER 2,CLUSTER 2,20,202537
1479,CLUSTER 2,CLUSTER 2,24,202537
1480,CLUSTER 2,CLUSTER 2,16,202537
1485,CLUSTER 2,CLUSTER 2,26,202537
1491,CLUSTER 2,CLUSTER 2,14,202537
1499,CLUSTER 2,CLUSTER 2,16,202537
1506,CLUSTER 2,CLUSTER 2,2,202537
1508,CLUSTER 2,CLUSTER 2,28,202537
1509,CLUSTER 2,CLUSTER 2,16,202537
1514,CLUSTER 2,CLUSTER 2,24,202537
1515,CLUSTER 2,CLUSTER 2,14,202537
1520,CLUSTER 2,CLUSTER 2,22,202537
1522,CLUSTER 2,CLUSTER 2,22,202537
1536,CLUSTER 2,CLUSTER 2,22,202537
1540,CLUSTER 2,CLUSTER 2,20,202537
1542,CLUSTER 2,CLUSTER 2,24,202537
1543,CLUSTER 2,CLUSTER 2,24,202537
1544,CLUSTER 2,CLUSTER 2,22,202537
1548,CLUSTER 2,CLUSTER 2,16,202537
1568,CLUSTER 2,CLUSTER 2,22,202537
1570,CLUSTER 2,CLUSTER 2,12,202537
1577,CLUSTER 2,CLUSTER 2,22,202537
1585,CLUSTER 2,CLUSTER 2,24,202537
1592,CLUSTER 2,CLUSTER 2,22,202537
1593,CLUSTER 2,CLUSTER 2,16,202537
1595,CLUSTER 2,CLUSTER 2,16,202537
1597,CLUSTER 2,CLUSTER 2,24,202537
1601,CLUSTER 2,CLUSTER 2,20,202537
1606,CLUSTER 2,CLUSTER 2,24,202537
1607,CLUSTER 2,CLUSTER 2,20,202537
1609,CLUSTER 2,CLUSTER 2,24,202537
1617,CLUSTER 2,CLUSTER 2,24,202537
1619,CLUSTER 2,CLUSTER 2,20,202537
1621,CLUSTER 2,CLUSTER 2,4,202537
1625,CLUSTER 2,CLUSTER 2,16,202537
1632,CLUSTER 2,CLUSTER 2,24,202537
1633,CLUSTER 2,CLUSTER 2,22,202537
1634,CLUSTER 2,CLUSTER 2,20,202537
1636,CLUSTER 2,CLUSTER 2,24,202537
1639,CLUSTER 2,CLUSTER 2,#N/A,202537
1640,CLUSTER 2,CLUSTER 2,22,202537
1642,CLUSTER 2,CLUSTER 2,16,202537
1643,CLUSTER 2,CLUSTER 2,24,202537
1644,CLUSTER 2,CLUSTER 2,16,202537
1647,CLUSTER 2,CLUSTER 2,16,202537
1649,CLUSTER 2,CLUSTER 2,20,202537
1650,CLUSTER 2,CLUSTER 2,20,202537
1653,CLUSTER 2,CLUSTER 2,16,202537
1654,CLUSTER 2,CLUSTER 2,20,202537
1655,CLUSTER 2,CLUSTER 2,14,202537
1656,CLUSTER 2,CLUSTER 2,20,202537
1663,CLUSTER 2,CLUSTER 2,24,202537
1665,CLUSTER 2,CLUSTER 2,20,202537
1667,CLUSTER 2,CLUSTER 2,14,202537
1669,CLUSTER 2,CLUSTER 2,22,202537
1673,CLUSTER 2,CLUSTER 2,16,202537
1676,CLUSTER 2,CLUSTER 2,20,202537
1677,CLUSTER 2,CLUSTER 2,22,202537
1683,CLUSTER 2,CLUSTER 2,6,202537
1685,CLUSTER 2,CLUSTER 2,26,202537
1695,CLUSTER 2,CLUSTER 2,20,202537
1696,CLUSTER 2,CLUSTER 2,20,202537
1703,CLUSTER 2,CLUSTER 2,22,202537
1705,CLUSTER 2,CLUSTER 2,20,202537
1707,CLUSTER 2,CLUSTER 2,20,202537
1709,CLUSTER 2,CLUSTER 2,20,202537
1714,CLUSTER 2,CLUSTER 2,24,202537
1718,CLUSTER 2,CLUSTER 2,16,202537
1724,CLUSTER 2,CLUSTER 2,16,202537
1727,CLUSTER 2,CLUSTER 2,16,202537
1729,CLUSTER 2,CLUSTER 2,6,202537
1731,CLUSTER 2,CLUSTER 2,16,202537
1736,CLUSTER 2,CLUSTER 2,22,202537
1738,CLUSTER 2,CLUSTER 2,24,202537
1739,CLUSTER 2,CLUSTER 2,24,202537
1741,CLUSTER 2,CLUSTER 2,22,202537
1744,CLUSTER 2,CLUSTER 2,20,202537
1745,CLUSTER 2,CLUSTER 2,20,202537
1753,CLUSTER 2,CLUSTER 2,16,202537
1754,CLUSTER 2,CLUSTER 2,20,202537
1757,CLUSTER 2,CLUSTER 2,16,202537
1758,CLUSTER 2,CLUSTER 2,16,202537
1759,CLUSTER 2,CLUSTER 2,22,202537
1762,CLUSTER 2,CLUSTER 2,16,202537
1765,CLUSTER 2,CLUSTER 2,20,202537
1769,CLUSTER 2,CLUSTER 2,22,202537
1770,CLUSTER 2,CLUSTER 2,24,202537
1776,CLUSTER 2,CLUSTER 2,20,202537
1781,CLUSTER 2,CLUSTER 2,22,202537
1782,CLUSTER 2,CLUSTER 2,24,202537
1783,CLUSTER 2,CLUSTER 2,20,202537
1787,CLUSTER 2,CLUSTER 2,4,202537
1790,CLUSTER 2,CLUSTER 2,16,202537
1791,CLUSTER 2,CLUSTER 2,20,202537
1792,CLUSTER 2,CLUSTER 2,24,202537
1794,CLUSTER 2,CLUSTER 2,20,202537
1796,CLUSTER 2,CLUSTER 2,20,202537
1797,CLUSTER 2,CLUSTER 2,20,202537
1798,CLUSTER 2,CLUSTER 2,20,202537
1799,CLUSTER 2,CLUSTER 2,22,202537
1802,CLUSTER 2,CLUSTER 2,24,202537
1806,CLUSTER 2,CLUSTER 2,24,202537
1809,CLUSTER 2,CLUSTER 2,16,202537
1812,CLUSTER 2,CLUSTER 2,24,202537
1813,CLUSTER 2,CLUSTER 2,16,202537
1819,CLUSTER 2,CLUSTER 2,22,202537
1820,CLUSTER 2,CLUSTER 2,22,202537
1828,CLUSTER 2,CLUSTER 2,22,202537
1830,CLUSTER 2,CLUSTER 2,20,202537
1831,CLUSTER 2,CLUSTER 2,24,202537
1835,CLUSTER 2,CLUSTER 2,22,202537
1847,CLUSTER 2,CLUSTER 2,22,202537
1856,CLUSTER 2,CLUSTER 2,24,202537
1865,CLUSTER 2,CLUSTER 2,14,202537
1866,CLUSTER 2,CLUSTER 2,14,202537
1868,CLUSTER 2,CLUSTER 2,24,202537
1871,CLUSTER 2,CLUSTER 2,24,202537
1874,CLUSTER 2,CLUSTER 2,22,202537
1883,CLUSTER 2,CLUSTER 2,24,202537
1885,CLUSTER 2,CLUSTER 2,28,202537
1894,CLUSTER 2,CLUSTER 2,20,202537
1907,CLUSTER 2,CLUSTER 2,16,202537
1911,CLUSTER 2,CLUSTER 2,24,202537
1913,CLUSTER 2,CLUSTER 2,20,202537
1924,CLUSTER 2,CLUSTER 2,16,202537
1926,CLUSTER 2,CLUSTER 2,24,202537
1927,CLUSTER 2,CLUSTER 2,20,202537
1929,CLUSTER 2,CLUSTER 2,24,202537
1931,CLUSTER 2,CLUSTER 2,24,202537
1932,CLUSTER 2,CLUSTER 2,24,202537
1935,CLUSTER 2,CLUSTER 2,22,202537
1936,CLUSTER 2,CLUSTER 2,20,202537
1937,CLUSTER 2,CLUSTER 2,16,202537
1939,CLUSTER 2,CLUSTER 2,22,202537
1940,CLUSTER 2,CLUSTER 2,22,202537
1945,CLUSTER 2,CLUSTER 2,20,202537
1946,CLUSTER 2,CLUSTER 2,20,202537
1948,CLUSTER 2,CLUSTER 2,20,202537
1954,CLUSTER 2,CLUSTER 2,16,202537
1956,CLUSTER 2,CLUSTER 2,24,202537
1957,CLUSTER 2,CLUSTER 2,20,202537
1964,CLUSTER 2,CLUSTER 2,22,202537
1966,CLUSTER 2,CLUSTER 2,20,202537
1971,CLUSTER 2,CLUSTER 2,28,202537
1975,CLUSTER 2,CLUSTER 2,16,202537
1976,CLUSTER 2,CLUSTER 2,22,202537
1977,CLUSTER 2,CLUSTER 2,24,202537
1978,CLUSTER 2,CLUSTER 2,20,202537
1980,CLUSTER 2,CLUSTER 2,24,202537
1984,CLUSTER 2,CLUSTER 2,20,202537
1986,CLUSTER 2,CLUSTER 2,24,202537
1987,CLUSTER 2,CLUSTER 2,20,202537
1991,CLUSTER 2,CLUSTER 2,24,202537
1993,CLUSTER 2,CLUSTER 2,16,202537
1994,CLUSTER 2,CLUSTER 2,24,202537
1997,CLUSTER 2,CLUSTER 2,24,202537
2004,CLUSTER 2,CLUSTER 2,24,202537
2012,CLUSTER 2,CLUSTER 2,20,202537
2013,CLUSTER 2,CLUSTER 2,20,202537
2014,CLUSTER 2,CLUSTER 2,24,202537
2019,CLUSTER 2,CLUSTER 2,22,202537
2021,CLUSTER 2,CLUSTER 2,22,202537
2024,CLUSTER 2,CLUSTER 2,22,202537
2033,CLUSTER 2,CLUSTER 2,22,202537
2035,CLUSTER 2,CLUSTER 2,16,202537
2036,CLUSTER 2,CLUSTER 2,22,202537
2046,CLUSTER 2,CLUSTER 2,20,202537
2047,CLUSTER 2,CLUSTER 2,16,202537
2049,CLUSTER 2,CLUSTER 2,22,202537
2056,CLUSTER 2,CLUSTER 2,22,202537
2059,CLUSTER 2,CLUSTER 2,22,202537
2061,CLUSTER 2,CLUSTER 2,16,202537
2063,CLUSTER 2,CLUSTER 2,22,202537
2064,CLUSTER 2,CLUSTER 2,24,202537
2065,CLUSTER 2,CLUSTER 2,22,202537
2078,CLUSTER 2,CLUSTER 2,22,202537
2079,CLUSTER 2,CLUSTER 2,24,202537
2083,CLUSTER 2,CLUSTER 2,20,202537
2088,CLUSTER 2,CLUSTER 2,18,202537
2089,CLUSTER 2,CLUSTER 2,20,202537
2093,CLUSTER 2,CLUSTER 2,22,202537
2095,CLUSTER 2,CLUSTER 2,20,202537
2100,CLUSTER 2,CLUSTER 2,24,202537
2102,CLUSTER 2,CLUSTER 2,16,202537
2107,CLUSTER 2,CLUSTER 2,20,202537
2115,CLUSTER 2,CLUSTER 2,22,202537
2116,CLUSTER 2,CLUSTER 2,24,202537
2120,CLUSTER 2,CLUSTER 2,16,202537
2128,CLUSTER 2,CLUSTER 2,16,202537
2129,CLUSTER 2,CLUSTER 2,20,202537
2131,CLUSTER 2,CLUSTER 2,16,202537
2135,CLUSTER 2,CLUSTER 2,14,202537
2140,CLUSTER 2,CLUSTER 2,16,202537
2143,CLUSTER 2,CLUSTER 2,16,202537
2146,CLUSTER 2,CLUSTER 2,20,202537
2155,CLUSTER 2,CLUSTER 2,16,202537
2157,CLUSTER 2,CLUSTER 2,22,202537
2159,CLUSTER 2,CLUSTER 2,22,202537
2164,CLUSTER 2,CLUSTER 2,16,202537
2169,CLUSTER 2,CLUSTER 2,20,202537
2174,CLUSTER 2,CLUSTER 2,24,202537
2175,CLUSTER 2,CLUSTER 2,16,202537
2178,CLUSTER 2,CLUSTER 2,#N/A,202537
2183,CLUSTER 2,CLUSTER 2,12,202537
2185,CLUSTER 2,CLUSTER 2,16,202537
2192,CLUSTER 2,CLUSTER 2,24,202537
2193,CLUSTER 2,CLUSTER 2,16,202537
2197,CLUSTER 2,CLUSTER 2,22,202537
2199,CLUSTER 2,CLUSTER 2,20,202537
2202,CLUSTER 2,CLUSTER 2,20,202537
2208,CLUSTER 2,CLUSTER 2,24,202537
2211,CLUSTER 2,CLUSTER 2,20,202537
2213,CLUSTER 2,CLUSTER 2,24,202537
2221,CLUSTER 2,CLUSTER 2,22,202537
2225,CLUSTER 2,CLUSTER 2,22,202537
2230,CLUSTER 2,CLUSTER 2,22,202537
2234,CLUSTER 2,CLUSTER 2,23,202537
2244,CLUSTER 2,CLUSTER 2,20,202537
2261,CLUSTER 2,CLUSTER 2,20,202537
2262,CLUSTER 2,CLUSTER 2,18,202537
2266,CLUSTER 2,CLUSTER 2,24,202537
2271,CLUSTER 2,CLUSTER 2,20,202537
2274,CLUSTER 2,CLUSTER 2,24,202537
2275,CLUSTER 2,CLUSTER 2,#N/A,202537
2278,CLUSTER 2,CLUSTER 2,22,202537
2281,CLUSTER 2,CLUSTER 2,24,202537
2283,CLUSTER 2,CLUSTER 2,20,202537
2285,CLUSTER 2,CLUSTER 2,20,202537
2287,CLUSTER 2,CLUSTER 2,24,202537
2289,CLUSTER 2,CLUSTER 2,16,202537
2293,CLUSTER 2,CLUSTER 2,16,202537
2300,CLUSTER 2,CLUSTER 2,24,202537
2311,CLUSTER 2,CLUSTER 2,16,202537
2313,CLUSTER 2,CLUSTER 2,20,202537
2316,CLUSTER 2,CLUSTER 2,24,202537
2318,CLUSTER 2,CLUSTER 2,22,202537
2323,CLUSTER 2,CLUSTER 2,22,202537
2329,CLUSTER 2,CLUSTER 2,8,202537
2330,CLUSTER 2,CLUSTER 2,16,202537
2336,CLUSTER 2,CLUSTER 2,20,202537
2338,CLUSTER 2,CLUSTER 2,16,202537
2340,CLUSTER 2,CLUSTER 2,24,202537
2350,CLUSTER 2,CLUSTER 2,20,202537
2351,CLUSTER 2,CLUSTER 2,20,202537
2352,CLUSTER 2,CLUSTER 2,22,202537
2355,CLUSTER 2,CLUSTER 2,20,202537
2358,CLUSTER 2,CLUSTER 2,20,202537
2359,CLUSTER 2,CLUSTER 2,22,202537
2367,CLUSTER 2,CLUSTER 2,20,202537
2369,CLUSTER 2,CLUSTER 2,#N/A,202537
2370,CLUSTER 2,CLUSTER 2,20,202537
2386,CLUSTER 2,CLUSTER 2,20,202537
2388,CLUSTER 2,CLUSTER 2,16,202537
2393,CLUSTER 2,CLUSTER 2,14,202537
2395,CLUSTER 2,CLUSTER 2,16,202537
2405,CLUSTER 2,CLUSTER 2,24,202537
2417,CLUSTER 2,CLUSTER 2,20,202537
2421,CLUSTER 2,CLUSTER 2,22,202537
2424,CLUSTER 2,CLUSTER 2,18,202537
2428,CLUSTER 2,CLUSTER 2,20,202537
2431,CLUSTER 2,CLUSTER 2,14,202537
2434,CLUSTER 2,CLUSTER 2,24,202537
2437,CLUSTER 2,CLUSTER 2,24,202537
2440,CLUSTER 2,CLUSTER 2,16,202537
2443,CLUSTER 2,CLUSTER 2,20,202537
2444,CLUSTER 2,CLUSTER 2,22,202537
2446,CLUSTER 2,CLUSTER 2,20,202537
2459,CLUSTER 2,CLUSTER 2,18,202537
2460,CLUSTER 2,CLUSTER 2,20,202537
2474,CLUSTER 2,CLUSTER 2,14,202537
2480,CLUSTER 2,CLUSTER 2,22,202537
2488,CLUSTER 2,CLUSTER 2,16,202537
2497,CLUSTER 2,CLUSTER 2,24,202537
2499,CLUSTER 2,CLUSTER 2,16,202537
2502,CLUSTER 2,CLUSTER 2,22,202537
2506,CLUSTER 2,CLUSTER 2,20,202537
2509,CLUSTER 2,CLUSTER 2,14,202537
2519,CLUSTER 2,CLUSTER 2,20,202537
2520,CLUSTER 2,CLUSTER 2,21,202537
2522,CLUSTER 2,CLUSTER 2,20,202537
2528,CLUSTER 2,CLUSTER 2,20,202537
2535,CLUSTER 2,CLUSTER 2,16,202537
2540,CLUSTER 2,CLUSTER 2,20,202537
2541,CLUSTER 2,CLUSTER 2,24,202537
2542,CLUSTER 2,CLUSTER 2,16,202537
2543,CLUSTER 2,CLUSTER 2,20,202537
2545,CLUSTER 2,CLUSTER 2,20,202537
2548,CLUSTER 2,CLUSTER 2,16,202537
2561,CLUSTER 2,CLUSTER 2,24,202537
2563,CLUSTER 2,CLUSTER 2,12,202537
2566,CLUSTER 2,CLUSTER 2,20,202537
2576,CLUSTER 2,CLUSTER 2,20,202537
2579,CLUSTER 2,CLUSTER 2,14,202537
2581,CLUSTER 2,CLUSTER 2,22,202537
2587,CLUSTER 2,CLUSTER 2,24,202537
2597,CLUSTER 2,CLUSTER 2,24,202537
2611,CLUSTER 2,CLUSTER 2,22,202537
2619,CLUSTER 2,CLUSTER 2,20,202537
2620,CLUSTER 2,CLUSTER 2,14,202537
2626,CLUSTER 2,CLUSTER 2,18,202537
2628,CLUSTER 2,CLUSTER 2,20,202537
2629,CLUSTER 2,CLUSTER 2,21,202537
2634,CLUSTER 2,CLUSTER 2,20,202537
2639,CLUSTER 2,CLUSTER 2,#N/A,202537
2654,CLUSTER 2,CLUSTER 2,#N/A,202537
2662,CLUSTER 2,CLUSTER 2,14,202537
2663,CLUSTER 2,CLUSTER 2,20,202537
2664,CLUSTER 2,CLUSTER 2,14,202537
2674,CLUSTER 2,CLUSTER 2,16,202537
2682,CLUSTER 2,CLUSTER 2,12,202537
2684,CLUSTER 2,CLUSTER 2,20,202537
2686,CLUSTER 2,CLUSTER 2,16,202537
2693,CLUSTER 2,CLUSTER 2,22,202537
2696,CLUSTER 2,CLUSTER 2,16,202537
2702,CLUSTER 2,CLUSTER 2,18,202537
2714,CLUSTER 2,CLUSTER 2,16,202537
2741,CLUSTER 2,CLUSTER 2,16,202537
2745,CLUSTER 2,CLUSTER 2,20,202537
2748,CLUSTER 2,CLUSTER 2,22,202537
2749,CLUSTER 2,CLUSTER 2,14,202537
2753,CLUSTER 2,CLUSTER 2,16,202537
2758,CLUSTER 2,CLUSTER 2,#N/A,202537
2771,CLUSTER 2,CLUSTER 2,16,202537
2772,CLUSTER 2,CLUSTER 2,8,202537
2784,CLUSTER 2,CLUSTER 2,16,202537
2785,CLUSTER 2,CLUSTER 2,14,202537
2788,CLUSTER 2,CLUSTER 2,22,202537
2803,CLUSTER 2,CLUSTER 2,24,202537
2809,CLUSTER 2,CLUSTER 2,20,202537
2810,CLUSTER 2,CLUSTER 2,14,202537
2813,CLUSTER 2,CLUSTER 2,16,202537
2819,CLUSTER 2,CLUSTER 2,14,202537
2823,CLUSTER 2,CLUSTER 2,20,202537
2833,CLUSTER 2,CLUSTER 2,4,202537
2839,CLUSTER 2,CLUSTER 2,16,202537
2843,CLUSTER 2,CLUSTER 2,24,202537
2844,CLUSTER 2,CLUSTER 2,24,202537
2852,CLUSTER 2,CLUSTER 2,16,202537
2854,CLUSTER 2,CLUSTER 2,28,202537
2855,CLUSTER 2,CLUSTER 2,24,202537
2856,CLUSTER 2,CLUSTER 2,16,202537
2874,CLUSTER 2,CLUSTER 2,24,202537
2875,CLUSTER 2,CLUSTER 2,14,202537
2876,CLUSTER 2,CLUSTER 2,16,202537
2878,CLUSTER 2,CLUSTER 2,16,202537
2880,CLUSTER 2,CLUSTER 2,16,202537
2887,CLUSTER 2,CLUSTER 2,16,202537
2889,CLUSTER 2,CLUSTER 2,20,202537
2893,CLUSTER 2,CLUSTER 2,14,202537
2894,CLUSTER 2,CLUSTER 2,20,202537
2909,CLUSTER 2,CLUSTER 2,14,202537
2910,CLUSTER 2,CLUSTER 2,22,202537
2911,CLUSTER 2,CLUSTER 2,20,202537
2914,CLUSTER 2,CLUSTER 2,24,202537
2923,CLUSTER 2,CLUSTER 2,24,202537
2932,CLUSTER 2,CLUSTER 2,20,202537
2934,CLUSTER 2,CLUSTER 2,16,202537
2935,CLUSTER 2,CLUSTER 2,4,202537
2937,CLUSTER 2,CLUSTER 2,16,202537
2940,CLUSTER 2,CLUSTER 2,18,202537
2945,CLUSTER 2,CLUSTER 2,24,202537
2953,CLUSTER 2,CLUSTER 2,24,202537
2957,CLUSTER 2,CLUSTER 2,20,202537
2966,CLUSTER 2,CLUSTER 2,26,202537
2968,CLUSTER 2,CLUSTER 2,4,202537
2986,CLUSTER 2,CLUSTER 2,20,202537
2988,CLUSTER 2,CLUSTER 2,16,202537
2990,CLUSTER 2,CLUSTER 2,20,202537
2992,CLUSTER 2,CLUSTER 2,20,202537
2994,CLUSTER 2,CLUSTER 2,16,202537
3055,CLUSTER 2,CLUSTER 2,16,202537
3056,CLUSTER 2,CLUSTER 2,16,202537
3102,CLUSTER 2,CLUSTER 2,20,202537
3103,CLUSTER 2,CLUSTER 2,16,202537
3111,CLUSTER 2,CLUSTER 2,12,202537
3137,CLUSTER 2,CLUSTER 2,16,202537
3150,CLUSTER 2,CLUSTER 2,16,202537
3153,CLUSTER 2,CLUSTER 2,14,202537
3154,CLUSTER 2,CLUSTER 2,16,202537
3155,CLUSTER 2,CLUSTER 2,14,202537
3161,CLUSTER 2,CLUSTER 2,16,202537
3164,CLUSTER 2,CLUSTER 2,6,202537
3173,CLUSTER 2,CLUSTER 2,16,202537
3176,CLUSTER 2,CLUSTER 2,16,202537
3209,CLUSTER 2,CLUSTER 2,20,202537
3210,CLUSTER 2,CLUSTER 2,22,202537
3215,CLUSTER 2,CLUSTER 2,24,202537
3221,CLUSTER 2,CLUSTER 2,16,202537
3223,CLUSTER 2,CLUSTER 2,24,202537
3228,CLUSTER 2,CLUSTER 2,20,202537
3231,CLUSTER 2,CLUSTER 2,14,202537
3233,CLUSTER 2,CLUSTER 2,24,202537
3234,CLUSTER 2,CLUSTER 2,16,202537
3238,CLUSTER 2,CLUSTER 2,14,202537
3245,CLUSTER 2,CLUSTER 2,20,202537
3247,CLUSTER 2,CLUSTER 2,24,202537
3253,CLUSTER 2,CLUSTER 2,20,202537
3255,CLUSTER 2,CLUSTER 2,20,202537
3262,CLUSTER 2,CLUSTER 2,20,202537
3267,CLUSTER 2,CLUSTER 2,22,202537
3268,CLUSTER 2,CLUSTER 2,20,202537
3269,CLUSTER 2,CLUSTER 2,14,202537
3273,CLUSTER 2,CLUSTER 2,26,202537
3274,CLUSTER 2,CLUSTER 2,24,202537
3275,CLUSTER 2,CLUSTER 2,16,202537
3278,CLUSTER 2,CLUSTER 2,24,202537
3281,CLUSTER 2,CLUSTER 2,20,202537
3283,CLUSTER 2,CLUSTER 2,22,202537
3289,CLUSTER 2,CLUSTER 2,14,202537
3293,CLUSTER 2,CLUSTER 2,22,202537
3295,CLUSTER 2,CLUSTER 2,22,202537
3300,CLUSTER 2,CLUSTER 2,14,202537
3303,CLUSTER 2,CLUSTER 2,2,202537
3307,CLUSTER 2,CLUSTER 2,22,202537
3327,CLUSTER 2,CLUSTER 2,12,202537
3328,CLUSTER 2,CLUSTER 2,16,202537
3329,CLUSTER 2,CLUSTER 2,20,202537
3332,CLUSTER 2,CLUSTER 2,16,202537
3334,CLUSTER 2,CLUSTER 2,16,202537
3344,CLUSTER 2,CLUSTER 2,22,202537
3349,CLUSTER 2,CLUSTER 2,24,202537
3363,CLUSTER 2,CLUSTER 2,22,202537
3387,CLUSTER 2,CLUSTER 2,22,202537
3394,CLUSTER 2,CLUSTER 2,14,202537
3409,CLUSTER 2,CLUSTER 2,26,202537
3412,CLUSTER 2,CLUSTER 2,14,202537
3414,CLUSTER 2,CLUSTER 2,16,202537
3429,CLUSTER 2,CLUSTER 2,20,202537
3431,CLUSTER 2,CLUSTER 2,24,202537
3434,CLUSTER 2,CLUSTER 2,24,202537
3442,CLUSTER 2,CLUSTER 2,16,202537
3458,CLUSTER 2,CLUSTER 2,20,202537
3485,CLUSTER 2,CLUSTER 2,16,202537
3486,CLUSTER 2,CLUSTER 2,20,202537
3501,CLUSTER 2,CLUSTER 2,18,202537
3508,CLUSTER 2,CLUSTER 2,16,202537
3514,CLUSTER 2,CLUSTER 2,14,202537
3534,CLUSTER 2,CLUSTER 2,22,202537
3535,CLUSTER 2,CLUSTER 2,16,202537
3560,CLUSTER 2,CLUSTER 2,20,202537
3607,CLUSTER 2,CLUSTER 2,14,202537
3608,CLUSTER 2,CLUSTER 2,22,202537
3624,CLUSTER 2,CLUSTER 2,24,202537
3629,CLUSTER 2,CLUSTER 2,14,202537
3630,CLUSTER 2,CLUSTER 2,16,202537
3632,CLUSTER 2,CLUSTER 2,14,202537
3633,CLUSTER 2,CLUSTER 2,24,202537
3634,CLUSTER 2,CLUSTER 2,16,202537
3635,CLUSTER 2,CLUSTER 2,16,202537
3637,CLUSTER 2,CLUSTER 2,16,202537
3648,CLUSTER 2,CLUSTER 2,24,202537
