STORE #,CLUSTER BEFORE,CLUSTER ,Total Bins,Mod Drop for Produce
5134,CLUSTER 4,CLUSTER 4,24,202537
5139,CLUSTER 4,CLUSTER 4,24,202537
5143,CLUSTER 4,CLUSTER 4,16,202537
5156,CLUSTER 4,CLUSTER 4,22,202537
5162,CLUSTER 4,CLUSTER 4,26,202537
5167,CLUSTER 4,CLUSTER 4,22,202537
5182,CLUSTER 4,CLUSTER 4,16,202537
5186,CLUSTER 4,CLUSTER 4,24,202537
5190,CLUSTER 4,CLUSTER 4,22,202537
5193,CLUSTER 4,CLUSTER 4,24,202537
5197,CLUSTER 4,CLUSTER 4,20,202537
5205,CLUSTER 4,CLUSTER 4,20,202537
5215,CLUSTER 4,CLUSTER 4,16,202537
5216,CLUSTER 4,CLUSTER 4,24,202537
5231,CLUSTER 4,CLUSTER 4,20,202537
5233,CLUSTER 4,CLUSTER 4,24,202537
5234,CLUSTER 4,CLUSTER 4,22,202537
5235,CLUSTER 4,CLUSTER 4,24,202537
5257,CLUSTER 4,CLUSTER 4,12,202537
5258,CLUSTER 4,CLUSTER 4,16,202537
5270,CLUSTER 4,CLUSTER 4,22,202537
5272,CLUSTER 4,CLUSTER 4,22,202537
5273,CLUSTER 4,CLUSTER 4,16,202537
5275,CLUSTER 4,CLUSTER 4,22,202537
5295,CLUSTER 4,CLUSTER 4,24,202537
5303,CLUSTER 4,CLUSTER 4,16,202537
5304,CLUSTER 4,CLUSTER 4,16,202537
5329,CLUSTER 4,CLUSTER 4,16,202537
5330,CLUSTER 4,CLUSTER 4,28,202537
5332,CLUSTER 4,CLUSTER 4,16,202537
5336,CLUSTER 4,CLUSTER 4,16,202537
5337,CLUSTER 4,CLUSTER 4,24,202537
5342,CLUSTER 4,CLUSTER 4,20,202537
5349,CLUSTER 4,CLUSTER 4,12,202537
5350,CLUSTER 4,CLUSTER 4,16,202537
5352,CLUSTER 4,CLUSTER 4,20,202537
5368,CLUSTER 4,CLUSTER 4,24,202537
5369,CLUSTER 4,CLUSTER 4,20,202537
5382,CLUSTER 4,CLUSTER 4,14,202537
5396,CLUSTER 4,CLUSTER 4,16,202537
5423,CLUSTER 4,CLUSTER 4,16,202537
5424,CLUSTER 4,CLUSTER 4,22,202537
5425,CLUSTER 4,CLUSTER 4,20,202537
5428,CLUSTER 4,CLUSTER 4,24,202537
5429,CLUSTER 4,CLUSTER 4,24,202537
5432,CLUSTER 4,CLUSTER 4,20,202537
5435,CLUSTER 4,CLUSTER 4,24,202537
5438,CLUSTER 4,CLUSTER 4,20,202537
5448,CLUSTER 4,CLUSTER 4,16,202537
5450,CLUSTER 4,CLUSTER 4,22,202537
5458,CLUSTER 4,CLUSTER 4,16,202537
5461,CLUSTER 4,CLUSTER 4,16,202537
5462,CLUSTER 4,CLUSTER 4,24,202537
5463,CLUSTER 4,CLUSTER 4,24,202537
5472,CLUSTER 4,CLUSTER 4,24,202537
5476,CLUSTER 4,CLUSTER 4,24,202537
5491,CLUSTER 4,CLUSTER 4,24,202537
5492,CLUSTER 4,CLUSTER 4,16,202537
5494,CLUSTER 4,CLUSTER 4,22,202537
5600,CLUSTER 4,CLUSTER 4,14,202537
5601,CLUSTER 4,CLUSTER 4,14,202537
5602,CLUSTER 4,CLUSTER 4,15,202537
5603,CLUSTER 4,CLUSTER 4,12,202537
5604,CLUSTER 4,CLUSTER 4,16,202537
5605,CLUSTER 4,CLUSTER 4,16,202537
5606,CLUSTER 4,CLUSTER 4,16,202537
5608,CLUSTER 4,CLUSTER 4,16,202537
5609,CLUSTER 4,CLUSTER 4,14,202537
5610,CLUSTER 4,CLUSTER 4,16,202537
5611,CLUSTER 4,CLUSTER 4,12,202537
5614,CLUSTER 4,CLUSTER 4,16,202537
5623,CLUSTER 4,CLUSTER 4,15,202537
5626,CLUSTER 4,CLUSTER 4,19,202537
5627,CLUSTER 4,CLUSTER 4,12,202537
5628,CLUSTER 4,CLUSTER 4,20,202537
5632,CLUSTER 4,CLUSTER 4,18,202537
5633,CLUSTER 4,CLUSTER 4,14,202537
5634,CLUSTER 4,CLUSTER 4,14,202537
5635,CLUSTER 4,CLUSTER 4,12,202537
5637,CLUSTER 4,CLUSTER 4,17,202537
5640,CLUSTER 4,CLUSTER 4,12,202537
5641,CLUSTER 4,CLUSTER 4,16,202537
5643,CLUSTER 4,CLUSTER 4,16,202537
5644,CLUSTER 4,CLUSTER 4,18,202537
5658,CLUSTER 4,CLUSTER 4,8,202537
5659,CLUSTER 4,CLUSTER 4,23,202537
5661,CLUSTER 4,CLUSTER 4,16,202537
5664,CLUSTER 4,CLUSTER 4,12,202537
5667,CLUSTER 4,CLUSTER 4,20,202537
5672,CLUSTER 4,CLUSTER 4,22,202537
5675,CLUSTER 4,CLUSTER 4,12,202537
5676,CLUSTER 4,CLUSTER 4,#N/A,202537
5678,CLUSTER 4,CLUSTER 4,16,202537
5683,CLUSTER 4,CLUSTER 4,12,202537
5684,CLUSTER 4,CLUSTER 4,20,202537
5689,CLUSTER 4,CLUSTER 4,14,202537
5702,CLUSTER 4,CLUSTER 4,18,202537
5703,CLUSTER 4,CLUSTER 4,24,202537
5710,CLUSTER 4,CLUSTER 4,26,202537
5725,CLUSTER 4,CLUSTER 4,14,202537
5726,CLUSTER 4,CLUSTER 4,12,202537
5727,CLUSTER 4,CLUSTER 4,22,202537
5754,CLUSTER 4,CLUSTER 4,12,202537
5759,CLUSTER 4,CLUSTER 4,14,202537
5763,CLUSTER 4,CLUSTER 4,22,202537
5766,CLUSTER 4,CLUSTER 4,18,202537
5768,CLUSTER 4,CLUSTER 4,16,202537
5779,CLUSTER 4,CLUSTER 4,16,202537
5782,CLUSTER 4,CLUSTER 4,12,202537
5799,CLUSTER 4,CLUSTER 4,14,202537
5814,CLUSTER 4,CLUSTER 4,16,202537
5828,CLUSTER 4,CLUSTER 4,16,202537
5832,CLUSTER 4,CLUSTER 4,20,202537
5835,CLUSTER 4,CLUSTER 4,16,202537
5840,CLUSTER 4,CLUSTER 4,15,202537
5843,CLUSTER 4,CLUSTER 4,22,202537
5845,CLUSTER 4,CLUSTER 4,24,202537
5858,CLUSTER 4,CLUSTER 4,16,202537
5859,CLUSTER 4,CLUSTER 4,16,202537
5861,CLUSTER 4,CLUSTER 4,16,202537
5864,CLUSTER 4,CLUSTER 4,20,202537
5869,CLUSTER 4,CLUSTER 4,14,202537
5872,CLUSTER 4,CLUSTER 4,16,202537
5880,CLUSTER 4,CLUSTER 4,18,202537
5883,CLUSTER 4,CLUSTER 4,22,202537
5884,CLUSTER 4,CLUSTER 4,20,202537
5886,CLUSTER 4,CLUSTER 4,20,202537
5890,CLUSTER 4,CLUSTER 4,20,202537
5893,CLUSTER 4,CLUSTER 4,20,202537
5922,CLUSTER 4,CLUSTER 4,16,202537
5929,CLUSTER 4,CLUSTER 4,16,202537
5930,CLUSTER 4,CLUSTER 4,20,202537
5935,CLUSTER 4,CLUSTER 4,16,202537
5944,CLUSTER 4,CLUSTER 4,14,202537
5954,CLUSTER 4,CLUSTER 4,18,202537
5956,CLUSTER 4,CLUSTER 4,20,202537
5963,CLUSTER 4,CLUSTER 4,16,202537
5969,CLUSTER 4,CLUSTER 4,16,202537
5976,CLUSTER 4,CLUSTER 4,22,202537
5979,CLUSTER 4,CLUSTER 4,16,202537
5980,CLUSTER 4,CLUSTER 4,16,202537
5981,CLUSTER 4,CLUSTER 4,16,202537
5982,CLUSTER 4,CLUSTER 4,16,202537
5993,CLUSTER 4,CLUSTER 4,14,202537
5994,CLUSTER 4,CLUSTER 4,14,202537
6226,CLUSTER 4,CLUSTER 4,16,202537
6395,CLUSTER 4,CLUSTER 4,22,202537
6480,CLUSTER 4,CLUSTER 4,16,202537
6851,CLUSTER 4,CLUSTER 4,20,202537
6898,CLUSTER 4,CLUSTER 4,20,202537
6936,CLUSTER 4,CLUSTER 4,14,202537
6966,CLUSTER 4,CLUSTER 4,16,202537
6967,CLUSTER 4,CLUSTER 4,16,202537
7043,CLUSTER 4,CLUSTER 4,16,202537
7168,CLUSTER 4,CLUSTER 4,14,202537
7185,CLUSTER 4,CLUSTER 4,16,202537
7199,CLUSTER 4,CLUSTER 4,24,202537
7308,CLUSTER 4,CLUSTER 4,12,202537
7362,CLUSTER 4,CLUSTER 4,21,202537
8958,CLUSTER 4,CLUSTER 4,16,202537
110,CLUSTER 1,CLUSTER 5,24,202509
547,CLUSTER 1,CLUSTER 5,26,202509
563,CLUSTER 1,CLUSTER 5,24,202509
811,CLUSTER 1,CLUSTER 5,20,202509
1086,CLUSTER 1,CLUSTER 5,20,202509
5055,CLUSTER 1,CLUSTER 5,24,202509
5719,CLUSTER 1,CLUSTER 5,14,202509
6190,CLUSTER 1,CLUSTER 5,24,202509
6397,CLUSTER 1,CLUSTER 5,20,202509
497,CLUSTER 2,CLUSTER 5,16,202509
526,CLUSTER 2,CLUSTER 5,16,202509
589,CLUSTER 2,CLUSTER 5,20,202509
3294,CLUSTER 2,CLUSTER 5,22,202509
4118,CLUSTER 2,CLUSTER 5,16,202509
4450,CLUSTER 2,CLUSTER 5,16,202509
952,CLUSTER 3,CLUSTER 5,16,202509
356,CLUSTER 5,CLUSTER 5,22,202509
396,CLUSTER 5,CLUSTER 5,16,202509
407,CLUSTER 5,CLUSTER 5,22,202509
494,CLUSTER 5,CLUSTER 5,22,202509
510,CLUSTER 5,CLUSTER 5,22,202509
518,CLUSTER 5,CLUSTER 5,16,202509
525,CLUSTER 5,CLUSTER 5,14,202509
528,CLUSTER 5,CLUSTER 5,24,202509
531,CLUSTER 5,CLUSTER 5,22,202509
538,CLUSTER 5,CLUSTER 5,24,202509
548,CLUSTER 5,CLUSTER 5,24,202509
579,CLUSTER 5,CLUSTER 5,24,202509
594,CLUSTER 5,CLUSTER 5,24,202509
605,CLUSTER 5,CLUSTER 5,16,202509
618,CLUSTER 5,CLUSTER 5,24,202509
623,CLUSTER 5,CLUSTER 5,22,202509
628,CLUSTER 5,CLUSTER 5,24,202509
631,CLUSTER 5,CLUSTER 5,16,202509
635,CLUSTER 5,CLUSTER 5,24,202509
640,CLUSTER 5,CLUSTER 5,22,202509
641,CLUSTER 5,CLUSTER 5,16,202509
643,CLUSTER 5,CLUSTER 5,20,202509
649,CLUSTER 5,CLUSTER 5,24,202509
651,CLUSTER 5,CLUSTER 5,16,202509
666,CLUSTER 5,CLUSTER 5,22,202509
669,CLUSTER 5,CLUSTER 5,22,202509
697,CLUSTER 5,CLUSTER 5,22,202509
705,CLUSTER 5,CLUSTER 5,24,202509
706,CLUSTER 5,CLUSTER 5,28,202509
718,CLUSTER 5,CLUSTER 5,24,202509
725,CLUSTER 5,CLUSTER 5,24,202509
728,CLUSTER 5,CLUSTER 5,16,202509
737,CLUSTER 5,CLUSTER 5,16,202509
745,CLUSTER 5,CLUSTER 5,16,202509
759,CLUSTER 5,CLUSTER 5,16,202509
772,CLUSTER 5,CLUSTER 5,20,202509
779,CLUSTER 5,CLUSTER 5,18,202509
787,CLUSTER 5,CLUSTER 5,20,202509
800,CLUSTER 5,CLUSTER 5,24,202509
814,CLUSTER 5,CLUSTER 5,22,202509
817,CLUSTER 5,CLUSTER 5,24,202509
819,CLUSTER 5,CLUSTER 5,24,202509
848,CLUSTER 5,CLUSTER 5,16,202509
849,CLUSTER 5,CLUSTER 5,22,202509
855,CLUSTER 5,CLUSTER 5,24,202509
857,CLUSTER 5,CLUSTER 5,24,202509
860,CLUSTER 5,CLUSTER 5,22,202509
862,CLUSTER 5,CLUSTER 5,24,202509
875,CLUSTER 5,CLUSTER 5,16,202509
877,CLUSTER 5,CLUSTER 5,22,202509
878,CLUSTER 5,CLUSTER 5,24,202509
879,CLUSTER 5,CLUSTER 5,16,202509
881,CLUSTER 5,CLUSTER 5,24,202509
890,CLUSTER 5,CLUSTER 5,26,202509
906,CLUSTER 5,CLUSTER 5,26,202509
908,CLUSTER 5,CLUSTER 5,24,202509
909,CLUSTER 5,CLUSTER 5,22,202509
915,CLUSTER 5,CLUSTER 5,22,202509
919,CLUSTER 5,CLUSTER 5,24,202509
928,CLUSTER 5,CLUSTER 5,24,202509
929,CLUSTER 5,CLUSTER 5,24,202509
931,CLUSTER 5,CLUSTER 5,24,202509
942,CLUSTER 5,CLUSTER 5,24,202509
943,CLUSTER 5,CLUSTER 5,22,202509
948,CLUSTER 5,CLUSTER 5,20,202509
950,CLUSTER 5,CLUSTER 5,22,202509
955,CLUSTER 5,CLUSTER 5,28,202509
962,CLUSTER 5,CLUSTER 5,16,202509
968,CLUSTER 5,CLUSTER 5,22,202509
973,CLUSTER 5,CLUSTER 5,22,202509
974,CLUSTER 5,CLUSTER 5,24,202509
987,CLUSTER 5,CLUSTER 5,24,202509
989,CLUSTER 5,CLUSTER 5,24,202509
994,CLUSTER 5,CLUSTER 5,24,202509
998,CLUSTER 5,CLUSTER 5,16,202509
1004,CLUSTER 5,CLUSTER 5,24,202509
1023,CLUSTER 5,CLUSTER 5,22,202509
1027,CLUSTER 5,CLUSTER 5,24,202509
1035,CLUSTER 5,CLUSTER 5,16,202509
1039,CLUSTER 5,CLUSTER 5,16,202509
1047,CLUSTER 5,CLUSTER 5,16,202509
1060,CLUSTER 5,CLUSTER 5,16,202509
1064,CLUSTER 5,CLUSTER 5,16,202509
1077,CLUSTER 5,CLUSTER 5,16,202509
1079,CLUSTER 5,CLUSTER 5,20,202509
1081,CLUSTER 5,CLUSTER 5,24,202509
1082,CLUSTER 5,CLUSTER 5,22,202509
1083,CLUSTER 5,CLUSTER 5,24,202509
1085,CLUSTER 5,CLUSTER 5,22,202509
1087,CLUSTER 5,CLUSTER 5,26,202509
1088,CLUSTER 5,CLUSTER 5,16,202509
1090,CLUSTER 5,CLUSTER 5,16,202509
1096,CLUSTER 5,CLUSTER 5,16,202509
1097,CLUSTER 5,CLUSTER 5,24,202509
1103,CLUSTER 5,CLUSTER 5,24,202509
1105,CLUSTER 5,CLUSTER 5,16,202509
1123,CLUSTER 5,CLUSTER 5,16,202509
1131,CLUSTER 5,CLUSTER 5,16,202509
1132,CLUSTER 5,CLUSTER 5,24,202509
1156,CLUSTER 5,CLUSTER 5,26,202509
1163,CLUSTER 5,CLUSTER 5,22,202509
1164,CLUSTER 5,CLUSTER 5,16,202509
1165,CLUSTER 5,CLUSTER 5,22,202509
1170,CLUSTER 5,CLUSTER 5,8,202509
1171,CLUSTER 5,CLUSTER 5,22,202509
1172,CLUSTER 5,CLUSTER 5,22,202509
1173,CLUSTER 5,CLUSTER 5,22,202509
1179,CLUSTER 5,CLUSTER 5,20,202509
1181,CLUSTER 5,CLUSTER 5,16,202509
1183,CLUSTER 5,CLUSTER 5,20,202509
1184,CLUSTER 5,CLUSTER 5,16,202509
1188,CLUSTER 5,CLUSTER 5,22,202509
1191,CLUSTER 5,CLUSTER 5,22,202509
1203,CLUSTER 5,CLUSTER 5,26,202509
1206,CLUSTER 5,CLUSTER 5,24,202509
1209,CLUSTER 5,CLUSTER 5,20,202509
1213,CLUSTER 5,CLUSTER 5,22,202509
1220,CLUSTER 5,CLUSTER 5,32,202509
1223,CLUSTER 5,CLUSTER 5,24,202509
1224,CLUSTER 5,CLUSTER 5,22,202509
1225,CLUSTER 5,CLUSTER 5,24,202509
1236,CLUSTER 5,CLUSTER 5,16,202509
1238,CLUSTER 5,CLUSTER 5,24,202509
1244,CLUSTER 5,CLUSTER 5,16,202509
1245,CLUSTER 5,CLUSTER 5,24,202509
1248,CLUSTER 5,CLUSTER 5,16,202509
1261,CLUSTER 5,CLUSTER 5,22,202509
1266,CLUSTER 5,CLUSTER 5,20,202509
1286,CLUSTER 5,CLUSTER 5,16,202509
1290,CLUSTER 5,CLUSTER 5,16,202509
1292,CLUSTER 5,CLUSTER 5,24,202509
1298,CLUSTER 5,CLUSTER 5,24,202509
1301,CLUSTER 5,CLUSTER 5,16,202509
1309,CLUSTER 5,CLUSTER 5,16,202509
1312,CLUSTER 5,CLUSTER 5,16,202509
1314,CLUSTER 5,CLUSTER 5,22,202509
1317,CLUSTER 5,CLUSTER 5,20,202509
1321,CLUSTER 5,CLUSTER 5,24,202509
1322,CLUSTER 5,CLUSTER 5,20,202509
1335,CLUSTER 5,CLUSTER 5,16,202509
1337,CLUSTER 5,CLUSTER 5,16,202509
1338,CLUSTER 5,CLUSTER 5,16,202509
1339,CLUSTER 5,CLUSTER 5,24,202509
1340,CLUSTER 5,CLUSTER 5,16,202509
1344,CLUSTER 5,CLUSTER 5,16,202509
1348,CLUSTER 5,CLUSTER 5,22,202509
1349,CLUSTER 5,CLUSTER 5,24,202509
1350,CLUSTER 5,CLUSTER 5,22,202509
1353,CLUSTER 5,CLUSTER 5,24,202509
1355,CLUSTER 5,CLUSTER 5,24,202509
1359,CLUSTER 5,CLUSTER 5,22,202509
1372,CLUSTER 5,CLUSTER 5,24,202509
1373,CLUSTER 5,CLUSTER 5,24,202509
1376,CLUSTER 5,CLUSTER 5,26,202509
1379,CLUSTER 5,CLUSTER 5,16,202509
1383,CLUSTER 5,CLUSTER 5,24,202509
1385,CLUSTER 5,CLUSTER 5,20,202509
1387,CLUSTER 5,CLUSTER 5,24,202509
1390,CLUSTER 5,CLUSTER 5,24,202509
1391,CLUSTER 5,CLUSTER 5,22,202509
1392,CLUSTER 5,CLUSTER 5,20,202509
1398,CLUSTER 5,CLUSTER 5,20,202509
1399,CLUSTER 5,CLUSTER 5,16,202509
1406,CLUSTER 5,CLUSTER 5,22,202509
1408,CLUSTER 5,CLUSTER 5,20,202509
1419,CLUSTER 5,CLUSTER 5,20,202509
1424,CLUSTER 5,CLUSTER 5,22,202509
1436,CLUSTER 5,CLUSTER 5,20,202509
1444,CLUSTER 5,CLUSTER 5,22,202509
1455,CLUSTER 5,CLUSTER 5,22,202509
1459,CLUSTER 5,CLUSTER 5,24,202509
1464,CLUSTER 5,CLUSTER 5,22,202509
1476,CLUSTER 5,CLUSTER 5,20,202509
1481,CLUSTER 5,CLUSTER 5,22,202509
1486,CLUSTER 5,CLUSTER 5,16,202509
1488,CLUSTER 5,CLUSTER 5,24,202509
1498,CLUSTER 5,CLUSTER 5,24,202509
1504,CLUSTER 5,CLUSTER 5,16,202509
1507,CLUSTER 5,CLUSTER 5,20,202509
1511,CLUSTER 5,CLUSTER 5,20,202509
1513,CLUSTER 5,CLUSTER 5,18,202509
1517,CLUSTER 5,CLUSTER 5,18,202509
1518,CLUSTER 5,CLUSTER 5,24,202509
1521,CLUSTER 5,CLUSTER 5,16,202509
1524,CLUSTER 5,CLUSTER 5,24,202509
1525,CLUSTER 5,CLUSTER 5,22,202509
1529,CLUSTER 5,CLUSTER 5,22,202509
1541,CLUSTER 5,CLUSTER 5,24,202509
1561,CLUSTER 5,CLUSTER 5,16,202509
1573,CLUSTER 5,CLUSTER 5,14,202509
1578,CLUSTER 5,CLUSTER 5,24,202509
1580,CLUSTER 5,CLUSTER 5,20,202509
1586,CLUSTER 5,CLUSTER 5,22,202509
1589,CLUSTER 5,CLUSTER 5,20,202509
1590,CLUSTER 5,CLUSTER 5,26,202509
1591,CLUSTER 5,CLUSTER 5,24,202509
1605,CLUSTER 5,CLUSTER 5,24,202509
1613,CLUSTER 5,CLUSTER 5,16,202509
1614,CLUSTER 5,CLUSTER 5,20,202509
1618,CLUSTER 5,CLUSTER 5,24,202509
1623,CLUSTER 5,CLUSTER 5,18,202509
1626,CLUSTER 5,CLUSTER 5,24,202509
1631,CLUSTER 5,CLUSTER 5,22,202509
1666,CLUSTER 5,CLUSTER 5,22,202509
1680,CLUSTER 5,CLUSTER 5,24,202509
1694,CLUSTER 5,CLUSTER 5,20,202509
1702,CLUSTER 5,CLUSTER 5,24,202509
1711,CLUSTER 5,CLUSTER 5,16,202509
1712,CLUSTER 5,CLUSTER 5,18,202509
1730,CLUSTER 5,CLUSTER 5,16,202509
1742,CLUSTER 5,CLUSTER 5,24,202509
1748,CLUSTER 5,CLUSTER 5,24,202509
1766,CLUSTER 5,CLUSTER 5,14,202509
1773,CLUSTER 5,CLUSTER 5,22,202509
1774,CLUSTER 5,CLUSTER 5,22,202509
1775,CLUSTER 5,CLUSTER 5,16,202509
1777,CLUSTER 5,CLUSTER 5,20,202509
1807,CLUSTER 5,CLUSTER 5,20,202509
1811,CLUSTER 5,CLUSTER 5,22,202509
1823,CLUSTER 5,CLUSTER 5,24,202509
1825,CLUSTER 5,CLUSTER 5,32,202509
1833,CLUSTER 5,CLUSTER 5,24,202509
1839,CLUSTER 5,CLUSTER 5,24,202509
1841,CLUSTER 5,CLUSTER 5,22,202509
1842,CLUSTER 5,CLUSTER 5,22,202509
1845,CLUSTER 5,CLUSTER 5,20,202509
1849,CLUSTER 5,CLUSTER 5,20,202509
1850,CLUSTER 5,CLUSTER 5,22,202509
1851,CLUSTER 5,CLUSTER 5,24,202509
1852,CLUSTER 5,CLUSTER 5,24,202509
1864,CLUSTER 5,CLUSTER 5,20,202509
1884,CLUSTER 5,CLUSTER 5,24,202509
1886,CLUSTER 5,CLUSTER 5,22,202509
1909,CLUSTER 5,CLUSTER 5,24,202509
1916,CLUSTER 5,CLUSTER 5,28,202509
1949,CLUSTER 5,CLUSTER 5,24,202509
1960,CLUSTER 5,CLUSTER 5,24,202509
1967,CLUSTER 5,CLUSTER 5,20,202509
1969,CLUSTER 5,CLUSTER 5,22,202509
1973,CLUSTER 5,CLUSTER 5,20,202509
1985,CLUSTER 5,CLUSTER 5,24,202509
1996,CLUSTER 5,CLUSTER 5,30,202509
1998,CLUSTER 5,CLUSTER 5,22,202509
2000,CLUSTER 5,CLUSTER 5,24,202509
2003,CLUSTER 5,CLUSTER 5,20,202509
2023,CLUSTER 5,CLUSTER 5,20,202509
2040,CLUSTER 5,CLUSTER 5,24,202509
2058,CLUSTER 5,CLUSTER 5,24,202509
2066,CLUSTER 5,CLUSTER 5,24,202509
2068,CLUSTER 5,CLUSTER 5,22,202509
2073,CLUSTER 5,CLUSTER 5,20,202509
2081,CLUSTER 5,CLUSTER 5,20,202509
2091,CLUSTER 5,CLUSTER 5,38,202509
2096,CLUSTER 5,CLUSTER 5,16,202509
2098,CLUSTER 5,CLUSTER 5,24,202509
2124,CLUSTER 5,CLUSTER 5,16,202509
2132,CLUSTER 5,CLUSTER 5,24,202509
2134,CLUSTER 5,CLUSTER 5,24,202509
2136,CLUSTER 5,CLUSTER 5,22,202509
2137,CLUSTER 5,CLUSTER 5,20,202509
2141,CLUSTER 5,CLUSTER 5,22,202509
2142,CLUSTER 5,CLUSTER 5,20,202509
2145,CLUSTER 5,CLUSTER 5,22,202509
2151,CLUSTER 5,CLUSTER 5,18,202509
2152,CLUSTER 5,CLUSTER 5,28,202509
2154,CLUSTER 5,CLUSTER 5,20,202509
2160,CLUSTER 5,CLUSTER 5,16,202509
2166,CLUSTER 5,CLUSTER 5,16,202509
2195,CLUSTER 5,CLUSTER 5,18,202509
2198,CLUSTER 5,CLUSTER 5,24,202509
2205,CLUSTER 5,CLUSTER 5,22,202509
2210,CLUSTER 5,CLUSTER 5,20,202509
2214,CLUSTER 5,CLUSTER 5,16,202509
2222,CLUSTER 5,CLUSTER 5,14,202509
2237,CLUSTER 5,CLUSTER 5,26,202509
2247,CLUSTER 5,CLUSTER 5,20,202509
2250,CLUSTER 5,CLUSTER 5,8,202509
2252,CLUSTER 5,CLUSTER 5,22,202509
2255,CLUSTER 5,CLUSTER 5,24,202509
2263,CLUSTER 5,CLUSTER 5,16,202509
2295,CLUSTER 5,CLUSTER 5,24,202509
2310,CLUSTER 5,CLUSTER 5,16,202509
2312,CLUSTER 5,CLUSTER 5,16,202509
2320,CLUSTER 5,CLUSTER 5,16,202509
2322,CLUSTER 5,CLUSTER 5,16,202509
2334,CLUSTER 5,CLUSTER 5,22,202509
2337,CLUSTER 5,CLUSTER 5,14,202509
2354,CLUSTER 5,CLUSTER 5,20,202509
2357,CLUSTER 5,CLUSTER 5,14,202509
2360,CLUSTER 5,CLUSTER 5,22,202509
2362,CLUSTER 5,CLUSTER 5,24,202509
2365,CLUSTER 5,CLUSTER 5,20,202509
2368,CLUSTER 5,CLUSTER 5,24,202509
2387,CLUSTER 5,CLUSTER 5,24,202509
2391,CLUSTER 5,CLUSTER 5,16,202509
2392,CLUSTER 5,CLUSTER 5,16,202509
2406,CLUSTER 5,CLUSTER 5,16,202509
2414,CLUSTER 5,CLUSTER 5,16,202509
2420,CLUSTER 5,CLUSTER 5,24,202509
2425,CLUSTER 5,CLUSTER 5,16,202509
2426,CLUSTER 5,CLUSTER 5,22,202509
2427,CLUSTER 5,CLUSTER 5,24,202509
2445,CLUSTER 5,CLUSTER 5,24,202509
2447,CLUSTER 5,CLUSTER 5,16,202509
2452,CLUSTER 5,CLUSTER 5,20,202509
2472,CLUSTER 5,CLUSTER 5,22,202509
2475,CLUSTER 5,CLUSTER 5,24,202509
2477,CLUSTER 5,CLUSTER 5,14,202509
2484,CLUSTER 5,CLUSTER 5,18,202509
2496,CLUSTER 5,CLUSTER 5,20,202509
2505,CLUSTER 5,CLUSTER 5,16,202509
2516,CLUSTER 5,CLUSTER 5,22,202509
2559,CLUSTER 5,CLUSTER 5,16,202509
2564,CLUSTER 5,CLUSTER 5,16,202509
2565,CLUSTER 5,CLUSTER 5,14,202509
2574,CLUSTER 5,CLUSTER 5,22,202509
2584,CLUSTER 5,CLUSTER 5,20,202509
2586,CLUSTER 5,CLUSTER 5,20,202509
2591,CLUSTER 5,CLUSTER 5,24,202509
2592,CLUSTER 5,CLUSTER 5,22,202509
2614,CLUSTER 5,CLUSTER 5,24,202509
2615,CLUSTER 5,CLUSTER 5,22,202509
2618,CLUSTER 5,CLUSTER 5,16,202509
2627,CLUSTER 5,CLUSTER 5,24,202509
2641,CLUSTER 5,CLUSTER 5,24,202509
2647,CLUSTER 5,CLUSTER 5,20,202509
2650,CLUSTER 5,CLUSTER 5,24,202509
2651,CLUSTER 5,CLUSTER 5,24,202509
2691,CLUSTER 5,CLUSTER 5,16,202509
2695,CLUSTER 5,CLUSTER 5,24,202509
2699,CLUSTER 5,CLUSTER 5,16,202509
2704,CLUSTER 5,CLUSTER 5,14,202509
2706,CLUSTER 5,CLUSTER 5,24,202509
2712,CLUSTER 5,CLUSTER 5,22,202509
2726,CLUSTER 5,CLUSTER 5,24,202509
2727,CLUSTER 5,CLUSTER 5,24,202509
2731,CLUSTER 5,CLUSTER 5,16,202509
2740,CLUSTER 5,CLUSTER 5,24,202509
2783,CLUSTER 5,CLUSTER 5,20,202509
2787,CLUSTER 5,CLUSTER 5,16,202509
2789,CLUSTER 5,CLUSTER 5,24,202509
2796,CLUSTER 5,CLUSTER 5,24,202509
2804,CLUSTER 5,CLUSTER 5,24,202509
2806,CLUSTER 5,CLUSTER 5,22,202509
2807,CLUSTER 5,CLUSTER 5,18,202509
2814,CLUSTER 5,CLUSTER 5,24,202509
2818,CLUSTER 5,CLUSTER 5,24,202509
2821,CLUSTER 5,CLUSTER 5,24,202509
2832,CLUSTER 5,CLUSTER 5,16,202509
2836,CLUSTER 5,CLUSTER 5,20,202509
2859,CLUSTER 5,CLUSTER 5,20,202509
2860,CLUSTER 5,CLUSTER 5,22,202509
2861,CLUSTER 5,CLUSTER 5,16,202509
2870,CLUSTER 5,CLUSTER 5,16,202509
2871,CLUSTER 5,CLUSTER 5,20,202509
2873,CLUSTER 5,CLUSTER 5,20,202509
2881,CLUSTER 5,CLUSTER 5,24,202509
2888,CLUSTER 5,CLUSTER 5,14,202509
2907,CLUSTER 5,CLUSTER 5,18,202509
2920,CLUSTER 5,CLUSTER 5,24,202509
2928,CLUSTER 5,CLUSTER 5,22,202509
2930,CLUSTER 5,CLUSTER 5,18,202509
2941,CLUSTER 5,CLUSTER 5,20,202509
