Market,Store,FZ Turkey LY Ship,FZ Turkey LY Sold,FZ Turkey TY Ship
341,1761,17,17,18
341,4695,23,24,25
344,108,12,13,14
344,132,10,10,10
344,134,20,21,23
344,150,19,20,20
344,178,6,7,7
344,221,17,17,18
344,227,14,15,16
344,392,15,16,17
344,499,21,22,23
344,564,30,31,30
344,622,22,24,26
345,41,35,37,40
345,168,30,26,27
345,207,12,12,13
345,246,15,16,18
345,576,18,19,20
345,823,22,24,26
345,838,31,34,38
345,3055,19,15,14
347,10,28,30,34
347,12,27,27,29
347,22,19,19,20
347,28,21,22,23
347,50,14,15,14
347,63,12,12,13
347,81,12,14,13
347,90,28,30,30
347,130,28,30,33
347,374,20,19,19
349,113,20,20,21
349,162,10,12,13
349,269,30,31,32
349,271,13,15,14
349,414,15,16,17
349,420,19,19,21
349,479,19,21,22
349,1116,25,27,30
349,1148,19,20,20
349,3229,9,9,9
349,5071,31,31,32
350,129,26,27,29
350,147,21,22,24
350,151,25,27,31
350,158,9,8,8
350,185,18,19,21
350,225,13,14,13
350,947,17,16,17
350,975,24,24,27
350,1043,10,10,11
350,1295,13,12,13
351,31,22,24,26
351,47,21,23,25
351,103,21,22,23
351,121,18,20,22
351,123,15,17,18
351,231,22,23,24
351,276,9,9,10
351,340,20,22,24
352,137,17,18,19
352,360,20,22,23
352,387,12,12,12
352,389,22,25,25
352,1626,16,18,19
352,2803,19,19,20
352,2804,15,17,16
352,3430,10,11,12
352,4195,20,22,23
352,4241,15,16,17
353,139,11,11,12
353,212,17,17,19
353,277,20,21,23
353,517,15,15,15
353,544,16,16,17
353,743,15,15,15
353,1056,17,18,19
353,2734,15,16,17
353,7294,16,17,17
353,7326,14,15,17
356,73,25,27,30
356,324,12,13,12
356,472,16,18,20
356,894,17,17,17
356,992,16,17,18
356,1597,23,21,22
356,3295,17,19,20
356,4615,28,31,32
356,4637,21,23,25
357,14,27,27,27
357,27,15,17,16
357,46,17,22,24
357,78,16,22,24
357,86,10,13,15
357,88,16,19,20
357,138,16,20,21
357,166,15,15,16
357,173,17,17,17
357,179,16,20,22
357,250,22,27,31
359,25,16,18,17
359,40,27,27,29
359,51,13,13,14
359,80,6,8,8
359,159,17,18,19
359,189,19,19,21
359,203,12,11,11
359,363,23,17,20
359,451,14,14,15
359,820,18,19,18
360,109,13,14,15
360,135,17,18,19
360,195,14,19,20
360,234,15,20,20
360,325,16,17,17
360,560,18,24,25
360,801,11,15,16
360,834,13,12,12
360,1120,17,21,24
360,2857,16,19,20
360,2994,18,23,24
361,20,17,19,20
361,61,21,27,28
361,96,19,22,22
361,184,21,27,30
361,319,15,20,22
361,573,12,15,17
361,1014,21,25,25
361,1094,10,12,12
361,2856,13,16,17
361,4553,10,12,14
361,4590,13,19,22
362,486,13,17,18
362,577,22,24,24
362,1151,14,18,20
362,1599,9,10,11
362,2855,17,20,21
362,2955,10,12,13
362,3273,13,16,17
362,4475,14,17,17
362,4611,13,16,16
364,1175,0.5,0.5,0.5
364,1230,49,54,60
364,1299,24,27,29
364,1328,26,25,25
364,1369,24,26,29
364,1417,22,21,23
364,3730,23,23,23
364,4252,35,37,38
364,4355,27,29,29
364,5303,13,13,14
365,1364,31,34,35
365,1370,30,31,34
365,1474,49,55,60
365,4203,25,28,28
365,4325,42,46,47
365,4337,53,60,64
365,4543,16,18,17
365,5342,45,50,54
366,1218,49,56,62
366,1324,116,130,140
366,1411,50,56,57
366,1612,80,85,84
366,1846,128,141,128
366,2922,33,37,37
366,3379,27,28,29
366,5031,46,51,54
367,1149,34,38,42
367,1240,73,79,83
367,1291,29,31,32
367,3807,28,31,32
367,3884,29,31,33
367,5626,46,51,54
367,5799,17,18,17
367,5858,21,23,24
368,1549,25,27,27
368,2554,27,29,31
368,2777,27,30,32
368,3407,32,33,34
368,3896,22,22,22
368,4336,17,19,20
368,5331,25,27,27
368,5369,27,30,33
368,5429,28,29,29
369,1532,19,18,18
369,1533,29,29,32
369,2512,20,22,24
369,3241,23,26,27
369,3465,28,29,26
369,5124,22,24,25
369,5189,28,29,29
369,5330,20,22,24
370,1598,13,14,16
370,2113,24,25,27
370,2515,23,24,27
370,4232,12,13,13
370,5190,17,17,19
370,5329,14,13,13
370,5835,15,15,16
370,6477,18,19,20
371,1512,11,11,12
371,1746,20,20,22
371,2768,19,22,21
371,3771,27,27,30
371,3799,20,17,18
371,5768,10,9,9
371,6480,12,13,14
372,1334,20,22,24
372,1381,25,29,32
372,1646,17,17,19
372,2112,13,12,13
372,2482,13,14,16
372,2766,22,22,23
372,2767,20,21,21
372,5428,16,14,13
373,2671,17,17,18
373,2778,53,58,59
373,3360,19,19,19
373,3751,32,36,39
373,3833,22,24,26
373,3861,15,14,15
373,4430,22,25,27
373,4451,34,38,37
373,5186,12,12,12
375,826,44,50,56
375,869,20,22,25
375,966,26,29,30
375,1380,24,24,25
375,2270,26,27,26
375,2656,23,24,26
375,3428,37,38,44
375,5003,9,7,8
376,984,19,21,23
376,1492,15,16,14
376,1689,20,22,22
376,2892,18,19,20
376,3313,13,13,13
376,4639,11,11,10
376,5137,20,21,22
376,5334,23,25,24
378,924,22,24,24
378,953,18,20,21
378,980,19,18,19
378,1008,18,21,22
378,2729,16,17,18
378,3177,9,8,9
378,4599,26,22,20
378,5033,18,18,19
378,5051,22,19,19
379,905,20,22,18
379,1045,13,12,13
379,1231,21,22,22
379,1659,18,19,21
379,3867,17,18,18
379,4288,18,21,22
379,4567,21,21,21
379,5341,10,8,8
379,5370,18,17,17
380,1252,14,15,14
380,1308,17,17,17
380,2125,17,16,17
380,2751,15,16,17
380,3566,18,18,19
380,4284,14,15,15
380,5049,17,15,15
380,5676,9,9,9
381,1315,31,30,30
381,1412,18,19,21
381,1456,13,15,16
381,1457,33,35,37
381,1461,24,22,24
381,1617,36,35,35
381,3778,26,26,26
381,4471,7,7,8
381,4653,23,25,27
382,1485,25,26,29
382,1508,32,36,37
382,1778,25,28,30
382,1956,30,32,34
382,2084,15,13,14
382,2608,14,15,16
382,2923,31,35,37
382,4412,21,20,21
383,1872,26,28,28
383,1901,30,32,34
383,2147,25,28,26
383,2259,34,37,35
383,2455,25,26,27
383,2607,15,14,14
383,3259,27,27,31
383,4247,22,24,24
383,7199,27,27,27
384,906,72,77,79
384,1397,35,36,37
384,1414,30,33,34
384,2652,17,19,19
384,2924,26,29,33
384,3596,34,35,37
384,5430,36,34,36
384,5492,12,11,13
385,824,21,23,26
385,829,6,7,7
385,835,26,28,31
385,850,22,25,28
385,3423,17,18,20
385,3731,30,32,33
385,3732,26,27,29
385,4201,17,18,20
385,5491,20,22,23
387,611,22,25,26
387,806,45,44,41
387,851,12,12,14
387,868,20,22,21
387,1306,34,23,25
387,1357,26,29,31
387,3427,18,19,20
387,4341,15,16,18
387,4601,45,49,53
387,5155,40,42,44
387,5166,19,19,20
388,921,13,12,13
388,1058,26,26,28
388,1199,6,7,7
388,1280,26,28,30
388,4377,16,17,16
388,5099,38,42,46
388,5232,15,14,15
388,5458,20,19,19
389,842,35,35,36
389,962,18,19,20
389,1001,33,35,33
389,1019,21,21,21
389,1273,23,24,27
389,1384,17,17,19
389,2672,8,10,10
389,3018,20,21,23
389,3382,28,30,32
391,1200,17,18,19
391,1434,17,17,16
391,1896,23,25,26
391,3227,24,27,27
391,3582,31,32,33
391,3805,17,20,21
391,4335,22,24,28
391,5123,30,33,36
392,2106,13,12,12
392,2189,15,15,15
392,2453,21,21,23
392,3254,14,15,15
392,3277,15,16,18
392,3729,19,17,17
392,4239,12,13,13
392,4370,18,18,20
394,1559,0.5,0.5,0.5
394,2483,18,18,19
394,2592,22,25,26
394,2884,33,37,40
394,3350,19,20,20
394,3351,21,23,25
394,3473,20,19,20
394,3728,21,22,24
396,1560,16,17,18
396,1584,23,25,24
396,2050,24,21,22
396,2593,38,34,32
396,2838,23,22,24
396,4356,20,22,21
396,4557,13,14,16
396,5070,27,28,31
396,5101,29,30,35
397,3354,8,9,9
397,3355,8,7,7
397,3356,5,5,5
397,3655,9,8,8
397,3788,5,5,5
397,4339,7,7,7
397,5258,6,7,7
397,5259,6,7,7
397,5269,8,8,9
397,5306,6,6,6
397,5423,10,10,11
399,1951,29,29,30
399,2508,18,15,17
399,2617,17,18,20
399,2780,18,20,20
399,2781,17,18,20
399,2861,11,11,11
399,2862,15,13,15
399,3093,15,16,16
399,3739,25,25,27
399,5841,17,19,20
400,1878,19,17,18
400,1900,15,17,16
400,1902,30,31,33
400,1905,18,20,21
400,1995,24,27,29
400,2402,15,16,16
400,2782,16,16,16
400,2831,15,15,17
400,3897,21,22,23
400,5494,21,22,23
401,1699,20,19,20
401,1708,23,25,27
401,1888,21,23,23
401,2921,14,14,15
401,3366,20,18,19
401,3454,16,17,18
401,3789,16,16,17
401,3848,16,16,18
401,4208,10,7,7
401,4272,13,15,15
401,5234,20,21,23
403,1440,34,35,36
403,1686,17,19,17
403,2207,13,14,13
403,2307,14,15,16
403,3232,22,23,24
403,3568,21,22,23
403,3589,11,11,10
403,3620,20,22,20
403,5233,18,18,17
403,5235,12,12,14
403,5350,13,12,12
403,5763,14,15,14
405,1438,35,36,37
405,1439,23,24,25
405,1442,19,21,22
405,1573,21,19,19
405,2051,41,45,48
405,2794,11,10,11
405,3220,23,25,27
405,3847,18,18,18
405,4678,18,18,19
405,5168,17,16,17
406,369,11,12,12
406,370,9,8,9
406,372,12,12,13
406,419,11,12,11
406,592,20,20,19
406,652,25,27,30
406,664,24,26,28
406,770,19,20,20
406,799,15,15,16
406,978,15,17,16
406,1214,10,9,10
406,1437,11,10,10
406,2562,9,9,9
407,35,19,24,25
407,43,16,18,15
407,341,12,14,13
407,418,9,9,9
407,557,14,18,21
407,558,25,27,29
407,993,15,15,15
407,1282,15,15,16
407,2784,17,19,19
407,4209,15,16,16
407,4322,10,11,9
409,186,20,20,21
409,346,13,13,14
409,794,21,24,25
409,1099,13,14,15
409,1221,23,23,21
409,1507,15,15,17
409,2428,17,17,18
409,3103,16,15,14
409,3283,22,24,26
409,3492,23,23,25
409,4321,16,17,19
410,39,10,13,14
410,42,17,18,18
410,72,19,18,19
410,111,14,15,16
410,242,12,15,18
410,368,20,22,25
410,382,16,20,21
410,1187,16,16,16
410,2893,19,21,21
410,5307,11,14,14
411,26,12,16,17
411,342,12,13,13
411,378,13,16,9
411,484,15,16,15
411,1054,11,12,14
411,1802,16,20,21
411,2131,13,16,16
411,5219,6,7,9
411,5441,20,26,25
411,6392,10,13,15
412,1545,15,17,18
412,1632,18,20,23
412,1696,16,18,18
412,2957,18,19,19
412,3758,5,6,5
412,3761,8,9,9
412,4244,15,17,18
412,4246,12,14,16
412,4253,12,13,13
412,5806,16,19,21
413,751,7,7,7
413,1393,8,10,12
413,1435,15,16,14
413,1491,14,15,16
413,1683,12,11,11
413,1723,19,21,20
413,1764,12,14,14
413,2935,9,10,10
413,3394,14,14,14
413,3762,19,20,20
413,4606,9,9,10
414,581,13,12,12
414,647,4,5,6
414,748,9,9,9
414,749,8,9,9
414,892,15,18,18
414,1389,8,9,9
414,1732,10,11,10
414,1787,11,14,14
414,2764,17,19,21
414,4256,9,10,10
414,5748,16,19,20
415,646,8,9,8
415,750,10,10,10
415,753,22,20,21
415,1496,18,17,19
415,1506,12,13,11
415,1509,14,15,15
415,1528,19,19,20
415,2004,18,20,22
415,2716,20,20,21
415,2889,17,18,17
415,3630,16,16,15
418,559,16,17,17
418,784,16,14,13
418,797,19,22,23
418,985,9,8,8
418,1241,23,22,23
418,1285,19,20,21
418,1431,20,20,22
418,1475,7,8,8
418,1621,10,11,11
418,1721,10,10,11
418,2827,13,15,15
418,5115,19,21,22
419,1447,18,20,22
419,1609,22,25,27
419,1634,15,16,17
419,1654,25,30,33
419,1757,19,21,23
419,1929,18,20,20
419,2367,25,28,28
419,2937,12,13,13
419,3233,23,26,28
419,4849,16,17,19
421,1415,11,13,13
421,1470,12,14,15
421,1473,24,26,27
421,1722,13,14,15
421,1738,16,18,20
421,1858,11,10,10
421,1865,8,9,9
421,2820,13,14,13
421,3760,12,14,14
421,3806,12,13,13
421,4374,11,11,11
422,1861,19,20,21
422,1864,12,14,14
422,1952,13,14,15
422,2087,19,22,23
422,2643,13,13,15
422,2882,19,18,18
422,3364,9,10,11
422,3404,10,12,14
422,3498,22,25,24
423,1472,15,17,17
423,1855,10,10,9
423,2198,13,14,14
423,2448,22,24,25
423,2642,19,21,22
423,3513,15,17,16
423,5977,11,12,13
423,5992,17,19,19
424,1562,0.5,0.5,0.5
424,1577,20,24,24
424,1633,19,21,23
424,1999,22,25,26
424,2274,30,34,34
424,2352,64,56,51
424,3088,11,11,12
424,3102,16,18,20
424,3209,18,21,20
424,3624,17,18,18
424,5976,21,24,24
425,882,13,12,13
425,913,12,11,11
425,982,8,9,9
425,1020,13,14,14
425,1038,9,10,10
425,1657,10,11,11
425,1971,20,22,24
425,2812,14,15,16
425,3534,18,20,20
425,4257,16,16,16
426,810,20,22,22
426,886,14,15,15
426,1005,14,15,15
426,1152,11,11,11
426,1332,12,14,14
426,1361,20,22,23
426,1526,8,9,9
426,1546,0.5,0.5,0.5
426,1625,12,11,11
426,2714,13,14,15
426,3590,19,22,22
427,1534,29,31,33
427,1565,28,31,39
427,1567,26,29,31
427,1581,15,17,17
427,1627,19,19,19
427,1636,46,51,50
427,1649,19,21,21
427,1695,18,20,20
427,2033,17,19,19
427,3648,23,25,27
427,3875,10,11,11
427,4352,18,21,22
427,4569,15,17,18
429,598,29,31,35
429,637,11,11,13
429,790,21,23,24
429,867,34,35,40
429,1326,22,24,25
429,1460,21,23,23
429,1585,38,43,45
429,2579,15,16,16
429,3395,14,16,17
429,5170,10,11,11
429,7129,12,14,15
430,1483,22,24,25
430,1500,21,21,21
430,1520,26,30,31
430,1535,19,21,20
430,1538,17,18,19
430,1543,29,29,31
430,1604,43,42,42
430,1685,24,24,26
430,2443,19,22,22
430,2990,14,16,17
430,3237,18,20,21
430,3734,12,10,11
430,3853,13,14,14
430,3872,35,39,41
430,4865,18,20,22
432,776,24,27,29
432,1637,18,20,21
432,1965,22,23,25
432,3150,22,24,23
432,3151,10,11,12
432,3267,26,26,28
432,4358,11,13,12
432,4568,12,12,13
432,5141,25,29,25
432,5361,22,24,25
433,350,14,15,16
433,645,27,30,30
433,774,13,14,14
433,885,8,9,9
433,1671,19,21,21
433,1943,16,17,18
433,2432,13,15,13
433,2847,16,17,16
433,3278,21,23,25
433,3823,15,16,17
433,4600,22,21,20
435,1167,12,13,14
435,1394,12,11,11
435,1551,9,9,9
435,1571,12,12,13
435,2668,13,14,14
435,2828,8,9,9
435,3488,14,13,14
435,4677,8,8,9
435,5667,8,8,9
435,5668,8,8,8
436,1365,2,2,2
436,1446,21,23,23
436,1672,14,13,14
436,1819,18,17,18
436,2192,25,26,28
436,2421,28,30,31
436,3245,19,19,20
436,4281,14,13,14
436,5432,20,20,21
436,5444,15,16,17
438,847,10,12,10
438,965,17,16,17
438,971,12,11,11
438,979,14,13,13
438,1007,13,13,15
438,1277,19,21,21
438,1669,16,18,20
438,1679,14,13,14
438,5127,12,11,11
438,5373,21,22,23
438,5397,14,14,14
439,1202,23,25,26
439,1316,11,10,10
439,1430,13,14,15
439,1449,14,15,15
439,1727,10,11,10
439,1828,18,19,17
439,1982,22,24,22
439,2509,7,7,7
439,2958,16,17,18
439,2986,10,12,12
440,1366,15,16,16
440,1453,18,19,19
440,1908,11,11,12
440,1931,21,22,23
440,2127,17,17,19
440,2271,16,18,19
440,2510,17,17,17
440,2813,19,20,22
440,3268,17,18,19
440,3643,14,14,14
440,5090,15,15,15
441,1138,2,2,2
441,1176,12,12,14
441,1267,7,7,7
441,1274,7,6,6
441,1305,14,15,15
441,1396,25,29,28
441,1799,18,19,21
441,2335,9,8,9
441,3505,11,12,12
441,3857,8,7,7
442,910,17,18,17
442,1515,13,13,13
442,1635,10,11,10
442,1678,9,10,9
442,1776,12,13,12
442,3247,15,16,14
442,3499,9,9,9
442,5438,8,10,9
442,5669,8,6,5
444,1012,16,16,15
444,1276,7,7,8
444,1643,16,16,17
444,1650,6,5,6
444,2452,8,9,10
444,2658,11,12,12
444,3324,7,7,8
444,3497,5,6,6
444,5463,15,16,13
444,6394,8,5,5
445,1588,25,28,28
445,1692,14,14,14
445,1693,1,1,1
445,1879,12,14,14
445,1914,20,18,20
445,2333,1,1,1
445,3276,1,1,1
445,4340,35,35,35
445,4392,18,20,20
446,2032,12,14,14
446,2526,12,13,14
446,2621,3,3,3
446,3087,0.5,0.5,0.5
446,3180,18,20,19
446,5152,0.5,0.5,0.5
447,1574,19,21,22
447,1600,14,15,15
447,1624,20,23,25
447,1989,13,15,16
447,2099,6,6,6
447,2556,3,3,3
447,2557,19,20,21
447,4317,12,13,14
447,5134,23,24,23
448,1563,15,17,18
448,1660,20,22,22
448,2297,3,3,3
448,2950,8,8,8
448,2951,14,15,16
448,3523,16,17,18
448,5162,13,15,15
448,5686,22,24,24
449,1583,3,3,3
449,1815,17,15,15
449,2001,15,16,17
449,2277,24,26,26
449,2985,27,30,31
449,4238,12,13,13
449,5337,27,27,27
449,5632,11,13,14
449,5701,15,17,17
450,1587,0.5,0.5,0.5
450,1840,16,16,17
450,1963,0.5,0.5,0.5
450,1983,12,13,14
450,2030,21,23,24
450,2039,0.5,0.5,0.5
450,5710,13,14,16
450,5843,9,11,11
450,5890,14,15,15
451,2002,19,22,23
451,2117,15,16,18
451,2280,4,4,4
451,2458,13,13,13
451,4488,10,10,10
451,5435,18,20,20
451,5751,13,15,16
451,5766,8,9,10
451,5884,15,17,18
452,1554,19,19,20
452,1615,1,1,1
452,1651,18,20,19
452,2697,22,13,16
452,2925,10,9,10
452,3352,18,19,21
452,3455,1,1,1
452,3493,1,1,1
453,1704,13,14,14
453,1755,1,1,1
453,1881,16,17,15
453,1979,1,1,1
453,2048,15,13,15
453,3652,29,31,33
453,3708,16,12,13
453,4393,15,13,14
453,5139,15,15,17
454,1697,1,1,1
454,1789,20,23,22
454,2054,0.5,0.5,0.5
454,2457,18,17,18
454,2464,19,20,22
454,2735,18,19,20
454,3081,19,21,23
454,5231,24,21,19
454,5848,4,4,4
455,1648,18,18,20
455,1760,19,17,19
455,1988,20,20,22
455,2418,0.5,0.5,0.5
455,3408,15,16,18
455,3587,18,20,21
455,3712,14,14,15
455,4202,11,12,14
455,4309,8,8,9
455,5192,15,14,16
455,5864,16,17,19
457,1575,21,24,26
457,1608,19,20,21
457,1616,1,1,1
457,1903,26,28,27
457,2052,2,2,2
457,2053,11,12,12
457,2537,18,19,21
457,2553,3,3,3
457,5133,16,18,17
457,5136,1,1,1
457,5629,20,21,23
458,2150,2,2,2
458,2253,38,42,44
458,2291,4,3,3
458,3516,39,41,45
458,3524,1,1,1
458,3947,34,37,37
458,5023,44,49,44
458,5305,11,11,9
458,5938,2,2,2
459,1700,18,19,21
459,1917,2,2,2
459,2177,2,2,2
459,2479,26,25,27
459,3494,1,1,1
459,5886,11,13,14
459,5996,3,2,3
460,2077,12,13,14
460,2094,14,14,14
460,2245,15,16,18
460,2494,11,12,13
460,2527,1,1,1
460,2708,29,31,33
460,2952,4,2,2
460,5075,12,13,14
461,1747,17,17,17
461,1853,21,23,24
461,1899,15,17,18
461,1912,13,14,14
461,2028,18,18,20
461,2842,21,20,20
461,5193,12,13,14
461,5425,16,18,19
462,1756,1,1,1
462,1862,18,19,18
462,1922,1.5,1.5,1.5
462,1941,16,18,18
462,1992,1,1,1
462,2288,1,1,1
462,3464,22,25,25
462,3796,22,24,26
463,1555,49,54,59
463,1805,15,16,17
463,1832,19,18,17
463,1859,60,65,70
463,1915,20,20,21
463,2181,15,16,15
463,5096,20,21,22
463,5156,34,30,28
463,5335,34,38,40
464,2082,14,16,17
464,2242,9,9,9
464,2523,1,1,1
464,2546,2,2,2
464,3248,15,17,18
464,5032,1,1,1
464,5641,10,11,12
464,5930,14,15,16
465,2110,8,9,9
465,2609,12,12,12
465,3477,17,18,16
465,4101,11,12,12
465,4132,17,14,14
465,5072,1,1,1
465,5807,15,14,15
465,5874,4,4,4
466,2218,14,15,14
466,2495,1,1,1
466,2517,13,14,15
466,4171,11,12,11
466,5644,10,10,10
467,2249,52,54,59
467,2469,20,22,22
467,3218,23,21,22
467,3531,18,21,22
467,3537,26,22,23
467,3705,27,30,31
467,3850,29,32,34
467,4137,18,18,19
467,5853,18,20,17
468,1630,17,17,18
468,1772,24,26,29
468,1834,39,38,44
468,1880,29,28,31
468,1910,19,18,16
468,2069,17,18,20
468,2320,13,14,15
468,2477,25,25,25
468,5424,17,17,18
468,5839,14,15,15
469,2070,4,10,12
469,2071,8,16,19
469,2074,13,18,23
469,2188,9,13,17
469,2710,4,4,4
469,2711,1,1,1
469,2722,10,14,18
469,4359,3,9,11
469,4474,7,13,15
470,2126,2,2,2
470,2308,2,2,2
470,2314,1,1,1
470,2321,2.5,2.5,2.5
470,2473,2,2,2
470,3290,1,1,1
470,3478,2,2,2
470,3883,2,2,2
470,5274,2,2,2
471,2319,3,3,3
471,2450,3,3,3
471,2594,3,3,3
471,2595,16,16,16
471,2596,31,30,31
471,3053,16,15,16
471,3757,21,23,25
471,3801,27,30,31
471,5628,25,24,29
472,2037,46,50,53
472,2121,27,30,32
472,2196,20,22,22
472,2317,2,2,2
472,2325,33,33,32
472,5272,25,27,30
472,5273,16,18,20
472,5861,17,17,17
473,1947,36,33,35
473,2007,26,28,31
473,2016,35,38,42
473,2187,21,20,21
473,2269,24,24,26
473,3217,11,12,13
473,3260,19,19,20
473,3754,7,9,10
473,5078,28,28,32
474,2485,36,35,37
474,2539,23,24,26
474,2549,30,31,35
474,3472,22,22,23
474,3511,26,28,29
474,4249,14,15,16
474,4394,29,30,33
474,4395,20,22,24
474,5883,24,22,24
475,1817,22,24,23
475,1870,8,7,8
475,1889,28,28,29
475,2006,24,26,28
475,2101,19,20,22
475,2241,24,25,27
475,2476,27,29,30
475,2492,19,21,22
475,3261,29,31,31
475,3380,25,25,27
475,5869,10,8,8
476,2422,3,3,3
476,2550,10,9,10
476,2927,21,20,20
476,3742,13,13,13
476,5461,13,14,15
476,5462,10,12,13
476,5929,12,11,13
477,1784,16,15,16
477,1793,16,16,17
477,1843,1,1,1
477,1920,3,3,3
477,4176,15,12,12
477,4221,12,11,12
477,5368,19,22,20
477,5440,3,3,3
477,5935,10,9,10
478,1775,23,24,27
478,1925,15,18,19
478,2075,17,18,20
478,2243,27,30,31
478,2315,2.5,2.5,2.5
478,2538,1,1,1
478,3239,18,18,21
478,3258,18,18,18
478,5396,17,17,18
479,421,24,26,28
479,940,18,18,20
479,972,23,25,25
479,2980,14,15,16
479,3773,24,24,27
479,4165,17,19,16
479,5247,19,19,20
479,5312,20,22,21
479,5316,25,26,28
479,5764,21,23,26
481,2226,6,6,7
481,3138,10,12,11
481,3139,10,10,11
481,3140,11,11,12
481,3141,8,9,9
481,3147,6,6,6
481,3179,7,7,7
481,5602,6,6,6
481,5604,6,8,7
481,5605,5,5,5
481,5643,7,6,6
481,5658,14,16,17
481,5659,4,5,5
481,5664,8,8,8
482,923,15,12,14
482,1275,11,10,11
482,1518,16,17,17
482,1557,12,10,10
482,1601,12,11,12
482,1655,16,14,16
482,2786,21,22,20
482,2788,15,13,14
482,3781,20,20,22
482,6476,12,12,12
484,2251,22,16,15
484,2292,12,13,14
484,2401,1,1,1
484,2886,24,27,27
484,2948,10,11,11
484,3522,18,21,21
484,5154,45,49,50
484,5954,0.5,0.5,0.5
485,998,4,5,6
485,2425,11,13,13
485,2442,6,7,6
485,4198,8,11,11
485,5149,9,11,12
485,5207,8,9,10
485,5308,3,4,4
485,5372,4,3,3
485,5421,7,7,7
485,5427,9,9,9
485,5452,6,7,7
485,6172,5,6,7
485,6500,7,9,11
488,2396,8,8,9
488,2406,10,7,7
488,3011,3,3,3
488,3104,6,5,5
488,4380,6,4,5
488,4441,6,4,4
488,4546,6,6,6
488,4560,6,6,6
488,5704,6,7,7
488,5758,11,12,12
488,5759,13,8,9
488,6967,6,5,5
488,7299,9,9,8
490,3019,8,9,7
490,3082,7,7,7
490,3083,6,6,6
490,3126,11,7,6
490,3127,8,8,7
490,3128,5,6,5
490,3175,13,13,11
490,3176,11,13,12
490,3740,5,5,5
490,4196,5,5,5
490,4491,13,14,13
490,4747,9,10,8
490,5828,14,15,14
490,6178,4,2,2
491,3152,6,6,6
491,3153,15,17,12
491,3154,15,16,16
491,3155,8,9,9
491,3172,8,8,7
491,3173,7,8,8
491,4138,6,7,7
491,4139,4,4,5
491,4625,7,7,7
491,4626,7,8,8
491,5855,9,10,11
491,5990,6,5,5
491,5991,7,7,7
491,6585,7,8,8
492,2431,12,13,12
492,2743,5,5,5
492,3593,5,5,5
492,3599,7,8,8
492,4619,8,9,9
492,4654,6,6,6
492,5043,6,6,7
492,5122,3,3,3
492,5780,6,6,7
492,6876,6,6,6
492,6943,7,8,8
492,6975,11,12,10
494,3110,4,4,3
494,4053,6,6,6
494,4054,6,6,6
494,4413,4,4,4
494,4607,6,7,7
494,5408,6,5,6
494,5695,5,5,5
494,5697,4,4,4
494,5767,4,4,4
494,5804,5,4,4
494,6390,5,4,5
494,6470,7,5,5
496,2840,7,7,8
496,3646,20,10,10
496,3713,6,6,6
496,3724,9,9,10
496,3899,7,7,6
496,4519,8,6,5
496,4525,12,11,11
496,4530,7,5,5
496,5279,13,13,12
496,5291,10,11,12
496,5378,7,7,7
496,6174,6,6,6
497,2328,6,6,5
497,2465,10,11,12
497,2699,5,5,6
497,2731,5,5,5
497,3338,8,7,8
497,3628,8,9,9
497,4145,9,8,7
497,4206,7,14,13
497,4443,6,6,7
497,4445,4,4,4
497,4452,5,5,5
497,5371,7,7,8
497,5813,4,2,2
497,7339,6,7,8
498,3603,5,5,5
498,3605,14,14,15
498,3614,6,5,5
498,3622,6,7,6
498,3959,6,5,6
498,4524,9,9,10
498,5135,8,8,9
498,5183,4,4,4
498,5297,5,5,6
498,5467,6,7,7
498,5734,6,7,8
498,5908,8,9,9
499,3359,5,4,4
499,3504,4,4,5
499,4148,4,3,3
499,4432,5,5,6
499,4848,3,3,4
499,6962,7,6,6
499,7004,7,6,6
499,7062,6,5,5
499,7146,11,10,10
499,7180,7,7,7
499,7296,6,5,5
499,7304,5,5,6
499,7315,5,6,6
500,2414,4,2,2
500,3411,5,5,5
500,3456,7,7,7
500,3600,6,5,5
500,4147,0.5,0.5,0.5
500,4157,5,3,4
500,4545,13,14,13
500,5829,6,8,8
500,7222,6,5,5
500,7235,11,11,9
500,7334,6,6,7
500,7337,5,6,5
500,7340,7,7,8
502,3156,13,9,8
502,3157,7,7,7
502,3299,12,13,12
502,3330,9,9,9
502,3880,7,6,7
502,4184,17,16,17
502,4220,6,4,4
502,4388,6,6,5
502,5754,4,4,4
502,5755,7,7,7
502,6226,12,11,12
502,6798,14,13,14
502,6936,5,5,6
502,7174,5,4,4
502,7177,7,7,6
503,140,30,32,35
503,163,17,17,19
503,214,26,25,28
503,236,8,8,9
503,249,17,18,17
503,275,25,28,30
503,285,14,17,18
503,288,17,17,18
503,364,15,14,16
504,2974,6,6,7
504,2995,3,2,2
504,3198,4,4,4
504,3199,5,6,6
504,3287,6,6,6
504,3521,6,5,6
504,3574,4,3,3
504,4104,6,6,6
504,4182,3,3,3
504,4453,4,4,4
504,5657,4,4,4
504,5963,7,7,7
504,6078,3,3,3
504,6851,3,3,3
504,6966,3,4,4
505,500,72,80,79
505,512,103,114,119
505,964,75,84,84
505,1015,66,72,76
505,2201,79,89,107
505,2612,91,96,94
505,3136,62,69,73
505,3763,64,71,73
505,5717,47,52,56
505,5947,43,48,51
506,508,17,18,16
506,1126,6,6,7
506,1154,9,4,5
506,1198,9,8,9
506,2864,10,11,12
