Market #,REGION,Store #,Status,Trend,First_Carrier_Assigned,Service_Type,Weeks With Status,Max_WM_WK_ID,OTD - Last 4 Weeks,OTP - Last 4 Weeks,OWT - Last 4 weeks,Express_Cancel-Rate -Last 4 Weeks,OTD The Latest Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
379,47,3867,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,79.30%,61%,8.11,5.70%,75.30%,67.80%,83.50%,88.00%
380,47,1308,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,61.80%,45%,7.71,2.50%,58.70%,43.30%,83.00%,63.30%
27,3,2615,At Risk,Degrading,POINTPICKUP,Standard & Express,4,202150,77.60%,70%,7.32,5.60%,82.30%,79.70%,84.60%,64.00%
27,3,2615,At Risk,Degrading,SPARK,Standard & Express,4,202150,79.80%,70%,7.32,,81.70%,78.70%,89.20%,69.10%
101,3,767,At Risk,Degrading,DOORDASH,Standard & Express,6,202150,86.80%,68%,6.96,5.50%,90.00%,88.80%,95.90%,73.50%
32,3,1367,At Risk,Degrading,SPARK,Standard & Express,5,202150,84.00%,71%,6.15,5.30%,86.70%,92.00%,87.70%,69.00%
32,3,2733,At Risk,Degrading,SPARK,Standard & Express,4,202150,87.10%,82%,5.61,2.20%,85.30%,85.00%,87.90%,90.90%
32,3,3750,At Risk,Degrading,SPARK,Standard & Express,5,202150,70.10%,54%,10,2.10%,56.80%,74.90%,85.70%,64.30%
16,3,5363,At Risk,Degrading,POINTPICKUP,Standard & Express,4,202150,82.00%,66%,10.58,12.40%,87.60%,80.60%,81.70%,77.10%
16,3,614,At Risk,Degrading,SPARK,Standard & Express,5,202150,90.10%,73%,8.75,3.40%,89.90%,93.60%,88.30%,89.20%
202,19,2620,At Risk,Degrading,SPARK,Standard & Express,5,202150,84.80%,76%,6.99,19.00%,82.60%,80.00%,95.20%,82.50%
201,19,3436,At Risk,Degrading,POINTPICKUP,Standard & Express,6,202150,79.30%,78%,7.19,18.30%,76.70%,77.00%,90.50%,73.80%
203,19,5893,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,72.30%,66%,10.25,4.60%,59.60%,63.10%,90.30%,74.50%
203,19,5893,At Risk,Degrading,SPARK,Standard & Express,4,202150,74.10%,72%,10.25,,63.40%,65.50%,87.40%,80.60%
206,19,2618,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,79.50%,69%,8.66,3.90%,81.80%,86.80%,82.70%,64.30%
206,19,2618,At Risk,Degrading,SPARK,Standard & Express,5,202150,84.10%,89%,8.66,,84.10%,,,
238,19,2817,At Risk,Degrading,DOORDASH,Standard & Express,6,202150,86.80%,54%,9.63,7.90%,74.70%,90.80%,87.80%,90.70%
238,19,2817,At Risk,Degrading,SPARK,Standard & Express,6,202150,66.70%,80%,9.63,,75.00%,66.70%,68.20%,64.90%
238,19,2276,At Risk,Degrading,POINTPICKUP,Standard & Express,5,202150,77.20%,58%,8.44,13.90%,76.70%,73.20%,79.90%,79.30%
197,19,5842,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,83.10%,75%,8.86,11.20%,88.20%,72.70%,78.80%,88.90%
197,19,5842,At Risk,Degrading,SPARK,Standard & Express,4,202150,67.00%,78%,8.86,,76.50%,68.90%,54.30%,70.50%
352,44,360,At Risk,Degrading,POINTPICKUP,Express Only,6,202150,90.60%,98%,3.43,12.10%,84.20%,92.30%,100.00%,88.90%
352,44,4241,At Risk,Degrading,POINTPICKUP,Standard & Express,4,202150,84.50%,61%,8.61,15.60%,89.30%,85.00%,87.20%,76.90%
134,13,539,At Risk,Degrading,POINTPICKUP,Standard & Express,6,202150,90.50%,74%,6.86,8.60%,83.80%,95.40%,89.60%,90.00%
143,13,1346,At Risk,Degrading,ROADIE,Standard & Express,5,202150,75.60%,57%,11.78,2.70%,62.70%,73.80%,93.20%,70.50%
128,13,489,At Risk,Degrading,ROADIE,Standard & Express,4,202150,55.70%,40%,11.92,8.20%,45.60%,52.50%,74.80%,45.20%
66,13,651,At Risk,Degrading,POINTPICKUP,Standard & Express,4,202150,76.20%,77%,7.71,14.20%,76.00%,78.50%,88.70%,61.50%
66,13,651,At Risk,Degrading,SPARK,Standard & Express,4,202150,88.30%,80%,7.71,,85.00%,90.10%,89.10%,88.60%
129,13,485,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,82.50%,91%,5.25,3.80%,80.00%,82.40%,81.00%,88.20%
5,12,5703,At Risk,Degrading,POINTPICKUP,Standard & Express,5,202150,83.00%,56%,10.83,9.90%,82.80%,73.20%,87.00%,88.00%
144,12,175,At Risk,Degrading,POSTMATES,Standard & Express,6,202150,66.70%,53%,11.01,,80.00%,33.30%,100.00%,60.00%
144,12,175,At Risk,Degrading,SPARK,Standard & Express,6,202150,86.60%,71%,11.01,5.90%,86.70%,79.30%,93.20%,85.50%
469,60,2722,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,76.40%,71%,7.08,6.00%,86.50%,79.90%,50.70%,88.00%
470,60,5274,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,73.20%,67%,5.24,4.10%,75.80%,69.40%,79.00%,68.80%
264,25,1553,At Risk,Degrading,SPARK,Standard & Express,4,202150,69.80%,71%,8.73,4.00%,67.50%,53.50%,70.70%,84.70%
262,25,844,At Risk,Degrading,DOORDASH,Standard & Express,6,202150,80.70%,74%,7.88,,77.60%,70.70%,86.10%,86.80%
262,25,1307,At Risk,Degrading,POINTPICKUP,Standard & Express,6,202150,84.70%,74%,8.41,26.10%,82.80%,74.10%,92.30%,89.80%
341,25,201,At Risk,Degrading,ROADIE,Standard & Express,6,202150,79.70%,69%,10.24,8.80%,78.60%,88.80%,90.10%,59.80%
266,25,4049,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,79.60%,71%,5.45,4.90%,88.30%,75.50%,75.00%,78.10%
495,59,5646,At Risk,Degrading,SPARK,Standard & Express,4,202150,65.10%,61%,6.18,8.20%,52.80%,42.80%,71.60%,83.80%
275,25,334,At Risk,Degrading,SPARK,Standard & Express,5,202150,80.30%,75%,5.84,8.10%,72.50%,93.20%,60.90%,80.80%
482,25,2787,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,80.10%,72%,8.79,4.50%,73.90%,81.20%,87.40%,79.30%
249,25,1141,At Risk,Degrading,POINTPICKUP,Standard & Express,4,202150,90.90%,80%,6.36,7.30%,87.80%,87.20%,95.70%,93.90%
233,22,2334,At Risk,Degrading,POINTPICKUP,Standard & Express,6,202150,81.40%,72%,6.93,7.10%,82.90%,83.10%,85.40%,74.70%
233,22,2945,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,80.40%,63%,7.79,2.90%,83.00%,67.70%,90.40%,80.30%
233,22,5795,At Risk,Degrading,DOORDASH,Standard & Express,6,202150,75.50%,84%,9.19,3.90%,64.50%,75.90%,87.90%,76.40%
170,22,2446,At Risk,Degrading,POINTPICKUP,Standard & Express,6,202150,82.50%,76%,6.79,10.00%,74.70%,82.70%,92.00%,79.40%
232,22,2255,At Risk,Degrading,SPARK,Standard & Express,4,202150,72.10%,57%,9.43,2.10%,70.60%,83.10%,77.10%,56.80%
165,22,1807,At Risk,Degrading,POSTMATES,Standard & Express,5,202150,79.30%,73%,7.88,5.30%,87.70%,74.60%,82.80%,72.70%
167,22,3541,At Risk,Degrading,DOORDASH,Standard & Express,6,202150,80.40%,71%,8.28,0.80%,73.60%,81.40%,90.30%,78.00%
167,22,4687,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,74.20%,63%,8.34,2.80%,87.00%,55.70%,86.20%,68.10%
315,75,2565,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,70.60%,60%,11.15,4.10%,67.70%,53.80%,89.20%,73.60%
292,75,5880,At Risk,Degrading,POINTPICKUP,Standard & Express,6,202150,81.60%,80%,4.88,7.00%,89.00%,51.80%,90.70%,88.00%
291,75,4638,At Risk,Degrading,POINTPICKUP,Standard & Express,5,202150,86.30%,85%,4.31,11.00%,86.10%,91.60%,87.70%,83.20%
291,75,2136,At Risk,Degrading,POINTPICKUP,Standard & Express,6,202150,74.70%,75%,5.14,10.10%,60.10%,60.80%,80.90%,79.30%
320,75,1544,At Risk,Degrading,POINTPICKUP,Standard & Express,4,202150,83.90%,74%,5.73,7.90%,79.10%,73.50%,93.10%,93.40%
320,75,1544,At Risk,Degrading,SPARK,Standard & Express,4,202150,78.80%,72%,5.73,,58.60%,70.50%,88.70%,94.40%
287,75,1525,At Risk,Degrading,POINTPICKUP,Standard & Express,6,202150,85.70%,74%,6.65,13.10%,87.50%,78.30%,94.10%,82.50%
314,75,1934,At Risk,Degrading,POINTPICKUP,Standard & Express,6,202150,74.60%,85%,4.58,10.00%,59.60%,65.90%,70.20%,95.50%
282,75,1875,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,81.20%,62%,9.96,3.40%,82.60%,75.20%,93.10%,71.30%
282,75,1875,At Risk,Degrading,SPARK,Standard & Express,5,202150,79.70%,69%,9.96,,79.70%,75.40%,87.20%,76.10%
282,75,2279,At Risk,Degrading,DOORDASH,Standard & Express,6,202150,73.20%,54%,9.03,5.20%,81.70%,57.80%,73.30%,75.30%
312,75,1292,At Risk,Degrading,POINTPICKUP,Standard & Express,5,202150,87.30%,88%,5.07,10.60%,89.80%,75.40%,92.00%,93.00%
293,75,3720,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,80.40%,79%,4.84,3.70%,88.60%,79.30%,77.10%,76.30%
293,75,3804,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,77.80%,86%,5.48,5.10%,81.20%,79.20%,75.50%,75.50%
293,75,3804,At Risk,Degrading,SPARK,Standard & Express,5,202150,71.20%,91%,5.48,,84.70%,66.90%,66.00%,65.40%
419,52,1757,At Risk,Degrading,POINTPICKUP,Standard & Express,5,202150,76.20%,84%,4.26,17.20%,63.70%,76.10%,82.00%,83.00%
419,52,1757,At Risk,Degrading,SPARK,Standard & Express,5,202150,70.20%,77%,4.26,,66.90%,71.30%,61.10%,79.90%
423,52,2642,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,88.50%,80%,6.64,3.40%,82.90%,89.00%,90.10%,92.30%
423,52,2642,At Risk,Degrading,SPARK,Standard & Express,5,202150,85.60%,72%,6.64,,82.00%,86.90%,86.30%,89.20%
423,52,3364,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,88.00%,80%,6.29,4.20%,82.30%,86.60%,90.00%,93.00%
423,52,3364,At Risk,Degrading,SPARK,Standard & Express,4,202150,61.00%,66%,6.29,,48.90%,68.70%,66.40%,61.90%
423,52,3513,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,96.90%,71%,5.82,1.60%,96.20%,100.00%,92.00%,98.10%
423,52,3513,At Risk,Degrading,SPARK,Standard & Express,5,202150,81.10%,55%,5.82,,67.10%,90.40%,85.40%,87.90%
422,52,2087,At Risk,Degrading,DOORDASH,Standard & Express,6,202150,77.20%,72%,8.99,11.50%,99.10%,78.80%,88.20%,53.00%
422,52,2087,At Risk,Degrading,SPARK,Standard & Express,6,202150,81.40%,75%,8.99,,80.60%,73.30%,86.50%,84.30%
422,52,2882,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,89.80%,76%,6.3,3.70%,94.60%,82.00%,95.60%,90.70%
422,52,2882,At Risk,Degrading,SPARK,Standard & Express,5,202150,66.10%,55%,6.3,,53.90%,56.40%,81.50%,72.70%
422,52,5625,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,84.60%,76%,7.34,3.40%,79.30%,84.30%,86.70%,88.80%
304,4,1064,At Risk,Degrading,POINTPICKUP,Standard & Express,5,202150,88.80%,86%,4.33,16.70%,85.00%,91.70%,94.00%,84.80%
304,4,1337,At Risk,Degrading,POINTPICKUP,Express Only,6,202150,80.80%,94%,6.66,23.80%,80.00%,77.80%,83.30%,83.30%
306,4,5879,At Risk,Degrading,POSTMATES,Standard & Express,6,202150,78.70%,62%,10.36,11.20%,72.90%,70.10%,94.70%,82.00%
36,4,3367,At Risk,Degrading,POSTMATES,Standard & Express,6,202150,86.80%,87%,6.81,9.90%,84.90%,88.70%,93.90%,80.80%
29,4,1383,At Risk,Degrading,POINTPICKUP,Standard & Express,6,202150,89.00%,83%,5.82,6.50%,85.60%,90.00%,94.70%,86.50%
305,4,1464,At Risk,Degrading,POSTMATES,Standard & Express,6,202150,76.30%,66%,9.68,10.70%,80.00%,72.50%,82.70%,67.10%
235,20,2019,At Risk,Degrading,POINTPICKUP,Standard & Express,5,202150,89.20%,85%,6.65,11.50%,89.30%,90.20%,93.90%,83.20%
235,20,2019,At Risk,Degrading,SPARK,Standard & Express,5,202150,91.00%,81%,6.65,,88.80%,88.00%,95.70%,92.70%
316,20,2576,At Risk,Degrading,POINTPICKUP,Standard & Express,4,202150,78.10%,74%,6.97,13.30%,71.80%,72.40%,89.40%,77.30%
73,46,2891,At Risk,Degrading,POINTPICKUP,Standard & Express,4,202150,58.00%,62%,10.27,27.90%,36.50%,40.30%,82.00%,62.20%
71,46,821,At Risk,Degrading,DOORDASH,Standard & Express,6,202150,84.50%,66%,9.94,3.50%,79.90%,81.30%,93.90%,83.70%
71,46,927,At Risk,Degrading,POINTPICKUP,Express Only,4,202150,79.50%,85%,8.15,34.90%,62.50%,94.10%,71.40%,71.40%
367,46,1149,At Risk,Degrading,POINTPICKUP,Standard & Express,6,202150,86.50%,77%,6.53,8.70%,86.70%,83.80%,92.20%,84.70%
367,46,1149,At Risk,Degrading,SPARK,Standard & Express,6,202150,79.90%,76%,6.53,,92.60%,57.40%,88.10%,79.40%
190,17,5240,At Risk,Degrading,POINTPICKUP,Standard & Express,5,202150,93.40%,95%,3.06,2.70%,89.80%,92.70%,93.60%,98.50%
190,17,5240,At Risk,Degrading,SPARK,Standard & Express,5,202150,82.20%,76%,3.06,,71.20%,88.30%,97.40%,80.30%
226,17,2368,At Risk,Degrading,DOORDASH,Standard & Express,6,202150,76.30%,64%,10.96,,37.50%,77.60%,73.10%,90.00%
226,17,2368,At Risk,Degrading,SPARK,Standard & Express,6,202150,88.40%,80%,10.96,,100.00%,86.90%,81.00%,97.40%
228,17,1656,At Risk,Degrading,POSTMATES,Standard & Express,4,202150,79.70%,66%,8.66,4.10%,75.10%,84.20%,79.50%,81.00%
228,17,1656,At Risk,Degrading,SPARK,Standard & Express,4,202150,79.90%,69%,8.66,,72.50%,79.50%,80.40%,89.50%
228,17,2597,At Risk,Degrading,POINTPICKUP,Express Only,5,202150,72.20%,98%,8.43,29.70%,46.20%,90.00%,100.00%,77.80%
175,17,2294,At Risk,Degrading,POSTMATES,Standard & Express,4,202150,74.70%,95%,3.42,12.00%,69.10%,87.10%,77.90%,72.80%
175,17,2651,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,67.00%,57%,9.82,4.70%,40.40%,69.00%,63.40%,97.70%
24,2,4436,At Risk,Degrading,ROADIE,Standard & Express,5,202150,74.00%,56%,9.26,1.00%,56.10%,78.40%,89.00%,73.10%
122,2,1194,At Risk,Degrading,POINTPICKUP,Standard & Express,6,202150,84.90%,75%,5.1,12.40%,83.60%,83.20%,94.90%,77.70%
19,2,3402,At Risk,Degrading,ROADIE,Standard & Express,4,202150,82.50%,74%,9.95,7.90%,80.50%,80.70%,91.20%,76.20%
26,2,937,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,86.80%,77%,6.52,2.70%,85.00%,89.20%,93.40%,80.30%
23,2,1578,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,80.60%,72%,7,1.90%,77.40%,72.60%,87.30%,85.10%
123,2,2310,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,50.80%,37%,12.09,18.20%,51.20%,41.80%,63.10%,41.90%
123,2,2310,At Risk,Degrading,SPARK,Standard & Express,4,202150,63.10%,55%,12.09,,57.50%,67.30%,66.50%,63.50%
22,2,594,At Risk,Degrading,POSTMATES,Standard & Express,5,202150,83.70%,73%,7.42,3.60%,86.00%,90.10%,85.10%,71.10%
22,2,1488,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,87.30%,73%,6.83,5.00%,88.50%,83.20%,94.70%,83.30%
22,2,1488,At Risk,Degrading,SPARK,Standard & Express,5,202150,76.20%,67%,6.83,,82.80%,77.30%,74.30%,72.00%
25,2,780,At Risk,Degrading,DOORDASH,Standard & Express,6,202150,84.60%,72%,10.78,5.40%,84.70%,96.20%,88.60%,70.50%
25,2,3388,At Risk,Degrading,ROADIE,Standard & Express,5,202150,78.50%,59%,8.73,2.00%,76.50%,66.20%,77.10%,88.30%
25,2,3388,At Risk,Degrading,SPARK,Standard & Express,5,202150,84.20%,63%,8.73,,71.00%,91.00%,85.40%,90.50%
503,6,285,At Risk,Degrading,POINTPICKUP,Standard & Express,4,202150,87.80%,84%,7.06,4.30%,89.90%,83.20%,90.60%,87.10%
503,6,285,At Risk,Degrading,SPARK,Standard & Express,4,202150,81.70%,77%,7.06,,84.90%,79.70%,86.30%,74.50%
503,6,140,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,78.40%,72%,7.85,3.50%,77.40%,72.20%,84.30%,79.30%
503,6,140,At Risk,Degrading,SPARK,Standard & Express,4,202150,73.90%,68%,7.85,,71.70%,64.70%,87.60%,73.90%
68,6,400,At Risk,Degrading,SPARK,Standard & Express,5,202150,65.80%,59%,11.14,5.00%,87.80%,48.60%,76.30%,44.60%
77,6,290,At Risk,Degrading,SPARK,Standard & Express,4,202150,88.50%,98%,4.36,,79.30%,100.00%,87.50%,94.40%
65,6,1409,At Risk,Degrading,SPARK,Standard & Express,4,202150,79.90%,80%,7.79,3.10%,80.80%,73.40%,89.70%,75.50%
59,6,4298,At Risk,Degrading,SPARK,Standard & Express,4,202150,63.40%,68%,9.75,3.80%,71.60%,49.90%,62.70%,65.60%
63,6,5959,At Risk,Degrading,SPARK,Standard & Express,4,202150,84.40%,98%,3.86,4.50%,87.00%,85.30%,85.70%,79.80%
326,42,7,At Risk,Degrading,DOORDASH,Standard & Express,5,202150,77.30%,60%,7.99,2.90%,68.10%,82.60%,91.30%,69.30%
396,57,1584,At Risk,Degrading,SPARK,Standard & Express,4,202150,68.80%,62%,8.57,6.90%,58.80%,51.20%,76.90%,87.30%
462,57,3464,At Risk,Degrading,POSTMATES,Standard & Express,6,202150,81.80%,63%,8.36,2.10%,85.30%,86.40%,82.20%,70.00%
458,57,5023,At Risk,Degrading,POINTPICKUP,Standard & Express,5,202150,89.50%,89%,5.91,7.70%,88.40%,88.50%,92.30%,88.90%
448,57,5686,At Risk,Degrading,POSTMATES,Standard & Express,5,202150,90.00%,83%,5.58,3.80%,88.00%,95.90%,92.50%,82.40%
484,57,5954,At Risk,Degrading,POINTPICKUP,Standard & Express,6,202150,85.50%,96%,5.44,5.90%,86.10%,92.80%,81.50%,79.70%
427,54,4352,At Risk,Degrading,POINTPICKUP,Standard & Express,4,202150,80.10%,84%,6.19,6.10%,81.20%,71.40%,82.90%,84.60%
427,54,4352,At Risk,Degrading,SPARK,Standard & Express,4,202150,77.10%,74%,6.19,,70.50%,74.20%,76.50%,85.70%
90,9,4332,At Risk,Degrading,SPARK,Standard & Express,5,202150,86.00%,82%,5.04,5.50%,84.40%,88.90%,86.70%,84.60%
110,9,5671,At Risk,Degrading,SPARK,Standard & Express,4,202150,66.40%,58%,10.69,6.70%,78.10%,65.30%,74.40%,45.10%
92,9,174,At Risk,Degrading,POSTMATES,Standard & Express,4,202150,49.30%,40%,14.67,30.50%,68.00%,57.30%,49.80%,30.70%
92,9,174,At Risk,Degrading,SPARK,Standard & Express,4,202150,48.70%,43%,14.67,,69.00%,57.90%,46.30%,32.40%
92,9,1068,At Risk,Degrading,POSTMATES,Standard & Express,5,202150,69.70%,62%,9.3,5.30%,73.10%,62.80%,80.10%,62.70%
109,9,2987,At Risk,Degrading,POSTMATES,Standard & Express,4,202150,82.10%,78%,7.07,4.00%,89.60%,87.30%,86.50%,62.30%
109,9,5932,At Risk,Degrading,POSTMATES,Standard & Express,5,202150,84.40%,81%,5.3,3.50%,85.20%,82.30%,89.40%,81.60%
438,53,1202,At Risk,Degrading,POINTPICKUP,Standard & Express,4,202150,77.30%,72%,7.25,9.80%,60.40%,86.30%,91.80%,67.00%
438,53,1202,At Risk,Degrading,SPARK,Standard & Express,4,202150,79.50%,65%,7.25,,70.10%,84.80%,89.60%,73.50%
442,53,3247,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,86.90%,75%,4.74,1.00%,87.40%,82.30%,85.50%,93.10%
468,56,2477,At Risk,Degrading,SPARK,Standard & Express,5,202150,73.10%,61%,13.07,2.00%,77.30%,66.50%,65.60%,81.10%
246,21,1734,At Risk,Degrading,SPARK,Standard & Express,4,202150,69.80%,60%,12.59,7.80%,89.10%,64.80%,64.60%,64.30%
247,21,1978,At Risk,Degrading,POINTPICKUP,Express Only,6,202150,69.20%,93%,6.7,41.70%,50.00%,80.00%,66.70%,100.00%
239,21,1745,At Risk,Degrading,POINTPICKUP,Standard & Express,5,202150,83.90%,70%,7.73,9.90%,61.70%,86.80%,95.90%,90.90%
221,21,1504,At Risk,Degrading,SPARK,Standard & Express,5,202150,74.50%,66%,10.33,5.00%,71.80%,76.20%,83.10%,66.90%
217,21,2471,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,88.50%,71%,8.81,2.60%,93.10%,88.50%,86.00%,86.20%
217,21,2471,At Risk,Degrading,SPARK,Standard & Express,4,202150,80.90%,68%,8.81,,81.60%,81.70%,80.80%,79.60%
217,21,3812,At Risk,Degrading,DOORDASH,Standard & Express,6,202150,82.80%,75%,9.75,8.80%,80.40%,79.50%,88.60%,83.30%
217,21,3812,At Risk,Degrading,SPARK,Standard & Express,6,202150,75.70%,74%,9.75,,67.10%,77.30%,81.00%,78.10%
223,21,2124,At Risk,Degrading,SPARK,Standard & Express,5,202150,87.40%,74%,7.94,1.80%,82.90%,89.00%,89.90%,87.30%
223,21,5409,At Risk,Degrading,DOORDASH,Standard & Express,6,202150,78.90%,62%,9.09,4.80%,68.80%,73.40%,80.60%,90.40%
225,21,3749,At Risk,Degrading,DOORDASH,Standard & Express,4,202150,90.10%,76%,5.44,9.50%,84.80%,93.00%,95.80%,88.50%
225,21,3749,At Risk,Degrading,SPARK,Standard & Express,4,202150,88.40%,76%,5.44,,85.60%,92.30%,95.50%,83.90%
218,21,1564,At Risk,Degrading,POINTPICKUP,Standard & Express,5,202150,85.10%,81%,5.39,17.60%,81.90%,84.30%,91.50%,83.40%
259,41,591,At Risk,Recovering,POINTPICKUP,Express Only,4,202150,77.30%,97%,4.29,28.60%,100.00%,100.00%,83.30%,60.00%
260,41,719,At Risk,Recovering,POINTPICKUP,Standard & Express,4,202150,91.70%,82%,7.06,2.10%,90.20%,88.30%,96.30%,92.10%
14,14,1224,At Risk,Recovering,POSTMATES,Standard & Express,4,202150,84.70%,63%,9.01,1.20%,99.20%,91.20%,90.40%,55.10%
1,14,866,At Risk,Recovering,POINTPICKUP,Standard & Express,5,202150,86.50%,72%,7.96,0.80%,93.30%,80.90%,91.60%,83.10%
1,14,866,At Risk,Recovering,SPARK,Standard & Express,5,202150,93.80%,91%,7.96,,93.80%,,,
1,14,1212,At Risk,Recovering,POINTPICKUP,Standard & Express,4,202150,91.10%,91%,6.37,5.70%,94.10%,90.90%,95.70%,84.60%
299,26,1237,At Risk,Recovering,POINTPICKUP,Standard & Express,6,202150,86.70%,94%,4.91,17.30%,91.40%,84.60%,91.50%,80.30%
380,47,1252,At Risk,Recovering,DOORDASH,Standard & Express,5,202150,89.50%,81%,4.31,3.30%,97.20%,77.70%,97.30%,89.00%
380,47,1252,At Risk,Recovering,SPARK,Standard & Express,5,202150,78.10%,84%,4.31,,92.20%,64.80%,75.90%,83.20%
94,3,563,At Risk,Recovering,DOORDASH,Standard & Express,4,202150,92.60%,87%,3.9,3.50%,93.80%,95.40%,95.80%,85.40%
16,3,932,At Risk,Recovering,ROADIE,Standard & Express,4,202150,86.90%,86%,8.08,4.50%,95.00%,89.50%,90.10%,76.70%
206,19,3487,At Risk,Recovering,DOORDASH,Standard & Express,4,202150,78.00%,65%,9.97,5.00%,96.20%,100.00%,75.60%,69.90%
345,44,41,At Risk,Recovering,DOORDASH,Standard & Express,4,202150,88.90%,76%,5.31,,98.60%,73.10%,97.30%,89.10%
130,13,839,At Risk,Recovering,DOORDASH,Standard & Express,4,202150,73.60%,64%,10.99,8.80%,93.30%,90.40%,72.60%,48.40%
467,60,3850,At Risk,Recovering,SPARK,Standard & Express,5,202150,64.90%,72%,4.99,7.10%,92.70%,53.80%,19.20%,72.30%
467,60,3218,At Risk,Recovering,DOORDASH,Standard & Express,6,202150,72.20%,54%,6.5,1.60%,95.60%,66.80%,41.90%,87.60%
580,25,1676,At Risk,Recovering,POINTPICKUP,Express Only,6,202150,94.60%,97%,6.15,5.70%,100.00%,96.00%,96.40%,83.30%
495,59,5645,At Risk,Recovering,DOORDASH,Standard Only,6,202150,87.30%,76%,4.78,,92.10%,76.80%,88.10%,91.10%
281,75,3489,At Risk,Recovering,POSTMATES,Standard & Express,6,202150,88.60%,76%,6.55,25.40%,92.70%,87.60%,94.90%,78.70%
281,75,3489,At Risk,Recovering,SPARK,Standard & Express,6,202150,74.60%,78%,6.55,,90.00%,84.20%,85.40%,53.80%
281,75,3780,At Risk,Recovering,POINTPICKUP,Standard & Express,6,202150,87.20%,92%,6.12,14.20%,92.10%,89.10%,87.40%,81.00%
284,75,1741,At Risk,Recovering,POINTPICKUP,Standard & Express,5,202150,83.50%,60%,8.36,6.80%,90.40%,65.80%,89.60%,84.80%
283,75,2194,At Risk,Recovering,POSTMATES,Express Only,5,202150,82.10%,95%,10.96,8.20%,100.00%,68.80%,66.70%,92.30%
282,75,2435,At Risk,Recovering,POINTPICKUP,Express Only,6,202150,75.00%,81%,5.83,12.50%,100.00%,0.00%,66.70%,83.30%
312,75,1652,At Risk,Recovering,POINTPICKUP,Standard & Express,4,202150,86.40%,87%,4.91,11.90%,90.20%,72.80%,93.20%,91.10%
418,52,2827,At Risk,Recovering,DOORDASH,Standard & Express,4,202150,89.90%,80%,5.43,2.60%,95.10%,88.50%,92.90%,83.50%
423,52,1472,At Risk,Recovering,POINTPICKUP,Standard & Express,4,202150,87.00%,78%,3.88,13.30%,93.60%,82.80%,84.30%,88.80%
42,4,4237,At Risk,Recovering,POSTMATES,Standard & Express,4,202150,81.10%,72%,8.68,6.40%,94.30%,79.00%,89.40%,59.30%
235,20,2281,At Risk,Recovering,DOORDASH,Standard & Express,6,202150,92.40%,86%,6.91,3.60%,95.50%,88.90%,96.00%,88.80%
235,20,2281,At Risk,Recovering,SPARK,Standard & Express,6,202150,64.50%,89%,6.91,,70.70%,58.50%,68.70%,62.00%
216,20,2209,At Risk,Recovering,ROADIE,Standard & Express,4,202150,89.70%,85%,8.84,10.70%,89.30%,88.30%,92.90%,88.70%
216,20,2209,At Risk,Recovering,SPARK,Standard & Express,4,202150,93.20%,86%,8.84,,92.20%,95.00%,95.60%,90.20%
227,20,3838,At Risk,Recovering,POINTPICKUP,Standard & Express,4,202150,91.60%,93%,4.8,10.50%,96.60%,91.10%,93.90%,84.90%
227,20,3838,At Risk,Recovering,SPARK,Standard & Express,4,202150,91.70%,94%,4.8,,88.10%,93.00%,97.80%,87.90%
360,40,560,At Risk,Recovering,POINTPICKUP,Standard & Express,6,202150,91.10%,88%,4.73,5.00%,89.80%,83.60%,95.90%,94.50%
360,40,560,At Risk,Recovering,SPARK,Standard & Express,6,202150,94.10%,79%,4.73,,91.90%,89.00%,97.50%,98.40%
340,40,5927,At Risk,Recovering,POSTMATES,Standard & Express,4,202150,90.70%,79%,6.81,8.90%,94.00%,87.00%,94.40%,87.30%
