Region,Market,Store Number,Fashion Op Model Tier,Fashion Coach?,Coach Action,Total TL Headcount,Go-Live Week,Fashion Stocking Team Hours
11,137,1124,3,NO,-,4,WK 37,80
11,137,2690,2,YES,MOVE EXISTING,4,WK 37,120
11,137,4187,3,NO,-,4,WK 37,80
11,137,5703,2,YES,MOVE EXISTING,4,WK 37,120
11,138,112,2,YES,MOVE EXISTING,4,WK 37,120
11,138,115,3,NO,-,3,WK 37,80
11,138,183,3,NO,-,3,WK 37,80
11,138,205,2,YES,MOVE EXISTING,4,WK 37,120
11,138,239,3,NO,-,3,WK 37,80
11,138,305,3,NO,-,3,WK 37,80
11,138,411,3,NO,-,2,WK 37,80
11,138,495,2,YES,MOVE EXISTING,4,WK 37,120
11,138,981,1,YES,MOVE EXISTING,4,WK 37,140
11,138,1059,3,NO,-,4,WK 37,80
11,138,1069,3,NO,-,3,WK 37,80
11,138,1271,3,NO,-,4,WK 37,80
11,140,365,2,YES,MOVE EXISTING,4,WK 37,120
11,140,708,2,YES,MOVE EXISTING,4,WK 37,120
11,140,875,2,YES,MOVE EXISTING,4,WK 37,120
11,140,903,3,NO,-,3,WK 37,80
11,140,1710,2,YES,HIRE,4,WK 37,120
11,140,2720,2,YES,MOVE EXISTING,4,WK 37,120
11,140,2755,2,YES,HIRE,4,WK 37,120
11,140,2939,3,NO,-,4,WK 37,80
11,140,3059,3,NO,-,3,WK 37,80
11,140,3060,3,NO,-,3,WK 37,80
11,140,6469,3,NO,-,4,WK 37,80
11,144,175,2,YES,MOVE EXISTING,4,WK 37,120
11,144,848,1,YES,MOVE EXISTING,4,WK 37,140
11,144,1248,2,YES,MOVE EXISTING,4,WK 37,120
11,144,2846,2,YES,MOVE EXISTING,4,WK 37,120
11,144,5196,2,YES,MOVE EXISTING,4,WK 37,120
11,144,5419,3,NO,-,4,WK 37,80
11,144,6964,2,YES,MOVE EXISTING,4,WK 37,120
11,145,94,2,YES,MOVE EXISTING,4,WK 37,120
11,145,950,2,YES,MOVE EXISTING,4,WK 37,120
11,145,1561,2,YES,HIRE,4,WK 37,120
11,145,2322,2,YES,MOVE EXISTING,4,WK 37,120
11,145,4533,3,NO,-,4,WK 37,80
11,145,6807,2,YES,MOVE EXISTING,4,WK 37,120
11,147,161,3,NO,-,3,WK 37,80
11,147,218,3,NO,-,3,WK 37,80
11,147,238,3,NO,-,4,WK 37,80
11,147,268,2,YES,MOVE EXISTING,4,WK 37,120
11,147,393,2,YES,MOVE EXISTING,4,WK 37,120
11,147,466,3,NO,-,3,WK 37,80
11,147,683,2,YES,MOVE EXISTING,4,WK 37,120
11,147,684,2,YES,MOVE EXISTING,4,WK 37,120
11,147,738,3,NO,-,3,WK 37,80
11,147,1115,3,NO,-,3,WK 37,80
11,329,36,2,YES,MOVE EXISTING,4,WK 37,120
11,329,45,1,YES,MOVE EXISTING,4,WK 37,140
11,329,62,2,YES,HIRE,4,WK 37,120
11,329,68,3,NO,-,3,WK 37,80
11,329,70,1,YES,MOVE EXISTING,4,WK 37,140
11,329,74,3,NO,-,3,WK 37,80
11,329,91,3,NO,-,3,WK 37,80
11,329,128,2,YES,HIRE,4,WK 37,120
11,329,190,3,NO,-,4,WK 37,80
11,329,229,3,NO,-,3,WK 37,80
11,329,453,3,NO,-,2,WK 37,80
12,5,306,3,NO,-,4,WK 37,80
12,5,314,3,NO,-,4,WK 37,80
12,5,332,2,YES,MOVE EXISTING,4,WK 37,120
12,5,375,2,YES,MOVE EXISTING,4,WK 37,120
12,5,433,2,YES,MOVE EXISTING,4,WK 37,120
12,5,434,2,YES,HIRE,4,WK 37,120
12,5,681,2,YES,MOVE EXISTING,4,WK 37,120
12,5,712,2,YES,MOVE EXISTING,4,WK 37,120
12,5,5197,3,NO,-,4,WK 37,80
12,5,6878,2,YES,HIRE,4,WK 37,120
12,5,7324,3,NO,-,4,WK 37,80
12,119,477,3,NO,-,4,WK 37,80
12,119,619,3,NO,-,4,WK 37,80
12,119,663,2,YES,HIRE,4,WK 37,120
12,119,698,2,YES,MOVE EXISTING,4,WK 37,120
12,119,1469,2,YES,MOVE EXISTING,4,WK 37,120
12,119,1606,2,YES,MOVE EXISTING,4,WK 37,120
12,119,3659,2,YES,MOVE EXISTING,4,WK 37,120
12,119,3835,2,YES,MOVE EXISTING,4,WK 37,120
12,119,4226,3,NO,-,3,WK 37,80
12,119,5251,2,YES,MOVE EXISTING,4,WK 37,120
12,119,5263,2,YES,MOVE EXISTING,4,WK 37,120
12,120,658,2,YES,HIRE,4,WK 37,120
12,120,669,2,YES,MOVE EXISTING,4,WK 37,120
12,120,756,3,NO,-,3,WK 37,80
12,120,1089,2,YES,HIRE,4,WK 37,120
12,120,1215,2,YES,MOVE EXISTING,4,WK 37,120
12,120,1458,1,YES,MOVE EXISTING,4,WK 37,140
12,120,2988,3,NO,-,4,WK 37,80
12,120,3660,2,YES,HIRE,4,WK 37,120
12,120,5151,2,YES,MOVE EXISTING,4,WK 37,120
12,120,5173,2,YES,MOVE EXISTING,4,WK 37,120
12,121,366,2,YES,MOVE EXISTING,4,WK 37,120
12,121,583,3,NO,-,4,WK 37,80
12,121,587,3,NO,-,4,WK 37,80
12,121,657,2,YES,MOVE EXISTING,4,WK 37,120
12,121,676,2,YES,HIRE,4,WK 37,120
12,121,687,1,YES,MOVE EXISTING,4,WK 37,140
12,121,741,2,YES,MOVE EXISTING,4,WK 37,120
12,121,1194,1,YES,MOVE EXISTING,4,WK 37,140
12,121,1467,3,NO,-,3,WK 37,80
12,121,4166,3,NO,-,3,WK 37,80
12,121,5175,2,YES,MOVE EXISTING,4,WK 37,120
12,122,672,1,YES,MOVE EXISTING,4,WK 37,140
12,122,1318,2,YES,MOVE EXISTING,4,WK 37,120
12,122,1319,2,YES,MOVE EXISTING,4,WK 37,120
12,122,1320,2,YES,MOVE EXISTING,4,WK 37,120
12,122,1466,2,YES,MOVE EXISTING,4,WK 37,120
12,122,2065,1,YES,MOVE EXISTING,4,WK 37,140
12,122,2310,2,YES,MOVE EXISTING,4,WK 37,120
12,122,2932,2,YES,HIRE,4,WK 37,120
12,122,4635,2,YES,MOVE EXISTING,4,WK 37,120
12,123,578,1,YES,MOVE EXISTING,4,WK 37,140
12,123,678,2,YES,HIRE,4,WK 37,120
12,123,680,2,YES,HIRE,4,WK 37,120
12,123,685,1,YES,MOVE EXISTING,4,WK 37,140
12,123,724,2,YES,HIRE,4,WK 37,120
12,123,1159,3,NO,-,3,WK 37,80
12,123,3234,3,NO,-,4,WK 37,80
12,123,4223,2,YES,MOVE EXISTING,4,WK 37,120
12,123,6370,2,YES,HIRE,4,WK 37,120
12,124,599,2,YES,MOVE EXISTING,4,WK 37,120
12,124,620,2,YES,HIRE,4,WK 37,120
12,124,690,2,YES,MOVE EXISTING,4,WK 37,120
12,124,742,2,YES,MOVE EXISTING,4,WK 37,120
12,124,1080,2,YES,MOVE EXISTING,4,WK 37,120
12,124,1694,2,YES,MOVE EXISTING,4,WK 37,120
12,124,2496,3,NO,-,4,WK 37,80
12,124,2749,3,NO,-,3,WK 37,80
12,124,3289,3,NO,-,4,WK 37,80
12,124,3829,2,YES,MOVE EXISTING,4,WK 37,120
12,124,3852,3,NO,-,3,WK 37,80
12,149,264,1,YES,MOVE EXISTING,4,WK 37,140
12,149,304,2,YES,HIRE,4,WK 37,120
12,149,390,3,NO,-,3,WK 37,80
12,149,673,1,YES,MOVE EXISTING,4,WK 37,140
12,149,1075,1,YES,HIRE,4,WK 37,140
12,149,1226,3,NO,-,3,WK 37,80
12,149,3137,3,NO,-,3,WK 37,80
12,149,3495,2,YES,MOVE EXISTING,4,WK 37,120
12,149,4435,2,YES,MOVE EXISTING,4,WK 37,120
12,149,4483,2,YES,MOVE EXISTING,4,WK 37,120
12,152,568,3,NO,-,3,WK 37,80
12,152,671,1,YES,MOVE EXISTING,4,WK 37,140
12,152,674,1,YES,MOVE EXISTING,4,WK 37,140
12,152,695,2,YES,MOVE EXISTING,4,WK 37,120
12,152,710,2,YES,MOVE EXISTING,4,WK 37,120
12,152,879,2,YES,HIRE,4,WK 37,120
12,152,1376,1,YES,MOVE EXISTING,4,WK 37,140
12,152,4414,3,NO,-,3,WK 37,80
12,152,4482,2,YES,HIRE,4,WK 37,120
12,153,192,1,YES,MOVE EXISTING,4,WK 37,140
12,153,272,1,YES,MOVE EXISTING,4,WK 37,140
12,153,659,2,YES,MOVE EXISTING,4,WK 37,120
12,153,688,2,YES,HIRE,4,WK 37,120
12,153,3017,2,YES,MOVE EXISTING,4,WK 37,120
12,153,3717,2,YES,MOVE EXISTING,4,WK 37,120
12,153,5058,2,YES,MOVE EXISTING,4,WK 37,120
12,153,5616,3,NO,-,3,WK 37,80
12,153,7020,2,YES,MOVE EXISTING,4,WK 37,120
14,1,853,2,YES,MOVE EXISTING,4,WK 37,120
14,1,866,1,YES,MOVE EXISTING,4,WK 37,140
14,1,904,2,YES,MOVE EXISTING,4,WK 37,120
14,1,934,3,NO,-,4,WK 37,80
14,1,991,2,YES,MOVE EXISTING,4,WK 37,120
14,1,1212,2,YES,MOVE EXISTING,4,WK 37,120
14,1,2748,2,YES,MOVE EXISTING,4,WK 37,120
14,1,4333,3,NO,-,4,WK 37,80
14,1,4581,3,NO,-,4,WK 37,80
14,1,5174,2,YES,HIRE,4,WK 37,120
14,1,6173,3,NO,-,4,WK 37,80
14,2,562,3,NO,-,4,WK 37,80
14,2,670,1,YES,MOVE EXISTING,4,WK 37,140
14,2,762,2,YES,MOVE EXISTING,4,WK 37,120
14,2,1158,3,NO,-,4,WK 37,80
14,2,1711,2,YES,MOVE EXISTING,4,WK 37,120
14,2,2723,3,NO,-,4,WK 37,80
14,2,5113,2,YES,MOVE EXISTING,4,WK 37,120
14,2,7280,2,YES,MOVE EXISTING,4,WK 37,120
14,3,298,2,YES,HIRE,4,WK 37,120
14,3,300,3,NO,-,4,WK 37,80
14,3,301,2,YES,MOVE EXISTING,4,WK 37,120
14,3,315,3,NO,-,4,WK 37,80
14,3,316,3,NO,-,4,WK 37,80
14,3,691,1,YES,MOVE EXISTING,4,WK 37,140
14,3,1201,2,YES,MOVE EXISTING,4,WK 37,120
14,3,2713,2,YES,MOVE EXISTING,4,WK 37,120
14,3,3386,3,NO,-,4,WK 37,80
14,3,5126,3,NO,-,4,WK 37,80
14,7,604,1,YES,MOVE EXISTING,4,WK 37,140
14,7,723,2,YES,MOVE EXISTING,4,WK 37,120
14,7,734,2,YES,MOVE EXISTING,4,WK 37,120
14,7,740,3,NO,-,4,WK 37,80
14,7,1063,3,NO,-,3,WK 37,80
14,7,1091,2,YES,MOVE EXISTING,4,WK 37,120
14,7,1134,2,YES,MOVE EXISTING,4,WK 37,120
14,7,1462,3,NO,-,4,WK 37,80
14,7,1638,3,NO,-,4,WK 37,80
14,7,2114,3,NO,-,4,WK 37,80
14,7,2534,2,YES,MOVE EXISTING,4,WK 37,120
14,8,424,2,YES,MOVE EXISTING,4,WK 37,120
14,8,483,2,YES,MOVE EXISTING,4,WK 37,120
14,8,700,2,YES,MOVE EXISTING,4,WK 37,120
14,8,930,2,YES,MOVE EXISTING,4,WK 37,120
14,8,938,2,YES,MOVE EXISTING,4,WK 37,120
14,8,1101,2,YES,MOVE EXISTING,4,WK 37,120
14,8,4318,2,YES,MOVE EXISTING,4,WK 37,120
14,8,4407,2,YES,MOVE EXISTING,4,WK 37,120
14,8,5348,2,YES,MOVE EXISTING,4,WK 37,120
14,10,329,2,YES,MOVE EXISTING,4,WK 37,120
14,10,355,2,YES,MOVE EXISTING,4,WK 37,120
14,10,356,2,YES,MOVE EXISTING,4,WK 37,120
14,10,432,3,NO,-,3,WK 37,80
14,10,726,3,NO,-,4,WK 37,80
14,10,730,2,YES,MOVE EXISTING,4,WK 37,120
14,10,733,2,YES,HIRE,4,WK 37,120
14,10,809,2,YES,MOVE EXISTING,4,WK 37,120
14,10,863,3,NO,-,3,WK 37,80
14,10,1057,3,NO,-,3,WK 37,80
14,13,423,2,YES,HIRE,4,WK 37,120
14,13,1229,2,YES,MOVE EXISTING,4,WK 37,120
14,13,1481,2,YES,MOVE EXISTING,4,WK 37,120
14,13,2111,2,YES,MOVE EXISTING,4,WK 37,120
14,13,3271,2,YES,MOVE EXISTING,4,WK 37,120
14,13,4330,2,YES,HIRE,4,WK 37,120
14,13,4497,2,YES,MOVE EXISTING,4,WK 37,120
14,13,5262,2,YES,HIRE,4,WK 37,120
14,14,990,1,YES,MOVE EXISTING,4,WK 37,140
14,14,1174,3,NO,-,3,WK 37,80
14,14,1222,1,YES,HIRE,4,WK 37,140
14,14,1224,2,YES,MOVE EXISTING,4,WK 37,120
14,14,1493,3,NO,-,3,WK 37,80
14,14,1605,2,YES,MOVE EXISTING,4,WK 37,120
14,14,1620,2,YES,HIRE,4,WK 37,120
14,14,2533,2,YES,MOVE EXISTING,4,WK 37,120
14,14,2739,3,NO,-,4,WK 37,80
14,14,2760,3,NO,-,3,WK 37,80
14,14,3484,2,YES,HIRE,4,WK 37,120
14,14,3785,3,NO,-,3,WK 37,80
14,14,7247,3,NO,-,3,WK 37,80
14,15,818,1,YES,MOVE EXISTING,4,WK 37,140
14,15,919,1,YES,HIRE,4,WK 37,140
14,15,944,2,YES,MOVE EXISTING,4,WK 37,120
14,15,1032,2,YES,MOVE EXISTING,4,WK 37,120
14,15,1207,2,YES,MOVE EXISTING,4,WK 37,120
14,15,1362,1,YES,MOVE EXISTING,4,WK 37,140
14,15,3075,2,YES,HIRE,4,WK 37,120
14,15,3119,2,YES,MOVE EXISTING,4,WK 37,120
14,15,3439,2,YES,HIRE,4,WK 37,120
14,15,5845,2,YES,HIRE,4,WK 37,120
14,15,5872,3,NO,-,4,WK 37,80
14,16,494,2,YES,MOVE EXISTING,4,WK 37,120
14,16,614,1,YES,HIRE,4,WK 37,140
14,16,932,1,YES,MOVE EXISTING,4,WK 37,140
14,16,1112,2,YES,HIRE,4,WK 37,120
14,16,1284,1,YES,MOVE EXISTING,4,WK 37,140
14,16,1311,2,YES,HIRE,4,WK 37,120
14,16,1338,2,YES,HIRE,4,WK 37,120
14,16,3461,1,YES,MOVE EXISTING,4,WK 37,140
14,16,4200,2,YES,MOVE EXISTING,4,WK 37,120
14,16,4283,2,YES,HIRE,4,WK 37,120
14,16,5363,2,YES,MOVE EXISTING,4,WK 37,120
7,70,600,3,NO,-,4,WK 37,80
7,70,755,1,YES,MOVE EXISTING,4,WK 37,140
7,70,793,3,NO,-,4,WK 37,80
7,70,812,2,YES,HIRE,4,WK 37,120
7,70,822,2,YES,MOVE EXISTING,4,WK 37,120
7,70,900,3,NO,-,3,WK 37,80
7,70,1516,3,NO,-,4,WK 37,80
7,70,3383,2,YES,MOVE EXISTING,4,WK 37,120
7,70,3384,3,NO,-,4,WK 37,80
7,70,5216,2,YES,MOVE EXISTING,4,WK 37,120
7,71,549,1,YES,MOVE EXISTING,4,WK 37,140
7,71,821,2,YES,MOVE EXISTING,4,WK 37,120
7,71,861,1,YES,HIRE,4,WK 37,140
7,71,927,2,YES,HIRE,4,WK 37,120
7,71,945,1,YES,HIRE,4,WK 37,140
7,71,1051,3,NO,-,4,WK 37,80
7,71,2653,3,NO,-,4,WK 37,80
7,71,3826,2,YES,MOVE EXISTING,4,WK 37,120
7,71,4299,1,YES,MOVE EXISTING,4,WK 37,140
7,71,6898,2,YES,MOVE EXISTING,4,WK 37,120
7,73,513,2,YES,MOVE EXISTING,4,WK 37,120
7,73,537,1,YES,MOVE EXISTING,4,WK 37,140
7,73,608,1,YES,MOVE EXISTING,4,WK 37,140
7,73,626,3,NO,-,3,WK 37,80
7,73,897,3,NO,-,4,WK 37,80
7,73,898,3,NO,-,3,WK 37,80
7,73,2891,1,YES,MOVE EXISTING,4,WK 37,140
7,73,3645,1,YES,MOVE EXISTING,4,WK 37,140
7,74,438,3,NO,-,3,WK 37,80
7,74,535,1,YES,MOVE EXISTING,4,WK 37,140
7,74,536,1,YES,MOVE EXISTING,4,WK 37,140
7,74,601,2,YES,HIRE,4,WK 37,120
7,74,1078,3,NO,-,2,WK 37,80
7,74,1249,2,YES,HIRE,4,WK 37,120
7,74,1257,3,NO,-,3,WK 37,80
7,74,1272,3,NO,-,3,WK 37,80
7,74,3381,3,NO,-,3,WK 37,80
7,74,7281,2,YES,HIRE,4,WK 37,120
7,77,290,3,NO,-,3,WK 37,80
7,77,465,2,YES,HIRE,4,WK 37,120
7,77,478,3,NO,-,2,WK 37,80
7,77,757,2,YES,HIRE,4,WK 37,120
7,77,901,2,YES,MOVE EXISTING,4,WK 37,120
7,77,1313,1,YES,MOVE EXISTING,4,WK 37,140
7,77,3112,2,YES,HIRE,4,WK 37,120
7,77,3279,1,YES,MOVE EXISTING,4,WK 37,140
7,77,4103,3,NO,-,3,WK 37,80
7,77,5144,2,YES,MOVE EXISTING,4,WK 37,120
7,77,5245,1,YES,MOVE EXISTING,4,WK 37,140
7,81,381,1,YES,HIRE,4,WK 37,140
7,81,407,1,YES,MOVE EXISTING,4,WK 37,140
7,81,476,3,NO,-,3,WK 37,80
7,81,781,1,YES,MOVE EXISTING,4,WK 37,140
7,81,813,2,YES,MOVE EXISTING,4,WK 37,120
7,81,917,3,NO,-,3,WK 37,80
7,81,1073,3,NO,-,3,WK 37,80
7,81,1232,2,YES,HIRE,4,WK 37,120
7,81,1303,1,YES,MOVE EXISTING,4,WK 37,140
7,81,3319,1,YES,MOVE EXISTING,4,WK 37,140
7,81,6286,2,YES,MOVE EXISTING,4,WK 37,120
7,82,1129,2,YES,MOVE EXISTING,4,WK 37,120
7,82,1253,1,YES,MOVE EXISTING,4,WK 37,140
7,82,2133,1,YES,MOVE EXISTING,4,WK 37,140
7,82,2991,1,YES,MOVE EXISTING,4,WK 37,140
7,82,4130,2,YES,HIRE,4,WK 37,120
7,82,4163,2,YES,HIRE,4,WK 37,120
7,82,4219,2,YES,HIRE,4,WK 37,120
7,82,4554,3,NO,-,3,WK 37,80
7,82,5317,1,YES,MOVE EXISTING,4,WK 37,140
7,83,77,2,YES,HIRE,4,WK 37,120
7,83,280,3,NO,-,3,WK 37,80
7,83,475,1,YES,MOVE EXISTING,4,WK 37,140
7,83,1185,1,YES,MOVE EXISTING,4,WK 37,140
7,83,3169,2,YES,HIRE,4,WK 37,120
7,83,3170,3,NO,-,3,WK 37,80
7,83,3569,1,YES,MOVE EXISTING,4,WK 37,140
7,83,5479,2,YES,MOVE EXISTING,4,WK 37,120
7,83,5480,1,YES,MOVE EXISTING,4,WK 37,140
7,86,999,1,YES,HIRE,4,WK 37,140
7,86,1235,3,NO,-,3,WK 37,80
7,86,2239,1,YES,HIRE,4,WK 37,140
7,86,2599,1,YES,HIRE,4,WK 37,140
7,86,3058,1,YES,MOVE EXISTING,4,WK 37,140
7,86,3106,1,YES,MOVE EXISTING,4,WK 37,140
7,86,3888,1,YES,MOVE EXISTING,4,WK 37,140
7,86,4102,3,NO,-,3,WK 37,80
7,86,5145,1,YES,MOVE EXISTING,4,WK 37,140
7,88,443,3,NO,-,4,WK 37,80
7,88,447,1,YES,MOVE EXISTING,4,WK 37,140
7,88,461,1,YES,MOVE EXISTING,4,WK 37,140
7,88,554,1,YES,MOVE EXISTING,4,WK 37,140
7,88,782,2,YES,MOVE EXISTING,4,WK 37,120
7,88,1046,3,NO,-,2,WK 37,80
7,88,3518,1,YES,MOVE EXISTING,4,WK 37,140
7,88,3623,2,YES,MOVE EXISTING,4,WK 37,120
7,88,5713,1,YES,MOVE EXISTING,4,WK 37,140
7,505,500,1,YES,MOVE EXISTING,4,WK 37,140
7,505,512,1,YES,HIRE,4,WK 37,140
7,505,964,1,YES,HIRE,4,WK 37,140
7,505,1015,1,YES,MOVE EXISTING,4,WK 37,140
7,505,2201,1,YES,HIRE,4,WK 37,140
7,505,2612,1,YES,MOVE EXISTING,4,WK 37,140
7,505,3136,1,YES,MOVE EXISTING,4,WK 37,140
7,505,3763,1,YES,MOVE EXISTING,4,WK 37,140
7,505,5717,1,YES,MOVE EXISTING,4,WK 37,140
7,505,5947,2,YES,HIRE,4,WK 37,120
7,506,508,1,YES,MOVE EXISTING,4,WK 37,140
7,506,1126,2,YES,MOVE EXISTING,4,WK 37,120
7,506,1154,2,YES,HIRE,4,WK 37,120
7,506,1198,1,YES,MOVE EXISTING,4,WK 37,140
7,506,2864,1,YES,MOVE EXISTING,4,WK 37,140
7,506,3056,2,YES,MOVE EXISTING,4,WK 37,120
7,506,3057,2,YES,MOVE EXISTING,4,WK 37,120
7,506,3107,3,NO,-,4,WK 37,80
7,506,4131,2,YES,HIRE,4,WK 37,120
7,506,4162,2,YES,MOVE EXISTING,4,WK 37,120
7,506,5146,2,YES,MOVE EXISTING,4,WK 37,120
13,46,146,3,NO,-,4,WK 37,80
13,46,165,2,YES,MOVE EXISTING,4,WK 37,120
13,46,180,2,YES,HIRE,4,WK 37,120
13,46,345,2,YES,MOVE EXISTING,4,WK 37,120
13,46,398,2,YES,MOVE EXISTING,4,WK 37,120
13,46,399,2,YES,HIRE,4,WK 37,120
13,46,523,3,NO,-,3,WK 37,80
13,46,572,2,YES,HIRE,4,WK 37,120
13,46,918,2,YES,MOVE EXISTING,4,WK 37,120
13,46,3828,2,YES,HIRE,4,WK 37,120
13,66,283,3,NO,-,3,WK 37,80
13,66,331,2,YES,MOVE EXISTING,4,WK 37,120
13,66,383,3,NO,-,4,WK 37,80
13,66,384,3,NO,-,4,WK 37,80
13,66,408,1,YES,MOVE EXISTING,4,WK 37,140
13,66,449,2,YES,HIRE,4,WK 37,120
13,66,457,2,YES,MOVE EXISTING,4,WK 37,120
13,66,469,2,YES,MOVE EXISTING,4,WK 37,120
13,66,521,2,YES,HIRE,4,WK 37,120
13,66,651,1,YES,MOVE EXISTING,4,WK 37,140
13,66,777,2,YES,MOVE EXISTING,4,WK 37,120
13,66,1204,2,YES,MOVE EXISTING,4,WK 37,120
13,68,351,3,NO,-,3,WK 37,80
13,68,400,1,YES,MOVE EXISTING,4,WK 37,140
13,68,602,2,YES,HIRE,4,WK 37,120
13,68,3213,2,YES,MOVE EXISTING,4,WK 37,120
13,68,3390,2,YES,HIRE,4,WK 37,120
13,68,3585,2,YES,HIRE,4,WK 37,120
13,68,3591,2,YES,MOVE EXISTING,4,WK 37,120
13,68,5287,2,YES,MOVE EXISTING,4,WK 37,120
13,125,553,2,YES,MOVE EXISTING,4,WK 37,120
13,125,909,1,YES,MOVE EXISTING,4,WK 37,140
13,125,912,2,YES,MOVE EXISTING,4,WK 37,120
13,125,1163,2,YES,MOVE EXISTING,4,WK 37,120
13,125,2665,2,YES,MOVE EXISTING,4,WK 37,120
13,125,2706,1,YES,MOVE EXISTING,4,WK 37,140
13,125,3167,3,NO,-,4,WK 37,80
13,125,5022,2,YES,MOVE EXISTING,4,WK 37,120
13,128,489,2,YES,MOVE EXISTING,4,WK 37,120
13,128,541,1,YES,MOVE EXISTING,5,WK 37,140
13,128,803,3,NO,-,3,WK 37,80
13,128,911,1,YES,MOVE EXISTING,4,WK 37,140
13,128,989,1,YES,MOVE EXISTING,5,WK 37,140
13,128,1342,1,YES,MOVE EXISTING,4,WK 37,140
13,128,1353,1,YES,MOVE EXISTING,5,WK 37,140
13,128,3616,3,NO,-,4,WK 37,80
13,128,4129,2,YES,HIRE,4,WK 37,120
13,129,311,3,NO,-,2,WK 37,80
13,129,485,3,NO,-,3,WK 37,80
13,129,502,3,NO,-,4,WK 37,80
13,129,540,2,YES,MOVE EXISTING,4,WK 37,120
13,129,542,2,YES,HIRE,4,WK 37,120
13,129,761,3,NO,-,4,WK 37,80
13,129,961,2,YES,MOVE EXISTING,4,WK 37,120
13,129,1016,2,YES,MOVE EXISTING,4,WK 37,120
13,129,2913,2,YES,MOVE EXISTING,4,WK 37,120
13,129,3483,2,YES,MOVE EXISTING,4,WK 37,120
13,130,428,3,NO,-,4,WK 37,80
13,130,532,1,YES,MOVE EXISTING,5,WK 37,140
13,130,839,2,YES,MOVE EXISTING,4,WK 37,120
13,130,935,2,YES,MOVE EXISTING,4,WK 37,120
13,130,1102,3,NO,-,4,WK 37,80
13,130,1206,1,YES,MOVE EXISTING,4,WK 37,140
13,130,1266,2,YES,HIRE,4,WK 37,120
13,130,4683,3,NO,-,4,WK 37,80
13,131,401,3,NO,-,3,WK 37,80
13,131,1136,3,NO,-,4,WK 37,80
13,131,1196,3,NO,-,3,WK 37,80
13,131,2132,2,YES,MOVE EXISTING,4,WK 37,120
13,131,2822,2,YES,MOVE EXISTING,4,WK 37,120
13,131,3288,2,YES,MOVE EXISTING,4,WK 37,120
13,131,4679,3,NO,-,4,WK 37,80
13,131,5056,2,YES,MOVE EXISTING,4,WK 37,120
13,134,75,2,YES,MOVE EXISTING,4,WK 37,120
13,134,170,2,YES,MOVE EXISTING,4,WK 37,120
13,134,312,3,NO,-,3,WK 37,80
13,134,405,2,YES,MOVE EXISTING,4,WK 37,120
13,134,498,3,NO,-,3,WK 37,80
13,134,505,2,YES,MOVE EXISTING,4,WK 37,120
13,134,539,2,YES,MOVE EXISTING,4,WK 37,120
13,134,773,2,YES,HIRE,4,WK 37,120
13,134,1107,3,NO,-,3,WK 37,80
13,134,1128,3,NO,-,4,WK 37,80
13,134,4295,2,YES,MOVE EXISTING,4,WK 37,120
13,141,501,1,YES,MOVE EXISTING,4,WK 37,140
13,141,785,3,NO,-,4,WK 37,80
13,141,816,2,YES,MOVE EXISTING,4,WK 37,120
13,141,874,2,YES,HIRE,4,WK 37,120
13,141,887,3,NO,-,4,WK 37,80
13,141,916,2,YES,MOVE EXISTING,4,WK 37,120
13,141,954,3,NO,-,3,WK 37,80
13,141,1025,2,YES,MOVE EXISTING,4,WK 37,120
13,141,1106,3,NO,-,3,WK 37,80
13,141,1168,2,YES,HIRE,4,WK 37,120
13,141,1192,3,NO,-,4,WK 37,80
13,141,2717,3,NO,-,4,WK 37,80
13,143,969,1,YES,MOVE EXISTING,4,WK 37,140
13,143,970,2,YES,HIRE,4,WK 37,120
13,143,1066,2,YES,MOVE EXISTING,4,WK 37,120
13,143,1088,2,YES,HIRE,4,WK 37,120
13,143,1195,2,YES,HIRE,4,WK 37,120
13,143,1260,2,YES,HIRE,4,WK 37,120
13,143,1346,2,YES,MOVE EXISTING,4,WK 37,120
13,143,2715,1,YES,MOVE EXISTING,4,WK 37,140
13,143,3528,3,NO,-,4,WK 37,80
13,143,5079,2,YES,MOVE EXISTING,4,WK 37,120
13,503,140,1,YES,MOVE EXISTING,4,WK 37,140
13,503,163,1,YES,MOVE EXISTING,4,WK 37,140
13,503,214,2,YES,MOVE EXISTING,4,WK 37,120
13,503,236,3,NO,-,3,WK 37,80
13,503,249,2,YES,MOVE EXISTING,4,WK 37,120
13,503,275,2,YES,MOVE EXISTING,4,WK 37,120
13,503,285,2,YES,MOVE EXISTING,4,WK 37,120
13,503,288,3,NO,-,3,WK 37,80
13,503,364,3,NO,-,4,WK 37,80
44,47,38,3,NO,-,4,WK 37,80
44,47,49,3,NO,-,3,WK 37,80
44,47,117,3,NO,-,3,WK 37,80
44,47,131,2,YES,MOVE EXISTING,4,WK 37,120
44,47,148,2,YES,MOVE EXISTING,4,WK 37,120
44,47,181,3,NO,-,4,WK 37,80
44,47,226,3,NO,-,4,WK 37,80
44,47,240,3,NO,-,3,WK 37,80
44,47,417,2,YES,MOVE EXISTING,4,WK 37,120
44,47,427,2,YES,MOVE EXISTING,4,WK 37,120
44,47,468,2,YES,MOVE EXISTING,4,WK 37,120
44,47,2123,2,YES,MOVE EXISTING,4,WK 37,120
44,344,108,3,NO,-,4,WK 37,80
44,344,132,3,NO,-,3,WK 37,80
44,344,134,3,NO,-,4,WK 37,80
44,344,150,3,NO,-,4,WK 37,80
