Store,Market,Store Type,Prep By Location,InHome Prep and Loading ,,
2509,439,SUP,5/9/2023,Not Applicable,,
2510,440,SUP,5/9/2023,Not Applicable,,
2511,582,SUP,5/11/2023,Not Applicable,,
2512,369,SUP,5/11/2023,5/11/2023,,
2513,18,SUP,5/11/2023,Not Applicable,,
2514,285,SUP,5/11/2023,Not Applicable,,
2515,371,SUP,5/11/2023,5/11/2023,,
2516,514,SUP,5/11/2023,Not Applicable,,
2517,466,SUP,5/11/2023,5/11/2023,,
2518,558,W/M,5/4/2023,Not Applicable,,
2519,233,SUP,5/11/2023,Not Applicable,,
2520,291,SUP,5/4/2023,5/4/2023,,
2522,196,SUP,5/11/2023,Not Applicable,,
2523,464,W/M,5/11/2023,Not Applicable,,
2526,446,SUP,5/11/2023,Not Applicable,,
2527,460,W/M,5/11/2023,Not Applicable,,
2528,232,SUP,5/11/2023,Not Applicable,,
2529,289,SUP,5/4/2023,5/4/2023,,
2530,181,W/M,5/4/2023,Not Applicable,,
2531,164,W/M,5/4/2023,Not Applicable,,
2532,263,SUP,5/9/2023,Not Applicable,,
2533,14,SUP,5/9/2023,Not Applicable,,
2534,7,SUP,5/9/2023,Not Applicable,,
2535,232,SUP,5/11/2023,Not Applicable,,
2536,581,W/M,5/11/2023,Not Applicable,,
2537,457,SUP,5/11/2023,Not Applicable,,
2538,478,W/M,5/11/2023,Not Applicable,,
2539,474,SUP,5/11/2023,Not Applicable,,
2540,229,SUP,5/11/2023,Not Applicable,,
2541,208,SUP,5/4/2023,Not Applicable,,
2542,222,SUP,5/4/2023,Not Applicable,,
2543,226,SUP,5/11/2023,Not Applicable,,
2544,238,SUP,5/9/2023,5/9/2023,,
2545,196,SUP,5/9/2023,Not Applicable,,
2546,464,W/M,5/11/2023,Not Applicable,,
2547,164,SUP,5/4/2023,Not Applicable,,
2548,316,SUP,5/11/2023,Not Applicable,,
2549,474,SUP,5/11/2023,Not Applicable,,
2550,476,SUP,5/11/2023,Not Applicable,,
2551,280,W/M,5/11/2023,Not Applicable,,
2552,#N/A,#N/A,5/11/2023,Not Applicable,,
2553,453,W/M,5/11/2023,Not Applicable,,
2554,368,SUP,5/11/2023,5/11/2023,,
2555,284,W/M,5/4/2023,Not Applicable,,
2556,447,W/M,5/11/2023,Not Applicable,,
2557,447,SUP,5/11/2023,Not Applicable,,
2558,206,W/M,5/11/2023,Not Applicable,,
2559,206,SUP,5/11/2023,Not Applicable,,
2560,285,SUP,5/11/2023,Not Applicable,,
2561,228,SUP,5/11/2023,Not Applicable,,
2562,406,SUP,5/11/2023,Not Applicable,,
2563,580,SUP,5/11/2023,Not Applicable,,
2564,286,SUP,5/4/2023,Not Applicable,,
2565,315,SUP,5/4/2023,Not Applicable,,
2566,280,SUP,5/11/2023,Not Applicable,,
2567,200,SUP,5/11/2023,Not Applicable,,
2568,446,W/M,5/11/2023,Not Applicable,,
2571,514,W/M,5/11/2023,Not Applicable,,
2572,218,SUP,5/4/2023,Not Applicable,,
2574,234,SUP,5/11/2023,Not Applicable,,
2575,326,SUP,5/9/2023,Not Applicable,,
2576,316,SUP,5/11/2023,Not Applicable,,
2577,281,SUP,5/11/2023,Not Applicable,,
2579,429,SUP,5/11/2023,Not Applicable,,
2580,300,SUP,5/11/2023,Not Applicable,,
2581,191,SUP,5/4/2023,Not Applicable,,
2582,174,W/M,5/4/2023,Not Applicable,,
2583,172,W/M,5/4/2023,Not Applicable,,
2584,20,SUP,5/11/2023,Not Applicable,,
2585,173,W/M,5/4/2023,Not Applicable,,
2586,195,SUP,5/4/2023,Not Applicable,,
2587,326,SUP,5/9/2023,Not Applicable,,
2588,235,SUP,5/11/2023,5/11/2023,,
2590,550,WNM,5/11/2023,Not Applicable,,
2591,109,SUP,5/11/2023,5/11/2023,,
2592,394,SUP,5/11/2023,5/11/2023,,
2593,396,SUP,5/11/2023,5/11/2023,,
2594,471,W/M,5/11/2023,Not Applicable,,
2595,471,SUP,5/11/2023,Not Applicable,,
2596,471,SUP,5/11/2023,Not Applicable,,
2597,228,SUP,5/11/2023,Not Applicable,,
2598,454,W/M,5/11/2023,Not Applicable,,
2599,86,SUP,5/9/2023,5/9/2023,,
2600,339,SUP,5/9/2023,5/9/2023,,
2603,227,W/M,5/11/2023,Not Applicable,,
2604,174,W/M,5/4/2023,Not Applicable,,
2605,218,SUP,5/4/2023,Not Applicable,,
2607,383,SUP,5/11/2023,Not Applicable,,
2608,382,SUP,5/11/2023,Not Applicable,,
2609,465,SUP,5/11/2023,5/11/2023,,
2610,316,SUP,5/11/2023,Not Applicable,,
2611,235,SUP,5/11/2023,Not Applicable,,
2612,505,SUP,5/11/2023,5/11/2023,,
2613,213,SUP,5/4/2023,Not Applicable,,
2614,168,SUP,5/11/2023,Not Applicable,,
2615,27,SUP,5/11/2023,Not Applicable,,
2616,339,SUP,5/9/2023,5/9/2023,,
2617,392,SUP,5/11/2023,Not Applicable,,
2618,203,SUP,5/11/2023,Not Applicable,,
2619,204,SUP,5/11/2023,Not Applicable,,
2620,202,SUP,5/11/2023,Not Applicable,,
2621,446,W/M,5/11/2023,Not Applicable,,
2626,101,SUP,5/11/2023,Not Applicable,,
2627,112,SUP,5/11/2023,5/11/2023,,
2628,260,SUP,5/11/2023,Not Applicable,,
2629,156,SUP,5/4/2023,Not Applicable,,
2630,28,SUP,5/11/2023,Not Applicable,,
2631,197,SUP,5/11/2023,Not Applicable,,
2632,510,WNM,5/11/2023,5/11/2023,,
2633,175,W/M,5/4/2023,Not Applicable,,
2634,180,SUP,5/4/2023,Not Applicable,,
2636,466,W/M,5/11/2023,Not Applicable,,
2637,164,SUP,5/4/2023,5/4/2023,,
2638,259,SUP,5/11/2023,Not Applicable,,
2639,181,SUP,5/4/2023,Not Applicable,,
2640,157,W/M,5/4/2023,Not Applicable,,
2641,168,SUP,5/11/2023,Not Applicable,,
2642,423,SUP,5/9/2023,Not Applicable,,
2643,422,SUP,5/9/2023,Not Applicable,,
2644,204,SUP,5/11/2023,Not Applicable,,
2645,314,SUP,5/4/2023,Not Applicable,,
2646,317,SUP,5/4/2023,Not Applicable,,
2647,286,SUP,5/4/2023,Not Applicable,,
2648,511,W/M,5/11/2023,Not Applicable,,
2649,50,SUP,5/9/2023,5/9/2023,,
2650,166,SUP,5/11/2023,Not Applicable,,
2651,175,SUP,5/4/2023,5/4/2023,,
2652,384,SUP,5/11/2023,Not Applicable,,
2653,71,SUP,5/11/2023,Not Applicable,,
2654,257,SUP,5/9/2023,Not Applicable,,
2656,375,SUP,5/11/2023,Not Applicable,,
2658,444,SUP,5/9/2023,Not Applicable,,
2659,183,W/M,5/4/2023,Not Applicable,,
2660,157,W/M,5/4/2023,Not Applicable,,
2662,317,SUP,5/4/2023,Not Applicable,,
2663,237,SUP,5/11/2023,Not Applicable,,
2664,231,SUP,5/11/2023,Not Applicable,,
2665,125,SUP,5/9/2023,Not Applicable,,
2666,219,W/M,5/4/2023,Not Applicable,,
2667,55,SUP,5/9/2023,5/9/2023,,
2668,435,SUP,5/9/2023,Not Applicable,,
2671,373,SUP,5/11/2023,5/11/2023,,
2672,389,SUP,5/11/2023,Not Applicable,,
2674,228,SUP,5/11/2023,Not Applicable,,
2678,201,SUP,5/11/2023,Not Applicable,,
2679,247,SUP,5/11/2023,Not Applicable,,
2680,201,SUP,5/11/2023,Not Applicable,,
2681,180,W/M,5/4/2023,Not Applicable,,
2682,181,SUP,5/4/2023,Not Applicable,,
2683,154,W/M,5/4/2023,Not Applicable,,
2684,216,SUP,5/11/2023,Not Applicable,,
2685,#N/A,#N/A,5/9/2023,Not Applicable,,
2686,534,WNM,5/2/2023,Not Applicable,,
2687,35,SUP,5/11/2023,Not Applicable,,
2688,45,SUP,5/9/2023,Not Applicable,,
2689,512,WNM,5/11/2023,Not Applicable,,
2690,137,SUP,5/9/2023,Not Applicable,,
2691,243,SUP,5/11/2023,5/11/2023,,
2692,206,SUP,5/11/2023,Not Applicable,,
2693,205,SUP,5/11/2023,Not Applicable,,
2694,340,SUP,5/9/2023,Not Applicable,,
2695,89,SUP,5/11/2023,Not Applicable,,
2696,320,SUP,5/11/2023,Not Applicable,,
2697,452,SUP,5/11/2023,5/11/2023,,
2699,554,WNM,5/11/2023,Not Applicable,,
2700,203,SUP,5/11/2023,Not Applicable,,
2702,333,SUP,5/9/2023,Not Applicable,,
2703,38,SUP,5/11/2023,Not Applicable,,
2704,298,SUP,5/11/2023,Not Applicable,,
2705,314,SUP,5/4/2023,Not Applicable,,
2706,125,SUP,5/9/2023,5/9/2023,,
2708,460,SUP,5/11/2023,Not Applicable,,
2710,469,W/M,5/11/2023,Not Applicable,,
2711,469,W/M,5/11/2023,Not Applicable,,
2712,37,SUP,5/11/2023,Not Applicable,,
2713,3,SUP,5/9/2023,5/9/2023,,
2714,426,SUP,5/9/2023,Not Applicable,,
2715,143,SUP,5/9/2023,Not Applicable,,
2716,415,SUP,5/9/2023,Not Applicable,,
2717,141,SUP,5/9/2023,Not Applicable,,
2718,64,W/M,5/9/2023,Not Applicable,,
2719,163,W/M,5/4/2023,Not Applicable,,
2720,140,SUP,5/9/2023,Not Applicable,,
2722,469,SUP,5/11/2023,Not Applicable,,
2723,2,SUP,5/9/2023,Not Applicable,,
2724,63,SUP,5/9/2023,5/9/2023,,
2725,217,SUP,5/4/2023,5/4/2023,,
2726,219,SUP,5/4/2023,5/4/2023,,
2727,110,SUP,5/11/2023,5/11/2023,,
2728,275,SUP,5/9/2023,Not Applicable,,
2729,378,SUP,5/11/2023,Not Applicable,,
2730,301,SUP,5/11/2023,Not Applicable,,
2731,554,WNM,5/11/2023,Not Applicable,,
2732,22,SUP,5/11/2023,Not Applicable,,
2733,32,SUP,5/11/2023,Not Applicable,,
2734,353,SUP,5/9/2023,5/9/2023,,
2735,454,SUP,5/11/2023,5/11/2023,,
2739,14,SUP,5/9/2023,Not Applicable,,
2740,112,SUP,5/11/2023,5/11/2023,,
2741,534,WNM,5/9/2023,Not Applicable,,
2742,534,WNM,5/9/2023,Not Applicable,,
2743,492,WNM,5/9/2023,Not Applicable,,
2744,537,WNM,5/4/2023,Not Applicable,,
2745,537,WNM,5/4/2023,Not Applicable,,
2747,161,W/M,5/4/2023,Not Applicable,,
2748,1,SUP,5/9/2023,Not Applicable,,
2749,124,SUP,5/11/2023,Not Applicable,,
2751,380,SUP,5/11/2023,5/11/2023,,
2752,585,SUP,5/11/2023,5/11/2023,,
2753,18,SUP,5/11/2023,Not Applicable,,
2754,30,SUP,5/11/2023,Not Applicable,,
2755,140,SUP,5/9/2023,Not Applicable,,
2756,280,SUP,5/11/2023,5/11/2023,,
2757,151,SUP,5/2/2023,5/2/2023,,
2758,181,SUP,5/4/2023,Not Applicable,,
2760,14,SUP,5/9/2023,Not Applicable,,
2761,311,SUP,5/4/2023,Not Applicable,,
2762,312,SUP,5/4/2023,Not Applicable,,
2763,569,SUP,5/9/2023,Not Applicable,,
2764,414,SUP,5/9/2023,Not Applicable,,
2765,569,SUP,5/9/2023,Not Applicable,,
2766,370,SUP,5/11/2023,5/11/2023,,
2767,372,SUP,5/11/2023,5/11/2023,,
2768,372,SUP,5/11/2023,5/11/2023,,
2769,87,SUP,5/9/2023,Not Applicable,,
2771,246,SUP,5/11/2023,Not Applicable,,
2772,300,SUP,5/11/2023,Not Applicable,,
2773,546,WNM,5/11/2023,Not Applicable,,
2774,217,SUP,5/4/2023,5/4/2023,,
2777,368,SUP,5/11/2023,5/11/2023,,
2778,373,SUP,5/11/2023,Not Applicable,,
2780,399,SUP,5/11/2023,Not Applicable,,
2781,399,SUP,5/11/2023,Not Applicable,,
2782,400,SUP,5/11/2023,Not Applicable,,
2783,260,SUP,5/11/2023,Not Applicable,,
2784,407,SUP,5/9/2023,Not Applicable,,
2785,192,SUP,5/4/2023,Not Applicable,,
2786,482,SUP,5/11/2023,5/11/2023,,
2787,249,SUP,5/11/2023,5/11/2023,,
2788,482,SUP,5/11/2023,5/11/2023,,
2789,108,SUP,5/11/2023,5/11/2023,,
2790,280,SUP,5/11/2023,Not Applicable,,
2791,285,SUP,5/4/2023,Not Applicable,,
2792,316,SUP,5/11/2023,Not Applicable,,
2793,308,SUP,5/11/2023,Not Applicable,,
2794,405,SUP,5/11/2023,Not Applicable,,
2795,287,SUP,5/4/2023,Not Applicable,,
2796,111,SUP,5/11/2023,5/11/2023,,
2797,154,W/M,5/4/2023,Not Applicable,,
2799,508,W/M,5/11/2023,Not Applicable,,
2801,546,WNM,5/11/2023,Not Applicable,,
2803,352,SUP,5/9/2023,5/9/2023,,
2804,352,SUP,5/9/2023,5/9/2023,,
2805,314,SUP,5/4/2023,Not Applicable,,
2806,42,SUP,5/11/2023,Not Applicable,,
2807,315,SUP,5/4/2023,Not Applicable,,
2808,290,SUP,5/4/2023,5/4/2023,,
2809,320,SUP,5/11/2023,Not Applicable,,
2810,316,SUP,5/11/2023,Not Applicable,,
2811,21,SUP,5/11/2023,Not Applicable,,
2812,425,SUP,5/9/2023,Not Applicable,,
2813,440,SUP,5/9/2023,Not Applicable,,
2814,110,SUP,5/11/2023,5/11/2023,,
2815,268,W/M,5/9/2023,Not Applicable,,
2816,267,W/M,5/9/2023,Not Applicable,,
2817,238,SUP,5/9/2023,5/9/2023,,
2818,238,SUP,5/9/2023,5/9/2023,,
2819,248,SUP,5/11/2023,Not Applicable,,
2820,421,SUP,5/9/2023,Not Applicable,,
2821,290,SUP,5/4/2023,5/4/2023,,
2822,131,SUP,5/9/2023,Not Applicable,,
2823,216,SUP,5/11/2023,Not Applicable,,
2825,175,W/M,5/4/2023,Not Applicable,,
2826,515,WNM,5/11/2023,Not Applicable,,
2827,418,SUP,5/9/2023,Not Applicable,,
2828,435,SUP,5/9/2023,Not Applicable,,
2830,166,W/M,5/11/2023,Not Applicable,,
2831,400,SUP,5/11/2023,Not Applicable,,
2832,29,SUP,5/11/2023,Not Applicable,,
2833,320,SUP,5/11/2023,Not Applicable,,
2834,50,SUP,5/9/2023,5/9/2023,,
2835,528,WNM,5/9/2023,5/9/2023,,
2836,299,SUP,5/11/2023,Not Applicable,,
2838,396,SUP,5/11/2023,5/11/2023,,
2839,538,WNM,5/4/2023,Not Applicable,,
2840,546,WNM,5/11/2023,Not Applicable,,
2841,558,W/M,5/4/2023,Not Applicable,,
2842,461,SUP,5/11/2023,Not Applicable,,
2843,89,SUP,5/11/2023,Not Applicable,,
2844,188,SUP,5/4/2023,Not Applicable,,
2845,296,SUP,5/11/2023,Not Applicable,,
2846,144,SUP,5/9/2023,5/9/2023,,
2847,433,SUP,5/9/2023,5/9/2023,,
2849,316,SUP,5/11/2023,Not Applicable,,
2850,293,SUP,5/11/2023,Not Applicable,,
2852,216,SUP,5/11/2023,Not Applicable,,
2853,508,W/M,5/11/2023,Not Applicable,,
2854,162,SUP,5/4/2023,Not Applicable,,
2855,362,SUP,5/9/2023,5/9/2023,,
2856,361,SUP,5/9/2023,Not Applicable,,
2857,360,SUP,5/9/2023,5/9/2023,,
2858,546,WNM,5/11/2023,Not Applicable,,
2859,194,SUP,5/4/2023,Not Applicable,,
2860,29,SUP,5/11/2023,Not Applicable,,
2861,399,SUP,5/11/2023,Not Applicable,,
2862,399,SUP,5/11/2023,Not Applicable,,
2864,506,SUP,5/9/2023,5/9/2023,,
2865,474,W/M,5/11/2023,Not Applicable,,
2866,203,W/M,5/11/2023,Not Applicable,,
2867,203,W/M,5/11/2023,Not Applicable,,
2869,203,SUP,5/11/2023,Not Applicable,,
2870,496,WNM,5/11/2023,Not Applicable,,
2871,558,SUP,5/4/2023,Not Applicable,,
2872,197,SUP,5/11/2023,Not Applicable,,
2873,206,SUP,5/11/2023,Not Applicable,,
2874,189,SUP,5/4/2023,Not Applicable,,
2875,533,WNM,5/9/2023,5/9/2023,,
2876,533,WNM,5/9/2023,Not Applicable,,
2877,533,WNM,5/9/2023,Not Applicable,,
2878,533,WNM,5/9/2023,Not Applicable,,
2880,507,WNM,5/9/2023,Not Applicable,,
2881,90,SUP,5/11/2023,5/11/2023,,
2882,422,SUP,5/9/2023,Not Applicable,,
2883,56,SUP,5/2/2023,5/2/2023,,
2884,394,SUP,5/11/2023,5/11/2023,,
2885,161,W/M,5/4/2023,Not Applicable,,
2886,484,SUP,5/11/2023,5/11/2023,,
2887,496,WNM,5/11/2023,Not Applicable,,
2888,233,SUP,5/11/2023,Not Applicable,,
2889,415,SUP,5/9/2023,Not Applicable,,
2890,32,SUP,5/11/2023,Not Applicable,,
2891,73,SUP,5/9/2023,Not Applicable,,
2892,376,SUP,5/11/2023,5/11/2023,,
2893,410,SUP,5/9/2023,Not Applicable,,
2894,280,SUP,5/11/2023,Not Applicable,,
2897,173,W/M,5/4/2023,Not Applicable,,
2898,162,W/M,5/4/2023,Not Applicable,,
2899,163,W/M,5/4/2023,Not Applicable,,
2900,163,W/M,5/4/2023,Not Applicable,,
2901,154,W/M,5/4/2023,Not Applicable,,
2902,159,W/M,5/4/2023,Not Applicable,,
2903,157,W/M,5/4/2023,Not Applicable,,
2904,159,W/M,5/4/2023,Not Applicable,,
2905,164,W/M,5/4/2023,Not Applicable,,
2906,171,W/M,5/4/2023,Not Applicable,,
2907,103,WNM,5/11/2023,Not Applicable,,
2908,309,SUP,5/11/2023,Not Applicable,,
2909,228,SUP,5/11/2023,Not Applicable,,
2910,208,SUP,5/4/2023,Not Applicable,,
2911,191,SUP,5/4/2023,Not Applicable,,
2912,197,SUP,5/11/2023,Not Applicable,,
2913,129,SUP,5/9/2023,Not Applicable,,
2914,215,SUP,5/4/2023,Not Applicable,,
2915,171,W/M,5/4/2023,Not Applicable,,
2916,172,W/M,5/4/2023,Not Applicable,,
2917,171,W/M,5/4/2023,Not Applicable,,
2918,51,SUP,5/9/2023,5/9/2023,,
2919,542,WNM,5/9/2023,Not Applicable,,
2920,101,SUP,5/11/2023,5/11/2023,,
2921,401,SUP,5/11/2023,Not Applicable,,
2922,366,SUP,5/11/2023,5/11/2023,,
2923,382,SUP,5/11/2023,Not Applicable,,
2924,384,SUP,5/11/2023,Not Applicable,,
2925,453,SUP,5/11/2023,Not Applicable,,
2926,56,SUP,5/9/2023,5/9/2023,,
2927,476,SUP,5/11/2023,Not Applicable,,
2928,36,SUP,5/11/2023,Not Applicable,,
2929,310,SUP,5/11/2023,Not Applicable,,
2930,103,WNM,5/11/2023,5/11/2023,,
2931,285,SUP,5/11/2023,Not Applicable,,
2932,122,SUP,5/11/2023,Not Applicable,,
2933,317,SUP,5/11/2023,Not Applicable,,
2934,273,SUP,5/9/2023,Not Applicable,,
2935,413,SUP,5/9/2023,Not Applicable,,
2936,#N/A,#N/A,5/9/2023,Not Applicable,,
2937,419,SUP,5/9/2023,Not Applicable,,
2938,132,SUP,5/9/2023,Not Applicable,,
2939,140,SUP,5/9/2023,Not Applicable,,
2941,24,SUP,5/11/2023,5/11/2023,,
2944,549,WNM,5/11/2023,Not Applicable,,
2945,233,SUP,5/11/2023,Not Applicable,,
2946,109,SUP,5/11/2023,5/11/2023,,
2947,476,W/M,5/11/2023,Not Applicable,,
2948,484,SUP,5/11/2023,5/11/2023,,
2950,448,SUP,5/11/2023,5/11/2023,,
2951,448,SUP,5/11/2023,5/11/2023,,
2952,460,W/M,5/11/2023,Not Applicable,,
2953,160,SUP,5/4/2023,Not Applicable,,
2954,173,W/M,5/4/2023,Not Applicable,,
2955,362,SUP,5/9/2023,5/9/2023,,
2956,262,SUP,5/9/2023,5/9/2023,,
2957,412,SUP,5/9/2023,Not Applicable,,
2958,439,SUP,5/9/2023,Not Applicable,,
2959,206,SUP,5/11/2023,Not Applicable,,
2962,108,SUP,5/11/2023,5/11/2023,,
2963,108,SUP,5/11/2023,5/11/2023,,
2964,156,SUP,5/4/2023,Not Applicable,,
2965,163,W/M,5/4/2023,Not Applicable,,
2966,215,SUP,5/4/2023,Not Applicable,,
2967,225,SUP,5/11/2023,5/11/2023,,
2968,243,SUP,5/11/2023,Not Applicable,,
2973,51,SUP,5/9/2023,5/9/2023,,
2974,504,WNM,5/2/2023,5/2/2023,,
2975,561,WNM,5/9/2023,Not Applicable,,
2976,561,WNM,5/9/2023,5/9/2023,,
2977,561,WNM,5/9/2023,5/9/2023,,
2978,44,SUP,5/9/2023,5/9/2023,,
2979,58,WNM,5/9/2023,5/9/2023,,
2980,479,SUP,5/9/2023,5/9/2023,,
2981,58,WNM,5/9/2023,5/9/2023,,
2984,533,WNM,5/9/2023,Not Applicable,,
2985,449,SUP,5/11/2023,Not Applicable,,
2986,439,SUP,5/9/2023,Not Applicable,,
2987,109,SUP,5/11/2023,5/11/2023,,
2988,120,SUP,5/11/2023,Not Applicable,,
2989,511,W/M,5/11/2023,Not Applicable,,
2990,430,SUP,5/9/2023,Not Applicable,,
2991,82,SUP,5/9/2023,5/9/2023,,
2992,190,SUP,5/4/2023,Not Applicable,,
2993,62,SUP,5/9/2023,5/9/2023,,
2994,360,SUP,5/9/2023,Not Applicable,,
2995,504,WNM,5/9/2023,5/9/2023,,
2996,53,SUP,5/9/2023,5/9/2023,,
2998,515,WNM,5/11/2023,Not Applicable,,
3004,268,SUP,5/9/2023,5/9/2023,,
3011,488,WNM,5/11/2023,5/11/2023,,
3013,548,WNM,5/11/2023,Not Applicable,,
3014,49,SUP,5/9/2023,5/9/2023,,
3015,561,WNM,5/9/2023,Not Applicable,,
3017,151,SUP,5/9/2023,Not Applicable,,
3018,389,SUP,5/11/2023,5/11/2023,,
3019,490,WNM,5/11/2023,5/11/2023,,
3022,512,WNM,5/11/2023,Not Applicable,,
3023,512,WNM,5/11/2023,5/11/2023,,
3026,515,WNM,5/11/2023,Not Applicable,,
3035,283,SUP,5/4/2023,5/4/2023,,
3042,543,WNM,5/9/2023,Not Applicable,,
3043,58,WNM,5/9/2023,Not Applicable,,
3044,50,SUP,5/9/2023,5/9/2023,,
3046,512,WNM,5/11/2023,Not Applicable,,
3047,512,WNM,5/11/2023,Not Applicable,,
3049,9,WNM,5/11/2023,Not Applicable,,
3050,550,WNM,5/11/2023,Not Applicable,,
3053,471,SUP,5/11/2023,Not Applicable,,
3055,345,SUP,5/9/2023,Not Applicable,,
3056,506,SUP,5/9/2023,Not Applicable,,
3057,506,SUP,5/9/2023,5/9/2023,,
3058,86,SUP,5/9/2023,5/9/2023,,
3059,140,SUP,5/9/2023,Not Applicable,,
3060,140,SUP,5/9/2023,Not Applicable,,
3061,340,SUP,5/9/2023,5/9/2023,,
3062,538,WNM,5/9/2023,Not Applicable,,
3066,102,WNM,5/11/2023,5/11/2023,,
3067,20,SUP,5/11/2023,5/11/2023,,
3069,554,WNM,5/11/2023,5/11/2023,,
3070,554,WNM,5/11/2023,Not Applicable,,
3071,554,WNM,5/11/2023,5/11/2023,,
3072,554,WNM,5/11/2023,Not Applicable,,
3074,554,WNM,5/11/2023,Not Applicable,,
3075,15,SUP,5/9/2023,Not Applicable,,
3077,292,SUP,5/4/2023,5/4/2023,,
3078,175,SUP,5/4/2023,5/4/2023,,
3081,454,SUP,5/11/2023,5/11/2023,,
3082,490,WNM,5/11/2023,Not Applicable,,
3083,490,WNM,5/11/2023,5/11/2023,,
3084,551,WNM,5/11/2023,Not Applicable,,
3087,446,W/M,5/11/2023,Not Applicable,,
3088,424,SUP,5/9/2023,Not Applicable,,
3090,552,WNM,5/11/2023,Not Applicable,,
3093,399,SUP,5/11/2023,Not Applicable,,
3094,557,WNM,5/11/2023,Not Applicable,,
3098,550,WNM,5/11/2023,Not Applicable,,
3099,551,WNM,5/11/2023,Not Applicable,,
3101,551,WNM,5/11/2023,5/11/2023,,
3102,424,SUP,5/9/2023,Not Applicable,,
3103,409,SUP,5/9/2023,Not Applicable,,
3104,488,WNM,5/11/2023,5/11/2023,,
3106,86,SUP,5/9/2023,5/9/2023,,
3107,506,SUP,5/9/2023,Not Applicable,,
3110,495,WNM,5/9/2023,Not Applicable,,
3111,538,WNM,5/9/2023,Not Applicable,,
3112,77,SUP,5/9/2023,5/9/2023,,
3114,157,SUP,5/4/2023,Not Applicable,,
3118,20,SUP,5/11/2023,5/11/2023,,
3119,15,SUP,5/9/2023,Not Applicable,,
3123,512,WNM,5/11/2023,5/11/2023,,
3126,490,WNM,5/11/2023,5/11/2023,,
3127,490,WNM,5/11/2023,Not Applicable,,
3128,490,WNM,5/11/2023,5/11/2023,,
3131,515,WNM,5/11/2023,Not Applicable,,
3132,515,WNM,5/11/2023,5/11/2023,,
3133,515,WNM,5/11/2023,Not Applicable,,
3135,58,WNM,5/9/2023,Not Applicable,,
3136,505,SUP,5/11/2023,Not Applicable,,
3137,149,SUP,5/9/2023,Not Applicable,,
3138,481,WNM,5/11/2023,Not Applicable,,
3139,481,WNM,5/11/2023,Not Applicable,,
3140,481,WNM,5/11/2023,Not Applicable,,
3141,481,WNM,5/11/2023,Not Applicable,,
3143,9,WNM,5/11/2023,5/11/2023,,
3144,550,WNM,5/11/2023,Not Applicable,,
3145,550,WNM,5/11/2023,Not Applicable,,
3146,550,WNM,5/11/2023,Not Applicable,,
3147,481,WNM,5/11/2023,Not Applicable,,
3149,470,W/M,5/11/2023,Not Applicable,,
3150,432,SUP,5/9/2023,5/9/2023,,
3151,432,SUP,5/9/2023,Not Applicable,,
3152,491,WNM,5/9/2023,Not Applicable,,
3153,491,WNM,5/9/2023,Not Applicable,,
3154,491,WNM,5/9/2023,Not Applicable,,
3155,491,WNM,5/9/2023,Not Applicable,,
3156,502,WNM,5/4/2023,5/4/2023,,
3157,502,WNM,5/4/2023,Not Applicable,,
3159,577,SUP,5/4/2023,5/4/2023,,
3161,548,WNM,5/11/2023,5/11/2023,,
3162,96,WNM,5/11/2023,5/11/2023,,
3163,553,SUP,5/11/2023,5/11/2023,,
3164,534,WNM,5/2/2023,Not Applicable,,
3166,495,WNM,5/9/2023,5/9/2023,,
3167,125,SUP,5/9/2023,5/9/2023,,
3168,537,WNM,5/9/2023,Not Applicable,,
3169,83,SUP,5/9/2023,Not Applicable,,
3170,83,SUP,5/9/2023,Not Applicable,,
3172,491,WNM,5/9/2023,5/9/2023,,
3173,491,WNM,5/9/2023,5/9/2023,,
3175,490,WNM,5/11/2023,5/11/2023,,
3176,490,WNM,5/11/2023,5/11/2023,,
3177,378,SUP,5/11/2023,Not Applicable,,
3178,550,WNM,5/11/2023,Not Applicable,,
3179,481,WNM,5/11/2023,Not Applicable,,
3180,446,SUP,5/11/2023,5/11/2023,,
3182,296,SUP,5/11/2023,Not Applicable,,
3183,103,WNM,5/11/2023,Not Applicable,,
3184,544,WNM,5/9/2023,Not Applicable,,
3185,566,WNM,5/9/2023,Not Applicable,,
3188,20,SUP,5/11/2023,5/11/2023,,
3191,35,SUP,5/11/2023,Not Applicable,,
3192,35,SUP,5/11/2023,Not Applicable,,
3197,112,SUP,5/11/2023,5/11/2023,,
3198,504,WNM,5/2/2023,5/2/2023,,
3199,504,WNM,5/9/2023,Not Applicable,,
3200,159,W/M,5/4/2023,Not Applicable,,
3201,19,SUP,5/11/2023,5/11/2023,,
3202,533,WNM,5/9/2023,Not Applicable,,
3204,561,WNM,5/9/2023,Not Applicable,,
3205,22,SUP,5/11/2023,5/11/2023,,
3206,222,SUP,5/4/2023,Not Applicable,,
3207,94,SUP,5/11/2023,5/11/2023,,
3208,582,SUP,5/11/2023,Not Applicable,,
3209,424,SUP,5/9/2023,Not Applicable,,
3210,275,SUP,5/9/2023,Not Applicable,,
3212,178,SUP,5/4/2023,Not Applicable,,
3213,68,SUP,5/9/2023,5/9/2023,,
3214,289,SUP,5/4/2023,5/4/2023,,
3215,320,SUP,5/11/2023,Not Applicable,,
3216,289,SUP,5/4/2023,5/4/2023,,
3217,473,SUP,5/11/2023,Not Applicable,,
3218,467,SUP,5/11/2023,Not Applicable,,
