Store,Market,Region,BU,City,State,2023 Tier
1531,270,25, NORTH BU,CARPENTERSVILLE,IL,2
1532,369,46,SOUTHWEST BU,GLENDALE,AZ,2
1533,369,46,SOUTHWEST BU,PEORIA,AZ,2
1534,427,47,WEST BU,BISMARCK,ND,2
1535,430,47,WEST BU,SIOUX FALLS,SD,2
1536,111,3,SOUTHEAST BU,ST PETERSBURG,FL,2
1537,234,22, EAST BU,GETTYSBURG,PA,1
1538,430,47,WEST BU,BROOKINGS,SD,2
1539,213,19, NORTH BU,ONTARIO,OH,2
1540,201,19, NORTH BU,SOUTH HAVEN,MI,2
1541,107,9,SOUTHEAST BU,WEST PALM BEACH,FL,2
1542,196,53, NORTH BU,GAYLORD,MI,2
1543,430,47,WEST BU,SPEARFISH,SD,2
1544,320,76, EAST BU,CLARKSBURG,WV,2
1545,412,52,WEST BU,GRAND FORKS,ND,2
1546,426,52,WEST BU,IOWA FALLS,IA,2
1547,246,21, NORTH BU,LAFAYETTE,IN,2
1548,262,25, NORTH BU,WATSEKA,IL,2
1549,368,46,SOUTHWEST BU,PHOENIX,AZ,2
1550,388,54,WEST BU,GUNNISON,CO,2
1551,435,53, NORTH BU,FRANKLIN,WI,2
1552,308,26, EAST BU,SALISBURY,NC,2
1553,264,25, NORTH BU,BLOOMINGDALE,IL,2
1554,452,56,WEST BU,STOCKTON,CA,2
1555,463,58,WEST BU,EL CENTRO,CA,2
1556,266,25, NORTH BU,ORLAND HILLS,IL,2
1557,482,41, NORTH BU,FISHERS,IN,2
1558,298,26, EAST BU,EDEN,NC,2
1559,394,57,WEST BU,LAS VEGAS,NV,2
1560,396,57,WEST BU,LAS VEGAS,NV,2
1561,145,11,SOUTHEAST BU,MEMPHIS,TN,2
1562,424,52,WEST BU,COON RAPIDS,MN,2
1563,448,57,WEST BU,LANCASTER,CA,2
1564,218,21, NORTH BU,NEW BOSTON,OH,2
1565,427,47,WEST BU,WILLISTON,ND,1
1566,247,21, NORTH BU,GOSHEN,IN,2
1567,427,47,WEST BU,DICKINSON,ND,2
1568,229,20, NORTH BU,HERMITAGE,PA,2
1569,259,21, NORTH BU,MAYSVILLE,KY,2
1570,248,21, NORTH BU,AUBURN,IN,2
1571,442,53, NORTH BU,MUKWONAGO,WI,2
1572,582,54,WEST BU,VERNAL,UT,2
1573,405,57,WEST BU,PRICE,UT,2
1574,447,57,WEST BU,BAKERSFIELD,CA,2
1575,457,56,WEST BU,OROVILLE,CA,2
1576,238,19, NORTH BU,SCHERERVILLE,IN,2
1577,424,52,WEST BU,BUFFALO,MN,2
1578,23,2,SOUTHEAST BU,ROSWELL,GA,2
1579,296,26, EAST BU,OXFORD,NC,2
1580,249,41, NORTH BU,INDIANAPOLIS,IN,2
1581,427,47,WEST BU,FARGO,ND,2
1583,449,57,WEST BU,MADERA,CA,2
1584,396,57,WEST BU,LAS VEGAS,NV,2
1585,429,47,WEST BU,NORTH PLATTE,NE,2
1586,26,2,SOUTHEAST BU,AUSTELL,GA,2
1587,450,56,WEST BU,MODESTO,CA,2
1588,445,58,WEST BU,VICTORVILLE,CA,2
1589,108,9,SOUTHEAST BU,DELRAY BEACH,FL,2
1590,553,9,SOUTHEAST BU,HIALEAH,FL,2
1591,234,22, EAST BU,HARRISBURG,PA,2
1592,205,19, NORTH BU,BAD AXE,MI,2
1593,202,19, NORTH BU,COLDWATER,MI,2
1594,219,21, NORTH BU,HEATH,OH,2
1595,217,21, NORTH BU,MARYSVILLE,OH,2
1596,265,25, NORTH BU,BOLINGBROOK,IL,2
1597,356,44,SOUTHWEST BU,TULSA,OK,2
1598,370,46,SOUTHWEST BU,PHOENIX,AZ,2
1599,362,40, NORTH BU,OVERLAND PARK,KS,2
1600,447,57,WEST BU,RIDGECREST,CA,2
1601,482,41, NORTH BU,CARMEL,IN,2
1602,275,25, NORTH BU,SPRINGFIELD,IL,2
1603,42,4, EAST BU,CHESTER,SC,2
1604,430,47,WEST BU,RAPID CITY,SD,2
1605,14,14,SOUTHEAST BU,PENSACOLA,FL,2
1606,119,12,SOUTHEAST BU,HIXSON,TN,2
1607,237,22, EAST BU,LEWISTOWN,PA,2
1608,457,56,WEST BU,RED BLUFF,CA,2
1609,419,52,WEST BU,GRAND RAPIDS,MN,2
1610,192,76, EAST BU,GREECE,NY,2
1611,205,19, NORTH BU,FORT GRATIOT,MI,2
1612,366,46,SOUTHWEST BU,TUCSON,AZ,2
1613,308,26, EAST BU,HIGH POINT,NC,2
1614,297,26, EAST BU,DURHAM,NC,2
1615,452,56,WEST BU,PITTSBURG,CA,2
1616,457,56,WEST BU,SUSANVILLE,CA,2
1617,381,47,WEST BU,CASPER,WY,2
1618,238,19, NORTH BU,MERRILLVILLE,IN,2
1619,192,76, EAST BU,ROCHESTER,NY,2
1620,14,14,SOUTHEAST BU,BREWTON,AL,2
1621,418,52,WEST BU,CENTERVILLE,IA,2
1622,213,19, NORTH BU,TIFFIN,OH,2
1623,226,17, EAST BU,WILKES BARRE,PA,2
1624,447,57,WEST BU,BAKERSFIELD,CA,2
1625,426,52,WEST BU,LE MARS,IA,2
1626,352,44,SOUTHWEST BU,OKLAHOMA CITY,OK,2
1627,427,47,WEST BU,DILWORTH,MN,2
1628,213,19, NORTH BU,SANDUSKY,OH,2
1629,251,41, NORTH BU,BRAZIL,IN,2
1630,457,56,WEST BU,YREKA,CA,2
1631,288,75, EAST BU,HAMPTON,VA,2
1632,412,52,WEST BU,ALEXANDRIA,MN,2
1633,424,52,WEST BU,SARTELL,MN,2
1634,419,52,WEST BU,LITTLE FALLS,MN,2
1635,442,53, NORTH BU,WAUKESHA,WI,2
1636,427,47,WEST BU,MINOT,ND,1
1637,432,47,WEST BU,OMAHA,NE,2
1638,7,14,SOUTHEAST BU,EUFAULA,AL,2
1639,247,21, NORTH BU,ROCHESTER,IN,2
1640,237,22, EAST BU,STATE COLLEGE,PA,2
1641,301,26, EAST BU,WILLIAMSTON,NC,2
1642,202,19, NORTH BU,CHARLOTTE,MI,2
1643,439,53, NORTH BU,FOND DU LAC,WI,2
1644,232,22, EAST BU,LEWISBURG,PA,2
1645,581,57,WEST BU,HANFORD,CA,2
1646,372,46,SOUTHWEST BU,MESA,AZ,2
1647,248,21, NORTH BU,DECATUR,IN,2
1648,392,56,WEST BU,CARSON CITY,NV,2
1649,427,47,WEST BU,JAMESTOWN,ND,2
1650,444,53, NORTH BU,SAUKVILLE,WI,2
1651,453,56,WEST BU,AMERICAN CANYON,CA,2
1652,312,75, EAST BU,DUBLIN,VA,2
1653,320,76, EAST BU,WESTON,WV,2
1654,419,52,WEST BU,BAXTER,MN,2
1655,482,41, NORTH BU,CRAWFORDSVILLE,IN,2
1656,228,76, EAST BU,MEADVILLE,PA,2
1657,425,53, NORTH BU,FARIBAULT,MN,2
1658,30,2,SOUTHEAST BU,THOMSON,GA,2
1659,379,54,WEST BU,BRIGHTON,CO,2
1660,448,57,WEST BU,PALMDALE,CA,2
1661,302,26, EAST BU,KINSTON,NC,2
1662,304,26, EAST BU,STATESVILLE,NC,2
1663,294,4, EAST BU,WAYNESVILLE,NC,2
1664,299,26, EAST BU,WILSON,NC,2
1665,239,21, NORTH BU,MUNCIE,IN,2
1666,306,26, EAST BU,CHARLOTTE,NC,2
1667,247,21, NORTH BU,WABASH,IN,2
1668,269,25, NORTH BU,GURNEE,IL,2
1669,438,53, NORTH BU,EAU CLAIRE,WI,2
1670,168,22, EAST BU,WYOMISSING,PA,2
1671,433,47,WEST BU,PAPILLION,NE,2
1672,436,53, NORTH BU,ASHLAND,WI,2
1673,192,76, EAST BU,CANANDAIGUA,NY,2
1674,280,76, EAST BU,HAGERSTOWN,MD,2
1675,256,41, NORTH BU,LEBANON,KY,2
1676,254,41, NORTH BU,TELL CITY,IN,2
1677,189,16, EAST BU,NEW HARTFORD,NY,2
1678,442,53, NORTH BU,DELAFIELD,WI,2
1679,438,53, NORTH BU,ONALASKA,WI,2
1680,110,9,SOUTHEAST BU,KENDALL,FL,2
1681,268,25, NORTH BU,MOUNT PROSPECT,IL,2
1682,288,75, EAST BU,CHESAPEAKE,VA,2
1683,413,52,WEST BU,SHENANDOAH,IA,2
1684,237,22, EAST BU,EVERETT,PA,2
1685,430,47,WEST BU,PIERRE,SD,2
1686,403,54,WEST BU,TAYLORSVILLE,UT,2
1687,288,75, EAST BU,SUFFOLK,VA,2
1688,289,75, EAST BU,VIRGINIA BEACH,VA,2
1689,376,54,WEST BU,AURORA,CO,2
1690,275,25, NORTH BU,DECATUR,IL,2
1691,362,40, NORTH BU,OVERLAND PARK,KS,2
1692,445,58,WEST BU,COLTON,CA,2
1693,445,58,WEST BU,REDLANDS,CA,2
1694,124,12,SOUTHEAST BU,MARION,NC,2
1695,427,47,WEST BU,DEVILS LAKE,ND,2
1696,412,52,WEST BU,FERGUS FALLS,MN,2
1697,454,56,WEST BU,ELK GROVE,CA,2
1698,183,16, EAST BU,HOOKSETT,NH,2
1699,401,54,WEST BU,LAYTON,UT,2
1700,459,58,WEST BU,POWAY,CA,2
1701,21,2,SOUTHEAST BU,ELBERTON,GA,2
1702,92,9,SOUTHEAST BU,MELBOURNE,FL,2
1703,280,76, EAST BU,MARTINSBURG,WV,2
1704,453,56,WEST BU,VACAVILLE,CA,2
1705,191,76, EAST BU,WATERLOO,NY,2
1707,208,20, NORTH BU,EAST LIVERPOOL,OH,2
1708,401,54,WEST BU,RIVERDALE,UT,2
1709,248,21, NORTH BU,ANGOLA,IN,2
1710,140,11,SOUTHEAST BU,CLINTON,MS,2
1711,2,14,SOUTHEAST BU,BIRMINGHAM,AL,2
1712,111,3,SOUTHEAST BU,LARGO,FL,2
1713,278,25, NORTH BU,CANTON,IL,2
1714,320,76, EAST BU,FAIRMONT,WV,2
1715,285,22, EAST BU,EASTON,MD,2
1716,508,75, EAST BU,PRINCE FREDERICK,MD,2
1717,508,75, EAST BU,WALDORF,MD,2
1718,222,21, NORTH BU,FINDLAY,OH,2
1719,204,19, NORTH BU,BIG RAPIDS,MI,2
1720,25,2,SOUTHEAST BU,SNELLVILLE,GA,2
1721,418,52,WEST BU,IOWA CITY,IA,2
1722,421,52,WEST BU,MARSHALL,MN,2
1723,413,52,WEST BU,DES MOINES,IA,2
1724,216,20, NORTH BU,MILLERSBURG,OH,2
1726,315,75, EAST BU,HARRISONBURG,VA,2
1727,439,53, NORTH BU,BERLIN,WI,2
1728,239,21, NORTH BU,ANDERSON,IN,2
1729,239,21, NORTH BU,CONNERSVILLE,IN,2
1730,287,75, EAST BU,TAPPAHANNOCK,VA,2
1731,192,76, EAST BU,GENEVA,NY,2
1732,414,52,WEST BU,DENISON,IA,2
1733,203,19, NORTH BU,OWOSSO,MI,2
1734,273,25, NORTH BU,CHAMPAIGN,IL,2
1735,269,25, NORTH BU,WHEELING,IL,2
1736,284,22, EAST BU,DOVER,DE,2
1737,268,25, NORTH BU,VILLA PARK,IL,2
1738,421,52,WEST BU,HUTCHINSON,MN,2
1739,227,20, NORTH BU,WASHINGTON,PA,2
1740,263,53, NORTH BU,FREEPORT,IL,2
1741,284,22, EAST BU,MILFORD,DE,2
1742,165,22, EAST BU,TURNERSVILLE,NJ,2
1743,258,20, NORTH BU,HARLAN,KY,2
1744,192,76, EAST BU,WEBSTER,NY,2
1745,239,21, NORTH BU,RICHMOND,IN,2
1746,371,46,SOUTHWEST BU,TEMPE,AZ,2
1747,461,58,WEST BU,PERRIS,CA,2
1748,36,4, EAST BU,CHARLESTON,SC,2
1749,183,16, EAST BU,SOMERSWORTH,NH,2
1750,222,21, NORTH BU,MARION,OH,2
1751,297,26, EAST BU,RALEIGH,NC,2
1752,204,19, NORTH BU,BAY CITY,MI,2
1753,184,16, EAST BU,DERRY,NH,2
1754,203,19, NORTH BU,HOWELL,MI,2
1755,453,56,WEST BU,ROHNERT PARK,CA,2
1756,462,58,WEST BU,FONTANA,CA,2
1757,419,52,WEST BU,HERMANTOWN,MN,2
1758,239,21, NORTH BU,NEW CASTLE,IN,2
1759,288,75, EAST BU,GLOUCESTER,VA,2
1760,455,56,WEST BU,FOLSOM,CA,2
1761,341,40, NORTH BU,GRANITE CITY,IL,2
1762,157,16, EAST BU,SEABROOK,NH,2
1763,311,20, NORTH BU,BLUEFIELD,VA,2
1764,413,52,WEST BU,WINDSOR HEIGHTS,IA,2
1765,231,76, EAST BU,SOMERSET,PA,2
1766,23,2,SOUTHEAST BU,MARIETTA,GA,2
1767,300,4, EAST BU,SHALLOTTE,NC,2
1768,582,54,WEST BU,OREM,UT,2
1769,237,22, EAST BU,DU BOIS,PA,2
1770,229,20, NORTH BU,CRANBERRY TOWNSHIP,PA,2
1771,202,19, NORTH BU,STURGIS,MI,2
1772,468,56,WEST BU,KLAMATH FALLS,OR,2
1773,288,75, EAST BU,NEWPORT NEWS,VA,2
1774,310,4, EAST BU,SANFORD,NC,2
1775,478,60,WEST BU,LEBANON,OR,2
1776,442,53, NORTH BU,WATERTOWN,WI,2
1777,168,22, EAST BU,READING,PA,2
1778,382,47,WEST BU,CODY,WY,2
1779,265,25, NORTH BU,BRIDGEVIEW,IL,2
1780,315,75, EAST BU,CHARLOTTESVILLE,VA,2
1781,190,17, EAST BU,CORTLAND,NY,2
1782,216,20, NORTH BU,VIENNA,WV,2
1783,580,41, NORTH BU,PRINCETON,IN,2
1784,477,60,WEST BU,SALEM,OR,2
1785,184,16, EAST BU,HUDSON,NH,2
1786,423,52,WEST BU,EAGAN,MN,2
1787,414,52,WEST BU,CARROLL,IA,2
1788,183,16, EAST BU,SCARBOROUGH,ME,2
1789,452,56,WEST BU,LODI,CA,2
1790,197,19, NORTH BU,MONROE,MI,2
1791,200,19, NORTH BU,FREMONT,MI,2
1792,237,22, EAST BU,SAINT MARYS,PA,2
1793,477,60,WEST BU,WOODBURN,OR,2
1794,232,22, EAST BU,BLOOMSBURG,PA,2
1795,294,4, EAST BU,PISGAH FOREST,NC,2
1796,184,16, EAST BU,AMHERST,NH,2
1797,179,16, EAST BU,THOMASTON,ME,2
1798,205,19, NORTH BU,CARO,MI,2
1799,441,53, NORTH BU,PORTAGE,WI,2
1800,583,5,SOUTHWEST BU,GARLAND,TX,2
1801,44,5,SOUTHWEST BU,ARLINGTON,TX,2
1802,411,47,WEST BU,TOPEKA,KS,2
1803,87,6,SOUTHWEST BU,SAN ANTONIO,TX,2
1804,248,21, NORTH BU,FORT WAYNE,IN,2
1805,463,58,WEST BU,LA QUINTA,CA,2
1806,189,16, EAST BU,GLOVERSVILLE,NY,2
1807,165,22, EAST BU,WEST BERLIN,NJ,2
1808,388,54,WEST BU,STEAMBOAT SPRINGS,CO,2
1809,202,19, NORTH BU,JONESVILLE,MI,2
1810,164,17, EAST BU,FISHKILL,NY,2
1811,289,75, EAST BU,NORFOLK,VA,2
1812,215,20, NORTH BU,WOOSTER,OH,2
1813,192,76, EAST BU,NEWARK,NY,2
1814,264,25, NORTH BU,ELGIN,IL,2
1815,449,57,WEST BU,FRESNO,CA,1
1816,297,26, EAST BU,KNIGHTDALE,NC,2
1817,475,60,WEST BU,HERMISTON,OR,2
1819,436,53, NORTH BU,MENOMONIE,WI,2
1820,229,20, NORTH BU,KITTANNING,PA,2
1821,306,26, EAST BU,CHARLOTTE,NC,2
1822,811,29,SOUTHEAST BU,FAJARDO,PR,2
1823,234,22, EAST BU,HANOVER,PA,2
1825,286,76, EAST BU,MANASSAS,VA,2
1826,581,57,WEST BU,VISALIA,CA,1
1827,582,54,WEST BU,PARK CITY,UT,2
1828,439,53, NORTH BU,PLOVER,WI,2
1829,37,4, EAST BU,MARION,SC,2
1830,191,76, EAST BU,AUBURN,NY,2
1831,191,76, EAST BU,LIVERPOOL,NY,2
1832,463,58,WEST BU,PALM SPRINGS,CA,2
1833,291,75, EAST BU,FREDERICKSBURG,VA,2
1834,468,56,WEST BU,GRANTS PASS,OR,2
1835,190,17, EAST BU,VESTAL,NY,2
1836,202,19, NORTH BU,ADRIAN,MI,2
1837,59,6,SOUTHWEST BU,HUMBLE,TX,2
1838,394,57,WEST BU,LAS VEGAS,NV,2
1839,214,20, NORTH BU,LORAIN,OH,2
1840,511,56,WEST BU,MANTECA,CA,1
1841,289,75, EAST BU,CHESAPEAKE,VA,2
1842,298,26, EAST BU,GREENSBORO,NC,2
1843,477,60,WEST BU,MCMINNVILLE,OR,2
1844,178,22, EAST BU,TOMS RIVER,NJ,2
1845,109,9,SOUTHEAST BU,COOPER CITY,FL,2
1846,366,46,SOUTHWEST BU,DOUGLAS,AZ,2
1847,93,3,SOUTHEAST BU,OCALA,FL,2
1848,264,25, NORTH BU,GLEN ELLYN,IL,2
1849,308,26, EAST BU,WINSTON SALEM,NC,2
1850,234,22, EAST BU,CHAMBERSBURG,PA,2
1851,109,9,SOUTHEAST BU,NORTH LAUDERDALE,FL,2
1852,291,75, EAST BU,WOODBRIDGE,VA,2
1853,461,58,WEST BU,HEMET,CA,2
1854,801,29,SOUTHEAST BU,HATILLO,PR,2
1855,423,52,WEST BU,EDEN PRAIRIE,MN,2
1856,179,16, EAST BU,BANGOR,ME,2
1857,209,20, NORTH BU,MENTOR,OH,2
1858,421,52,WEST BU,MONTEVIDEO,MN,2
1859,463,58,WEST BU,CALEXICO,CA,1
1860,284,22, EAST BU,ELKTON,MD,2
1861,422,52,WEST BU,OAK PARK HEIGHTS,MN,2
1862,462,58,WEST BU,RIALTO,CA,2
1863,209,20, NORTH BU,EASTLAKE,OH,2
1864,422,52,WEST BU,BROOKLYN PARK,MN,2
1865,421,52,WEST BU,REDWOOD FALLS,MN,2
1866,180,16, EAST BU,FARMINGTON,ME,2
1867,293,75, EAST BU,WESTMINSTER,MD,2
1868,180,16, EAST BU,AUBURN,ME,2
1869,165,22, EAST BU,MARLTON,NJ,2
1870,475,60,WEST BU,PULLMAN,WA,2
1871,187,16, EAST BU,WATERTOWN,NY,2
1872,383,47,WEST BU,HELENA,MT,2
1873,161,17, EAST BU,CRANSTON,RI,2
1874,118,9,SOUTHEAST BU,ENGLEWOOD,FL,2
1875,282,75, EAST BU,SEVERN,MD,2
1876,476,60,WEST BU,HOOD RIVER,OR,2
1877,581,57,WEST BU,PORTERVILLE,CA,2
1878,400,56,WEST BU,REXBURG,ID,2
1879,445,58,WEST BU,BARSTOW,CA,2
1880,468,56,WEST BU,COOS BAY,OR,2
1881,454,56,WEST BU,ANTELOPE,CA,2
1882,581,57,WEST BU,SELMA,CA,2
1883,229,20, NORTH BU,MONACA,PA,2
1884,226,17, EAST BU,DICKSON CITY,PA,2
1885,229,20, NORTH BU,BUTLER,PA,2
1886,234,22, EAST BU,MECHANICSBURG,PA,2
1887,232,22, EAST BU,MONTOURSVILLE,PA,2
1888,401,54,WEST BU,NORTH LOGAN,UT,2
1889,475,60,WEST BU,ISLAND CITY,OR,2
1890,285,22, EAST BU,SALISBURY,MD,2
1891,162,17, EAST BU,MANCHESTER,CT,2
1892,268,25, NORTH BU,HODGKINS,IL,2
1893,508,75, EAST BU,BOWIE,MD,2
1894,215,20, NORTH BU,MEDINA,OH,2
1895,215,20, NORTH BU,FAIRLAWN,OH,2
1896,391,54,WEST BU,COLORADO SPRINGS,CO,2
1897,268,25, NORTH BU,ELK GROVE VILLAGE,IL,2
1898,264,25, NORTH BU,SAINT CHARLES,IL,2
1899,461,58,WEST BU,RIVERSIDE,CA,2
1900,400,56,WEST BU,BURLEY,ID,2
1901,383,47,WEST BU,BUTTE,MT,2
1902,400,56,WEST BU,AMMON,ID,2
1903,455,56,WEST BU,YUBA CITY,CA,2
1904,292,76, EAST BU,LEESBURG,VA,2
1905,400,56,WEST BU,BLACKFOOT,ID,2
1906,160,16, EAST BU,FAIRHAVEN,MA,2
1907,184,16, EAST BU,HINSDALE,NH,2
1908,440,53, NORTH BU,GREEN BAY,WI,2
1909,195,76, EAST BU,NIAGARA FALLS,NY,2
1910,457,56,WEST BU,CRESCENT CITY,CA,2
1911,215,20, NORTH BU,AKRON,OH,2
1912,461,58,WEST BU,CORONA,CA,2
1913,207,19, NORTH BU,BOWLING GREEN,OH,2
1914,445,58,WEST BU,HIGHLAND,CA,2
1915,463,58,WEST BU,YUCCA VALLEY,CA,2
1916,108,9,SOUTHEAST BU,COCONUT CREEK,FL,2
1917,459,58,WEST BU,SANTEE,CA,2
1918,156,16, EAST BU,BELLINGHAM,MA,2
1919,179,16, EAST BU,LINCOLN,ME,2
1920,477,60,WEST BU,SALEM,OR,2
1921,178,22, EAST BU,MANAHAWKIN,NJ,2
1922,462,58,WEST BU,RANCHO CUCAMONGA,CA,2
1923,200,19, NORTH BU,COMSTOCK PARK,MI,2
1924,179,16, EAST BU,PRESQUE ISLE,ME,2
1925,478,60,WEST BU,NEWPORT,OR,2
1926,191,76, EAST BU,OSWEGO,NY,2
1927,209,20, NORTH BU,MACEDONIA,OH,2
1928,205,19, NORTH BU,FLINT,MI,2
1929,419,52,WEST BU,CLOQUET,MN,2
1930,184,16, EAST BU,PLAISTOW,NH,2
1931,440,53, NORTH BU,RHINELANDER,WI,2
1932,179,16, EAST BU,ELLSWORTH,ME,2
1933,267,25, NORTH BU,NORTHLAKE,IL,2
1934,314,75, EAST BU,SOUTH HILL,VA,2
1935,231,76, EAST BU,JOHNSTOWN,PA,2
1936,196,53, NORTH BU,SAULT SAINTE MARIE,MI,2
1937,216,20, NORTH BU,COSHOCTON,OH,2
1938,268,25, NORTH BU,BEDFORD PARK,IL,2
1939,180,16, EAST BU,BRUNSWICK,ME,2
1940,188,16, EAST BU,EAST GREENBUSH,NY,2
1941,462,58,WEST BU,GLENDORA,CA,2
1942,200,19, NORTH BU,HOLLAND,MI,2
1943,433,47,WEST BU,LINCOLN,NE,2
1945,226,17, EAST BU,MANSFIELD,PA,2
1946,187,16, EAST BU,MASSENA,NY,2
1947,473,60,WEST BU,OMAK,WA,2
1948,208,20, NORTH BU,WEIRTON,WV,2
1949,194,76, EAST BU,FREDONIA,NY,2
1950,301,26, EAST BU,AHOSKIE,NC,2
1951,399,56,WEST BU,ONTARIO,OR,2
1952,422,52,WEST BU,FRIDLEY,MN,2
1953,297,26, EAST BU,LOUISBURG,NC,2
1954,183,16, EAST BU,SANFORD,ME,2
1955,263,53, NORTH BU,ROCKFORD,IL,2
1956,382,47,WEST BU,BILLINGS,MT,2
1957,105,9,SOUTHEAST BU,NAPLES,FL,2
1958,80,7,SOUTHWEST BU,RIO GRANDE CITY,TX,2
1959,164,17, EAST BU,MIDDLETOWN,NY,2
1960,112,3,SOUTHEAST BU,TAMPA,FL,2
1961,225,21, NORTH BU,ALEXANDRIA,KY,2
1962,246,21, NORTH BU,KOKOMO,IN,2
1963,450,56,WEST BU,TURLOCK,CA,1
1964,161,17, EAST BU,WESTERLY,RI,2
1965,432,47,WEST BU,COUNCIL BLUFFS,IA,2
1966,194,76, EAST BU,GENESEO,NY,2
1967,154,16, EAST BU,SPRINGFIELD,MA,2
1968,281,75, EAST BU,ABERDEEN,MD,2
1969,290,75, EAST BU,MIDLOTHIAN,VA,2
1970,159,16, EAST BU,HUDSON,MA,2
1971,425,53, NORTH BU,ROCHESTER,MN,2
1972,511,56,WEST BU,LIVERMORE,CA,2
1973,194,76, EAST BU,LAKEWOOD,NY,2
1974,179,16, EAST BU,HOULTON,ME,2
1975,181,16, EAST BU,CLAREMONT,NH,2
1976,190,17, EAST BU,HORSEHEADS,NY,2
1977,178,22, EAST BU,BRICK,NJ,2
1978,247,21, NORTH BU,PLYMOUTH,IN,2
1979,453,56,WEST BU,CLEARLAKE,CA,2
1980,162,17, EAST BU,PUTNAM,CT,2
1981,508,75, EAST BU,CALIFORNIA,MD,2
1982,439,53, NORTH BU,APPLETON,WI,2
1983,450,56,WEST BU,CERES,CA,2
1984,154,16, EAST BU,NORTH ADAMS,MA,2
1985,283,76, EAST BU,LAUREL,MD,2
1986,213,19, NORTH BU,NORWALK,OH,2
1987,205,19, NORTH BU,LAPEER,MI,2
1988,455,56,WEST BU,ROSEVILLE,CA,2
1989,447,57,WEST BU,LOMPOC,CA,2
1990,217,21, NORTH BU,DELAWARE,OH,2
1991,251,41, NORTH BU,BLOOMINGTON,IN,2
1992,462,58,WEST BU,UPLAND,CA,2
1993,195,76, EAST BU,BROCKPORT,NY,2
1994,187,16, EAST BU,PLATTSBURGH,NY,2
1995,400,56,WEST BU,CHUBBUCK,ID,2
1996,553,9,SOUTHEAST BU,HALLANDALE BEACH,FL,2
1997,188,16, EAST BU,LATHAM,NY,2
1998,267,25, NORTH BU,SKOKIE,IL,2
1999,424,52,WEST BU,ANDOVER,MN,2
2000,301,26, EAST BU,KITTY HAWK,NC,2
2001,449,57,WEST BU,FRESNO,CA,2
2002,451,56,WEST BU,GILROY,CA,2
2003,174,17, EAST BU,NORTH BRUNSWICK,NJ,1
2004,415,52,WEST BU,DUBUQUE,IA,2
2005,306,26, EAST BU,KANNAPOLIS,NC,2
2006,475,60,WEST BU,CLARKSTON,WA,2
2007,473,60,WEST BU,MOSES LAKE,WA,2
2008,229,20, NORTH BU,GROVE CITY,PA,1
2009,281,75, EAST BU,ABINGDON,MD,2
2010,201,19, NORTH BU,NILES,MI,2
2012,156,16, EAST BU,NORTH OXFORD,MA,2
2013,179,16, EAST BU,WATERVILLE,ME,2
2014,204,19, NORTH BU,HOUGHTON LAKE,MI,2
2015,292,76, EAST BU,FAIRFAX,VA,2
2016,473,60,WEST BU,COLVILLE,WA,2
2019,235,20, NORTH BU,UNIONTOWN,PA,2
2020,246,21, NORTH BU,RENSSELAER,IN,2
2021,160,16, EAST BU,RAYNHAM,MA,2
2022,162,17, EAST BU,NORTH WINDHAM,CT,2
2023,233,22, EAST BU,LEBANON,PA,2
2024,226,17, EAST BU,TUNKHANNOCK,PA,2
2025,511,56,WEST BU,TRACY,CA,2
2026,801,29,SOUTHEAST BU,PONCE,PR,2
2027,320,76, EAST BU,LAVALE,MD,2
2028,461,58,WEST BU,RIVERSIDE,CA,1
2030,450,56,WEST BU,SONORA,CA,2
2031,511,56,WEST BU,UNION CITY,CA,2
2032,446,57,WEST BU,OXNARD,CA,1
2033,427,47,WEST BU,MANDAN,ND,2
2035,239,21, NORTH BU,GREENVILLE,OH,2
2036,317,20, NORTH BU,SOUTH CHARLESTON,WV,2
2037,472,60,WEST BU,ABERDEEN,WA,2
2038,292,76, EAST BU,STERLING,VA,2
2039,450,56,WEST BU,MERCED,CA,2
2040,170,22, EAST BU,BURLINGTON,NJ,2
2041,284,22, EAST BU,PENNSVILLE,NJ,2
2043,194,76, EAST BU,WARSAW,NY,2
2044,457,56,WEST BU,CHICO,CA,2
2045,281,75, EAST BU,NOTTINGHAM,MD,2
2046,180,16, EAST BU,AUGUSTA,ME,2
2047,179,16, EAST BU,PALMYRA,ME,2
2048,453,56,WEST BU,FAIRFIELD,CA,2
2049,237,22, EAST BU,ALTOONA,PA,2
2050,396,57,WEST BU,HENDERSON,NV,2
2051,405,57,WEST BU,KINGMAN,AZ,2
2052,453,56,WEST BU,UKIAH,CA,2
2053,457,56,WEST BU,WILLOWS,CA,2
2054,450,56,WEST BU,JACKSON,CA,2
2055,183,16, EAST BU,CONCORD,NH,2
2056,188,16, EAST BU,SARATOGA SPRINGS,NY,2
2057,184,16, EAST BU,RINDGE,NH,2
2058,297,26, EAST BU,RALEIGH,NC,2
2059,231,76, EAST BU,GREENSBURG,PA,2
2061,201,19, NORTH BU,PLAINWELL,MI,2
2062,201,19, NORTH BU,BENTON HARBOR,MI,2
2063,208,20, NORTH BU,AUSTINTOWN,OH,2
2064,226,17, EAST BU,MILFORD,PA,2
2065,122,12,SOUTHEAST BU,KNOXVILLE,TN,2
2066,64,6,SOUTHWEST BU,HOUSTON,TX,2
2067,801,29,SOUTHEAST BU,MAYAGUEZ,PR,2
