Store NBR,LY,TY,YOY Case QTY,Feature Wave WK27,SET Wave WK31,Replen Wave WK33,Replen Wave WK35,Replen Wave WK36
2117,5539,1921,-65%,1%,59%,36%,4%,0%
2118,5087,1673,-67%,2%,62%,35%,2%,0%
2119,5060,1456,-71%,2%,57%,39%,3%,0%
2120,1937,1359,-30%,3%,61%,32%,3%,0%
2121,4691,1879,-60%,1%,62%,35%,1%,0%
2122,1832,1555,-15%,1%,58%,39%,2%,0%
2123,5802,2267,-61%,2%,62%,34%,2%,0%
2124,7187,3703,-48%,2%,61%,35%,2%,0%
2125,7326,3387,-54%,1%,68%,30%,1%,0%
2126,11720,6480,-45%,0%,57%,43%,0%,0%
2127,5841,2351,-60%,2%,62%,33%,2%,0%
2128,4759,1636,-66%,2%,66%,31%,1%,0%
2129,2345,1594,-32%,3%,65%,31%,1%,0%
2130,4437,1656,-63%,1%,64%,34%,1%,0%
2131,4782,2001,-58%,1%,73%,25%,1%,0%
2132,5630,2697,-52%,2%,66%,31%,1%,0%
2133,9236,4373,-53%,2%,55%,42%,2%,0%
2134,4856,1871,-61%,1%,68%,29%,3%,0%
2135,1004,859,-14%,5%,69%,25%,1%,0%
2136,6300,2511,-60%,3%,66%,29%,1%,0%
2137,4852,2453,-49%,0%,66%,32%,2%,0%
2138,2140,1997,-7%,1%,58%,39%,1%,0%
2139,1417,1415,0%,1%,71%,26%,2%,0%
2140,4768,2074,-57%,2%,69%,28%,1%,0%
2141,1089,963,-12%,1%,54%,41%,5%,0%
2142,7532,3407,-55%,2%,64%,32%,2%,0%
2143,4656,1799,-61%,1%,71%,26%,1%,0%
2144,4781,1623,-66%,1%,61%,37%,2%,0%
2145,6315,3051,-52%,1%,57%,38%,4%,0%
2146,5560,1911,-66%,2%,63%,33%,2%,0%
2147,5956,2458,-59%,3%,61%,34%,2%,0%
2149,5868,2479,-58%,3%,66%,30%,2%,0%
2150,7165,3567,-50%,0%,48%,46%,6%,0%
2151,4896,1968,-60%,1%,54%,42%,2%,0%
2152,6589,2733,-59%,1%,56%,41%,2%,0%
2153,5700,2287,-60%,1%,66%,32%,1%,0%
2154,5100,2283,-55%,1%,57%,38%,3%,0%
2155,2622,1982,-24%,2%,62%,33%,2%,0%
2156,1164,791,-32%,2%,68%,28%,2%,0%
2157,6457,3284,-49%,1%,58%,39%,2%,0%
2158,5489,2742,-50%,2%,70%,27%,1%,0%
2159,2369,2373,0%,1%,62%,34%,2%,0%
2160,1670,1350,-19%,2%,76%,21%,1%,0%
2161,1906,1567,-18%,2%,54%,42%,2%,0%
2163,6423,2774,-57%,3%,56%,38%,3%,0%
2164,4712,1371,-71%,3%,62%,32%,2%,0%
2166,2387,1725,-28%,1%,53%,42%,4%,0%
2167,5359,2343,-56%,1%,58%,40%,2%,0%
2169,7328,3378,-54%,3%,55%,39%,3%,0%
2170,1483,1090,-27%,4%,64%,31%,1%,0%
2174,5991,2343,-61%,1%,59%,37%,2%,0%
2175,1528,1017,-33%,4%,68%,26%,1%,0%
2176,8166,3760,-54%,1%,59%,38%,2%,0%
2177,6022,2779,-54%,3%,50%,42%,4%,0%
2178,4424,1407,-68%,2%,68%,29%,1%,0%
2180,5849,2277,-61%,3%,56%,40%,2%,0%
2181,6452,3523,-45%,0%,57%,38%,4%,0%
2183,1631,2012,23%,1%,72%,26%,1%,0%
2184,4950,1778,-64%,1%,57%,41%,1%,0%
2185,5819,2314,-60%,2%,67%,30%,1%,0%
2187,2213,1794,-19%,1%,63%,33%,3%,0%
2188,882,940,7%,0%,74%,26%,0%,0%
2189,6594,3586,-46%,0%,64%,34%,2%,0%
2190,4414,1731,-61%,0%,63%,35%,2%,0%
2191,4867,1946,-60%,2%,73%,23%,1%,0%
2192,5036,1835,-64%,2%,66%,31%,1%,0%
2193,6775,3055,-55%,3%,57%,38%,2%,0%
2194,4948,1847,-63%,1%,57%,39%,3%,0%
2195,5964,2777,-53%,1%,60%,36%,2%,0%
2196,5780,2428,-58%,1%,65%,33%,1%,0%
2197,6620,2818,-57%,2%,63%,33%,2%,0%
2198,921,792,-14%,1%,64%,32%,3%,0%
2199,7897,3920,-50%,2%,57%,39%,2%,0%
2200,4544,1367,-70%,1%,64%,35%,1%,0%
2201,7192,4094,-43%,1%,52%,43%,4%,0%
2202,5897,2456,-58%,1%,62%,36%,2%,0%
2204,3147,2390,-24%,1%,64%,31%,3%,0%
2205,5420,1808,-67%,3%,57%,38%,2%,0%
2206,7304,4179,-43%,1%,55%,43%,2%,0%
2207,5857,2443,-58%,1%,62%,35%,2%,0%
2208,7626,3401,-55%,2%,63%,33%,1%,0%
2209,3497,2486,-29%,2%,61%,34%,2%,0%
2210,5811,2827,-51%,0%,64%,34%,2%,0%
2211,5579,2431,-56%,3%,62%,33%,2%,0%
2213,6553,3341,-49%,1%,68%,29%,2%,0%
2214,4658,1798,-61%,1%,70%,27%,2%,0%
2215,6069,2595,-57%,1%,68%,30%,1%,0%
2218,8889,4580,-48%,3%,59%,37%,2%,0%
2221,7603,3527,-54%,2%,60%,36%,2%,0%
2222,6754,2713,-60%,3%,57%,38%,2%,0%
2223,7100,3779,-47%,0%,58%,39%,2%,0%
2224,4662,1848,-60%,1%,70%,28%,1%,0%
2225,5152,1553,-70%,3%,60%,35%,3%,0%
2226,184,122,-34%,1%,59%,38%,2%,0%
2227,1822,1220,-33%,0%,58%,39%,2%,0%
2228,5654,2265,-60%,1%,67%,31%,1%,0%
2230,6594,3364,-49%,2%,62%,35%,1%,0%
2231,5741,2713,-53%,1%,62%,35%,2%,0%
2232,5093,2120,-58%,1%,63%,34%,2%,0%
2233,7781,4582,-41%,1%,56%,41%,2%,0%
2234,5608,2186,-61%,3%,64%,31%,2%,0%
2236,6079,2551,-58%,2%,61%,36%,1%,0%
2237,2184,2247,3%,1%,49%,44%,5%,0%
2238,4705,1907,-59%,1%,63%,34%,2%,0%
2239,8716,4560,-48%,3%,51%,43%,3%,0%
2240,3929,2617,-33%,1%,82%,17%,0%,0%
2241,2898,2082,-28%,1%,57%,36%,5%,0%
2242,3684,3537,-4%,0%,55%,41%,4%,0%
2243,7994,3754,-53%,1%,63%,34%,2%,0%
2244,7166,3256,-55%,2%,62%,34%,2%,0%
2245,7795,3988,-49%,2%,58%,38%,2%,0%
2247,5476,2357,-57%,1%,59%,38%,2%,0%
2248,1606,1669,4%,1%,63%,34%,2%,0%
2249,4204,3409,-19%,2%,57%,37%,3%,0%
2250,6043,1815,-70%,2%,58%,38%,2%,0%
2251,5682,2332,-59%,2%,57%,36%,4%,0%
2252,8406,4428,-47%,1%,63%,34%,2%,0%
2253,7524,4296,-43%,0%,53%,45%,2%,0%
2254,661,635,-4%,1%,66%,31%,1%,0%
2255,5864,2386,-59%,3%,60%,35%,2%,0%
2256,2354,2140,-9%,1%,79%,18%,1%,0%
2257,2376,2086,-12%,1%,54%,41%,5%,0%
2258,3975,1195,-70%,5%,61%,31%,2%,0%
2259,6800,3366,-51%,1%,66%,31%,2%,0%
2261,5191,1742,-66%,1%,62%,36%,2%,0%
2262,7094,3348,-53%,1%,60%,36%,2%,0%
2263,5730,2793,-51%,1%,63%,35%,1%,0%
2264,4726,1423,-70%,2%,63%,32%,2%,0%
2265,7932,3710,-53%,2%,63%,33%,3%,0%
2266,7541,3025,-60%,2%,61%,35%,2%,0%
2267,4298,1302,-70%,1%,66%,32%,1%,0%
2269,3552,2907,-18%,3%,65%,28%,4%,0%
2270,7838,4088,-48%,1%,67%,30%,2%,0%
2271,5711,2262,-60%,2%,65%,32%,2%,0%
2272,4361,1272,-71%,2%,68%,29%,1%,0%
2273,2328,2296,-1%,1%,69%,27%,3%,0%
2274,5581,1837,-67%,2%,63%,33%,2%,0%
2275,4704,1592,-66%,0%,69%,30%,1%,0%
2276,6217,3080,-50%,1%,71%,26%,2%,0%
2277,5706,2331,-59%,1%,56%,39%,4%,0%
2278,6883,3723,-46%,1%,64%,33%,1%,0%
2279,5284,2667,-50%,1%,56%,41%,3%,0%
2280,5342,1864,-65%,0%,59%,39%,1%,0%
2281,7680,3770,-51%,1%,62%,35%,2%,0%
2282,6872,2830,-59%,2%,62%,34%,2%,0%
2283,6764,2556,-62%,2%,62%,35%,2%,0%
2284,6074,2172,-64%,3%,55%,39%,3%,0%
2285,6903,2709,-61%,2%,60%,36%,2%,0%
2286,7718,4084,-47%,2%,54%,42%,2%,0%
2287,6363,2686,-58%,2%,63%,34%,1%,0%
2288,1423,1253,-12%,4%,63%,29%,3%,0%
2289,1962,1314,-33%,2%,57%,38%,3%,0%
2291,2190,1726,-21%,0%,46%,48%,5%,0%
2292,5592,2479,-56%,1%,61%,35%,3%,0%
2293,4202,1540,-63%,1%,67%,31%,0%,0%
2294,6512,2264,-65%,2%,54%,42%,3%,0%
2295,1324,1154,-13%,1%,75%,23%,1%,0%
2297,6820,2940,-57%,0%,56%,42%,1%,0%
2299,6271,2462,-61%,2%,61%,35%,2%,0%
2300,7321,3692,-50%,1%,56%,41%,2%,0%
2302,2281,1872,-18%,0%,85%,15%,0%,0%
2306,6307,2877,-54%,1%,68%,30%,1%,0%
2307,8509,4302,-49%,2%,57%,40%,2%,0%
2308,3067,2143,-30%,0%,52%,48%,0%,0%
2309,5577,2400,-57%,2%,65%,31%,2%,0%
2310,2897,3160,9%,2%,63%,32%,2%,0%
2311,2921,2181,-25%,2%,69%,28%,2%,0%
2312,2141,1940,-9%,2%,66%,30%,2%,0%
2313,5671,2098,-63%,1%,75%,23%,1%,0%
2314,8492,3675,-57%,0%,53%,47%,0%,0%
2315,1307,1041,-20%,2%,59%,37%,2%,0%
2316,7152,3570,-50%,2%,59%,37%,2%,0%
2317,5467,2002,-63%,1%,61%,36%,2%,0%
2318,8068,3718,-54%,2%,58%,38%,2%,0%
2319,1232,973,-21%,6%,51%,39%,3%,0%
2320,3851,1062,-72%,1%,71%,26%,1%,0%
2321,5995,2504,-58%,0%,60%,40%,0%,0%
2322,6894,3489,-49%,1%,72%,25%,1%,0%
2323,6168,2566,-58%,2%,62%,35%,1%,0%
2325,7921,3457,-56%,1%,56%,40%,3%,0%
2326,2467,1791,-27%,2%,64%,32%,2%,0%
2328,148,118,-20%,0%,73%,27%,0%,0%
2329,464,980,111%,5%,70%,24%,1%,0%
2330,6367,2756,-57%,2%,56%,39%,3%,0%
2331,6334,3728,-41%,1%,64%,34%,1%,0%
2332,6547,2866,-56%,2%,64%,33%,1%,0%
2333,1146,789,-31%,3%,51%,43%,4%,0%
2334,5076,1209,-76%,1%,65%,33%,2%,0%
2335,4572,1899,-58%,0%,68%,30%,1%,0%
2336,6909,3252,-53%,1%,57%,40%,2%,0%
2337,2856,1887,-34%,3%,66%,30%,1%,0%
2338,6314,2785,-56%,1%,64%,34%,2%,0%
2339,5025,1937,-61%,1%,64%,34%,2%,0%
2340,6595,2793,-58%,3%,64%,32%,1%,0%
2341,4336,1528,-65%,1%,60%,37%,2%,0%
2346,7368,2390,-68%,0%,78%,22%,0%,0%
2348,4853,2288,-53%,0%,57%,41%,1%,0%
2350,2332,1299,-44%,3%,68%,27%,1%,0%
2351,5066,1798,-65%,2%,65%,32%,2%,0%
2352,5969,1639,-73%,2%,59%,36%,3%,0%
2354,5281,2639,-50%,1%,67%,31%,2%,0%
2355,5849,2694,-54%,1%,62%,35%,1%,0%
2357,6192,2490,-60%,2%,53%,41%,3%,0%
2358,5512,1929,-65%,2%,66%,30%,2%,0%
2359,6357,2332,-63%,1%,65%,32%,2%,0%
2360,4611,0,-100%,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
2361,1547,1096,-29%,5%,56%,38%,2%,0%
2362,4536,1575,-65%,3%,64%,29%,3%,0%
2365,2235,1471,-34%,5%,58%,35%,2%,0%
2366,6705,3064,-54%,2%,60%,36%,3%,0%
2367,4588,1167,-75%,1%,68%,29%,2%,0%
2368,6017,2475,-59%,1%,62%,34%,2%,0%
2369,4938,1830,-63%,1%,68%,29%,1%,0%
2370,5295,2122,-60%,1%,69%,28%,1%,0%
2371,6926,3067,-56%,3%,52%,42%,3%,0%
2373,5630,2161,-62%,2%,70%,26%,2%,0%
2385,6099,2850,-53%,1%,67%,30%,2%,0%
2386,5055,1849,-63%,1%,61%,37%,2%,0%
2387,6951,4011,-42%,2%,55%,40%,4%,0%
2388,1585,1619,2%,1%,83%,15%,1%,0%
2391,73,89,22%,1%,64%,35%,0%,0%
2392,112,50,-55%,0%,88%,12%,0%,0%
2393,39,70,79%,7%,64%,29%,0%,0%
2394,115,81,-30%,1%,81%,17%,0%,0%
2395,42,66,57%,2%,73%,26%,0%,0%
2396,32,69,116%,0%,72%,28%,0%,0%
2397,84,107,27%,1%,68%,31%,0%,0%
2398,4428,1903,-57%,1%,69%,29%,1%,0%
2399,7076,3831,-46%,1%,58%,39%,2%,0%
2400,6937,3260,-53%,1%,56%,39%,3%,0%
2401,7485,3750,-50%,1%,56%,40%,3%,0%
2402,8525,4096,-52%,2%,61%,34%,3%,0%
2403,8216,4833,-41%,2%,56%,41%,2%,0%
2404,5625,2178,-61%,2%,58%,37%,3%,0%
2405,8054,4098,-49%,1%,59%,39%,1%,0%
2406,62,53,-15%,0%,85%,15%,0%,0%
2412,4967,1888,-62%,2%,67%,30%,2%,0%
2414,84,68,-19%,0%,72%,28%,0%,0%
2417,5132,1909,-63%,2%,75%,22%,1%,0%
2418,5187,1908,-63%,1%,65%,33%,1%,0%
2419,5537,2126,-62%,2%,56%,41%,2%,0%
2420,8850,4245,-52%,2%,55%,41%,2%,0%
2421,4823,1864,-61%,2%,73%,23%,1%,0%
2422,5362,1984,-63%,1%,66%,32%,1%,0%
2423,8941,4327,-52%,0%,78%,22%,0%,0%
2424,567,888,57%,9%,67%,22%,1%,0%
2425,69,55,-20%,0%,82%,18%,0%,0%
2426,6839,3603,-47%,1%,63%,33%,2%,0%
2427,4063,1737,-57%,1%,79%,19%,1%,0%
2428,4750,1662,-65%,2%,67%,30%,2%,0%
2429,3634,2967,-18%,1%,68%,28%,2%,0%
2431,85,61,-28%,2%,79%,20%,0%,0%
2432,4303,1568,-64%,2%,59%,38%,1%,0%
2433,38,73,92%,1%,68%,30%,0%,0%
2434,6825,3007,-56%,2%,71%,26%,1%,0%
2435,2366,1847,-22%,2%,60%,34%,2%,0%
2436,6721,3017,-55%,2%,61%,35%,2%,0%
2437,5755,2073,-64%,3%,59%,36%,1%,0%
2438,6282,2522,-60%,2%,58%,38%,2%,0%
2439,6954,3371,-52%,1%,61%,35%,2%,0%
2440,3531,3219,-9%,2%,53%,41%,3%,0%
2441,5497,1990,-64%,3%,62%,33%,3%,0%
2442,41,61,49%,0%,75%,25%,0%,0%
2443,6767,2833,-58%,1%,67%,30%,1%,0%
2444,6373,2619,-59%,2%,65%,31%,2%,0%
2445,6219,2610,-58%,2%,59%,37%,2%,0%
2446,7334,3830,-48%,1%,66%,31%,2%,0%
2447,4826,1977,-59%,1%,56%,39%,4%,0%
2448,5030,1969,-61%,1%,72%,26%,1%,0%
2449,8977,4604,-49%,1%,82%,17%,0%,0%
2450,5933,2197,-63%,1%,60%,37%,2%,0%
2451,112,69,-38%,1%,67%,32%,0%,0%
2452,1639,1242,-24%,1%,68%,28%,3%,0%
2453,5250,2288,-56%,1%,61%,35%,3%,0%
2455,6024,2698,-55%,1%,65%,33%,1%,0%
2457,4448,1425,-68%,2%,65%,31%,2%,0%
2458,2646,2180,-18%,1%,49%,43%,7%,0%
2459,6006,2926,-51%,1%,60%,37%,2%,0%
2460,2278,1512,-34%,3%,54%,39%,4%,0%
2463,5877,2431,-59%,2%,66%,31%,1%,0%
2464,6362,3201,-50%,1%,57%,39%,2%,0%
2465,72,54,-25%,0%,83%,17%,0%,0%
2467,1,134,13300%,0%,54%,46%,0%,0%
2468,179,156,-13%,1%,58%,42%,0%,0%
2469,5738,2012,-65%,2%,63%,33%,2%,0%
2471,5168,2491,-52%,3%,67%,29%,1%,0%
2472,6299,2803,-56%,3%,55%,39%,3%,0%
2473,6027,3787,-37%,0%,55%,45%,0%,0%
2474,5132,1627,-68%,4%,64%,30%,2%,0%
2475,2067,1830,-11%,2%,54%,40%,3%,0%
2476,6591,2573,-61%,1%,64%,33%,2%,0%
2477,6240,2536,-59%,0%,63%,34%,2%,0%
2479,6636,3754,-43%,0%,54%,42%,3%,0%
2480,6725,2890,-57%,2%,60%,36%,1%,0%
2481,5439,1585,-71%,3%,58%,37%,2%,0%
2482,6923,4180,-40%,1%,57%,39%,3%,0%
2483,3851,3105,-19%,2%,67%,29%,3%,0%
2484,1431,1495,4%,1%,65%,32%,2%,0%
2485,5662,2483,-56%,1%,67%,30%,1%,0%
2486,106,76,-28%,1%,71%,28%,0%,0%
2487,100,67,-33%,1%,73%,25%,0%,0%
2488,67,92,37%,0%,75%,25%,0%,0%
2490,1738,1247,-28%,1%,56%,39%,4%,0%
2491,2105,870,-59%,3%,50%,42%,5%,0%
2492,5457,2116,-61%,2%,67%,29%,2%,0%
2493,1605,1974,23%,0%,76%,22%,1%,0%
2494,5895,2934,-50%,0%,58%,40%,2%,0%
2495,5398,2247,-58%,3%,59%,35%,3%,0%
2496,6492,1500,-77%,2%,74%,23%,0%,0%
2497,6993,3445,-51%,1%,67%,30%,1%,0%
2499,95,118,24%,1%,67%,32%,0%,0%
2500,1,148,14700%,2%,51%,43%,2%,1%
2501,7704,3450,-55%,0%,78%,22%,0%,0%
2502,7034,2683,-62%,3%,57%,39%,1%,0%
2503,5601,1655,-70%,4%,61%,34%,1%,0%
2504,7029,3224,-54%,2%,63%,34%,2%,0%
2505,6399,2343,-63%,2%,62%,33%,2%,0%
2506,5277,2166,-59%,2%,66%,30%,2%,0%
2507,1072,850,-21%,5%,47%,44%,4%,1%
2508,8665,4189,-52%,2%,60%,36%,2%,0%
2509,801,1017,27%,1%,81%,17%,1%,0%
2510,4718,1494,-68%,3%,70%,26%,0%,0%
2511,9860,5032,-49%,1%,60%,37%,2%,0%
2512,6848,3281,-52%,1%,59%,38%,3%,0%
2513,2956,2098,-29%,3%,71%,25%,1%,0%
2514,4738,1888,-60%,3%,74%,22%,1%,0%
2515,6574,3015,-54%,1%,58%,37%,3%,0%
2516,1845,1499,-19%,1%,61%,35%,4%,0%
2517,2682,2665,-1%,0%,55%,41%,3%,0%
2518,5951,2735,-54%,1%,57%,41%,1%,0%
2519,7575,3453,-54%,2%,57%,39%,1%,0%
2520,5211,1707,-67%,3%,63%,33%,1%,0%
2522,2258,1924,-15%,1%,71%,27%,2%,0%
2523,7827,4121,-47%,1%,55%,42%,2%,0%
2526,8648,4430,-49%,2%,55%,42%,2%,0%
2527,5418,2285,-58%,1%,59%,39%,1%,0%
2528,6860,3070,-55%,2%,63%,34%,1%,0%
2529,6367,2546,-60%,2%,56%,40%,2%,0%
2530,1442,1218,-16%,1%,65%,33%,2%,0%
2531,7952,3885,-51%,1%,54%,41%,3%,0%
2532,2752,2641,-4%,3%,72%,23%,1%,0%
2533,8696,3487,-60%,2%,58%,38%,2%,0%
2534,4842,2021,-58%,2%,67%,28%,2%,0%
2535,7110,3400,-52%,2%,56%,39%,3%,0%
2536,6230,2422,-61%,1%,52%,42%,5%,0%
2537,6975,3882,-44%,1%,62%,35%,2%,0%
2538,5859,2445,-58%,1%,62%,35%,2%,0%
2539,8982,5506,-39%,1%,63%,34%,2%,0%
2540,6087,2158,-65%,3%,64%,32%,1%,0%
2541,2876,2188,-24%,3%,69%,25%,2%,0%
2542,857,1095,28%,1%,76%,22%,1%,0%
2543,5866,2197,-63%,1%,59%,38%,2%,0%
2544,7750,3637,-53%,1%,65%,32%,2%,0%
2545,2711,1905,-30%,2%,67%,29%,2%,0%
2546,8247,4946,-40%,1%,52%,44%,2%,0%
2547,5138,1828,-64%,1%,64%,33%,2%,0%
2548,6382,2600,-59%,2%,66%,30%,2%,0%
2549,8807,5331,-39%,1%,61%,36%,2%,0%
2550,5919,2910,-51%,1%,71%,27%,2%,0%
2551,6439,2827,-56%,1%,59%,39%,1%,0%
2553,2061,1683,-18%,1%,53%,44%,2%,0%
2554,8750,4467,-49%,1%,63%,34%,2%,0%
2555,4262,1379,-68%,3%,67%,28%,2%,0%
2556,1448,1036,-28%,0%,58%,38%,4%,0%
2557,8585,4521,-47%,2%,51%,43%,4%,0%
2558,3937,1217,-69%,0%,70%,29%,1%,0%
2559,5409,2856,-47%,1%,66%,31%,2%,0%
2560,6982,3139,-55%,2%,60%,37%,1%,0%
2561,6703,2848,-58%,1%,63%,34%,1%,0%
2562,1022,763,-25%,1%,75%,23%,1%,0%
2563,491,633,29%,4%,67%,28%,2%,0%
2564,1476,960,-35%,2%,62%,34%,2%,0%
2565,2482,1599,-36%,2%,63%,33%,1%,0%
2566,5773,2229,-61%,2%,58%,38%,1%,0%
2567,1970,2067,5%,1%,71%,27%,1%,0%
2568,2415,2382,-1%,1%,52%,42%,5%,1%
2571,983,1354,38%,1%,77%,21%,1%,0%
2572,5036,1649,-67%,2%,63%,34%,2%,0%
2574,5826,2152,-63%,4%,55%,40%,2%,0%
2575,4838,1593,-67%,2%,59%,36%,2%,0%
2576,6836,2759,-60%,3%,57%,38%,2%,0%
2577,5452,2565,-53%,2%,63%,34%,1%,0%
2579,4169,1351,-68%,1%,68%,29%,1%,0%
2580,997,1404,41%,1%,71%,27%,2%,0%
2581,6133,2615,-57%,1%,62%,35%,2%,0%
2582,903,1154,28%,2%,67%,30%,1%,0%
2583,1183,786,-34%,2%,63%,30%,5%,0%
2584,1150,834,-27%,1%,70%,28%,2%,0%
2585,1275,747,-41%,4%,54%,37%,5%,0%
2586,1780,1915,8%,1%,65%,32%,2%,0%
2587,7901,4011,-49%,2%,60%,35%,2%,0%
2588,6369,2714,-57%,1%,70%,27%,1%,0%
2590,100,78,-22%,1%,69%,29%,0%,0%
2591,8399,3949,-53%,2%,59%,37%,2%,0%
2592,7551,3300,-56%,1%,54%,41%,4%,0%
2593,10893,6149,-44%,1%,53%,43%,2%,0%
2594,4404,1935,-56%,1%,58%,39%,2%,0%
2595,6036,2460,-59%,1%,58%,40%,2%,0%
2596,6940,2908,-58%,3%,62%,33%,2%,0%
2597,6646,2736,-59%,1%,62%,35%,2%,0%
2598,5527,2291,-59%,0%,62%,36%,2%,0%
2599,8014,4423,-45%,1%,56%,41%,2%,0%
2600,4638,2084,-55%,3%,68%,28%,1%,0%
2603,5863,2351,-60%,2%,61%,36%,1%,0%
2604,5102,1378,-73%,4%,55%,39%,2%,0%
2605,3481,2293,-34%,2%,62%,34%,2%,0%
2607,4499,1559,-65%,1%,65%,33%,1%,0%
2608,1603,1488,-7%,2%,69%,28%,1%,0%
2609,6073,2842,-53%,1%,56%,41%,3%,0%
2610,7851,3644,-54%,3%,56%,38%,3%,0%
2611,6092,2731,-55%,2%,63%,34%,1%,0%
2612,9321,6570,-30%,2%,55%,40%,3%,0%
2613,651,572,-12%,3%,66%,30%,1%,0%
2614,6312,2695,-57%,2%,61%,34%,3%,0%
2615,5709,3109,-46%,1%,48%,46%,5%,0%
2616,8277,4885,-41%,2%,61%,35%,1%,0%
2617,5284,2234,-58%,3%,62%,32%,2%,0%
2618,5123,1889,-63%,3%,65%,31%,1%,0%
2619,6467,3065,-53%,1%,70%,27%,1%,0%
2620,1237,1014,-18%,1%,65%,33%,1%,0%
2621,6592,3453,-48%,1%,56%,42%,1%,0%
2626,2731,2306,-16%,2%,53%,41%,4%,0%
2627,2052,2155,5%,0%,58%,37%,4%,0%
2628,8785,4926,-44%,2%,60%,36%,2%,0%
2629,2799,2791,0%,1%,69%,28%,1%,0%
2630,5460,2925,-46%,2%,60%,36%,2%,0%
2631,5576,2552,-54%,1%,58%,38%,3%,0%
2632,117,101,-14%,1%,71%,28%,0%,0%
2633,4526,1118,-75%,2%,72%,24%,2%,0%
2634,926,658,-29%,1%,64%,33%,1%,0%
2636,7653,3997,-48%,1%,55%,42%,1%,0%
2637,6883,2614,-62%,2%,52%,43%,3%,0%
2638,2465,1536,-38%,4%,56%,36%,3%,0%
2639,4175,912,-78%,1%,67%,30%,1%,0%
2640,561,915,63%,7%,58%,34%,1%,0%
2641,7288,3506,-52%,1%,61%,36%,2%,0%
2642,5534,3010,-46%,1%,65%,33%,2%,0%
2643,3763,1202,-68%,1%,69%,29%,2%,0%
2644,5069,2423,-52%,2%,73%,23%,2%,0%
2645,432,508,18%,4%,63%,31%,2%,0%
2646,1349,1026,-24%,1%,71%,26%,1%,0%
2647,1617,1609,0%,2%,76%,22%,1%,0%
2648,1592,1587,0%,1%,59%,38%,3%,0%
2649,6219,2844,-54%,2%,59%,37%,3%,0%
2650,5773,2389,-59%,1%,66%,30%,2%,0%
2651,6898,2892,-58%,2%,65%,32%,2%,0%
2652,1814,1340,-26%,1%,60%,36%,3%,0%
2653,1029,863,-16%,1%,67%,30%,2%,0%
2654,391,479,23%,3%,65%,30%,2%,0%
2656,2928,2596,-11%,1%,64%,32%,3%,0%
2658,5717,2219,-61%,1%,66%,31%,2%,0%
2659,4316,1420,-67%,1%,61%,37%,1%,0%
2660,4226,1243,-71%,4%,55%,40%,1%,0%
2662,916,1446,58%,2%,75%,22%,1%,0%
2663,5953,2290,-62%,4%,60%,35%,1%,0%
2664,1394,1169,-16%,1%,76%,23%,1%,0%
2665,5485,2702,-51%,1%,58%,39%,2%,0%
2666,44,0,-100%,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
2667,5794,2381,-59%,1%,56%,38%,5%,0%
2668,5810,2368,-59%,1%,67%,30%,2%,0%
2671,6230,3515,-44%,1%,63%,34%,2%,0%
2672,723,723,0%,2%,66%,31%,1%,0%
2674,3849,1193,-69%,2%,71%,26%,1%,0%
2678,5510,2724,-51%,2%,58%,38%,2%,0%
2679,5704,2350,-59%,1%,65%,31%,2%,0%
2681,1314,993,-24%,1%,61%,35%,2%,0%
2682,2032,1367,-33%,2%,58%,38%,2%,0%
2683,1203,850,-29%,5%,64%,30%,1%,0%
2684,4974,1619,-67%,3%,64%,32%,1%,0%
2686,57,66,16%,2%,70%,29%,0%,0%
2687,5616,2190,-61%,4%,63%,31%,2%,0%
2688,6378,3270,-49%,2%,57%,38%,3%,0%
2689,71,73,3%,1%,67%,32%,0%,0%
2690,5128,1924,-62%,3%,65%,31%,1%,0%
2691,6873,3086,-55%,3%,67%,28%,1%,0%
2692,7507,4414,-41%,1%,64%,33%,2%,0%
2693,5757,2353,-59%,2%,64%,32%,2%,0%
2694,5945,2479,-58%,1%,70%,28%,1%,0%
2695,8034,4933,-39%,2%,51%,44%,3%,0%
2696,1781,800,-55%,0%,73%,26%,1%,0%
2697,7513,3105,-59%,1%,55%,41%,2%,0%
2699,57,83,46%,1%,66%,33%,0%,0%
2700,6429,2626,-59%,2%,57%,39%,2%,0%
2702,2491,2027,-19%,2%,67%,29%,2%,0%
2703,1798,1616,-10%,1%,70%,28%,2%,0%
2704,2018,1474,-27%,3%,65%,30%,2%,0%
2705,895,1163,30%,1%,72%,25%,2%,0%
2706,5705,2819,-51%,1%,60%,37%,2%,0%
2708,13002,8602,-34%,1%,57%,40%,2%,0%
2710,1348,985,-27%,3%,58%,39%,0%,0%
2711,974,877,-10%,1%,66%,33%,0%,0%
2712,6298,2549,-60%,1%,60%,37%,2%,0%
2713,5760,2867,-50%,2%,68%,28%,2%,0%
2714,672,970,44%,3%,72%,23%,1%,0%
2715,6821,3125,-54%,1%,60%,36%,2%,0%
2716,5963,2504,-58%,1%,64%,33%,2%,0%
2717,1465,1363,-7%,1%,70%,28%,1%,0%
2718,1740,1388,-20%,1%,63%,32%,4%,0%
2719,5197,1758,-66%,2%,59%,37%,2%,0%
2720,7200,3693,-49%,2%,59%,37%,2%,0%
2721,7051,3594,-49%,1%,81%,18%,0%,0%
2722,7991,4115,-49%,0%,63%,37%,0%,0%
