Store Number,FOTL 6-PK Underwear,FOTL 6-PK Sock,Hanes 10-PK Underwear
4697,,Y,Y
4849,,Y,Y
4865,,Y,Y
5012,,Y,Y
5022,,Y,Y
5023,,Y,
5025,,Y,Y
5027,,Y,Y
5029,,Y,Y
5030,,Y,Y
5031,Y,Y,Y
5032,,Y,Y
5033,,,Y
5034,,Y,Y
5035,Y,Y,Y
5036,,Y,Y
5037,,,Y
5039,Y,Y,Y
5040,,Y,Y
5041,,,Y
5044,,Y,
5045,Y,Y,Y
5046,Y,Y,Y
5047,,Y,Y
5048,,Y,Y
5049,,,Y
5051,Y,Y,Y
5054,,Y,Y
5055,,Y,Y
5056,,Y,Y
5057,,Y,Y
5058,,Y,Y
5060,,Y,Y
5063,,Y,Y
5066,,Y,Y
5070,,Y,Y
5071,,Y,Y
5072,Y,Y,
5075,,Y,
5076,,Y,Y
5078,,Y,Y
5079,,Y,Y
5080,,Y,Y
5085,,Y,Y
5088,,Y,Y
5089,,Y,
5090,Y,Y,Y
5091,,Y,Y
5092,,Y,Y
5095,,Y,Y
5096,,Y,Y
5097,,Y,Y
5099,Y,Y,Y
5101,,Y,Y
5104,,Y,Y
5105,,Y,Y
5111,,Y,Y
5113,,Y,Y
5115,,Y,Y
5116,Y,Y,Y
5117,,,Y
5123,Y,Y,Y
5124,,Y,Y
5126,,,Y
5127,,Y,
5129,Y,Y,Y
5130,Y,Y,Y
5131,,Y,
5136,,Y,Y
5139,,Y,Y
5140,Y,,
5141,,Y,Y
5142,Y,Y,Y
5144,,Y,Y
5145,,Y,Y
5146,Y,Y,Y
5151,,Y,Y
5152,,,Y
5155,,Y,Y
5156,,Y,Y
5157,,Y,
5159,Y,Y,Y
5160,Y,Y,Y
5162,,,Y
5165,,Y,Y
5166,,Y,Y
5167,,Y,Y
5170,,Y,
5172,,Y,Y
5173,,Y,Y
5174,,Y,Y
5175,,Y,Y
5178,,Y,Y
5186,,Y,Y
5189,,Y,Y
5190,,Y,Y
5191,,Y,Y
5196,,Y,Y
5197,,Y,Y
5199,,Y,
5200,Y,Y,Y
5202,Y,Y,Y
5203,,Y,
5210,,Y,Y
5211,,Y,Y
5214,Y,Y,Y
5215,,Y,Y
5216,,Y,Y
5218,,Y,Y
5227,,Y,Y
5228,,Y,Y
5231,,,Y
5233,,Y,
5234,,Y,Y
5235,,Y,Y
5236,,Y,Y
5239,,Y,Y
5240,,Y,Y
5241,,Y,Y
5242,,Y,Y
5244,,Y,
5245,Y,Y,Y
5246,,Y,
5247,,Y,Y
5250,Y,Y,Y
5252,Y,Y,Y
5253,,Y,Y
5260,Y,Y,Y
5261,,Y,
5262,,Y,Y
5263,,Y,Y
5264,,Y,Y
5266,Y,Y,Y
5270,,Y,Y
5272,Y,Y,Y
5273,,,Y
5275,,Y,Y
5276,,,Y
5278,Y,Y,Y
5280,,Y,Y
5285,,Y,Y
5287,Y,Y,Y
5288,,Y,Y
5292,,Y,Y
5294,Y,Y,Y
5296,Y,Y,Y
5298,,Y,Y
5299,Y,Y,Y
5300,,Y,Y
5301,,Y,Y
5303,,,Y
5305,,Y,Y
5307,,Y,
5309,,Y,Y
5311,,Y,Y
5312,,Y,Y
5313,,Y,
5316,Y,Y,Y
5319,,Y,Y
5320,,Y,Y
5325,,,Y
5326,Y,Y,Y
5329,,Y,
5330,,Y,Y
5331,,Y,Y
5335,,,Y
5337,Y,Y,Y
5338,,,Y
5340,,Y,Y
5342,,Y,Y
5343,Y,Y,Y
5345,,,Y
5346,,Y,
5347,,Y,Y
5348,,Y,Y
5350,,Y,Y
5352,,Y,Y
5355,,Y,
5358,,,Y
5359,,Y,Y
5360,,Y,
5361,,Y,Y
5363,,Y,Y
5369,Y,Y,Y
5370,,Y,Y
5373,Y,Y,Y
5374,,Y,Y
5376,,Y,Y
5379,,,Y
5382,,,Y
5384,,,Y
5385,,Y,Y
5386,,Y,Y
5387,,,Y
5388,Y,Y,Y
5389,,Y,Y
5391,,Y,Y
5392,,,Y
5394,,Y,Y
5396,Y,Y,Y
5397,,Y,Y
5398,,Y,Y
5399,,Y,Y
5403,,Y,Y
5409,,Y,Y
5410,,Y,Y
5411,,Y,Y
5414,,Y,Y
5416,,Y,Y
5417,Y,Y,Y
5418,,Y,Y
5419,,,Y
5422,,Y,
5424,,Y,Y
5425,,Y,Y
5428,,Y,Y
5429,Y,Y,Y
5430,Y,Y,Y
5432,,Y,
5434,,Y,Y
5438,,Y,Y
5441,,Y,Y
5442,,,Y
5445,,Y,Y
5446,,Y,Y
5448,,Y,Y
5449,,Y,Y
5450,,Y,Y
5455,Y,Y,Y
5458,,Y,Y
5460,Y,Y,Y
5463,,Y,
5466,Y,Y,Y
5469,,Y,Y
5470,,,Y
5471,,Y,Y
5472,,Y,Y
5476,,Y,Y
5477,,Y,
5479,,Y,Y
5480,Y,Y,Y
5481,,Y,
5482,,Y,
5483,,Y,Y
5486,,Y,Y
5487,Y,Y,Y
5488,Y,Y,Y
5489,,Y,Y
5494,,Y,Y
5495,,Y,Y
5497,,Y,Y
5498,,Y,Y
5499,,Y,Y
5612,,,Y
5616,,,Y
5626,Y,Y,Y
5628,,Y,Y
5632,,,Y
5641,,,Y
5644,,,Y
5649,Y,Y,Y
5667,,,Y
5669,,,Y
5671,,Y,Y
5672,,Y,Y
5673,,Y,Y
5701,,Y,Y
5703,,Y,Y
5705,,Y,
5706,,,Y
5707,,Y,Y
5710,,Y,
5713,Y,Y,Y
5717,Y,Y,Y
5727,,Y,Y
5728,,Y,Y
5731,,,Y
5732,,Y,Y
5735,Y,Y,Y
5743,,Y,Y
5745,,Y,Y
5747,,Y,Y
5748,,,Y
5752,,Y,Y
5761,,Y,Y
5763,,Y,
5764,,Y,
5766,,,Y
5772,,Y,Y
5777,,,Y
5779,,,Y
5786,,Y,Y
5787,,,Y
5795,Y,Y,Y
5797,,Y,Y
5799,,,Y
5806,,Y,Y
5807,,Y,
5808,,Y,
5809,Y,Y,Y
5810,,Y,Y
5814,,Y,Y
5823,,,Y
5835,,Y,
5839,,,Y
5841,,,Y
5842,Y,Y,Y
5843,,Y,Y
5844,Y,Y,Y
5845,,Y,Y
5847,,,Y
5848,,Y,
5851,,,Y
5853,,Y,
5854,Y,,Y
5861,,Y,Y
5864,,Y,
5866,,Y,Y
5869,,,Y
5879,,,Y
5882,,Y,Y
5883,,Y,Y
5886,,Y,Y
5888,,,Y
5889,,,Y
5890,,,Y
5893,,Y,Y
5894,,,Y
5898,Y,Y,Y
5922,,Y,Y
5929,,,Y
5930,,,Y
5932,,,Y
5944,,,Y
5947,,,Y
5956,,Y,Y
5959,Y,Y,Y
5964,,,Y
5969,,Y,Y
5976,,Y,Y
5977,,Y,Y
5987,,Y,
5992,,Y,
5996,,,Y
6173,,Y,Y
6190,,,Y
6286,,Y,Y
6300,,Y,Y
6370,,,Y
6392,,Y,
6395,,Y,Y
6397,,Y,
6467,,,Y
6469,,Y,Y
6476,,Y,
6477,,,Y
6480,,Y,Y
6576,,Y,Y
6579,,Y,Y
6789,,,Y
6807,,Y,Y
6878,,Y,Y
6879,,Y,Y
6887,,Y,Y
6898,Y,Y,Y
6929,,Y,Y
6931,,Y,Y
6932,,Y,Y
6951,,Y,
6952,,Y,
6958,,,Y
6963,,Y,
6964,,Y,Y
6978,,Y,Y
7009,,,Y
7020,,Y,Y
7032,,Y,Y
7156,,Y,Y
7178,,Y,
7179,,Y,Y
7181,,Y,
7185,,Y,
7188,,Y,Y
7194,,,Y
7199,,,Y
7280,,Y,Y
7290,,Y,
7294,,Y,Y
7301,,,Y
7324,,Y,Y
7326,,Y,Y
8331,,Y,
