STORE_NBR,Kayak On Hands Qty,Total On Order Qty,Season to Date Sales,2023 TOTAL Sales Projection,LY Total Sales,Right_STORE_NBR,2022 YTD SALES UNITS,2021 SALES UNITS,FYE21 SALES UNITS,FYE20 SALES UNITS,Right_REGION_NBR,CITY_NAME,STATE_PROV_CODE,REGION_NAME,Right_MARKET_AREA_NBR,FYE24 Modular,Total Items on FYE24 Store Modular,Store Set Expected Arrival Wk,DTS Shippments,F16,F17,F18,F19,F20,F21
2990,7,4,29,31,36,2990,29,37,67,98,47,MITCHELL,SD,Frontier Region,430,LOW VOLUME/BASIC,6,11,,,,,,,
2991,11,6,25,31,24,2991,29,24,19,45,5,CEDAR PARK,TX,Dallas,82,LOW VOLUME/BASIC,6,4,,,,,,,
2992,8,19,185,198,173,2992,185,173,147,183,17,PAINTED POST,NY,New York,190,Avid Rec Combo,23,DTS 10,1 (Store Set Only),,,,,,
2993,0,0,0,No Kayak Modular would need to Request Modular,0,2993,0,0,0,-1,6,SUGAR LAND,TX,South Texas,62,No Modular,0,,,,,,,,
2994,2,8,26,28,22,2994,26,22,28,27,40,SAINT JOSEPH,MO,Missouri,360,LOW VOLUME/BASIC,6,7,,,,,,,
2995,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
2996,0,0,0,No Kayak Modular would need to Request Modular,0,2996,0,0,0,0,5,DALLAS,TX,Dallas,53,No Modular,0,,,,,,,,
2998,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3004,0,0,0,No Kayak Modular would need to Request Modular,0,3004,0,0,0,0,25,CICERO,IL,IL / S IN,268,No Modular,0,,,,,,,,
3008,0,0,0,No Kayak Modular would need to Request Modular,0,,0,0,0,0,,ATLANTA,GA,"TN, GA - Atlanta",,No Modular,0,,,,,,,,
3011,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3013,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3014,0,0,0,No Kayak Modular would need to Request Modular,0,3014,0,0,0,0,5,DALLAS,TX,Dallas,49,No Modular,0,,,,,,,,
3015,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3017,5,9,33,36,24,3017,34,24,41,69,12,SPRING HILL,TN,"MS, AL, TN",151,LOW VOLUME/BASIC,6,6,,,,,,,
3018,0,0,-3,No Kayak Modular would need to Request Modular,0,3018,-3,0,0,0,54,FOUNTAIN,CO,Rocky Mountain Region,389,No Modular,0,,,,,,,,
3019,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3022,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3023,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3026,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3035,0,0,0,No Kayak Modular would need to Request Modular,0,3035,0,0,0,0,75,WASHINGTON,DC,"DC, VA",283,No Modular,0,,,,,,,,
3042,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3043,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3044,0,0,0,No Kayak Modular would need to Request Modular,0,3044,0,0,0,0,5,FORT WORTH,TX,Dallas,50,No Modular,0,,,,,,,,
3046,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3047,0,0,0,No Kayak Modular would need to Request Modular,0,3047,0,0,0,0,61,TURLOCK,CA,WEST,512,No Modular,0,,,,,,,,
3049,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3050,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3053,12,5,22,24,31,3053,22,31,56,62,60,EVERETT,WA,"OR, WA, AK, HI",471,LOW VOLUME/BASIC,6,6,,,,,,,
3055,0,0,0,No Kayak Modular would need to Request Modular,0,3055,0,0,-1,0,44,CATOOSA,OK,"Oklahoma, N TX",345,No Modular,0,,,,,,,,
3056,20,13,66,75,54,3056,70,54,79,84,6,SPRING BRANCH,TX,South Texas,506,MID TIER REC,10,4,,,,,,,
3057,16,0,5,5,20,3057,5,20,15,44,6,HELOTES,TX,South Texas,506,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
3058,0,0,0,No Kayak Modular would need to Request Modular,0,3058,0,0,0,0,6,SAN ANTONIO,TX,South Texas,86,No Modular,0,,,,,,,,
3059,3,0,1,No Kayak Modular would need to Request Modular,10,3059,1,10,2,1,13,CANTON,MS,"LA, MS",140,No Modular,0,,,,,,,,
3060,16,0,9,11,11,3060,10,11,6,11,13,YAZOO CITY,MS,"LA, MS",140,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
3061,0,0,0,No Kayak Modular would need to Request Modular,0,3061,0,0,0,0,40,SHREWSBURY,MO,Missouri,340,No Modular,0,,,,,,,,
3062,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3066,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3067,0,0,0,No Kayak Modular would need to Request Modular,0,3067,0,0,0,0,2,NORCROSS,GA,"TN, GA - Atlanta",20,No Modular,0,,,,,,,,
3069,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3070,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3071,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3072,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3074,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3075,15,18,28,33,33,3075,31,33,45,50,14,PANAMA CITY,FL,"AL, FL",15,MID TIER REC,10,No Store Set Use Cur Inventory was wk4,,,,,,,
3077,0,0,0,No Kayak Modular would need to Request Modular,0,3077,0,0,0,15,75,HAYMARKET,VA,"DC, VA",292,No Modular,0,,,,,,,,
3078,12,0,9,10,20,3078,9,20,29,30,17,EAST BRUNSWICK,NJ,New York,175,BARE BONES,3,No Store Set Use Cur Inventory was wk6,,,,,,,
3081,7,1,41,45,36,3081,42,36,60,47,56,SACRAMENTO,CA,"N. CA, N. NV",454,LOW VOLUME/BASIC,6,5,,,,,,,
3082,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3083,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3084,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3087,6,0,11,12,11,3087,11,11,12,6,57,OXNARD,CA,LA and Vegas,446,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
3088,4,4,35,39,31,3088,36,31,57,25,52,ST CLOUD,MN,"MN, IA",424,LOW VOLUME/BASIC,6,11,,,,,,,
3090,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3093,10,13,36,39,53,3093,36,54,56,88,56,MERIDIAN,ID,"N. CA, N. NV",399,Angler - Low Volume,10,4,,,,,,,
3094,0,0,0,,-1,,,,,,,,,,,,,,,,,,,,
3098,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3099,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3101,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3102,5,13,66,71,87,3102,66,89,60,108,52,PRINCETON,MN,"MN, IA",424,Angler - Mid to High Volume,16,11,,,,,,,
3103,0,0,0,No Kayak Modular would need to Request Modular,0,3103,0,0,1,0,44,GODDARD,KS,"Oklahoma, N TX",409,No Modular,0,,,,,,,,
3104,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3106,0,0,0,No Kayak Modular would need to Request Modular,7,3106,0,7,39,15,6,SAN ANTONIO,TX,South Texas,86,No Modular,0,,,,,,,,
3107,0,0,0,No Kayak Modular would need to Request Modular,0,3107,0,0,0,0,6,SAN ANTONIO,TX,South Texas,506,No Modular,0,,,,,,,,
3110,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3111,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3112,0,0,0,No Kayak Modular would need to Request Modular,0,3112,0,0,0,0,6,SAN ANTONIO,TX,South Texas,77,No Modular,0,,,,,,,,
3114,0,0,0,No Kayak Modular would need to Request Modular,0,3114,0,0,0,0,16,SAUGUS,MA,New England,157,No Modular,0,,,,,,,,
3118,0,0,0,No Kayak Modular would need to Request Modular,2,3118,0,2,0,0,2,DECATUR,GA,"TN, GA - Atlanta",20,No Modular,0,,,,,,,,
3119,51,10,40,45,38,3119,42,40,39,54,14,PANAMA CITY BEACH,FL,"AL, FL",15,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk4,,,,,,,
3123,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3126,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3127,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3128,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3131,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3132,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3133,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3135,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3136,0,0,0,No Kayak Modular would need to Request Modular,0,3136,0,0,0,0,46,HORIZON CITY,TX,Phoenix,505,No Modular,0,,,,,,,,
3137,9,15,36,40,37,3137,37,37,53,87,12,FAIRVIEW,TN,"MS, AL, TN",149,Angler - Low Volume,10,6,,,,,,,
3138,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3139,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3140,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3141,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3143,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3144,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3145,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3146,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3147,0,0,0,No Kayak Modular would need to Request Modular,0,3147,0,0,0,0,61,SIMI VALLEY,CA,WEST,481,No Modular,0,,,,,,,,
3149,0,0,0,No Kayak Modular would need to Request Modular,0,3149,0,0,0,0,60,HONOLULU,HI,"OR, WA, AK, HI",470,No Modular,0,,,,,,,,
3150,0,10,23,25,10,3150,23,10,11,28,47,COUNCIL BLUFFS,IA,Frontier Region,432,LOW VOLUME/BASIC,6,7,,,,,,,
3151,0,0,0,No Kayak Modular would need to Request Modular,0,3151,0,0,0,0,47,OMAHA,NE,Frontier Region,432,No Modular,0,,,,,,,,
3152,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3153,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3154,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3155,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3156,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3157,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3159,0,0,0,No Kayak Modular would need to Request Modular,1,3159,0,1,0,-1,17,TETERBORO,NJ,New York,577,No Modular,0,,,,,,,,
3161,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3162,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3163,0,0,0,10,0,,9,8,22,12,,HOLLYWOOD,FL,Florida,,BARE BONES,3,No Store Set Use Cur Inventory was wk3,,,,,,,
3164,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3166,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3167,0,0,0,No Kayak Modular would need to Request Modular,0,3167,0,0,0,0,13,NEW ORLEANS,LA,"LA, MS",125,No Modular,0,,,,,,,,
3168,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3169,12,8,26,28,25,3169,26,25,3,13,5,MANOR,TX,Dallas,83,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
3170,1,0,-1,No Kayak Modular would need to Request Modular,1,3170,-1,1,0,0,5,ELGIN,TX,Dallas,83,No Modular,0,,,,,,,,
3172,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3173,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3175,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3176,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3177,4,11,39,43,45,3177,40,45,55,42,54,FORT COLLINS,CO,Rocky Mountain Region,378,MID TIER REC,10,10,,,,,,,
3178,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3179,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3180,0,0,0,No Kayak Modular would need to Request Modular,0,3180,0,0,0,0,57,SOUTH GATE,CA,LA and Vegas,446,No Modular,0,,,,,,,,
3182,7,4,36,43,19,3182,40,20,40,74,26,CHAPEL HILL,NC,Southeast,296,LOW VOLUME/BASIC,6,5,,,,,,,
3183,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3184,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3185,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3188,0,0,0,No Kayak Modular would need to Request Modular,0,3188,0,0,0,0,2,STONE MOUNTAIN,GA,"TN, GA - Atlanta",20,No Modular,0,,,,,,,,
3191,1,8,19,20,26,3191,19,26,32,54,2,PICKENS,SC,"TN, GA - Atlanta",35,LOW VOLUME/BASIC,6,6,,,,,,,
3192,0,0,0,No Kayak Modular would need to Request Modular,0,3192,0,0,0,1,2,GREENVILLE,SC,"TN, GA - Atlanta",35,No Modular,0,,,,,,,,
3197,6,3,12,13,11,3197,12,11,5,13,9,TAMPA,FL,Florida,112,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
3198,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3199,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3200,2,3,25,27,24,3200,25,24,24,37,16,WEYMOUTH,MA,New England,159,LOW VOLUME/BASIC,6,10,,,,,,,
3201,10,2,14,15,20,3201,14,20,11,17,2,MCDONOUGH,GA,"TN, GA - Atlanta",19,BARE BONES,3,No Store Set Use Cur Inventory was wk5,,,,,,,
3202,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3204,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
3205,10,6,22,27,8,3205,25,8,17,12,2,LITHIA SPRINGS,GA,"TN, GA - Atlanta",22,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
3206,3,7,20,21,20,3206,20,20,20,41,21,LIMA,OH,OH/IN,222,LOW VOLUME/BASIC,6,7,,,,,,,
3207,27,8,29,34,45,3207,32,45,56,54,3,SANFORD,FL,"GA, FL",94,MID TIER REC,10,No Store Set Use Cur Inventory was wk3,,,,,,,
3208,11,123,173,185,131,3208,173,131,178,105,54,SPRINGVILLE,UT,Rocky Mountain Region,582,Combo,16,DTS 4,1 (Store Set Only),,,,,,
3209,10,16,89,96,123,3209,90,123,111,148,52,ELK RIVER,MN,"MN, IA",424,Angler - Mid to High Volume,16,11,,,,,,,
3210,9,0,13,14,31,3210,13,31,25,20,25,SPRINGFIELD,IL,IL / S IN,275,BARE BONES,3,No Store Set Use Cur Inventory was wk10,,,,,,,
3212,9,12,37,40,37,3212,37,38,52,53,22,EGG HBR TOWNSHIP,NJ,"PA, NJ",178,Angler - Low Volume,10,6,,,,,,,
3213,0,0,0,No Kayak Modular would need to Request Modular,3,3213,0,3,3,10,6,THE WOODLANDS,TX,South Texas,68,No Modular,0,,,,,,,,
3214,13,4,21,22,19,3214,21,19,29,40,75,SUFFOLK,VA,"DC, VA",289,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
3215,3,3,27,29,28,3215,27,28,58,80,75,GRANVILLE,WV,"DC, VA",320,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
3216,26,6,23,25,38,3216,23,38,40,42,75,VIRGINIA BEACH,VA,"DC, VA",289,MID TIER REC,10,No Store Set Use Cur Inventory was wk6,,,,,,,
3217,18,17,29,32,35,3217,30,35,37,40,60,OTHELLO,WA,"OR, WA, AK, HI",473,MID TIER REC,10,6,,,,,,,
3218,29,20,58,64,136,3218,60,134,124,153,60,SPANAWAY,WA,"OR, WA, AK, HI",467,Combo,16,6,,,,,,,
3219,3,9,21,24,36,3219,22,35,37,47,75,WILLIAMSBURG,VA,"DC, VA",288,LOW VOLUME/BASIC,6,6,,,,,,,
3220,0,0,7,No Kayak Modular would need to Request Modular,84,3220,7,85,71,28,46,ST GEORGE,UT,Phoenix,405,No Modular,0,,,,,,,,
3221,6,21,238,263,86,3221,246,93,200,149,17,WATKINS GLEN,NY,New York,190,Avid Angler Combo,23,DTS 10,1 (Store Set Only),,,,,,
3222,0,8,37,40,31,3222,37,31,29,49,2,CENTRAL,SC,"TN, GA - Atlanta",35,LOW VOLUME/BASIC,6,6,,,,,,,
3223,6,2,16,17,23,3223,16,23,35,52,20,BEAVER FALLS,PA,"VA, OH, PA, WV",229,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk10,,,,,,,
3224,13,6,19,20,43,3224,19,43,26,36,5,GARLAND,TX,Dallas,583,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
3225,38,5,20,24,30,3225,22,30,26,26,5,ROWLETT,TX,Dallas,583,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
3226,0,0,0,No Kayak Modular would need to Request Modular,21,3226,0,21,31,23,6,KATY,TX,South Texas,65,No Modular,0,,,,,,,,
3227,6,0,8,No Kayak Modular would need to Request Modular,163,3227,10,165,203,84,54,MONUMENT,CO,Rocky Mountain Region,391,No Modular,0,,,,,,,,
3228,0,0,0,No Kayak Modular would need to Request Modular,1,3228,0,1,0,0,22,DELMONT,PA,"PA, NJ",231,No Modular,0,,,,,,,,
3229,0,0,0,No Kayak Modular would need to Request Modular,0,3229,0,0,0,0,44,VERNON,TX,"Oklahoma, N TX",349,No Modular,0,,,,,,,,
3230,4,4,26,30,16,3230,28,16,14,29,42,BRYANT,AR,"AR, MO, LA",324,LOW VOLUME/BASIC,6,5,,,,,,,
3231,0,0,0,No Kayak Modular would need to Request Modular,2,3231,0,2,0,2,42,GREENWOOD,AR,"AR, MO, LA",321,No Modular,0,,,,,,,,
3232,6,4,31,33,39,3232,31,39,48,67,54,WEST JORDAN,UT,Rocky Mountain Region,403,LOW VOLUME/BASIC,6,4,,,,,,,
3233,16,7,74,83,123,3233,78,123,82,143,52,BEMIDJI,MN,"MN, IA",419,Angler - Mid to High Volume,16,11,,,,,,,
3234,6,12,49,54,37,3234,50,38,72,78,2,ROGERSVILLE,TN,"TN, GA - Atlanta",123,MID TIER REC,10,6,,,,,,,
