Region,Market,Store,BU,Final Tier,Comments
44,47,468,SOUTWEST BU,Tier 2 - GM Pause,
13,66,469,SOUTWEST BU,Tier 2 - GM Pause,
6,78,470,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5,49,471,SOUTWEST BU,Tier 2 - GM Pause,
44,356,472,SOUTWEST BU,Tier 1 - ISA On in Total Store,
6,85,473,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5,83,475,SOUTWEST BU,Tier 2 - GM Pause,
5,81,476,SOUTWEST BU,Tier 2 - GM Pause,
2,119,477,SOUTHEAST BU,Tier 2 - GM Pause,
6,77,478,SOUTWEST BU,Tier 1 - ISA On in Total Store,
44,349,479,SOUTWEST BU,Tier 2 - GM Pause,
25,275,480,NORTH BU,Tier 1 - ISA On in Total Store,
25,273,481,NORTH BU,Tier 2 - GM Pause,
6,61,482,SOUTWEST BU,Tier 1 - ISA On in Total Store,
14,8,483,SOUTHEAST BU,Tier 2 - GM Pause,
47,411,484,WEST BU,Tier 2 - GM Pause,
13,129,485,SOUTWEST BU,Tier 2 - GM Pause,
40,362,486,NORTH BU,Tier 2 - GM Pause,
3,97,488,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
13,128,489,SOUTWEST BU,Tier 2 - GM Pause,
6,78,490,SOUTWEST BU,Tier 1 - ISA On in Total Store,
41,253,491,NORTH BU,Tier 1 - ISA On in Total Store,
25,273,492,NORTH BU,Tier 2 - GM Pause,
41,260,493,NORTH BU,Tier 1 - ISA On in Total Store,
3,16,494,SOUTHEAST BU,Tier 2 - GM Pause,Requested per mm
14,138,495,SOUTHEAST BU,Tier 2 - GM Pause,
41,242,497,NORTH BU,Tier 2 - GM Pause,
13,134,498,SOUTWEST BU,Tier 2 - GM Pause,
44,344,499,SOUTWEST BU,Tier 2 - GM Pause,
46,505,500,SOUTWEST BU,Tier 2 - GM Pause,
13,141,501,SOUTWEST BU,Tier 2 - GM Pause,
13,129,502,SOUTWEST BU,Tier 1 - ISA On in Total Store,
6,84,503,SOUTWEST BU,Tier 2 - GM Pause,
6,61,504,SOUTWEST BU,Tier 2 - GM Pause,
13,134,505,SOUTWEST BU,Tier 2 - GM Pause,
25,273,506,NORTH BU,Tier 2 - GM Pause,
41,260,507,NORTH BU,Tier 2 - GM Pause,
6,506,508,SOUTWEST BU,Tier 2 - GM Pause,
2,21,510,SOUTHEAST BU,Tier 2 - GM Pause,
4,38,511,EAST BU,Tier 2 - GM Pause,
46,505,512,SOUTWEST BU,Tier 2 - GM Pause,
46,73,513,SOUTWEST BU,Tier 2 - GM Pause,
2,39,514,SOUTHEAST BU,Tier 2 - GM Pause,
2,18,515,SOUTHEAST BU,Tier 2 - GM Pause,
5,45,516,SOUTWEST BU,Tier 2 - GM Pause,
44,353,517,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2,26,518,SOUTHEAST BU,Tier 2 - GM Pause,
41,260,519,NORTH BU,Tier 3 - Total Store ISA Pause,
2,25,520,SOUTHEAST BU,Tier 2 - GM Pause,
13,66,521,SOUTWEST BU,Tier 1 - ISA On in Total Store,
6,60,522,SOUTWEST BU,Tier 2 - GM Pause,
5,46,523,SOUTWEST BU,Tier 2 - GM Pause,
6,84,524,SOUTWEST BU,Tier 2 - GM Pause,
72,549,525,NHM BU,Tier 1 - ISA On in Total Store,
41,242,526,NORTH BU,Tier 2 - GM Pause,
6,61,527,SOUTWEST BU,Tier 2 - GM Pause,
9,115,528,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
6,61,529,SOUTWEST BU,Tier 2 - GM Pause,
42,327,530,SOUTHEAST BU,Tier 2 - GM Pause,
13,132,531,SOUTWEST BU,Tier 2 - GM Pause,
13,130,532,SOUTWEST BU,Tier 2 - GM Pause,
13,132,533,SOUTWEST BU,Tier 2 - GM Pause,
5,74,535,SOUTWEST BU,Tier 2 - GM Pause,
5,74,536,SOUTWEST BU,Tier 2 - GM Pause,
46,73,537,SOUTWEST BU,Tier 2 - GM Pause,
3,93,538,SOUTHEAST BU,Tier 2 - GM Pause,
13,134,539,SOUTWEST BU,Tier 1 - ISA On in Total Store,MM Request
13,129,540,SOUTWEST BU,Tier 1 - ISA On in Total Store,
13,128,541,SOUTWEST BU,Tier 1 - ISA On in Total Store,
13,129,542,SOUTWEST BU,Tier 1 - ISA On in Total Store,
13,132,543,SOUTWEST BU,Tier 2 - GM Pause,
44,353,544,SOUTWEST BU,Tier 2 - GM Pause,
41,258,545,NORTH BU,Tier 2 - GM Pause,
6,62,546,SOUTWEST BU,Tier 2 - GM Pause,
9,114,547,SOUTHEAST BU,Tier 2 - GM Pause,
2,25,548,SOUTHEAST BU,Tier 2 - GM Pause,
46,71,549,SOUTWEST BU,Tier 2 - GM Pause,
25,273,550,NORTH BU,Tier 1 - ISA On in Total Store,
3,93,551,SOUTHEAST BU,Tier 2 - GM Pause,
41,258,552,NORTH BU,Tier 2 - GM Pause,
13,125,553,SOUTWEST BU,Tier 1 - ISA On in Total Store,
46,88,554,SOUTWEST BU,Tier 2 - GM Pause,
3,32,555,SOUTHEAST BU,Tier 2 - GM Pause,
3,28,556,SOUTHEAST BU,Tier 2 - GM Pause,
47,407,557,WEST BU,Tier 2 - GM Pause,
47,407,558,WEST BU,Tier 1 - ISA On in Total Store,
52,418,559,WEST BU,Tier 1 - ISA On in Total Store,
40,360,560,NORTH BU,Tier 2 - GM Pause,
5,76,561,SOUTWEST BU,Tier 1 - ISA On in Total Store,
14,2,562,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3,94,563,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
44,344,564,SOUTWEST BU,Tier 2 - GM Pause,
5,55,565,SOUTWEST BU,Tier 2 - GM Pause,
25,580,566,NORTH BU,Tier 1 - ISA On in Total Store,
6,85,567,SOUTWEST BU,Tier 1 - ISA On in Total Store,
41,152,568,NORTH BU,Tier 2 - GM Pause,
41,257,569,NORTH BU,Tier 1 - ISA On in Total Store,
41,260,571,NORTH BU,Tier 3 - Total Store ISA Pause,
5,46,572,SOUTWEST BU,Tier 2 - GM Pause,
40,361,573,NORTH BU,Tier 2 - GM Pause,
4,37,574,EAST BU,Tier 2 - GM Pause,
2,24,575,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
44,345,576,SOUTWEST BU,Tier 1 - ISA On in Total Store,Per MM request
40,362,577,NORTH BU,Tier 2 - GM Pause,
2,123,578,SOUTHEAST BU,Tier 2 - GM Pause,
3,94,579,SOUTHEAST BU,Tier 2 - GM Pause,
9,116,580,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
52,414,581,WEST BU,Tier 1 - ISA On in Total Store,
3,94,582,SOUTHEAST BU,Tier 2 - GM Pause,
2,121,583,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
41,260,584,NORTH BU,Tier 2 - GM Pause,
4,42,585,EAST BU,Tier 2 - GM Pause,
4,37,586,EAST BU,Tier 2 - GM Pause,
41,152,587,NORTH BU,Tier 2 - GM Pause,
3,27,588,SOUTHEAST BU,Tier 2 - GM Pause,
41,256,589,NORTH BU,Tier 2 - GM Pause,
5,48,590,SOUTWEST BU,Tier 2 - GM Pause,
41,259,591,NORTH BU,Tier 1 - ISA On in Total Store,
47,406,592,WEST BU,Tier 2 - GM Pause,
3,28,593,SOUTHEAST BU,Tier 2 - GM Pause,
2,22,594,SOUTHEAST BU,Tier 2 - GM Pause,
6,569,595,SOUTWEST BU,Tier 2 - GM Pause,
25,271,596,NORTH BU,Tier 1 - ISA On in Total Store,
47,429,598,WEST BU,Tier 2 - GM Pause,
4,124,599,EAST BU,Tier 2 - GM Pause,
46,70,600,SOUTWEST BU,Tier 2 - GM Pause,
5,74,601,SOUTWEST BU,Tier 2 - GM Pause,
6,68,602,SOUTWEST BU,Tier 1 - ISA On in Total Store,
25,278,603,NORTH BU,Tier 1 - ISA On in Total Store,
14,7,604,SOUTHEAST BU,Tier 2 - GM Pause,
4,29,605,EAST BU,Tier 2 - GM Pause,
4,29,606,EAST BU,Tier 1 - ISA On in Total Store,
44,349,607,SOUTWEST BU,Tier 2 - GM Pause,
46,73,608,SOUTWEST BU,Tier 2 - GM Pause,
25,275,609,NORTH BU,Tier 1 - ISA On in Total Store,
5,76,610,SOUTWEST BU,Tier 2 - GM Pause,
46,387,611,SOUTWEST BU,Tier 2 - GM Pause,
25,273,612,NORTH BU,Tier 2 - GM Pause,
3,94,613,SOUTHEAST BU,Tier 2 - GM Pause,
3,16,614,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2,26,615,SOUTHEAST BU,Tier 2 - GM Pause,
4,38,616,EAST BU,Tier 2 - GM Pause,
25,580,617,NORTH BU,Tier 1 - ISA On in Total Store,
2,26,618,SOUTHEAST BU,Tier 2 - GM Pause,
2,119,619,SOUTHEAST BU,Tier 2 - GM Pause,
4,124,620,EAST BU,Tier 2 - GM Pause,
4,37,621,EAST BU,Tier 2 - GM Pause,
44,344,622,SOUTWEST BU,Tier 2 - GM Pause,
9,118,623,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2,39,624,SOUTHEAST BU,Tier 2 - GM Pause,
4,37,625,EAST BU,Tier 2 - GM Pause,
46,73,626,SOUTWEST BU,Tier 2 - GM Pause,
4,38,627,EAST BU,Tier 2 - GM Pause,
4,36,628,EAST BU,Tier 2 - GM Pause,
4,42,629,EAST BU,Tier 2 - GM Pause,
4,38,630,EAST BU,Tier 2 - GM Pause,
2,35,631,SOUTHEAST BU,Tier 2 - GM Pause,
4,36,632,EAST BU,Tier 2 - GM Pause,
25,279,633,NORTH BU,Tier 1 - ISA On in Total Store,
4,38,634,EAST BU,Tier 2 - GM Pause,
4,29,635,EAST BU,Tier 2 - GM Pause,
25,279,636,NORTH BU,Tier 1 - ISA On in Total Store,
47,429,637,WEST BU,Tier 1 - ISA On in Total Store,
4,42,638,EAST BU,Tier 2 - GM Pause,
3,28,639,SOUTHEAST BU,Tier 2 - GM Pause,Requested per MM
2,35,640,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
2,35,641,SOUTHEAST BU,Tier 2 - GM Pause,
4,38,642,EAST BU,Tier 2 - GM Pause,
4,37,643,EAST BU,Tier 2 - GM Pause,
2,39,644,SOUTHEAST BU,Tier 2 - GM Pause,
47,433,645,WEST BU,Tier 2 - GM Pause,
52,415,646,WEST BU,Tier 1 - ISA On in Total Store,
52,414,647,WEST BU,Tier 1 - ISA On in Total Store,
40,339,648,NORTH BU,Tier 1 - ISA On in Total Store,
9,92,649,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
13,66,651,SOUTWEST BU,Tier 2 - GM Pause,
47,406,652,WEST BU,Tier 2 - GM Pause,
41,253,653,NORTH BU,Tier 1 - ISA On in Total Store,
41,253,655,NORTH BU,Tier 1 - ISA On in Total Store,
12,151,656,SOUTHEAST BU,Tier 2 - GM Pause,
41,152,657,NORTH BU,Tier 2 - GM Pause,
2,120,658,SOUTHEAST BU,Tier 2 - GM Pause,
12,153,659,SOUTHEAST BU,Tier 2 - GM Pause,
12,137,660,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
12,137,661,SOUTHEAST BU,Tier 2 - GM Pause,
12,137,662,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2,119,663,SOUTHEAST BU,Tier 2 - GM Pause,
47,406,664,WEST BU,Tier 2 - GM Pause,
41,257,665,NORTH BU,Tier 2 - GM Pause,
9,115,666,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
12,151,667,SOUTHEAST BU,Tier 2 - GM Pause,
41,152,668,NORTH BU,Tier 2 - GM Pause,
2,120,669,SOUTHEAST BU,Tier 2 - GM Pause,
14,2,670,SOUTHEAST BU,Tier 2 - GM Pause,
41,152,671,NORTH BU,Tier 2 - GM Pause,
2,122,672,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
12,149,673,SOUTHEAST BU,Tier 2 - GM Pause,
41,152,674,NORTH BU,Tier 2 - GM Pause,
41,146,675,NORTH BU,Tier 2 - GM Pause,
2,121,676,SOUTHEAST BU,Tier 2 - GM Pause,
41,146,677,NORTH BU,Tier 1 - ISA On in Total Store,
2,123,678,SOUTHEAST BU,Tier 2 - GM Pause,
2,123,680,SOUTHEAST BU,Tier 2 - GM Pause,per MM
14,3,681,SOUTHEAST BU,Tier 2 - GM Pause,
12,151,682,SOUTHEAST BU,Tier 2 - GM Pause,
12,147,683,SOUTHEAST BU,Tier 2 - GM Pause,
12,147,684,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2,123,685,SOUTHEAST BU,Tier 2 - GM Pause,
3,28,686,SOUTHEAST BU,Tier 2 - GM Pause,
2,121,687,SOUTHEAST BU,Tier 2 - GM Pause,
12,153,688,SOUTHEAST BU,Tier 2 - GM Pause,
41,257,689,NORTH BU,Tier 2 - GM Pause,
4,124,690,EAST BU,Tier 2 - GM Pause,
14,3,691,SOUTHEAST BU,Tier 2 - GM Pause,
41,260,692,NORTH BU,Tier 2 - GM Pause,
41,259,693,NORTH BU,Tier 1 - ISA On in Total Store,
41,254,694,NORTH BU,Tier 2 - GM Pause,
12,149,695,SOUTHEAST BU,Tier 2 - GM Pause,
41,258,696,NORTH BU,Tier 2 - GM Pause,
3,93,697,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2,119,698,SOUTHEAST BU,Tier 2 - GM Pause,
12,136,699,SOUTHEAST BU,Tier 2 - GM Pause,
14,8,700,SOUTHEAST BU,Tier 2 - GM Pause,
41,254,701,NORTH BU,Tier 2 - GM Pause,
41,259,702,NORTH BU,Tier 2 - GM Pause,
6,67,703,SOUTWEST BU,Tier 2 - GM Pause,
9,89,705,SOUTHEAST BU,Tier 2 - GM Pause,
9,114,706,SOUTHEAST BU,Tier 2 - GM Pause,
12,136,707,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
13,140,708,SOUTWEST BU,Tier 1 - ISA On in Total Store,
41,256,709,NORTH BU,Tier 3 - Total Store ISA Pause,
12,153,710,SOUTHEAST BU,Tier 2 - GM Pause,
41,257,711,NORTH BU,Tier 2 - GM Pause,
12,5,712,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
9,114,713,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
42,327,714,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
14,11,715,SOUTHEAST BU,Tier 2 - GM Pause,
12,136,716,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
9,114,718,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
41,257,719,NORTH BU,Tier 2 - GM Pause,
41,260,720,NORTH BU,Tier 2 - GM Pause,
9,118,721,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2,22,722,SOUTHEAST BU,Tier 2 - GM Pause,
14,7,723,SOUTHEAST BU,Tier 2 - GM Pause,
2,123,724,SOUTHEAST BU,Tier 2 - GM Pause,
9,114,725,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
14,10,726,SOUTHEAST BU,Tier 2 - GM Pause,
2,22,727,SOUTHEAST BU,Tier 2 - GM Pause,
4,29,728,EAST BU,Tier 2 - GM Pause,
41,256,729,NORTH BU,Tier 1 - ISA On in Total Store,
14,10,730,SOUTHEAST BU,Tier 2 - GM Pause,
14,11,731,SOUTHEAST BU,Tier 2 - GM Pause,
14,10,733,SOUTHEAST BU,Tier 2 - GM Pause,
14,7,734,SOUTHEAST BU,Tier 2 - GM Pause,
12,151,735,SOUTHEAST BU,Tier 2 - GM Pause,
41,253,736,NORTH BU,Tier 1 - ISA On in Total Store,
12,151,737,SOUTHEAST BU,Tier 2 - GM Pause,
12,147,738,SOUTHEAST BU,Tier 2 - GM Pause,
41,258,739,NORTH BU,Tier 2 - GM Pause,
14,7,740,SOUTHEAST BU,Tier 2 - GM Pause,
2,121,741,SOUTHEAST BU,Tier 2 - GM Pause,
4,124,742,EAST BU,Tier 2 - GM Pause,
44,353,743,SOUTWEST BU,Tier 2 - GM Pause,
6,59,744,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2,19,745,SOUTHEAST BU,Tier 2 - GM Pause,
5,76,746,SOUTWEST BU,Tier 2 - GM Pause,
25,341,747,NORTH BU,Tier 1 - ISA On in Total Store,
52,414,748,WEST BU,Tier 1 - ISA On in Total Store,
52,414,749,WEST BU,Tier 1 - ISA On in Total Store,
52,415,750,WEST BU,Tier 1 - ISA On in Total Store,
52,413,751,WEST BU,Tier 1 - ISA On in Total Store,
6,63,752,SOUTWEST BU,Tier 2 - GM Pause,
52,415,753,WEST BU,Tier 1 - ISA On in Total Store,
3,30,754,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
46,70,755,SOUTWEST BU,Tier 2 - GM Pause,
2,120,756,SOUTHEAST BU,Tier 2 - GM Pause,
6,77,757,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3,32,758,SOUTHEAST BU,Tier 2 - GM Pause,
9,116,759,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
41,256,760,NORTH BU,Tier 1 - ISA On in Total Store,
13,129,761,SOUTWEST BU,Tier 2 - GM Pause,
14,2,762,SOUTHEAST BU,Tier 2 - GM Pause,
14,11,764,SOUTHEAST BU,Tier 2 - GM Pause,
6,87,765,SOUTWEST BU,Tier 1 - ISA On in Total Store,
12,137,766,SOUTHEAST BU,Tier 2 - GM Pause,
3,101,767,SOUTHEAST BU,Tier 2 - GM Pause,
6,65,768,SOUTWEST BU,Tier 1 - ISA On in Total Store,
9,115,769,SOUTHEAST BU,Tier 2 - GM Pause,
47,406,770,WEST BU,Tier 1 - ISA On in Total Store,
9,92,771,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
6,64,772,SOUTWEST BU,Tier 1 - ISA On in Total Store,
13,134,773,SOUTWEST BU,Tier 2 - GM Pause,
47,433,774,WEST BU,Tier 2 - GM Pause,
25,279,775,NORTH BU,Tier 2 - GM Pause,
47,432,776,WEST BU,Tier 2 - GM Pause,
13,66,777,SOUTWEST BU,Tier 2 - GM Pause,
9,118,778,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
9,114,779,SOUTHEAST BU,Tier 2 - GM Pause,
2,25,780,SOUTHEAST BU,Tier 2 - GM Pause,
5,81,781,SOUTWEST BU,Tier 2 - GM Pause,
46,88,782,SOUTWEST BU,Tier 1 - ISA On in Total Store,
40,359,783,NORTH BU,Tier 2 - GM Pause,
52,418,784,WEST BU,Tier 1 - ISA On in Total Store,
13,141,785,SOUTWEST BU,Tier 2 - GM Pause,
25,264,786,NORTH BU,Tier 2 - GM Pause,
2,22,787,SOUTHEAST BU,Tier 2 - GM Pause,
42,328,788,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5,583,789,SOUTWEST BU,Tier 2 - GM Pause,
47,429,790,WEST BU,Tier 1 - ISA On in Total Store,
6,78,791,SOUTWEST BU,Tier 1 - ISA On in Total Store,
25,279,792,NORTH BU,Tier 2 - GM Pause,
46,70,793,SOUTWEST BU,Tier 2 - GM Pause,
44,409,794,SOUTWEST BU,Tier 2 - GM Pause,
2,39,795,SOUTHEAST BU,Tier 2 - GM Pause,
25,279,796,NORTH BU,Tier 1 - ISA On in Total Store,
52,418,797,WEST BU,Tier 2 - GM Pause,
25,273,798,NORTH BU,Tier 2 - GM Pause,
47,406,799,WEST BU,Tier 2 - GM Pause,
9,89,800,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
40,360,801,NORTH BU,Tier 2 - GM Pause,
53,263,802,NORTH BU,Tier 1 - ISA On in Total Store,
13,128,803,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5,48,804,SOUTWEST BU,Tier 2 - GM Pause,
40,340,805,NORTH BU,Tier 2 - GM Pause,
46,387,806,SOUTWEST BU,Tier 2 - GM Pause,
5,50,807,SOUTWEST BU,Tier 2 - GM Pause,
6,61,808,SOUTWEST BU,Tier 2 - GM Pause,
14,10,809,SOUTHEAST BU,Tier 2 - GM Pause,
52,426,810,WEST BU,Tier 1 - ISA On in Total Store,
9,118,811,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
46,70,812,SOUTWEST BU,Tier 2 - GM Pause,
5,81,813,SOUTWEST BU,Tier 1 - ISA On in Total Store,
9,107,814,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
40,336,815,NORTH BU,Tier 2 - GM Pause,
13,141,816,SOUTWEST BU,Tier 2 - GM Pause,
9,90,817,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
14,15,818,SOUTHEAST BU,Tier 2 - GM Pause,
9,105,819,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
40,359,820,NORTH BU,Tier 1 - ISA On in Total Store,
46,71,821,SOUTWEST BU,Tier 2 - GM Pause,
46,70,822,SOUTWEST BU,Tier 2 - GM Pause,
44,345,823,SOUTWEST BU,Tier 1 - ISA On in Total Store,
46,385,824,SOUTWEST BU,Tier 2 - GM Pause,
41,257,825,NORTH BU,Tier 1 - ISA On in Total Store,
46,375,826,SOUTWEST BU,Tier 2 - GM Pause,
5,45,827,SOUTWEST BU,Tier 2 - GM Pause,
25,251,828,NORTH BU,Tier 1 - ISA On in Total Store,
46,385,829,SOUTWEST BU,Tier 2 - GM Pause,
25,279,830,NORTH BU,Tier 1 - ISA On in Total Store,
46,385,831,SOUTWEST BU,Tier 2 - GM Pause,
25,271,833,NORTH BU,Tier 2 - GM Pause,
40,360,834,NORTH BU,Tier 2 - GM Pause,
46,385,835,SOUTWEST BU,Tier 2 - GM Pause,
3,28,836,SOUTHEAST BU,Tier 2 - GM Pause,
40,333,837,NORTH BU,Tier 1 - ISA On in Total Store,
44,345,838,SOUTWEST BU,Tier 1 - ISA On in Total Store,Per MM request
13,130,839,SOUTWEST BU,Tier 2 - GM Pause,
59,554,840,NHM BU,Tier 1 - ISA On in Total Store,
52,415,841,WEST BU,Tier 1 - ISA On in Total Store,
47,389,842,WEST BU,Tier 1 - ISA On in Total Store,
3,27,843,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
25,262,844,NORTH BU,Tier 2 - GM Pause,
40,357,845,NORTH BU,Tier 1 - ISA On in Total Store,
6,85,846,SOUTWEST BU,Tier 1 - ISA On in Total Store,
53,441,847,NORTH BU,Tier 1 - ISA On in Total Store,
12,144,848,SOUTHEAST BU,Tier 2 - GM Pause,
6,59,849,SOUTWEST BU,Tier 2 - GM Pause,
46,385,850,SOUTWEST BU,Tier 2 - GM Pause,
46,387,851,SOUTWEST BU,Tier 2 - GM Pause,
25,262,852,NORTH BU,Tier 3 - Total Store ISA Pause,
14,1,853,SOUTHEAST BU,Tier 2 - GM Pause,
21,246,854,NORTH BU,Tier 2 - GM Pause,
2,22,855,SOUTHEAST BU,Tier 2 - GM Pause,
2,22,856,SOUTHEAST BU,Tier 2 - GM Pause,
3,94,857,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3,97,858,SOUTHEAST BU,Tier 2 - GM Pause,
9,116,859,SOUTHEAST BU,Tier 2 - GM Pause,
3,94,860,SOUTHEAST BU,Tier 2 - GM Pause,
46,71,861,SOUTWEST BU,Tier 2 - GM Pause,
3,28,862,SOUTHEAST BU,Tier 2 - GM Pause,
14,10,863,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3,28,864,SOUTHEAST BU,Tier 2 - GM Pause,Requested per MM
6,87,865,SOUTWEST BU,Tier 1 - ISA On in Total Store,
14,1,866,SOUTHEAST BU,Tier 2 - GM Pause,
47,429,867,WEST BU,Tier 2 - GM Pause,
46,387,868,SOUTWEST BU,Tier 2 - GM Pause,
46,375,869,SOUTWEST BU,Tier 2 - GM Pause,
25,580,870,NORTH BU,Tier 1 - ISA On in Total Store,
40,333,871,NORTH BU,Tier 1 - ISA On in Total Store,
6,62,872,SOUTWEST BU,Tier 2 - GM Pause,
46,375,873,SOUTWEST BU,Tier 1 - ISA On in Total Store,
13,141,874,SOUTWEST BU,Tier 1 - ISA On in Total Store,
13,140,875,SOUTWEST BU,Tier 2 - GM Pause,
42,127,876,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
26,309,877,EAST BU,Tier 2 - GM Pause,
2,24,878,SOUTHEAST BU,Tier 2 - GM Pause,
41,152,879,NORTH BU,Tier 2 - GM Pause,
5,50,880,SOUTWEST BU,Tier 2 - GM Pause,
4,41,881,EAST BU,Tier 1 - ISA On in Total Store,
53,425,882,NORTH BU,Tier 2 - GM Pause,
25,249,884,NORTH BU,Tier 2 - GM Pause,
47,433,885,WEST BU,Tier 1 - ISA On in Total Store,
52,426,886,WEST BU,Tier 1 - ISA On in Total Store,
13,141,887,SOUTWEST BU,Tier 2 - GM Pause,
42,334,888,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3,27,889,SOUTHEAST BU,Tier 2 - GM Pause,requested per mm
9,91,890,SOUTHEAST BU,Tier 2 - GM Pause,
25,279,891,NORTH BU,Tier 2 - GM Pause,
52,414,892,WEST BU,Tier 3 - Total Store ISA Pause,
44,349,893,SOUTWEST BU,Tier 2 - GM Pause,
44,356,894,SOUTWEST BU,Tier 2 - GM Pause,
40,336,895,NORTH BU,Tier 1 - ISA On in Total Store,
5,49,896,SOUTWEST BU,Tier 1 - ISA On in Total Store,
46,73,897,SOUTWEST BU,Tier 2 - GM Pause,
46,73,898,SOUTWEST BU,Tier 2 - GM Pause,
3,27,899,SOUTHEAST BU,Tier 2 - GM Pause,requested per mm
46,70,900,SOUTWEST BU,Tier 2 - GM Pause,
6,77,901,SOUTWEST BU,Tier 1 - ISA On in Total Store,
25,251,902,NORTH BU,Tier 2 - GM Pause,
13,140,903,SOUTWEST BU,Tier 3 - Total Store ISA Pause,
14,1,904,SOUTHEAST BU,Tier 2 - GM Pause,
47,379,905,WEST BU,Tier 2 - GM Pause,
46,384,906,SOUTWEST BU,Tier 2 - GM Pause,
3,32,907,SOUTHEAST BU,Tier 2 - GM Pause,
9,90,908,SOUTHEAST BU,Tier 2 - GM Pause,
13,125,909,SOUTWEST BU,Tier 1 - ISA On in Total Store,
53,442,910,NORTH BU,Tier 2 - GM Pause,
13,128,911,SOUTWEST BU,Tier 2 - GM Pause,
13,125,912,SOUTWEST BU,Tier 1 - ISA On in Total Store,
53,425,913,NORTH BU,Tier 2 - GM Pause,
42,322,914,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
6,62,915,SOUTWEST BU,Tier 2 - GM Pause,
13,141,916,SOUTWEST BU,Tier 3 - Total Store ISA Pause,
5,81,917,SOUTWEST BU,Tier 2 - GM Pause,
5,46,918,SOUTWEST BU,Tier 2 - GM Pause,
14,15,919,SOUTHEAST BU,Tier 2 - GM Pause,
59,554,920,NHM BU,Tier 1 - ISA On in Total Store,
54,388,921,WEST BU,Tier 1 - ISA On in Total Store,
25,243,922,NORTH BU,Tier 3 - Total Store ISA Pause,
25,482,923,NORTH BU,Tier 3 - Total Store ISA Pause,
54,378,924,WEST BU,Tier 1 - ISA On in Total Store,
9,114,925,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
46,71,927,SOUTWEST BU,Tier 2 - GM Pause,
3,98,928,SOUTHEAST BU,Tier 2 - GM Pause,
9,107,929,SOUTHEAST BU,Tier 2 - GM Pause,
14,8,930,SOUTHEAST BU,Tier 2 - GM Pause,
9,92,931,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3,16,932,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
53,263,933,NORTH BU,Tier 1 - ISA On in Total Store,
14,1,934,SOUTHEAST BU,Tier 2 - GM Pause,
13,130,935,SOUTWEST BU,Tier 2 - GM Pause,
25,273,936,NORTH BU,Tier 2 - GM Pause,
2,26,937,SOUTHEAST BU,Tier 2 - GM Pause,
14,8,938,SOUTHEAST BU,Tier 2 - GM Pause,
5,76,939,SOUTWEST BU,Tier 2 - GM Pause,
5,479,940,SOUTWEST BU,Tier 2 - GM Pause,
