Region,Market,Store,BU,Final Tier,Comments
20,227,2603,NORTH BU,Tier 2 - GM Pause,
17,174,2604,EAST BU,Tier 2 - GM Pause,
21,218,2605,NORTH BU,Tier 1 - ISA On in Total Store,
54,383,2607,WEST BU,Tier 1 - ISA On in Total Store,
54,382,2608,WEST BU,Tier 1 - ISA On in Total Store,
57,465,2609,WEST BU,Tier 1 - ISA On in Total Store,
20,316,2610,NORTH BU,Tier 2 - GM Pause,
20,235,2611,NORTH BU,Tier 2 - GM Pause,
46,505,2612,SOUTWEST BU,Tier 2 - GM Pause,
19,213,2613,NORTH BU,Tier 2 - GM Pause,
22,168,2614,EAST BU,Tier 2 - GM Pause,
3,27,2615,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
40,339,2616,NORTH BU,Tier 3 - Total Store ISA Pause,
56,392,2617,WEST BU,Tier 1 - ISA On in Total Store,
19,203,2618,NORTH BU,Tier 1 - ISA On in Total Store,
19,204,2619,NORTH BU,Tier 2 - GM Pause,
19,202,2620,NORTH BU,Tier 3 - Total Store ISA Pause,
57,446,2621,WEST BU,Tier 1 - ISA On in Total Store,
3,101,2626,SOUTHEAST BU,Tier 2 - GM Pause,
9,112,2627,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
41,260,2628,NORTH BU,Tier 3 - Total Store ISA Pause,
16,156,2629,EAST BU,Tier 2 - GM Pause,
3,28,2630,SOUTHEAST BU,Tier 2 - GM Pause,
19,197,2631,NORTH BU,Tier 3 - Total Store ISA Pause,
61,510,2632,NHM BU,Tier 1 - ISA On in Total Store,
17,175,2633,EAST BU,Tier 2 - GM Pause,
16,180,2634,EAST BU,Tier 1 - ISA On in Total Store,
57,466,2636,WEST BU,Tier 2 - GM Pause,
17,164,2637,EAST BU,Tier 1 - ISA On in Total Store,
41,259,2638,NORTH BU,Tier 1 - ISA On in Total Store,
16,181,2639,EAST BU,Tier 2 - GM Pause,
16,157,2640,EAST BU,Tier 2 - GM Pause,
22,168,2641,EAST BU,Tier 1 - ISA On in Total Store,
52,423,2642,WEST BU,Tier 2 - GM Pause,
52,422,2643,WEST BU,Tier 2 - GM Pause,
19,204,2644,NORTH BU,Tier 2 - GM Pause,
75,314,2645,EAST BU,Tier 2 - GM Pause,
20,317,2646,NORTH BU,Tier 2 - GM Pause,
75,286,2647,EAST BU,Tier 1 - ISA On in Total Store,
56,511,2648,WEST BU,Tier 1 - ISA On in Total Store,
5,50,2649,SOUTWEST BU,Tier 2 - GM Pause,
22,166,2650,EAST BU,Tier 2 - GM Pause,
17,175,2651,EAST BU,Tier 2 - GM Pause,
46,384,2652,SOUTWEST BU,Tier 1 - ISA On in Total Store,
46,71,2653,SOUTWEST BU,Tier 2 - GM Pause,
41,257,2654,NORTH BU,Tier 1 - ISA On in Total Store,
46,375,2656,SOUTWEST BU,Tier 2 - GM Pause,
53,444,2658,NORTH BU,Tier 2 - GM Pause,
16,183,2659,EAST BU,Tier 2 - GM Pause,
16,157,2660,EAST BU,Tier 2 - GM Pause,
20,317,2662,NORTH BU,Tier 2 - GM Pause,
22,237,2663,EAST BU,Tier 2 - GM Pause,
22,231,2664,EAST BU,Tier 1 - ISA On in Total Store,
13,125,2665,SOUTWEST BU,Tier 1 - ISA On in Total Store,
21,219,2666,NORTH BU,Tier 2 - GM Pause,
5,55,2667,SOUTWEST BU,Tier 1 - ISA On in Total Store,
53,435,2668,NORTH BU,Tier 2 - GM Pause,
46,373,2671,SOUTWEST BU,Tier 2 - GM Pause,
47,389,2672,WEST BU,Tier 1 - ISA On in Total Store,
17,228,2674,EAST BU,Tier 1 - ISA On in Total Store,
19,201,2678,NORTH BU,Tier 1 - ISA On in Total Store,
21,247,2679,NORTH BU,Tier 2 - GM Pause,
19,201,2680,NORTH BU,Tier 3 - Total Store ISA Pause,
16,180,2681,EAST BU,Tier 2 - GM Pause,
16,181,2682,EAST BU,Tier 1 - ISA On in Total Store,
16,154,2683,EAST BU,Tier 2 - GM Pause,
20,216,2684,NORTH BU,Tier 1 - ISA On in Total Store,
72,534,2685,NHM BU,Tier 1 - ISA On in Total Store,
72,534,2686,NHM BU,Tier 1 - ISA On in Total Store,
2,35,2687,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
5,45,2688,SOUTWEST BU,Tier 2 - GM Pause,
61,512,2689,NHM BU,Tier 1 - ISA On in Total Store,
12,137,2690,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
25,243,2691,NORTH BU,Tier 3 - Total Store ISA Pause,
19,206,2692,NORTH BU,Tier 2 - GM Pause,
19,205,2693,NORTH BU,Tier 1 - ISA On in Total Store,
40,340,2694,NORTH BU,Tier 2 - GM Pause,
9,89,2695,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
75,320,2696,EAST BU,Tier 2 - GM Pause,
56,452,2697,WEST BU,Tier 2 - GM Pause,
59,554,2699,NHM BU,Tier 1 - ISA On in Total Store,
19,203,2700,NORTH BU,Tier 2 - GM Pause,
40,333,2702,NORTH BU,Tier 2 - GM Pause,
4,38,2703,EAST BU,Tier 2 - GM Pause,
26,298,2704,EAST BU,Tier 2 - GM Pause,
75,314,2705,EAST BU,Tier 2 - GM Pause,
13,125,2706,SOUTWEST BU,Tier 1 - ISA On in Total Store,
57,460,2708,WEST BU,Tier 1 - ISA On in Total Store,
60,469,2710,WEST BU,Tier 2 - GM Pause,
60,469,2711,WEST BU,Tier 1 - ISA On in Total Store,
4,37,2712,EAST BU,Tier 2 - GM Pause,
14,3,2713,SOUTHEAST BU,Tier 2 - GM Pause,
52,426,2714,WEST BU,Tier 1 - ISA On in Total Store,
13,143,2715,SOUTWEST BU,Tier 2 - GM Pause,
52,415,2716,WEST BU,Tier 1 - ISA On in Total Store,
13,141,2717,SOUTWEST BU,Tier 2 - GM Pause,
6,64,2718,SOUTWEST BU,Tier 1 - ISA On in Total Store,
17,163,2719,EAST BU,Tier 2 - GM Pause,
13,140,2720,SOUTWEST BU,Tier 2 - GM Pause,
29,811,2721,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
60,469,2722,WEST BU,Tier 3 - Total Store ISA Pause,
14,2,2723,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
6,63,2724,SOUTWEST BU,Tier 1 - ISA On in Total Store,
21,217,2725,NORTH BU,Tier 2 - GM Pause,
21,219,2726,NORTH BU,Tier 1 - ISA On in Total Store,
9,110,2727,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
25,275,2728,NORTH BU,Tier 1 - ISA On in Total Store,
54,378,2729,WEST BU,Tier 1 - ISA On in Total Store,
26,301,2730,EAST BU,Tier 2 - GM Pause,
59,554,2731,NHM BU,Tier 1 - ISA On in Total Store,
2,22,2732,SOUTHEAST BU,Tier 2 - GM Pause,
3,32,2733,SOUTHEAST BU,Tier 2 - GM Pause,
44,353,2734,SOUTWEST BU,Tier 2 - GM Pause,
56,454,2735,WEST BU,Tier 1 - ISA On in Total Store,
14,14,2739,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
9,112,2740,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
72,534,2741,NHM BU,Tier 1 - ISA On in Total Store,
72,534,2742,NHM BU,Tier 1 - ISA On in Total Store,
72,492,2743,NHM BU,Tier 1 - ISA On in Total Store,
72,537,2744,NHM BU,Tier 1 - ISA On in Total Store,
72,537,2745,NHM BU,Tier 1 - ISA On in Total Store,
16,161,2747,EAST BU,Tier 2 - GM Pause,
14,1,2748,SOUTHEAST BU,Tier 2 - GM Pause,
4,124,2749,EAST BU,Tier 2 - GM Pause,
47,380,2751,WEST BU,Tier 1 - ISA On in Total Store,
47,585,2752,WEST BU,Tier 1 - ISA On in Total Store,
2,18,2753,SOUTHEAST BU,Tier 2 - GM Pause,
3,30,2754,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
13,140,2755,SOUTWEST BU,Tier 2 - GM Pause,
75,280,2756,EAST BU,Tier 2 - GM Pause,
12,151,2757,SOUTHEAST BU,Tier 2 - GM Pause,
16,181,2758,EAST BU,Tier 1 - ISA On in Total Store,
14,14,2760,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
20,311,2761,NORTH BU,Tier 2 - GM Pause,
75,312,2762,EAST BU,Tier 2 - GM Pause,
6,569,2763,SOUTWEST BU,Tier 2 - GM Pause,
52,414,2764,WEST BU,Tier 3 - Total Store ISA Pause,Will Re-evaluate each week to progress to next level
6,569,2765,SOUTWEST BU,Tier 2 - GM Pause,
46,370,2766,SOUTWEST BU,Tier 2 - GM Pause,
46,372,2767,SOUTWEST BU,Tier 2 - GM Pause,
46,372,2768,SOUTWEST BU,Tier 2 - GM Pause,
6,87,2769,SOUTWEST BU,Tier 1 - ISA On in Total Store,
21,246,2771,NORTH BU,Tier 2 - GM Pause,
26,300,2772,EAST BU,Tier 2 - GM Pause,
72,546,2773,NHM BU,Tier 1 - ISA On in Total Store,
21,217,2774,NORTH BU,Tier 1 - ISA On in Total Store,
46,368,2777,SOUTWEST BU,Tier 2 - GM Pause,
46,373,2778,SOUTWEST BU,Tier 2 - GM Pause,
56,399,2780,WEST BU,Tier 1 - ISA On in Total Store,
56,399,2781,WEST BU,Tier 1 - ISA On in Total Store,
56,400,2782,WEST BU,Tier 1 - ISA On in Total Store,
41,260,2783,NORTH BU,Tier 2 - GM Pause,
47,407,2784,WEST BU,Tier 1 - ISA On in Total Store,
17,192,2785,EAST BU,Tier 1 - ISA On in Total Store,
25,482,2786,NORTH BU,Tier 1 - ISA On in Total Store,
25,249,2787,NORTH BU,Tier 2 - GM Pause,
25,482,2788,NORTH BU,Tier 2 - GM Pause,
9,108,2789,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
75,280,2790,EAST BU,Tier 2 - GM Pause,
75,285,2791,EAST BU,Tier 2 - GM Pause,
20,316,2792,NORTH BU,Tier 2 - GM Pause,
26,308,2793,EAST BU,Tier 2 - GM Pause,
46,405,2794,SOUTWEST BU,Tier 2 - GM Pause,
75,287,2795,EAST BU,Tier 2 - GM Pause,
9,111,2796,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
16,154,2797,EAST BU,Tier 2 - GM Pause,
75,508,2799,EAST BU,Tier 2 - GM Pause,
72,546,2801,NHM BU,Tier 1 - ISA On in Total Store,
44,352,2803,SOUTWEST BU,Tier 1 - ISA On in Total Store,
44,352,2804,SOUTWEST BU,Tier 1 - ISA On in Total Store,
75,314,2805,EAST BU,Tier 1 - ISA On in Total Store,
4,42,2806,EAST BU,Tier 2 - GM Pause,
75,315,2807,EAST BU,Tier 2 - GM Pause,
75,290,2808,EAST BU,Tier 2 - GM Pause,
75,320,2809,EAST BU,Tier 2 - GM Pause,
20,316,2810,NORTH BU,Tier 2 - GM Pause,
2,21,2811,SOUTHEAST BU,Tier 2 - GM Pause,
53,425,2812,NORTH BU,Tier 2 - GM Pause,
53,440,2813,NORTH BU,Tier 2 - GM Pause,
9,110,2814,SOUTHEAST BU,Tier 2 - GM Pause,
25,268,2815,NORTH BU,Tier 2 - GM Pause,
25,267,2816,NORTH BU,Tier 1 - ISA On in Total Store,
19,238,2817,NORTH BU,Tier 3 - Total Store ISA Pause,
19,238,2818,NORTH BU,Tier 3 - Total Store ISA Pause,
21,248,2819,NORTH BU,Tier 2 - GM Pause,
52,421,2820,WEST BU,Tier 3 - Total Store ISA Pause,
75,290,2821,EAST BU,Tier 2 - GM Pause,
13,131,2822,SOUTWEST BU,Tier 1 - ISA On in Total Store,
20,216,2823,NORTH BU,Tier 2 - GM Pause,
17,175,2825,EAST BU,Tier 2 - GM Pause,
61,515,2826,NHM BU,Tier 1 - ISA On in Total Store,
52,418,2827,WEST BU,Tier 2 - GM Pause,
53,435,2828,NORTH BU,Tier 3 - Total Store ISA Pause,
22,166,2830,EAST BU,Tier 2 - GM Pause,
56,400,2831,WEST BU,Tier 1 - ISA On in Total Store,
4,29,2832,EAST BU,Tier 2 - GM Pause,
75,320,2833,EAST BU,Tier 2 - GM Pause,
5,50,2834,SOUTWEST BU,Tier 2 - GM Pause,
64,528,2835,NHM BU,Tier 1 - ISA On in Total Store,
26,299,2836,EAST BU,Tier 2 - GM Pause,
57,396,2838,WEST BU,Tier 1 - ISA On in Total Store,
72,538,2839,NHM BU,Tier 1 - ISA On in Total Store,
72,546,2840,NHM BU,Tier 1 - ISA On in Total Store,
22,558,2841,EAST BU,Tier 1 - ISA On in Total Store,
57,461,2842,WEST BU,Tier 1 - ISA On in Total Store,
9,89,2843,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
17,188,2844,EAST BU,Tier 1 - ISA On in Total Store,
26,296,2845,EAST BU,Tier 2 - GM Pause,
12,144,2846,SOUTHEAST BU,Tier 2 - GM Pause,
47,433,2847,WEST BU,Tier 2 - GM Pause,
20,316,2849,NORTH BU,Tier 2 - GM Pause,
75,293,2850,EAST BU,Tier 2 - GM Pause,
20,216,2852,NORTH BU,Tier 1 - ISA On in Total Store,
75,508,2853,EAST BU,Tier 2 - GM Pause,
17,162,2854,EAST BU,Tier 2 - GM Pause,
40,362,2855,NORTH BU,Tier 2 - GM Pause,
40,361,2856,NORTH BU,Tier 1 - ISA On in Total Store,
40,360,2857,NORTH BU,Tier 2 - GM Pause,
72,546,2858,NHM BU,Tier 1 - ISA On in Total Store,
17,194,2859,EAST BU,Tier 2 - GM Pause,
4,29,2860,EAST BU,Tier 2 - GM Pause,
56,399,2861,WEST BU,Tier 1 - ISA On in Total Store,
56,399,2862,WEST BU,Tier 1 - ISA On in Total Store,
6,506,2864,SOUTWEST BU,Tier 1 - ISA On in Total Store,
60,474,2865,WEST BU,Tier 3 - Total Store ISA Pause,
19,203,2866,NORTH BU,Tier 2 - GM Pause,
19,203,2867,NORTH BU,Tier 2 - GM Pause,
19,203,2869,NORTH BU,Tier 2 - GM Pause,
59,496,2870,NHM BU,Tier 1 - ISA On in Total Store,
22,558,2871,EAST BU,Tier 2 - GM Pause,
19,197,2872,NORTH BU,Tier 2 - GM Pause,
19,206,2873,NORTH BU,Tier 3 - Total Store ISA Pause,
17,189,2874,EAST BU,Tier 2 - GM Pause,
64,533,2875,NHM BU,Tier 1 - ISA On in Total Store,
64,533,2876,NHM BU,Tier 1 - ISA On in Total Store,
64,533,2877,NHM BU,Tier 1 - ISA On in Total Store,
64,533,2878,NHM BU,Tier 1 - ISA On in Total Store,
64,507,2880,NHM BU,Tier 1 - ISA On in Total Store,
9,90,2881,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
52,422,2882,WEST BU,Tier 1 - ISA On in Total Store,
5,56,2883,SOUTWEST BU,Tier 1 - ISA On in Total Store,
57,394,2884,WEST BU,Tier 1 - ISA On in Total Store,
16,161,2885,EAST BU,Tier 2 - GM Pause,
57,484,2886,WEST BU,Tier 1 - ISA On in Total Store,
59,496,2887,NHM BU,Tier 1 - ISA On in Total Store,
22,233,2888,EAST BU,Tier 2 - GM Pause,
52,415,2889,WEST BU,Tier 1 - ISA On in Total Store,
3,32,2890,SOUTHEAST BU,Tier 2 - GM Pause,
46,73,2891,SOUTWEST BU,Tier 2 - GM Pause,
47,376,2892,WEST BU,Tier 2 - GM Pause,
44,410,2893,SOUTWEST BU,Tier 2 - GM Pause,
75,280,2894,EAST BU,Tier 2 - GM Pause,
17,173,2897,EAST BU,Tier 2 - GM Pause,
17,162,2898,EAST BU,Tier 2 - GM Pause,
17,163,2899,EAST BU,Tier 2 - GM Pause,
17,163,2900,EAST BU,Tier 2 - GM Pause,
16,154,2901,EAST BU,Tier 2 - GM Pause,
16,159,2902,EAST BU,Tier 1 - ISA On in Total Store,
16,157,2903,EAST BU,Tier 2 - GM Pause,
16,159,2904,EAST BU,Tier 1 - ISA On in Total Store,
17,164,2905,EAST BU,Tier 2 - GM Pause,
17,171,2906,EAST BU,Tier 2 - GM Pause,
72,103,2907,NHM BU,Tier 1 - ISA On in Total Store,
26,309,2908,EAST BU,Tier 2 - GM Pause,
17,228,2909,EAST BU,Tier 1 - ISA On in Total Store,
20,208,2910,NORTH BU,Tier 2 - GM Pause,
17,191,2911,EAST BU,Tier 1 - ISA On in Total Store,
19,197,2912,NORTH BU,Tier 2 - GM Pause,
13,129,2913,SOUTWEST BU,Tier 2 - GM Pause,
20,215,2914,NORTH BU,Tier 3 - Total Store ISA Pause,
17,171,2915,EAST BU,Tier 2 - GM Pause,
17,172,2916,EAST BU,Tier 2 - GM Pause,
17,171,2917,EAST BU,Tier 2 - GM Pause,
5,51,2918,SOUTWEST BU,Tier 1 - ISA On in Total Store,
64,542,2919,NHM BU,Tier 1 - ISA On in Total Store,
3,101,2920,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
54,401,2921,WEST BU,Tier 2 - GM Pause,
46,366,2922,SOUTWEST BU,Tier 2 - GM Pause,
54,382,2923,WEST BU,Tier 1 - ISA On in Total Store,
46,384,2924,SOUTWEST BU,Tier 2 - GM Pause,
56,453,2925,WEST BU,Tier 2 - GM Pause,
5,56,2926,SOUTWEST BU,Tier 2 - GM Pause,
60,476,2927,WEST BU,Tier 2 - GM Pause,
4,36,2928,EAST BU,Tier 2 - GM Pause,
26,310,2929,EAST BU,Tier 2 - GM Pause,
72,103,2930,NHM BU,Tier 1 - ISA On in Total Store,
75,285,2931,EAST BU,Tier 2 - GM Pause,
2,122,2932,SOUTHEAST BU,Tier 2 - GM Pause,
20,317,2933,NORTH BU,Tier 3 - Total Store ISA Pause,
25,273,2934,NORTH BU,Tier 2 - GM Pause,
52,413,2935,WEST BU,Tier 1 - ISA On in Total Store,
53,442,2936,NORTH BU,Tier 3 - Total Store ISA Pause,
52,419,2937,WEST BU,Tier 2 - GM Pause,
13,132,2938,SOUTWEST BU,Tier 2 - GM Pause,
13,140,2939,SOUTWEST BU,Tier 2 - GM Pause,
64,542,2940,NHM BU,Tier 1 - ISA On in Total Store,
2,24,2941,SOUTHEAST BU,Tier 2 - GM Pause,
72,549,2944,NHM BU,Tier 1 - ISA On in Total Store,
22,233,2945,EAST BU,Tier 2 - GM Pause,
9,109,2946,SOUTHEAST BU,Tier 2 - GM Pause,
60,476,2947,WEST BU,Tier 2 - GM Pause,
57,484,2948,WEST BU,Tier 1 - ISA On in Total Store,
57,448,2950,WEST BU,Tier 1 - ISA On in Total Store,
57,448,2951,WEST BU,Tier 1 - ISA On in Total Store,
57,460,2952,WEST BU,Tier 1 - ISA On in Total Store,
16,160,2953,EAST BU,Tier 2 - GM Pause,
17,173,2954,EAST BU,Tier 2 - GM Pause,
40,362,2955,NORTH BU,Tier 3 - Total Store ISA Pause,
25,262,2956,NORTH BU,Tier 2 - GM Pause,
52,412,2957,WEST BU,Tier 3 - Total Store ISA Pause,
53,439,2958,NORTH BU,Tier 2 - GM Pause,
19,206,2959,NORTH BU,Tier 3 - Total Store ISA Pause,
9,108,2962,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
9,108,2963,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
16,156,2964,EAST BU,Tier 2 - GM Pause,
17,163,2965,EAST BU,Tier 2 - GM Pause,
20,215,2966,NORTH BU,Tier 2 - GM Pause,
21,225,2967,NORTH BU,Tier 1 - ISA On in Total Store,
25,243,2968,NORTH BU,Tier 1 - ISA On in Total Store,
5,51,2973,SOUTWEST BU,Tier 1 - ISA On in Total Store,
64,561,2974,NHM BU,Tier 1 - ISA On in Total Store,
64,561,2975,NHM BU,Tier 1 - ISA On in Total Store,
64,561,2976,NHM BU,Tier 1 - ISA On in Total Store,
64,58,2977,NHM BU,Tier 1 - ISA On in Total Store,
5,44,2978,SOUTWEST BU,Tier 2 - GM Pause,
64,58,2979,NHM BU,Tier 1 - ISA On in Total Store,
5,479,2980,SOUTWEST BU,Tier 2 - GM Pause,
64,58,2981,NHM BU,Tier 1 - ISA On in Total Store,
64,533,2984,NHM BU,Tier 1 - ISA On in Total Store,
57,449,2985,WEST BU,Tier 1 - ISA On in Total Store,
53,439,2986,NORTH BU,Tier 1 - ISA On in Total Store,
9,109,2987,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2,120,2988,SOUTHEAST BU,Tier 2 - GM Pause,
56,511,2989,WEST BU,Tier 2 - GM Pause,
54,430,2990,WEST BU,Tier 1 - ISA On in Total Store,
5,82,2991,SOUTWEST BU,Tier 1 - ISA On in Total Store,
17,190,2992,EAST BU,Tier 2 - GM Pause,
6,62,2993,SOUTWEST BU,Tier 2 - GM Pause,
40,360,2994,NORTH BU,Tier 2 - GM Pause,
64,504,2995,NHM BU,Tier 1 - ISA On in Total Store,
5,53,2996,SOUTWEST BU,Tier 2 - GM Pause,
61,515,2998,NHM BU,Tier 1 - ISA On in Total Store,
25,268,3004,NORTH BU,Tier 2 - GM Pause,
2,23,3008,SOUTHEAST BU,Tier 2 - GM Pause,
72,488,3011,NHM BU,Tier 1 - ISA On in Total Store,
72,548,3013,NHM BU,Tier 1 - ISA On in Total Store,
5,49,3014,SOUTWEST BU,Tier 2 - GM Pause,
64,561,3015,NHM BU,Tier 1 - ISA On in Total Store,
12,151,3017,SOUTHEAST BU,Tier 2 - GM Pause,
47,389,3018,WEST BU,Tier 1 - ISA On in Total Store,
61,490,3019,NHM BU,Tier 1 - ISA On in Total Store,
61,512,3022,NHM BU,Tier 1 - ISA On in Total Store,
61,512,3023,NHM BU,Tier 1 - ISA On in Total Store,
61,515,3026,NHM BU,Tier 1 - ISA On in Total Store,
75,283,3035,EAST BU,Tier 2 - GM Pause,
64,543,3042,NHM BU,Tier 1 - ISA On in Total Store,
64,58,3043,NHM BU,Tier 1 - ISA On in Total Store,
5,50,3044,SOUTWEST BU,Tier 2 - GM Pause,
61,512,3046,NHM BU,Tier 1 - ISA On in Total Store,
61,512,3047,NHM BU,Tier 1 - ISA On in Total Store,
61,9,3049,NHM BU,Tier 1 - ISA On in Total Store,
61,550,3050,NHM BU,Tier 1 - ISA On in Total Store,
60,471,3053,WEST BU,Tier 2 - GM Pause,
44,345,3055,SOUTWEST BU,Tier 1 - ISA On in Total Store,
6,506,3056,SOUTWEST BU,Tier 1 - ISA On in Total Store,
6,506,3057,SOUTWEST BU,Tier 2 - GM Pause,
6,86,3058,SOUTWEST BU,Tier 1 - ISA On in Total Store,
13,140,3059,SOUTWEST BU,Tier 2 - GM Pause,
13,140,3060,SOUTWEST BU,Tier 1 - ISA On in Total Store,
40,340,3061,NORTH BU,Tier 3 - Total Store ISA Pause,
72,538,3062,NHM BU,Tier 1 - ISA On in Total Store,
72,102,3066,NHM BU,Tier 1 - ISA On in Total Store,
2,20,3067,SOUTHEAST BU,Tier 2 - GM Pause,
59,554,3069,NHM BU,Tier 1 - ISA On in Total Store,
59,554,3070,NHM BU,Tier 1 - ISA On in Total Store,
59,554,3071,NHM BU,Tier 1 - ISA On in Total Store,
59,554,3072,NHM BU,Tier 1 - ISA On in Total Store,
59,554,3074,NHM BU,Tier 1 - ISA On in Total Store,
14,15,3075,SOUTHEAST BU,Tier 2 - GM Pause,
75,292,3077,EAST BU,Tier 2 - GM Pause,
17,175,3078,EAST BU,Tier 2 - GM Pause,
56,454,3081,WEST BU,Tier 1 - ISA On in Total Store,
61,490,3082,NHM BU,Tier 1 - ISA On in Total Store,
61,490,3083,NHM BU,Tier 1 - ISA On in Total Store,
61,551,3084,NHM BU,Tier 1 - ISA On in Total Store,
57,446,3087,WEST BU,Tier 1 - ISA On in Total Store,
52,424,3088,WEST BU,Tier 2 - GM Pause,
61,552,3090,NHM BU,Tier 1 - ISA On in Total Store,
56,399,3093,WEST BU,Tier 1 - ISA On in Total Store,
61,557,3094,NHM BU,Tier 1 - ISA On in Total Store,
61,550,3098,NHM BU,Tier 1 - ISA On in Total Store,
61,551,3099,NHM BU,Tier 1 - ISA On in Total Store,
61,551,3101,NHM BU,Tier 1 - ISA On in Total Store,
52,424,3102,WEST BU,Tier 1 - ISA On in Total Store,
44,409,3103,SOUTWEST BU,Tier 2 - GM Pause,
72,488,3104,NHM BU,Tier 1 - ISA On in Total Store,
6,86,3106,SOUTWEST BU,Tier 1 - ISA On in Total Store,
6,506,3107,SOUTWEST BU,Tier 2 - GM Pause,
59,495,3110,NHM BU,Tier 1 - ISA On in Total Store,
72,538,3111,NHM BU,Tier 1 - ISA On in Total Store,
6,77,3112,SOUTWEST BU,Tier 2 - GM Pause,
16,157,3114,EAST BU,Tier 2 - GM Pause,
2,20,3118,SOUTHEAST BU,Tier 2 - GM Pause,
14,15,3119,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
61,512,3123,NHM BU,Tier 1 - ISA On in Total Store,
61,490,3126,NHM BU,Tier 1 - ISA On in Total Store,
61,490,3127,NHM BU,Tier 1 - ISA On in Total Store,
61,490,3128,NHM BU,Tier 1 - ISA On in Total Store,
61,515,3131,NHM BU,Tier 1 - ISA On in Total Store,
61,515,3132,NHM BU,Tier 1 - ISA On in Total Store,
61,515,3133,NHM BU,Tier 1 - ISA On in Total Store,
64,58,3135,NHM BU,Tier 1 - ISA On in Total Store,
46,505,3136,SOUTWEST BU,Tier 2 - GM Pause,
12,149,3137,SOUTHEAST BU,Tier 2 - GM Pause,
61,481,3138,NHM BU,Tier 1 - ISA On in Total Store,
61,481,3139,NHM BU,Tier 1 - ISA On in Total Store,
61,481,3140,NHM BU,Tier 1 - ISA On in Total Store,
61,481,3141,NHM BU,Tier 1 - ISA On in Total Store,
61,9,3143,NHM BU,Tier 1 - ISA On in Total Store,
61,550,3144,NHM BU,Tier 1 - ISA On in Total Store,
61,550,3145,NHM BU,Tier 1 - ISA On in Total Store,
61,550,3146,NHM BU,Tier 1 - ISA On in Total Store,
61,481,3147,NHM BU,Tier 1 - ISA On in Total Store,
60,470,3149,WEST BU,Tier 2 - GM Pause,
47,432,3150,WEST BU,Tier 2 - GM Pause,
47,432,3151,WEST BU,Tier 1 - ISA On in Total Store,
61,491,3152,NHM BU,Tier 1 - ISA On in Total Store,
61,491,3153,NHM BU,Tier 1 - ISA On in Total Store,
61,491,3154,NHM BU,Tier 1 - ISA On in Total Store,
61,491,3155,NHM BU,Tier 1 - ISA On in Total Store,
59,502,3156,NHM BU,Tier 1 - ISA On in Total Store,
59,502,3157,NHM BU,Tier 1 - ISA On in Total Store,
17,577,3159,EAST BU,Tier 1 - ISA On in Total Store,
72,548,3161,NHM BU,Tier 1 - ISA On in Total Store,
72,96,3162,NHM BU,Tier 1 - ISA On in Total Store,
9,553,3163,SOUTHEAST BU,Tier 2 - GM Pause,
72,534,3164,NHM BU,Tier 1 - ISA On in Total Store,
59,495,3166,NHM BU,Tier 1 - ISA On in Total Store,
13,125,3167,SOUTWEST BU,Tier 1 - ISA On in Total Store,
72,537,3168,NHM BU,Tier 1 - ISA On in Total Store,
5,83,3169,SOUTWEST BU,Tier 2 - GM Pause,
5,83,3170,SOUTWEST BU,Tier 2 - GM Pause,
61,491,3172,NHM BU,Tier 1 - ISA On in Total Store,
61,491,3172,NHM BU,Tier 1 - ISA On in Total Store,
61,491,3173,NHM BU,Tier 1 - ISA On in Total Store,
61,490,3175,NHM BU,Tier 1 - ISA On in Total Store,
61,490,3176,NHM BU,Tier 1 - ISA On in Total Store,
54,378,3177,WEST BU,Tier 1 - ISA On in Total Store,
61,550,3178,NHM BU,Tier 1 - ISA On in Total Store,
61,481,3179,NHM BU,Tier 1 - ISA On in Total Store,
57,446,3180,WEST BU,Tier 1 - ISA On in Total Store,
26,296,3182,EAST BU,Tier 2 - GM Pause,
72,103,3183,NHM BU,Tier 1 - ISA On in Total Store,
72,544,3184,NHM BU,Tier 1 - ISA On in Total Store,
59,566,3185,NHM BU,Tier 1 - ISA On in Total Store,
2,20,3188,SOUTHEAST BU,Tier 2 - GM Pause,
2,35,3191,SOUTHEAST BU,Tier 2 - GM Pause,
2,35,3192,SOUTHEAST BU,Tier 2 - GM Pause,
