Store,Item Nbr,# of Whse Packs
3817,676597872,6
3817,676597873,5
3817,676597874,6
3827,676597872,6
3827,676597873,5
3827,676597874,6
3830,676597872,6
3830,676597873,5
3830,676597874,6
3838,676597872,6
3838,676597873,5
3838,676597874,6
3840,676597872,6
3840,676597873,5
3840,676597874,6
3843,676597872,6
3843,676597873,5
3843,676597874,6
3848,676597872,6
3848,676597873,5
3848,676597874,6
3860,676597872,6
3860,676597873,5
3860,676597874,6
3861,676597872,6
3861,676597873,7
3861,676597874,7
3872,676597872,6
3872,676597873,7
3872,676597874,8
3887,676597872,6
3887,676597873,5
3887,676597874,6
3888,676597872,6
3888,676597873,5
3888,676597874,6
3893,676597872,6
3893,676597873,5
3893,676597874,6
3896,676597872,6
3896,676597873,7
3896,676597874,7
3899,676597872,6
3899,676597873,5
3899,676597874,6
4056,676597872,6
4056,676597873,5
4056,676597874,6
4111,676597872,6
4111,676597873,5
4111,676597874,6
4128,676597872,6
4128,676597873,5
4128,676597874,6
4131,676597872,6
4131,676597873,5
4131,676597874,6
4166,676597872,6
4166,676597873,5
4166,676597874,6
4168,676597872,6
4168,676597873,7
4168,676597874,7
4171,676597872,6
4171,676597873,5
4171,676597874,6
4174,676597872,6
4174,676597873,5
4174,676597874,6
4180,676597872,6
4180,676597873,5
4180,676597874,6
4185,676597872,6
4185,676597873,5
4185,676597874,6
4187,676597872,6
4187,676597873,5
4187,676597874,6
4198,676597872,6
4198,676597873,5
4198,676597874,6
4216,676597872,6
4216,676597873,5
4216,676597874,6
4232,676597872,6
4232,676597873,5
4232,676597874,6
4241,676597872,6
4241,676597873,7
4241,676597874,8
4250,676597872,6
4250,676597873,5
4250,676597874,6
4258,676597872,6
4258,676597873,7
4258,676597874,8
4264,676597872,6
4264,676597873,5
4264,676597874,6
4276,676597872,6
4276,676597873,5
4276,676597874,6
4288,676597872,6
4288,676597873,7
4288,676597874,7
4298,676597872,6
4298,676597873,5
4298,676597874,6
4303,676597872,6
4303,676597873,7
4303,676597874,8
4321,676597872,6
4321,676597873,5
4321,676597874,6
4324,676597872,6
4324,676597873,5
4324,676597874,6
4330,676597872,6
4330,676597873,5
4330,676597874,6
4332,676597872,6
4332,676597873,5
4332,676597874,6
4334,676597872,6
4334,676597873,5
4334,676597874,6
4340,676597872,6
4340,676597873,7
4340,676597874,8
4352,676597872,6
4352,676597873,7
4352,676597874,8
4359,676597872,6
4359,676597873,5
4359,676597874,6
4368,676597872,6
4368,676597873,5
4368,676597874,6
4370,676597872,6
4370,676597873,7
4370,676597874,7
4376,676597872,6
4376,676597873,5
4376,676597874,6
4387,676597872,6
4387,676597873,5
4387,676597874,6
4390,676597872,6
4390,676597873,5
4390,676597874,6
4395,676597872,6
4395,676597873,5
4395,676597874,6
4399,676597872,6
4399,676597873,5
4399,676597874,6
4403,676597872,6
4403,676597873,5
4403,676597874,6
4404,676597872,6
4404,676597873,5
4404,676597874,6
4407,676597872,6
4407,676597873,5
4407,676597874,6
4424,676597872,6
4424,676597873,5
4424,676597874,6
4430,676597872,6
4430,676597873,7
4430,676597874,8
4431,676597872,6
4431,676597873,5
4431,676597874,6
4434,676597872,6
4434,676597873,5
4434,676597874,6
4440,676597872,6
4440,676597873,7
4440,676597874,8
4444,676597872,6
4444,676597873,5
4444,676597874,6
4445,676597872,6
4445,676597873,5
4445,676597874,6
4450,676597872,6
4450,676597873,5
4450,676597874,6
4456,676597872,6
4456,676597873,7
4456,676597874,8
4460,676597872,6
4460,676597873,5
4460,676597874,6
4474,676597872,6
4474,676597873,7
4474,676597874,7
4476,676597872,6
4476,676597873,7
4476,676597874,7
4478,676597872,6
4478,676597873,5
4478,676597874,6
4484,676597872,6
4484,676597873,5
4484,676597874,6
4490,676597872,6
4490,676597873,5
4490,676597874,6
4491,676597872,6
4491,676597873,5
4491,676597874,6
4494,676597872,6
4494,676597873,5
4494,676597874,6
4509,676597872,6
4509,676597873,7
4509,676597874,7
4514,676597872,6
4514,676597873,7
4514,676597874,8
4520,676597872,6
4520,676597873,5
4520,676597874,6
4526,676597872,6
4526,676597873,5
4526,676597874,6
4528,676597872,6
4528,676597873,5
4528,676597874,6
4529,676597872,6
4529,676597873,5
4529,676597874,6
4531,676597872,6
4531,676597873,5
4531,676597874,6
4558,676597872,6
4558,676597873,7
4558,676597874,8
4563,676597872,6
4563,676597873,5
4563,676597874,6
4567,676597872,6
4567,676597873,7
4567,676597874,8
4570,676597872,6
4570,676597873,5
4570,676597874,6
4574,676597872,6
4574,676597873,7
4574,676597874,7
4585,676597872,6
4585,676597873,5
4585,676597874,6
4586,676597872,6
4586,676597873,5
4586,676597874,6
4588,676597872,6
4588,676597873,5
4588,676597874,6
4591,676597872,6
4591,676597873,5
4591,676597874,6
4593,676597872,6
4593,676597873,7
4593,676597874,7
4597,676597872,6
4597,676597873,7
4597,676597874,8
4599,676597872,6
4599,676597873,7
4599,676597874,8
4600,676597872,6
4600,676597873,5
4600,676597874,6
4601,676597872,6
4601,676597873,7
4601,676597874,8
4605,676597872,6
4605,676597873,5
4605,676597874,6
4612,676597872,6
4612,676597873,5
4612,676597874,6
4616,676597872,6
4616,676597873,7
4616,676597874,7
4618,676597872,6
4618,676597873,5
4618,676597874,6
4627,676597872,6
4627,676597873,7
4627,676597874,8
4637,676597872,6
4637,676597873,7
4637,676597874,8
4638,676597872,6
4638,676597873,7
4638,676597874,7
4639,676597872,6
4639,676597873,7
4639,676597874,7
4641,676597872,6
4641,676597873,5
4641,676597874,6
4643,676597872,6
4643,676597873,5
4643,676597874,6
4648,676597872,6
4648,676597873,5
4648,676597874,6
4653,676597872,6
4653,676597873,7
4653,676597874,8
4657,676597872,6
4657,676597873,5
4657,676597874,6
4659,676597872,6
4659,676597873,5
4659,676597874,6
4664,676597872,6
4664,676597873,7
4664,676597874,7
4677,676597872,6
4677,676597873,5
4677,676597874,6
4678,676597872,6
4678,676597873,7
4678,676597874,8
4679,676597872,6
4679,676597873,5
4679,676597874,6
4695,676597872,6
4695,676597873,5
4695,676597874,6
4747,676597872,6
4747,676597873,5
4747,676597874,6
4865,676597872,6
4865,676597873,5
4865,676597874,6
5008,676597872,6
5008,676597873,5
5008,676597874,6
5013,676597872,6
5013,676597873,5
5013,676597874,6
5022,676597872,6
5022,676597873,7
5022,676597874,7
5025,676597872,6
5025,676597873,5
5025,676597874,6
5027,676597872,6
5027,676597873,5
5027,676597874,6
5029,676597872,6
5029,676597873,5
5029,676597874,6
5035,676597872,6
5035,676597873,7
5035,676597874,7
5045,676597872,6
5045,676597873,5
5045,676597874,6
5046,676597872,6
5046,676597873,7
5046,676597874,7
5049,676597872,6
5049,676597873,7
5049,676597874,7
5051,676597872,6
5051,676597873,7
5051,676597874,8
5058,676597872,6
5058,676597873,5
5058,676597874,6
5064,676597872,6
5064,676597873,5
5064,676597874,6
5070,676597872,6
5070,676597873,7
5070,676597874,8
5076,676597872,6
5076,676597873,7
5076,676597874,8
5079,676597872,6
5079,676597873,7
5079,676597874,8
5082,676597872,6
5082,676597873,5
5082,676597874,6
5088,676597872,6
5088,676597873,5
5088,676597874,6
5090,676597872,6
5090,676597873,5
5090,676597874,6
5091,676597872,6
5091,676597873,7
5091,676597874,7
5095,676597872,6
5095,676597873,5
5095,676597874,6
5097,676597872,6
5097,676597873,5
5097,676597874,6
5098,676597872,6
5098,676597873,5
5098,676597874,6
5099,676597872,6
5099,676597873,7
5099,676597874,8
5105,676597872,6
5105,676597873,7
5105,676597874,7
5110,676597872,6
5110,676597873,5
5110,676597874,6
5115,676597872,6
5115,676597873,5
5115,676597874,6
5117,676597872,6
5117,676597873,5
5117,676597874,6
5118,676597872,6
5118,676597873,5
5118,676597874,6
5123,676597872,6
5123,676597873,7
5123,676597874,8
5124,676597872,6
5124,676597873,5
5124,676597874,6
5134,676597872,6
5134,676597873,7
5134,676597874,8
5135,676597872,6
5135,676597873,5
5135,676597874,6
5141,676597872,6
5141,676597873,5
5141,676597874,6
5142,676597872,6
5142,676597873,5
5142,676597874,6
5143,676597872,6
5143,676597873,5
5143,676597874,6
5144,676597872,6
5144,676597873,5
5144,676597874,6
5146,676597872,6
5146,676597873,5
5146,676597874,6
5150,676597872,6
5150,676597873,5
5150,676597874,6
5151,676597872,6
5151,676597873,5
5151,676597874,6
5170,676597872,6
5170,676597873,5
5170,676597874,6
5174,676597872,6
5174,676597873,5
5174,676597874,6
5175,676597872,6
5175,676597873,7
5175,676597874,8
5183,676597872,6
5183,676597873,5
5183,676597874,6
5188,676597872,6
5188,676597873,5
5188,676597874,6
5199,676597872,6
5199,676597873,7
5199,676597874,8
5205,676597872,6
5205,676597873,5
5205,676597874,6
5211,676597872,6
5211,676597873,7
5211,676597874,7
5214,676597872,6
5214,676597873,7
5214,676597874,8
5215,676597872,6
5215,676597873,5
5215,676597874,6
5218,676597872,6
5218,676597873,5
5218,676597874,6
5232,676597872,6
5232,676597873,5
5232,676597874,6
5234,676597872,6
5234,676597873,7
5234,676597874,8
5235,676597872,6
5235,676597873,7
5235,676597874,7
5239,676597872,6
5239,676597873,5
5239,676597874,6
5240,676597872,6
5240,676597873,5
5240,676597874,6
5241,676597872,6
5241,676597873,7
5241,676597874,7
5248,676597872,6
5248,676597873,5
5248,676597874,6
5259,676597872,6
5259,676597873,5
5259,676597874,6
5263,676597872,6
5263,676597873,7
5263,676597874,7
5269,676597872,6
5269,676597873,5
5269,676597874,6
5270,676597872,6
5270,676597873,7
5270,676597874,8
5273,676597872,6
5273,676597873,5
5273,676597874,6
5279,676597872,6
5279,676597873,5
5279,676597874,6
5287,676597872,6
5287,676597873,5
5287,676597874,6
5292,676597872,6
5292,676597873,5
5292,676597874,6
5296,676597872,6
5296,676597873,5
5296,676597874,6
5299,676597872,6
5299,676597873,7
5299,676597874,8
5305,676597872,6
5305,676597873,7
5305,676597874,8
5307,676597872,6
5307,676597873,5
5307,676597874,6
5308,676597872,6
5308,676597873,5
5308,676597874,6
5312,676597872,6
5312,676597873,5
5312,676597874,6
5313,676597872,6
5313,676597873,7
5313,676597874,7
5319,676597872,6
5319,676597873,5
5319,676597874,6
5327,676597872,6
5327,676597873,5
5327,676597874,6
5329,676597872,6
5329,676597873,7
5329,676597874,7
5330,676597872,6
5330,676597873,5
5330,676597874,6
5331,676597872,6
5331,676597873,5
5331,676597874,6
5337,676597872,6
5337,676597873,7
5337,676597874,8
5347,676597872,6
5347,676597873,5
5347,676597874,6
5352,676597872,6
5352,676597873,5
5352,676597874,6
5364,676597872,6
5364,676597873,5
5364,676597874,6
5367,676597872,6
5367,676597873,5
5367,676597874,6
5370,676597872,6
5370,676597873,5
5370,676597874,6
5378,676597872,6
5378,676597873,5
5378,676597874,6
5383,676597872,6
5383,676597873,5
5383,676597874,6
5393,676597872,6
5393,676597873,5
5393,676597874,6
5411,676597872,6
5411,676597873,5
5411,676597874,6
5414,676597872,6
5414,676597873,5
5414,676597874,6
5419,676597872,6
5419,676597873,5
5419,676597874,6
5425,676597872,6
5425,676597873,7
5425,676597874,8
5428,676597872,6
5428,676597873,7
5428,676597874,7
5430,676597872,6
5430,676597873,5
5430,676597874,6
5439,676597872,6
5439,676597873,7
5439,676597874,7
5450,676597872,6
5450,676597873,5
5450,676597874,6
5455,676597872,6
5455,676597873,7
5455,676597874,8
5462,676597872,6
5462,676597873,5
5462,676597874,6
5472,676597872,6
5472,676597873,5
5472,676597874,6
5476,676597872,6
5476,676597873,7
5476,676597874,7
5479,676597872,6
5479,676597873,5
5479,676597874,6
5481,676597872,6
5481,676597873,5
5481,676597874,6
5491,676597872,6
5491,676597873,5
5491,676597874,6
5497,676597872,6
5497,676597873,7
5497,676597874,7
5603,676597872,6
5603,676597873,5
5603,676597874,6
5608,676597872,6
5608,676597873,5
5608,676597874,6
5615,676597872,6
5615,676597873,5
5615,676597874,6
5622,676597872,6
5622,676597873,5
5622,676597874,6
5635,676597872,6
5635,676597873,5
5635,676597874,6
5644,676597872,6
5644,676597873,5
5644,676597874,6
5649,676597872,6
5649,676597873,5
5649,676597874,6
5658,676597872,6
5658,676597873,7
5658,676597874,7
5675,676597872,6
5675,676597873,5
5675,676597874,6
5689,676597872,6
5689,676597873,5
5689,676597874,6
5692,676597872,6
5692,676597873,5
5692,676597874,6
5693,676597872,6
5693,676597873,5
5693,676597874,6
5701,676597872,6
5701,676597873,5
5701,676597874,6
5703,676597872,6
5703,676597873,5
5703,676597874,6
5705,676597872,6
5705,676597873,5
5705,676597874,6
5707,676597872,6
5707,676597873,7
5707,676597874,8
5715,676597872,6
5715,676597873,5
5715,676597874,6
5717,676597872,6
5717,676597873,5
5717,676597874,6
5725,676597872,6
5725,676597873,5
5725,676597874,6
5726,676597872,6
5726,676597873,5
5726,676597874,6
5727,676597872,6
5727,676597873,7
5727,676597874,7
5728,676597872,6
5728,676597873,5
5728,676597874,6
5741,676597872,6
5741,676597873,5
5741,676597874,6
5747,676597872,6
5747,676597873,7
5747,676597874,8
5748,676597872,6
5748,676597873,5
5748,676597874,6
5761,676597872,6
5761,676597873,5
5761,676597874,6
5763,676597872,6
5763,676597873,5
5763,676597874,6
5764,676597872,6
5764,676597873,7
5764,676597874,8
5767,676597872,6
5767,676597873,5
5767,676597874,6
5773,676597872,6
5773,676597873,5
5773,676597874,6
5776,676597872,6
5776,676597873,5
5776,676597874,6
5777,676597872,6
5777,676597873,7
5777,676597874,8
5779,676597872,6
5779,676597873,5
5779,676597874,6
5782,676597872,6
5782,676597873,5
5782,676597874,6
5786,676597872,6
5786,676597873,5
5786,676597874,6
5787,676597872,6
5787,676597873,7
5787,676597874,7
5789,676597872,6
5789,676597873,5
5789,676597874,6
5790,676597872,6
5790,676597873,5
5790,676597874,6
5795,676597872,6
5795,676597873,5
5795,676597874,6
5823,676597872,6
5823,676597873,5
5823,676597874,6
5828,676597872,6
5828,676597873,5
5828,676597874,6
5843,676597872,6
5843,676597873,5
5843,676597874,6
5844,676597872,6
5844,676597873,5
5844,676597874,6
5847,676597872,6
5847,676597873,5
5847,676597874,6
5853,676597872,6
5853,676597873,5
5853,676597874,6
5861,676597872,6
5861,676597873,5
5861,676597874,6
5879,676597872,6
5879,676597873,5
5879,676597874,6
5883,676597872,6
5883,676597873,7
5883,676597874,7
5908,676597872,6
5908,676597873,7
5908,676597874,7
5929,676597872,6
5929,676597873,7
5929,676597874,8
5932,676597872,6
5932,676597873,5
5932,676597874,6
5936,676597872,6
5936,676597873,5
5936,676597874,6
5947,676597872,6
5947,676597873,5
5947,676597874,6
5957,676597872,6
5957,676597873,7
5957,676597874,8
5959,676597872,6
5959,676597873,5
5959,676597874,6
5969,676597872,6
5969,676597873,5
5969,676597874,6
5976,676597872,6
5976,676597873,5
5976,676597874,6
5992,676597872,6
5992,676597873,5
5992,676597874,6
5993,676597872,6
5993,676597873,5
5993,676597874,6
6165,676597872,6
6165,676597873,5
6165,676597874,6
6166,676597872,6
6166,676597873,5
6166,676597874,6
6174,676597872,6
6174,676597873,5
6174,676597874,6
6207,676597872,6
6207,676597873,5
6207,676597874,6
6243,676597872,6
6243,676597873,7
6243,676597874,8
6323,676597872,6
6323,676597873,5
6323,676597874,6
6470,676597872,6
6470,676597873,5
6470,676597874,6
6500,676597872,6
6500,676597873,5
6500,676597874,6
6531,676597872,6
6531,676597873,5
6531,676597874,6
6590,676597872,6
6590,676597873,5
6590,676597874,6
6732,676597872,6
6732,676597873,5
6732,676597874,6
6798,676597872,6
6798,676597873,5
6798,676597874,6
6813,676597872,6
6813,676597873,5
6813,676597874,6
6878,676597872,6
6878,676597873,7
6878,676597874,7
6887,676597872,6
6887,676597873,5
6887,676597874,6
6942,676597872,6
6942,676597873,5
6942,676597874,6
6953,676597872,6
6953,676597873,5
6953,676597874,6
6971,676597872,6
6971,676597873,5
6971,676597874,6
7062,676597872,6
7062,676597873,5
7062,676597874,6
7072,676597872,6
7072,676597873,5
7072,676597874,6
7127,676597872,6
7127,676597873,5
7127,676597874,6
7137,676597872,6
7137,676597873,5
7137,676597874,6
7146,676597872,6
7146,676597873,5
7146,676597874,6
7205,676597872,6
7205,676597873,5
7205,676597874,6
7206,676597872,6
7206,676597873,5
7206,676597874,6
7221,676597872,6
7221,676597873,5
7221,676597874,6
7251,676597872,6
7251,676597873,5
7251,676597874,6
7296,676597872,6
7296,676597873,5
7296,676597874,6
7307,676597872,6
7307,676597873,5
7307,676597874,6
7308,676597872,6
7308,676597873,5
7308,676597874,6
7317,676597872,6
7317,676597873,5
7317,676597874,6
7324,676597872,6
7324,676597873,5
7324,676597874,6
7349,676597872,6
7349,676597873,5
7349,676597874,6
