Store,GV Tomato Soup,GV Broth ,GV Trail Mix,GV Apple Juice,Clear American APPLE 1L,Clear American BLACK CHERRY 1L,Clear American GOLDEN PEACH 1L,GV PINTO BEANS,GV BLACK BEANS,GV KIDNEY BEAN,GV WHOLE KERNEL CORN,GV GREEN BEANS 14.5,GV CHUNK CHKN 2PK,GV SALTINES
2472,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2474,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2476,Arrived,Arrived,08/17-8/29,Arrived,8/22,8/22,8/22,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2477,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2479,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W29
2480,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W29
2481,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,N/A,W29
2482,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2483,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
2484,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2485,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2491,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2492,Arrived,Arrived,Arrived,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2493,30,30,08/17-8/21,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2494,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
2496,Arrived,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2497,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W31
2502,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2503,31,29,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W29
2504,Arrived,Arrived,44802,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W29
2505,30,30,08/17-8/29,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2506,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,N/A,W30
2508,Arrived,Arrived,44792,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2509,30,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2510,30,Arrived,Arrived,8/23,8/22,8/22,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2511,31,Arrived,44792,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2512,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2513,Arrived,29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2514,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W29
2515,30,30,08/17-8/21,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2516,30,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
2519,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2520,30,Arrived,44795,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2522,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2528,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2529,Arrived,Arrived,08/17-8/21,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2532,30,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2533,Arrived,29,44793,Arrived,Arrived,8/22,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2534,Arrived,Arrived,44800,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2535,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W29
2537,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2539,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2540,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2541,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2542,30,30,44801,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2543,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W29
2544,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2545,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2547,30,29,44792,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W29
2548,Arrived,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2549,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2550,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
2552,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/22,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
2554,30,30,44792,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2557,30,Arrived,44791,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
2559,30,30,08/17-8/29,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2560,30,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W29
2561,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2562,30,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2563,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2564,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2565,Arrived,Arrived,Arrived,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2566,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2567,30,30,08/17-8/21,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2572,30,30,44801,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2574,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2575,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2576,30,30,44801,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2577,30,Arrived,08/17-8/28,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2579,Arrived,31,44791,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2580,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2581,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W29
2584,30,29,08/17-8/21,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2586,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2587,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2588,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,N/A,W30
2591,30,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2592,30,30,44792,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2593,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2595,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2596,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2597,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,N/A,W30
2599,30,31,44793,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2600,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W29
2605,30,30,44801,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2607,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
2608,Arrived,31,44791,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2609,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
2610,30,30,44801,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2611,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2612,Arrived,Arrived,44791,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W31
2613,30,30,44801,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2614,30,Arrived,08/17-8/28,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W29
2615,Arrived,Arrived,44800,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2616,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W29
2617,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2618,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2619,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2620,30,30,08/17-8/21,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2626,Arrived,Arrived,Arrived,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2627,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2628,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W29
2629,30,Arrived,Arrived,Arrived,8/22,Arrived,8/22,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W30
2630,Arrived,Arrived,44800,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2631,30,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2634,30,Arrived,08/17-8/21,Arrived,9/3,Arrived,8/22,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W30
2637,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W29
2638,30,30,44801,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2639,30,Arrived,Arrived,Arrived,9/3,Arrived,9/3,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,N/A,W30
2641,30,29,08/17-8/21,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W29
2642,30,30,44802,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2643,31,30,44802,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W30
2644,30,30,08/17-8/28,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2645,30,Arrived,Arrived,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2646,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2647,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2649,30,30,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
2650,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W29
2651,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W29
2652,30,Arrived,Arrived,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W29
2653,30,Arrived,44791,Arrived,8/22,#N/A,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W29
2654,Arrived,Arrived,Arrived,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2656,30,Arrived,44791,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W29
2658,Arrived,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2662,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2663,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2664,30,30,08/17-8/21,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2665,Arrived,29,Arrived,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2667,Arrived,31,Arrived,Arrived,8/22,Arrived,8/22,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
2668,31,Arrived,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2671,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2672,30,31,Arrived,Arrived,Arrived,#N/A,9/3,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2674,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,N/A,W30
2678,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2679,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2680,30,Arrived,08/17-8/29,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2682,30,Arrived,08/17-8/21,Arrived,9/3,#N/A,9/3,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W30
2684,30,30,44801,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2687,Arrived,Arrived,08/17-8/29,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2688,30,31,44792,Arrived,Arrived,8/22,8/22,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W29
2690,Arrived,Arrived,44795,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2691,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W29
2692,30,30,Arrived,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2693,Arrived,Arrived,08/17-8/21,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2694,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2695,Arrived,Arrived,Arrived,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2696,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2697,30,Arrived,44794,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W30
2700,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2702,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2703,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2704,Arrived,Arrived,08/17-8/29,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2705,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2706,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2708,Arrived,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2712,Arrived,Arrived,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2713,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2714,31,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2715,Arrived,29,08/18-8/20,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2716,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2717,Arrived,29,Arrived,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2720,Arrived,29,44793,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2722,Arrived,Arrived,08/17-8/21,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2723,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2724,Arrived,30,08/17-8/29,Arrived,Arrived,8/22,8/22,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2725,30,30,44801,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2726,30,30,44801,Arrived,Arrived,#N/A,8/22,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2727,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2728,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,N/A,W29
2729,Arrived,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
