STORE_NBR,Kayak On Hands Qty,Total On Order Qty,Season to Date Sales,2023 TOTAL Sales Projection,LY Total Sales
1684,0,2,24,26,28
1685,33,4,102,109,53
1686,4,2,44,49,46
1687,12,4,37,42,32
1688,15,0,20,21,24
1689,1,2,41,44,58
1690,0,0,0,No Kayak Modular would need to Request Modular,0
1691,0,0,0,No Kayak Modular would need to Request Modular,0
1692,0,0,0,No Kayak Modular would need to Request Modular,0
1693,0,0,0,No Kayak Modular would need to Request Modular,-2
1694,8,0,36,39,24
1695,8,7,59,64,83
1696,16,4,61,65,63
1697,19,0,11,12,37
1698,35,13,296,317,372
1699,83,4,71,76,140
1700,19,0,26,28,31
1701,0,0,0,No Kayak Modular would need to Request Modular,0
1702,14,0,17,18,27
1703,0,5,43,47,24
1704,12,2,15,17,42
1705,0,2,40,43,86
1707,0,0,0,No Kayak Modular would need to Request Modular,0
1708,19,13,54,58,118
1709,18,9,158,169,131
1710,0,0,0,No Kayak Modular would need to Request Modular,0
1711,7,0,8,9,13
1712,2,0,27,33,24
1713,1,0,20,21,0
1714,5,13,40,45,119
1715,10,0,38,42,36
1716,0,0,0,No Kayak Modular would need to Request Modular,0
1717,0,0,0,No Kayak Modular would need to Request Modular,1
1718,0,0,0,No Kayak Modular would need to Request Modular,0
1719,11,13,35,39,93
1720,10,0,20,22,5
1721,16,0,31,33,0
1722,6,2,33,35,27
1723,19,4,48,51,50
1724,2,2,20,21,13
1726,5,2,27,31,38
1727,1,2,18,19,14
1728,0,0,0,No Kayak Modular would need to Request Modular,0
1729,1,0,3,No Kayak Modular would need to Request Modular,31
1730,10,0,20,21,45
1731,0,0,8,No Kayak Modular would need to Request Modular,29
1732,1,0,3,No Kayak Modular would need to Request Modular,0
1733,3,2,20,21,40
1734,0,0,0,No Kayak Modular would need to Request Modular,0
1735,0,0,0,No Kayak Modular would need to Request Modular,0
1736,5,0,20,21,27
1737,0,0,0,No Kayak Modular would need to Request Modular,0
1738,0,0,0,No Kayak Modular would need to Request Modular,1
1739,2,4,36,39,33
1740,0,0,0,No Kayak Modular would need to Request Modular,0
1741,8,6,86,92,69
1742,9,2,38,42,57
1743,15,4,44,47,62
1744,4,4,44,47,50
1745,0,0,0,No Kayak Modular would need to Request Modular,0
1746,0,0,-1,No Kayak Modular would need to Request Modular,-1
1747,0,0,0,No Kayak Modular would need to Request Modular,0
1748,4,0,7,No Kayak Modular would need to Request Modular,12
1749,5,11,184,198,136
1750,1,2,13,14,18
1751,6,0,4,4,4
1752,5,2,15,16,27
1753,15,2,25,27,31
1754,4,2,31,33,27
1755,11,2,28,33,52
1756,0,0,0,No Kayak Modular would need to Request Modular,0
1757,0,2,35,37,22
1758,0,0,0,No Kayak Modular would need to Request Modular,0
1759,20,6,76,88,48
1760,25,4,120,133,150
1761,0,0,0,No Kayak Modular would need to Request Modular,0
1762,0,4,44,47,54
1763,10,4,53,60,60
1764,0,0,0,No Kayak Modular would need to Request Modular,0
1765,0,0,0,No Kayak Modular would need to Request Modular,31
1766,0,0,-1,No Kayak Modular would need to Request Modular,1
1767,24,12,139,157,203
1768,14,2,40,43,57
1769,10,2,36,39,31
1770,0,0,11,No Kayak Modular would need to Request Modular,14
1771,1,2,30,32,35
1772,2,3,382,409,554
1773,6,0,9,10,6
1774,9,2,28,30,13
1775,27,2,127,136,73
1776,-1,2,54,57,37
1777,0,0,0,No Kayak Modular would need to Request Modular,2
1778,8,4,142,152,128
1779,0,0,0,No Kayak Modular would need to Request Modular,0
1780,1,2,14,17,26
1781,8,14,180,193,196
1782,8,13,34,36,87
1783,2,4,36,39,29
1784,0,0,-1,No Kayak Modular would need to Request Modular,2
1785,12,4,52,57,44
1786,8,0,21,22,12
1787,24,9,95,109,134
1788,8,12,64,68,28
1789,43,11,138,150,124
1790,18,3,29,34,47
1791,0,11,38,41,113
1792,0,2,27,29,26
1793,0,0,-1,No Kayak Modular would need to Request Modular,97
1794,23,12,37,42,78
1795,6,0,29,31,17
1796,8,4,176,189,123
1797,22,11,211,232,177
1798,4,2,23,25,40
1799,0,2,37,40,56
1800,1,0,0,No Kayak Modular would need to Request Modular,0
1801,3,2,23,28,11
1802,0,4,35,39,27
1803,0,0,0,No Kayak Modular would need to Request Modular,0
1804,0,0,0,No Kayak Modular would need to Request Modular,0
1805,0,0,0,No Kayak Modular would need to Request Modular,0
1806,3,14,69,75,142
1807,3,4,53,59,45
1808,16,4,73,79,75
1809,48,13,224,240,512
1810,6,2,61,65,36
1811,10,0,5,5,4
1812,2,2,16,17,19
1813,0,0,0,No Kayak Modular would need to Request Modular,2
1814,0,0,0,No Kayak Modular would need to Request Modular,0
1815,8,0,6,9,46
1816,0,0,0,No Kayak Modular would need to Request Modular,1
1817,49,12,214,229,195
1819,7,12,63,67,52
1820,2,4,62,66,50
1821,0,0,0,No Kayak Modular would need to Request Modular,0
1822,4,1,30,33,22
1823,0,0,0,No Kayak Modular would need to Request Modular,0
1825,0,0,0,No Kayak Modular would need to Request Modular,0
1826,5,0,14,,5
1827,10,2,26,28,57
1828,5,2,21,22,37
1829,12,2,16,17,16
1830,7,12,68,73,112
1831,2,2,40,43,39
1832,0,0,0,No Kayak Modular would need to Request Modular,0
1833,1,0,22,24,28
1834,56,2,156,167,113
1835,3,5,42,46,44
1836,5,2,23,25,20
1837,0,0,0,No Kayak Modular would need to Request Modular,0
1838,0,0,0,No Kayak Modular would need to Request Modular,0
1839,0,0,0,No Kayak Modular would need to Request Modular,0
1840,47,0,30,33,48
1841,0,0,0,16,0
1842,0,0,0,No Kayak Modular would need to Request Modular,0
1843,0,0,-1,No Kayak Modular would need to Request Modular,55
1844,11,4,58,62,49
1845,19,0,20,21,25
1846,0,0,0,No Kayak Modular would need to Request Modular,0
1847,6,6,56,65,28
1848,0,0,0,No Kayak Modular would need to Request Modular,0
1849,7,2,17,18,11
1850,2,2,19,20,35
1851,16,0,1,1,3
1852,0,0,0,No Kayak Modular would need to Request Modular,0
1853,13,0,11,17,29
1854,7,3,33,39,33
1855,12,0,19,20,32
1856,29,12,261,287,139
1857,7,0,14,15,4
1858,0,0,0,No Kayak Modular would need to Request Modular,0
1859,12,0,5,14,25
1860,0,0,0,No Kayak Modular would need to Request Modular,0
1861,4,2,23,25,21
1862,0,0,0,No Kayak Modular would need to Request Modular,0
1863,0,0,0,No Kayak Modular would need to Request Modular,0
1864,0,0,-1,No Kayak Modular would need to Request Modular,0
1865,0,0,0,No Kayak Modular would need to Request Modular,0
1866,34,8,107,122,67
1867,0,0,0,No Kayak Modular would need to Request Modular,1
1868,0,12,140,150,144
1869,5,0,33,36,38
1870,0,0,0,No Kayak Modular would need to Request Modular,20
1871,52,12,446,480,427
1872,2,4,513,550,758
1873,0,0,0,No Kayak Modular would need to Request Modular,0
1874,2,0,32,37,38
1875,6,2,33,35,75
1876,12,4,174,189,132
1877,8,4,35,37,38
1878,11,2,315,338,437
1879,0,0,0,No Kayak Modular would need to Request Modular,0
1880,17,12,185,200,142
1881,0,0,0,No Kayak Modular would need to Request Modular,7
1882,0,0,0,No Kayak Modular would need to Request Modular,0
1883,0,0,0,No Kayak Modular would need to Request Modular,0
1884,4,3,56,61,34
1885,1,2,34,36,22
1886,0,8,65,70,104
1887,48,11,122,134,141
1888,14,9,132,141,83
1889,12,0,61,No Kayak Modular would need to Request Modular,49
1890,9,4,37,42,52
1891,1,2,23,26,25
1892,0,0,0,No Kayak Modular would need to Request Modular,0
1893,0,0,0,No Kayak Modular would need to Request Modular,2
1894,0,2,19,20,21
1895,0,0,0,No Kayak Modular would need to Request Modular,0
1896,9,2,35,37,56
1897,0,0,0,No Kayak Modular would need to Request Modular,0
1898,0,0,0,No Kayak Modular would need to Request Modular,0
1899,0,0,0,No Kayak Modular would need to Request Modular,15
1900,107,6,263,286,408
1901,9,2,242,259,301
1902,2,8,165,178,212
1903,12,12,74,82,67
1904,0,0,0,No Kayak Modular would need to Request Modular,-1
1905,0,0,19,No Kayak Modular would need to Request Modular,159
1906,2,4,50,54,49
1907,4,3,51,55,46
1908,0,0,-1,No Kayak Modular would need to Request Modular,-2
1909,7,6,55,59,85
1910,77,2,46,50,157
1911,0,0,10,No Kayak Modular would need to Request Modular,39
1912,0,0,0,No Kayak Modular would need to Request Modular,0
1913,0,0,0,No Kayak Modular would need to Request Modular,10
1914,0,0,0,No Kayak Modular would need to Request Modular,0
1915,0,0,0,No Kayak Modular would need to Request Modular,0
1916,11,0,8,9,8
1917,78,4,50,55,67
1918,12,11,71,76,57
1919,0,0,3,No Kayak Modular would need to Request Modular,3
1920,1,0,-1,No Kayak Modular would need to Request Modular,0
1921,1,6,94,101,64
1922,36,0,15,26,27
1923,9,4,27,29,54
1924,2,4,70,75,17
1925,58,9,282,312,365
1926,0,0,2,No Kayak Modular would need to Request Modular,7
1927,0,0,0,No Kayak Modular would need to Request Modular,0
1928,0,0,0,No Kayak Modular would need to Request Modular,0
1929,14,10,154,172,161
1930,16,2,40,43,49
1931,25,12,429,459,520
1932,55,12,303,324,170
1933,0,0,0,No Kayak Modular would need to Request Modular,0
1934,24,4,55,59,49
1935,0,0,0,No Kayak Modular would need to Request Modular,0
1936,0,4,117,154,79
1937,0,0,0,No Kayak Modular would need to Request Modular,0
1938,0,0,0,No Kayak Modular would need to Request Modular,0
1939,3,12,204,217,215
1940,9,2,29,32,26
1941,0,0,0,No Kayak Modular would need to Request Modular,0
1942,0,2,28,31,33
1943,1,2,20,24,15
1945,1,8,79,85,110
1946,32,12,336,362,387
1947,122,12,240,258,629
1948,0,0,0,No Kayak Modular would need to Request Modular,2
1949,131,10,167,181,240
1950,0,0,0,No Kayak Modular would need to Request Modular,0
1951,30,6,218,234,148
1952,0,0,0,No Kayak Modular would need to Request Modular,0
1953,0,0,0,No Kayak Modular would need to Request Modular,0
1954,30,4,136,146,153
1955,22,0,13,14,39
1956,15,4,165,177,84
1957,11,0,14,17,18
1958,0,0,0,No Kayak Modular would need to Request Modular,2
1959,0,0,-2,No Kayak Modular would need to Request Modular,1
1960,0,0,-1,No Kayak Modular would need to Request Modular,17
1961,16,0,22,25,30
1962,17,2,35,37,45
1963,25,2,48,52,54
1964,49,4,148,159,114
1965,5,4,42,49,33
1966,0,4,62,66,79
1967,8,2,14,15,29
1968,0,0,0,No Kayak Modular would need to Request Modular,0
1969,5,0,16,18,14
1970,0,0,0,No Kayak Modular would need to Request Modular,3
1971,3,2,28,30,30
1972,11,0,25,30,28
1973,25,2,166,180,142
1974,0,0,0,No Kayak Modular would need to Request Modular,0
1975,1,11,216,233,147
1976,1,0,10,11,17
1977,27,0,121,129,134
1978,6,3,121,131,176
1979,69,4,147,157,86
1980,5,4,80,87,98
1981,0,0,0,No Kayak Modular would need to Request Modular,0
1982,1,0,7,7,21
1983,0,0,0,105,0
1984,3,2,35,40,44
1985,2,0,5,No Kayak Modular would need to Request Modular,14
1986,0,0,0,No Kayak Modular would need to Request Modular,0
1987,2,11,53,57,115
1988,20,2,45,51,49
1989,0,0,0,No Kayak Modular would need to Request Modular,0
1990,0,0,0,No Kayak Modular would need to Request Modular,0
1991,0,0,0,No Kayak Modular would need to Request Modular,-1
1992,22,0,17,24,9
1993,3,4,62,66,51
1994,19,4,57,61,68
1995,16,8,165,178,160
1996,5,0,10,16,17
1997,4,4,34,39,30
1998,0,0,0,No Kayak Modular would need to Request Modular,0
1999,0,2,47,50,81
2000,17,5,63,68,35
2001,31,0,3,3,19
2002,9,0,12,13,15
2003,0,0,0,No Kayak Modular would need to Request Modular,0
2004,7,2,24,26,18
2005,0,0,0,No Kayak Modular would need to Request Modular,1
2006,105,6,196,218,128
2007,29,12,168,182,473
2008,0,0,5,No Kayak Modular would need to Request Modular,20
2009,0,0,0,No Kayak Modular would need to Request Modular,1
2010,4,3,26,28,97
2012,0,0,0,No Kayak Modular would need to Request Modular,-1
2013,0,4,174,186,173
2014,115,11,276,301,347
2015,0,0,-1,No Kayak Modular would need to Request Modular,0
2016,12,9,234,250,421
2019,-1,2,32,34,25
2020,0,0,0,No Kayak Modular would need to Request Modular,0
2021,4,13,62,66,25
2022,-1,2,22,25,40
2023,14,4,43,46,41
2024,10,3,46,49,39
2025,11,0,27,29,35
2026,13,0,32,34,20
2027,5,2,30,32,41
2028,0,0,0,No Kayak Modular would need to Request Modular,1
2030,114,2,177,197,388
2031,0,0,0,No Kayak Modular would need to Request Modular,0
2032,5,0,8,9,23
2033,11,2,34,36,32
2035,0,0,3,No Kayak Modular would need to Request Modular,24
2036,183,11,451,487,576
2037,85,12,221,239,639
2038,0,2,18,19,20
2039,0,0,0,No Kayak Modular would need to Request Modular,-1
2040,0,0,0,No Kayak Modular would need to Request Modular,2
2041,0,0,0,No Kayak Modular would need to Request Modular,0
2043,10,13,41,44,143
2044,43,4,134,144,186
2045,0,0,0,No Kayak Modular would need to Request Modular,7
2046,22,8,252,274,166
2047,8,9,385,412,121
2048,15,2,18,20,23
2049,0,0,1,No Kayak Modular would need to Request Modular,15
2050,42,6,72,91,88
2051,0,0,0,No Kayak Modular would need to Request Modular,1
2052,20,10,70,77,95
2053,75,5,32,35,87
2054,20,2,43,47,64
2055,6,4,174,186,94
2056,4,4,55,59,29
2057,4,9,66,71,62
2058,1,0,0,No Kayak Modular would need to Request Modular,0
2059,0,0,0,No Kayak Modular would need to Request Modular,0
2061,1,3,32,34,33
2062,13,2,19,20,35
2063,4,2,32,34,35
2064,10,7,60,64,54
2065,12,4,45,49,26
2066,0,0,0,No Kayak Modular would need to Request Modular,0
2067,2,3,33,39,39
2068,2,2,58,62,56
2069,95,2,86,96,144
2070,137,8,78,83,191
2071,221,8,228,251,457
2072,12,0,25,27,9
2073,0,0,0,No Kayak Modular would need to Request Modular,0
2074,91,8,789,852,1126
2075,142,12,253,265,636
2077,66,4,53,57,73
2078,63,4,182,196,145
2079,13,4,147,161,137
2080,0,0,0,No Kayak Modular would need to Request Modular,17
2081,23,0,21,22,39
2082,0,0,0,No Kayak Modular would need to Request Modular,0
2083,5,2,27,31,35
2084,167,12,272,307,609
2085,9,0,33,37,31
2086,0,0,0,No Kayak Modular would need to Request Modular,3
2087,0,0,1,No Kayak Modular would need to Request Modular,0
2088,25,4,122,137,68
2089,0,0,33,35,34
2090,10,7,61,67,46
2091,3,3,24,27,14
2092,1,9,16,17,139
2093,5,4,52,58,38
2094,22,0,15,19,36
2095,5,12,72,78,124
2096,2,0,3,3,2
2097,5,3,39,42,27
2098,0,0,0,No Kayak Modular would need to Request Modular,0
2099,0,0,-1,No Kayak Modular would need to Request Modular,19
2100,9,11,101,109,34
2101,35,4,131,140,151
2102,2,11,69,79,127
2103,0,0,0,No Kayak Modular would need to Request Modular,0
2104,6,5,41,45,37
2105,0,0,0,No Kayak Modular would need to Request Modular,0
2106,11,2,30,33,49
2107,11,12,61,65,133
2108,8,4,50,54,36
2109,9,0,34,36,26
2110,0,0,0,No Kayak Modular would need to Request Modular,0
2111,11,2,32,35,28
2112,23,0,17,19,54
2113,0,0,0,No Kayak Modular would need to Request Modular,0
2114,11,7,69,77,55
2115,4,13,36,39,93
2116,43,14,462,498,399
2117,11,0,2,2,7
2118,4,2,34,36,24
2119,22,0,2,2,5
2120,2,12,198,213,190
2121,59,12,446,483,963
2122,0,0,0,No Kayak Modular would need to Request Modular,0
2123,0,0,1,No Kayak Modular would need to Request Modular,0
2124,0,0,0,No Kayak Modular would need to Request Modular,0
2125,0,0,-1,No Kayak Modular would need to Request Modular,0
2126,12,0,2,No Kayak Modular would need to Request Modular,-1
2127,1,2,25,27,45
2128,1,4,33,35,32
2129,3,9,86,92,92
2130,2,2,37,40,35
2131,25,1,21,22,18
2132,23,0,0,No Kayak Modular would need to Request Modular,0
2133,9,0,12,14,7
2134,0,0,0,No Kayak Modular would need to Request Modular,0
2135,11,4,42,45,26
2136,3,2,20,24,27
2137,0,0,0,No Kayak Modular would need to Request Modular,0
2138,32,13,253,272,135
2139,0,0,-1,No Kayak Modular would need to Request Modular,4
2140,111,10,248,266,372
2141,0,0,0,No Kayak Modular would need to Request Modular,0
2142,0,12,69,74,52
2143,0,11,157,168,182
2144,2,4,38,41,38
2145,0,0,0,No Kayak Modular would need to Request Modular,4
2146,2,2,49,54,21
2147,5,2,293,319,404
2149,4,4,37,40,61
2150,51,2,14,15,32
2151,0,0,1,No Kayak Modular would need to Request Modular,1
2152,0,0,0,No Kayak Modular would need to Request Modular,1
2153,1,10,77,82,67
2154,0,0,0,No Kayak Modular would need to Request Modular,0
2155,2,10,48,51,80
2156,0,0,30,32,22
2157,4,2,30,32,19
2158,0,0,0,No Kayak Modular would need to Request Modular,0
2159,44,2,143,154,150
2160,0,0,0,No Kayak Modular would need to Request Modular,0
2161,10,2,18,19,13
2163,0,0,0,No Kayak Modular would need to Request Modular,2
2164,28,9,283,304,343
2166,3,4,39,43,51
2167,0,0,0,No Kayak Modular would need to Request Modular,1
2169,3,6,183,196,143
2170,0,2,38,41,22
2174,9,2,27,29,20
2175,47,2,323,353,290
2176,3,8,45,50,17
2177,0,0,-1,No Kayak Modular would need to Request Modular,0
2178,0,10,117,132,36
2180,3,2,34,37,20
2181,0,0,0,No Kayak Modular would need to Request Modular,0
2183,49,8,244,265,331
2184,7,4,39,42,23
2185,44,8,103,113,119
2187,26,10,73,81,111
2188,87,8,159,172,445
2189,1,2,45,60,66
2190,16,2,17,19,45
2191,7,2,21,24,19
2192,10,6,43,46,130
2193,3,2,40,43,19
2194,0,0,0,No Kayak Modular would need to Request Modular,0
2195,3,0,30,32,24
2196,147,12,189,218,421
2197,9,4,25,27,71
2198,0,0,0,No Kayak Modular would need to Request Modular,1
2199,88,8,145,155,155
2200,4,1,34,36,29
2202,8,7,234,250,154
2204,0,0,0,No Kayak Modular would need to Request Modular,0
2205,-1,2,39,42,36
2206,0,0,16,17,29
2207,0,0,0,No Kayak Modular would need to Request Modular,0
2208,0,2,30,32,21
2209,6,1,19,21,20
2210,10,2,23,25,29
2211,0,0,0,No Kayak Modular would need to Request Modular,0
2213,4,0,14,16,13
2214,9,0,8,11,9
2215,0,0,0,No Kayak Modular would need to Request Modular,0
2218,1,0,8,9,12
2221,36,10,244,263,166
2222,0,2,29,31,8
2223,0,0,0,No Kayak Modular would need to Request Modular,3
2224,1,2,16,17,27
2225,2,2,24,26,17
2226,0,0,0,,0
2227,0,0,0,No Kayak Modular would need to Request Modular,0
2228,7,4,46,50,47
2230,1,0,2,No Kayak Modular would need to Request Modular,3
2231,0,0,0,No Kayak Modular would need to Request Modular,0
2232,12,0,31,33,31
2233,0,0,0,No Kayak Modular would need to Request Modular,0
2234,7,3,64,68,51
2236,12,0,62,71,39
2237,3,0,20,21,16
2238,13,2,19,20,38
2239,1,0,0,No Kayak Modular would need to Request Modular,0
2240,15,0,23,26,35
2241,0,0,0,No Kayak Modular would need to Request Modular,4
2242,0,0,0,No Kayak Modular would need to Request Modular,0
2243,68,4,310,333,431
2244,15,2,27,29,47
2245,41,4,46,51,20
2247,0,0,0,No Kayak Modular would need to Request Modular,0
2248,0,0,0,No Kayak Modular would need to Request Modular,0
2249,23,12,409,445,509
2250,0,0,0,No Kayak Modular would need to Request Modular,0
2251,0,0,0,No Kayak Modular would need to Request Modular,0
2252,0,0,0,No Kayak Modular would need to Request Modular,4
2253,19,3,38,40,35
2254,0,0,0,No Kayak Modular would need to Request Modular,6
2255,11,0,11,No Kayak Modular would need to Request Modular,36
2256,3,0,28,30,20
2257,0,0,0,No Kayak Modular would need to Request Modular,-1
2258,2,0,10,12,10
2259,37,12,700,749,923
2261,3,4,35,37,44
2262,4,10,64,68,45
2263,0,0,0,No Kayak Modular would need to Request Modular,6
2264,7,0,19,20,24
2265,0,0,0,No Kayak Modular would need to Request Modular,3
2266,0,0,0,No Kayak Modular would need to Request Modular,0
2267,0,0,0,No Kayak Modular would need to Request Modular,0
2269,0,0,0,No Kayak Modular would need to Request Modular,109
2270,19,2,160,171,149
2271,9,2,27,29,32
2272,2,2,36,39,20
2273,2,3,28,33,25
2274,1,2,183,196,142
2275,0,0,0,No Kayak Modular would need to Request Modular,0
2276,1,1,35,37,119
2277,6,0,21,25,41
2278,3,10,166,178,90
2279,0,0,0,No Kayak Modular would need to Request Modular,0
2280,0,0,0,No Kayak Modular would need to Request Modular,0
2281,0,0,0,No Kayak Modular would need to Request Modular,0
2282,1,0,29,31,36
2283,1,2,47,50,23
2284,9,0,32,34,30
2285,4,11,67,72,100
2286,2,0,50,54,26
2287,12,2,26,29,24
2288,0,0,0,No Kayak Modular would need to Request Modular,0
2289,9,10,200,214,156
2291,70,2,21,22,37
2292,0,0,0,No Kayak Modular would need to Request Modular,0
2293,22,2,48,55,129
2294,7,0,10,14,27
2295,8,0,20,22,15
2297,0,0,0,No Kayak Modular would need to Request Modular,9
2299,3,0,21,22,29
2300,0,0,0,No Kayak Modular would need to Request Modular,-1
2302,12,0,17,24,25
2306,3,2,21,22,20
2307,49,4,33,37,81
2308,8,0,67,No Kayak Modular would need to Request Modular,58
2309,0,0,-1,No Kayak Modular would need to Request Modular,0
2310,13,4,36,40,80
2311,0,0,0,No Kayak Modular would need to Request Modular,2
2312,5,2,21,22,42
2313,10,2,25,27,23
2314,0,0,1,No Kayak Modular would need to Request Modular,12
2315,7,4,58,62,43
2316,0,0,0,No Kayak Modular would need to Request Modular,0
2317,67,12,237,254,517
2318,2,12,45,49,97
2319,76,12,220,239,430
2320,2,0,19,No Kayak Modular would need to Request Modular,77
2321,8,0,16,No Kayak Modular would need to Request Modular,16
2322,0,0,0,No Kayak Modular would need to Request Modular,1
2323,0,0,0,No Kayak Modular would need to Request Modular,-1
2325,136,12,330,373,710
2326,4,9,222,238,175
2328,0,0,0,,0
2329,0,0,0,No Kayak Modular would need to Request Modular,0
2330,2,8,222,238,171
2331,0,0,0,No Kayak Modular would need to Request Modular,10
2332,28,7,208,223,140
2333,0,0,0,No Kayak Modular would need to Request Modular,0
2334,0,0,29,31,22
2335,11,2,14,15,9
2336,8,2,67,72,56
2337,5,5,44,47,70
2338,73,6,210,236,341
2339,0,0,0,No Kayak Modular would need to Request Modular,0
2340,0,6,172,184,190
2341,0,0,0,No Kayak Modular would need to Request Modular,2
2346,0,3,32,36,11
2348,24,2,30,34,54
2350,0,2,13,14,21
2351,0,4,51,55,32
2352,4,12,87,93,51
2354,0,0,0,No Kayak Modular would need to Request Modular,0
2355,3,0,14,15,12
2357,0,0,0,No Kayak Modular would need to Request Modular,0
2358,0,12,52,56,108
2359,0,0,0,No Kayak Modular would need to Request Modular,0
2360,0,0,0,No Kayak Modular would need to Request Modular,0
2361,2,4,32,35,53
2362,0,0,0,No Kayak Modular would need to Request Modular,0
2365,6,0,24,26,27
2366,10,2,29,31,23
2367,4,4,35,41,32
2368,0,0,20,21,24
2369,30,8,290,312,191
2370,0,0,0,No Kayak Modular would need to Request Modular,2
2371,1,0,0,No Kayak Modular would need to Request Modular,2
2373,4,2,32,34,16
2385,26,3,108,116,68
2386,5,12,67,72,64
2387,22,0,36,43,31
2388,0,0,0,No Kayak Modular would need to Request Modular,0
2391,0,0,0,No Kayak Modular would need to Request Modular,0
2392,0,0,0,,0
2393,0,0,0,No Kayak Modular would need to Request Modular,0
2394,0,0,0,,0
2395,0,0,0,,0
2396,0,0,0,,0
2397,0,0,0,,0
2398,89,4,260,306,409
2399,6,4,35,37,41
2400,49,14,83,91,33
2401,0,0,0,No Kayak Modular would need to Request Modular,0
2402,67,10,186,201,148
2403,7,2,53,57,60
2404,0,0,0,No Kayak Modular would need to Request Modular,0
2405,48,8,138,149,138
2406,0,0,0,,0
2412,0,0,0,No Kayak Modular would need to Request Modular,0
2414,0,0,0,,0
2417,1,2,23,25,19
2418,16,14,61,68,124
2419,1,2,63,67,139
2420,0,0,0,No Kayak Modular would need to Request Modular,2
2421,19,8,227,243,131
2422,0,0,17,No Kayak Modular would need to Request Modular,114
2423,11,1,15,16,25
2424,32,4,146,157,164
2425,0,0,0,,0
2426,0,0,0,No Kayak Modular would need to Request Modular,0
2427,32,0,10,11,5
2428,6,2,49,55,23
2429,1,0,11,12,15
2431,0,0,0,,0
2432,1,4,39,42,30
2433,0,0,0,,0
2434,21,10,73,82,19
2435,0,0,-2,,1
2436,0,0,0,No Kayak Modular would need to Request Modular,0
2437,0,2,22,25,24
2438,7,0,23,26,27
2439,2,0,19,20,18
2440,31,9,101,110,128
2441,9,0,12,13,17
2442,0,0,0,,0
2443,13,2,124,138,139
2444,5,8,61,66,45
2445,3,0,26,28,23
2446,0,0,0,No Kayak Modular would need to Request Modular,17
2447,0,0,0,No Kayak Modular would need to Request Modular,0
2448,3,2,30,32,30
2449,13,0,23,31,35
2450,101,12,319,357,600
2451,0,0,0,,0
2452,0,0,0,No Kayak Modular would need to Request Modular,0
2453,4,0,55,No Kayak Modular would need to Request Modular,18
2455,18,4,384,411,401
2457,19,2,33,35,34
2458,0,0,0,No Kayak Modular would need to Request Modular,0
2459,4,3,40,47,34
2460,4,4,46,52,34
2463,32,2,14,17,21
2464,3,2,26,28,36
2465,0,0,0,,0
2466,0,0,0,,0
2468,0,0,0,,0
2469,97,12,255,290,381
2471,0,0,0,No Kayak Modular would need to Request Modular,0
2472,4,2,19,21,15
2473,17,3,49,62,95
2474,6,12,64,68,118
2475,0,0,0,No Kayak Modular would need to Request Modular,5
2476,29,4,189,208,128
2477,38,4,307,347,432
2479,30,0,19,20,19
2480,43,4,414,444,135
2481,20,1,16,17,53
2482,127,6,79,87,183
2483,0,0,0,No Kayak Modular would need to Request Modular,0
2484,2,0,0,No Kayak Modular would need to Request Modular,2
2485,2,10,503,538,901
2486,0,0,0,,0
2487,0,0,0,No Kayak Modular would need to Request Modular,0
2488,0,0,0,,0
2490,0,0,0,No Kayak Modular would need to Request Modular,0
2491,0,0,0,No Kayak Modular would need to Request Modular,0
2492,17,10,47,50,96
2493,0,2,27,29,29
2494,63,4,70,81,66
2495,0,0,0,No Kayak Modular would need to Request Modular,0
2496,127,4,157,170,168
2497,0,0,21,24,17
2499,0,0,0,,0
2501,17,0,23,26,23
2502,0,0,0,No Kayak Modular would need to Request Modular,2
2503,0,0,0,No Kayak Modular would need to Request Modular,7
2504,1,3,40,43,27
2505,0,0,0,No Kayak Modular would need to Request Modular,0
2506,10,2,29,31,38
2507,0,0,0,No Kayak Modular would need to Request Modular,4
2508,14,12,74,82,126
2509,2,2,19,20,12
2510,1,10,495,530,426
2511,1,6,237,260,379
2512,0,0,0,No Kayak Modular would need to Request Modular,0
2513,9,2,31,36,99
2514,4,0,25,27,22
2515,0,0,0,No Kayak Modular would need to Request Modular,0
2516,9,2,24,26,33
2517,6,0,6,9,14
2518,5,0,18,20,19
2519,2,2,39,42,43
2520,1,0,26,28,41
2522,6,4,83,89,45
2523,0,0,0,No Kayak Modular would need to Request Modular,0
2526,0,0,0,No Kayak Modular would need to Request Modular,-1
2527,9,0,24,28,29
2528,138,11,212,232,178
2529,9,0,29,31,33
2530,15,4,33,35,43
2531,0,0,25,27,22
2532,6,2,16,17,17
2533,91,2,136,147,174
2534,21,0,14,16,32
2535,2,1,143,155,175
2536,3,0,4,4,12
2537,23,6,139,149,372
2538,5,4,77,85,133
2539,146,0,238,No Kayak Modular would need to Request Modular,475
2540,3,9,63,67,101
2541,6,4,36,39,26
2542,0,0,1,No Kayak Modular would need to Request Modular,0
2543,0,0,0,No Kayak Modular would need to Request Modular,6
2544,6,0,17,18,29
2545,6,4,32,35,36
2546,0,0,0,No Kayak Modular would need to Request Modular,0
2547,3,4,99,106,80
2548,7,4,39,43,42
2549,1,11,325,348,684
2550,8,9,50,55,76
2551,0,0,0,No Kayak Modular would need to Request Modular,0
2552,12,0,43,47,59
2553,30,2,38,43,75
2554,0,0,0,No Kayak Modular would need to Request Modular,-2
