Site,Quantity,Ship Date,Carrier,Tracking,Delivery Date,
2039,1,02-MAY-2023,FedEx,397751412348,05-MAY-2023,
2040,1,03-MAY-2023,FedEx,397824472191,08-MAY-2023,
2043,1,01-MAY-2023,FedEx,397694369594,04-MAY-2023,
2044,1,02-MAY-2023,FedEx,397762185294,05-MAY-2023,
2045,2,28-APR-2023,FedEx,397644006027,04-MAY-2023,
2047,8,27-APR-2023,FedEx,397561603090,01-MAY-2023,
2049,4,01-MAY-2023,FedEx,397689434608,05-MAY-2023,
2052,4,28-APR-2023,FedEx,397634109624,01-MAY-2023,
2054,1,01-MAY-2023,FedEx,397646611562,04-MAY-2023,
2058,2,28-APR-2023,FedEx,397642544967,04-MAY-2023,
2061,1,02-MAY-2023,FedEx,397762040193,05-MAY-2023,
2062,5,01-MAY-2023,FedEx,397726444607,05-MAY-2023,
2064,1,01-MAY-2023,FedEx,397721951997,05-MAY-2023,
2066,2,28-APR-2023,FedEx,397642283690,02-MAY-2023,
2073,1,01-MAY-2023,FedEx,397722040487,04-MAY-2023,
2077,5,28-APR-2023,FedEx,397615687226,02-MAY-2023,
2078,1,03-MAY-2023,FedEx,397822093623,08-MAY-2023,
2083,1,03-MAY-2023,FedEx,397814670907,08-MAY-2023,
2084,4,01-MAY-2023,FedEx,397719640454,05-MAY-2023,
2086,4,01-MAY-2023,FedEx,397691383463,02-MAY-2023,
2090,5,01-MAY-2023,FedEx,397721663570,05-MAY-2023,
2091,2,01-MAY-2023,FedEx,397724407183,04-MAY-2023,
2093,4,01-MAY-2023,FedEx,397718928639,08-MAY-2023,
2095,1,02-MAY-2023,FedEx,397751108141,05-MAY-2023,
2098,1,02-MAY-2023,FedEx,397758527337,05-MAY-2023,
2099,2,03-MAY-2023,FedEx,397816990542,08-MAY-2023,
2102,2,02-MAY-2023,FedEx,397740399269,05-MAY-2023,
2105,1,03-MAY-2023,FedEx,397795709496,04-MAY-2023,
2109,2,02-MAY-2023,FedEx,397742085186,05-MAY-2023,
2110,1,02-MAY-2023,FedEx,397777422176,05-MAY-2023,
2111,2,01-MAY-2023,FedEx,397723900278,04-MAY-2023,
2112,1,02-MAY-2023,FedEx,397768385048,05-MAY-2023,
2117,4,28-APR-2023,FedEx,397634367060,02-MAY-2023,
2118,2,28-APR-2023,FedEx,397638643011,04-MAY-2023,
2120,2,02-MAY-2023,FedEx,397741610865,05-MAY-2023,
2124,1,03-MAY-2023,FedEx,397797905948,08-MAY-2023,
2127,5,01-MAY-2023,FedEx,397720601900,05-MAY-2023,
2131,2,02-MAY-2023,FedEx,397742206180,04-MAY-2023,
2134,2,04-MAY-2023,FedEx,397718355588,05-MAY-2023,
2135,2,02-MAY-2023,FedEx,397740423977,05-MAY-2023,
2136,4,01-MAY-2023,FedEx,397705892932,04-MAY-2023,
2137,1,02-MAY-2023,FedEx,397761852869,05-MAY-2023,
2138,1,01-MAY-2023,FedEx,397719084582,05-MAY-2023,
2139,4,28-APR-2023,FedEx,397644613378,08-MAY-2023,X
2142,6,27-APR-2023,FedEx,397554676863,01-MAY-2023,
2144,1,03-MAY-2023,FedEx,397804564562,08-MAY-2023,
2145,1,02-MAY-2023,FedEx,397784860342,08-MAY-2023,
2151,3,02-MAY-2023,FedEx,397792648285,08-MAY-2023,
2152,4,01-MAY-2023,FedEx,397692011690,04-MAY-2023,
2153,4,01-MAY-2023,FedEx,397722188234,05-MAY-2023,
2154,7,01-MAY-2023,FedEx,397736380371,04-MAY-2023,
2155,2,01-MAY-2023,FedEx,397693318910,04-MAY-2023,
2159,1,02-MAY-2023,FedEx,397749363975,05-MAY-2023,
2160,4,01-MAY-2023,FedEx,397690726347,05-MAY-2023,
2161,5,27-APR-2023,FedEx,397584285024,02-MAY-2023,
2164,1,03-MAY-2023,FedEx,397796883976,08-MAY-2023,
2167,3,02-MAY-2023,FedEx,397754850029,05-MAY-2023,
2176,4,28-APR-2023,FedEx,397621403749,02-MAY-2023,
2177,1,02-MAY-2023,FedEx,397742647722,05-MAY-2023,
2184,1,01-MAY-2023,FedEx,397709742827,05-MAY-2023,
2189,2,01-MAY-2023,FedEx,397696241455,04-MAY-2023,
2190,2,01-MAY-2023,FedEx,397696423830,04-MAY-2023,
2197,4,01-MAY-2023,FedEx,397690520490,04-MAY-2023,
2199,1,02-MAY-2023,FedEx,397751726217,05-MAY-2023,
2200,1,03-MAY-2023,FedEx,397816590883,08-MAY-2023,
2201,5,02-MAY-2023,FedEx,397742304765,04-MAY-2023,
2202,2,02-MAY-2023,FedEx,397740546411,05-MAY-2023,
2203,1,02-MAY-2023,FedEx,397756196984,04-MAY-2023,
2204,3,28-APR-2023,FedEx,397613649553,01-MAY-2023,
2205,1,03-MAY-2023,FedEx,397820980577,08-MAY-2023,
2206,2,02-MAY-2023,FedEx,397763310276,08-MAY-2023,
2207,11,27-APR-2023,FedEx,397584050778,02-MAY-2023,
2213,3,01-MAY-2023,FedEx,397646873419,03-MAY-2023,
2214,4,01-MAY-2023,FedEx,397718653686,03-MAY-2023,
2215,5,27-APR-2023,FedEx,397584636987,01-MAY-2023,
2218,1,02-MAY-2023,FedEx,397786535622,08-MAY-2023,
2221,6,27-APR-2023,FedEx,397571751350,01-MAY-2023,
2224,1,02-MAY-2023,FedEx,397752427612,05-MAY-2023,
2227,1,02-MAY-2023,FedEx,397775517497,05-MAY-2023,
2232,1,02-MAY-2023,FedEx,397742818868,05-MAY-2023,
2233,2,03-MAY-2023,FedEx,397797477163,08-MAY-2023,
2234,2,01-MAY-2023,FedEx,397705486616,05-MAY-2023,
2236,5,01-MAY-2023,FedEx,397731161872,05-MAY-2023,
2237,1,03-MAY-2023,FedEx,397797096499,08-MAY-2023,
2238,8,26-APR-2023,FedEx,397544553972,02-MAY-2023,
2239,1,02-MAY-2023,FedEx,397769543488,04-MAY-2023,
2242,4,01-MAY-2023,FedEx,397689692319,04-MAY-2023,
2243,1,03-MAY-2023,FedEx,397817622591, ,
2247,3,01-MAY-2023,FedEx,397704970636,05-MAY-2023,
2250,7,26-APR-2023,FedEx,397515029717,01-MAY-2023,
2252,1,01-MAY-2023,FedEx,397737474559,05-MAY-2023,
2256,1,02-MAY-2023,FedEx,397767848393,08-MAY-2023,
2259,4,28-APR-2023,FedEx,397622397871,02-MAY-2023,
2264,4,01-MAY-2023,FedEx,397723844469,04-MAY-2023,
2265,5,01-MAY-2023,FedEx,397731402312,04-MAY-2023,
2266,1,02-MAY-2023,FedEx,397768034130,05-MAY-2023,
2269,2,28-APR-2023,FedEx,397637846395,05-MAY-2023,
2273,1,02-MAY-2023,FedEx,397761223373,08-MAY-2023,
2277,2,01-MAY-2023,FedEx,397687167388,04-MAY-2023,
2278,1,03-MAY-2023,FedEx,397798013801,08-MAY-2023,
2279,2,01-MAY-2023,FedEx,397647276760,04-MAY-2023,
2284,1,02-MAY-2023,FedEx,397785979795,06-MAY-2023,
2285,2,01-MAY-2023,FedEx,397705620125,05-MAY-2023,
2286,3,03-MAY-2023,FedEx,397808927601,08-MAY-2023,
2289,1,01-MAY-2023,FedEx,397709436054,05-MAY-2023,
2291,1,02-MAY-2023,FedEx,397773091630,08-MAY-2023,
2295,5,27-APR-2023,FedEx,397579091448,02-MAY-2023,
2299,4,28-APR-2023,FedEx,397630951944,02-MAY-2023,
2300,1,02-MAY-2023,FedEx,397774257794,05-MAY-2023,
2309,5,03-MAY-2023,FedEx,397809667441,08-MAY-2023,
2310,4,28-APR-2023,FedEx,397630009453,02-MAY-2023,
2311,1,02-MAY-2023,FedEx,397766980359,05-MAY-2023,
2313,1,02-MAY-2023,FedEx,397768567949,05-MAY-2023,
2317,1,02-MAY-2023,FedEx,397742552913,08-MAY-2023,
2318,1,03-MAY-2023,FedEx,397796471489,08-MAY-2023,
2319,1,03-MAY-2023,FedEx,397796927707, ,
2322,1,02-MAY-2023,FedEx,397779240323,05-MAY-2023,
2323,1,03-MAY-2023,FedEx,397818478036,08-MAY-2023,
2325,3,28-APR-2023,FedEx,397639676031,05-MAY-2023,
2328,5,01-MAY-2023,FedEx,397736481852,04-MAY-2023,
2329,1,28-APR-2023,FedEx,397644613378,08-MAY-2023,
2333,1,03-MAY-2023,FedEx,397818139589,08-MAY-2023,
2334,4,01-MAY-2023,FedEx,397647426246,05-MAY-2023,
2335,1,03-MAY-2023,FedEx,397796764198, ,
2340,2,28-APR-2023,FedEx,397644182709,04-MAY-2023,
2351,2,01-MAY-2023,FedEx,397718512444,05-MAY-2023,
2352,1,03-MAY-2023,FedEx,397823465686,06-MAY-2023,
2355,2,28-APR-2023,FedEx,397644813899,04-MAY-2023,
2357,1,03-MAY-2023,FedEx,397814471562,08-MAY-2023,
2358,3,01-MAY-2023,FedEx,397692640627,04-MAY-2023,
2361,3,28-APR-2023,FedEx,397643452579,04-MAY-2023,
2362,3,03-MAY-2023,FedEx,397806266310,08-MAY-2023,
2365,2,01-MAY-2023,FedEx,397705360201,05-MAY-2023,
2368,2,28-APR-2023,FedEx,397620386893,01-MAY-2023,
2370,1,01-MAY-2023,FedEx,397730332669,05-MAY-2023,
2373,2,01-MAY-2023,FedEx,397646794826,04-MAY-2023,
2387,4,01-MAY-2023,FedEx,397720423541,04-MAY-2023,
2392,5,02-MAY-2023,FedEx,397742885626,04-MAY-2023,
2395,1,02-MAY-2023,FedEx,397785038069,04-MAY-2023,
2399,2,28-APR-2023,FedEx,397641981532,04-MAY-2023,
2401,3,01-MAY-2023,FedEx,397690946219,04-MAY-2023,
2402,1,02-MAY-2023,FedEx,397775769423,05-MAY-2023,
2403,4,01-MAY-2023,FedEx,397696378569,08-MAY-2023,
2405,2,01-MAY-2023,FedEx,397647090986,04-MAY-2023,
2412,7,26-APR-2023,FedEx,397528454866,01-MAY-2023,
2417,2,02-MAY-2023,FedEx,397741058028,05-MAY-2023,
2419,1,03-MAY-2023,FedEx,397796898100,06-MAY-2023,
2420,8,27-APR-2023,FedEx,397556460677,01-MAY-2023,
2426,1,01-MAY-2023,FedEx,397692933174,04-MAY-2023,
2427,2,01-MAY-2023,FedEx,397647632762,02-MAY-2023,
2429,2,28-APR-2023,FedEx,397637965794,04-MAY-2023,
2433,4,28-APR-2023,FedEx,397621655590,01-MAY-2023,
2435,5,02-MAY-2023,FedEx,397748636745,05-MAY-2023,
2436,3,03-MAY-2023,FedEx,397806164510,08-MAY-2023,
2438,2,01-MAY-2023,FedEx,397646697579,04-MAY-2023,
2439,1,02-MAY-2023,FedEx,397753145171,03-MAY-2023,
2442,5,01-MAY-2023,FedEx,397721662632,04-MAY-2023,
2443,6,26-APR-2023,FedEx,397546873997,02-MAY-2023,
2446,3,02-MAY-2023,FedEx,397786893829,08-MAY-2023,
2447,2,01-MAY-2023,FedEx,397696906073,08-MAY-2023,
2451,4,01-MAY-2023,FedEx,397692391711,04-MAY-2023,
2453,5,28-APR-2023,FedEx,397613800065,02-MAY-2023,
2458,1,02-MAY-2023,FedEx,397795231428,08-MAY-2023,
2459,1,03-MAY-2023,FedEx,397804506776,05-MAY-2023,
2460,2,01-MAY-2023,FedEx,397735286944,05-MAY-2023,
2463,1,02-MAY-2023,FedEx,397784571227,04-MAY-2023,
2464,6,26-APR-2023,FedEx,397506637740,01-MAY-2023,
2465,2,01-MAY-2023,FedEx,397719260926,04-MAY-2023,
2468,2,02-MAY-2023,FedEx,397742073263,05-MAY-2023,
2472,1,01-MAY-2023,FedEx,397646996949,04-MAY-2023,
2475,6,27-APR-2023,FedEx,397580255806,01-MAY-2023,
2477,1,02-MAY-2023,FedEx,397778289420,08-MAY-2023,
2480,5,01-MAY-2023,FedEx,397719357820,05-MAY-2023,
2482,1,02-MAY-2023,FedEx,397765904821,04-MAY-2023,
2483,2,02-MAY-2023,FedEx,397740314936,05-MAY-2023,
2484,2,01-MAY-2023,FedEx,397697809867,04-MAY-2023,
2485,4,01-MAY-2023,FedEx,397719756099,08-MAY-2023,
2486,1,02-MAY-2023,FedEx,397777933556,05-MAY-2023,
2488,2,01-MAY-2023,FedEx,397727107368,04-MAY-2023,
2491,2,02-MAY-2023,FedEx,397762575607,05-MAY-2023,
2492,1,02-MAY-2023,FedEx,397772905750, ,
2493,2,02-MAY-2023,FedEx,397785507501,05-MAY-2023,
2494,1,03-MAY-2023,FedEx,397818346325,08-MAY-2023,
2495,3,02-MAY-2023,FedEx,397790530748,08-MAY-2023,
2496,1,28-APR-2023,FedEx,397643561679,04-MAY-2023,
2497,4,28-APR-2023,FedEx,397627065321,02-MAY-2023,
2502,2,01-MAY-2023,FedEx,397707153045,04-MAY-2023,
2503,2,01-MAY-2023,FedEx,397647484000,05-MAY-2023,
2505,5,01-MAY-2023,FedEx,397720726550,03-MAY-2023,
2506,1,03-MAY-2023,FedEx,397810479009,08-MAY-2023,
2507,1,03-MAY-2023,FedEx,397797372960,08-MAY-2023,
2510,1,02-MAY-2023,FedEx,397769368394,06-MAY-2023,
2511,1,01-MAY-2023,FedEx,397646593515,04-MAY-2023,
2513,2,28-APR-2023,FedEx,397638082722,03-MAY-2023,
2514,1,02-MAY-2023,FedEx,397768374040,05-MAY-2023,
2515,2,01-MAY-2023,FedEx,397730580107,04-MAY-2023,
2518,2,01-MAY-2023,FedEx,397704216239,05-MAY-2023,
2519,3,02-MAY-2023,FedEx,397787477703,08-MAY-2023,
2520,2,03-MAY-2023,FedEx,397815000510,08-MAY-2023,
2523,2,28-APR-2023,FedEx,397644290228,04-MAY-2023,
2526,21,27-APR-2023,FedEx,397563688655,01-MAY-2023,
2529,4,28-APR-2023,FedEx,397644484982,04-MAY-2023,
2530,1,03-MAY-2023,FedEx,397817437956,08-MAY-2023,
2534,1,01-MAY-2023,FedEx,397719577849,05-MAY-2023,
2536,1,28-APR-2023,FedEx,397642279805,04-MAY-2023,
2538,1,02-MAY-2023,FedEx,397762887930,08-MAY-2023,
2544,4,28-APR-2023,FedEx,397619771681,01-MAY-2023,
2545,3,02-MAY-2023,FedEx,397787672902,05-MAY-2023,
2547,1,02-MAY-2023,FedEx,397787379184,08-MAY-2023,
2550,6,27-APR-2023,FedEx,397554230459,03-MAY-2023,
2551,1,02-MAY-2023,FedEx,397762983970,05-MAY-2023,
2552,3,28-APR-2023,FedEx,397624070939,08-MAY-2023,
2553,3,03-MAY-2023,FedEx,397814724668,08-MAY-2023,
2554,1,02-MAY-2023,FedEx,397780687028,05-MAY-2023,
2557,3,01-MAY-2023,FedEx,397723353334,05-MAY-2023,
2559,1,02-MAY-2023,FedEx,397766444725,05-MAY-2023,
2560,1,02-MAY-2023,FedEx,397761212104,05-MAY-2023,
2564,7,26-APR-2023,FedEx,397516941649,01-MAY-2023,
2565,6,27-APR-2023,FedEx,397565618765,01-MAY-2023,
2568,7,26-APR-2023,FedEx,397517657922,01-MAY-2023,
2572,1,02-MAY-2023,FedEx,397757749889,05-MAY-2023,
2574,4,01-MAY-2023,FedEx,397730779256,05-MAY-2023,
2580,3,01-MAY-2023,FedEx,397704328474,05-MAY-2023,
2581,3,01-MAY-2023,FedEx,397707031942,08-MAY-2023,
2582,2,02-MAY-2023,FedEx,397741918360,05-MAY-2023,
2585,7,26-APR-2023,FedEx,397512926850,02-MAY-2023,
2587,1,01-MAY-2023,FedEx,397721361513,03-MAY-2023,
2588,2,28-APR-2023,FedEx,397645357170,04-MAY-2023,
2591,2,01-MAY-2023,FedEx,397706594473,04-MAY-2023,
2592,5,02-MAY-2023,FedEx,397749816333,04-MAY-2023,
2595,1,02-MAY-2023,FedEx,397779761120,08-MAY-2023,
2599,3,02-MAY-2023,FedEx,397788122793,04-MAY-2023,
2604,2,01-MAY-2023,FedEx,397697664133,05-MAY-2023,
2607,5,02-MAY-2023,FedEx,397742240153,05-MAY-2023,
2613,1,01-MAY-2023,FedEx,397692115736,04-MAY-2023,
2614,2,02-MAY-2023,FedEx,397760939879,05-MAY-2023,
2615,3,02-MAY-2023,FedEx,397792552701,05-MAY-2023,
2616,1,01-MAY-2023,FedEx,397721881276,04-MAY-2023,
2618,2,28-APR-2023,FedEx,397638378511,04-MAY-2023,
2619,2,01-MAY-2023,FedEx,397647561480,04-MAY-2023,
2626,1,02-MAY-2023,FedEx,397760186313,05-MAY-2023,
2627,1,02-MAY-2023,FedEx,397756295693,04-MAY-2023,
2628,1,03-MAY-2023,FedEx,397796273898,08-MAY-2023,
2629,3,02-MAY-2023,FedEx,397791527472,08-MAY-2023,
2630,3,28-APR-2023,FedEx,397644777360,03-MAY-2023,
2631,2,01-MAY-2023,FedEx,397711800227,04-MAY-2023,
2632,2,03-MAY-2023,FedEx,397822177376,05-MAY-2023,
2634,1,03-MAY-2023,FedEx,397821139059,08-MAY-2023,
2636,4,01-MAY-2023,FedEx,397731027911,05-MAY-2023,
2639,4,28-APR-2023,FedEx,397631628874,02-MAY-2023,
2640,1,02-MAY-2023,FedEx,397772693584,08-MAY-2023,
2645,2,01-MAY-2023,FedEx,397722080219,05-MAY-2023,
2648,4,01-MAY-2023,FedEx,397709866014,04-MAY-2023,
2649,4,01-MAY-2023,FedEx,397709144098,04-MAY-2023,
2651,1,02-MAY-2023,FedEx,397768519708,05-MAY-2023,
2653,2,28-APR-2023,FedEx,397620600896,02-MAY-2023,
2654,3,02-MAY-2023,FedEx,397788076860,05-MAY-2023,
2658,1,03-MAY-2023,FedEx,397796417702,08-MAY-2023,
2665,2,01-MAY-2023,FedEx,397696317589,04-MAY-2023,
2666,1,02-MAY-2023,FedEx,397751206510,05-MAY-2023,
2671,1,02-MAY-2023,FedEx,397760469731,04-MAY-2023,
2674,1,02-MAY-2023,FedEx,397764675040,05-MAY-2023,
2679,2,01-MAY-2023,FedEx,397735071100,05-MAY-2023,
2680,2,03-MAY-2023,FedEx,397796703597, ,
2688,2,28-APR-2023,FedEx,397642400440,02-MAY-2023,
2690,1,02-MAY-2023,FedEx,397757512279,04-MAY-2023,
2694,4,01-MAY-2023,FedEx,397692299260,04-MAY-2023,
2695,3,28-APR-2023,FedEx,397613744500,01-MAY-2023,
2697,1,03-MAY-2023,FedEx,397805119900,08-MAY-2023,
2699,3,03-MAY-2023,FedEx,397797090446,05-MAY-2023,
2703,3,02-MAY-2023,FedEx,397786668969,08-MAY-2023,
2705,1,02-MAY-2023,FedEx,397777198838,05-MAY-2023,
2712,1,02-MAY-2023,FedEx,397777746745,08-MAY-2023,
2713,1,02-MAY-2023,FedEx,397753580873,04-MAY-2023,
2714,2,28-APR-2023,FedEx,397643659443,04-MAY-2023,
2715,6,26-APR-2023,FedEx,397506050328,28-APR-2023,
2716,3,01-MAY-2023,FedEx,397690681212,04-MAY-2023,
2717,1,02-MAY-2023,FedEx,397761865284,04-MAY-2023,
2718,4,01-MAY-2023,FedEx,397719890190,02-MAY-2023,
2720,5,28-APR-2023,FedEx,397612633157,02-MAY-2023,
2723,6,27-APR-2023,FedEx,397561917897,01-MAY-2023,
2725,5,02-MAY-2023,FedEx,397748539638,05-MAY-2023,
2726,1,02-MAY-2023,FedEx,397767777353,05-MAY-2023,
2727,4,28-APR-2023,FedEx,397622568540,01-MAY-2023,
2728,3,01-MAY-2023,FedEx,397692551080,03-MAY-2023,
2731,5,01-MAY-2023,FedEx,397719860028,04-MAY-2023,
2733,1,03-MAY-2023,FedEx,397825049501,05-MAY-2023,
2735,3,28-APR-2023,FedEx,397636867504,02-MAY-2023,
2739,1,02-MAY-2023,FedEx,397762117934,04-MAY-2023,
2740,1,02-MAY-2023,FedEx,397753809529,04-MAY-2023,
2741,3,01-MAY-2023,FedEx,397724453859,04-MAY-2023,
2742,1,02-MAY-2023,FedEx,397776417056,04-MAY-2023,
2743,3,02-MAY-2023,FedEx,397792150524,04-MAY-2023,
2744,1,03-MAY-2023,FedEx,397812190258,04-MAY-2023,
2745,1,02-MAY-2023,FedEx,397753229693,04-MAY-2023,
2749,7,26-APR-2023,FedEx,397545108368,02-MAY-2023,
2753,3,01-MAY-2023,FedEx,397706589420,04-MAY-2023,
2755,4,01-MAY-2023,FedEx,397695773230,04-MAY-2023,
2757,4,02-MAY-2023,FedEx,397792626214,05-MAY-2023,
2760,1,02-MAY-2023,FedEx,397785406101,05-MAY-2023,
2762,7,26-APR-2023,FedEx,397532494120,01-MAY-2023,
2764,4,01-MAY-2023,FedEx,397689788570,03-MAY-2023,
2769,2,02-MAY-2023,FedEx,397741569842,03-MAY-2023,
2771,4,28-APR-2023,FedEx,397622439562,01-MAY-2023,
2772,1,01-MAY-2023,FedEx,397737000096,05-MAY-2023,
2774,4,01-MAY-2023,FedEx,397708267073,05-MAY-2023,
2778,2,01-MAY-2023,FedEx,397735142769,04-MAY-2023,
2782,1,02-MAY-2023,FedEx,397779610582,05-MAY-2023,
2783,2,02-MAY-2023,FedEx,397785582996,05-MAY-2023,
2785,2,02-MAY-2023,FedEx,397741158638,05-MAY-2023,
2786,3,01-MAY-2023,FedEx,397724169698,04-MAY-2023,
2787,3,28-APR-2023,FedEx,397639336165,03-MAY-2023,
2789,6,27-APR-2023,FedEx,397579279660,01-MAY-2023,
2790,3,03-MAY-2023,FedEx,397797384688,08-MAY-2023,
2791,4,01-MAY-2023,FedEx,397708796636,05-MAY-2023,
2792,2,01-MAY-2023,FedEx,397687430908,04-MAY-2023,
2795,1,01-MAY-2023,FedEx,397731006410,05-MAY-2023,
2796,1,03-MAY-2023,FedEx,397821518901,05-MAY-2023,
2797,3,02-MAY-2023,FedEx,397790687897,08-MAY-2023,
2799,3,01-MAY-2023,FedEx,397692065223,04-MAY-2023,
2801,4,01-MAY-2023,FedEx,397689543145,03-MAY-2023,
2804,1,01-MAY-2023,FedEx,397719222638,03-MAY-2023,
2806,1,01-MAY-2023,FedEx,397693826647,03-MAY-2023,
2807,3,28-APR-2023,FedEx,397640332943,04-MAY-2023,
2810,4,01-MAY-2023,FedEx,397706462556,04-MAY-2023,
2812,13,27-APR-2023,FedEx,397584666410,01-MAY-2023,
2815,6,27-APR-2023,FedEx,397577217382,01-MAY-2023,
2816,2,28-APR-2023,FedEx,397643832604,03-MAY-2023,
2817,2,01-MAY-2023,FedEx,397698007240,04-MAY-2023,
2819,3,01-MAY-2023,FedEx,397724563543,05-MAY-2023,
2822,3,02-MAY-2023,FedEx,397790046066,08-MAY-2023,
2823,4,01-MAY-2023,FedEx,397693594837,05-MAY-2023,
2828,1,03-MAY-2023,FedEx,397826402143,08-MAY-2023,
2830,2,01-MAY-2023,FedEx,397694575882,05-MAY-2023,
2831,1,01-MAY-2023,FedEx,397694527700,04-MAY-2023,
2832,5,02-MAY-2023,FedEx,397742496004,04-MAY-2023,
2834,2,01-MAY-2023,FedEx,397647517943,02-MAY-2023,
2835,4,01-MAY-2023,FedEx,397719090956,02-MAY-2023,
2840,2,28-APR-2023,FedEx,397643951360,03-MAY-2023,
2842,1,03-MAY-2023,FedEx,397826281620,08-MAY-2023,
2843,2,01-MAY-2023,FedEx,397704878370,04-MAY-2023,
2844,2,01-MAY-2023,FedEx,397717583760,05-MAY-2023,
2845,1,01-MAY-2023,FedEx,397693550437,04-MAY-2023,
2846,1,01-MAY-2023,FedEx,397721042689,04-MAY-2023,
2852,3,28-APR-2023,FedEx,397640775487,04-MAY-2023,
2853,5,02-MAY-2023,FedEx,397753005896,05-MAY-2023,
2854,2,02-MAY-2023,FedEx,397742131410,05-MAY-2023,
2855,2,01-MAY-2023,FedEx,397707290237,03-MAY-2023,
2857,3,28-APR-2023,FedEx,397638886156,03-MAY-2023,
2858,4,01-MAY-2023,FedEx,397697281260,04-MAY-2023,
2859,1,02-MAY-2023,FedEx,397763840136,05-MAY-2023,
2864,3,02-MAY-2023,FedEx,397792094380,04-MAY-2023,
2867,2,02-MAY-2023,FedEx,397763967786,08-MAY-2023,
2869,1,02-MAY-2023,FedEx,397777017533,05-MAY-2023,
2871,1,02-MAY-2023,FedEx,397780215370,05-MAY-2023,
2873,3,02-MAY-2023,FedEx,397790129240,08-MAY-2023,
2874,5,01-MAY-2023,FedEx,397721520600,05-MAY-2023,
2875,2,01-MAY-2023,FedEx,397698147166,02-MAY-2023,
2881,1,02-MAY-2023,FedEx,397780235913,05-MAY-2023,
2882,2,02-MAY-2023,FedEx,397741654625,05-MAY-2023,
2885,1,28-APR-2023,FedEx,397645569926,04-MAY-2023,
2886,4,28-APR-2023,FedEx,397644899450,04-MAY-2023,
2890,4,28-APR-2023,FedEx,397644627422,03-MAY-2023,
2891,1,02-MAY-2023,FedEx,397765440377,03-MAY-2023,
2893,1,02-MAY-2023,FedEx,397762616254,03-MAY-2023,
2894,2,28-APR-2023,FedEx,397644914615,04-MAY-2023,
2898,5,02-MAY-2023,FedEx,397742366075,05-MAY-2023,
2899,1,03-MAY-2023,FedEx,397821220465,08-MAY-2023,
2901,3,28-APR-2023,FedEx,397631192581,01-MAY-2023,
2905,1,01-MAY-2023,FedEx,397646382773,04-MAY-2023,
2907,1,02-MAY-2023,FedEx,397751459004,05-MAY-2023,
2913,1,02-MAY-2023,FedEx,397780109269,05-MAY-2023,
2914,12,27-APR-2023,FedEx,397570071210,02-MAY-2023,
2915,2,01-MAY-2023,FedEx,397646683767,04-MAY-2023,
2916,2,01-MAY-2023,FedEx,397707184813,05-MAY-2023,
2920,1,02-MAY-2023,FedEx,397781144359,05-MAY-2023,
2923,1,03-MAY-2023,FedEx,397817064640,08-MAY-2023,
2925,1,01-MAY-2023,FedEx,397730494604,05-MAY-2023,
2928,3,01-MAY-2023,FedEx,397647261014,04-MAY-2023,
2929,5,02-MAY-2023,FedEx,397742730958,05-MAY-2023,
2930,5,01-MAY-2023,FedEx,397687899886,04-MAY-2023,
2931,3,02-MAY-2023,FedEx,397751543497,05-MAY-2023,
2932,1,02-MAY-2023,FedEx,397750259572,04-MAY-2023,
2933,2,01-MAY-2023,FedEx,397712139073,05-MAY-2023,
2938,3,28-APR-2023,FedEx,397631596030,01-MAY-2023,
2941,6,26-APR-2023,FedEx,397546689464,01-MAY-2023,
2945,3,28-APR-2023,FedEx,397631826042,02-MAY-2023,
2946,2,02-MAY-2023,FedEx,397741683389,04-MAY-2023,
2948,4,01-MAY-2023,FedEx,397704107106,05-MAY-2023,
2950,3,02-MAY-2023,FedEx,397786284335,08-MAY-2023,
2951,1,03-MAY-2023,FedEx,397796512151,08-MAY-2023,
2952,2,01-MAY-2023,FedEx,397720974410,04-MAY-2023,
2955,4,01-MAY-2023,FedEx,397730542070,04-MAY-2023,
2958,3,01-MAY-2023,FedEx,397693102950,04-MAY-2023,
2962,4,01-MAY-2023,FedEx,397690613182,04-MAY-2023,
2963,3,01-MAY-2023,FedEx,397646660538,04-MAY-2023,
2964,3,02-MAY-2023,FedEx,397792697240,08-MAY-2023,
2965,7,26-APR-2023,FedEx,397513104323,01-MAY-2023,
2966,1,02-MAY-2023,FedEx,397766246538,05-MAY-2023,
2967,3,28-APR-2023,FedEx,397643257781,04-MAY-2023,
2977,6,26-APR-2023,FedEx,397507301173,27-APR-2023,
2978,1,03-MAY-2023,FedEx,397796438398,04-MAY-2023,
2980,3,02-MAY-2023,FedEx,397787735440,03-MAY-2023,
2985,3,02-MAY-2023,FedEx,397786196520,05-MAY-2023,
2986,1,02-MAY-2023,FedEx,397757766609,05-MAY-2023,
2991,2,02-MAY-2023,FedEx,397741538340,03-MAY-2023,
2993,4,01-MAY-2023,FedEx,397695528600,03-MAY-2023,
2994,1,01-MAY-2023,FedEx,397730095849,04-MAY-2023,
2995,4,01-MAY-2023,FedEx,397693793159,03-MAY-2023,
2996,2,02-MAY-2023,FedEx,397762862763,04-MAY-2023,
2998,3,01-MAY-2023,FedEx,397646746581,04-MAY-2023,
3004,7,26-APR-2023,FedEx,397531820545,28-APR-2023,
3011,5,02-MAY-2023,FedEx,397742919374,05-MAY-2023,
3013,1,01-MAY-2023,FedEx,397691966905,03-MAY-2023,
