Market,Region,Store,BU,Final Tier,Details
514,60,2571,WEST BU,Tier 1 - ISA On in Total Store,
218,21,2572,NORTH BU,Tier 1 - ISA On in Total Store,
234,22,2574,EAST BU,Tier 2 - GM Pause,
326,42,2575,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
316,20,2576,NORTH BU,Tier 2 - GM Pause,
281,75,2577,EAST BU,Tier 1 - ISA On in Total Store,
429,47,2579,WEST BU,Tier 1 - ISA On in Total Store,
300,26,2580,EAST BU,Tier 2 - GM Pause,
191,17,2581,EAST BU,Tier 1 - ISA On in Total Store,
174,17,2582,EAST BU,Tier 1 - ISA On in Total Store,
172,17,2583,EAST BU,Tier 1 - ISA On in Total Store,
20,2,2584,SOUTHEAST BU,Tier 2 - GM Pause,
173,17,2585,EAST BU,Tier 1 - ISA On in Total Store,
195,17,2586,EAST BU,Tier 1 - ISA On in Total Store,
326,42,2587,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
235,20,2588,NORTH BU,Tier 2 - GM Pause,
550,61,2590,NHM BU,Tier 1 - ISA On in Total Store,
109,9,2591,SOUTHEAST BU,Tier 2 - GM Pause,
394,57,2592,WEST BU,Tier 1 - ISA On in Total Store,
396,57,2593,WEST BU,Tier 1 - ISA On in Total Store,
471,60,2594,WEST BU,Tier 1 - ISA On in Total Store,
471,60,2595,WEST BU,Tier 2 - GM Pause,
471,60,2596,WEST BU,Tier 2 - GM Pause,
228,17,2597,EAST BU,Tier 1 - ISA On in Total Store,
454,56,2598,WEST BU,Tier 1 - ISA On in Total Store,
86,6,2599,SOUTWEST BU,Tier 1 - ISA On in Total Store,
339,40,2600,NORTH BU,Tier 1 - ISA On in Total Store,
227,20,2603,NORTH BU,Tier 2 - GM Pause,
174,17,2604,EAST BU,Tier 1 - ISA On in Total Store,
218,21,2605,NORTH BU,Tier 1 - ISA On in Total Store,
383,54,2607,WEST BU,Tier 1 - ISA On in Total Store,
382,54,2608,WEST BU,Tier 1 - ISA On in Total Store,
465,57,2609,WEST BU,Tier 1 - ISA On in Total Store,
316,20,2610,NORTH BU,Tier 2 - GM Pause,
235,20,2611,NORTH BU,Tier 2 - GM Pause,
505,46,2612,SOUTWEST BU,Tier 2 - GM Pause,
213,19,2613,NORTH BU,Tier 2 - GM Pause,
168,22,2614,EAST BU,Tier 2 - GM Pause,
27,3,2615,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
339,40,2616,NORTH BU,Tier 3 - Total Store ISA Pause,
392,56,2617,WEST BU,Tier 1 - ISA On in Total Store,
203,19,2618,NORTH BU,Tier 1 - ISA On in Total Store,
204,19,2619,NORTH BU,Tier 2 - GM Pause,
202,19,2620,NORTH BU,Tier 3 - Total Store ISA Pause,
446,57,2621,WEST BU,Tier 1 - ISA On in Total Store,
101,3,2626,SOUTHEAST BU,Tier 2 - GM Pause,
112,9,2627,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
260,41,2628,NORTH BU,Tier 2 - GM Pause,
156,16,2629,EAST BU,Tier 2 - GM Pause,
28,3,2630,SOUTHEAST BU,Tier 2 - GM Pause,
197,19,2631,NORTH BU,Tier 3 - Total Store ISA Pause,
510,61,2632,NHM BU,Tier 1 - ISA On in Total Store,
175,17,2633,EAST BU,Tier 1 - ISA On in Total Store,
180,16,2634,EAST BU,Tier 1 - ISA On in Total Store,
466,57,2636,WEST BU,Tier 2 - GM Pause,
164,17,2637,EAST BU,Tier 1 - ISA On in Total Store,
259,41,2638,NORTH BU,Tier 1 - ISA On in Total Store,
181,16,2639,EAST BU,Tier 1 - ISA On in Total Store,
157,16,2640,EAST BU,Tier 1 - ISA On in Total Store,
168,22,2641,EAST BU,Tier 1 - ISA On in Total Store,
423,52,2642,WEST BU,Tier 2 - GM Pause,
422,52,2643,WEST BU,Tier 2 - GM Pause,
204,19,2644,NORTH BU,Tier 2 - GM Pause,
314,75,2645,EAST BU,Tier 1 - ISA On in Total Store,
317,20,2646,NORTH BU,Tier 1 - ISA On in Total Store,
286,75,2647,EAST BU,Tier 1 - ISA On in Total Store,
511,56,2648,WEST BU,Tier 1 - ISA On in Total Store,
50,5,2649,SOUTWEST BU,Tier 2 - GM Pause,
166,22,2650,EAST BU,Tier 2 - GM Pause,
175,17,2651,EAST BU,Tier 1 - ISA On in Total Store,
384,46,2652,SOUTWEST BU,Tier 1 - ISA On in Total Store,
71,46,2653,SOUTWEST BU,Tier 2 - GM Pause,
257,41,2654,NORTH BU,Tier 1 - ISA On in Total Store,
375,46,2656,SOUTWEST BU,Tier 3 - Total Store ISA Pause,
444,53,2658,NORTH BU,Tier 2 - GM Pause,
183,16,2659,EAST BU,Tier 1 - ISA On in Total Store,
157,16,2660,EAST BU,Tier 1 - ISA On in Total Store,
317,20,2662,NORTH BU,Tier 2 - GM Pause,
237,22,2663,EAST BU,Tier 2 - GM Pause,
231,22,2664,EAST BU,Tier 1 - ISA On in Total Store,
125,13,2665,SOUTWEST BU,Tier 1 - ISA On in Total Store,
219,21,2666,NORTH BU,Tier 2 - GM Pause,
55,5,2667,SOUTWEST BU,Tier 1 - ISA On in Total Store,
435,53,2668,NORTH BU,Tier 1 - ISA On in Total Store,
373,46,2671,SOUTWEST BU,Tier 2 - GM Pause,
389,47,2672,WEST BU,Tier 1 - ISA On in Total Store,
228,17,2674,EAST BU,Tier 1 - ISA On in Total Store,
201,19,2678,NORTH BU,Tier 1 - ISA On in Total Store,
247,21,2679,NORTH BU,Tier 2 - GM Pause,
201,19,2680,NORTH BU,Tier 2 - GM Pause,
180,16,2681,EAST BU,Tier 2 - GM Pause,
181,16,2682,EAST BU,Tier 1 - ISA On in Total Store,
154,16,2683,EAST BU,Tier 2 - GM Pause,
216,20,2684,NORTH BU,Tier 1 - ISA On in Total Store,
534,72,2685,NHM BU,Tier 1 - ISA On in Total Store,
534,72,2686,NHM BU,Tier 1 - ISA On in Total Store,
35,2,2687,SOUTHEAST BU,Tier 2 - GM Pause,
45,5,2688,SOUTWEST BU,Tier 2 - GM Pause,
512,61,2689,NHM BU,Tier 1 - ISA On in Total Store,
137,12,2690,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
243,25,2691,NORTH BU,Tier 1 - ISA On in Total Store,
206,19,2692,NORTH BU,Tier 2 - GM Pause,
205,19,2693,NORTH BU,Tier 1 - ISA On in Total Store,
340,40,2694,NORTH BU,Tier 2 - GM Pause,
89,9,2695,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
320,75,2696,EAST BU,Tier 1 - ISA On in Total Store,
452,56,2697,WEST BU,Tier 2 - GM Pause,
554,59,2699,NHM BU,Tier 1 - ISA On in Total Store,
203,19,2700,NORTH BU,Tier 1 - ISA On in Total Store,
333,40,2702,NORTH BU,Tier 2 - GM Pause,
38,4,2703,EAST BU,Tier 2 - GM Pause,
298,26,2704,EAST BU,Tier 2 - GM Pause,
314,75,2705,EAST BU,Tier 1 - ISA On in Total Store,
125,13,2706,SOUTWEST BU,Tier 1 - ISA On in Total Store,
460,57,2708,WEST BU,Tier 1 - ISA On in Total Store,
469,60,2710,WEST BU,Tier 2 - GM Pause,
469,60,2711,WEST BU,Tier 1 - ISA On in Total Store,
37,4,2712,EAST BU,Tier 1 - ISA On in Total Store,
3,14,2713,SOUTHEAST BU,Tier 2 - GM Pause,
426,52,2714,WEST BU,Tier 1 - ISA On in Total Store,
143,13,2715,SOUTWEST BU,Tier 2 - GM Pause,
415,52,2716,WEST BU,Tier 1 - ISA On in Total Store,
141,13,2717,SOUTWEST BU,Tier 2 - GM Pause,
64,6,2718,SOUTWEST BU,Tier 1 - ISA On in Total Store,
163,17,2719,EAST BU,Tier 1 - ISA On in Total Store,
140,13,2720,SOUTWEST BU,Tier 2 - GM Pause,
811,29,2721,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
469,60,2722,WEST BU,Tier 3 - Total Store ISA Pause,
2,14,2723,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
63,6,2724,SOUTWEST BU,Tier 1 - ISA On in Total Store,
217,21,2725,NORTH BU,Tier 1 - ISA On in Total Store,
219,21,2726,NORTH BU,Tier 1 - ISA On in Total Store,
110,9,2727,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
275,25,2728,NORTH BU,Tier 1 - ISA On in Total Store,
378,54,2729,WEST BU,Tier 1 - ISA On in Total Store,
301,26,2730,EAST BU,Tier 2 - GM Pause,
554,59,2731,NHM BU,Tier 1 - ISA On in Total Store,
22,2,2732,SOUTHEAST BU,Tier 2 - GM Pause,
32,3,2733,SOUTHEAST BU,Tier 2 - GM Pause,
353,44,2734,SOUTWEST BU,Tier 2 - GM Pause,
454,56,2735,WEST BU,Tier 1 - ISA On in Total Store,
14,14,2739,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
112,9,2740,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
534,72,2741,NHM BU,Tier 1 - ISA On in Total Store,
534,72,2742,NHM BU,Tier 1 - ISA On in Total Store,
492,72,2743,NHM BU,Tier 1 - ISA On in Total Store,
537,72,2744,NHM BU,Tier 1 - ISA On in Total Store,
537,72,2745,NHM BU,Tier 1 - ISA On in Total Store,
161,16,2747,EAST BU,Tier 2 - GM Pause,
1,14,2748,SOUTHEAST BU,Tier 2 - GM Pause,
124,4,2749,EAST BU,Tier 2 - GM Pause,
380,47,2751,WEST BU,Tier 1 - ISA On in Total Store,
585,47,2752,WEST BU,Tier 1 - ISA On in Total Store,
18,2,2753,SOUTHEAST BU,Tier 2 - GM Pause,
30,3,2754,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
140,13,2755,SOUTWEST BU,Tier 1 - ISA On in Total Store,
280,75,2756,EAST BU,Tier 1 - ISA On in Total Store,
151,12,2757,SOUTHEAST BU,Tier 2 - GM Pause,
181,16,2758,EAST BU,Tier 1 - ISA On in Total Store,
14,14,2760,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
311,20,2761,NORTH BU,Tier 2 - GM Pause,
312,75,2762,EAST BU,Tier 1 - ISA On in Total Store,
569,6,2763,SOUTWEST BU,Tier 2 - GM Pause,
414,52,2764,WEST BU,Tier 3 - Total Store ISA Pause,
569,6,2765,SOUTWEST BU,Tier 2 - GM Pause,
370,46,2766,SOUTWEST BU,Tier 2 - GM Pause,
372,46,2767,SOUTWEST BU,Tier 2 - GM Pause,
372,46,2768,SOUTWEST BU,Tier 2 - GM Pause,
87,6,2769,SOUTWEST BU,Tier 1 - ISA On in Total Store,
246,21,2771,NORTH BU,Tier 2 - GM Pause,
300,26,2772,EAST BU,Tier 2 - GM Pause,
546,72,2773,NHM BU,Tier 1 - ISA On in Total Store,
217,21,2774,NORTH BU,Tier 1 - ISA On in Total Store,
368,46,2777,SOUTWEST BU,Tier 2 - GM Pause,
373,46,2778,SOUTWEST BU,Tier 2 - GM Pause,
399,56,2780,WEST BU,Tier 1 - ISA On in Total Store,
399,56,2781,WEST BU,Tier 1 - ISA On in Total Store,
400,56,2782,WEST BU,Tier 1 - ISA On in Total Store,
260,41,2783,NORTH BU,Tier 2 - GM Pause,
407,47,2784,WEST BU,Tier 1 - ISA On in Total Store,
192,17,2785,EAST BU,Tier 1 - ISA On in Total Store,
482,25,2786,NORTH BU,Tier 1 - ISA On in Total Store,
249,25,2787,NORTH BU,Tier 2 - GM Pause,
482,25,2788,NORTH BU,Tier 2 - GM Pause,
108,9,2789,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
280,75,2790,EAST BU,Tier 2 - GM Pause,
285,75,2791,EAST BU,Tier 1 - ISA On in Total Store,
316,20,2792,NORTH BU,Tier 2 - GM Pause,
308,26,2793,EAST BU,Tier 2 - GM Pause,
405,46,2794,SOUTWEST BU,Tier 2 - GM Pause,
287,75,2795,EAST BU,Tier 2 - GM Pause,
111,9,2796,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
154,16,2797,EAST BU,Tier 2 - GM Pause,
508,75,2799,EAST BU,Tier 1 - ISA On in Total Store,
546,72,2801,NHM BU,Tier 1 - ISA On in Total Store,
352,44,2803,SOUTWEST BU,Tier 1 - ISA On in Total Store,
352,44,2804,SOUTWEST BU,Tier 1 - ISA On in Total Store,
314,75,2805,EAST BU,Tier 1 - ISA On in Total Store,
42,4,2806,EAST BU,Tier 2 - GM Pause,
315,75,2807,EAST BU,Tier 2 - GM Pause,
290,75,2808,EAST BU,Tier 1 - ISA On in Total Store,
320,75,2809,EAST BU,Tier 1 - ISA On in Total Store,
316,20,2810,NORTH BU,Tier 2 - GM Pause,
21,2,2811,SOUTHEAST BU,Tier 2 - GM Pause,
425,53,2812,NORTH BU,Tier 2 - GM Pause,
440,53,2813,NORTH BU,Tier 2 - GM Pause,
110,9,2814,SOUTHEAST BU,Tier 2 - GM Pause,
268,25,2815,NORTH BU,Tier 1 - ISA On in Total Store,
267,25,2816,NORTH BU,Tier 1 - ISA On in Total Store,
238,19,2817,NORTH BU,Tier 2 - GM Pause,
238,19,2818,NORTH BU,Tier 2 - GM Pause,
248,21,2819,NORTH BU,Tier 2 - GM Pause,
421,52,2820,WEST BU,Tier 2 - GM Pause,
290,75,2821,EAST BU,Tier 2 - GM Pause,
131,13,2822,SOUTWEST BU,Tier 1 - ISA On in Total Store,
216,20,2823,NORTH BU,Tier 2 - GM Pause,
175,17,2825,EAST BU,Tier 1 - ISA On in Total Store,
515,61,2826,NHM BU,Tier 1 - ISA On in Total Store,
418,52,2827,WEST BU,Tier 2 - GM Pause,
435,53,2828,NORTH BU,Tier 3 - Total Store ISA Pause,
166,22,2830,EAST BU,Tier 2 - GM Pause,
400,56,2831,WEST BU,Tier 1 - ISA On in Total Store,
29,4,2832,EAST BU,Tier 2 - GM Pause,
320,75,2833,EAST BU,Tier 1 - ISA On in Total Store,
50,5,2834,SOUTWEST BU,Tier 2 - GM Pause,
528,64,2835,NHM BU,Tier 1 - ISA On in Total Store,
299,26,2836,EAST BU,Tier 2 - GM Pause,
396,57,2838,WEST BU,Tier 1 - ISA On in Total Store,
538,72,2839,NHM BU,Tier 1 - ISA On in Total Store,
546,72,2840,NHM BU,Tier 1 - ISA On in Total Store,
558,22,2841,EAST BU,Tier 1 - ISA On in Total Store,
461,57,2842,WEST BU,Tier 1 - ISA On in Total Store,
89,9,2843,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
188,17,2844,EAST BU,Tier 1 - ISA On in Total Store,
296,26,2845,EAST BU,Tier 2 - GM Pause,
144,12,2846,SOUTHEAST BU,Tier 2 - GM Pause,
433,47,2847,WEST BU,Tier 2 - GM Pause,
316,20,2849,NORTH BU,Tier 2 - GM Pause,
293,75,2850,EAST BU,Tier 1 - ISA On in Total Store,
216,20,2852,NORTH BU,Tier 1 - ISA On in Total Store,
508,75,2853,EAST BU,Tier 2 - GM Pause,
162,17,2854,EAST BU,Tier 1 - ISA On in Total Store,
362,40,2855,NORTH BU,Tier 2 - GM Pause,
361,40,2856,NORTH BU,Tier 1 - ISA On in Total Store,
360,40,2857,NORTH BU,Tier 2 - GM Pause,
546,72,2858,NHM BU,Tier 1 - ISA On in Total Store,
194,17,2859,EAST BU,Tier 1 - ISA On in Total Store,
29,4,2860,EAST BU,Tier 2 - GM Pause,
399,56,2861,WEST BU,Tier 1 - ISA On in Total Store,
399,56,2862,WEST BU,Tier 1 - ISA On in Total Store,
506,6,2864,SOUTWEST BU,Tier 1 - ISA On in Total Store,
474,60,2865,WEST BU,Tier 2 - GM Pause,
203,19,2866,NORTH BU,Tier 2 - GM Pause,
203,19,2867,NORTH BU,Tier 2 - GM Pause,
203,19,2869,NORTH BU,Tier 2 - GM Pause,
496,59,2870,NHM BU,Tier 1 - ISA On in Total Store,
558,22,2871,EAST BU,Tier 2 - GM Pause,
197,19,2872,NORTH BU,Tier 2 - GM Pause,
206,19,2873,NORTH BU,Tier 2 - GM Pause,
189,17,2874,EAST BU,Tier 1 - ISA On in Total Store,
533,64,2875,NHM BU,Tier 1 - ISA On in Total Store,
533,64,2876,NHM BU,Tier 1 - ISA On in Total Store,
533,64,2877,NHM BU,Tier 1 - ISA On in Total Store,
533,64,2878,NHM BU,Tier 1 - ISA On in Total Store,
507,64,2880,NHM BU,Tier 1 - ISA On in Total Store,
90,9,2881,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
422,52,2882,WEST BU,Tier 1 - ISA On in Total Store,
56,5,2883,SOUTWEST BU,Tier 1 - ISA On in Total Store,
394,57,2884,WEST BU,Tier 1 - ISA On in Total Store,
161,16,2885,EAST BU,Tier 2 - GM Pause,
484,57,2886,WEST BU,Tier 1 - ISA On in Total Store,
496,59,2887,NHM BU,Tier 1 - ISA On in Total Store,
233,22,2888,EAST BU,Tier 2 - GM Pause,
415,52,2889,WEST BU,Tier 1 - ISA On in Total Store,
32,3,2890,SOUTHEAST BU,Tier 2 - GM Pause,
73,46,2891,SOUTWEST BU,Tier 2 - GM Pause,
376,47,2892,WEST BU,Tier 2 - GM Pause,
410,44,2893,SOUTWEST BU,Tier 2 - GM Pause,
280,75,2894,EAST BU,Tier 1 - ISA On in Total Store,
173,17,2897,EAST BU,Tier 1 - ISA On in Total Store,
162,17,2898,EAST BU,Tier 1 - ISA On in Total Store,
163,17,2899,EAST BU,Tier 1 - ISA On in Total Store,
163,17,2900,EAST BU,Tier 1 - ISA On in Total Store,
154,16,2901,EAST BU,Tier 1 - ISA On in Total Store,
159,16,2902,EAST BU,Tier 1 - ISA On in Total Store,
157,16,2903,EAST BU,Tier 1 - ISA On in Total Store,
159,16,2904,EAST BU,Tier 1 - ISA On in Total Store,
164,17,2905,EAST BU,Tier 1 - ISA On in Total Store,
171,17,2906,EAST BU,Tier 1 - ISA On in Total Store,
103,72,2907,NHM BU,Tier 1 - ISA On in Total Store,
309,26,2908,EAST BU,Tier 2 - GM Pause,
228,17,2909,EAST BU,Tier 1 - ISA On in Total Store,
208,20,2910,NORTH BU,Tier 2 - GM Pause,
191,17,2911,EAST BU,Tier 1 - ISA On in Total Store,
197,19,2912,NORTH BU,Tier 2 - GM Pause,
129,13,2913,SOUTWEST BU,Tier 2 - GM Pause,
215,20,2914,NORTH BU,Tier 2 - GM Pause,Consumables back on process
171,17,2915,EAST BU,Tier 1 - ISA On in Total Store,
172,17,2916,EAST BU,Tier 1 - ISA On in Total Store,
171,17,2917,EAST BU,Tier 1 - ISA On in Total Store,
51,5,2918,SOUTWEST BU,Tier 1 - ISA On in Total Store,
542,64,2919,NHM BU,Tier 1 - ISA On in Total Store,
101,3,2920,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
401,54,2921,WEST BU,Tier 2 - GM Pause,
366,46,2922,SOUTWEST BU,Tier 2 - GM Pause,
382,54,2923,WEST BU,Tier 1 - ISA On in Total Store,
384,46,2924,SOUTWEST BU,Tier 2 - GM Pause,
453,56,2925,WEST BU,Tier 2 - GM Pause,
56,5,2926,SOUTWEST BU,Tier 2 - GM Pause,
476,60,2927,WEST BU,Tier 2 - GM Pause,
36,4,2928,EAST BU,Tier 2 - GM Pause,
310,26,2929,EAST BU,Tier 2 - GM Pause,
103,72,2930,NHM BU,Tier 1 - ISA On in Total Store,
285,75,2931,EAST BU,Tier 1 - ISA On in Total Store,
122,2,2932,SOUTHEAST BU,Tier 2 - GM Pause,
317,20,2933,NORTH BU,Tier 3 - Total Store ISA Pause,
273,25,2934,NORTH BU,Tier 1 - ISA On in Total Store,
413,52,2935,WEST BU,Tier 1 - ISA On in Total Store,
442,53,2936,NORTH BU,Tier 3 - Total Store ISA Pause,
419,52,2937,WEST BU,Tier 2 - GM Pause,
132,13,2938,SOUTWEST BU,Tier 2 - GM Pause,
140,13,2939,SOUTWEST BU,Tier 1 - ISA On in Total Store,
542,64,2940,NHM BU,Tier 1 - ISA On in Total Store,
24,2,2941,SOUTHEAST BU,Tier 2 - GM Pause,
549,72,2944,NHM BU,Tier 1 - ISA On in Total Store,
233,22,2945,EAST BU,Tier 2 - GM Pause,
109,9,2946,SOUTHEAST BU,Tier 2 - GM Pause,
476,60,2947,WEST BU,Tier 2 - GM Pause,
484,57,2948,WEST BU,Tier 1 - ISA On in Total Store,
448,57,2950,WEST BU,Tier 1 - ISA On in Total Store,
448,57,2951,WEST BU,Tier 1 - ISA On in Total Store,
460,57,2952,WEST BU,Tier 1 - ISA On in Total Store,
160,16,2953,EAST BU,Tier 2 - GM Pause,
173,17,2954,EAST BU,Tier 1 - ISA On in Total Store,
362,40,2955,NORTH BU,Tier 3 - Total Store ISA Pause,
262,25,2956,NORTH BU,Tier 2 - GM Pause,
412,52,2957,WEST BU,Tier 2 - GM Pause,
439,53,2958,NORTH BU,Tier 2 - GM Pause,
206,19,2959,NORTH BU,Tier 3 - Total Store ISA Pause,
108,9,2962,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
108,9,2963,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
156,16,2964,EAST BU,Tier 2 - GM Pause,
163,17,2965,EAST BU,Tier 1 - ISA On in Total Store,
215,20,2966,NORTH BU,Tier 2 - GM Pause,
225,21,2967,NORTH BU,Tier 1 - ISA On in Total Store,
243,25,2968,NORTH BU,Tier 1 - ISA On in Total Store,
51,5,2973,SOUTWEST BU,Tier 1 - ISA On in Total Store,
561,64,2974,NHM BU,Tier 1 - ISA On in Total Store,
561,64,2975,NHM BU,Tier 1 - ISA On in Total Store,
561,64,2976,NHM BU,Tier 1 - ISA On in Total Store,
58,64,2977,NHM BU,Tier 1 - ISA On in Total Store,
44,5,2978,SOUTWEST BU,Tier 2 - GM Pause,
58,64,2979,NHM BU,Tier 1 - ISA On in Total Store,
479,5,2980,SOUTWEST BU,Tier 1 - ISA On in Total Store,
58,64,2981,NHM BU,Tier 1 - ISA On in Total Store,
533,64,2984,NHM BU,Tier 1 - ISA On in Total Store,
449,57,2985,WEST BU,Tier 1 - ISA On in Total Store,
439,53,2986,NORTH BU,Tier 1 - ISA On in Total Store,
109,9,2987,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
120,2,2988,SOUTHEAST BU,Tier 2 - GM Pause,
511,56,2989,WEST BU,Tier 2 - GM Pause,
430,54,2990,WEST BU,Tier 1 - ISA On in Total Store,
82,5,2991,SOUTWEST BU,Tier 1 - ISA On in Total Store,
190,17,2992,EAST BU,Tier 1 - ISA On in Total Store,
62,6,2993,SOUTWEST BU,Tier 2 - GM Pause,
360,40,2994,NORTH BU,Tier 2 - GM Pause,
504,64,2995,NHM BU,Tier 1 - ISA On in Total Store,
53,5,2996,SOUTWEST BU,Tier 2 - GM Pause,
515,61,2998,NHM BU,Tier 1 - ISA On in Total Store,
268,25,3004,NORTH BU,Tier 1 - ISA On in Total Store,
23,2,3008,SOUTHEAST BU,Tier 2 - GM Pause,
488,72,3011,NHM BU,Tier 1 - ISA On in Total Store,
548,72,3013,NHM BU,Tier 1 - ISA On in Total Store,
49,5,3014,SOUTWEST BU,Tier 2 - GM Pause,
561,64,3015,NHM BU,Tier 1 - ISA On in Total Store,
151,12,3017,SOUTHEAST BU,Tier 2 - GM Pause,
389,47,3018,WEST BU,Tier 1 - ISA On in Total Store,
490,61,3019,NHM BU,Tier 1 - ISA On in Total Store,
512,61,3022,NHM BU,Tier 1 - ISA On in Total Store,
512,61,3023,NHM BU,Tier 1 - ISA On in Total Store,
515,61,3026,NHM BU,Tier 1 - ISA On in Total Store,
283,75,3035,EAST BU,Tier 1 - ISA On in Total Store,
543,64,3042,NHM BU,Tier 1 - ISA On in Total Store,
58,64,3043,NHM BU,Tier 1 - ISA On in Total Store,
50,5,3044,SOUTWEST BU,Tier 2 - GM Pause,
512,61,3046,NHM BU,Tier 1 - ISA On in Total Store,
512,61,3047,NHM BU,Tier 1 - ISA On in Total Store,
9,61,3049,NHM BU,Tier 1 - ISA On in Total Store,
550,61,3050,NHM BU,Tier 1 - ISA On in Total Store,
471,60,3053,WEST BU,Tier 2 - GM Pause,
345,44,3055,SOUTWEST BU,Tier 1 - ISA On in Total Store,
506,6,3056,SOUTWEST BU,Tier 1 - ISA On in Total Store,
506,6,3057,SOUTWEST BU,Tier 2 - GM Pause,
86,6,3058,SOUTWEST BU,Tier 1 - ISA On in Total Store,
140,13,3059,SOUTWEST BU,Tier 1 - ISA On in Total Store,
140,13,3060,SOUTWEST BU,Tier 1 - ISA On in Total Store,
340,40,3061,NORTH BU,Tier 3 - Total Store ISA Pause,
538,72,3062,NHM BU,Tier 1 - ISA On in Total Store,
102,72,3066,NHM BU,Tier 1 - ISA On in Total Store,
20,2,3067,SOUTHEAST BU,Tier 2 - GM Pause,
554,59,3069,NHM BU,Tier 1 - ISA On in Total Store,
554,59,3070,NHM BU,Tier 1 - ISA On in Total Store,
554,59,3071,NHM BU,Tier 1 - ISA On in Total Store,
554,59,3072,NHM BU,Tier 1 - ISA On in Total Store,
554,59,3074,NHM BU,Tier 1 - ISA On in Total Store,
15,14,3075,SOUTHEAST BU,Tier 2 - GM Pause,
292,75,3077,EAST BU,Tier 2 - GM Pause,
175,17,3078,EAST BU,Tier 1 - ISA On in Total Store,
454,56,3081,WEST BU,Tier 1 - ISA On in Total Store,
490,61,3082,NHM BU,Tier 1 - ISA On in Total Store,
490,61,3083,NHM BU,Tier 1 - ISA On in Total Store,
551,61,3084,NHM BU,Tier 1 - ISA On in Total Store,
446,57,3087,WEST BU,Tier 1 - ISA On in Total Store,
424,52,3088,WEST BU,Tier 1 - ISA On in Total Store,
552,61,3090,NHM BU,Tier 1 - ISA On in Total Store,
399,56,3093,WEST BU,Tier 1 - ISA On in Total Store,
557,61,3094,NHM BU,Tier 1 - ISA On in Total Store,
550,61,3098,NHM BU,Tier 1 - ISA On in Total Store,
551,61,3099,NHM BU,Tier 1 - ISA On in Total Store,
551,61,3101,NHM BU,Tier 1 - ISA On in Total Store,
424,52,3102,WEST BU,Tier 1 - ISA On in Total Store,
409,44,3103,SOUTWEST BU,Tier 2 - GM Pause,
488,72,3104,NHM BU,Tier 1 - ISA On in Total Store,
86,6,3106,SOUTWEST BU,Tier 1 - ISA On in Total Store,
506,6,3107,SOUTWEST BU,Tier 2 - GM Pause,
495,59,3110,NHM BU,Tier 1 - ISA On in Total Store,
538,72,3111,NHM BU,Tier 1 - ISA On in Total Store,
77,6,3112,SOUTWEST BU,Tier 2 - GM Pause,
157,16,3114,EAST BU,Tier 1 - ISA On in Total Store,
20,2,3118,SOUTHEAST BU,Tier 2 - GM Pause,
15,14,3119,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
512,61,3123,NHM BU,Tier 1 - ISA On in Total Store,
490,61,3126,NHM BU,Tier 1 - ISA On in Total Store,
490,61,3127,NHM BU,Tier 1 - ISA On in Total Store,
490,61,3128,NHM BU,Tier 1 - ISA On in Total Store,
515,61,3131,NHM BU,Tier 1 - ISA On in Total Store,
515,61,3132,NHM BU,Tier 1 - ISA On in Total Store,
515,61,3133,NHM BU,Tier 1 - ISA On in Total Store,
58,64,3135,NHM BU,Tier 1 - ISA On in Total Store,
505,46,3136,SOUTWEST BU,Tier 2 - GM Pause,
149,12,3137,SOUTHEAST BU,Tier 2 - GM Pause,
481,61,3138,NHM BU,Tier 1 - ISA On in Total Store,
481,61,3139,NHM BU,Tier 1 - ISA On in Total Store,
481,61,3140,NHM BU,Tier 1 - ISA On in Total Store,
481,61,3141,NHM BU,Tier 1 - ISA On in Total Store,
9,61,3143,NHM BU,Tier 1 - ISA On in Total Store,
550,61,3144,NHM BU,Tier 1 - ISA On in Total Store,
550,61,3145,NHM BU,Tier 1 - ISA On in Total Store,
550,61,3146,NHM BU,Tier 1 - ISA On in Total Store,
481,61,3147,NHM BU,Tier 1 - ISA On in Total Store,
470,60,3149,WEST BU,Tier 2 - GM Pause,
432,47,3150,WEST BU,Tier 1 - ISA On in Total Store,
432,47,3151,WEST BU,Tier 1 - ISA On in Total Store,
