Region,Market,Store #,Cat #,Cat Desc,Current Footage,New Footage,Footage Change,Comments
75,314,1486,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,314,1486,233,Tablets,,,4 feet,Moved tablets to the table
75,314,1934,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,314,1934,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
75,314,1934,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,314,1934,233,Tablets,,,8 feet,Moved tablets to the table
75,314,3768,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,314,4636,100,Laptops,12 feet,16 feet,4 feet,Increasing laptop footage
75,315,1335,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
75,315,1335,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,315,1335,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,315,1335,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
75,315,1335,233,Tablets,,,4 feet,Moved tablets to the table
75,315,1344,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,315,1350,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,315,1350,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,315,1350,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,315,1350,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,315,1350,233,Tablets,,,4 feet,Moved tablets to the table
75,315,1399,100,Gaming Laptops,,,4 feet,Moved gaming laptops to table
75,315,1399,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,315,1399,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,315,1399,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,315,1399,233,Tablets,,,4 feet,Moved tablets to the table
75,315,1726,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,315,1726,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,315,1726,233,Tablets,,,4 feet,Moved tablets to the table
75,315,1726,267,Tonies,,,4 feet,Repurposed tablet – footage
75,315,1726,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
75,315,1780,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,315,2565,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,315,2807,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,315,4682,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,315,4682,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,315,4682,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,315,4682,233,Tablets,,,4 feet,Moved tablets to the table
75,315,4697,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,315,4697,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,315,4697,233,Tablets,,,4 feet,Moved tablets to the table
75,315,4697,267,Tonies,,,4 feet,Repurposed tablet – footage
75,315,4697,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
75,315,5117,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,315,5117,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,315,5117,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,315,5117,233,Tablets,,,4 feet,Moved tablets to the table
75,508,1716,100,Laptops,16 feet,32 feet,16 feet,Increasing laptop footage
75,508,1716,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,508,1717,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,508,1893,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,508,1981,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,508,2799,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,508,2799,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,508,2799,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,508,2799,233,Tablets,,,4 feet,Moved tablets to the table
75,508,2853,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,508,2853,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,508,2853,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,508,2853,233,Tablets,,,4 feet,Moved tablets to the table
75,508,5345,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,508,5779,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,508,5779,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
76,191,1705,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,191,1705,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
76,191,1705,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
76,191,1830,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,191,1830,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,191,1830,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
76,191,1830,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
76,191,1830,233,Tablets,,,4 feet,Moved tablets to the table
76,191,1831,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
76,191,1926,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,191,1926,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
76,191,1926,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
76,191,2166,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
76,191,2581,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,191,2581,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
76,191,2581,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
76,191,2581,233,Tablets,,,4 feet,Moved tablets to the table
76,191,2911,100,Gaming Laptops,,,4 feet,Moved gaming laptops to table
76,191,2911,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
76,191,2911,221,Chromebook,8 feet,0 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
76,191,3332,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,191,3332,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,191,3332,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
76,191,3332,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
76,191,3332,233,Tablets,,,4 feet,Moved tablets to the table
76,191,5242,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,191,5242,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,191,5242,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
76,191,5242,233,Tablets,,,8 feet,Moved tablets to the table
76,191,5242,267,Tonies,,,8 feet,Repurposed tablet – footage
76,191,5242,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
76,192,1619,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,192,1619,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
76,192,1619,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
76,192,1619,233,Tablets,,,4 feet,Moved tablets to the table
76,192,1673,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
76,192,1673,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,192,1673,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
76,192,1673,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
76,192,1673,233,Tablets,,,4 feet,Moved tablets to the table
76,192,1731,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,192,1731,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
76,192,1731,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
76,192,1813,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,192,1813,100,Laptops,24 feet,48,24 feet,Increasing laptop footage
76,192,1813,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
76,192,2785,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
76,192,2785,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
76,192,3842,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
76,192,3842,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,192,3842,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
76,192,3842,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
76,192,3842,233,Tablets,,,4 feet,Moved tablets to the table
76,192,5282,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,192,5282,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
76,192,5282,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
76,192,5282,233,Tablets,,,4 feet,Moved tablets to the table
76,194,1949,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,194,1949,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,194,1949,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
76,194,1949,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
76,194,1949,233,Tablets,,,4 feet,Moved tablets to the table
76,194,1966,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,194,1966,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,194,1966,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
76,194,1966,233,Tablets,,,4 feet,Moved tablets to the table
76,194,1966,267,Tonies,,,4 feet,Repurposed tablet – footage
76,194,1966,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
76,194,1973,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
76,194,1973,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,194,1973,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
76,194,1973,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
76,194,1973,233,Tablets,,,4 feet,Moved tablets to the table
76,194,2159,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,194,2159,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
76,194,2159,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
76,194,2326,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,194,2326,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,194,2326,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
76,194,2326,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
76,194,2326,233,Tablets,,,4 feet,Moved tablets to the table
76,194,2405,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,194,2405,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
76,194,2405,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
76,194,2405,233,Tablets,,,4 feet,Moved tablets to the table
76,194,2859,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,194,2859,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
76,194,2859,233,Tablets,,,4 feet,Moved tablets to the table
76,194,2859,267,Tonies,,,4 feet,Repurposed tablet – footage
76,194,2859,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
76,194,5027,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,194,5027,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,194,5027,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
76,194,5027,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
76,194,5027,233,Tablets,,,4 feet,Moved tablets to the table
76,195,1909,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,195,1909,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,195,1909,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
76,195,1909,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
76,195,1909,233,Tablets,,,4 feet,Moved tablets to the table
76,195,1993,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,195,1993,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,195,1993,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
76,195,1993,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
76,195,1993,233,Tablets,,,8 feet,Moved tablets to the table
76,195,2088,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,195,2088,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,195,2088,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
76,195,2088,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
76,195,2088,233,Tablets,,,4 feet,Moved tablets to the table
76,195,2107,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,195,2107,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
76,195,2107,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
76,195,2107,233,Tablets,,,4 feet,Moved tablets to the table
76,195,2210,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
76,195,2355,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
76,195,2355,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
76,195,2586,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
76,195,3607,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
76,195,3607,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
76,195,4597,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
76,195,4597,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
76,195,4597,233,Tablets,,,4 feet,Moved tablets to the table
76,195,4597,267,Tonies,,,4 feet,Repurposed tablet – footage
76,195,4597,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
76,228,1656,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
76,228,1656,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
76,228,2278,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
76,228,2278,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
76,228,2561,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
76,228,2597,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
76,228,2597,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,228,2597,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
76,228,2597,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
76,228,2597,233,Tablets,,,4 feet,Moved tablets to the table
76,228,2909,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
76,228,2909,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,228,2909,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
76,228,2909,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
76,228,2909,233,Tablets,,,4 feet,Moved tablets to the table
76,228,3253,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
76,228,3253,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
76,228,3253,233,Tablets,,,4 feet,Moved tablets to the table
76,228,3253,267,Tonies,,,4 feet,Repurposed tablet – footage
76,228,3253,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
76,228,3281,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,228,3281,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,228,3281,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
76,228,3281,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
76,228,3281,233,Tablets,,,4 feet,Moved tablets to the table
76,228,3429,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
76,228,3429,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
76,228,3429,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
76,228,3429,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
76,228,3429,233,Tablets,,,4 feet,Moved tablets to the table
76,228,3514,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
