Region,Market,Store #,Cat #,Cat Desc,Current Footage,New Footage,Footage Change,Comments
60,475,1817,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
60,475,1817,233,Tablets,,,4 feet,Moved tablets to the table
60,475,1870,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
60,475,1870,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
60,475,1870,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
60,475,1870,221,Chromebook,16 feet,0 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
60,475,1870,233,Tablets,,,4 feet,Moved tablets to the table
60,475,1889,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
60,475,1889,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,475,1889,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
60,475,1889,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
60,475,1889,233,Tablets,,,4 feet,Moved tablets to the table
60,475,2006,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
60,475,2006,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,475,2006,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
60,475,2006,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
60,475,2006,233,Tablets,,,8 feet,Moved tablets to the table
60,475,2101,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,475,2101,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
60,475,2101,233,Tablets,,,4 feet,Moved tablets to the table
60,475,2101,267,Tonies,,,4 feet,Repurposed tablet – footage
60,475,2101,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
60,475,2476,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
60,475,2476,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,475,2476,104,Samsung Ecosystem,,,8 feet,Repurposed tablet – fixtures/footage
60,475,2476,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
60,475,2476,233,Tablets,,,8 feet,Moved tablets to the table
60,475,2492,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
60,475,2492,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
60,475,2492,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
60,475,3261,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,475,3261,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
60,475,3261,233,Tablets,,,4 feet,Moved tablets to the table
60,475,3261,267,Tonies,,,4 feet,Repurposed tablet – footage
60,475,3261,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
60,475,3380,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
60,475,3380,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,475,3380,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
60,475,3380,233,Tablets,,,4 feet,Moved tablets to the table
60,475,3380,267,Tonies,,,4 feet,Repurposed tablet – footage
60,475,3380,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
60,475,5869,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
60,475,5869,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
60,475,5869,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
60,475,5869,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
60,475,5869,233,Tablets,,,4 feet,Moved tablets to the table
60,476,2550,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
60,476,2550,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
60,476,2947,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
60,476,2947,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
60,476,2947,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
60,476,2947,233,Tablets,,,4 feet,Moved tablets to the table
60,476,3742,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
60,476,3742,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
60,476,5462,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,476,5462,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
60,476,5462,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
60,476,5462,233,Tablets,,,4 feet,Moved tablets to the table
60,477,1784,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
60,477,1784,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,477,1784,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
60,477,1784,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
60,477,1784,233,Tablets,,,4 feet,Moved tablets to the table
60,477,1793,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
60,477,1920,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
60,477,1920,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
60,477,1920,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
60,477,1920,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
60,477,1920,233,Tablets,,,4 feet,Moved tablets to the table
60,477,4221,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
60,477,5368,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,477,5368,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
60,477,5368,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
60,477,5368,233,Tablets,,,4 feet,Moved tablets to the table
60,477,5440,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
60,477,5440,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,477,5440,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
60,477,5440,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
60,477,5440,233,Tablets,,,4 feet,Moved tablets to the table
60,477,5935,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
60,477,5935,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
60,478,1775,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
60,478,1775,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,478,1775,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
60,478,1775,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
60,478,1775,233,Tablets,,,4 feet,Moved tablets to the table
60,478,1925,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
60,478,2075,100,Laptops,24 feet,48,24 feet,Increasing laptop footage
60,478,2075,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
60,478,2075,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
60,478,2075,233,Tablets,,,4 feet,Moved tablets to the table
60,478,2243,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
60,478,2243,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,478,2243,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
60,478,2243,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
60,478,2243,233,Tablets,,,4 feet,Moved tablets to the table
60,478,2538,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
60,478,3239,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,478,3239,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
60,478,3239,233,Tablets,,,4 feet,Moved tablets to the table
60,478,3239,267,Tonies,,,4 feet,Repurposed tablet – footage
60,478,3239,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
60,478,3258,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
60,478,3258,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,478,3258,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
60,478,3258,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
60,478,3258,233,Tablets,,,4 feet,Moved tablets to the table
60,478,5396,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
60,478,5396,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
60,478,5396,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
60,514,2385,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,514,2385,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
60,514,2385,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
60,514,2385,233,Tablets,,,4 feet,Moved tablets to the table
60,514,2403,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
60,514,2403,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,514,2403,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
60,514,2403,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
60,514,2403,233,Tablets,,,8 feet,Moved tablets to the table
60,514,2516,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
60,514,2571,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
60,514,3794,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
60,514,5041,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
60,514,5041,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
60,514,5073,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
60,514,5073,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
60,514,5073,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
60,514,5073,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
60,514,5073,233,Tablets,,,4 feet,Moved tablets to the table
75,281,1968,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,281,1968,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,281,1968,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
75,281,1968,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,281,1968,233,Tablets,,,4 feet,Moved tablets to the table
75,281,2009,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
75,281,2009,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
75,281,2009,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,281,2045,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,281,2577,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,281,2577,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,281,2577,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,281,2577,233,Tablets,,,4 feet,Moved tablets to the table
75,281,3489,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,281,3780,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,281,3780,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,281,5344,100,Laptops,16 feet,28,12 feet,Increasing laptop footage
75,281,5344,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,282,1875,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,282,1875,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,282,1875,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,282,1875,233,Tablets,,,4 feet,Moved tablets to the table
75,282,2279,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,282,2279,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,282,2435,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
75,282,2435,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
75,282,2435,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,282,3490,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,282,3490,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,282,3490,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
75,282,3490,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
75,282,3490,233,Tablets,,,8 feet,Moved tablets to the table
75,282,5228,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
75,282,5228,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,287,1523,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,287,1523,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,287,1525,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,287,1525,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
75,287,1525,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,287,1525,233,Tablets,,,8 feet,Moved tablets to the table
75,287,2795,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,287,2795,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,287,3869,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,287,3869,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,287,4191,100,Laptops,8 feet,16 feet,8 feet,Increasing laptop footage
75,287,4350,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,287,4350,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,287,4350,233,Tablets,,,4 feet,Moved tablets to the table
75,287,4350,267,Tonies,,,4 feet,Repurposed tablet – footage
75,287,4350,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
75,287,7032,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,288,1631,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,288,1631,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
75,288,1631,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,288,1631,233,Tablets,,,4 feet,Moved tablets to the table
75,288,1682,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,288,1682,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,288,1682,233,Tablets,,,4 feet,Moved tablets to the table
75,288,1682,267,Tonies,,,4 feet,Repurposed tablet – footage
75,288,1682,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
75,288,1687,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,288,1687,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,288,1687,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,288,1687,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,288,1687,233,Tablets,,,4 feet,Moved tablets to the table
75,288,1759,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,288,1759,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,288,1759,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
75,288,1759,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
75,288,1759,233,Tablets,,,8 feet,Moved tablets to the table
75,288,1773,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,288,1773,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,288,1773,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,288,1773,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,288,1773,233,Tablets,,,4 feet,Moved tablets to the table
75,288,3214,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,288,3214,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,288,3214,233,Tablets,,,4 feet,Moved tablets to the table
75,288,3214,267,Tonies,,,4 feet,Repurposed tablet – footage
75,288,3214,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
75,288,3219,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,288,3219,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,288,3219,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,288,3219,233,Tablets,,,4 feet,Moved tablets to the table
75,288,3219,267,Tonies,,,4 feet,Repurposed tablet – footage
75,288,3219,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
75,288,3265,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,288,3265,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,288,3265,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,288,3265,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,288,3265,233,Tablets,,,4 feet,Moved tablets to the table
75,288,4623,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,289,1688,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,289,1688,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,289,1688,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,289,1688,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,289,1688,233,Tablets,,,4 feet,Moved tablets to the table
75,289,1811,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,289,1811,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,289,1841,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,289,1841,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,289,1841,233,Tablets,,,4 feet,Moved tablets to the table
75,289,1841,267,Tonies,,,4 feet,Repurposed tablet – footage
75,289,1841,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
75,289,2529,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,289,2529,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,289,2529,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
75,289,2529,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,289,2529,233,Tablets,,,4 feet,Moved tablets to the table
75,289,3216,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,289,3216,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,289,3216,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,289,3216,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,289,3216,233,Tablets,,,4 feet,Moved tablets to the table
75,289,3644,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,289,3644,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,289,3644,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,289,4064,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,289,4064,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,289,5253,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,289,5253,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
75,289,5253,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,289,5253,233,Tablets,,,4 feet,Moved tablets to the table
75,289,5488,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,289,5488,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
75,289,5488,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,289,5488,233,Tablets,,,4 feet,Moved tablets to the table
75,289,5922,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
75,289,5922,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,290,1424,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,290,1424,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,290,1524,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,290,1969,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,290,1969,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,290,1969,233,Tablets,,,4 feet,Moved tablets to the table
75,290,1969,267,Tonies,,,4 feet,Repurposed tablet – footage
75,290,1969,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
75,290,2808,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,290,2808,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,290,2808,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,290,2808,233,Tablets,,,4 feet,Moved tablets to the table
75,290,2821,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,290,2821,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,290,2821,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,290,2821,233,Tablets,,,4 feet,Moved tablets to the table
75,290,4476,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,290,4476,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,290,4476,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,290,4476,233,Tablets,,,4 feet,Moved tablets to the table
75,291,1833,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,291,1833,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,291,1833,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,291,1833,233,Tablets,,,4 feet,Moved tablets to the table
75,291,1833,267,Tonies,,,4 feet,Repurposed tablet – footage
75,291,1833,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
75,291,1852,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,291,2136,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,291,2438,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,291,2520,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
75,291,2520,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
75,291,2520,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,291,3588,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,291,3588,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,291,3588,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,291,3588,233,Tablets,,,4 feet,Moved tablets to the table
75,291,4258,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,291,4258,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,291,4258,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
75,291,4258,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
75,291,4258,233,Tablets,,,8 feet,Moved tablets to the table
75,291,4638,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,291,5343,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,291,5343,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
75,291,5343,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,291,5343,233,Tablets,,,4 feet,Moved tablets to the table
75,293,1867,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
75,293,1867,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,293,1867,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,293,1867,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
75,293,1867,233,Tablets,,,4 feet,Moved tablets to the table
75,293,2248,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,293,2248,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,293,2248,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,293,2248,233,Tablets,,,4 feet,Moved tablets to the table
75,293,2412,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,293,2412,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,293,2436,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,293,2436,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,293,2850,100,Laptops,16 feet,28,12 feet,Increasing laptop footage
75,293,2850,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,293,3720,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,293,3720,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,293,3720,233,Tablets,,,4 feet,Moved tablets to the table
75,293,3720,267,Tonies,,,4 feet,Repurposed tablet – footage
75,293,3720,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
75,293,3804,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,312,1243,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,312,1243,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,312,1292,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,312,1292,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,312,1292,233,Tablets,,,4 feet,Moved tablets to the table
75,312,1292,267,Tonies,,,4 feet,Repurposed tablet – footage
75,312,1292,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
75,312,1301,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,312,1301,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,312,1301,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,312,1301,233,Tablets,,,4 feet,Moved tablets to the table
75,312,1309,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,312,1309,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,312,1309,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
75,312,1309,233,Tablets,,,4 feet,Moved tablets to the table
75,312,1652,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,312,1652,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,312,1652,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
75,312,1652,233,Tablets,,,4 feet,Moved tablets to the table
75,312,2312,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,312,2337,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,312,3770,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
75,314,1345,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
75,314,1465,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
75,314,1465,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,314,1465,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
75,314,1465,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
75,314,1465,233,Tablets,,,4 feet,Moved tablets to the table
75,314,1486,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
75,314,1486,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
