Store Number,Item Number,Billed Qty (Eaches),Actual Qty (Eaches),Difference
4279,578471360,144,24,120
4279,579018526,24,1,23
4279,583271930,6,3,3
4279,584746992,36,6,30
4279,585483928,72,12,60
4279,586940352,12,1,11
4279,595621004,12,2,10
4279,652763645,12,2,10
4279,653466998,60,10,50
4279,655978596,24,8,16
4279,656827097,18,6,12
4279,658942524,288,12,276
4279,659337445,24,8,16
4279,666810356,4,1,3
4279,669772431,6,3,3
4279,670122381,36,12,24
4279,671445341,12,3,9
4367,553473452,24,6,18
4367,554711016,24,4,20
4367,566379415,16,4,12
4367,567451576,72,12,60
4367,567451628,36,6,30
4367,576025422,72,6,66
4367,578306309,48,8,40
4367,579018526,96,4,92
4367,584746992,36,6,30
4367,650707944,48,8,40
4367,653466998,60,10,50
4371,553473452,48,12,36
4371,554711016,48,8,40
4371,566379415,32,8,24
4371,567451560,36,6,30
4371,567451576,180,30,150
4371,567451628,36,6,30
4371,576025422,288,24,264
4371,579018526,48,2,46
4371,584746992,72,12,60
4371,585483928,48,8,40
4371,586940352,12,1,11
4371,650707944,48,8,40
4371,653466998,60,10,50
4371,656827097,18,6,12
4373,553473452,48,12,36
4373,554711016,24,4,20
4373,566379415,16,4,12
4373,567451576,108,18,90
4373,567451628,36,6,30
4373,576025422,144,12,132
4373,578306309,48,8,40
4373,579018526,72,3,69
4373,584746992,36,6,30
4373,585483928,48,8,40
4373,586940352,24,2,22
4373,650707944,48,8,40
4373,653466998,60,10,50
4453,553473452,24,6,18
4453,554711016,48,8,40
4453,566379415,16,4,12
4453,567451560,36,6,30
4453,567451576,36,6,30
4453,567451628,36,6,30
4453,576025422,72,6,66
4453,578306309,24,4,20
4453,579018526,48,2,46
4453,585483928,24,4,20
4453,650707944,72,12,60
4453,653466998,60,10,50
4509,553473452,96,24,72
4509,554711016,24,4,20
4509,566379415,48,12,36
4509,566906323,72,24,48
4509,567451560,36,6,30
4509,567451576,396,66,330
4509,567451628,108,18,90
4509,568485714,4,1,3
4509,576025422,144,12,132
4509,577632500,96,24,72
4509,578306309,24,4,20
4509,578471360,48,8,40
4509,579018526,24,1,23
4509,584746992,72,12,60
4509,585483928,72,12,60
4509,586940352,48,4,44
4509,595421004,4,1,3
4509,595621004,12,2,10
4509,652763645,36,6,30
4509,653466998,30,5,25
4509,655978596,24,8,16
4509,656827097,18,6,12
4509,658942524,288,12,276
4509,658942525,120,8,112
4509,671445341,12,3,9
4605,553473452,48,12,36
4605,554711016,24,4,20
4605,566379415,16,4,12
4605,567451560,36,6,30
4605,567451576,144,24,120
4605,567451628,36,6,30
4605,576025422,72,6,66
4605,576690975,24,4,20
4605,577632500,72,18,54
4605,579018526,24,1,23
4605,584746992,72,12,60
4605,585483928,24,4,20
4605,586940352,36,3,33
4605,650707944,24,4,20
4605,653466998,60,10,50
4605,656827097,18,6,12
4605,659337445,12,4,8
4674,553473452,48,12,36
4674,554711016,24,4,20
4674,566379415,16,4,12
4674,567451560,36,6,30
4674,567451576,108,18,90
4674,567451628,36,6,30
4674,576025422,144,12,132
4674,578306309,24,4,20
4674,579018526,24,1,23
4674,584746992,36,6,30
4674,585483928,24,4,20
4674,650707944,48,8,40
4674,653466998,30,5,25
5191,553473452,72,18,54
5191,554711016,24,4,20
5191,566379415,48,12,36
5191,566906323,36,12,24
5191,567451560,72,12,60
5191,567451576,216,36,180
5191,567451628,36,6,30
5191,576025422,72,6,66
5191,577632500,96,24,72
5191,578306309,24,4,20
5191,578471360,24,4,20
5191,579018526,120,5,115
5191,583271930,4,2,2
5191,584746992,72,12,60
5191,585483928,96,16,80
5191,586940352,12,1,11
5191,595621004,36,6,30
5191,650707944,840,140,700
5191,652763645,36,6,30
5191,653466998,90,15,75
5191,655978596,12,4,8
5191,658942524,288,12,276
5191,658942525,120,8,112
5191,659337445,60,20,40
5191,669772431,8,4,4
5204,553473452,24,6,18
5204,566379415,16,4,12
5204,567451560,36,6,30
5204,567451576,72,12,60
5204,567451628,36,6,30
5204,576025422,72,6,66
5204,578306309,72,12,60
5204,579018526,24,1,23
5204,584746992,36,6,30
5204,585483928,48,8,40
5204,586940352,12,1,11
5204,650707944,48,8,40
5204,653466998,30,5,25
5210,553473452,72,18,54
5210,554711016,24,4,20
5210,566379415,48,12,36
5210,566906323,12,4,8
5210,567451560,36,6,30
5210,567451576,216,36,180
5210,567451628,144,24,120
5210,568485714,4,1,3
5210,576025422,72,6,66
5210,577632500,72,18,54
5210,578306309,24,4,20
5210,578471360,48,8,40
5210,579018526,96,4,92
5210,583271930,4,2,2
5210,584746992,36,6,30
5210,585483928,72,12,60
5210,595621004,12,2,10
5210,652763645,12,2,10
5210,653466998,30,5,25
5210,655978596,12,4,8
5210,656827097,18,6,12
5210,658942524,288,12,276
5210,658942525,1200,80,1120
5210,659337445,36,12,24
5210,670122381,24,8,16
5210,671445341,60,15,45
5288,553473452,48,12,36
5288,566379415,48,12,36
5288,566906323,12,4,8
5288,567451560,36,6,30
5288,567451576,108,18,90
5288,567451628,36,6,30
5288,568162295,3,1,2
5288,568485714,8,2,6
5288,576025422,144,12,132
5288,577632500,24,6,18
5288,578306309,24,4,20
5288,578471360,48,8,40
5288,579018526,24,1,23
5288,583271930,10,5,5
5288,585483928,72,12,60
5288,586940352,12,1,11
5288,595421004,4,1,3
5288,595621004,12,2,10
5288,650707944,672,112,560
5288,652763645,24,4,20
5288,653466998,60,10,50
5288,656827097,18,6,12
5288,658942524,288,12,276
5288,659337445,48,16,32
5288,669772431,16,8,8
5389,553473452,72,18,54
5389,554711016,24,4,20
5389,566379415,48,12,36
5389,566906323,12,4,8
5389,567451560,72,12,60
5389,567451576,360,60,300
5389,567451628,108,18,90
5389,573415795,6,1,5
5389,576025422,288,24,264
5389,576886796,4,1,3
5389,577632500,48,12,36
5389,578306309,48,8,40
5389,578471360,72,12,60
5389,579018526,288,12,276
5389,583271930,6,3,3
5389,584746992,36,6,30
5389,585483928,96,16,80
5389,586940352,48,4,44
5389,595421004,8,2,6
5389,650707944,24,4,20
5389,652763645,12,2,10
5389,653466998,30,5,25
5389,655978596,12,4,8
5389,656827097,18,6,12
5389,658942524,288,12,276
5389,659337445,12,4,8
5389,666810356,4,1,3
5389,669772431,4,2,2
5389,670122381,60,20,40
5389,671445341,12,3,9
5673,553473452,96,24,72
5673,554711016,24,4,20
5673,566379415,48,12,36
5673,566906323,36,12,24
5673,567451560,72,12,60
5673,567451576,216,36,180
5673,567451628,72,12,60
5673,576025422,72,6,66
5673,576886796,4,1,3
5673,577632500,72,18,54
5673,578471360,48,8,40
5673,579018526,24,1,23
5673,583271930,4,2,2
5673,584746992,36,6,30
5673,585483928,72,12,60
5673,586940352,12,1,11
5673,595621004,12,2,10
5673,598977946,18,3,15
5673,650707944,48,8,40
5673,652763645,12,2,10
5673,653466998,30,5,25
5673,655978596,12,4,8
5673,658942524,288,12,276
5673,658942525,120,8,112
5673,670122381,72,24,48
5673,671445341,12,3,9
5700,553473452,24,6,18
5700,554711016,24,4,20
5700,566379415,16,4,12
5700,567451560,36,6,30
5700,567451576,36,6,30
5700,567451628,36,6,30
5700,578306309,24,4,20
5700,579018526,24,1,23
5700,584746992,36,6,30
5700,585483928,24,4,20
5700,650707944,24,4,20
5700,653466998,30,5,25
5700,656827097,18,6,12
5810,554711016,24,4,20
5810,566379415,16,4,12
5810,566906323,12,4,8
5810,567451560,36,6,30
5810,567451576,36,6,30
5810,567451628,36,6,30
5810,568485714,4,1,3
5810,576025422,144,12,132
5810,578306309,24,4,20
5810,578471360,48,8,40
5810,578716846,12,2,10
5810,579018526,24,1,23
5810,583271930,4,2,2
5810,584746992,36,6,30
5810,585483928,72,12,60
5810,586940352,24,2,22
5810,652763645,12,2,10
5810,653466998,60,10,50
5810,655978596,12,4,8
5810,658942524,288,12,276
5810,658942525,120,8,112
5810,669772431,6,3,3
5810,670122381,60,20,40
5810,671445341,12,3,9
5823,553473452,48,12,36
5823,554711016,24,4,20
5823,566379415,48,12,36
5823,566906323,84,28,56
5823,567451560,36,6,30
5823,567451576,216,36,180
5823,567451628,108,18,90
5823,568162295,3,1,2
5823,568485714,4,1,3
5823,576025422,144,12,132
5823,577632500,48,12,36
5823,578306309,24,4,20
5823,578471360,144,24,120
5823,579018526,120,5,115
5823,583271930,6,3,3
5823,584746992,36,6,30
5823,585483928,72,12,60
5823,586940352,12,1,11
5823,595421004,12,3,9
5823,595621004,12,2,10
5823,652763645,12,2,10
5823,653466998,30,5,25
5823,655978596,12,4,8
5823,656827097,18,6,12
5823,658942525,120,8,112
5823,659337445,48,16,32
5823,669772431,2,1,1
5823,670122381,180,60,120
5823,671445341,12,3,9
5987,553473452,48,12,36
5987,554711016,96,16,80
5987,566379415,80,20,60
5987,566906323,24,8,16
5987,567451560,72,12,60
5987,567451576,216,36,180
5987,567451628,144,24,120
5987,568485714,4,1,3
5987,576025422,144,12,132
5987,577632500,48,12,36
5987,578306309,72,12,60
5987,578471360,96,16,80
5987,579018526,120,5,115
5987,583271930,4,2,2
5987,584746992,72,12,60
5987,585483928,72,12,60
5987,586940352,24,2,22
5987,595421004,4,1,3
5987,595621004,36,6,30
5987,650707944,72,12,60
5987,652763645,24,4,20
5987,653466998,60,10,50
5987,655978596,24,8,16
5987,656827097,18,6,12
5987,658942524,288,12,276
5987,658942525,360,24,336
5987,659337445,24,8,16
5987,669772431,8,4,4
5987,670122381,12,4,8
5987,671445341,12,3,9
6286,553473452,48,12,36
6286,554711016,24,4,20
6286,566379415,112,28,84
6286,566906323,72,24,48
6286,567451560,72,12,60
6286,567451576,216,36,180
6286,567451628,72,12,60
6286,568162295,3,1,2
6286,568485714,16,4,12
6286,576025422,288,24,264
6286,577632500,48,12,36
6286,578306309,72,12,60
6286,578471360,72,12,60
6286,579018526,192,8,184
6286,583271930,12,6,6
6286,584746992,72,12,60
6286,585483928,96,16,80
6286,586940352,48,4,44
6286,595621004,12,2,10
6286,598977946,18,3,15
6286,650707944,120,20,100
6286,652763645,36,6,30
6286,653466998,60,10,50
6286,655978596,12,4,8
6286,656827097,18,6,12
6286,658942524,288,12,276
6286,659337445,84,28,56
6286,666810356,4,1,3
6286,669772431,14,7,7
6286,670122381,36,12,24
6286,671445341,48,12,36
6459,553473452,24,6,18
6459,554711016,24,4,20
6459,566379415,16,4,12
6459,567451560,36,6,30
6459,567451576,108,18,90
6459,567451628,36,6,30
6459,576025422,72,6,66
6459,577632500,24,6,18
6459,578306309,24,4,20
6459,579018526,96,4,92
6459,584746992,36,6,30
6459,585483928,24,4,20
6459,586940352,12,1,11
6459,650707944,72,12,60
6459,653466998,30,5,25
6459,656827097,18,6,12
6467,553473452,48,12,36
6467,566379415,32,8,24
6467,566906323,12,4,8
6467,567451560,72,12,60
6467,567451576,252,42,210
6467,567451628,108,18,90
6467,568485714,4,1,3
6467,573415795,6,1,5
6467,576025422,216,18,198
6467,577632500,48,12,36
6467,578306309,24,4,20
6467,578471360,24,4,20
6467,579018526,72,3,69
6467,583271930,10,5,5
6467,584746992,72,12,60
6467,585483928,96,16,80
6467,586940352,48,4,44
6467,595421004,8,2,6
6467,595621004,36,6,30
6467,650707944,72,12,60
6467,652763645,12,2,10
6467,653466998,60,10,50
6467,655978596,12,4,8
6467,656827097,18,6,12
6467,658942524,288,12,276
6467,658942525,120,8,112
6467,659337445,24,8,16
6467,666810356,8,2,6
6467,669772431,2,1,1
6467,671445341,12,3,9
6929,553473452,48,12,36
6929,554711016,24,4,20
6929,566379415,48,12,36
6929,566906323,24,8,16
6929,567451560,72,12,60
6929,567451576,288,48,240
6929,567451628,108,18,90
6929,568485714,4,1,3
6929,576025422,216,18,198
6929,577632500,72,18,54
6929,578306309,48,8,40
6929,578471360,120,20,100
6929,578648693,16,4,12
6929,579018526,144,6,138
6929,583271930,4,2,2
6929,584746992,72,12,60
6929,585483928,72,12,60
6929,586940352,12,1,11
6929,595621004,12,2,10
6929,650707944,120,20,100
6929,652763645,36,6,30
6929,653466998,60,10,50
6929,655978596,12,4,8
6929,656827097,18,6,12
6929,658942524,288,12,276
6929,658942525,120,8,112
6929,659337445,60,20,40
6929,659479100,24,1,23
6929,669772431,8,4,4
6929,670122381,60,20,40
6929,671445341,24,6,18
7156,553473452,120,30,90
7156,554711016,24,4,20
7156,566379415,48,12,36
7156,566906323,12,4,8
7156,567451560,72,12,60
7156,567451576,252,42,210
7156,567451628,108,18,90
7156,568162295,3,1,2
7156,568485714,4,1,3
7156,576025422,72,6,66
7156,576886796,4,1,3
7156,577632500,96,24,72
7156,578306309,48,8,40
7156,578471360,120,20,100
7156,579018526,24,1,23
7156,583271930,2,1,1
7156,584746992,36,6,30
7156,585483928,72,12,60
7156,586940352,36,3,33
7156,595421004,4,1,3
7156,650707944,888,148,740
7156,652763645,12,2,10
7156,653466998,60,10,50
7156,655978596,12,4,8
7156,656827097,18,6,12
7156,658942524,288,12,276
7156,658942525,120,8,112
7156,659337445,36,12,24
7156,666810356,12,3,9
7156,669772431,6,3,3
7156,670122381,48,16,32
7156,671445341,12,3,9
7224,553473452,24,6,18
7224,554711016,24,4,20
7224,567451576,36,6,30
7224,567451628,36,6,30
7224,576025422,72,6,66
7224,579018526,24,1,23
7224,584746992,36,6,30
7224,585483928,48,8,40
7224,650707944,24,4,20
7224,653466998,30,5,25
7232,553473452,24,6,18
7232,554711016,24,4,20
7232,566379415,16,4,12
7232,567451560,36,6,30
7232,567451576,36,6,30
7232,577632500,24,6,18
7232,578306309,24,4,20
7232,585483928,24,4,20
7232,650707944,24,4,20
7232,653466998,30,5,25
8930,4045763,24,3,21
8930,553473452,24,6,18
8930,554711016,24,4,20
8930,566379415,16,4,12
8930,566906323,36,12,24
8930,567451560,36,6,30
8930,567451576,144,24,120
8930,576025422,216,18,198
8930,576886796,4,1,3
8930,578471360,72,12,60
8930,579018526,24,1,23
8930,583271930,2,1,1
8930,584746992,36,6,30
8930,585483928,24,4,20
8930,586940352,12,1,11
8930,595421004,4,1,3
8930,653466998,60,10,50
8930,655978596,12,4,8
8930,658942524,288,12,276
8930,658942525,120,8,112
