Location Number,June 3 Hours,Week 19 (6/4-5) Additional Hours
3852,8,18
3853,8,18
3857,13,28
3858,8,18
3860,13,28
3861,13,28
3864,13,28
3867,13,28
3868,13,28
3869,13,28
3872,13,28
3874,13,28
3875,8,18
3876,8,18
3877,13,28
3884,13,28
3886,13,28
3887,13,28
3888,13,28
3889,13,28
3891,13,28
3893,13,28
3894,13,28
3896,13,28
3897,16,33
3912,8,18
3947,13,28
4049,13,28
4055,16,33
4063,13,28
4064,13,28
4065,13,28
4068,13,28
4101,8,18
4102,11,23
4103,13,28
4108,16,33
4111,16,33
4112,13,28
4115,13,28
4118,16,33
4129,13,28
4130,16,33
4131,13,28
4132,13,28
4137,13,28
4144,13,28
4153,13,28
4156,8,18
4161,8,18
4162,13,28
4163,13,28
4164,8,18
4165,13,28
4166,8,18
4168,8,18
4171,13,28
4176,13,28
4183,13,28
4185,13,28
4187,13,28
4191,13,28
4194,16,33
4195,13,28
4200,13,28
4201,8,18
4202,13,28
4203,16,33
4208,13,28
4209,8,18
4215,8,18
4216,13,28
4219,13,28
4221,13,28
4223,13,28
4224,13,28
4226,8,18
4230,13,28
4231,13,28
4232,13,28
4235,13,28
4237,13,28
4238,13,28
4239,13,28
4240,13,28
4241,13,28
4243,13,28
4244,8,18
4246,8,18
4247,8,18
4249,8,18
4250,13,28
4252,13,28
4253,8,18
4255,13,28
4256,13,28
4257,8,18
4258,13,28
4259,8,18
4260,13,28
4262,13,28
4272,13,28
4273,13,28
4274,13,28
4276,13,28
4277,13,28
4278,8,18
4279,13,28
4281,8,18
4283,13,28
4284,13,28
4285,13,28
4286,13,28
4288,13,28
4295,13,28
4298,13,28
4299,13,28
4303,13,28
4309,13,28
4317,8,18
4318,13,28
4321,13,28
4322,8,18
4323,13,28
4325,13,28
4330,13,28
4332,13,28
4333,13,28
4334,13,28
4335,13,28
4336,13,28
4337,8,18
4340,13,28
4341,8,18
4348,13,28
4350,8,18
4352,13,28
4355,8,18
4356,13,28
4358,13,28
4359,13,28
4365,16,33
4368,13,28
4370,8,18
4372,8,18
4374,8,18
4377,8,18
4378,8,18
4379,8,18
4381,13,28
4383,13,28
4384,13,28
4387,13,28
4389,8,18
4392,13,28
4393,13,28
4394,13,28
4395,13,28
4399,13,28
4403,13,28
4404,13,28
4405,13,28
4407,13,28
4409,8,18
4410,13,28
4412,13,28
4414,8,18
4416,16,33
4417,13,28
4420,8,18
4423,13,28
4424,13,28
4427,13,28
4428,13,28
4430,13,28
4435,13,28
4436,13,28
4438,13,28
4439,13,28
4440,13,28
4444,13,28
4446,13,28
4450,13,28
4451,13,28
4456,13,28
4457,8,18
4458,13,28
4459,13,28
4460,13,28
4461,8,18
4471,11,23
4472,13,28
4474,8,18
4475,13,28
4476,13,28
4477,13,28
4479,13,28
4482,13,28
4483,13,28
4484,13,28
4487,13,28
4488,8,18
4497,13,28
4499,13,28
4501,13,28
4503,16,33
4506,13,28
4508,11,23
4509,13,28
4511,13,28
4512,16,33
4514,13,28
4520,13,28
4521,13,28
4526,8,18
4529,13,28
4531,13,28
4533,8,18
4538,13,28
4540,8,18
4543,8,18
4553,13,28
4554,13,28
4556,13,28
4557,13,28
4558,13,28
4564,13,28
4567,13,28
4568,8,18
4569,8,18
4570,8,18
4574,13,28
4581,13,28
4583,13,28
4588,13,28
4590,13,28
4593,13,28
4594,13,28
4597,13,28
4599,13,28
4600,13,28
4601,13,28
4606,8,18
4609,13,28
4611,13,28
4612,8,18
4615,13,28
4616,8,18
4623,13,28
4627,13,28
4631,13,28
4635,13,28
4636,8,18
4637,13,28
4638,13,28
4639,8,18
4641,13,28
4643,13,28
4644,13,28
4653,16,33
4660,13,28
4664,13,28
4677,13,28
4678,13,28
4679,13,28
4681,13,28
4682,8,18
4683,13,28
4687,13,28
4689,13,28
4690,13,28
4695,16,33
4696,8,18
4697,13,28
4699,8,18
4734,13,28
4849,13,28
4865,13,28
5003,8,18
5012,13,28
5022,13,28
5023,13,28
5025,13,28
5027,13,28
5028,13,28
5029,13,28
5030,13,28
5031,13,28
5033,8,18
5034,13,28
5035,13,28
5036,13,28
5037,13,28
5038,13,28
5039,13,28
5041,13,28
5044,8,18
5045,13,28
5046,13,28
5048,13,28
5049,13,28
5051,13,28
5054,13,28
5055,13,28
5056,13,28
5057,13,28
5058,13,28
5060,13,28
5063,13,28
5064,13,28
5065,13,28
5066,16,33
5070,13,28
5071,13,28
5075,13,28
5076,13,28
5078,13,28
5079,13,28
5080,13,28
5082,13,28
5085,13,28
5087,13,28
5088,8,18
5090,13,28
5091,13,28
5092,13,28
5095,13,28
5096,13,28
5097,13,28
5099,13,28
5101,13,28
5104,13,28
5105,13,28
5113,13,28
5115,13,28
5116,13,28
5117,13,28
5118,13,28
5123,13,28
5124,13,28
5126,8,18
5127,13,28
5133,13,28
5134,13,28
5136,13,28
5137,13,28
5139,13,28
5141,13,28
5142,13,28
5144,13,28
5145,13,28
5146,13,28
5147,13,28
5150,13,28
5151,13,28
5154,13,28
5155,13,28
5156,13,28
5157,13,28
5159,8,18
5160,13,28
5162,13,28
5165,13,28
5166,8,18
5167,13,28
5168,8,18
5170,8,18
5172,8,18
5173,13,28
5174,13,28
5175,13,28
5184,13,28
5185,13,28
5186,13,28
5189,13,28
5190,13,28
5191,13,28
5192,13,28
5193,13,28
5196,13,28
5197,13,28
5199,13,28
5203,8,18
5210,13,28
5211,13,28
5214,16,33
5215,13,28
5216,13,28
5218,13,28
5219,13,28
5220,13,28
5231,13,28
5232,8,18
5233,13,28
5234,13,28
5235,13,28
5236,13,28
5239,13,28
5240,13,28
5241,13,28
5242,13,28
5244,13,28
5245,13,28
5246,8,18
5247,13,28
5250,13,28
5251,13,28
5252,13,28
5253,13,28
5254,13,28
5260,16,33
5261,16,33
5262,13,28
5263,13,28
5264,13,28
5266,13,28
5270,13,28
5272,13,28
5273,8,18
5275,13,28
5278,13,28
5280,16,33
5282,8,18
5285,13,28
5287,13,28
5288,13,28
5292,13,28
5293,8,18
5295,13,28
5296,13,28
5298,13,28
5299,13,28
5300,13,28
5301,13,28
5303,13,28
5307,13,28
5309,13,28
5311,13,28
5312,13,28
5313,13,28
5316,13,28
5317,13,28
5319,13,28
5320,13,28
5325,13,28
5326,13,28
5329,13,28
5330,13,28
5331,13,28
5334,13,28
5335,13,28
5337,13,28
5341,13,28
5342,13,28
5343,13,28
5346,13,28
5347,13,28
5348,13,28
5350,13,28
5352,16,33
5355,8,18
5356,8,18
5358,13,28
5359,13,28
5360,8,18
5361,13,28
5363,13,28
5368,13,28
5369,13,28
5370,13,28
5373,13,28
5374,8,18
5376,8,18
5379,13,28
5382,13,28
5385,8,18
5386,13,28
5387,8,18
5388,13,28
5389,13,28
5390,13,28
5391,13,28
5392,8,18
5394,13,28
5396,13,28
5397,8,18
5398,13,28
5399,8,18
5402,13,28
5403,13,28
5404,16,33
5409,13,28
5410,13,28
5411,8,18
5414,13,28
5416,13,28
5417,13,28
5418,13,28
5419,13,28
5420,13,28
5422,13,28
5424,13,28
5425,13,28
5428,13,28
5429,13,28
5430,13,28
5432,8,18
5433,8,18
5435,13,28
5438,13,28
5439,13,28
5441,13,28
5442,13,28
5443,13,28
5444,8,18
5445,13,28
5446,8,18
5447,13,28
5448,13,28
5449,13,28
5450,13,28
5455,13,28
5458,8,18
5460,13,28
5461,16,33
5462,13,28
5463,13,28
5466,13,28
5469,13,28
5470,8,18
5471,13,28
5472,13,28
5476,13,28
5477,13,28
5479,13,28
5480,13,28
5481,13,28
5482,8,18
5483,13,28
5485,13,28
5486,13,28
5487,13,28
5488,16,33
5489,8,18
5491,13,28
5492,8,18
5494,16,33
5497,13,28
5498,8,18
5499,13,28
5612,13,28
5616,13,28
5617,13,28
5625,13,28
5626,13,28
5628,13,28
5632,13,28
5641,13,28
5644,13,28
5649,8,18
5667,13,28
5668,13,28
5669,13,28
5671,13,28
5672,13,28
5673,13,28
5676,8,18
5686,13,28
5687,8,18
5701,8,18
5703,13,28
5705,13,28
5706,13,28
5707,16,33
5709,13,28
5710,13,28
5713,13,28
5717,16,33
5727,13,28
5728,13,28
5731,8,18
5732,13,28
5735,13,28
5743,13,28
5745,13,28
5747,8,18
5748,13,28
5751,13,28
5752,13,28
5753,13,28
5761,13,28
5763,13,28
5764,13,28
5766,13,28
5768,13,28
5772,13,28
5777,13,28
5779,8,18
5781,13,28
5786,8,18
5787,13,28
5795,13,28
5797,13,28
5799,13,28
5806,13,28
5807,13,28
5808,13,28
5809,13,28
5810,13,28
5812,8,18
5814,13,28
5823,13,28
5835,13,28
5839,13,28
5841,13,28
5842,13,28
5843,13,28
5844,13,28
5845,13,28
5847,13,28
5851,13,28
5853,13,28
5854,8,18
5857,13,28
5858,13,28
5859,13,28
5861,8,18
5864,13,28
5866,13,28
5867,13,28
5869,13,28
5871,13,28
5872,13,28
5879,13,28
5880,13,28
5881,8,18
5882,13,28
5883,13,28
5884,13,28
5886,13,28
5888,13,28
5889,13,28
5890,13,28
5891,13,28
5893,13,28
5894,13,28
5898,13,28
5899,13,28
5911,13,28
5912,13,28
5922,13,28
5927,13,28
5929,13,28
5930,13,28
5931,8,18
5932,13,28
5935,13,28
5936,8,18
5941,8,18
5944,13,28
5947,13,28
5954,13,28
5956,13,28
5957,13,28
5959,13,28
5964,13,28
5965,13,28
5968,13,28
5969,13,28
5976,13,28
5977,13,28
5987,13,28
5992,13,28
6173,13,28
6190,11,23
6286,16,33
6300,16,33
6370,13,28
6392,13,28
6394,13,28
6395,16,33
6397,8,18
6467,16,33
6469,13,28
6476,13,28
6477,13,28
6480,13,28
6576,13,28
6579,16,33
6734,8,18
6789,13,28
6807,16,33
6878,16,33
6879,13,28
6887,8,18
6898,16,33
6929,16,33
6931,13,28
6932,16,33
6951,8,18
6952,8,18
6958,13,28
6963,11,23
6964,16,33
6978,13,28
6998,13,28
7009,11,23
7020,16,33
7032,13,28
7087,11,23
7129,11,23
7156,16,33
7178,16,33
7179,16,33
7181,13,28
7185,16,33
7188,16,33
7194,13,28
7199,16,33
7238,16,33
7243,11,23
7245,13,28
7246,8,18
7247,8,18
7249,8,18
7280,13,28
7281,16,33
7290,13,28
7294,16,33
7301,13,28
7324,13,28
7326,16,33
8331,8,18
8930,13,28
32,13,28
44,13,28
57,13,28
116,13,28
117,13,28
136,13,28
176,13,28
209,8,18
210,13,28
230,8,18
232,13,28
247,13,28
274,13,28
283,13,28
289,13,28
293,13,28
311,13,28
320,13,28
326,13,28
339,13,28
352,13,28
385,13,28
411,13,28
446,13,28
453,13,28
473,13,28
478,13,28
480,8,18
482,13,28
503,13,28
545,13,28
552,13,28
554,13,28
567,13,28
596,13,28
606,13,28
607,13,28
617,13,28
626,13,28
693,13,28
696,13,28
713,13,28
747,13,28
760,13,28
783,13,28
792,13,28
829,13,28
830,13,28
837,8,18
841,13,28
845,8,18
871,13,28
873,13,28
893,13,28
895,13,28
898,13,28
925,13,28
951,13,28
956,13,28
957,13,28
977,13,28
986,13,28
996,13,28
1013,13,28
1046,13,28
1063,13,28
1067,13,28
1078,13,28
1084,13,28
1095,13,28
1119,13,28
1138,13,28
1159,13,28
1166,13,28
1175,13,28
1189,13,28
1323,13,28
1325,13,28
1336,13,28
1365,13,28
1374,13,28
1452,13,28
1471,13,28
1482,13,28
1489,13,28
1501,13,28
1537,13,28
1546,13,28
1550,13,28
1559,13,28
1562,13,28
1576,13,28
1583,13,28
1587,13,28
1610,13,28
1615,13,28
1616,13,28
1629,13,28
1670,13,28
1684,13,28
1691,13,28
1693,13,28
1697,13,28
1701,8,18
1713,13,28
1715,13,28
1716,13,28
1717,13,28
1743,13,28
1751,13,28
1755,13,28
1756,13,28
1779,13,28
1785,13,28
1786,13,28
1795,13,28
1808,13,28
1816,13,28
1821,13,28
1838,8,18
1843,13,28
1844,8,18
1857,13,28
1867,13,28
1869,13,28
1876,13,28
1877,13,28
1887,13,28
1893,13,28
1895,13,28
1906,13,28
1917,13,28
1918,13,28
1919,13,28
1920,13,28
1921,13,28
1922,13,28
1930,13,28
1933,13,28
1963,13,28
1972,13,28
1974,13,28
1979,13,28
1983,13,28
1990,13,28
1992,13,28
2008,13,28
2009,13,28
2020,13,28
2031,13,28
2039,13,28
2041,13,28
2043,13,28
2044,13,28
2052,13,28
2054,13,28
2057,13,28
2090,13,28
2092,13,28
2099,13,28
2109,13,28
2118,13,28
2126,13,28
2138,13,28
2139,13,28
2144,13,28
2150,13,28
2156,13,28
2161,13,28
2163,13,28
2167,13,28
2170,13,28
2177,13,28
2180,13,28
2184,13,28
2190,13,28
2194,13,28
2200,13,28
2206,13,28
2224,13,28
2227,13,28
2228,13,28
2232,13,28
2236,13,28
2248,13,28
2254,8,18
2258,13,28
2264,8,18
2267,13,28
2280,13,28
2286,13,28
2288,13,28
2291,13,28
2297,13,28
2308,13,28
2314,13,28
2315,13,28
2317,13,28
2319,13,28
2321,13,28
2326,13,28
2332,13,28
2333,13,28
2341,13,28
2361,13,28
2373,13,28
2398,13,28
2401,13,28
2418,13,28
2419,13,28
2422,13,28
2435,13,28
2450,13,28
2473,13,28
2490,13,28
2495,13,28
2507,13,28
2518,13,28
2523,13,28
2527,13,28
2530,13,28
2531,13,28
2536,13,28
2538,13,28
2546,13,28
2551,13,28
2553,13,28
2555,13,28
2556,13,28
2558,13,28
2568,13,28
2571,13,28
2582,13,28
2583,13,28
2585,13,28
2594,13,28
2598,13,28
2603,13,28
2604,13,28
2621,13,28
2633,13,28
2636,13,28
2640,13,28
2648,13,28
2659,13,28
2660,13,28
2666,13,28
2681,13,28
2683,13,28
2710,13,28
2711,13,28
2718,8,18
2719,13,28
2747,13,28
2797,13,28
2799,13,28
2815,13,28
2816,13,28
2825,13,28
2830,13,28
2841,13,28
2853,13,28
2865,13,28
2866,13,28
2867,13,28
2885,13,28
2897,13,28
2898,13,28
2899,13,28
2900,13,28
2901,13,28
2902,13,28
2903,13,28
2904,13,28
2905,13,28
2906,13,28
2915,13,28
2916,13,28
2917,13,28
2947,13,28
2952,13,28
2954,13,28
2965,13,28
2989,13,28
3087,13,28
3149,13,28
3200,13,28
3252,13,28
3266,13,28
3276,13,28
3290,13,28
3291,13,28
3292,13,28
3301,13,28
3322,13,28
3420,13,28
3443,13,28
3455,8,18
3478,13,28
3481,13,28
3490,13,28
3491,13,28
3493,13,28
3494,13,28
3524,13,28
3543,13,28
3544,13,28
3545,13,28
3546,13,28
3547,13,28
3548,13,28
3549,13,28
3561,13,28
3562,13,28
3563,13,28
3598,13,28
3650,8,18
3803,13,28
3883,13,28
4621,8,18
5032,13,28
5040,13,28
5047,13,28
5072,13,28
5073,13,28
5077,13,28
5083,13,28
5089,13,28
5103,13,28
5111,13,28
5129,13,28
5130,13,28
5131,13,28
5140,13,28
5152,13,28
5178,13,28
5195,13,28
5200,13,28
5201,13,28
5202,13,28
5227,13,28
5228,13,28
5229,8,18
5274,13,28
5276,13,28
5281,13,28
5294,13,28
5305,13,28
5338,13,28
5339,13,28
5340,13,28
5344,13,28
5345,13,28
5381,13,28
5384,13,28
5426,13,28
5434,13,28
5436,13,28
5440,13,28
5495,13,28
5629,13,28
5848,13,28
5874,13,28
5938,13,28
5939,13,28
5996,13,28
