Market,Region,Store Number,Percentage
361,40,1014,108.86%
361,40,1094,125.00%
361,40,2856,58.50%
361,40,4553,125.00%
361,40,4590,96.20%
362,40,486,63.24%
362,40,577,74.71%
362,40,1151,93.94%
362,40,1599,125.00%
362,40,1691,24.13%
362,40,2490,124.32%
362,40,2855,125.00%
362,40,2955,86.07%
362,40,3273,87.86%
362,40,4475,59.89%
362,40,4611,83.41%
Region Total,40,,78.21%
242,41,497,44.48%
242,41,526,59.71%
242,41,1053,51.99%
242,41,1327,66.63%
242,41,2968,46.10%
242,41,3294,90.04%
242,41,4450,55.56%
242,41,5418,61.75%
242,41,7290,54.98%
243,41,922,85.70%
243,41,1033,66.11%
243,41,1142,40.18%
243,41,1157,66.43%
243,41,1160,103.67%
243,41,1180,61.37%
243,41,1476,114.63%
243,41,2691,115.87%
243,41,5417,70.57%
243,41,7087,12.08%
249,41,884,82.41%
249,41,1141,76.82%
249,41,1459,97.32%
249,41,1580,95.67%
249,41,2787,46.71%
249,41,3435,55.84%
249,41,3529,125.00%
249,41,5443,124.02%
249,41,5483,118.41%
251,41,828,80.99%
251,41,902,125.00%
251,41,995,82.82%
251,41,996,112.80%
251,41,1013,37.98%
251,41,1310,77.90%
251,41,1356,116.12%
251,41,1629,44.47%
251,41,1991,59.21%
251,41,4235,48.91%
251,41,4417,85.60%
253,41,143,50.75%
253,41,204,125.00%
253,41,282,125.00%
253,41,294,48.83%
253,41,430,82.12%
253,41,431,64.82%
253,41,491,107.47%
253,41,653,67.11%
253,41,655,125.00%
253,41,736,60.08%
253,41,3362,101.06%
254,41,257,74.26%
254,41,299,97.55%
254,41,333,59.24%
254,41,694,106.10%
254,41,701,117.27%
254,41,1263,125.00%
254,41,1341,125.00%
254,41,1676,95.15%
254,41,3363,64.31%
254,41,5236,69.66%
254,41,5728,90.61%
256,41,445,22.64%
256,41,589,45.40%
256,41,709,84.88%
256,41,729,125.00%
256,41,760,36.71%
256,41,1165,64.63%
256,41,1170,82.63%
256,41,1675,26.36%
256,41,4118,94.86%
256,41,6931,117.28%
257,41,569,108.45%
257,41,665,90.51%
257,41,689,90.46%
257,41,711,115.52%
257,41,719,100.60%
257,41,825,72.49%
257,41,1048,67.12%
257,41,1190,58.29%
257,41,1234,47.39%
257,41,2654,29.42%
260,41,507,83.93%
260,41,519,69.13%
260,41,571,109.22%
260,41,584,47.81%
260,41,692,91.47%
260,41,720,61.08%
260,41,1210,81.22%
260,41,2628,107.36%
260,41,2783,81.03%
260,41,3894,67.31%
271,41,196,79.81%
271,41,216,105.52%
271,41,222,100.96%
271,41,233,100.42%
271,41,237,67.24%
271,41,252,57.82%
271,41,262,82.39%
271,41,302,89.87%
271,41,352,11.66%
271,41,596,85.07%
271,41,833,76.61%
482,41,923,99.17%
482,41,1275,33.16%
482,41,1518,125.00%
482,41,1557,74.69%
482,41,1601,50.55%
482,41,1655,125.00%
482,41,2786,64.07%
482,41,2788,44.26%
482,41,3781,125.00%
482,41,6476,55.66%
580,41,492,79.61%
580,41,566,58.80%
580,41,617,48.41%
580,41,870,39.80%
580,41,1002,72.48%
580,41,1026,63.46%
580,41,1162,36.64%
580,41,1371,125.00%
580,41,1783,56.10%
580,41,2563,65.37%
580,41,4216,96.14%
Region Total,41,,78.20%
127,42,87,100.63%
127,42,116,26.63%
127,42,278,88.86%
127,42,323,102.84%
127,42,376,118.27%
127,42,448,113.19%
127,42,450,78.65%
127,42,876,69.65%
127,42,1169,54.58%
127,42,3868,113.55%
127,42,6932,121.84%
135,42,23,59.59%
135,42,98,60.60%
135,42,149,94.61%
135,42,244,118.76%
135,42,307,116.90%
135,42,976,112.31%
135,42,1108,63.64%
135,42,1109,52.69%
135,42,1110,125.00%
135,42,1193,62.11%
321,42,16,50.37%
321,42,55,31.92%
321,42,66,38.47%
321,42,67,28.82%
321,42,125,56.89%
321,42,141,89.27%
321,42,209,49.36%
321,42,230,0.00%
321,42,279,37.17%
321,42,358,91.34%
321,42,388,49.76%
321,42,3231,77.45%
322,42,2,51.90%
322,42,54,51.73%
322,42,76,65.71%
322,42,144,67.73%
322,42,359,46.33%
322,42,373,47.66%
322,42,914,39.11%
323,42,1,72.81%
323,42,4,59.04%
323,42,100,63.64%
323,42,4108,54.85%
323,42,5260,87.51%
323,42,5261,62.11%
324,42,85,85.55%
324,42,124,122.78%
324,42,126,105.37%
324,42,3230,67.10%
324,42,4460,92.44%
324,42,5244,100.32%
324,42,5706,94.83%
325,42,33,59.19%
325,42,52,79.75%
325,42,58,59.13%
325,42,127,66.98%
325,42,133,48.42%
325,42,261,47.56%
325,42,296,44.96%
325,42,318,80.24%
325,42,336,51.33%
325,42,1065,74.63%
325,42,5433,27.71%
326,42,5,90.63%
326,42,7,59.50%
326,42,8,39.02%
326,42,24,57.55%
326,42,169,51.55%
326,42,1105,71.33%
326,42,2575,58.90%
326,42,2587,34.09%
326,42,4168,25.88%
327,42,83,72.15%
327,42,102,125.00%
327,42,167,22.27%
327,42,171,97.68%
327,42,289,65.16%
327,42,339,89.48%
327,42,348,83.52%
327,42,530,74.88%
327,42,714,36.38%
327,42,3331,125.00%
328,42,11,110.06%
328,42,18,47.96%
328,42,57,9.89%
328,42,71,61.38%
328,42,119,75.97%
328,42,157,48.33%
328,42,160,13.98%
328,42,281,92.40%
328,42,788,51.66%
328,42,1114,26.99%
328,42,1147,96.74%
334,42,13,61.07%
334,42,17,68.00%
334,42,34,62.22%
334,42,48,59.81%
334,42,59,103.47%
334,42,79,75.18%
334,42,92,45.14%
334,42,267,45.95%
334,42,338,125.00%
334,42,888,57.18%
334,42,7249,36.11%
Region Total,42,,68.46%
47,44,38,66.24%
47,44,49,71.08%
47,44,117,30.84%
47,44,131,99.66%
47,44,148,115.00%
47,44,181,33.52%
47,44,226,50.35%
47,44,240,80.33%
47,44,417,97.11%
47,44,427,98.26%
47,44,468,71.23%
47,44,2123,64.84%
344,44,108,53.56%
344,44,132,125.00%
344,44,134,37.76%
344,44,150,69.00%
344,44,178,65.37%
344,44,221,86.59%
344,44,227,75.74%
344,44,392,63.14%
344,44,499,58.03%
344,44,564,63.82%
344,44,622,101.98%
345,44,41,61.12%
345,44,136,86.03%
345,44,168,82.62%
345,44,207,53.85%
345,44,246,34.62%
345,44,576,69.70%
345,44,823,64.39%
345,44,838,60.42%
345,44,3055,55.71%
347,44,10,39.72%
347,44,12,76.25%
347,44,22,78.92%
347,44,28,58.42%
347,44,50,24.15%
347,44,63,48.29%
347,44,81,33.54%
347,44,90,66.86%
347,44,130,77.24%
347,44,374,54.94%
349,44,113,60.54%
349,44,162,34.26%
349,44,269,75.27%
349,44,271,73.28%
349,44,414,55.24%
349,44,420,75.24%
349,44,479,59.90%
349,44,607,42.72%
349,44,893,25.19%
349,44,1116,97.88%
349,44,1148,64.09%
349,44,3229,47.74%
349,44,5071,60.17%
350,44,129,121.66%
350,44,147,63.05%
350,44,151,46.62%
350,44,158,105.11%
350,44,185,119.53%
350,44,225,82.65%
350,44,232,0.00%
350,44,947,61.89%
350,44,975,48.46%
350,44,1043,52.15%
350,44,1295,82.45%
351,44,31,35.60%
351,44,47,36.64%
351,44,103,71.63%
351,44,121,58.53%
351,44,123,20.96%
351,44,210,54.02%
351,44,231,74.18%
351,44,247,46.64%
351,44,276,33.62%
351,44,340,60.26%
352,44,137,81.45%
352,44,360,71.75%
352,44,387,36.25%
352,44,389,64.36%
352,44,1626,124.07%
352,44,2803,72.40%
352,44,2804,104.34%
352,44,3430,86.80%
352,44,4195,62.68%
352,44,4241,63.66%
353,44,139,73.94%
353,44,212,53.04%
353,44,277,70.01%
353,44,517,93.16%
353,44,544,59.46%
353,44,743,62.78%
353,44,1056,75.64%
353,44,2734,58.10%
353,44,7294,80.41%
353,44,7326,24.88%
356,44,73,63.40%
356,44,324,37.58%
356,44,472,64.17%
356,44,894,86.97%
356,44,992,91.78%
356,44,1597,61.10%
356,44,3295,77.96%
356,44,4615,72.34%
356,44,4637,69.74%
409,44,186,53.44%
409,44,346,15.35%
409,44,794,71.54%
409,44,1099,86.32%
409,44,1221,77.64%
409,44,1507,125.00%
409,44,2428,45.06%
409,44,3103,69.31%
409,44,3283,72.55%
409,44,3492,66.49%
409,44,4321,74.53%
410,44,39,74.42%
410,44,42,97.07%
410,44,72,50.57%
410,44,111,78.18%
410,44,242,125.00%
410,44,368,53.39%
410,44,382,92.22%
410,44,1187,125.00%
410,44,2893,79.96%
410,44,5307,56.96%
Region Total,44,,67.35%
366,46,1218,34.21%
366,46,1324,43.73%
366,46,1325,59.41%
366,46,1411,24.10%
366,46,1612,78.59%
366,46,1846,14.14%
366,46,2922,48.52%
366,46,3379,69.21%
366,46,5031,58.12%
367,46,1149,90.53%
367,46,1240,63.79%
367,46,1291,74.96%
367,46,3807,48.06%
367,46,3884,41.84%
367,46,5626,49.19%
367,46,5799,32.12%
367,46,5858,56.94%
368,46,1549,59.50%
368,46,2554,87.66%
368,46,2777,49.57%
368,46,3407,87.61%
368,46,3896,58.91%
368,46,4336,48.18%
368,46,5331,54.72%
368,46,5369,104.26%
368,46,5429,69.66%
369,46,1532,76.14%
369,46,1533,79.51%
369,46,2512,53.82%
369,46,3241,103.35%
369,46,3465,63.45%
369,46,5124,105.19%
369,46,5189,67.05%
369,46,5330,82.59%
370,46,1598,105.38%
370,46,2113,116.16%
370,46,2515,96.31%
370,46,4232,72.42%
370,46,5190,125.00%
370,46,5329,103.11%
370,46,5835,37.79%
370,46,6477,52.08%
371,46,1512,48.20%
371,46,1746,95.88%
371,46,2768,67.59%
371,46,3771,69.61%
371,46,3799,78.88%
371,46,5768,115.25%
371,46,6480,61.10%
372,46,1334,79.20%
372,46,1381,52.16%
372,46,1646,112.24%
372,46,2112,101.53%
372,46,2482,125.00%
372,46,2766,89.91%
372,46,2767,92.13%
372,46,5428,55.39%
373,46,2671,101.55%
373,46,2778,76.49%
373,46,3360,91.96%
373,46,3751,82.78%
373,46,3833,86.46%
373,46,3861,65.26%
373,46,4430,62.28%
373,46,4451,73.44%
373,46,5186,55.39%
375,46,826,80.50%
375,46,869,77.04%
375,46,873,109.18%
375,46,966,60.69%
375,46,1380,125.00%
375,46,2270,108.16%
375,46,2656,98.51%
375,46,3428,35.65%
375,46,5003,79.85%
384,46,906,29.49%
384,46,1397,65.66%
384,46,1414,86.83%
384,46,2652,50.35%
384,46,2924,125.00%
384,46,3596,108.60%
384,46,5430,125.00%
384,46,5492,125.00%
385,46,824,125.00%
385,46,829,60.75%
385,46,835,114.01%
385,46,850,118.46%
385,46,3423,125.00%
385,46,3731,93.30%
385,46,3732,125.00%
385,46,4201,81.76%
385,46,5491,66.24%
387,46,611,73.12%
387,46,806,66.42%
387,46,851,78.44%
387,46,868,125.00%
387,46,1306,81.94%
387,46,1357,72.67%
387,46,3427,66.74%
387,46,4341,31.66%
387,46,4601,77.46%
387,46,5155,51.40%
387,46,5166,52.56%
Region Total,46,,77.32%
381,47,1315,78.70%
381,47,1412,112.26%
381,47,1456,51.45%
381,47,1457,91.10%
381,47,1461,51.25%
381,47,1617,62.07%
381,47,1778,67.93%
381,47,3778,50.37%
381,47,4471,64.10%
381,47,4653,71.40%
382,47,1485,102.95%
382,47,1508,69.41%
382,47,1565,87.38%
382,47,1567,115.11%
382,47,1956,123.84%
382,47,2608,104.46%
382,47,2923,52.86%
382,47,4412,31.46%
383,47,1872,74.81%
383,47,1901,94.27%
383,47,2084,118.93%
383,47,2147,68.25%
383,47,2259,72.76%
383,47,2455,88.11%
383,47,2607,43.46%
383,47,3259,96.67%
383,47,4247,114.27%
383,47,7199,98.91%
406,47,369,50.85%
406,47,370,58.64%
406,47,372,32.37%
406,47,419,51.83%
406,47,592,64.62%
406,47,652,55.50%
406,47,664,75.12%
406,47,770,64.29%
406,47,790,81.78%
406,47,799,70.57%
406,47,978,40.76%
406,47,1214,86.62%
406,47,1437,48.66%
406,47,2562,82.55%
407,47,35,76.68%
407,47,43,86.50%
407,47,341,71.29%
407,47,418,99.14%
407,47,557,43.72%
407,47,558,63.15%
407,47,993,61.76%
407,47,1282,125.00%
407,47,2784,110.77%
407,47,4209,79.59%
407,47,4322,45.13%
411,47,26,69.25%
411,47,342,63.20%
411,47,378,30.17%
411,47,484,99.19%
411,47,1054,38.35%
411,47,1802,103.50%
411,47,2131,98.95%
411,47,5219,87.88%
411,47,5441,125.00%
411,47,6392,46.30%
427,47,1534,94.20%
427,47,1581,125.00%
427,47,1627,72.34%
427,47,1636,125.00%
427,47,1649,82.65%
427,47,1695,54.22%
427,47,2033,112.62%
427,47,3648,66.84%
427,47,3875,53.48%
427,47,4352,105.56%
427,47,4569,125.00%
429,47,598,125.00%
429,47,637,91.42%
429,47,867,110.91%
429,47,1543,68.68%
429,47,1585,88.64%
429,47,1604,125.00%
429,47,2579,75.94%
429,47,3872,100.36%
429,47,5170,34.65%
429,47,7129,95.40%
430,47,1483,102.71%
430,47,1500,61.14%
430,47,1520,63.63%
430,47,1535,114.97%
430,47,1538,93.26%
430,47,1685,84.01%
430,47,2443,60.48%
430,47,2990,112.83%
430,47,3237,56.21%
430,47,3734,66.14%
430,47,3853,85.88%
430,47,4865,104.23%
432,47,1637,95.25%
432,47,1671,70.00%
432,47,1965,60.86%
432,47,2847,74.75%
432,47,3150,53.15%
432,47,3151,70.89%
432,47,3267,86.05%
432,47,4358,55.34%
432,47,4568,65.08%
432,47,4600,34.44%
432,47,5141,80.23%
432,47,5361,68.73%
433,47,350,54.67%
433,47,645,58.45%
433,47,774,77.40%
433,47,776,65.00%
433,47,885,68.22%
433,47,1326,41.90%
433,47,1460,100.71%
433,47,1943,67.71%
433,47,2432,48.16%
433,47,3278,78.26%
433,47,3395,60.68%
433,47,3823,44.83%
Region Total,47,,77.22%
412,52,1545,103.89%
412,52,1632,96.01%
412,52,1696,125.00%
412,52,2957,98.60%
412,52,3758,68.64%
412,52,3761,104.53%
412,52,4244,38.16%
412,52,4246,42.61%
412,52,4253,51.21%
412,52,5806,84.94%
413,52,751,65.64%
413,52,1393,75.00%
413,52,1435,70.12%
413,52,1491,53.10%
413,52,1683,80.06%
413,52,1723,56.60%
413,52,1764,104.40%
413,52,2935,62.03%
413,52,3394,104.34%
413,52,3762,70.94%
413,52,4606,115.68%
414,52,581,80.36%
414,52,647,109.88%
414,52,748,95.94%
414,52,749,42.13%
414,52,892,91.64%
414,52,1389,26.86%
414,52,1732,108.55%
414,52,1787,93.65%
414,52,2764,116.71%
414,52,4256,46.14%
414,52,5748,100.10%
415,52,646,49.26%
415,52,750,56.23%
415,52,753,125.00%
415,52,841,37.51%
415,52,1496,119.48%
415,52,1506,89.67%
415,52,1509,55.53%
415,52,1528,115.16%
415,52,2004,125.00%
415,52,2716,64.36%
415,52,2889,68.72%
415,52,3630,76.34%
418,52,559,65.91%
418,52,784,90.37%
418,52,797,69.46%
418,52,985,46.22%
418,52,1241,85.58%
418,52,1285,78.43%
418,52,1431,58.09%
418,52,1475,47.08%
418,52,1621,72.34%
418,52,1721,61.61%
418,52,2827,87.50%
418,52,5115,105.33%
419,52,1447,62.90%
419,52,1609,98.05%
419,52,1634,41.10%
419,52,1654,67.10%
419,52,1757,62.21%
419,52,1929,52.44%
419,52,2367,55.90%
419,52,2937,102.71%
419,52,3233,91.19%
419,52,4849,83.14%
421,52,1415,81.20%
421,52,1470,58.16%
421,52,1473,68.11%
421,52,1722,55.33%
421,52,1738,68.98%
421,52,1858,97.71%
421,52,1865,61.68%
421,52,2820,85.46%
421,52,3760,113.81%
421,52,3806,22.00%
421,52,4374,84.88%
422,52,1861,91.41%
422,52,1864,99.43%
422,52,1952,82.46%
422,52,2087,50.28%
422,52,2643,115.54%
422,52,2882,113.45%
422,52,3364,108.06%
422,52,3404,116.31%
422,52,3498,113.30%
423,52,1472,97.09%
423,52,1786,34.49%
423,52,1855,125.00%
423,52,2198,107.20%
423,52,2448,51.28%
423,52,2642,125.00%
423,52,3513,81.54%
423,52,5089,88.81%
423,52,5977,91.09%
423,52,5992,48.31%
424,52,1562,79.40%
424,52,1577,97.69%
424,52,1633,99.99%
424,52,1999,103.76%
424,52,2274,72.68%
424,52,2352,60.90%
424,52,3088,125.00%
424,52,3102,48.46%
424,52,3209,69.18%
424,52,3624,29.56%
424,52,5976,62.52%
426,52,810,85.56%
426,52,886,104.52%
426,52,1005,76.24%
426,52,1152,85.75%
426,52,1332,62.38%
426,52,1361,44.90%
426,52,1526,86.69%
426,52,1546,47.52%
426,52,1625,45.75%
426,52,2714,65.54%
426,52,3590,33.05%
Region Total,52,,78.60%
196,53,1542,50.32%
196,53,1936,82.35%
196,53,2079,70.18%
196,53,2100,78.74%
196,53,2338,70.64%
196,53,2358,54.69%
196,53,2417,93.18%
196,53,2434,84.38%
196,53,2522,65.01%
196,53,2545,76.85%
263,53,802,107.16%
263,53,933,45.63%
263,53,958,50.82%
263,53,1490,125.00%
263,53,1740,75.70%
263,53,1955,125.00%
263,53,2532,125.00%
263,53,3837,125.00%
263,53,5044,19.62%
263,53,5398,106.39%
425,53,882,50.71%
425,53,913,42.81%
425,53,982,102.38%
425,53,1020,43.74%
425,53,1038,84.82%
425,53,1657,102.45%
425,53,1971,108.14%
425,53,2812,76.94%
425,53,3534,74.15%
425,53,4257,103.00%
435,53,1167,56.92%
435,53,1394,104.30%
435,53,1551,91.62%
435,53,1571,55.64%
435,53,2668,97.51%
435,53,2828,98.69%
435,53,3488,66.97%
435,53,4677,82.10%
435,53,5667,49.49%
435,53,5668,36.71%
436,53,1365,114.63%
436,53,1446,97.91%
436,53,1672,121.97%
436,53,1819,49.98%
436,53,2192,107.23%
436,53,2421,73.23%
436,53,3245,93.55%
436,53,4281,87.59%
436,53,5432,60.08%
436,53,5444,39.21%
438,53,847,58.27%
438,53,965,74.24%
438,53,971,48.60%
438,53,979,64.31%
438,53,1007,72.27%
438,53,1277,62.46%
438,53,1669,68.40%
438,53,1679,112.27%
438,53,5127,90.97%
438,53,5373,85.15%
438,53,5397,86.44%
439,53,1202,97.87%
439,53,1316,83.81%
439,53,1430,88.53%
439,53,1449,44.65%
439,53,1471,43.46%
439,53,1727,64.22%
439,53,1828,51.04%
439,53,1982,125.00%
439,53,2509,50.16%
439,53,2958,105.85%
439,53,2986,105.51%
440,53,1366,26.19%
440,53,1453,125.00%
440,53,1908,108.21%
440,53,1931,37.13%
440,53,2127,67.95%
440,53,2271,81.61%
440,53,2510,125.00%
440,53,2813,71.93%
440,53,3268,32.85%
440,53,3643,33.30%
440,53,5090,103.11%
441,53,1138,46.97%
441,53,1176,42.47%
441,53,1267,117.99%
441,53,1274,124.06%
441,53,1305,101.66%
441,53,1396,90.79%
441,53,1799,56.56%
441,53,2335,67.33%
441,53,3505,107.80%
441,53,3857,114.95%
442,53,910,75.11%
442,53,1515,89.50%
442,53,1635,67.49%
442,53,1678,74.43%
442,53,1776,66.34%
442,53,3247,60.33%
442,53,3322,117.22%
442,53,3499,42.61%
442,53,5438,113.52%
442,53,5669,105.85%
444,53,1012,71.15%
444,53,1276,80.56%
444,53,1643,77.37%
444,53,1650,73.52%
444,53,2452,110.24%
444,53,2658,88.93%
444,53,3324,97.97%
444,53,3497,47.23%
444,53,5463,42.35%
444,53,6394,99.54%
Region Total,53,,79.41%
376,54,984,71.20%
376,54,1492,61.51%
376,54,1689,45.02%
376,54,2892,40.73%
376,54,3313,85.81%
376,54,4639,22.59%
376,54,5137,72.88%
376,54,5334,62.95%
378,54,924,46.56%
378,54,953,50.71%
378,54,980,70.10%
378,54,1008,65.30%
378,54,2729,69.84%
378,54,3177,33.98%
378,54,4599,62.44%
378,54,5033,44.43%
378,54,5051,59.07%
379,54,905,70.16%
379,54,1045,57.75%
379,54,1231,55.93%
379,54,1659,78.82%
379,54,3867,65.16%
379,54,4288,63.18%
379,54,4567,64.93%
379,54,5341,50.66%
379,54,5370,71.90%
380,54,1252,27.80%
380,54,1308,55.94%
380,54,2125,44.78%
380,54,2751,99.60%
380,54,3566,38.16%
380,54,4284,59.68%
380,54,5049,73.05%
380,54,5676,36.38%
388,54,921,94.58%
388,54,986,97.99%
388,54,1058,88.89%
388,54,1095,73.69%
388,54,1199,54.37%
388,54,1280,70.17%
388,54,1550,91.00%
388,54,1808,36.89%
388,54,4377,92.34%
388,54,5099,80.60%
388,54,5232,58.12%
388,54,5458,62.46%
389,54,842,34.54%
389,54,962,85.07%
389,54,1001,39.90%
389,54,1019,89.97%
389,54,1273,75.62%
389,54,1384,53.16%
389,54,2672,37.55%
389,54,3018,75.37%
389,54,3382,68.16%
391,54,1200,65.57%
391,54,1434,76.47%
391,54,1896,62.12%
391,54,3227,48.75%
391,54,3582,53.14%
391,54,3805,45.97%
391,54,4335,41.86%
391,54,5123,48.87%
401,54,1699,95.14%
401,54,1708,84.75%
401,54,1888,79.46%
401,54,2921,114.70%
401,54,3366,77.32%
401,54,3454,66.88%
401,54,3789,82.21%
401,54,3848,68.44%
401,54,4208,64.73%
401,54,4272,72.41%
401,54,5234,48.20%
403,54,1440,67.96%
403,54,1686,77.79%
403,54,2207,37.16%
403,54,2307,58.66%
403,54,3232,66.46%
403,54,3568,34.58%
403,54,3589,68.52%
403,54,3620,97.38%
403,54,5233,87.84%
403,54,5235,53.93%
403,54,5350,60.96%
403,54,5763,65.33%
582,54,1572,51.16%
582,54,1768,55.98%
582,54,1827,43.53%
582,54,2511,62.97%
582,54,3208,67.72%
582,54,4068,74.53%
582,54,4438,64.06%
582,54,4689,50.20%
582,54,4696,36.28%
582,54,5167,52.99%
582,54,5270,55.29%
585,54,2223,83.85%
585,54,2293,125.00%
585,54,2752,58.54%
585,54,3533,64.13%
585,54,3824,51.22%
585,54,4734,68.88%
585,54,5957,84.24%
Region Total,54,,64.07%
392,56,1616,101.62%
392,56,2106,73.45%
392,56,2189,81.33%
392,56,2453,66.21%
392,56,3254,103.66%
392,56,3277,90.58%
392,56,3729,76.22%
392,56,4239,83.25%
392,56,4370,106.63%
399,56,1951,30.26%
399,56,2508,61.91%
399,56,2617,56.93%
399,56,2780,91.32%
399,56,2781,57.69%
399,56,2861,93.93%
399,56,2862,63.14%
399,56,3093,74.14%
399,56,3739,55.53%
399,56,5841,43.26%
400,56,1878,104.10%
400,56,1900,36.71%
400,56,1902,60.94%
400,56,1905,49.36%
400,56,1995,59.55%
400,56,2402,89.25%
400,56,2782,61.58%
400,56,2831,29.37%
400,56,3897,46.93%
400,56,5494,62.38%
450,56,1587,27.48%
450,56,1840,59.96%
450,56,1963,28.11%
450,56,1983,54.52%
450,56,2030,64.36%
450,56,2039,59.10%
450,56,5710,44.87%
450,56,5843,28.90%
450,56,5890,59.78%
451,56,2002,65.59%
451,56,2117,28.57%
451,56,2280,46.30%
451,56,2458,49.29%
451,56,4488,29.54%
451,56,5435,69.05%
451,56,5751,60.93%
451,56,5766,90.74%
451,56,5884,45.05%
452,56,1554,75.27%
452,56,1615,53.21%
452,56,1651,68.43%
452,56,1755,24.36%
452,56,2697,92.84%
452,56,2925,82.55%
452,56,3352,72.64%
452,56,3455,58.52%
452,56,3493,92.78%
453,56,1704,125.00%
453,56,1881,51.17%
453,56,2048,68.89%
453,56,2190,62.12%
453,56,2598,78.27%
453,56,3652,65.85%
453,56,3708,68.88%
453,56,4393,58.92%
453,56,5139,18.48%
454,56,1697,58.87%
454,56,1789,46.39%
454,56,2054,53.14%
454,56,2457,95.36%
454,56,2464,64.81%
454,56,2735,29.58%
454,56,3081,39.72%
454,56,5231,29.43%
454,56,5848,28.55%
455,56,1648,80.54%
455,56,1760,66.15%
455,56,1988,62.99%
455,56,2418,69.00%
455,56,3408,67.28%
455,56,3587,51.54%
455,56,3712,87.29%
455,56,4202,89.75%
455,56,4309,48.06%
455,56,5192,62.45%
455,56,5864,78.87%
457,56,1575,59.53%
457,56,1608,35.22%
457,56,1903,65.96%
457,56,1979,52.11%
457,56,2044,39.85%
457,56,2052,55.59%
457,56,2053,27.73%
457,56,2537,108.71%
457,56,2553,69.34%
457,56,5133,75.41%
457,56,5136,36.53%
468,56,1630,106.35%
468,56,1772,73.05%
468,56,1834,38.98%
468,56,1880,96.20%
468,56,1910,43.39%
468,56,2069,69.99%
468,56,2320,49.36%
468,56,2477,56.20%
468,56,5424,41.08%
468,56,5629,19.87%
468,56,5839,67.45%
511,56,1972,56.20%
511,56,2025,67.88%
511,56,2031,36.48%
511,56,2119,69.17%
511,56,2161,30.74%
511,56,2648,53.00%
511,56,2989,60.13%
511,56,5434,50.16%
Region Total,56,,61.42%
394,57,1559,90.22%
394,57,1838,32.26%
394,57,2483,38.53%
394,57,2592,73.76%
394,57,2884,47.19%
394,57,3350,79.13%
394,57,3351,50.21%
394,57,3473,50.58%
394,57,3728,42.94%
396,57,1560,32.69%
396,57,1584,55.33%
396,57,2050,77.84%
396,57,2593,70.85%
396,57,2838,58.06%
396,57,4356,27.32%
396,57,4557,47.37%
396,57,5070,64.24%
396,57,5101,24.23%
405,57,1438,98.52%
405,57,1439,99.38%
405,57,1442,104.89%
405,57,1573,66.85%
405,57,2051,109.06%
405,57,2794,87.68%
405,57,3220,105.63%
405,57,3847,77.85%
405,57,4678,57.03%
405,57,5168,90.88%
446,57,2032,81.25%
446,57,2526,62.25%
446,57,2568,50.51%
446,57,2621,119.30%
446,57,3087,8.02%
446,57,3180,78.33%
446,57,3650,90.34%
446,57,5152,56.44%
447,57,1574,62.41%
447,57,1600,61.73%
447,57,1624,45.19%
447,57,1989,78.57%
447,57,2099,82.04%
447,57,2507,73.16%
447,57,2556,96.50%
447,57,2557,62.52%
447,57,4317,66.40%
447,57,5134,59.99%
448,57,1563,47.81%
448,57,1660,39.80%
448,57,2297,32.53%
448,57,2950,20.15%
448,57,2951,40.35%
448,57,3523,46.53%
448,57,5162,40.94%
448,57,5686,78.13%
449,57,1583,43.64%
449,57,1815,76.43%
449,57,2001,55.87%
449,57,2277,33.72%
449,57,2985,24.02%
449,57,4238,59.52%
449,57,5337,37.75%
449,57,5632,40.71%
449,57,5701,52.73%
465,57,2110,58.60%
465,57,2609,110.03%
465,57,3477,51.10%
465,57,4101,53.74%
465,57,4132,73.18%
465,57,5072,50.40%
465,57,5807,64.59%
465,57,5874,85.20%
470,57,2126,54.24%
470,57,2308,51.96%
470,57,2314,53.87%
470,57,2321,59.89%
470,57,2473,65.20%
470,57,3290,52.95%
470,57,3478,104.79%
470,57,3883,41.27%
470,57,5274,48.45%
484,57,2251,54.00%
484,57,2292,48.68%
484,57,2401,79.31%
484,57,2886,60.01%
484,57,2948,50.83%
484,57,3522,40.69%
484,57,5154,59.74%
581,57,1645,69.84%
581,57,1826,56.34%
581,57,1877,28.38%
581,57,1882,41.21%
581,57,2536,43.75%
581,57,5215,39.56%
581,57,5394,60.49%
581,57,5859,41.00%
581,57,5956,43.89%
Region Total,57,,60.03%
364,58,1175,62.60%
364,58,1230,58.55%
364,58,1299,99.93%
364,58,1328,56.12%
364,58,1369,51.56%
364,58,1417,84.92%
364,58,3730,71.67%
364,58,4252,48.15%
364,58,4355,61.90%
364,58,5303,55.52%
365,58,1364,45.73%
365,58,1370,81.37%
365,58,1474,25.17%
365,58,4203,61.80%
365,58,4325,38.27%
365,58,4337,14.22%
365,58,4543,60.68%
365,58,5342,24.02%
445,58,1588,38.99%
445,58,1692,66.92%
445,58,1693,50.82%
445,58,1879,35.94%
445,58,1914,69.40%
445,58,2333,52.35%
445,58,3276,80.98%
445,58,4340,47.26%
445,58,4392,47.21%
458,58,2150,90.44%
458,58,2253,45.32%
458,58,2291,26.22%
458,58,3516,38.74%
458,58,3947,72.95%
458,58,5023,66.44%
458,58,5305,52.95%
458,58,5938,82.44%
459,58,1700,99.66%
459,58,1917,103.49%
459,58,2177,82.58%
459,58,2479,78.44%
459,58,3494,82.44%
