Store Nbr,Store Name,Shipper vs Non Shipper
1737,VILLA PARK IL,Shipper
1738,HUTCHINSON MN,Shipper
1739,WASHINGTON PA,Shipper
1740,FREEPORT IL,Shipper
1741,MILFORD DE,Shipper
1742,"TURNERSVILLE, NJ",Shipper
1744,PENFIELD NY,Shipper
1745,RICHMOND IN,Shipper
1746,TEMPE AZ,Shipper
1747,PERRIS CA,Shipper
1748,"CHARLESTON (WEST), SC",Shipper
1749,SOMERSWORTH NH,Shipper
1750,MARION OH,Shipper
1752,BAY CITY MI,Shipper
1753,DERRY NH,Shipper
1754,HOWELL MI,Shipper
1757,HERMANTOWN MN,Shipper
1758,NEW CASTLE IN,Shipper
1759,GLOUCESTER VA,Shipper
1760,FOLSOM CA,Shipper
1761,GRANITE CITY IL,Shipper
1762,SEABROOK NH,Shipper
1763,BLUEFIELD VA,Shipper
1764,WINDSOR HEIGHTS IA,Shipper
1765,SOMERSET PA,Shipper
1766,MARIETTA GA,Shipper
1767,SHALLOTTE NC,Shipper
1768,OREM UT,Shipper
1769,DU BOIS PA,Shipper
1770,"EVANS CTY(CRANBERRY), PA",Shipper
1771,STURGIS MI,Shipper
1772,KLAMATH FALLS OR,Shipper
1773,"NEWPORT NEWS, VA",Shipper
1774,SANFORD NC,Shipper
1775,"LEBANON, OR",Shipper
1776,WATERTOWN WI,Shipper
1777,READING PA,Shipper
1778,CODY WY,Shipper
1780,CHARLOTTESVILLE VA,Shipper
1781,"CORTLAND, NY",Shipper
1782,VIENNA WV,Shipper
1783,PRINCETON IN,Shipper
1784,SALEM OR,Shipper
1787,CARROLL IA,Shipper
1788,"SCARBOROUGH, ME",Shipper
1789,LODI CA,Shipper
1790,"MONROE, MI",Shipper
1791,FREMONT MI,Shipper
1792,ST MARYS PA,Shipper
1793,WOODBURN OR,Shipper
1794,BLOOMSBURG PA,Shipper
1796,AMHERST NH,Shipper
1797,THOMASTON ME,Shipper
1798,CARO MI,Shipper
1799,PORTAGE WI,Shipper
1800,GARLAND TX,Shipper
1801,ARLINGTON TX,Shipper
1802,"TOPEKA, KS (HYPERMART)",Shipper
1803,SAN ANTONIO NACOGDOCHES &,Shipper
1804,FORT WAYNE IN,Shipper
1805,LAQUINTA CA,Shipper
1806,"JOHNSTOWN, NY",Shipper
1807,WEST BERLIN NJ,Shipper
1809,JONESVILLE MI,Shipper
1810,FISHKILL NY,Shipper
1811,NORFOLK VA,Shipper
1812,WOOSTER OH,Shipper
1813,"VILLAGE OF NEWARK, NY",Shipper
1814,ELGIN IL,Shipper
1815,FRESNO CA,Shipper
1817,HERMISTON OR,Shipper
1819,MENOMONIE WI,Shipper
1820,KITTANNING PA,Shipper
1823,HANOVER PA,Shipper
1825,MANASSAS VA,Shipper
1826,VISALIA CA,Shipper
1827,PARK CITY UT,Shipper
1828,"PLOVER, WI",Shipper
1829,MARION SC,Shipper
1830,AUBURN NY,Shipper
1831,LIVERPOOL NY,Shipper
1832,"CATHEDRAL CITY, CA",Shipper
1833,FREDERICKSBURG VA,Shipper
1834,GRANTS PASS OR,Shipper
1835,"VESTAL, NY",Shipper
1836,ADRIAN MI,Shipper
1837,HUMBLE TX,Shipper
1839,LORAIN OH,Shipper
1840,MANTECA CA,Shipper
1841,"CHESAPEAKE, VA",Shipper
1842,GREENSBORO NC,Shipper
1845,"COOPER CITY (DAVIE), FL",Shipper
1846,DOUGLAS AZ,Shipper
1847,OCALA FL,Shipper
1848,"GLEN ELLYN, IL",Shipper
1849,WINSTON-SALEM NC,Shipper
1850,"CHAMBERSBURG, PA",Shipper
1851,"NORTH LAUDERDALE, FL",Shipper
1852,"WOODBRIDGE, VA",Shipper
1853,HEMET CA,Shipper
1854,"HATILLO, PR",Shipper
1855,"EDEN PRAIRIE, MN",Shipper
1856,"BANGOR, ME",Shipper
1858,"MONTEVIDEO, MN",Shipper
1859,"CALEXICO, CA",Shipper
1860,"ELKTON, MD",Shipper
1861,"OAK PARK HEIGHTS, MN",Shipper
1862,"RIALTO, CA",Shipper
1863,"EASTLAKE, OH",Shipper
1864,"BROOKLYN PARK, MN",Shipper
1865,"REDWOOD FALLS, MN",Shipper
1866,"FARMINGTON, ME",Shipper
1868,"AUBURN, ME",Shipper
1870,PULLMAN WA,Shipper
1871,"WATERTOWN, NY",Shipper
1872,"HELENA, MT",Shipper
1873,"PROVIDENCE/CRANSTON, RI",Shipper
1874,"ENGLEWOOD, FL",Shipper
1875,"GLEN BURNIE, MD",Shipper
1878,"REXBURG, ID",Shipper
1879,"BARSTOW, CA",Shipper
1880,"COOS BAY, OR",Shipper
1881,SACRAMENTO (NW) CA,Shipper
1882,"SELMA, CA",Shipper
1883,"MONACA, PA",Shipper
1884,"DICKSON CITY, PA",Shipper
1885,"BUTLER, PA",Shipper
1886,"MECHANICSBURG, PA",Shipper
1888,"NORTH LOGAN, UT",Shipper
1889,"ISLAND CITY, OR",Shipper
1890,"SALISBURY, MD",Shipper
1891,"MANCHESTER, CT",Shipper
1892,"HODGKINS,IL",Shipper
1894,"MEDINA, OH",Shipper
1896,COLORADO SPRINGS (N) CO,Shipper
1897,"ELK GROVE VILLAGE, IL",Shipper
1898,"ST CHARLES, IL",Shipper
1899,"RIVERSIDE (E), CA",Shipper
1900,"BURLEY, ID",Shipper
1901,"BUTTE, MT",Shipper
1902,"AMMON, ID",Shipper
1903,"YUBA CITY, CA",Shipper
1904,"LEESBURG, VA",Shipper
1905,"BLACKFOOT, ID",Shipper
1907,"HINSDALE, NH",Shipper
1908,"GREENBAY (E), WI",Shipper
1909,"NIAGARA FALLS, NY",Shipper
1910,"CRESCENT CITY, CA",Shipper
1911,"AKRON (S), OH",Shipper
1912,"CORONA, CA",Shipper
1913,"BOWLING GREEN, OH",Shipper
1914,"SAN BERNARDINO, CA",Shipper
1915,"YUCCA VALLEY, CA",Shipper
1916,"COCONUT CREEK, FL",Shipper
1923,"COMSTOCK PARK, MI",Shipper
1924,"PRESQUE ISLE, ME",Shipper
1925,"NEWPORT, OR",Shipper
1926,"OSWEGO, NY",Shipper
1927,"MACEDONIA, OH",Shipper
1928,"FLINT, MI",Shipper
1929,"CLOQUET, MN",Shipper
1931,"RHINELANDER, WI",Shipper
1932,"ELLSWORTH, ME",Shipper
1934,"SOUTH HILL, VA",Shipper
1935,"JOHNSTOWN, PA",Shipper
1936,"SAULT STE MARIE, MI",Shipper
1937,"COSHOCTON, OH",Shipper
1938,"BEDFORD PARK, IL",Shipper
1939,"BRUNSWICK, ME",Shipper
1940,"EAST GREENBUSH, NY",Shipper
1941,"GLENDORA, CA",Shipper
1942,"HOLLAND, MI",Shipper
1943,"LINCOLN (N), NE",Shipper
1945,"MANSFIELD, PA",Shipper
1946,"MASSENA, NY",Shipper
1947,"OMAK, WA",Shipper
1948,"WEIRTON, WV",Shipper
1949,"FREDONIA, NY",Shipper
1950,"AHOSKIE, NC",Shipper
1951,"ONTARIO, OR",Shipper
1952,"FRIDLEY, MN",Shipper
1953,"LOUISBURG, NC",Shipper
1954,"SANFORD, ME",Shipper
1955,"ROCKFORD, IL",Shipper
1956,BILLINGS MT,Shipper
1957,"NAPLES (NORTH), FL",Shipper
1958,"RIO GRANDE CITY, TX",Shipper
1959,WALLKILL (MIDDLETOWN) NY,Shipper
1960,"TAMPA, FL (S)",Shipper
1961,"ALEXANDRIA, KY",Shipper
1962,"KOKOMO, IN",Shipper
1964,"WESTERLY, RI",Shipper
1965,"COUNCIL BLUFFS, IA",Shipper
1966,GENESEO NY,Shipper
1967,"SPRINGFIELD, MA",Shipper
1968,"ABERDEEN, MD",Shipper
1969,"MIDLOTHIAN, VA",Shipper
1970,"HUDSON, MA",Shipper
1971,"ROCHESTER, MN",Shipper
1973,"JAMESTOWN (LAKEWOOD), NY",Shipper
1975,"CLAREMONT, NH",Shipper
1976,"BIG FLATS (ELMIRA), NY",Shipper
1977,"BRICK (OCEAN), NJ",Shipper
1978,"PLYMOUTH, IN",Shipper
1980,"PUTNAM, CT",Shipper
1981,"CALIFORNIA, MD",Shipper
1982,"APPLETON, WI",Shipper
1983,"CERES (MODESTO SE), CA",Shipper
1984,"NORTH ADAMS, MA",Shipper
1985,"LAUREL, MD",Shipper
1986,"NORWALK, OH",Shipper
1987,"LAPEER, MI",Shipper
1988,"ROSEVILLE, CA",Shipper
1989,"LOMPOC, CA",Shipper
1991,"BLOOMINGTON, IN",Shipper
1993,"BROCKPORT, NY",Shipper
1994,"PLATTSBURGH, NY",Shipper
1995,"CHUBBUCK, ID",Shipper
1996,"HALLANDALE, FL",Shipper
1997,"LATHAM (COLONIE), NY",Shipper
1998,CHICAGO SKOKIE TOUHY & ST,Shipper
1999,ANDOVER MN,Shipper
2000,"KITTY HAWK, NC",Shipper
2001,"FRESNO, CA (SE)",Shipper
2002,"GILROY, CA",Shipper
2003,"NORTH BRUNSWICK, NJ",Shipper
2004,"DUBUQUE, IA",Shipper
2005,"KANNAPOLIS, NC",Shipper
2006,"CLARKSTON,WA",Shipper
2007,"MOSES LAKE, WA",Shipper
2010,"NILES, MI",Shipper
2012,"OXFORD, MA",Shipper
2013,"WATERVILLE, ME",Shipper
2014,"HOUGHTON LAKE, MI",Shipper
2015,"FAIRFAX (W), VA",Shipper
2016,"COLVILLE, WA",Shipper
2019,"UNIONTOWN, PA",Shipper
2021,"RAYNHAM, MA",Shipper
2022,"NORTH WINDHAM, CT",Shipper
2023,"LEBANON, PA",Shipper
2024,"TUNKHANNOCK, PA",Shipper
2025,"TRACY, CA",Shipper
2026,PONCE-PR,Shipper
2027,"LAVALE, MD",Shipper
2028,"RIVERSIDE (S), CA",Shipper
2030,"SONORA, CA",Shipper
2032,"OXNARD, CA",Shipper
2033,MANDAN BISMARCK ND,Shipper
2035,"GREENVILLE, OH",Shipper
2036,"SO CHARLESTON, WV",Shipper
2037,"ABERDEEN, WA",Shipper
2038,"STERLIING PARK, VA",Shipper
2040,"BURLINGTON, NJ",Shipper
2045,"WHITE MARSH, MD",Shipper
2046,"AUGUSTA, ME",Shipper
2047,"PALMYRA, ME",Shipper
2048,"FAIRFIELD, CA",Shipper
2049,"ALTOONA, PA",Shipper
2050,"HENDERSON, NV",Shipper
2051,"KINGMAN, AZ",Shipper
2053,"WILLOWS, CA",Shipper
2055,"CONCORD, NH",Shipper
2056,"SARATOGA SPRINGS, NY",Shipper
2058,"RALEIGH, NC",Shipper
2059,"GREENSBURG, PA",Shipper
2061,"PLAINWELL, MI",Shipper
2062,"BENTON HARBOR, MI",Shipper
2063,"AUSTINTOWN, OH",Shipper
2064,"MILFORD, PA",Shipper
2065,"KNOXVILLE (W), TN",Shipper
2066,"HOUSTON, TX",Shipper
2068,"FAIRLESS HILLS, PA",Shipper
2069,"SOUTH MEDFORD, OR",Shipper
2073,"BROOKLYN, OH",Shipper
2075,"BEND, OR",Shipper
2077,"LAKE ELSINORE, CA",Shipper
2078,"MARIETTA, OH",Shipper
2079,"MARQUETTE, MI",Shipper
2080,"BATTLE CREEK, MI",Shipper
2081,"CLEARWATER, FL",Shipper
2082,"CERRITOS, CA",Shipper
2083,"MORGANTOWN, WV",Shipper
2084,"BOZEMAN, MT",Shipper
2086,"PLANO, TX",Shipper
2087,"VADNAIS HTS, MN",Shipper
2088,"BATAVIA, NY",Shipper
2089,"BRISTOL, VA",Shipper
2091,"MIAMI (AIRPORT), FL",Shipper
2093,"UTICA, NY",Shipper
2094,"VISTA, CA",Shipper
2095,"WAREHAM, MA",Shipper
2096,"WARMINSTER, PA",Shipper
2097,"HUDSON, NY",Shipper
2098,"COLUMBUS, OH (NE)",Shipper
2100,"CHEBOYGAN, MI",Shipper
2101,"KENNEWICK, WA",Shipper
2102,"LUDINGTON, MI",Shipper
2103,"WALPOLE, MA",Shipper
2104,"NEWBURGH, NY",Shipper
2105,"FARMERS BRANCH, TX",Shipper
2106,"RENO (N), NV",Shipper
2107,"LOCKPORT, NY",Shipper
2108,"MAYS LANDING, NJ",Shipper
2110,"PARAMOUNT, CA",Shipper
2111,HOOVER SE AL,Shipper
2112,"SCOTTSDALE, AZ",Shipper
2113,"PHOENIX, AZ",Shipper
2114,"CHIPLEY, FL",Shipper
2115,"NEW PHILADELPHIA, OH",Shipper
2116,"QUEENSBURY, NY",Shipper
2117,"LOS BANOS (MERCED), CA EF",Shipper
2119,"MILPITAS, CA",Shipper
2120,"NORWICH, NY",Shipper
2121,"SHELTON, WA",Shipper
2122,"AVON, MA",Shipper
2123,"TEXARKANA, TX",Shipper
2124,"BEAVER CREEK, OH",Shipper
2125,"LAKEWOOD, CO",Shipper
2127,"WAUSAU, WI",Shipper
2128,"HALIFAX, MA",Shipper
2129,"CLEARFIELD, PA",Shipper
2130,"PORTSMOUTH, NH",Shipper
2131,"TOPEKA, KS",Shipper
2132,"BATON ROUGE (S), LA",Shipper
2133,"AUSTIN (MID W), TX",Shipper
2134,"CHARLOTTE (N),NC",Shipper
2135,"COBLESKILL, NY",Shipper
2136,"CULPEPER, VA",Shipper
2137,"DURHAM, NC",Shipper
2140,"NORTH CONWAY, NH",Shipper
2141,"PHILADELPHIA (S), PA",Shipper
2142,SALEM NH,Shipper
2143,"SKOWHEGAN, ME",Shipper
2145,"WHITEHALL, PA (ALLENTOWN)",Shipper
2146,"AMSTERDAM, NY",Shipper
2147,"MISSOULA, MT",Shipper
2149,"MT VERNON, OH",Shipper
2151,"SUNRISE, FL",Shipper
2152,"ALBANY, NY",Shipper
2153,"BIDDEFORD, ME",Shipper
2154,"DULUTH, (NW), GA",Shipper
2155,"GARDNER, MA",Shipper
2157,"NORTH DARTMOUTH, MA",Shipper
2158,"NORTHBOROUGH, MA",Shipper
2159,"ALLEGANY, NY",Shipper
2160,"PETERSBURG, VA",Shipper
2164,"SPRINGVILLE, NY",Shipper
2166,"EAST SYRACUSE, NY",Shipper
2169,"LEHIGHTON, PA",Shipper
2174,"WESTFIELD, MA",Shipper
2175,"BRANSON WEST, MO",Shipper
2176,"JUPITER, FL",Shipper
2178,"CALAIS, ME",Shipper
2181,INDIO N CA,Shipper
2183,"OXFORD, ME",Shipper
2185,"SELINSGROVE, PA",Shipper
2187,"WENATCHEE, WA",Shipper
2189,"RENO (S), NV",Shipper
2191,"BRYAN, OH",Shipper
2192,"HOUGHTON, MI",Shipper
2193,"STEUBENVILLE, OH",Shipper
2195,"HOWELL, NJ",Shipper
2196,"PORT ANGELES, WA",Shipper
2197,"WARREN, OH",Shipper
2198,"BLOOMINGTON, MN",Shipper
2199,"ST CLAIRSVILLE, OH",Shipper
2201,"EL PASO (C), TX",Shipper
2202,"NORTH WINDHAM, ME",Shipper
2204,"FOREST PARK, IL",Shipper
2205,"YORK (W), PA",Shipper
2207,"MIDVALE, UT",Shipper
2208,"SAYRE, PA",Shipper
2209,"ZANESVILLE, OH",Shipper
2210,"AMHERST, NY",Shipper
2211,"POLAND, OH",Shipper
2213,"ST LOUIS (S), MO",Shipper
2214,"COLUMBIA, (E), SC",Shipper
2215,"DARIEN, IL",Shipper
2218,"FOOTHILL RANCH, CA",Shipper
2221,"SPRINGFIELD, MO",Shipper
2222,"TEWKSBURY, MA",Shipper
2223,"WESTMINSTER, CO",Shipper
2225,"WOONSOCKET, RI",Shipper
2230,"STATE COLLEGE, PA",Shipper
2231,"MOLINE, IL",Shipper
2233,"FREDERICK, MD",Shipper
2234,"ROME, NY",Shipper
2237,"LEHIGH ACRES, FL",Shipper
2238,"MUSKEGON, MI",Shipper
2239,"SAN ANTONIO (W), TX",Shipper
2240,"HUMACAO, PR",Shipper
2241,"SUNNYSIDE, WA",Shipper
2242,"ANAHEIM, CA",Shipper
2243,"REDMOND, OR",Shipper
2244,HUNTINGTON WV,Shipper
2245,"OCEANSIDE (E), CA",Shipper
2247,"CARY, NC",Shipper
2249,"CHEHALIS, WA",Shipper
2250,"CINCINNATI (CENTRAL), OH",Shipper
2251,"CITY OF INDUSTRY, CA",Shipper
2252,"EASTON, PA",Shipper
2253,"EL CAJON (E), CA",Shipper
2253,"EL CAJON (E), CA",Shipper
2255,"HAZLETON, PA",Shipper
2256,"HENDERSON, NC",Shipper
2257,"HOUSTON, TX",Shipper
2259,"KALISPELL, MT",Shipper
2261,"NORTH KINGSTOWN, RI",Shipper
2262,"ONEONTA, NY",Shipper
2263,"POTTSTOWN, PA",Shipper
2265,"SIMPSONVILLE, SC",Shipper
2266,"CLEVELAND, OH",Shipper
2269,"YAKIMA, WA",Shipper
2270,"DURANGO, CO",Shipper
2271,"SHAWANO, WI",Shipper
2272,"CAMBRIDGE, MD",Shipper
2273,"BURTON, MI",Shipper
2274,"FOREST LAKE, MN",Shipper
2275,"OXFORD, OH",Shipper
2276,"LA PORTE, IN",Shipper
2277,"CLOVIS, CA",Shipper
2278,ERIE (S) PA,Shipper
2279,"GLEN BURNIE (N), MD",Shipper
2281,"WEST MIFFLIN, PA",Shipper
2282,"EAST WINDSOR, CT",Shipper
2283,"COVENTRY, RI",Shipper
2284,"NAUGATUCK, CT",Shipper
2285,"HERKIMER, NY",Shipper
2287,"NEW CASTLE, PA",Shipper
2289,"BENNINGTON, VT EF",Shipper
2292,"COVINA, CA",Shipper
2293,"GOLDEN, CO",Shipper
2294,"FLEMINGTON, NJ",Shipper
2295,"RICHMOND, VA",Shipper
2299,"CROMWELL, CT",Shipper
2300,"PITTSBURGH (W), PA",Shipper
2302,SUPERCENTER BARCELONETA,Shipper
2306,"NORTHPORT, AL",Shipper
2307,"SOUTH JORDAN, UT",Shipper
2309,"WEST CHESTER, OH",Shipper
2310,"KNOXVILLE (E), TN",Shipper
2311,"HUNTINGTON, IN",Shipper
2312,"ROANOKE (N), VA",Shipper
2313,"STREETSBORO, OH",Shipper
2316,"NORTH OLMSTED, OH",Shipper
2318,"INDIANA, PA",Shipper
2320,"COTTAGE GROVE, OR",Shipper
2322,"GERMANTOWN, TN",Shipper
2323,"STOW, OH",Shipper
2325,"PORT ORCHARD, WA",Shipper
2329,"ORANGE, MA",Shipper
2330,"ROCHESTER, NH",Shipper
2331,"WATERFORD, CT",Shipper
2334,"LANCASTER, PA",Shipper
2335,"MADISON, WI (E)",Shipper
2336,"PLYMOUTH, MA",Shipper
2337,"ROCKY MOUNT, VA",Shipper
2338,"TRAVERSE CITY, MI",Shipper
2339,"WEST LAFAYETTE, IN",Shipper
2340,"EPHRATA,PA",Shipper
2346,SUPERCENTER TOA BAJA,Shipper
2348,"JAMES ISLAND, SC",Shipper
2350,"WAUSEON, OH",Shipper
2351,"CATSKILL, NY",Shipper
2352,"CAMBRIDGE, MN",Shipper
2354,"ROCHESTER HILLS, MI",Shipper
2355,"CLARENCE, NY",Shipper
2357,"GERMANTOWN, MD",Shipper
2358,"ALPENA, MI",Shipper
2359,"ASHTABULA, OH",Shipper
2362,"CLEVELAND HEIGHTS, OH",Shipper
2365,"MT POCONO, PA",Shipper
2366,"NORTH ATTLEBORO, MA",Shipper
2367,"PINE CITY, MN",Shipper
2368,"E STROUDSBURG, PA",Shipper
2369,"TILTON, NH",Shipper
2370,"TROY, NY",Shipper
2371,"WALLINGFORD, CT",Shipper
2385,"AUBURN, WA",Shipper
2386,"WARE, MA",Shipper
2387,"BRANDON, (W) FL",Shipper
2388,"PORTLAND, IN",Shipper
2399,"MANCHESTER, NH",Shipper
2400,"CHILLICOTHE, OH",Shipper
2402,"ELKO, NV",Shipper
2403,"PUYALLUP, WA",Shipper
2404,"SAN ANTONIO, TX",Shipper
2405,"HAMBURG, NY",Shipper
2412,"ELLICOTT CITY, MD",Shipper
2417,"PETOSKEY,MI",Shipper
2420,"BELLE VERNON, PA",Shipper
2421,"ST CROIX FALLS, WI",Shipper
2423,CAROLINA (RACETRACK) PR,Shipper
2424,"TICONDEROGA, NY",Shipper
2426,"COLUMBUS (SW), OH",Shipper
2427,"DALLAS, TX",Shipper
2428,"NEWTON, KS",Shipper
2429,"SPRINGFIELD, OH",Shipper
2432,LINCOLN 27TH & GRAINGER N,Shipper
2434,"IRON MOUNTAIN, MI",Shipper
2435,"DUNDALK, MD",Shipper
2436,"ELDERSBURG, MD",Shipper
2437,"WARRENTON, VA",Shipper
2438,"STAFFORD, VA",Shipper
2439,BAYTOWN TX,Shipper
2440,"SYLVA, NC",Shipper
2441,"HAMILTON, OH",Shipper
2443,SIOUX FALLS S SD,Shipper
2444,"ONEIDA, NY",Shipper
2445,"HATFIELD, PA",Shipper
2446,"QUAKERTOWN, PA",Shipper
2447,"CINCINNATI, OH",Shipper
2448,COTTAGE GROVE MN,Shipper
2449,"CAGUAS, PR",Shipper
2452,"MILWAUKEE, WI",Shipper
2453,"FALLON,NV",Shipper
2455,GREAT FALLS MT,Shipper
2457,"RANCHO CORDOVA, CA",Shipper
2458,"SALINAS, CA",Shipper
2459,"SARASOTA (S), FL",Shipper
2460,"SEAFORD,DE",Shipper
2463,FRISCO STONEBROOK & 423 T,Shipper
2464,SACRAMENTO DELTA SHORES C,Shipper
2469,"LONGVIEW, WA",Shipper
2471,"COLUMBUS, (NW) OH",Shipper
2472,"WINSTON-SALEM, NC",Shipper
2474,"KEYSER, WV",Shipper
2475,"CONYERS, GA",Shipper
2476,"COLLEGE PLACE, WA",Shipper
2477,"ROSEBURG, OR",Shipper
2479,"SAN DIEGO, CA",Shipper
2480,"HONESDALE, PA",Shipper
2481,"SHAMOKIN, PA",Shipper
2482,"MESA (W), AZ",Shipper
2483,LAS VEGAS BLUE DIAMOND NV,Shipper
2484,"CLEWISTON, FL",Shipper
2485,"PONDERAY, ID",Shipper
2491,"DANVILLE, IL",Shipper
2492,"PENDLETON,OR",Shipper
2493,"GRAND RAPIDS, MI",Shipper
2494,"OCEANSIDE (WEST), CA",Shipper
2496,"BOONE, NC",Shipper
2497,"PHILLIPSBURG, NJ",Shipper
2502,LATROBE PA,Shipper
2503,HACKETTSTOWN NJ,Shipper
2504,"KINGSTON,NY",Shipper
2505,"MISSOURI CITY, TX",Shipper
2506,"RAVENNA, OH",Shipper
2508,"BOISE, ID",Shipper
2509,"CHILTON, WI",Shipper
2510,"MINOCQUA,WI",Shipper
2511,"AMERICAN FORK, UT",Shipper
2512,"PHOENIX (N), AZ",Shipper
2513,"DAHLONEGA, GA",Shipper
2514,"POCOMOKE CITY, MD",Shipper
2515,"PHOENIX (E), AZ",Shipper
2516,"RENTON, WA",Shipper
2517,"SANTA ANA, CA",Shipper
2519,"SHREWSBURY, PA",Shipper
2520,"FREDERICKSBURG (E), VA",Shipper
2522,"ESCANABA, MI",Shipper
2526,"PORTER RANCH, CA",Shipper
2528,"MILL HALL, PA",Shipper
2529,"VIRGINIA BEACH, VA",Shipper
2532,"BELOIT, WI",Shipper
2533,"GULF BREEZE, FL",Shipper
2534,"DOTHAN (S), AL",Shipper
2535,"SAINT CLAIR, PA",Shipper
2537,"REDDING, CA",Shipper
2539,"SPOKANE, WA",Shipper
2540,"CLARION, PA",Shipper
2541,"ALLIANCE, OH",Shipper
2542,"OTTAWA, OH",Shipper
2543,"PITTSTON, PA",Shipper
2544,"PORTAGE, IN",Shipper
2545,"MARINETTE, WI",Shipper
2547,"THOMPSON, NY",Shipper
2548,"SOUTH WILLIAMSON, KY",Shipper
2549,"SPOKANE, WA",Shipper
2550,"VANCOUVER (E),WA",Shipper
2554,"AVONDALE, AZ",Shipper
2557,"BAKERSFIELD, CA EF",Shipper
2559,"STERLING HEIGHTS, MI",Shipper
2560,"BERLIN, MD",Shipper
2561,"ERIE (W), PA",Shipper
2562,"GOODLAND, KS",Shipper
2563,"PAOLI, IN",Shipper
2564,"LURAY, VA",Shipper
2565,"MADISON HEIGHTS, VA",Shipper
2566,"CHARLES TOWN, WV",Shipper
2567,"GRANDVILLE, MI",Shipper
2572,"WAVERLY, OH",Shipper
2574,"CARLISLE, PA",Shipper
2575,"CONWAY (S), AR",Shipper
2576,"CROSS LANES, WV",Shipper
2577,"HUNT VALLEY, MD",Shipper
2579,"CHADRON, NE",Shipper
2580,"CLINTON, NC",Shipper
2581,"CAMILLUS, NY",Shipper
2584,"TUCKER, GA",Shipper
2586,"CHEEKTOWAGA, NY",Shipper
2587,"CABOT, AR",Shipper
2588,"NORTH VERSAILLES,PA",Shipper
2591,"PEMBROKE PINES, FL",Shipper
2592,"NORTH LAS VEGAS, NV",Shipper
2593,"LAS VEGAS, (S), NV",Shipper
2595,MARYSVILLE WA,Shipper
2596,"MOUNT VERNON, WA",Shipper
2597,"FRANKLIN, PA",Shipper
2599,"SAN ANTONIO (NW), TX",Shipper
2600,"CHESTERFIELD, MO",Shipper
2605,"GALLIPOLIS, OH",Shipper
2607,"POLSON, MT",Shipper
2608,"MILES CITY, MT",Shipper
2609,"LAKEWOOD, CA",Shipper
2610,"LOGAN, WV",Shipper
2611,"MT.PLEASANT, PA",Shipper
2612,"EL PASO (NE), TX",Shipper
2613,"BUCYRUS, OH",Shipper
2614,"READING (N), PA",Shipper
2615,"VALDOSTA (N), GA",Shipper
2616,"O`FALLON, MO",Shipper
2617,"WINNEMUCCA, NV",Shipper
2618,"COMMERCE, MI",Shipper
2619,"MIDLAND, MI",Shipper
2620,"HASTINGS, MI",Shipper
2626,"LIVE OAK, FL",Shipper
2627,"TAMPA, FL",Shipper
2628,"LEXINGTON, KY",Shipper
2629,"NORTHBRIDGE, MA",Shipper
2630,"JESUP, GA",Shipper
2631,"LIVONIA, MI",Shipper
2634,"GORHAM, NH",Shipper
2637,"MONROE, NY",Shipper
2638,"ASHLAND, (S), KY",Shipper
2639,"GILFORD, NH",Shipper
2641,"ALLENTOWN (SW), PA",Shipper
2642,"APPLE VALLEY, MN",Shipper
2643,WOODBURY MN,Shipper
2644,"SAGINAW, MI",Shipper
2645,"BLACKSTONE, VA",Shipper
2646,"PEARISBURG, VA",Shipper
2647,"WOODSTOCK, VA",Shipper
2649,"IRVING (NORTH), TX",Shipper
2650,"PHILADELPHIA (NE), PA",Shipper
2651,"MANVILLE, NJ",Shipper
2652,"GRANTS, NM",Shipper
2653,"PORTALES, NM",Shipper
2654,"TOMPKINSVILLE, KY",Shipper
2656,"ESPANOLA, NM",Shipper
2658,"WEST BEND, WI",Shipper
2662,"COVINGTON, VA",Shipper
2663,"EBENSBURG, PA",Shipper
2664,"PUNXSUTAWNEY, PA",Shipper
2665,"SLIDELL, LA",Shipper
2667,"DALLAS (E), TX",Shipper
2668,"RACINE, WI",Shipper
2671,CHANDLER AZ,Shipper
2672,"LAMAR, CO",Shipper
2674,"GREENVILLE, PA",Shipper
2678,"MISHAWAKA, IN",Shipper
2679,"ELKHART, IN",Shipper
2682,"BERLIN, VT",Shipper
2684,"NEW MARTINSVILLE, WV",Shipper
2687,"GREER, SC",Shipper
2688,"TYLER, TX",Shipper
2690,"MADISON, AL",Shipper
2691,"NEW ALBANY, IN",Shipper
2692,"CHESTERFIELD, MI",Shipper
2693,"FENTON, MI",Shipper
2694,"KIRKWOOD, MO",Shipper
2695,"CLERMONT, FL",Shipper
2696,"MOOREFIELD, WV",Shipper
2697,"ANTIOCH, CA EF",Shipper
2700,WHITE LAKE MI,Shipper
2702,"NIXA, MO",Shipper
2703,"FLORENCE, SC",Shipper
2704,"RANDLEMAN, NC",Shipper
2705,"FRANKLIN, VA",Shipper
2706,GRETNA (N) LA,Shipper
2708,TEMECULA CA,Shipper
2712,"MYRTLE BEACH (S), SC",Shipper
2713,BIRMINGHAM AL,Shipper
2714,"SPENCER, IA",Shipper
2715,"DIBERVILLE, MS",Shipper
2716,"CEDAR RAPIDS, IA",Shipper
2717,"HATTIESBURG, MS",Shipper
2720,"MADISON, MS",Shipper
2721,"CAYEY, PR",Shipper
2723,"SUMITON, AL",Shipper
2724,"PASADENA, TX",Shipper
2725,"LEWIS CENTER, OH",Shipper
2726,"REYNOLDSBURG, OH",Shipper
2727,"FLORIDA CITY, FL",Shipper
