STORE #,Floral Fixture ,Split Bin Dividers,Banana Out Post 
1048,TBD,Yes,No
1059,TBD,Yes,No
1061,TBD,Yes,Yes
1065,TBD,Yes,No
1066,TBD,No,Yes
1070,TBD,Yes,No
1071,TBD,Yes,No
1072,TBD,Yes,No
1074,TBD,Yes,Yes
1076,TBD,Yes,Yes
1091,TBD,Yes,No
1094,TBD,Yes,Yes
1101,TBD,No,No
1102,TBD,Yes,Yes
1106,TBD,No,Yes
1107,TBD,Yes,Yes
1108,TBD,No,Yes
1109,TBD,No,Yes
1110,TBD,No,Yes
1111,TBD,No,No
1112,TBD,Yes,No
1113,TBD,No,Yes
1121,TBD,Yes,No
1122,TBD,No,No
1128,TBD,Yes,Yes
1130,TBD,Yes,No
1133,TBD,Yes,Yes
1134,TBD,No,No
1135,TBD,No,Yes
1136,TBD,Yes,Yes
1139,TBD,No,Yes
1143,TBD,No,No
1144,TBD,Yes,No
1146,TBD,No,Yes
1153,TBD,Yes,Yes
1155,TBD,No,Yes
1158,TBD,No,No
1160,TBD,Yes,No
1168,TBD,Yes,Yes
1169,TBD,No,Yes
1174,TBD,Yes,No
1186,TBD,Yes,Yes
1192,TBD,Yes,Yes
1193,TBD,Yes,Yes
1196,TBD,No,Yes
1197,TBD,No,Yes
1201,TBD,No,No
1204,TBD,No,Yes
1207,TBD,No,No
1212,TBD,No,No
1215,TBD,No,No
1219,TBD,Yes,No
1222,TBD,No,No
1227,TBD,No,No
1229,TBD,No,No
1233,TBD,Yes,No
1237,TBD,No,Yes
1239,TBD,No,No
1243,TBD,Yes,Yes
1247,TBD,No,Yes
1254,TBD,Yes,Yes
1255,TBD,Yes,No
1259,TBD,Yes,No
1260,TBD,Yes,Yes
1265,TBD,Yes,Yes
1268,TBD,Yes,Yes
1270,TBD,Yes,Yes
1271,TBD,Yes,No
1281,TBD,Yes,No
1283,TBD,No,No
1284,TBD,No,No
1287,TBD,No,Yes
1288,TBD,Yes,Yes
1289,TBD,Yes,No
1293,TBD,Yes,No
1294,TBD,Yes,No
1300,TBD,No,Yes
1307,TBD,No,Yes
1311,TBD,No,No
1330,TBD,No,Yes
1331,TBD,No,No
1341,TBD,No,Yes
1345,TBD,No,Yes
1346,TBD,No,Yes
1351,TBD,No,No
1352,TBD,No,No
1354,TBD,Yes,Yes
1358,TBD,No,Yes
1363,TBD,Yes,No
1367,TBD,No,Yes
1368,TBD,Yes,Yes
1375,TBD,Yes,No
1382,TBD,Yes,Yes
1400,TBD,No,No
1403,TBD,No,No
1418,TBD,No,Yes
1422,TBD,Yes,No
1426,TBD,No,Yes
1427,TBD,Yes,Yes
1429,TBD,No,No
1443,TBD,Yes,No
1445,TBD,Yes,No
1462,TBD,Yes,Yes
1463,TBD,Yes,No
1465,TBD,Yes,Yes
1468,TBD,Yes,Yes
1478,TBD,No,Yes
1487,TBD,No,Yes
1493,TBD,Yes,No
1495,TBD,No,Yes
1497,TBD,No,Yes
1502,TBD,No,Yes
1505,TBD,No,Yes
1519,TBD,Yes,No
1527,TBD,No,Yes
1530,TBD,Yes,No
1539,TBD,No,Yes
1547,TBD,No,Yes
1552,TBD,No,Yes
1557,TBD,No,Yes
1558,TBD,Yes,No
1564,TBD,No,No
1569,TBD,Yes,No
1579,TBD,Yes,No
1594,TBD,No,No
1602,TBD,Yes,Yes
1611,TBD,No,Yes
1620,TBD,Yes,No
1622,TBD,Yes,Yes
1628,TBD,Yes,No
1638,TBD,Yes,Yes
1641,TBD,Yes,No
1652,TBD,Yes,Yes
1658,TBD,No,No
1661,TBD,Yes,No
1662,TBD,Yes,Yes
1664,TBD,No,Yes
1674,TBD,No,Yes
1682,TBD,Yes,Yes
1687,TBD,No,No
1690,TBD,No,Yes
1710,TBD,Yes,No
1719,TBD,Yes,No
1720,TBD,No,No
1728,TBD,No,Yes
1733,TBD,Yes,No
1734,TBD,No,Yes
1740,TBD,No,Yes
1750,TBD,Yes,No
1752,TBD,Yes,Yes
1761,TBD,No,Yes
1763,TBD,No,Yes
1767,TBD,No,Yes
1804,TBD,No,Yes
1829,TBD,Yes,Yes
1836,TBD,No,Yes
1863,TBD,No,No
1890,TBD,No,Yes
1928,TBD,No,Yes
1934,TBD,Yes,No
1950,TBD,Yes,No
1953,TBD,Yes,No
1961,TBD,No,No
1962,TBD,No,Yes
2005,TBD,No,Yes
2010,TBD,No,Yes
2027,TBD,No,No
2062,TBD,Yes,Yes
2080,TBD,Yes,Yes
2111,TBD,No,No
2114,TBD,Yes,No
2149,TBD,Yes,Yes
2191,TBD,No,Yes
2204,TBD,No,Yes
2209,TBD,Yes,Yes
2238,TBD,No,Yes
2256,TBD,Yes,No
2265,TBD,No,Yes
2272,TBD,No,Yes
2273,TBD,Yes,Yes
2276,TBD,No,Yes
2279,TBD,No,Yes
2306,TBD,No,No
2328,No,Yes,No
2348,TBD,Yes,Yes
2397,No,Yes,No
2400,TBD,Yes,Yes
2429,TBD,Yes,No
2435,TBD,No,Yes
2465,No,No,No
2481,TBD,Yes,No
2491,TBD,Yes,No
2493,TBD,Yes,Yes
2513,TBD,Yes,No
2514,TBD,No,Yes
2533,TBD,No,No
2534,TBD,Yes,No
2544,TBD,No,Yes
2567,TBD,Yes,Yes
2572,TBD,No,No
2575,TBD,Yes,Yes
2580,TBD,Yes,Yes
2588,TBD,No,Yes
2605,TBD,Yes,Yes
2610,TBD,No,Yes
2613,TBD,No,No
2630,TBD,Yes,Yes
2631,TBD,No,Yes
2638,TBD,Yes,Yes
2644,TBD,No,Yes
2645,TBD,No,No
2646,TBD,No,No
2665,TBD,No,Yes
2687,TBD,Yes,Yes
2692,TBD,No,Yes
2703,TBD,Yes,Yes
2713,TBD,No,No
2715,TBD,No,Yes
2717,TBD,Yes,Yes
2720,TBD,No,No
2723,TBD,Yes,Yes
2728,TBD,No,No
2732,TBD,Yes,No
2733,TBD,Yes,Yes
2739,TBD,Yes,Yes
2743,TBD,Yes,No
2744,TBD,Yes,No
2754,TBD,Yes,Yes
2755,TBD,Yes,No
2760,TBD,Yes,No
2761,TBD,Yes,No
2762,TBD,Yes,No
2773,No,Yes,No
2786,TBD,No,Yes
2793,TBD,No,Yes
2801,No,Yes,No
2811,TBD,Yes,No
2817,TBD,Yes,Yes
2822,TBD,No,Yes
2840,No,Yes,No
2845,TBD,Yes,Yes
2846,TBD,No,No
2849,TBD,Yes,No
2858,No,Yes,No
2872,TBD,No,Yes
2877,No,Yes,No
2890,TBD,Yes,Yes
2908,TBD,Yes,Yes
2912,TBD,No,Yes
2913,TBD,No,Yes
2919,TBD,Yes,No
2929,TBD,No,No
2931,TBD,No,Yes
2933,TBD,No,Yes
2938,TBD,No,No
2939,TBD,Yes,Yes
2959,TBD,Yes,Yes
2967,TBD,Yes,Yes
2977,No,Yes,No
2984,No,Yes,No
3042,No,Yes,No
3059,TBD,Yes,Yes
3060,TBD,Yes,Yes
3061,TBD,No,Yes
3062,No,Yes,No
3110,TBD,Yes,No
3168,No,Yes,No
3185,TBD,Yes,No
3191,TBD,Yes,Yes
3192,TBD,Yes,No
3206,TBD,Yes,Yes
3230,TBD,No,No
3251,TBD,Yes,No
3271,TBD,Yes,No
3282,TBD,Yes,No
3288,TBD,Yes,Yes
3304,TBD,Yes,No
3310,TBD,No,No
3330,No,Yes,No
3331,TBD,No,Yes
3336,TBD,No,Yes
3338,No,Yes,No
3340,No,Yes,No
3342,TBD,Yes,Yes
3386,TBD,Yes,Yes
3388,No,No,No
3403,TBD,No,No
3424,No,Yes,No
3430,TBD,Yes,Yes
3445,TBD,Yes,Yes
3450,TBD,Yes,No
3456,TBD,Yes,No
3460,TBD,No,Yes
3461,TBD,No,No
3480,TBD,No,No
3483,TBD,No,Yes
3484,TBD,No,No
3488,TBD,No,Yes
3515,TBD,No,No
3528,TBD,Yes,Yes
3570,TBD,No,No
3580,TBD,No,No
3581,TBD,No,No
3593,No,Yes,No
3599,No,Yes,No
3602,TBD,No,Yes
3614,TBD,Yes,No
3616,TBD,Yes,Yes
3622,No,Yes,No
3638,TBD,Yes,No
3641,TBD,Yes,No
3644,TBD,No,Yes
3701,TBD,Yes,No
3720,TBD,No,No
3724,No,No,No
3726,TBD,No,Yes
3727,No,Yes,No
3736,No,Yes,No
3743,TBD,Yes,No
3745,No,Yes,No
3746,TBD,Yes,No
3747,TBD,Yes,Yes
3748,TBD,No,No
3750,TBD,Yes,Yes
3752,No,Yes,No
3765,TBD,Yes,Yes
3768,TBD,Yes,No
3770,TBD,No,No
3772,TBD,No,No
3784,TBD,Yes,Yes
3791,TBD,No,Yes
3792,TBD,Yes,No
3860,TBD,No,Yes
3862,No,Yes,No
3876,TBD,Yes,Yes
3899,No,Yes,No
3990,No,Yes,No
4048,No,No,No
4049,TBD,No,Yes
4054,TBD,Yes,No
4129,TBD,No,Yes
4187,TBD,Yes,No
4188,TBD,Yes,No
4189,No,Yes,No
4200,TBD,Yes,No
4206,TBD,Yes,No
4210,TBD,No,No
4224,TBD,No,Yes
4243,TBD,No,Yes
4273,TBD,No,Yes
4274,TBD,No,Yes
4278,TBD,Yes,No
4283,TBD,Yes,No
4295,TBD,Yes,Yes
4318,TBD,No,No
4323,TBD,Yes,No
4330,TBD,Yes,No
4357,No,Yes,No
4367,TBD,Yes,No
4373,No,Yes,No
4384,TBD,No,Yes
4399,TBD,Yes,No
4407,TBD,No,No
4409,TBD,Yes,Yes
4420,TBD,No,Yes
4421,No,Yes,No
4432,No,Yes,No
4440,TBD,No,Yes
4452,No,Yes,No
4457,TBD,No,No
4459,TBD,Yes,Yes
4460,TBD,No,No
4461,TBD,Yes,No
4487,TBD,No,Yes
4497,TBD,Yes,No
4499,TBD,No,Yes
4506,TBD,No,Yes
4517,No,Yes,No
4521,TBD,No,Yes
4525,No,Yes,No
4527,No,Yes,No
4533,TBD,Yes,Yes
4540,TBD,No,Yes
4545,TBD,Yes,No
4558,TBD,No,No
4564,TBD,No,Yes
4577,TBD,Yes,No
4580,No,Yes,No
4581,TBD,Yes,No
4586,No,Yes,No
4593,TBD,No,No
4594,TBD,Yes,Yes
4609,TBD,No,Yes
4616,TBD,Yes,Yes
4619,No,No,No
4648,TBD,Yes,No
4654,No,Yes,No
4657,TBD,Yes,No
4660,TBD,No,Yes
4672,TBD,Yes,No
4674,No,Yes,No
4679,TBD,No,Yes
4691,No,Yes,No
4695,TBD,Yes,Yes
4756,No,Yes,No
5014,No,Yes,No
5029,TBD,No,Yes
5043,TBD,No,No
5056,TBD,No,Yes
5064,TBD,Yes,Yes
5065,TBD,No,Yes
5071,TBD,No,Yes
5081,No,No,No
5085,TBD,No,No
5097,TBD,Yes,No
5098,No,Yes,No
5100,TBD,Yes,No
5113,TBD,Yes,No
5125,TBD,Yes,No
5126,TBD,Yes,Yes
5151,TBD,No,No
5157,TBD,No,Yes
5160,TBD,No,Yes
5172,TBD,Yes,Yes
5174,TBD,No,No
5196,TBD,Yes,No
5198,No,Yes,No
5203,TBD,No,No
5204,TBD,Yes,No
5244,TBD,Yes,No
5248,No,Yes,No
5252,TBD,No,No
5253,TBD,No,Yes
5256,No,Yes,No
5262,TBD,Yes,No
5267,TBD,Yes,No
5279,No,Yes,No
5280,TBD,Yes,Yes
5285,TBD,No,Yes
5286,No,Yes,No
5296,TBD,No,Yes
5310,No,Yes,No
5328,No,Yes,No
5346,TBD,No,Yes
5348,TBD,No,No
5374,TBD,No,Yes
5378,No,Yes,No
5383,No,Yes,No
5385,TBD,Yes,No
5392,TBD,No,Yes
5393,TBD,Yes,No
5398,TBD,No,Yes
5402,TBD,Yes,Yes
5403,TBD,Yes,Yes
5409,TBD,Yes,Yes
5419,TBD,Yes,No
5422,TBD,No,No
5452,No,Yes,No
5459,No,Yes,No
5464,TBD,Yes,No
5466,TBD,No,Yes
5471,TBD,Yes,Yes
5482,TBD,No,Yes
5485,TBD,Yes,Yes
5489,TBD,No,No
5653,No,Yes,No
5709,TBD,No,No
5735,TBD,Yes,No
5740,No,Yes,No
5744,No,Yes,No
5745,TBD,No,Yes
5769,No,Yes,No
5771,No,Yes,No
5773,No,Yes,No
5774,No,Yes,No
5776,No,Yes,No
5790,No,Yes,No
5797,TBD,Yes,No
5813,No,Yes,No
5829,TBD,Yes,No
5842,TBD,No,Yes
5844,TBD,No,Yes
5851,TBD,No,Yes
5863,TBD,No,No
5903,No,Yes,No
5907,No,Yes,No
5927,TBD,No,Yes
5965,TBD,No,Yes
6166,No,Yes,No
6173,TBD,Yes,No
6174,No,Yes,No
6323,No,Yes,No
6469,TBD,Yes,No
6531,No,Yes,No
6576,TBD,Yes,No
6577,No,Yes,No
6583,No,Yes,No
6588,No,Yes,No
6590,No,Yes,No
6732,No,Yes,No
6828,No,Yes,No
6876,TBD,Yes,No
6879,TBD,No,Yes
6887,TBD,Yes,Yes
6932,TBD,Yes,Yes
6964,TBD,Yes,No
7004,No,No,No
7062,No,Yes,No
7072,No,Yes,No
7098,TBD,No,No
7099,No,Yes,No
7146,No,No,No
7180,No,Yes,No
7188,TBD,No,No
7194,TBD,Yes,No
7209,No,No,No
7218,TBD,Yes,No
7232,No,Yes,No
7233,TBD,Yes,No
7241,No,Yes,No
7246,TBD,Yes,Yes
7296,TBD,Yes,No
7301,TBD,Yes,Yes
7329,No,Yes,No
7334,TBD,Yes,No
7339,No,Yes,No
7340,TBD,Yes,No
7342,No,Yes,No
272,TBD,Yes,Yes
416,TBD,Yes,No
434,TBD,Yes,No
575,TBD,Yes,No
755,TBD,Yes,Yes
822,Complete ,No,Yes
824,TBD,Yes,Yes
826,TBD,Yes,Yes
851,TBD,Yes,Yes
861,TBD,Yes,Yes
923,TBD,Yes,Yes
941,TBD,Yes,No
945,TBD,Yes,No
966,TBD,Yes,Yes
984,TBD,Yes,Yes
988,TBD,Yes,No
1058,TBD,Yes,Yes
1149,TBD,Yes,Yes
1176,TBD,Yes,Yes
1182,TBD,Yes,No
1218,TBD,Yes,Yes
1230,TBD,Yes,Yes
1240,TBD,Yes,Yes
1252,TBD,Yes,Yes
1273,TBD,Yes,Yes
1274,TBD,Yes,Yes
1276,TBD,Yes,Yes
1280,TBD,Yes,Yes
1291,TBD,Yes,Yes
1299,TBD,Yes,Yes
1306,TBD,Yes,Yes
1308,TBD,Yes,Yes
1324,Complete ,No,Yes
1328,TBD,Yes,Yes
1334,TBD,No,Yes
1357,TBD,Yes,Yes
1362,TBD,Yes,No
1364,TBD,Yes,Yes
1369,TBD,Yes,Yes
1370,TBD,Yes,No
1380,TBD,Yes,Yes
1381,TBD,Yes,Yes
1384,TBD,Yes,Yes
1394,TBD,Yes,Yes
1397,TBD,Yes,Yes
1404,TBD,Yes,Yes
1411,TBD,Yes,Yes
1412,TBD,Yes,Yes
1413,TBD,Yes,Yes
1414,TBD,Yes,Yes
1417,TBD,No,Yes
1434,TBD,Yes,Yes
1438,TBD,Yes,Yes
1439,TBD,Yes,Yes
1440,TBD,Yes,Yes
1441,TBD,Yes,Yes
1442,TBD,Yes,Yes
1449,TBD,Yes,Yes
1453,TBD,Yes,Yes
1456,TBD,No,Yes
1461,TBD,Yes,No
1474,TBD,Yes,No
1503,TBD,Yes,No
1512,TBD,Yes,Yes
1523,TBD,Yes,Yes
1532,TBD,No,Yes
1533,TBD,Yes,Yes
1554,TBD,Yes,No
1556,TBD,Yes,Yes
1563,TBD,Yes,Yes
1571,TBD,Yes,Yes
1572,TBD,Yes,Yes
1584,TBD,Yes,Yes
1598,TBD,Yes,Yes
1600,TBD,Yes,Yes
1612,TBD,Yes,Yes
1630,TBD,Yes,Yes
1635,TBD,Yes,Yes
1645,TBD,Yes,No
1646,TBD,Yes,No
1648,TBD,Yes,Yes
1651,TBD,Yes,No
1672,TBD,Yes,Yes
1678,TBD,Yes,Yes
1679,TBD,Yes,Yes
1681,TBD,Yes,No
1686,TBD,Yes,Yes
1688,TBD,Yes,Yes
1698,TBD,Yes,No
1699,TBD,Yes,No
1700,TBD,Yes,Yes
1704,TBD,Yes,Yes
1708,TBD,Yes,Yes
1726,TBD,Yes,Yes
1735,TBD,Yes,No
1746,TBD,Yes,No
1749,TBD,Yes,Yes
1760,TBD,Yes,No
1768,TBD,Yes,Yes
1772,TBD,Yes,Yes
1778,TBD,Yes,Yes
1780,TBD,Yes,Yes
1784,TBD,Yes,No
1788,TBD,Yes,Yes
1789,TBD,Yes,Yes
1793,TBD,Yes,Yes
1805,TBD,Yes,Yes
1810,TBD,Yes,No
1815,TBD,Yes,Yes
1817,TBD,Yes,Yes
1827,TBD,Yes,Yes
1832,TBD,Yes,No
1834,TBD,Yes,Yes
1840,TBD,Yes,Yes
1846,Complete ,Yes,Yes
1848,TBD,Yes,Yes
1860,TBD,Yes,Yes
1861,TBD,Yes,No
1870,TBD,Yes,Yes
1872,TBD,Yes,Yes
1873,TBD,Yes,No
1875,TBD,Yes,Yes
1878,TBD,Yes,Yes
1879,TBD,Yes,Yes
1880,TBD,Yes,Yes
1881,TBD,Yes,Yes
1882,TBD,Yes,No
1888,TBD,Yes,Yes
1889,TBD,No,Yes
1891,TBD,Yes,No
1896,TBD,Yes,Yes
1897,TBD,Yes,Yes
1899,TBD,Yes,Yes
1900,TBD,Yes,Yes
1901,TBD,Yes,No
1902,TBD,Yes,Yes
1904,TBD,Yes,No
1905,TBD,Yes,Yes
1910,TBD,Yes,Yes
1912,TBD,Yes,Yes
1914,TBD,Yes,Yes
1915,TBD,Yes,Yes
1925,TBD,No,No
1941,TBD,Yes,Yes
1947,TBD,Yes,Yes
1951,TBD,Yes,Yes
1959,TBD,Yes,Yes
1968,TBD,Yes,Yes
1970,TBD,Yes,Yes
1981,TBD,Yes,Yes
1982,TBD,Yes,Yes
1989,TBD,Yes,No
1995,TBD,Yes,Yes
1999,TBD,Yes,Yes
2001,TBD,Yes,No
2002,TBD,Yes,No
2006,TBD,Yes,Yes
2007,TBD,Yes,Yes
2015,TBD,Yes,Yes
2016,TBD,Yes,Yes
2022,TBD,Yes,Yes
2025,TBD,Yes,Yes
2030,TBD,Yes,No
2032,TBD,Yes,No
2037,TBD,Yes,No
2038,TBD,Yes,Yes
2045,TBD,Yes,Yes
2048,TBD,No,No
2050,TBD,Yes,Yes
2051,TBD,Yes,Yes
2053,TBD,Yes,Yes
2055,TBD,Yes,Yes
2069,TBD,Yes,Yes
2075,TBD,Yes,Yes
2077,TBD,Yes,Yes
2082,TBD,Yes,No
2084,TBD,Yes,Yes
2094,TBD,Yes,Yes
2097,TBD,Yes,No
2101,TBD,Yes,No
2103,TBD,Yes,Yes
2104,TBD,Yes,Yes
2106,TBD,Yes,Yes
2108,TBD,Yes,Yes
2110,TBD,Yes,Yes
2112,TBD,Yes,Yes
2113,TBD,Yes,Yes
2119,TBD,Yes,No
2121,TBD,Yes,No
2122,TBD,Yes,Yes
2125,TBD,Yes,Yes
2127,TBD,Yes,Yes
2147,TBD,Yes,Yes
2153,TBD,Yes,No
2158,TBD,Yes,No
2176,TBD,Yes,No
2187,TBD,Yes,Yes
2189,TBD,Yes,Yes
2196,TBD,Yes,Yes
2207,TBD,No,Yes
2215,TBD,Yes,Yes
2218,TBD,Yes,No
2226,No,No,No
2233,TBD,Yes,Yes
2241,TBD,Yes,Yes
2243,TBD,Yes,Yes
2249,TBD,Yes,Yes
2251,TBD,Yes,No
2253,TBD,Yes,Yes
2259,TBD,Yes,Yes
2269,TBD,Yes,Yes
2270,TBD,Yes,Yes
2277,TBD,Yes,No
2282,TBD,Yes,Yes
2284,TBD,Yes,Yes
2292,TBD,Yes,Yes
2294,TBD,Yes,Yes
2299,TBD,Yes,Yes
2307,TBD,Yes,Yes
2309,TBD,Yes,Yes
2325,TBD,Yes,Yes
2331,TBD,Yes,Yes
2339,TBD,Yes,Yes
2366,TBD,Yes,Yes
2371,TBD,Yes,No
2385,TBD,Yes,Yes
2396,No,Yes,No
2399,TBD,Yes,Yes
2402,TBD,Yes,Yes
2403,TBD,Yes,Yes
2412,TBD,Yes,Yes
2436,TBD,Yes,Yes
2438,TBD,Yes,Yes
2448,TBD,Yes,Yes
2451,No,Yes,No
2453,TBD,Yes,No
2455,TBD,Yes,Yes
2457,TBD,Yes,Yes
2458,TBD,Yes,No
2464,TBD,Yes,No
2468,No,Yes,No
2469,TBD,Yes,Yes
2471,TBD,Yes,Yes
2476,TBD,Yes,No
2479,TBD,Yes,Yes
2482,TBD,Yes,Yes
2483,TBD,Yes,Yes
2485,TBD,Yes,Yes
2486,No,No,No
2487,No,Yes,No
2492,TBD,Yes,No
2494,TBD,Yes,Yes
2503,TBD,Yes,Yes
2504,TBD,Yes,No
2508,TBD,Yes,Yes
2510,TBD,Yes,Yes
2511,TBD,Yes,Yes
2512,TBD,Yes,Yes
2517,TBD,Yes,No
2526,TBD,Yes,Yes
2529,TBD,Yes,Yes
2539,TBD,Yes,Yes
2547,TBD,Yes,Yes
2549,TBD,Yes,No
2550,TBD,Yes,Yes
2554,TBD,Yes,Yes
2557,TBD,No,Yes
2560,TBD,Yes,Yes
2577,TBD,Yes,Yes
2590,No,Yes,No
2593,TBD,Yes,Yes
2595,TBD,Yes,Yes
2596,TBD,Yes,No
2600,TBD,Yes,Yes
2607,TBD,No,No
2608,TBD,Yes,No
2609,TBD,Yes,Yes
2616,TBD,Yes,Yes
2617,TBD,Yes,Yes
2632,No,Yes,No
2637,TBD,Yes,Yes
2652,TBD,No,Yes
2656,TBD,Yes,Yes
2658,TBD,Yes,Yes
2671,TBD,Yes,Yes
2689,No,Yes,No
2694,TBD,Yes,Yes
2700,TBD,Yes,Yes
2708,TBD,Yes,No
2725,TBD,Yes,Yes
2735,TBD,Yes,No
2756,TBD,Yes,Yes
2757,TBD,Yes,No
2766,TBD,Yes,Yes
2767,TBD,Yes,No
2768,TBD,Yes,No
2774,TBD,Yes,No
2777,TBD,Yes,No
2778,TBD,No,No
2780,TBD,Yes,Yes
2781,TBD,Yes,No
2782,TBD,Yes,Yes
2790,TBD,Yes,No
2791,TBD,Yes,Yes
2794,TBD,Yes,Yes
2795,TBD,Yes,Yes
2808,TBD,Yes,Yes
2812,TBD,Yes,Yes
2831,TBD,Yes,Yes
2838,TBD,Yes,Yes
2842,TBD,Yes,Yes
2850,TBD,Yes,Yes
2862,TBD,Yes,Yes
2884,TBD,Yes,Yes
2892,TBD,Yes,Yes
2921,TBD,Yes,No
2922,TBD,Yes,Yes
2925,TBD,Yes,Yes
2927,TBD,Yes,Yes
2950,TBD,Yes,Yes
2956,TBD,Yes,Yes
2958,TBD,Yes,Yes
2964,TBD,Yes,No
2981,TBD,Yes,No
2985,TBD,Yes,No
2995,No,Yes,No
2998,No,Yes,No
3017,TBD,Yes,No
3018,TBD,Yes,Yes
3022,No,Yes,No
3023,No,Yes,No
3026,No,Yes,No
3046,No,Yes,No
3047,No,Yes,No
3049,No,Yes,No
3050,No,Yes,No
3053,TBD,Yes,No
3077,TBD,Yes,Yes
3081,TBD,Yes,Yes
3082,No,Yes,No
3084,No,Yes,No
3090,No,Yes,No
3094,No,Yes,No
3098,No,Yes,No
3099,No,Yes,No
3101,No,Yes,No
3123,No,Yes,No
3126,No,Yes,No
3132,No,Yes,No
3133,No,Yes,No
3138,No,Yes,No
3139,No,Yes,No
3141,No,Yes,No
3143,No,Yes,No
3144,No,Yes,No
3145,No,No,No
3146,No,No,No
3147,No,Yes,No
3175,No,Yes,No
3177,TBD,Yes,No
3178,No,Yes,No
3179,No,Yes,No
3208,TBD,Yes,No
3214,TBD,No,Yes
3217,TBD,Yes,Yes
3218,TBD,Yes,Yes
3219,TBD,Yes,Yes
3220,TBD,Yes,Yes
3227,TBD,Yes,Yes
3232,TBD,Yes,No
3236,TBD,Yes,Yes
3239,TBD,Yes,No
3241,TBD,Yes,No
3248,TBD,Yes,Yes
3250,TBD,Yes,No
3254,TBD,Yes,Yes
3258,TBD,Yes,Yes
3259,TBD,Yes,No
3260,TBD,Yes,Yes
3261,TBD,Yes,Yes
3265,TBD,Yes,Yes
3277,TBD,Yes,Yes
3287,TBD,Yes,No
3313,TBD,Yes,Yes
3315,No,Yes,No
3317,No,Yes,No
3324,TBD,Yes,No
3350,TBD,Yes,Yes
3351,TBD,Yes,Yes
3352,TBD,Yes,Yes
3354,No,Yes,No
3357,No,Yes,No
3360,TBD,Yes,Yes
3377,No,Yes,No
3379,TBD,Yes,Yes
3380,TBD,Yes,Yes
3382,TBD,Yes,No
3383,TBD,Yes,Yes
3385,No,Yes,No
3407,TBD,Yes,Yes
3408,TBD,Yes,No
3423,TBD,Yes,Yes
3464,TBD,Yes,Yes
3471,TBD,Yes,No
3472,TBD,Yes,Yes
3477,TBD,Yes,Yes
3487,TBD,Yes,Yes
3495,TBD,Yes,No
3497,TBD,Yes,Yes
3498,TBD,Yes,Yes
3499,TBD,Yes,No
3505,TBD,Yes,Yes
3511,TBD,Yes,Yes
3512,TBD,No,No
3517,No,Yes,No
3521,No,Yes,No
3522,TBD,Yes,Yes
3523,TBD,Yes,Yes
3525,TBD,Yes,Yes
3530,No,Yes,No
3531,TBD,Yes,Yes
3537,TBD,Yes,No
3568,TBD,Yes,Yes
3573,TBD,Yes,Yes
3574,TBD,Yes,No
3579,TBD,Yes,No
3582,TBD,Yes,Yes
3583,TBD,Yes,Yes
3587,TBD,Yes,No
3591,TBD,Yes,Yes
3596,TBD,Yes,Yes
3604,No,No,No
3619,No,Yes,No
3620,TBD,Yes,Yes
3639,TBD,Yes,Yes
3643,TBD,Yes,No
3652,TBD,Yes,Yes
3655,No,Yes,No
3659,TBD,Yes,No
3705,TBD,Yes,Yes
3708,TBD,Yes,Yes
3712,TBD,Yes,No
3729,TBD,Yes,Yes
3730,TBD,Yes,Yes
3731,TBD,Yes,Yes
3732,TBD,Yes,Yes
3739,TBD,Yes,Yes
3740,No,No,No
3742,TBD,No,Yes
3751,TBD,Yes,Yes
3754,TBD,Yes,Yes
3757,TBD,Yes,No
3764,TBD,Yes,No
3778,TBD,Yes,Yes
3780,TBD,Yes,Yes
3786,TBD,Yes,No
3788,No,Yes,No
3789,TBD,No,No
3790,TBD,Yes,Yes
3794,TBD,Yes,No
3799,TBD,Yes,Yes
3801,TBD,Yes,No
3807,TBD,Yes,Yes
3826,TBD,Yes,Yes
3833,TBD,Yes,Yes
3835,TBD,Yes,No
3843,TBD,Yes,Yes
3844,No,No,No
3845,TBD,Yes,No
3846,No,Yes,No
3847,TBD,Yes,Yes
3848,TBD,Yes,Yes
3850,TBD,Yes,Yes
3858,TBD,Yes,No
3861,TBD,Yes,Yes
3874,TBD,Yes,No
3884,TBD,Yes,Yes
3896,TBD,Yes,Yes
3897,TBD,Yes,Yes
3947,TBD,Yes,No
3988,No,Yes,No
4068,TBD,Yes,Yes
4100,No,Yes,No
4101,TBD,No,Yes
4104,No,Yes,No
4127,No,Yes,No
4132,TBD,Yes,Yes
4134,No,Yes,No
4137,TBD,Yes,No
4147,No,Yes,No
4153,TBD,Yes,No
4169,No,Yes,No
4171,TBD,Yes,No
4174,No,Yes,No
4176,TBD,Yes,Yes
4178,TBD,Yes,No
4180,No,Yes,No
4182,TBD,Yes,No
4184,No,Yes,No
4185,TBD,Yes,No
4193,TBD,Yes,No
4196,No,Yes,No
4198,No,Yes,No
4201,TBD,Yes,Yes
4202,TBD,Yes,No
4203,TBD,Yes,Yes
4208,TBD,No,No
4218,TBD,Yes,No
4220,TBD,Yes,No
4221,TBD,Yes,No
4232,TBD,Yes,Yes
4233,No,Yes,No
4239,TBD,Yes,Yes
4240,TBD,Yes,No
4247,TBD,Yes,No
4249,TBD,Yes,No
4252,TBD,Yes,Yes
4264,TBD,Yes,No
4272,TBD,Yes,Yes
4275,TBD,Yes,No
4293,No,Yes,No
4299,TBD,Yes,Yes
4309,TBD,Yes,No
4317,TBD,Yes,Yes
4324,No,No,No
