Store Number,Store Signing Type
5023,swipe up
5025,swipe up
5027,legacy
5028,legacy
5029,swipe up
5030,legacy
5031,swipe up
5032,legacy
5033,legacy
5034,swipe up
5035,swipe up
5036,swipe up
5037,swipe up
5039,legacy
5040,swipe up
5041,swipe up
5043,legacy
5044,swipe up
5045,swipe up
5046,swipe up
5047,swipe up
5048,legacy
5049,legacy
5051,legacy
5054,swipe up
5055,swipe up
5056,swipe up
5057,legacy
5058,swipe up
5059,swipe up
5060,swipe up
5062,swipe up
5063,swipe up
5064,swipe up
5065,swipe up
5066,swipe up
5070,swipe up
5071,swipe up
5072,legacy
5073,legacy
5075,legacy
5076,swipe up
5077,legacy
5078,swipe up
5079,legacy
5080,swipe up
5081,swipe up
5082,swipe up
5085,legacy
5087,legacy
5088,swipe up
5089,legacy
5090,swipe up
5091,swipe up
5092,swipe up
5093,legacy
5094,legacy
5095,swipe up
5096,swipe up
5097,swipe up
5098,legacy
5099,swipe up
5100,swipe up
5101,swipe up
5102,legacy
5103,legacy
5104,swipe up
5105,swipe up
5106,swipe up
5107,legacy
5108,swipe up
5109,swipe up
5110,swipe up
5111,legacy
5113,legacy
5115,swipe up
5116,swipe up
5117,legacy
5118,swipe up
5119,swipe up
5122,swipe up
5123,legacy
5124,swipe up
5125,swipe up
5126,swipe up
5127,swipe up
5129,swipe up
5130,legacy
5131,swipe up
5132,swipe up
5133,swipe up
5134,swipe up
5135,swipe up
5136,legacy
5137,swipe up
5139,legacy
5140,legacy
5141,swipe up
5142,legacy
5143,swipe up
5144,legacy
5145,legacy
5146,legacy
5147,swipe up
5148,swipe up
5149,legacy
5150,swipe up
5151,swipe up
5152,legacy
5154,swipe up
5155,swipe up
5156,legacy
5157,swipe up
5159,swipe up
5160,legacy
5162,swipe up
5165,swipe up
5166,legacy
5167,swipe up
5168,swipe up
5170,legacy
5172,swipe up
5173,swipe up
5174,swipe up
5175,swipe up
5178,legacy
5179,swipe up
5182,legacy
5183,swipe up
5184,legacy
5185,swipe up
5186,swipe up
5188,swipe up
5189,swipe up
5190,legacy
5191,swipe up
5192,swipe up
5193,swipe up
5196,swipe up
5197,swipe up
5198,legacy
5199,swipe up
5200,legacy
5201,legacy
5202,legacy
5203,swipe up
5204,swipe up
5205,swipe up
5206,swipe up
5207,swipe up
5210,swipe up
5211,swipe up
5214,swipe up
5215,legacy
5216,swipe up
5218,swipe up
5219,legacy
5220,swipe up
5221,swipe up
5224,swipe up
5226,legacy
5227,legacy
5228,legacy
5229,legacy
5231,swipe up
5232,swipe up
5233,legacy
5234,swipe up
5235,swipe up
5236,swipe up
5239,legacy
5240,legacy
5241,legacy
5242,legacy
5244,swipe up
5245,legacy
5246,swipe up
5247,swipe up
5248,swipe up
5250,swipe up
5251,swipe up
5252,legacy
5253,legacy
5254,legacy
5255,swipe up
5256,swipe up
5257,swipe up
5258,swipe up
5259,swipe up
5260,swipe up
5261,swipe up
5262,legacy
5263,swipe up
5264,swipe up
5265,swipe up
5266,swipe up
5267,swipe up
5269,swipe up
5270,swipe up
5272,legacy
5273,swipe up
5274,swipe up
5275,swipe up
5276,legacy
5278,swipe up
5279,legacy
5280,legacy
5281,legacy
5282,legacy
5285,legacy
5286,swipe up
5287,legacy
5288,swipe up
5290,swipe up
5291,legacy
5292,swipe up
5293,swipe up
5294,legacy
5295,swipe up
5296,swipe up
5297,swipe up
5298,swipe up
5299,swipe up
5300,swipe up
5301,swipe up
5303,swipe up
5304,legacy
5305,legacy
5306,swipe up
5307,swipe up
5308,swipe up
5309,swipe up
5310,legacy
5311,swipe up
5312,legacy
5313,swipe up
5314,legacy
5316,swipe up
5317,legacy
5319,legacy
5320,swipe up
5321,swipe up
5323,swipe up
5325,legacy
5326,swipe up
5327,swipe up
5328,legacy
5329,legacy
5330,swipe up
5331,swipe up
5332,swipe up
5334,swipe up
5335,legacy
5336,legacy
5337,swipe up
5338,legacy
5340,swipe up
5341,legacy
5342,legacy
5343,swipe up
5345,swipe up
5346,swipe up
5347,legacy
5348,swipe up
5349,swipe up
5350,swipe up
5352,swipe up
5353,swipe up
5355,legacy
5356,legacy
5358,legacy
5359,swipe up
5360,legacy
5361,swipe up
5363,swipe up
5364,legacy
5365,legacy
5366,legacy
5367,legacy
5368,swipe up
5369,legacy
5370,legacy
5371,legacy
5372,swipe up
5373,legacy
5374,swipe up
5376,swipe up
5378,legacy
5379,swipe up
5381,legacy
5382,swipe up
5383,legacy
5384,legacy
5385,legacy
5386,swipe up
5387,swipe up
5388,swipe up
5389,swipe up
5390,swipe up
5391,swipe up
5392,swipe up
5393,legacy
5394,swipe up
5396,legacy
5397,swipe up
5398,swipe up
5399,swipe up
5402,swipe up
5403,swipe up
5408,legacy
5409,swipe up
5410,swipe up
5411,swipe up
5414,legacy
5416,swipe up
5417,swipe up
5418,swipe up
5419,swipe up
5420,swipe up
5421,swipe up
5422,swipe up
5423,swipe up
5424,swipe up
5425,swipe up
5427,swipe up
5428,swipe up
5429,swipe up
5430,swipe up
5432,legacy
5433,swipe up
5434,legacy
5435,swipe up
5436,legacy
5438,swipe up
5439,legacy
5440,legacy
5441,swipe up
5442,swipe up
5443,swipe up
5444,swipe up
5445,swipe up
5446,legacy
5447,swipe up
5448,legacy
5449,swipe up
5450,legacy
5451,legacy
5452,swipe up
5453,swipe up
5455,legacy
5458,legacy
5459,swipe up
5460,swipe up
5461,legacy
5462,swipe up
5463,swipe up
5464,legacy
5466,swipe up
5467,legacy
5469,legacy
5470,swipe up
5471,swipe up
5472,swipe up
5476,legacy
5477,legacy
5479,swipe up
5480,swipe up
5481,legacy
5482,swipe up
5483,swipe up
5485,swipe up
5486,swipe up
5487,legacy
5488,swipe up
5489,legacy
5490,swipe up
5491,swipe up
5492,swipe up
5494,swipe up
5495,legacy
5497,swipe up
5498,swipe up
5499,swipe up
5600,legacy
5601,swipe up
5602,swipe up
5603,swipe up
5604,swipe up
5605,swipe up
5606,swipe up
5608,legacy
5609,legacy
5610,swipe up
5611,legacy
5612,swipe up
5613,swipe up
5614,swipe up
5615,legacy
5616,swipe up
5617,swipe up
5622,swipe up
5623,swipe up
5624,swipe up
5626,swipe up
5627,legacy
5628,legacy
5629,swipe up
5632,legacy
5633,swipe up
5634,legacy
5635,swipe up
5637,swipe up
5640,swipe up
5641,swipe up
5643,swipe up
5644,legacy
5649,legacy
5653,swipe up
5654,swipe up
5657,swipe up
5658,legacy
5659,legacy
5661,swipe up
5663,legacy
5664,swipe up
5667,swipe up
5668,swipe up
5669,swipe up
5670,swipe up
5671,legacy
5672,swipe up
5673,swipe up
5675,swipe up
5676,swipe up
5678,swipe up
5683,legacy
5684,legacy
5686,swipe up
5689,swipe up
5691,swipe up
5692,swipe up
5693,swipe up
5695,swipe up
5700,legacy
5701,legacy
5702,legacy
5703,swipe up
5704,legacy
5705,swipe up
5706,swipe up
5707,swipe up
5709,swipe up
5710,swipe up
5713,legacy
5715,swipe up
5716,swipe up
5717,swipe up
5719,legacy
5722,swipe up
5725,swipe up
5726,swipe up
5727,swipe up
5728,swipe up
5731,swipe up
5732,legacy
5734,swipe up
5735,swipe up
5737,swipe up
5738,swipe up
5740,swipe up
5741,swipe up
5743,legacy
5744,legacy
5745,swipe up
5747,legacy
5748,swipe up
5751,legacy
5752,legacy
5753,swipe up
5754,swipe up
5755,legacy
5758,swipe up
5759,swipe up
5760,swipe up
5761,swipe up
5763,swipe up
5764,swipe up
5766,legacy
5767,swipe up
5768,swipe up
5769,swipe up
5771,legacy
5772,swipe up
5773,swipe up
5774,legacy
5776,legacy
5777,swipe up
5779,swipe up
5780,legacy
5782,swipe up
5786,swipe up
5787,legacy
5789,swipe up
5790,swipe up
5791,swipe up
5795,legacy
5797,legacy
5799,swipe up
5804,swipe up
5805,legacy
5806,swipe up
5807,swipe up
5808,legacy
5809,swipe up
5810,swipe up
5812,swipe up
5813,legacy
5814,swipe up
5815,legacy
5816,swipe up
5817,swipe up
5818,swipe up
5819,swipe up
5820,swipe up
5823,swipe up
5824,swipe up
5826,swipe up
5828,legacy
5829,legacy
5831,legacy
5832,swipe up
5835,swipe up
5837,swipe up
5839,swipe up
5840,legacy
5841,swipe up
5842,legacy
5843,legacy
5844,swipe up
5845,legacy
5846,swipe up
5847,swipe up
5848,legacy
5851,swipe up
5853,swipe up
5854,legacy
5855,legacy
5857,legacy
5858,swipe up
5859,legacy
5861,legacy
5863,swipe up
5864,legacy
5866,swipe up
5867,swipe up
5869,legacy
5871,swipe up
5872,swipe up
5874,legacy
5875,swipe up
5876,swipe up
5879,swipe up
5880,swipe up
5881,swipe up
5882,legacy
5883,swipe up
5884,legacy
5886,swipe up
5888,legacy
5889,swipe up
5890,legacy
5891,swipe up
5893,swipe up
5894,swipe up
5898,legacy
5903,swipe up
5907,swipe up
5908,swipe up
5911,legacy
5912,swipe up
5922,swipe up
5923,legacy
5925,swipe up
5927,swipe up
5929,swipe up
5930,swipe up
5932,legacy
5935,swipe up
5936,swipe up
5938,legacy
5944,legacy
5945,legacy
5947,swipe up
5956,swipe up
5957,swipe up
5959,legacy
5960,swipe up
5962,legacy
5963,swipe up
5964,swipe up
5965,swipe up
5968,legacy
5969,swipe up
5976,legacy
5977,legacy
5979,legacy
5981,legacy
5982,legacy
5987,swipe up
5988,swipe up
5990,legacy
5991,swipe up
5992,swipe up
5993,legacy
5994,swipe up
5996,swipe up
6078,swipe up
6098,legacy
6149,swipe up
6159,swipe up
6165,legacy
6166,swipe up
6170,swipe up
6172,swipe up
6173,swipe up
6174,legacy
6176,swipe up
6190,legacy
6207,swipe up
6226,swipe up
6233,swipe up
6243,swipe up
6263,legacy
6264,swipe up
6286,swipe up
6300,swipe up
6323,swipe up
6370,swipe up
6390,legacy
6392,swipe up
6394,swipe up
6395,legacy
6397,swipe up
6398,legacy
6459,swipe up
6467,legacy
6469,legacy
6470,swipe up
6476,swipe up
6477,legacy
6480,swipe up
6500,swipe up
6531,swipe up
6548,legacy
6576,swipe up
6577,swipe up
6578,swipe up
6579,swipe up
6583,swipe up
6585,swipe up
6586,swipe up
6587,swipe up
6588,legacy
6590,swipe up
6732,swipe up
6786,swipe up
6789,swipe up
6798,swipe up
6807,swipe up
6813,swipe up
6814,swipe up
6828,swipe up
6849,swipe up
6850,swipe up
6851,legacy
6876,swipe up
6878,swipe up
6879,legacy
6887,swipe up
6894,swipe up
6898,swipe up
6929,swipe up
6931,swipe up
6932,legacy
6936,swipe up
6937,swipe up
6941,swipe up
6942,legacy
6943,swipe up
6951,legacy
6952,swipe up
6953,swipe up
6958,legacy
6960,swipe up
6962,swipe up
6963,swipe up
6964,swipe up
6966,legacy
6967,legacy
6968,swipe up
6971,swipe up
6975,swipe up
6978,swipe up
6998,swipe up
7004,legacy
7009,swipe up
7020,swipe up
7032,swipe up
7043,swipe up
7062,swipe up
7072,swipe up
7087,swipe up
7098,legacy
7099,legacy
7127,swipe up
7129,legacy
7137,legacy
7146,swipe up
7156,swipe up
7162,legacy
7168,swipe up
7174,swipe up
7177,swipe up
7178,swipe up
7179,legacy
7180,swipe up
7181,legacy
7185,swipe up
7188,legacy
7194,swipe up
7199,legacy
7205,legacy
7206,legacy
7209,legacy
7218,swipe up
7220,swipe up
7221,legacy
7222,swipe up
7224,swipe up
7229,swipe up
7232,swipe up
7233,swipe up
7235,swipe up
7238,legacy
7240,swipe up
7241,swipe up
7242,swipe up
7243,swipe up
7245,swipe up
7246,swipe up
7247,swipe up
7249,swipe up
7251,swipe up
7262,swipe up
7280,swipe up
7281,legacy
7290,swipe up
7294,swipe up
7296,legacy
7298,legacy
7299,legacy
7301,legacy
7304,swipe up
7307,legacy
7308,swipe up
7309,swipe up
7311,legacy
7315,swipe up
7317,swipe up
7320,swipe up
7324,swipe up
7326,swipe up
7329,legacy
7334,swipe up
7337,swipe up
7339,legacy
7340,swipe up
7342,legacy
7347,swipe up
7349,swipe up
7357,swipe up
7361,swipe up
7362,swipe up
7601,swipe up
8331,swipe up
8861,swipe up
8930,swipe up
8958,legacy
