Store Number,NSW2 CONSOLE - QTY,NSW2 MARIO KART WLD - QTY,Total Estimated Preorder QTY,# of Associates Needed  for Dispense
2867,18,36,54,1
2869,27,70,97,2
2871,17,44,61,1
2872,24,46,70,1
2873,16,43,59,1
2874,18,53,71,1
2881,38,83,121,2
2882,18,34,52,1
2883,15,34,49,1
2884,18,51,69,1
2885,13,35,48,1
2886,49,100,149,3
2888,21,51,72,1
2889,15,29,44,1
2890,16,29,45,1
2891,10,40,50,1
2892,17,46,63,1
2893,2,14,16,1
2894,2,8,10,1
2897,16,44,60,1
2898,18,31,49,1
2899,18,46,64,1
2900,18,46,64,1
2901,12,28,40,1
2902,22,48,70,1
2903,18,42,60,1
2904,18,31,49,1
2905,27,48,75,1
2906,22,63,85,1
2908,7,18,25,1
2909,10,19,29,1
2910,15,29,44,1
2911,11,25,36,1
2912,36,68,104,2
2913,9,16,25,1
2914,17,38,55,1
2915,28,50,78,1
2916,27,49,76,1
2917,34,68,102,2
2918,8,27,35,1
2920,17,38,55,1
2921,24,73,97,1
2922,21,44,65,1
2923,16,42,58,1
2924,20,41,61,1
2925,13,37,50,2
2926,8,28,36,1
2927,35,73,108,3
2928,16,46,62,1
2929,16,38,54,1
2931,9,25,34,1
2932,22,54,76,1
2933,9,33,42,1
2934,2,6,8,1
2935,1,13,14,1
2937,5,22,27,1
2938,9,25,34,1
2939,9,18,27,1
2941,13,36,49,1
2945,11,38,49,1
2946,24,62,86,2
2947,27,51,78,2
2948,23,48,71,2
2950,21,36,57,2
2951,11,31,42,1
2952,28,67,95,2
2953,14,44,58,1
2954,35,80,115,2
2955,13,29,42,1
2956,27,58,85,1
2957,6,19,25,1
2958,21,64,85,2
2959,36,65,101,2
2962,16,45,61,1
2963,23,52,75,2
2964,24,60,84,1
2965,24,61,85,2
2966,17,70,87,2
2967,26,77,103,2
2968,9,18,27,1
2973,10,30,40,1
2978,13,33,46,1
2980,25,61,86,1
2985,14,42,56,2
2986,17,42,59,1
2987,28,50,78,2
2988,9,23,32,1
2989,12,28,40,1
2990,9,15,24,1
2991,34,67,101,2
2992,19,39,58,1
2993,18,38,56,1
2994,0,0,0,0
2996,10,33,43,1
3004,33,62,95,2
3014,14,28,42,1
3017,20,44,64,1
3018,19,41,60,1
3035,25,64,89,2
3044,8,24,32,1
3053,25,48,73,1
3055,8,22,30,1
3056,17,43,60,2
3057,10,35,45,1
3058,15,36,51,1
3059,4,9,13,1
3060,0,6,6,1
3061,18,34,52,1
3067,15,43,58,1
3075,13,27,40,1
3077,17,45,62,1
3078,16,40,56,1
3081,15,41,56,2
3087,24,46,70,2
3088,13,23,36,1
3093,19,57,76,1
3102,15,28,43,1
3103,9,17,26,1
3106,20,45,65,1
3107,10,24,34,1
3112,15,36,51,1
3114,33,74,107,2
3118,18,36,54,1
3119,9,23,32,1
3136,24,53,77,1
3137,9,19,28,1
3150,18,30,48,1
3151,11,30,41,1
3159,43,88,131,2
3163,23,52,75,1
3167,8,17,25,1
3169,13,42,55,1
3170,15,25,40,1
3177,11,23,34,1
3180,0,0,0,0
3182,18,33,51,1
3188,16,27,43,1
3191,9,18,27,1
3192,14,29,43,1
3197,13,22,35,1
3200,24,48,72,1
3201,9,28,37,1
3205,10,22,32,1
3206,9,26,35,1
3207,25,48,73,1
3208,24,59,83,1
3209,16,46,62,1
3210,14,33,47,1
3212,24,72,96,2
3213,20,49,69,1
3214,10,31,41,1
3215,20,51,71,2
3216,13,35,48,1
3217,8,16,24,1
3218,20,41,61,1
3219,21,50,71,1
3220,25,50,75,2
3221,9,18,27,1
3222,16,33,49,1
3223,16,39,55,1
3224,15,32,47,1
3225,11,36,47,1
3226,24,55,79,2
3227,16,40,56,1
3228,12,32,44,1
3229,1,7,8,1
3230,15,28,43,1
3231,6,12,18,1
3232,27,63,90,1
3233,7,22,29,1
3234,5,20,25,1
3235,28,61,89,2
3236,27,64,91,2
3237,16,43,59,1
3239,29,64,93,2
3241,17,36,53,1
3243,22,48,70,1
3245,3,12,15,1
3247,14,27,41,1
3248,26,46,72,2
3250,16,32,48,1
3251,14,27,41,1
3252,18,32,50,1
3253,9,19,28,1
3254,15,34,49,1
3255,10,31,41,1
3258,19,48,67,1
3259,17,46,63,1
3260,9,20,29,1
3261,31,64,95,2
3262,3,31,34,1
3265,24,47,71,1
3266,17,28,45,1
3267,19,41,60,1
3268,2,15,17,1
3269,2,7,9,1
3270,6,18,24,1
3271,9,25,34,1
3273,11,36,47,1
3274,11,26,37,1
3276,23,47,70,2
3277,11,27,38,1
3278,16,35,51,1
3279,17,28,45,1
3280,17,41,58,1
3281,14,28,42,1
3282,13,29,42,1
3283,16,45,61,1
3284,13,27,40,1
3285,9,22,31,1
3286,12,27,39,1
3288,9,13,22,1
3289,11,23,34,1
3290,0,0,0,0
3291,14,46,60,1
3292,34,71,105,2
3293,15,44,59,1
3294,20,49,69,1
3295,10,26,36,1
3296,18,44,62,1
3297,19,46,65,1
3298,15,32,47,1
3300,4,32,36,1
3301,36,77,113,2
3302,19,43,62,1
3303,0,0,0,0
3304,5,23,28,1
3305,11,19,30,1
3307,7,16,23,1
3308,19,40,59,1
3309,11,33,44,1
3310,18,43,61,1
3311,13,30,43,1
3313,20,50,70,1
3319,19,37,56,1
3320,22,52,74,1
3322,17,36,53,1
3324,15,33,48,1
3328,15,40,55,1
3329,5,25,30,1
3331,7,14,21,1
3332,22,47,69,1
3334,6,10,16,1
3336,24,47,71,1
3337,23,47,70,2
3339,17,43,60,1
3342,17,32,49,1
3344,15,35,50,1
3347,15,39,54,1
3348,11,24,35,1
3349,14,29,43,1
3350,15,39,54,1
3351,26,67,93,2
3352,19,40,59,2
3360,22,52,74,2
3362,12,28,40,1
3363,15,33,48,1
3364,17,41,58,1
3366,22,68,90,2
3367,10,20,30,1
3370,18,39,57,1
3371,17,27,44,1
3372,13,31,44,1
3379,15,30,45,1
3380,20,42,62,1
3381,4,9,13,1
3382,6,32,38,1
3383,11,36,47,1
3384,3,12,15,1
3386,9,21,30,1
3387,14,33,47,1
3388,12,28,40,1
3389,14,26,40,1
3390,19,44,63,1
3391,16,34,50,1
3394,2,6,8,1
3395,5,18,23,1
3397,17,32,49,1
3400,34,65,99,2
3401,5,17,22,1
3402,9,28,37,1
3403,22,48,70,1
3404,24,53,77,1
3406,14,33,47,1
3407,26,53,79,1
3408,17,32,49,1
3409,17,38,55,1
3412,11,27,38,1
3415,9,29,38,1
3417,10,26,36,1
3418,21,55,76,2
3420,35,74,109,2
3422,20,52,72,1
3423,14,31,45,1
3425,14,46,60,1
3427,2,5,7,1
3428,5,8,13,1
3429,11,25,36,1
3430,9,19,28,1
3431,14,30,44,1
3432,9,19,28,1
3433,10,30,40,1
3434,15,29,44,1
3435,17,51,68,1
3436,14,42,56,1
3439,18,43,61,1
3443,34,65,99,2
3445,16,43,59,1
3447,18,39,57,1
3453,26,51,77,1
3454,24,46,70,1
3455,14,35,49,2
3458,10,20,30,1
3459,11,32,43,1
3460,15,44,59,1
3461,15,37,52,1
3462,24,52,76,1
3463,18,36,54,1
3464,35,67,102,3
3465,17,38,55,1
3469,50,110,160,3
3471,14,51,65,1
3472,19,44,63,1
3473,20,43,63,1
3474,18,39,57,1
3475,27,60,87,1
3476,28,59,87,1
3477,24,50,74,2
3478,0,0,0,0
3480,6,25,31,1
3481,13,31,44,1
3482,9,35,44,1
3483,6,19,25,1
3484,8,26,34,1
3485,4,21,25,1
3486,23,44,67,1
3487,28,62,90,1
3488,15,32,47,1
3489,10,30,40,1
3490,26,45,71,1
3491,24,49,73,1
3492,19,46,65,1
3493,27,45,72,2
3494,25,58,83,2
3495,16,44,60,1
3497,8,19,27,1
3498,15,33,48,1
3499,12,29,41,1
3500,20,45,65,1
3501,15,34,49,1
3502,19,45,64,1
3503,14,32,46,1
3505,8,35,43,1
3510,15,31,46,1
3511,23,54,77,2
3513,27,44,71,1
3514,6,26,32,1
3515,10,27,37,1
3516,33,75,108,3
3518,22,50,72,1
3520,52,108,160,3
3522,30,82,112,3
3523,32,62,94,2
3525,20,64,84,1
3526,15,27,42,1
3527,17,44,61,1
3528,3,5,8,1
3529,13,44,57,1
3531,22,52,74,2
3533,21,53,74,2
3534,9,21,30,1
3535,21,54,75,1
3537,16,46,62,1
3538,18,50,68,1
3541,26,53,79,1
3543,35,67,102,2
3545,15,38,53,1
3546,21,57,78,2
3548,25,76,101,2
3549,15,33,48,1
3560,25,63,88,2
3561,14,30,44,1
3562,27,60,87,2
3563,24,53,77,1
3564,9,23,32,1
3566,16,49,65,1
3567,19,37,56,1
3568,27,60,87,2
3569,24,61,85,2
3570,19,42,61,1
3571,15,45,60,1
3572,24,53,77,2
3573,24,46,70,1
3580,15,39,54,1
3581,8,24,32,1
3582,24,60,84,2
3583,18,53,71,1
3584,23,53,76,2
3585,18,51,69,2
3587,23,48,71,2
3588,17,44,61,1
3589,21,72,93,2
3590,4,32,36,1
3591,14,33,47,1
3595,14,33,47,1
3596,14,32,46,1
3597,16,30,46,1
3598,28,48,76,1
3601,15,44,59,1
3602,12,33,45,1
3607,8,18,26,1
3608,18,38,56,1
3609,9,31,40,1
3611,10,28,38,1
3612,12,29,41,1
3616,4,14,18,1
3620,33,70,103,2
3621,26,49,75,1
3623,14,31,45,1
3624,17,39,56,2
3625,14,32,46,1
3626,20,46,66,1
3627,17,42,59,1
3630,17,37,54,1
3631,16,31,47,1
3632,3,12,15,1
3633,14,34,48,1
3634,9,24,33,1
3639,28,47,75,1
3640,25,52,77,2
3641,9,25,34,1
3643,3,8,11,1
3644,10,30,40,1
3645,6,45,51,1
3648,18,37,55,1
3650,16,41,57,2
3652,26,44,70,2
3658,12,32,44,1
3659,15,42,57,1
3660,14,30,44,1
3693,0,0,0,0
3700,19,49,68,1
3701,4,13,17,1
3702,20,41,61,1
3705,19,47,66,1
3708,19,49,68,2
3709,15,25,40,1
3710,15,41,56,1
3712,19,49,68,2
3716,0,0,0,0
3717,8,33,41,1
3720,13,43,56,1
3722,26,56,82,2
3725,27,50,77,1
3726,21,60,81,1
3728,17,41,58,1
3729,22,42,64,1
3730,18,36,54,1
3731,18,43,61,1
3732,27,58,85,2
3733,15,31,46,1
3734,5,12,17,1
3738,20,47,67,1
3739,18,42,60,1
3741,16,33,49,1
3742,10,24,34,1
3747,11,25,36,1
3748,20,41,61,1
3749,15,41,56,1
3750,18,38,56,1
3751,29,68,97,1
3754,0,3,3,1
3757,17,44,61,1
3758,2,6,8,1
3760,3,12,15,1
3761,6,13,19,1
3762,23,64,87,2
3763,23,55,78,1
3764,4,25,29,1
3765,9,26,35,1
3768,9,14,23,1
3770,2,4,6,1
3771,30,63,93,1
3772,3,11,14,1
3773,16,35,51,1
3774,12,44,56,1
3777,17,44,61,1
3778,4,16,20,1
3780,17,39,56,1
3781,13,32,45,1
3782,29,86,115,2
3783,13,26,39,1
3784,17,41,58,1
3785,9,16,25,1
3786,17,46,63,2
3789,17,37,54,1
3790,17,40,57,1
3791,8,21,29,1
3792,19,43,62,1
3794,32,64,96,2
3795,50,112,162,2
3796,42,86,128,3
3799,22,42,64,1
3801,23,58,81,1
3802,27,58,85,2
3803,17,40,57,1
3804,18,34,52,1
3805,4,17,21,1
3806,7,15,22,1
3807,3,4,7,1
3809,8,16,24,1
3810,9,33,42,1
3812,18,40,58,1
3823,21,43,64,1
3824,16,40,56,1
3825,11,25,36,1
3826,9,25,34,1
3827,24,61,85,1
3828,2,14,16,1
3829,18,40,58,1
3830,11,31,42,1
3831,9,26,35,1
3833,28,57,85,1
3835,22,38,60,1
3837,11,31,42,1
3838,28,62,90,2
3840,13,35,48,1
3842,17,42,59,1
3843,9,23,32,1
3847,3,14,17,1
3848,27,59,86,1
3850,22,49,71,1
3851,19,44,63,1
3852,5,17,22,1
3853,4,9,13,1
3857,27,52,79,1
3858,17,28,45,1
3860,15,29,44,1
3861,26,62,88,2
3864,5,24,29,1
3867,19,45,64,1
3868,9,24,33,1
3869,15,29,44,1
3872,13,31,44,1
3874,17,43,60,1
3875,3,6,9,1
3876,11,23,34,1
3877,9,22,31,1
3883,0,0,0,0
3884,15,41,56,1
3886,18,47,65,1
3887,6,23,29,1
3888,32,77,109,2
3889,16,34,50,1
3891,23,71,94,2
3893,24,40,64,1
3894,21,51,72,2
3896,15,35,50,1
3897,16,62,78,1
3912,26,46,72,1
3947,19,47,66,2
4049,13,25,38,1
4055,16,31,47,1
4063,4,11,15,1
4064,17,29,46,1
4065,13,43,56,1
4068,25,64,89,1
4101,14,32,46,1
4102,10,19,29,1
4103,7,14,21,1
4108,18,47,65,1
4111,19,51,70,1
4112,16,47,63,1
4115,13,38,51,1
4118,14,31,45,1
4129,9,20,29,1
4130,22,41,63,1
4131,11,26,37,1
4132,24,53,77,2
4137,21,59,80,2
4144,9,19,28,1
4153,17,42,59,1
4156,2,10,12,1
4161,27,56,83,2
4162,13,29,42,1
4163,24,51,75,1
4164,6,17,23,1
4165,9,24,33,1
4166,6,17,23,1
4168,12,26,38,1
4171,17,33,50,2
4176,26,45,71,1
4183,17,32,49,1
4185,14,35,49,1
4187,3,18,21,1
4191,5,22,27,1
4194,9,26,35,1
4195,14,28,42,1
4200,9,27,36,1
4201,8,22,30,1
4202,13,33,46,1
4203,6,13,19,1
4208,9,37,46,1
4209,4,13,17,1
4215,7,17,24,1
4216,15,31,46,1
4219,19,57,76,2
4221,35,80,115,3
4223,18,41,59,1
4224,18,41,59,1
4226,5,16,21,1
4230,18,41,59,1
4231,10,28,38,1
4232,15,24,39,1
4235,18,40,58,1
4237,14,27,41,1
4238,14,30,44,1
4239,17,42,59,1
4240,19,35,54,1
4241,2,26,28,1
4243,23,49,72,1
4244,0,9,9,1
4246,3,7,10,1
4247,2,14,16,1
4249,3,4,7,1
4250,17,33,50,1
4252,14,35,49,1
4253,2,10,12,1
4255,24,64,88,2
4256,16,36,52,1
4257,14,34,48,1
4258,11,31,42,1
4259,4,13,17,1
4260,20,54,74,1
4262,16,28,44,1
4272,26,64,90,1
4273,19,39,58,1
4274,21,50,71,2
4276,20,57,77,2
4277,15,31,46,1
4278,9,27,36,1
4279,16,35,51,1
4281,2,3,5,1
4283,14,28,42,1
4284,21,39,60,1
4285,16,36,52,1
4286,29,70,99,2
4288,17,38,55,1
4295,9,10,19,1
4298,19,39,58,1
4299,17,43,60,1
4303,35,69,104,2
4309,13,29,42,1
4317,11,35,46,2
4318,13,27,40,1
4321,12,30,42,1
4322,5,9,14,1
4323,8,20,28,1
4325,11,36,47,1
4330,9,24,33,1
4332,44,112,156,3
4333,14,27,41,1
4334,18,42,60,1
4335,20,48,68,1
4336,16,35,51,1
4337,9,16,25,1
4340,19,37,56,2
4341,2,1,3,1
4348,14,28,42,1
4350,4,13,17,1
4352,22,47,69,1
4355,5,13,18,1
4356,29,72,101,2
4358,17,45,62,1
4359,0,0,0,0
4365,33,84,117,2
4368,20,41,61,1
4370,9,23,32,1
4372,4,14,18,1
4374,1,13,14,1
4377,5,13,18,1
4378,2,8,10,1
4381,7,17,24,1
4383,34,79,113,2
4384,11,27,38,1
4387,30,79,109,2
4389,9,23,32,1
4392,15,41,56,2
4393,16,42,58,2
4394,19,42,61,1
4395,13,37,50,1
4399,17,37,54,1
4403,17,43,60,1
4404,16,39,55,1
4405,17,44,61,1
4407,9,21,30,1
4409,9,24,33,1
4410,15,29,44,1
4412,13,27,40,1
4414,6,13,19,1
4416,16,34,50,1
4417,19,36,55,1
4420,5,17,22,1
4423,21,50,71,1
4424,27,51,78,2
4427,10,24,34,1
4428,17,32,49,1
4430,28,62,90,2
4435,17,30,47,1
4436,14,35,49,1
4438,49,127,176,3
4439,10,32,42,1
4440,18,33,51,1
4444,12,36,48,1
4446,11,24,35,1
4450,17,33,50,1
4451,26,69,95,2
4456,22,62,84,2
4457,2,4,6,1
4458,17,45,62,1
4459,4,14,18,1
4460,10,23,33,1
4461,8,18,26,1
4471,0,0,0,0
4472,4,17,21,1
4474,0,0,0,0
4475,22,49,71,1
4476,17,43,60,1
4477,12,33,45,1
4479,18,51,69,1
4482,15,42,57,1
4483,16,34,50,1
4484,18,32,50,1
4487,16,30,46,1
4488,17,32,49,2
4497,9,21,30,1
4499,9,28,37,1
4501,10,15,25,1
4503,17,34,51,1
4506,10,29,39,1
4508,13,26,39,1
4509,10,24,34,1
4511,10,26,36,1
4512,24,43,67,1
4514,9,21,30,1
4520,14,40,54,1
4521,12,35,47,1
4526,21,61,82,1
4529,18,44,62,1
4531,26,58,84,1
4533,9,15,24,1
4538,23,38,61,2
4540,11,28,39,1
4543,2,2,4,1
4553,22,42,64,1
4554,17,43,60,1
4556,10,21,31,1
4557,16,28,44,1
4558,11,24,35,1
4564,9,24,33,1
4567,21,51,72,1
4568,4,12,16,1
4569,0,0,0,0
4570,11,26,37,1
4574,16,48,64,1
4581,9,21,30,1
4583,11,30,41,1
4588,23,50,73,1
4590,15,26,41,1
4593,15,31,46,1
4594,7,20,27,1
4597,19,62,81,1
4599,19,49,68,1
4600,17,33,50,1
4601,19,45,64,1
4606,0,0,0,0
4609,11,42,53,1
4611,10,24,34,1
4612,15,36,51,1
4615,13,31,44,1
4616,9,23,32,1
4623,14,26,40,1
4627,23,54,77,1
4631,24,62,86,1
4635,14,31,45,1
4636,3,12,15,1
4637,13,35,48,1
4638,11,35,46,1
4639,11,19,30,1
4641,11,43,54,1
4643,15,33,48,1
4644,18,40,58,1
4653,11,33,44,1
4660,25,59,84,1
4664,14,29,43,1
4677,13,33,46,1
4678,14,37,51,1
4679,8,18,26,1
4681,14,32,46,1
4682,15,42,57,1
4683,8,19,27,1
4687,17,40,57,1
4689,10,42,52,1
4690,16,39,55,1
4695,9,27,36,1
4696,14,27,41,1
4697,10,32,42,1
4699,8,22,30,1
4734,12,43,55,1
4849,3,15,18,1
4865,14,32,46,1
5003,1,6,7,1
5012,26,63,89,2
5022,13,25,38,1
5023,41,77,118,3
5025,17,45,62,1
5027,22,57,79,2
5028,14,38,52,1
5029,14,38,52,1
5030,18,58,76,2
5031,24,61,85,2
5032,22,48,70,2
5033,2,18,20,1
5034,20,33,53,1
5035,17,37,54,1
5036,18,49,67,1
5037,17,27,44,1
5039,18,43,61,1
5040,27,50,77,1
5041,24,50,74,2
5044,4,10,14,1
5045,19,45,64,1
5046,18,43,61,1
5047,17,36,53,1
5048,27,59,86,2
5049,22,48,70,2
5051,19,46,65,1
5054,18,37,55,1
5055,11,30,41,1
5056,15,31,46,1
5057,13,38,51,1
5058,11,37,48,1
5060,26,50,76,1
5063,15,43,58,1
5064,11,37,48,1
5065,13,32,45,1
5066,26,51,77,2
5070,26,47,73,2
5071,4,29,33,1
5072,34,70,104,3
5073,25,51,76,1
5075,14,42,56,2
5076,18,36,54,1
5077,17,40,57,1
5078,23,44,67,1
5079,12,24,36,1
5080,15,32,47,1
5082,34,65,99,1
5085,16,39,55,1
5087,15,36,51,1
5088,16,32,48,1
5089,16,32,48,1
5090,17,43,60,1
5091,23,65,88,1
5092,14,43,57,1
5095,33,81,114,2
5096,15,32,47,2
5097,12,36,48,1
5099,17,43,60,1
5101,10,22,32,1
5103,28,50,78,1
5104,15,41,56,1
5105,15,35,50,1
5111,28,55,83,2
5113,14,25,39,1
5115,20,44,64,1
5116,19,41,60,1
5117,15,36,51,1
5118,17,43,60,1
5123,30,71,101,2
5124,17,34,51,1
5126,4,19,23,1
5127,15,31,46,1
5129,33,71,104,2
5130,17,42,59,1
5131,25,52,77,1
5133,14,29,43,2
5134,21,59,80,2
5136,16,36,52,2
5137,26,57,83,2
5139,16,41,57,2
5140,33,69,102,3
5141,19,57,76,2
5142,32,77,109,2
5144,13,42,55,1
5145,15,35,50,1
5146,14,32,46,1
5147,17,50,67,1
5150,25,56,81,1
5151,14,32,46,1
5152,16,35,51,1
5154,47,103,150,4
5155,14,34,48,1
5156,23,57,80,2
5157,10,24,34,1
5159,4,19,23,1
5160,24,54,78,2
5162,16,42,58,2
5165,21,45,66,1
5166,7,8,15,1
5167,26,61,87,2
5168,6,12,18,1
5170,3,5,8,1
5172,2,6,8,1
5173,17,41,58,1
5174,7,23,30,1
5175,8,36,44,1
5178,15,44,59,1
5184,20,52,72,1
5185,20,52,72,1
5186,20,52,72,1
5189,19,38,57,1
5190,19,59,78,1
5191,17,40,57,1
5192,11,33,44,1
5193,23,64,87,2
5196,5,16,21,1
5197,11,35,46,1
5199,16,33,49,1
5200,23,58,81,2
5201,16,42,58,1
5202,35,66,101,2
5203,9,22,31,1
5210,10,27,37,1
5211,16,43,59,1
5214,37,90,127,2
5215,18,41,59,2
5216,0,28,28,1
5218,9,27,36,1
5219,11,24,35,1
5220,14,35,49,1
5227,25,52,77,2
5228,18,35,53,1
5229,0,0,0,0
5231,18,36,54,2
5232,1,9,10,1
5233,20,62,82,2
5234,31,75,106,2
5235,25,61,86,2
5236,15,28,43,1
5239,20,48,68,1
5240,18,42,60,1
5241,21,46,67,1
5242,23,64,87,1
5244,11,22,33,1
5245,19,43,62,2
5246,3,5,8,1
5247,16,37,53,1
5250,22,49,71,1
5251,11,27,38,1
5252,16,36,52,1
5253,11,26,37,1
5254,23,62,85,1
5260,31,70,101,2
5261,15,38,53,1
5262,11,23,34,1
5263,14,29,43,1
5264,9,20,29,1
5266,14,40,54,1
5270,28,57,85,1
5272,18,53,71,1
5273,6,22,28,1
5274,0,0,0,0
5275,26,59,85,1
5276,17,36,53,1
5278,27,62,89,2
5280,11,41,52,1
5281,30,65,95,1
5282,0,0,0,0
5285,10,26,36,1
5287,17,38,55,1
5288,12,26,38,1
5292,15,35,50,1
5293,43,86,129,2
5294,22,61,83,1
5295,27,61,88,2
5296,13,33,46,1
5298,9,26,35,1
5299,28,87,115,2
5300,27,55,82,2
5301,9,34,43,1
5303,9,18,27,1
5305,40,89,129,3
5307,15,35,50,1
5309,12,19,31,1
5311,14,42,56,1
5312,14,32,46,1
5313,14,35,49,1
5316,25,53,78,1
5317,25,59,84,2
5319,3,31,34,1
5320,10,27,37,1
5325,13,43,56,1
5326,16,39,55,1
5329,10,25,35,1
5330,15,33,48,1
5331,19,38,57,1
5334,26,52,78,2
5335,15,36,51,2
5337,21,61,82,2
5338,27,62,89,2
5340,25,52,77,1
5341,15,40,55,1
5342,16,47,63,1
5343,14,45,59,1
5345,13,32,45,1
5346,10,34,44,1
5347,18,38,56,1
5348,3,17,20,1
5350,23,44,67,1
5352,18,35,53,1
5355,5,15,20,1
5356,9,14,23,1
5358,11,24,35,1
5359,16,36,52,1
5360,5,13,18,1
5361,23,53,76,1
5363,13,24,37,1
5368,18,39,57,1
5369,21,51,72,1
5370,20,38,58,1
5373,22,50,72,1
5374,9,23,32,1
5376,5,12,17,1
5379,13,35,48,1
5381,16,38,54,1
5382,27,63,90,2
5384,11,29,40,1
5385,7,36,43,1
5386,12,32,44,1
5387,10,26,36,1
5388,20,56,76,2
5389,14,32,46,1
5390,13,46,59,1
5391,20,40,60,1
5392,4,9,13,1
5394,25,48,73,2
5396,20,48,68,2
5397,14,30,44,1
5398,11,30,41,1
5399,9,25,34,1
5402,23,42,65,2
5403,16,35,51,1
5409,16,31,47,1
5410,15,33,48,1
5411,9,29,38,1
5414,19,51,70,1
5416,16,35,51,1
5417,16,41,57,1
5418,18,33,51,1
5419,11,16,27,1
5420,48,92,140,2
5422,3,2,5,1
5424,14,26,40,1
5425,26,55,81,2
5428,19,49,68,1
5429,26,59,85,1
5430,24,50,74,1
5432,12,38,50,1
5433,1,7,8,1
5434,28,44,72,2
5435,34,61,95,3
5436,17,45,62,1
5438,14,32,46,1
5439,11,40,51,1
5440,34,80,114,2
5441,11,27,38,1
5442,16,33,49,1
5443,23,64,87,2
5444,4,12,16,1
5445,10,23,33,1
5446,10,24,34,1
5447,53,97,150,2
5448,18,43,61,1
5449,22,35,57,1
5450,17,49,66,1
5455,21,48,69,1
5458,3,9,12,1
5460,8,28,36,1
5461,27,49,76,1
5462,26,56,82,2
5463,12,30,42,1
5466,28,79,107,2
5469,13,30,43,1
5470,8,25,33,1
5471,13,30,43,1
5472,28,52,80,1
5476,20,63,83,1
5477,14,29,43,1
5479,20,51,71,2
5480,31,77,108,2
5481,12,36,48,1
5482,2,8,10,1
5483,16,39,55,1
5485,25,53,78,2
5486,14,33,47,1
5487,14,30,44,1
5488,17,44,61,1
5489,4,9,13,1
5491,17,39,56,1
5492,1,7,8,1
5494,28,57,85,1
5495,14,33,47,1
5497,3,36,39,1
5498,6,13,19,1
5499,22,53,75,1
5612,27,55,82,2
5616,17,39,56,1
5617,31,68,99,2
5626,19,51,70,1
5628,33,63,96,2
5629,16,41,57,2
5632,9,32,41,1
5641,7,24,31,1
5644,23,58,81,2
5649,16,35,51,1
5667,17,43,60,1
5668,13,34,47,1
5669,18,42,60,1
5671,20,51,71,1
5672,10,29,39,1
5673,13,36,49,1
5676,14,26,40,1
5686,43,92,135,3
5701,13,27,40,2
5703,19,50,69,1
5705,9,16,25,1
5706,12,23,35,1
5707,20,50,70,1
5709,11,25,36,1
5710,15,43,58,2
5713,23,46,69,1
5717,37,79,116,2
5727,18,41,59,1
5728,15,30,45,1
5731,10,22,32,1
5732,16,43,59,1
5735,16,37,53,1
5743,16,40,56,1
5745,17,46,63,1
5747,13,28,41,1
5748,14,50,64,1
5751,16,40,56,2
5752,46,79,125,2
5753,16,42,58,1
5761,17,44,61,1
5763,23,55,78,1
5764,20,36,56,1
5766,7,16,23,1
5768,17,36,53,1
5772,13,28,41,1
5777,10,32,42,1
5779,11,24,35,1
5786,9,24,33,1
5787,7,19,26,1
5793,0,0,0,0
5795,16,33,49,1
5797,4,11,15,1
5799,12,25,37,1
5802,0,0,0,0
5803,0,0,0,0
5806,7,23,30,1
5807,33,56,89,2
5808,10,21,31,1
5809,19,45,64,1
5810,12,25,37,1
5812,8,15,23,1
5814,11,34,45,1
5823,18,31,49,1
5835,5,19,24,1
5839,13,35,48,1
5841,21,49,70,1
5842,23,63,86,1
5843,14,34,48,1
5844,27,52,79,1
5845,16,40,56,1
5847,12,25,37,1
5848,15,31,46,2
5851,10,23,33,1
5853,11,27,38,1
5854,25,57,82,1
5857,17,43,60,1
5858,21,41,62,1
5859,16,26,42,1
5861,14,37,51,1
5864,9,18,27,1
5866,15,40,55,1
5867,33,81,114,3
5869,9,24,33,1
5871,12,40,52,1
5872,11,21,32,1
5874,15,43,58,2
5879,13,34,47,1
5880,17,42,59,2
5881,18,33,51,1
5882,17,39,56,1
5883,21,49,70,1
5884,26,51,77,2
5886,18,41,59,2
5888,17,46,63,1
5889,15,30,45,1
5890,11,19,30,1
5891,26,50,76,2
5893,27,44,71,1
5894,18,40,58,1
5898,27,48,75,2
5911,6,17,23,1
5912,16,34,50,1
5922,12,25,37,1
5927,14,21,35,1
5929,14,32,46,1
5930,17,33,50,2
5932,16,43,59,1
5935,34,72,106,2
5936,22,41,63,1
5938,14,43,57,2
5944,18,43,61,1
5947,19,40,59,1
5956,15,31,46,2
5957,19,42,61,1
5959,27,67,94,2
5964,11,37,48,1
5965,15,41,56,1
5968,21,46,67,1
5969,18,43,61,1
5976,16,43,59,1
5977,16,33,49,1
5987,15,38,53,1
5992,15,35,50,1
5996,26,50,76,2
6173,9,24,33,1
6190,13,29,42,1
6286,13,33,46,1
6300,19,48,67,1
6370,7,27,34,1
6392,3,14,17,1
6394,16,28,44,1
6395,5,15,20,1
6397,25,46,71,1
6467,2,27,29,1
6469,2,14,16,1
6476,17,23,40,1
6477,16,39,55,1
6480,16,33,49,1
6576,9,19,28,1
6579,19,44,63,1
6789,15,33,48,1
6807,4,27,31,1
6878,14,33,47,1
6879,16,29,45,1
6887,6,17,23,1
6898,14,32,46,1
6929,14,34,48,1
6930,0,0,0,0
6931,15,33,48,1
6932,8,15,23,1
