Region,Start Time,End Time,Code,Session,Location/Room,BU,Notes
25,8/10/2022 17:30,8/10/2022 19:00,LM2,Leadership Networking Reception,Hyatt Regency Hotel - Capitol BR Regency Hotel,North,"Attendees are BU Leads, RGMS, Market Managers, Operations Coordinators, AP and People BU Leaders, Supply Chain DVPs, Last Mile leadership and select Home Office Support leaders."
19,8/11/2022 7:30,8/11/2022 9:00,GS1,General Session,Exhibit Hall A,North,
41,8/11/2022 7:30,8/11/2022 9:00,GS1,General Session,Exhibit Hall A,North,
40,8/11/2022 7:30,8/11/2022 9:00,GS1,General Session,Exhibit Hall A,North,
53,8/11/2022 7:30,8/11/2022 9:00,GS1,General Session,Exhibit Hall A,North,
20,8/11/2022 7:30,8/11/2022 9:00,GS1,General Session,Exhibit Hall A,North,
21,8/11/2022 7:30,8/11/2022 9:00,GS1,General Session,Exhibit Hall A,North,
25,8/11/2022 7:30,8/11/2022 9:00,GS1,General Session,Exhibit Hall A,North,
19,8/11/2022 9:30,8/11/2022 10:30,MF5,Entertainment/Toys,Exhibit Hall F,North,
41,8/11/2022 9:30,8/11/2022 10:30,MF5,Entertainment/Toys,Exhibit Hall F,North,
40,8/11/2022 9:30,8/11/2022 10:30,MF5,Entertainment/Toys,Exhibit Hall F,North,
53,8/11/2022 9:30,8/11/2022 10:30,MF5,Entertainment/Toys,Exhibit Hall F,North,
20,8/11/2022 9:30,8/11/2022 10:30,MF6,Seasonal,Exhibit Hall F,North,
21,8/11/2022 9:30,8/11/2022 10:30,MF6,Seasonal,Exhibit Hall F,North,
25,8/11/2022 9:30,8/11/2022 10:30,MF6,Seasonal,Exhibit Hall F,North,
19,8/11/2022 10:45,8/11/2022 11:45,L21,Lunch,Exhibit Hall B,North,
41,8/11/2022 10:45,8/11/2022 11:45,L21,Lunch,Exhibit Hall B,North,
40,8/11/2022 10:45,8/11/2022 11:45,L21,Lunch,Exhibit Hall B,North,
53,8/11/2022 10:45,8/11/2022 11:45,L21,Lunch,Exhibit Hall B,North,
20,8/11/2022 10:45,8/11/2022 11:45,L21,Lunch,Exhibit Hall B,North,
21,8/11/2022 10:45,8/11/2022 11:45,L21,Lunch,Exhibit Hall B,North,
25,8/11/2022 10:45,8/11/2022 11:45,L21,Lunch,Exhibit Hall B,North,
19,8/11/2022 12:00,8/11/2022 13:00,E23,End 2 End,Mile High BR 1&2,North,
41,8/11/2022 12:00,8/11/2022 13:00,E23,End 2 End,Mile High BR 1&2,North,
40,8/11/2022 12:00,8/11/2022 13:00,E23,End 2 End,Mile High BR 1&2,North,
53,8/11/2022 12:00,8/11/2022 13:00,E23,End 2 End,Mile High BR 1&2,North,
20,8/11/2022 12:00,8/11/2022 13:00,E23,End 2 End,Mile High BR 1&2,North,
21,8/11/2022 12:00,8/11/2022 13:00,E23,End 2 End,Mile High BR 1&2,North,
25,8/11/2022 12:00,8/11/2022 13:00,E23,End 2 End,Mile High BR 1&2,North,
,8/11/2022 13:15,8/11/2022 14:15,TP2,Transportation Meeting,RM601,Transportation,
19,8/11/2022 13:15,8/11/2022 14:15,MF1,Fresh,Exhibit Hall D,North,
41,8/11/2022 13:15,8/11/2022 14:15,MF1,Fresh,Exhibit Hall D,North,
40,8/11/2022 13:15,8/11/2022 14:15,MF1,Fresh,Exhibit Hall D,North,
53,8/11/2022 13:15,8/11/2022 14:15,MF1,Fresh,Exhibit Hall D,North,
20,8/11/2022 13:15,8/11/2022 14:15,MF2,Food/Consumables/H&W,Exhibit Hall D,North,
21,8/11/2022 13:15,8/11/2022 14:15,MF2,Food/Consumables/H&W,Exhibit Hall D,North,
25,8/11/2022 13:15,8/11/2022 14:15,MF2,Food/Consumables/H&W,Exhibit Hall D,North,
19,8/11/2022 14:30,8/11/2022 15:30,MF4,Home/Hardlines,Exhibit Hall E,North,
41,8/11/2022 14:30,8/11/2022 15:30,MF4,Home/Hardlines,Exhibit Hall E,North,
40,8/11/2022 14:30,8/11/2022 15:30,MF4,Home/Hardlines,Exhibit Hall E,North,
53,8/11/2022 14:30,8/11/2022 15:30,MF4,Home/Hardlines,Exhibit Hall E,North,
20,8/11/2022 14:30,8/11/2022 15:30,MF3,Apparel,Exhibit Hall E,North,
21,8/11/2022 14:30,8/11/2022 15:30,MF3,Apparel,Exhibit Hall E,North,
25,8/11/2022 14:30,8/11/2022 15:30,MF3,Apparel,Exhibit Hall E,North,
19,8/11/2022 15:45,8/11/2022 16:45,MF6,Seasonal,Exhibit Hall F,North,
41,8/11/2022 15:45,8/11/2022 16:45,MF6,Seasonal,Exhibit Hall F,North,
40,8/11/2022 15:45,8/11/2022 16:45,MF6,Seasonal,Exhibit Hall F,North,
53,8/11/2022 15:45,8/11/2022 16:45,MF6,Seasonal,Exhibit Hall F,North,
20,8/11/2022 15:45,8/11/2022 16:45,MF5,Entertainment/Toys,Exhibit Hall F,North,
21,8/11/2022 15:45,8/11/2022 16:45,MF5,Entertainment/Toys,Exhibit Hall F,North,
25,8/11/2022 15:45,8/11/2022 16:45,MF5,Entertainment/Toys,Exhibit Hall F,North,
,8/11/2022 17:00,8/11/2022 18:00,SC!,Supply Chain Breakout , Mile High BR 3&4,Supply Chain,
19,8/12/2022 6:00,8/12/2022 7:15,NTR,New To Role Managers,Mile High BR 3&4,North,
41,8/12/2022 6:00,8/12/2022 7:15,NTR,New To Role Managers,Mile High BR 3&4,North,
40,8/12/2022 6:00,8/12/2022 7:15,NTR,New To Role Managers,Mile High BR 3&4,North,
53,8/12/2022 6:00,8/12/2022 7:15,NTR,New To Role Managers,Mile High BR 3&4,North,
20,8/12/2022 6:00,8/12/2022 7:15,NTR,New To Role Managers,Mile High BR 3&4,North,
21,8/12/2022 6:00,8/12/2022 7:15,NTR,New To Role Managers,Mile High BR 3&4,North,
25,8/12/2022 6:00,8/12/2022 7:15,NTR,New To Role Managers,Mile High BR 3&4,North,
19,8/12/2022 6:00,8/12/2022 7:15,MF7,Merchandise floor open,Exhibit Hall D-F,North,
41,8/12/2022 6:00,8/12/2022 7:15,MF7,Merchandise floor open,Exhibit Hall D-F,North,
40,8/12/2022 6:00,8/12/2022 7:15,MF7,Merchandise floor open,Exhibit Hall D-F,North,
53,8/12/2022 6:00,8/12/2022 7:15,MF7,Merchandise floor open,Exhibit Hall D-F,North,
20,8/12/2022 6:00,8/12/2022 7:15,MF7,Merchandise floor open,Exhibit Hall D-F,North,
21,8/12/2022 6:00,8/12/2022 7:15,MF7,Merchandise floor open,Exhibit Hall D-F,North,
25,8/12/2022 6:00,8/12/2022 7:15,MF7,Merchandise floor open,Exhibit Hall D-F,North,
19,8/12/2022 7:30,8/12/2022 8:30,MF3,Apparel,Exhibit Hall E,North,
41,8/12/2022 7:30,8/12/2022 8:30,MF3,Apparel,Exhibit Hall E,North,
40,8/12/2022 7:30,8/12/2022 8:30,MF3,Apparel,Exhibit Hall E,North,
53,8/12/2022 7:30,8/12/2022 8:30,MF3,Apparel,Exhibit Hall E,North,
20,8/12/2022 7:30,8/12/2022 8:30,MF4,Home/Hardlines,Exhibit Hall E,North,
21,8/12/2022 7:30,8/12/2022 8:30,MF4,Home/Hardlines,Exhibit Hall E,North,
25,8/12/2022 7:30,8/12/2022 8:30,MF4,Home/Hardlines,Exhibit Hall E,North,
19,8/12/2022 8:45,8/12/2022 9:45,MF2,Food/Consumables/H&W,Exhibit Hall D,North,
41,8/12/2022 8:45,8/12/2022 9:45,MF2,Food/Consumables/H&W,Exhibit Hall D,North,
40,8/12/2022 8:45,8/12/2022 9:45,MF2,Food/Consumables/H&W,Exhibit Hall D,North,
53,8/12/2022 8:45,8/12/2022 9:45,MF2,Food/Consumables/H&W,Exhibit Hall D,North,
20,8/12/2022 8:45,8/12/2022 9:45,MF1,Fresh,Exhibit Hall D,North,
21,8/12/2022 8:45,8/12/2022 9:45,MF1,Fresh,Exhibit Hall D,North,
25,8/12/2022 8:45,8/12/2022 9:45,MF1,Fresh,Exhibit Hall D,North,
19,8/12/2022 10:00,8/12/2022 11:00,LS5,Listening Session,Four Seasons BR 1,North,
41,8/12/2022 10:00,8/12/2022 11:00,LS5,Listening Session,Four Seasons BR 1,North,
40,8/12/2022 10:00,8/12/2022 11:00,LS5,Listening Session,Four Seasons BR 2&3,North,
53,8/12/2022 10:00,8/12/2022 11:00,LS5,Listening Session,Four Seasons BR 2&3,North,
20,8/12/2022 10:00,8/12/2022 11:00,LS5,Listening Session,RM 708/710/712,North,
21,8/12/2022 10:00,8/12/2022 11:00,LS5,Listening Session,RM 708/710/712,North,
25,8/12/2022 10:00,8/12/2022 11:00,LS5,Listening Session,Four Seasons BR 4,North,
19,8/12/2022 11:15,8/12/2022 12:15,L22,Lunch,Exhibit Hall B,North,
41,8/12/2022 11:15,8/12/2022 12:15,L22,Lunch,Exhibit Hall B,North,
40,8/12/2022 11:15,8/12/2022 12:15,L22,Lunch,Exhibit Hall B,North,
53,8/12/2022 11:15,8/12/2022 12:15,L22,Lunch,Exhibit Hall B,North,
20,8/12/2022 11:15,8/12/2022 12:15,L22,Lunch,Exhibit Hall B,North,
21,8/12/2022 11:15,8/12/2022 12:15,L22,Lunch,Exhibit Hall B,North,
25,8/12/2022 11:15,8/12/2022 12:15,L22,Lunch,Exhibit Hall B,North,
19,8/12/2022 12:30,8/12/2022 13:30,RMN,Regional Meeting,Four Seasons BR 1,North,
41,8/12/2022 12:30,8/12/2022 13:30,RMN,Regional Meeting,RM 601,North,
40,8/12/2022 12:30,8/12/2022 13:30,RMN,Regional Meeting,Four Seasons BR 2&3,North,
53,8/12/2022 12:30,8/12/2022 13:30,RMN,Regional Meeting,RM 603,North,
20,8/12/2022 12:30,8/12/2022 13:30,RMN,Regional Meeting,RM 605,North,
21,8/12/2022 12:30,8/12/2022 13:30,RMN,Regional Meeting,RM 708/710/712,North,
25,8/12/2022 12:30,8/12/2022 13:30,RMN,Regional Meeting,Four Seasons BR 4,North,
,8/12/2022 13:45,8/12/2022 14:45,L24,Transportation Meeting,RM601,Transportation,
19,8/12/2022 13:45,8/12/2022 14:45,BU5,Business Meeting,Mile High BR 1&2,North,
41,8/12/2022 13:45,8/12/2022 14:45,BU5,Business Meeting,Mile High BR 1&2,North,
40,8/12/2022 13:45,8/12/2022 14:45,BU5,Business Meeting,Mile High BR 1&2,North,
53,8/12/2022 13:45,8/12/2022 14:45,BU5,Business Meeting,Mile High BR 1&2,North,
20,8/12/2022 13:45,8/12/2022 14:45,BU5,Business Meeting,Mile High BR 1&2,North,
21,8/12/2022 13:45,8/12/2022 14:45,BU5,Business Meeting,Mile High BR 1&2,North,
25,8/12/2022 13:45,8/12/2022 14:45,BU5,Business Meeting,Mile High BR 1&2,North,
19,8/12/2022 15:00,8/12/2022 16:00,GS2,General Session,Exhibit Hall A,North,
41,8/12/2022 15:00,8/12/2022 16:00,GS2,General Session,Exhibit Hall A,North,
40,8/12/2022 15:00,8/12/2022 16:00,GS2,General Session,Exhibit Hall A,North,
53,8/12/2022 15:00,8/12/2022 16:00,GS2,General Session,Exhibit Hall A,North,
20,8/12/2022 15:00,8/12/2022 16:00,GS2,General Session,Exhibit Hall A,North,
21,8/12/2022 15:00,8/12/2022 16:00,GS2,General Session,Exhibit Hall A,North,
25,8/12/2022 15:00,8/12/2022 16:00,GS2,General Session,Exhibit Hall A,North,
59,8/10/2022 8:00,8/10/2022 12:00,LM1,Leadership Meeting,Mile High BR 1&2,NHM,"Attendees are BU Leads, RGMS, Market Managers, Operations Coordinators, AP and People BU Leaders, Supply Chain DVPs, Last Mile leadership and select Home Office Support leaders."
61,8/10/2022 8:00,8/10/2022 12:00,LM1,Leadership Meeting,Mile High BR 1&2,NHM,"Attendees are BU Leads, RGMS, Market Managers, Operations Coordinators, AP and People BU Leaders, Supply Chain DVPs, Last Mile leadership and select Home Office Support leaders."
64,8/10/2022 8:00,8/10/2022 12:00,LM1,Leadership Meeting,Mile High BR 1&2,NHM,"Attendees are BU Leads, RGMS, Market Managers, Operations Coordinators, AP and People BU Leaders, Supply Chain DVPs, Last Mile leadership and select Home Office Support leaders."
72,8/10/2022 8:00,8/10/2022 12:00,LM1,Leadership Meeting,Mile High BR 1&2,NHM,"Attendees are BU Leads, RGMS, Market Managers, Operations Coordinators, AP and People BU Leaders, Supply Chain DVPs, Last Mile leadership and select Home Office Support leaders."
,8/10/2022 13:00,8/10/2022 17:00,TP1,Transportation Leadership Meeting,RM601,,
59,8/10/2022 17:30,8/10/2022 19:00,,Leadership Networking Reception,Hyatt Regency Hotel - Capitol BR Regency Hotel,NHM,"Attendees are BU Leads, RGMS, Market Managers, Operations Coordinators, AP and People BU Leaders, Supply Chain DVPs, Last Mile leadership and select Home Office Support leaders."
61,8/10/2022 17:30,8/10/2022 19:00,,Leadership Networking Reception,Hyatt Regency Hotel - Capitol BR Regency Hotel,NHM,"Attendees are BU Leads, RGMS, Market Managers, Operations Coordinators, AP and People BU Leaders, Supply Chain DVPs, Last Mile leadership and select Home Office Support leaders."
64,8/10/2022 17:30,8/10/2022 19:00,,Leadership Networking Reception,Hyatt Regency Hotel - Capitol BR Regency Hotel,NHM,"Attendees are BU Leads, RGMS, Market Managers, Operations Coordinators, AP and People BU Leaders, Supply Chain DVPs, Last Mile leadership and select Home Office Support leaders."
72,8/10/2022 17:30,8/10/2022 19:00,,Leadership Networking Reception,Hyatt Regency Hotel - Capitol BR Regency Hotel,NHM,"Attendees are BU Leads, RGMS, Market Managers, Operations Coordinators, AP and People BU Leaders, Supply Chain DVPs, Last Mile leadership and select Home Office Support leaders."
59,8/11/2022 7:30,8/11/2022 9:00,GS1,General Session,Exhibit Hall A,NHM,
61,8/11/2022 7:30,8/11/2022 9:00,GS1,General Session,Exhibit Hall A,NHM,
64,8/11/2022 7:30,8/11/2022 9:00,GS1,General Session,Exhibit Hall A,NHM,
72,8/11/2022 7:30,8/11/2022 9:00,GS1,General Session,Exhibit Hall A,NHM,
59,8/11/2022 9:30,8/11/2022 10:30,BUN,Business Meeting,Mile BR 3&4,NHM,
61,8/11/2022 9:30,8/11/2022 10:30,BUN,Business Meeting,Mile BR 3&4,NHM,
64,8/11/2022 9:30,8/11/2022 10:30,BUN,Business Meeting,Mile BR 3&4,NHM,
72,8/11/2022 9:30,8/11/2022 10:30,BUN,Business Meeting,Mile BR 3&4,NHM,
59,8/11/2022 10:45,8/11/2022 11:45,BUN,NHM Merchandise Meeting,Mile BR 3&4,NHM,
61,8/11/2022 10:45,8/11/2022 11:45,BUN,NHM Merchandise Meeting,Mile BR 3&4,NHM,
64,8/11/2022 10:45,8/11/2022 11:45,BUN,NHM Merchandise Meeting,Mile BR 3&4,NHM,
72,8/11/2022 10:45,8/11/2022 11:45,BUN,NHM Merchandise Meeting,Mile BR 3&4,NHM,
59,8/11/2022 12:00,8/11/2022 13:00,L12,Lunch,Exhibit Hall B,NHM,
61,8/11/2022 12:00,8/11/2022 13:00,L12,Lunch,Exhibit Hall B,NHM,
64,8/11/2022 12:00,8/11/2022 13:00,L12,Lunch,Exhibit Hall B,NHM,
72,8/11/2022 12:00,8/11/2022 13:00,L12,Lunch,Exhibit Hall B,NHM,
,8/11/2022 13:15,8/11/2022 14:15,TP2,Transportation Meeting,RM601,Transportation,
59,8/11/2022 13:15,8/11/2022 14:15,E24,End 2 End,Mile High BR 1&2,NHM,
61,8/11/2022 13:15,8/11/2022 14:15,E24,End 2 End,Mile High BR 1&2,NHM,
64,8/11/2022 13:15,8/11/2022 14:15,E24,End 2 End,Mile High BR 1&2,NHM,
72,8/11/2022 13:15,8/11/2022 14:15,E24,End 2 End,Mile High BR 1&2,NHM,
59,8/11/2022 14:30,8/11/2022 15:30,BUN,NHM People Meeting,Mile High BR 3&4,NHM,
61,8/11/2022 14:30,8/11/2022 15:30,BUN,NHM People Meeting,Mile High BR 3&4,NHM,
64,8/11/2022 14:30,8/11/2022 15:30,BUN,NHM People Meeting,Mile High BR 3&4,NHM,
72,8/11/2022 14:30,8/11/2022 15:30,BUN,NHM People Meeting,Mile High BR 3&4,NHM,
59,8/11/2022 15:45,8/11/2022 16:45,RMN,Regional Meeting,RM601,NHM,
61,8/11/2022 15:45,8/11/2022 16:45,RMN,Regional Meeting,RM603,NHM,
64,8/11/2022 15:45,8/11/2022 16:45,RMN,Regional Meeting,RM605,NHM,
72,8/11/2022 15:45,8/11/2022 16:45,RMN,Regional Meeting,RM607,NHM,
,8/11/2022 17:00,8/11/2022 18:00,SC!,Supply Chain Breakout , Mile High BR 3&4,Supply Chain,
59,8/12/2022 6:00,8/12/2022 7:15,NTR,New To Role Managers,Mile High BR 3&4,NHM,
61,8/12/2022 6:00,8/12/2022 7:15,NTR,New To Role Managers,Mile High BR 3&4,NHM,
64,8/12/2022 6:00,8/12/2022 7:15,NTR,New To Role Managers,Mile High BR 3&4,NHM,
72,8/12/2022 6:00,8/12/2022 7:15,NTR,New To Role Managers,Mile High BR 3&4,NHM,
59,8/12/2022 6:00,8/12/2022 7:15,MF7,Merchandise floor open,Exhibit Hall D-F,NHM,
61,8/12/2022 6:00,8/12/2022 7:15,MF7,Merchandise floor open,Exhibit Hall D-F,NHM,
64,8/12/2022 6:00,8/12/2022 7:15,MF7,Merchandise floor open,Exhibit Hall D-F,NHM,
72,8/12/2022 6:00,8/12/2022 7:15,MF7,Merchandise floor open,Exhibit Hall D-F,NHM,
59,8/12/2022 7:30,8/12/2022 8:30,NHM,Networking ,,NHM,
61,8/12/2022 7:30,8/12/2022 8:30,NHM,Networking ,,NHM,
64,8/12/2022 7:30,8/12/2022 8:30,NHM,Networking ,,NHM,
72,8/12/2022 7:30,8/12/2022 8:30,MF6,Seasonal,Exhibit Hall F,NHM,
59,8/12/2022 8:45,8/12/2022 9:45,LS6,Listening Session,Four Seasons BR 1,NHM,
61,8/12/2022 8:45,8/12/2022 9:45,LS6,Listening Session,Four Seasons BR 2&3,NHM,
64,8/12/2022 8:45,8/12/2022 9:45,MF6,Seasonal,Exhibit Hall F,NHM,
72,8/12/2022 8:45,8/12/2022 9:45,MF6,Networking , ,NHM,
59,8/12/2022 10:00,8/12/2022 11:00,MF1,Fresh,Exhibit Hall D,NHM,
61,8/12/2022 10:00,8/12/2022 11:00,MF1,Fresh,Exhibit Hall D,NHM,
64,8/12/2022 10:00,8/12/2022 11:00,MF2,Food/Consumables/H&W,Exhibit Hall D,NHM,
72,8/12/2022 10:00,8/12/2022 11:00,MF2,Food/Consumables/H&W,Exhibit Hall D,NHM,
59,8/12/2022 11:15,8/12/2022 12:15,L22,Lunch,Exhibit Hall B,NHM,
61,8/12/2022 11:15,8/12/2022 12:15,L22,Lunch,Exhibit Hall B,NHM,
64,8/12/2022 11:15,8/12/2022 12:15,LS7,Listening Session,Four Seasons BR 1,NHM,
72,8/12/2022 11:15,8/12/2022 12:15,LS7,Listening Session,Four Seasons BR 2&3,NHM,
59,8/12/2022 12:30,8/12/2022 13:30,MF6,Seasonal,Exhibit Hall F,NHM,
61,8/12/2022 12:30,8/12/2022 13:30,MF6,Seasonal,Exhibit Hall F,NHM,
64,8/12/2022 12:30,8/12/2022 13:30,L23,Lunch,Exhibit Hall B,NHM,
72,8/12/2022 12:30,8/12/2022 13:30,L23,Lunch,Exhibit Hall B,NHM,
,8/12/2022 13:45,8/12/2022 14:45,L24,Transportation Meeting,RM601,,
59,8/12/2022 13:45,8/12/2022 14:45,MF2,Food/Consumables/H&W,Exhibit Hall D,NHM,
61,8/12/2022 13:45,8/12/2022 14:45,MF2,Food/Consumables/H&W,Exhibit Hall D,NHM,
64,8/12/2022 13:45,8/12/2022 14:45,MF1,Fresh,Exhibit Hall D,NHM,
72,8/12/2022 13:45,8/12/2022 14:45,MF1,Fresh,Exhibit Hall D,NHM,
59,8/12/2022 15:00,8/12/2022 16:00,GS2,General Session,Exhibit Hall A,NHM,
61,8/12/2022 15:00,8/12/2022 16:00,GS2,General Session,Exhibit Hall A,NHM,
64,8/12/2022 15:00,8/12/2022 16:00,GS2,General Session,Exhibit Hall A,NHM,
72,8/12/2022 15:00,8/12/2022 16:00,GS2,General Session,Exhibit Hall A,NHM,
