Store,Kit Type,Estimated Delivery,Actual Delivery,Status/Notes,Carrier,Tracking Number
1226,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868604
568,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868605
673,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868648
1075,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868606
3495,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868607
264,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868608
1011,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868610
556,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868102
5392,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868611
1338,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868109
4200,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868110
4283,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868111
1311,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868112
1408,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868622
1223,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868624
488,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868627
1207,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868118
3075,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868628
818,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868119
3119,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868120
1134,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868121
1032,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868630
1375,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868631
5872,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868122
1224,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868123
1605,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868632
3484,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868633
3785,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868634
1222,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868601
944,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868635
1362,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868124
919,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868602
2533,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868125
990,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868636
5845,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868637
1081,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868127
1297,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868638
3877,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868128
538,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868129
1182,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868639
2920,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868130
977,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868603
1079,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868640
1083,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868131
3309,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868132
1090,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868133
1173,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868134
1219,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868135
3702,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868136
1082,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868137
5054,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868138
1444,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868139
6978,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868140
4444,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868141
928,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868642
1225,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868142
3308,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868143
579,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868144
1283,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868145
5037,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868146
551,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868147
836,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868148
605,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868643
606,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868644
635,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868645
639,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60868149
3782,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,61073053
2151,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110897
721,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60972070
2237,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60972073
819,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,60972099
1957,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110501
3417,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110503
5055,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110504
1004,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110506
1874,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,AAA Cooper,60972063
5264,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60972078
811,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60972081
3387,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60972082
1029,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60972084
1104,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110508
5772,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110509
1847,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110510
4368,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60972085
3526,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110514
967,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,AAA Cooper,60972064
1213,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110515
5266,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110517
1085,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60972086
2796,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110518
1513,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110519
3415,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110520
2881,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110523
1086,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110530
814,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60972090
1087,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,60972092
943,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110533
1374,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110534
860,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,AAA Cooper,60972065
5894,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110536
3207,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,24110537
1100,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,56814585
726,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,56814587
306,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,56814588
425,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,56814591
3271,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,AAA Cooper,56814592
4330,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,56814593
424,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,56814594
670,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,56814595
7280,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,56814596
562,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,56814598
315,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,56814599
5113,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349503
432,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349507
762,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349508
1481,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349509
2713,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349512
2111,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349513
1229,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349514
2306,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349516
287,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349517
1052,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349518
662,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349521
4187,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349524
394,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349526
403,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349527
660,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349528
6878,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349529
5703,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349530
2690,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349531
712,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349533
375,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349534
434,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349535
332,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349536
433,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349537
7324,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349538
301,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349539
316,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349540
298,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349541
681,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349544
1462,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349546
4318,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349547
483,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349548
1057,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349549
723,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,57349550
5348,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620502
329,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620507
300,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620508
863,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620509
734,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620512
740,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620514
1091,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620515
1493,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620517
7247,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620518
2739,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620519
4333,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620521
2748,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620523
2760,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620524
6173,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620525
1212,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620526
5174,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620527
991,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620528
853,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620530
4581,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620531
731,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620533
1174,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620534
355,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,AAA Cooper,58620535
390,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,723344016
879,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,723344248
6753,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,723344173
668,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,723350469
1115,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,723344272
1467,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,723350310
3502,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Ward Trucking,85289837
2062,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,716596872
1936,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,716597193
2434,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,716597200
2522,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,716597218
2079,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,716597226
1601,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288873
854,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288881
1275,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288899
923,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179907
6476,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288922
995,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288930
902,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179931
1141,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179949
3435,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288948
5483,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288956
828,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179957
884,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288972
5443,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288980
1459,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288766
1580,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179965
3529,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288998
2787,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718289003
3781,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929554
1518,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288774
4631,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179973
2818,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179981
2276,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179999
1487,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718180003
2544,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178842
1576,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178850
1479,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178868
1618,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929562
2679,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929570
4399,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929588
1378,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288782
1566,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929596
1978,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178876
3436,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929629
1709,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929637
1570,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929645
2819,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929653
1647,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178884
2311,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929679
1388,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929687
4231,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929702
4230,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929710
5025,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178892
1962,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929736
1294,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178909
1639,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929752
1667,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,706929760
1160,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179767
922,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179775
1476,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178917
2691,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178925
7087,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178933
1142,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179783
1371,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179791
4216,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288790
1180,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288807
1327,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178941
1157,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178959
1033,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178967
3747,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288815
1665,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179808
1729,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178975
2388,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178983
1745,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718178991
1480,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179006
1026,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179824
1002,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179832
2563,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,706758862
996,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,706758870
1162,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,706758888
870,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,706758896
1676,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,706758903
492,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179840
566,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,706758911
5728,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,706758929
1783,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288823
1341,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,706758937
1263,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179858
1310,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288831
4235,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179866
1629,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,706758945
1013,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,706758953
617,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,706758961
1547,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/19/2023,Delivered,Dayton Freight,718288849
2339,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179874
3851,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/19/2023,Delivered,Dayton Freight,718179882
2020,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Dayton Freight,706758987
2764,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Magnum,12578085
3394,FY24 Annual Event Swipe Up,10/25/2023,10/19/2023,Delivered,Magnum,12578112
