Store ,NSW2 Console QTY,NSW2 Mario Kart World QTY,NSW2 Pro Controller ,Total Estimated Preorder,Associates Needed
2455,13,23,2,38,1
2457,16,31,7,54,1
2458,17,41,13,71,2
2459,18,34,10,62,1
2460,14,32,9,55,1
2463,12,30,10,52,1
2464,19,46,6,71,2
2469,9,26,5,40,1
2471,16,36,11,63,1
2472,16,53,12,81,1
2474,8,17,4,29,1
2475,13,27,3,43,1
2476,22,45,22,89,1
2477,16,48,5,69,1
2479,35,65,18,118,3
2480,13,37,7,57,1
2481,16,28,2,46,1
2482,23,57,16,96,2
2483,26,48,14,88,1
2484,5,18,3,26,1
2485,6,20,7,33,1
2490,16,43,11,70,1
2491,8,24,4,36,1
2492,3,8,,11,1
2493,17,43,12,72,2
2494,16,36,13,65,2
2495,16,40,11,67,3
2496,14,37,4,55,1
2497,20,53,12,85,1
2502,13,35,11,59,1
2503,24,41,14,79,1
2504,21,58,15,94,2
2505,15,39,10,64,1
2506,14,40,10,64,1
2507,17,52,19,88,2
2508,30,55,20,105,1
2509,10,8,2,20,1
2510,9,12,1,22,1
2511,28,82,26,136,2
2512,27,51,2,80,1
2513,10,22,1,33,1
2514,9,20,1,30,1
2515,24,59,12,95,1
2516,33,68,18,119,2
2517,41,85,21,147,3
2518,26,60,16,102,1
2519,17,34,10,61,1
2520,10,25,7,42,1
2522,4,22,5,31,1
2523,24,39,10,73,2
2526,29,56,18,103,2
2527,15,33,12,60,1
2528,12,35,6,53,1
2529,17,59,14,90,1
2530,12,31,7,50,1
2531,24,80,24,128,2
2532,18,35,2,55,1
2533,12,33,5,50,1
2534,9,25,3,37,1
2535,19,31,9,59,1
2536,16,34,3,53,1
2537,14,35,7,56,1
2538,17,46,14,77,1
2539,23,50,9,82,1
2540,12,19,5,36,1
2541,13,35,1,49,1
2542,5,15,5,25,1
2543,13,41,13,67,1
2544,19,60,15,94,1
2545,12,17,3,32,1
2546,27,51,10,88,2
2547,13,27,4,44,1
2548,1,11,,12,1
2549,22,56,22,100,2
2550,28,49,12,89,2
2551,28,50,11,89,1
2553,16,48,13,77,2
2554,19,53,3,75,1
2555,16,37,12,65,1
2556,19,43,15,77,2
2557,27,57,18,102,3
2558,16,34,7,57,1
2559,25,48,12,85,2
2560,14,37,8,59,1
2561,18,42,9,69,1
2562,1,3,1,5,1
2563,2,9,1,12,1
2564,3,12,1,16,1
2565,7,23,5,35,1
2566,22,40,14,76,1
2567,21,51,9,81,1
2568,30,53,16,99,2
2571,13,40,12,65,1
2572,10,27,5,42,2
2574,14,52,7,73,1
2575,14,30,11,55,1
2576,18,40,12,70,1
2577,15,45,11,71,1
2579,1,6,1,8,1
2580,5,14,1,20,1
2581,29,63,4,96,2
2582,16,42,11,69,1
2583,24,51,11,86,2
2584,14,28,7,49,1
2585,34,74,20,128,2
2586,23,61,13,97,1
2587,25,52,8,85,2
2588,16,44,11,71,1
2591,22,50,14,86,1
2592,19,57,14,90,1
2593,33,77,20,130,2
2594,31,77,21,129,2
2595,28,75,13,116,2
2596,20,46,16,82,1
2597,12,36,5,53,1
2598,16,40,10,66,2
2599,16,51,17,84,1
2600,9,34,11,54,1
2603,17,43,13,73,1
2604,17,35,10,62,1
2605,6,27,9,42,1
2607,1,6,2,9,1
2608,2,6,1,9,1
2609,23,48,14,85,2
2610,8,20,2,30,1
2611,14,25,11,50,1
2612,26,56,18,100,2
2613,10,20,5,35,1
2614,16,48,8,72,1
2615,17,27,2,46,1
2616,27,57,20,104,1
2617,2,6,2,10,1
2618,25,51,15,91,2
2619,20,63,17,100,2
2620,15,33,2,50,1
2621,16,36,12,64,2
2626,3,15,4,22,1
2627,11,29,1,41,1
2628,33,82,22,137,2
2629,20,46,13,79,1
2630,3,10,3,16,1
2631,22,46,15,83,1
2633,17,40,9,66,1
2634,4,13,4,21,1
2636,27,44,12,83,2
2637,27,69,18,114,2
2638,14,26,4,44,1
2639,14,29,7,50,1
2640,28,50,14,92,1
2641,23,86,20,129,2
2642,25,54,15,94,1
2643,15,31,7,53,1
2644,17,32,7,56,1
2645,3,13,3,19,1
2646,4,14,6,24,1
2647,9,31,5,45,1
2648,27,49,15,91,2
2649,15,33,12,60,1
2650,16,41,11,68,1
2651,17,42,14,73,1
2652,1,8,2,11,1
2653,2,11,,13,1
2654,2,5,,7,1
2656,11,23,8,42,1
2658,18,48,14,80,1
2659,14,45,12,71,1
2660,17,41,13,71,1
2662,7,19,4,30,1
2663,14,30,5,49,1
2664,5,11,1,17,1
2665,23,32,9,64,1
2667,17,51,5,73,1
2668,17,46,8,71,1
2671,17,48,14,79,1
2672,3,7,1,11,1
2674,8,18,3,29,1
2678,24,47,17,88,1
2679,16,41,4,61,1
2681,13,22,8,43,1
2682,13,33,9,55,1
2683,10,31,7,48,1
2684,5,6,1,12,1
2687,11,31,11,53,1
2688,17,47,10,74,1
2690,16,39,13,68,1
2691,15,46,11,72,1
2692,29,59,16,104,2
2693,17,37,12,66,1
2694,13,35,13,61,1
2695,28,77,16,121,2
2696,2,4,1,7,1
2697,14,45,10,69,2
2700,27,57,16,100,2
2702,12,32,9,53,1
2703,6,16,1,23,1
2704,8,18,4,30,1
2705,10,15,2,27,1
2706,15,32,12,59,1
2708,24,73,10,107,3
2712,15,37,9,61,1
2713,9,25,3,37,1
2714,4,18,2,24,1
2715,12,35,8,55,1
2716,19,45,12,76,1
2717,9,20,2,31,1
2719,27,56,18,101,2
2720,8,24,9,41,1
2723,4,11,1,16,1
2724,13,35,2,50,1
2725,27,62,14,103,2
2726,29,84,22,135,2
2727,17,44,6,67,1
2728,10,26,10,46,1
2729,18,52,14,84,1
2730,4,10,,14,1
2732,15,29,3,47,1
2733,8,24,4,36,1
2734,10,27,6,43,1
2735,16,44,10,70,2
2739,3,8,1,12,1
2740,18,51,11,80,1
2747,12,25,,37,1
2748,6,11,4,21,1
2749,7,26,8,41,1
2751,19,59,17,95,2
2752,16,34,11,61,1
2753,2,9,,11,1
2754,3,5,3,11,1
2755,9,24,3,36,1
2756,23,70,16,109,2
2757,15,36,12,63,1
2758,8,23,6,37,1
2760,1,3,1,5,1
2761,11,10,4,25,1
2762,8,22,3,33,1
2763,16,43,1,60,1
2764,19,42,11,72,1
2765,8,18,3,29,1
2766,14,40,13,67,1
2767,21,45,15,81,1
2768,21,51,18,90,1
2769,9,27,3,39,1
2771,9,23,1,33,1
2772,9,19,4,32,1
2774,16,31,9,56,1
2777,17,40,9,66,1
2778,7,26,3,36,1
2780,24,48,19,91,1
2781,18,41,13,72,1
2782,6,13,5,24,2
2783,10,31,13,54,1
2784,5,9,1,15,1
2785,16,41,13,70,1
2786,18,51,14,83,1
2787,12,42,15,69,1
2788,15,41,10,66,1
2789,11,43,10,64,1
2790,15,31,9,55,1
2791,16,30,8,54,1
2792,5,9,2,16,1
2793,14,43,10,67,1
2794,3,22,7,32,1
2795,9,30,5,44,1
2796,14,39,10,63,1
2797,17,33,8,58,1
2799,16,45,10,71,1
2803,20,37,13,70,1
2804,16,43,15,74,1
2805,2,12,,14,1
2806,13,38,12,63,1
2807,10,21,7,38,1
2808,20,46,16,82,1
2809,6,22,5,33,1
2810,1,2,,3,1
2811,12,34,7,53,1
2812,19,37,9,65,1
2813,14,29,9,52,1
2814,40,95,21,156,3
2815,26,50,14,90,1
2816,15,39,14,68,1
2817,14,38,10,62,1
2818,15,49,16,80,1
2819,7,17,4,28,1
2820,1,14,3,18,1
2821,22,50,15,87,1
2822,10,24,2,36,1
2823,15,36,7,58,1
2825,23,46,17,86,1
2827,17,41,11,69,1
2828,26,49,14,89,1
2830,17,31,11,59,1
2831,4,24,2,30,1
2832,9,15,4,28,1
2833,3,13,3,19,1
2834,18,35,14,67,1
2836,18,35,8,61,1
2838,22,53,18,93,1
2841,22,58,13,93,2
2842,20,53,8,81,2
2843,7,21,3,31,1
2844,20,61,18,99,2
2845,7,20,6,33,1
2846,11,25,10,46,1
2847,22,60,19,101,1
2849,6,17,2,25,1
2850,9,27,10,46,1
2852,6,21,3,30,1
2853,15,25,8,48,1
2854,19,41,8,68,1
2855,11,42,9,62,1
2856,9,18,5,32,1
2857,22,45,18,85,1
2859,23,46,14,83,1
2860,18,43,9,70,1
2861,16,31,9,56,1
2862,18,44,11,73,1
2864,22,60,16,98,1
2865,18,47,12,77,1
2866,15,40,10,65,1
2867,18,36,12,66,1
2869,27,69,17,113,2
2871,17,44,9,70,1
2872,24,46,15,85,1
2873,16,41,13,70,1
2874,16,49,13,78,1
2881,36,79,22,137,2
2882,15,34,12,61,1
2883,12,33,10,55,1
2884,18,50,16,84,1
2885,12,35,10,57,1
2886,49,96,24,169,3
2888,21,50,11,82,1
2889,13,29,5,47,1
2890,15,29,6,50,1
2891,9,39,2,50,1
2892,14,45,13,72,1
2893,1,14,1,16,1
2894,2,8,2,12,1
2897,14,43,11,68,1
2898,18,30,7,55,1
2899,16,45,10,71,1
2900,18,46,12,76,1
2901,12,28,6,46,1
2902,22,48,13,83,1
2903,17,41,12,70,1
2904,18,31,8,57,1
2905,27,47,11,85,1
2906,22,61,13,96,1
2908,7,18,4,29,1
2909,8,19,1,28,1
2910,14,28,5,47,1
2911,11,25,6,42,1
2912,36,67,17,120,2
2913,9,15,7,31,1
2914,15,36,10,61,1
2915,27,50,13,90,1
2916,27,49,15,91,1
2917,32,67,19,118,2
2918,8,25,7,40,1
2920,16,37,7,60,1
2921,24,73,20,117,1
2922,21,44,12,77,1
2923,16,42,6,64,1
2924,20,41,12,73,1
2925,12,37,11,60,2
2926,8,28,5,41,1
2927,35,72,24,131,3
2928,14,46,12,72,1
2929,14,38,5,57,1
2931,9,25,5,39,1
2932,21,52,17,90,1
2933,9,31,9,49,1
2934,1,6,,7,1
2935,1,13,4,18,1
2937,4,21,5,30,1
2938,8,25,11,44,1
2939,8,18,3,29,1
2941,13,34,6,53,1
2945,11,37,11,59,1
2946,24,62,16,102,2
2947,27,50,12,89,2
2948,22,48,9,79,2
2950,21,36,5,62,2
2951,9,31,1,41,1
2952,26,66,14,106,2
2953,13,43,11,67,1
2954,34,79,20,133,2
2955,13,28,11,52,1
2956,26,56,14,96,1
2957,6,18,1,25,1
2958,20,64,15,99,2
2959,32,62,19,113,2
2962,16,45,11,72,1
2963,22,52,11,85,2
2964,24,58,15,97,1
2965,22,59,12,93,2
2966,17,69,18,104,2
2967,26,75,17,118,2
2968,9,17,3,29,1
2973,8,30,11,49,1
2978,13,31,11,55,1
2980,25,59,14,98,1
2985,13,42,16,71,2
2986,15,39,11,65,1
2987,28,49,13,90,2
2988,9,23,6,38,1
2989,12,27,7,46,1
2990,9,15,6,30,1
2991,34,66,20,120,2
2992,19,39,9,67,1
2993,18,38,9,65,1
2996,10,33,8,51,1
3004,31,61,17,109,2
3014,14,27,2,43,1
3017,20,44,12,76,1
3018,17,39,9,65,1
3035,25,63,18,106,2
3044,8,24,4,36,1
3053,25,48,13,86,1
3055,8,21,9,38,1
3056,17,39,11,67,2
3057,10,34,11,55,1
3058,14,35,7,56,1
3059,4,9,2,15,1
3060,,5,,5,1
3061,18,33,9,60,1
3067,14,43,11,68,1
3075,13,27,6,46,1
3077,16,45,11,72,1
3078,15,40,11,66,1
3081,14,40,2,56,2
3087,22,45,3,70,2
3088,13,23,5,41,1
3093,16,55,18,89,1
3102,14,26,4,44,1
3103,8,17,3,28,1
3106,19,44,4,67,1
3107,9,24,12,45,1
3112,15,34,5,54,1
3114,33,73,25,131,2
3118,16,34,12,62,1
3119,9,23,3,35,1
3136,24,52,6,82,1
3137,9,19,10,38,1
3150,16,27,9,52,1
3151,9,28,9,46,1
3159,43,86,21,150,2
3163,22,51,14,87,1
3167,7,16,4,27,1
3169,13,40,12,65,1
3170,13,25,10,48,1
3177,11,22,6,39,1
3182,18,32,7,57,1
3188,15,26,7,48,1
3191,9,18,2,29,1
3192,14,29,11,54,1
3197,13,22,7,42,1
3200,22,46,9,77,1
3201,9,25,7,41,1
3205,6,21,12,39,1
3206,8,26,1,35,1
3207,25,47,13,85,1
3208,23,58,19,100,1
3209,16,46,12,74,1
3210,11,32,11,54,1
3212,24,70,20,114,2
3213,19,49,12,80,1
3214,10,28,9,47,1
3215,18,50,13,81,2
3216,13,35,11,59,1
3217,6,16,1,23,1
3218,17,40,12,69,1
3219,19,49,10,78,1
3220,24,48,18,90,2
3221,9,17,2,28,1
3222,16,33,5,54,1
3223,16,39,6,61,1
3224,15,31,2,48,1
3225,10,36,5,51,1
3226,24,53,12,89,2
3227,16,38,13,67,1
3228,12,31,11,54,1
3229,1,7,,8,1
3230,14,28,14,56,1
3231,6,10,2,18,1
3232,26,61,23,110,1
3233,7,22,4,33,1
3234,5,20,4,29,1
3235,26,56,16,98,2
3236,27,64,14,105,2
3237,15,42,14,71,1
3239,29,63,25,117,2
3241,15,34,,49,1
3243,21,47,3,71,1
3245,3,12,1,16,1
3247,13,27,6,46,1
3248,25,45,15,85,2
3250,16,32,9,57,1
3251,14,26,1,41,1
3252,16,31,8,55,1
3253,8,19,3,30,1
3254,13,32,9,54,1
3255,10,31,8,49,1
3258,19,46,22,87,1
3259,16,46,13,75,1
3260,9,20,1,30,1
3261,29,62,16,107,2
3262,1,31,10,42,1
3265,24,47,15,86,1
3266,17,28,12,57,1
3267,18,41,15,74,1
3268,2,15,5,22,1
3269,2,7,,9,1
3270,6,18,14,38,1
3271,9,25,2,36,1
3273,11,36,11,58,1
3274,11,25,10,46,1
3276,22,46,5,73,2
3277,11,27,9,47,1
3278,15,34,9,58,1
3279,17,26,5,48,1
3280,17,39,13,69,1
3281,13,28,7,48,1
3282,13,29,6,48,1
3283,16,44,13,73,1
3284,13,27,8,48,1
3285,8,21,4,33,1
3286,11,27,11,49,1
3288,9,12,3,24,1
3289,11,23,6,40,1
3291,14,46,12,72,1
3292,34,70,22,126,2
3293,15,43,13,71,1
3294,18,47,12,77,1
3295,10,26,11,47,1
3296,17,41,8,66,1
3297,17,45,14,76,1
3298,15,31,5,51,1
3300,3,31,3,37,1
3301,33,74,20,127,2
3302,19,41,9,69,1
3304,5,21,1,27,1
3305,11,19,1,31,1
3307,7,15,1,23,1
3308,17,40,2,59,1
3309,11,31,11,53,1
3310,17,43,8,68,1
3311,13,29,12,54,1
3313,20,49,13,82,1
3319,19,36,10,65,1
3320,22,51,4,77,1
3322,17,36,11,64,1
3324,15,33,2,50,1
3328,15,39,14,68,1
3329,5,24,9,38,1
3331,7,14,3,24,1
3332,22,47,4,73,1
3334,6,10,3,19,1
3336,22,47,14,83,1
3337,21,47,8,76,2
3339,17,42,5,64,1
3342,16,30,10,56,1
3344,15,35,3,53,1
3347,14,38,4,56,1
3348,10,24,10,44,1
3349,14,29,3,46,1
3350,15,38,12,65,1
3351,25,63,18,106,2
3352,15,40,3,58,2
3360,21,50,17,88,2
3362,12,27,4,43,1
3363,15,33,11,59,1
3364,16,39,12,67,1
3366,21,66,16,103,2
3367,8,19,3,30,1
3370,18,39,11,68,1
3371,15,25,5,45,1
3372,12,28,10,50,1
3379,14,30,3,47,1
3380,19,39,13,71,1
3381,4,9,,13,1
3382,6,31,3,40,1
3383,11,35,6,52,1
3384,3,10,3,16,1
3386,8,21,2,31,1
3387,14,33,11,58,1
3388,12,28,8,48,1
3389,13,25,5,43,1
3390,18,44,9,71,1
3391,16,33,6,55,1
3394,2,5,2,9,1
3395,4,18,2,24,1
3397,17,32,6,55,1
3400,33,65,16,114,2
3401,5,16,3,24,1
3402,7,27,8,42,1
3403,22,45,7,74,1
3404,22,51,17,90,1
3406,13,33,7,53,1
3407,26,50,6,82,1
3408,17,31,12,60,1
3409,17,37,12,66,1
3412,10,27,4,41,1
3415,7,28,8,43,1
3417,10,24,7,41,1
3418,20,54,17,91,2
3420,34,73,17,124,2
3422,20,50,14,84,1
3423,14,31,5,50,1
3425,14,42,6,62,1
3427,2,4,,6,1
3428,5,8,,13,1
3429,10,25,2,37,1
3430,9,19,2,30,1
3431,14,28,7,49,1
3432,8,19,6,33,1
3433,9,30,1,40,1
3434,14,29,10,53,1
3435,16,50,14,80,1
3436,13,41,10,64,1
3439,17,42,8,67,1
3443,32,65,18,115,2
3445,16,42,11,69,1
3447,18,38,12,68,1
3453,25,51,14,90,1
3454,24,45,10,79,1
3455,14,34,10,58,2
3458,9,20,3,32,1
3459,11,30,11,52,1
3460,14,43,11,68,1
3461,15,36,15,66,1
3462,23,52,10,85,1
3463,16,36,6,58,1
3464,35,66,13,114,3
3465,16,38,1,55,1
3469,47,110,32,189,3
3471,13,51,15,79,1
3472,19,43,17,79,1
3473,20,43,4,67,1
3474,18,39,6,63,1
3475,26,59,16,101,1
3476,26,58,15,99,1
3477,21,50,11,82,2
3480,6,25,2,33,1
3481,13,31,7,51,1
3482,9,35,7,51,1
3483,6,19,5,30,1
3484,8,26,6,40,1
3485,4,20,5,29,1
3486,23,42,12,77,1
3487,28,57,12,97,1
3488,14,31,5,50,1
3489,10,30,10,50,1
3490,25,45,12,82,1
3491,23,48,12,83,1
3492,18,45,11,74,1
3493,26,44,15,85,2
3494,24,56,13,93,2
3495,13,44,10,67,1
3497,8,18,1,27,1
3498,14,32,7,53,1
3499,11,29,11,51,1
3500,18,42,4,64,1
3501,14,34,7,55,1
3502,18,45,17,80,1
3503,12,30,4,46,1
3505,8,33,6,47,1
3510,14,29,7,50,1
3511,22,53,12,87,2
3513,25,43,12,80,1
3514,5,26,7,38,1
3515,10,27,7,44,1
3516,33,71,18,122,3
3518,22,46,2,70,1
3520,52,108,31,191,3
3522,29,79,19,127,3
3523,29,62,13,104,2
3525,19,64,22,105,1
3526,15,25,5,45,1
3527,17,44,15,76,1
3528,3,5,,8,1
3529,12,44,11,67,1
3531,21,52,18,91,2
3533,21,51,11,83,2
3534,7,21,3,31,1
3535,20,53,11,84,1
3537,15,45,21,81,1
3538,18,50,16,84,1
3541,25,53,15,93,1
3543,31,65,19,115,2
3545,15,38,11,64,1
3546,21,54,17,92,2
3548,24,75,15,114,2
3549,14,33,4,51,1
3560,25,62,18,105,2
3561,14,30,,44,1
3562,25,59,14,98,2
3563,22,53,9,84,1
3564,8,23,11,42,1
3566,15,49,14,78,1
3567,18,35,4,57,1
3568,25,59,24,108,2
3569,23,57,17,97,2
3570,19,42,10,71,1
3571,15,45,13,73,1
3572,23,53,13,89,2
3573,24,45,14,83,1
3580,15,38,3,56,1
3581,8,24,10,42,1
3582,24,56,18,98,2
3583,18,53,9,80,1
3584,22,53,15,90,2
3585,18,51,15,84,2
3587,23,44,6,73,2
3588,15,42,11,68,1
3589,21,71,22,114,2
3590,4,28,4,36,1
3591,14,33,3,50,1
3595,14,33,2,49,1
3596,13,28,5,46,1
3597,16,29,9,54,1
3598,26,48,12,86,1
3601,15,43,12,70,1
3602,12,31,10,53,1
3607,8,18,4,30,1
3608,18,38,14,70,1
3609,8,31,10,49,1
3611,10,28,9,47,1
3612,12,28,2,42,1
3616,4,13,2,19,1
3620,33,67,23,123,2
3621,26,49,14,89,1
3623,14,31,,45,1
3624,17,38,7,62,2
3625,14,31,12,57,1
3626,19,44,13,76,1
3627,17,42,6,65,1
3630,17,36,14,67,1
3631,15,30,1,46,1
3632,3,12,1,16,1
3633,14,34,6,54,1
3634,9,24,3,36,1
3639,27,47,13,87,1
3640,25,52,18,95,2
3641,9,23,3,35,1
3643,3,8,1,12,1
3644,9,30,7,46,1
3645,6,42,6,54,1
3648,18,35,12,65,1
3650,15,41,11,67,2
3652,24,41,8,73,2
3658,11,30,5,46,1
3659,15,42,14,71,1
3660,13,30,9,52,1
3700,19,49,15,83,1
3701,4,13,4,21,1
3702,19,41,5,65,1
3705,18,47,9,74,1
3708,19,48,10,77,2
3709,15,24,7,46,1
3710,14,40,11,65,1
3712,18,47,11,76,2
3717,8,32,11,51,1
3720,12,42,14,68,1
3722,25,56,17,98,2
3725,27,50,12,89,1
3726,20,60,13,93,1
3728,16,40,13,69,1
3729,21,41,12,74,1
3730,17,35,5,57,1
3731,18,41,7,66,1
3732,26,57,19,102,2
3733,12,31,7,50,1
3734,4,12,2,18,1
3738,20,45,16,81,1
3739,16,40,15,71,1
3741,16,32,7,55,1
3742,9,22,7,38,1
3747,11,24,5,40,1
3748,19,39,10,68,1
3749,13,41,10,64,1
3750,16,38,7,61,1
3751,28,65,16,109,1
3754,,3,2,5,1
3757,16,43,12,71,1
3758,2,6,,8,1
3760,3,12,2,17,1
3761,6,13,2,21,1
3762,21,62,22,105,2
3763,21,52,6,79,1
3764,4,25,7,36,1
3765,8,26,10,44,1
3768,9,13,5,27,1
3770,2,4,,6,1
3771,29,61,12,102,1
3772,3,10,5,18,1
3773,14,35,4,53,1
3774,12,44,11,67,1
3777,16,44,12,72,1
3778,4,16,2,22,1
3780,17,39,10,66,1
3781,12,32,11,55,1
3782,29,85,21,135,2
3783,12,26,6,44,1
3784,16,41,11,68,1
3785,9,16,6,31,1
3786,17,44,16,77,2
3789,16,37,15,68,1
3790,17,40,9,66,1
3791,8,20,6,34,1
3792,19,43,18,80,1
3794,31,61,19,111,2
3795,49,111,31,191,2
3796,41,84,18,143,3
3799,22,42,12,76,1
3801,21,55,20,96,1
3802,27,58,14,99,2
3803,17,40,11,68,1
3804,16,34,5,55,1
3805,4,16,4,24,1
3806,7,15,7,29,1
3807,3,4,6,13,1
3809,8,14,6,28,1
3810,9,31,10,50,1
3812,18,40,10,68,1
3823,20,43,8,71,1
3824,16,39,12,67,1
3825,11,23,8,42,1
3826,9,21,4,34,1
3827,23,59,14,96,1
3828,2,14,2,18,1
3829,17,39,12,68,1
3830,11,31,8,50,1
3831,8,26,6,40,1
3833,26,57,22,105,1
3835,19,37,9,65,1
3837,11,30,9,50,1
3838,28,62,17,107,2
3840,12,34,14,60,1
3842,17,42,10,69,1
3843,9,23,4,36,1
3847,2,14,2,18,1
3848,27,57,21,105,1
3850,22,48,16,86,1
3851,18,43,12,73,1
3852,5,17,4,26,1
3853,3,9,1,13,1
3857,27,50,13,90,1
3858,17,27,8,52,1
3860,15,29,12,56,1
3861,26,62,18,106,2
3864,5,24,7,36,1
3867,19,44,18,81,1
3868,9,22,7,38,1
3869,15,29,7,51,1
3872,13,30,12,55,1
3874,16,43,14,73,1
3875,3,6,,9,1
3876,10,23,5,38,1
3877,9,21,10,40,1
3884,15,40,9,64,1
3886,17,46,5,68,1
3887,6,21,,27,1
3888,31,76,24,131,2
3889,14,34,13,61,1
3891,23,71,19,113,2
3893,22,39,7,68,1
3894,20,48,20,88,2
3896,15,34,5,54,1
3897,15,62,13,90,1
3912,25,46,10,81,1
3947,19,47,13,79,2
4049,12,24,11,47,1
4055,15,30,9,54,1
4063,4,11,1,16,1
4064,16,29,7,52,1
4065,12,40,9,61,1
4068,25,62,27,114,1
4101,14,31,10,55,1
4102,10,19,7,36,1
4103,7,13,1,21,1
4108,18,46,10,74,1
4111,16,49,13,78,1
4112,15,47,5,67,1
4115,11,38,4,53,1
4118,13,30,9,52,1
4129,9,18,3,30,1
4130,18,39,14,71,1
4131,11,25,11,47,1
4132,24,52,16,92,2
4137,21,58,14,93,2
4144,9,19,4,32,1
4153,16,42,11,69,1
4156,2,10,2,14,1
4161,25,55,11,91,2
4162,12,29,10,51,1
4163,23,49,15,87,1
4164,6,17,2,25,1
4165,9,24,2,35,1
4166,6,17,1,24,1
4168,11,25,8,44,1
4171,17,32,11,60,2
4176,23,44,13,80,1
4183,16,30,8,54,1
4185,14,34,7,55,1
4187,3,17,1,21,1
4191,5,22,7,34,1
4194,7,26,7,40,1
4195,13,26,5,44,1
4200,9,27,5,41,1
4201,8,21,3,32,1
4202,13,33,7,53,1
4203,6,12,1,19,1
4208,9,37,11,57,1
4209,4,12,1,17,1
4215,6,16,3,25,1
4216,15,30,7,52,1
4219,19,56,16,91,2
4221,34,79,21,134,3
4223,17,40,9,66,1
4224,18,39,7,64,1
4226,5,16,1,22,1
4230,18,40,18,76,1
4231,10,26,6,42,1
4232,15,22,9,46,1
4235,17,40,4,61,1
4237,13,26,1,40,1
4238,14,28,7,49,1
4239,17,41,5,63,1
4240,19,35,14,68,1
4241,2,26,2,30,1
4243,21,48,8,77,1
4244,,9,2,11,1
4246,3,6,3,12,1
4247,2,14,2,18,1
4249,3,4,1,8,1
4250,16,33,8,57,1
4252,14,35,7,56,1
4253,2,10,3,15,1
4255,22,63,16,101,2
4256,14,35,5,54,1
4257,13,30,4,47,1
4258,11,29,8,48,1
4259,4,13,2,19,1
4260,19,54,14,87,1
4262,16,27,8,51,1
4272,26,62,15,103,1
4273,19,39,10,68,1
4274,21,49,15,85,2
4276,19,54,15,88,2
4277,15,30,11,56,1
4278,9,26,7,42,1
4279,15,35,3,53,1
4281,2,3,,5,1
4283,13,26,1,40,1
4284,21,37,15,73,1
4285,15,35,11,61,1
4286,27,70,20,117,2
4288,17,37,15,69,1
4295,9,9,1,19,1
4298,17,38,6,61,1
4299,16,39,5,60,1
4303,32,67,19,118,2
4309,12,28,8,48,1
4317,11,33,11,55,2
4318,12,25,1,38,1
4321,12,30,6,48,1
4322,5,9,2,16,1
4323,8,20,5,33,1
4325,11,35,3,49,1
4330,9,24,6,39,1
4332,43,109,26,178,3
4333,14,27,2,43,1
4334,17,40,18,75,1
4335,19,47,14,80,1
4336,14,33,3,50,1
4337,9,16,1,26,1
4340,18,36,6,60,2
4341,2,1,1,4,1
4348,14,27,5,46,1
4350,4,13,3,20,1
4352,21,46,13,80,1
4355,5,13,3,21,1
4356,27,69,18,114,2
4358,17,44,14,75,1
4365,32,83,23,138,2
4368,19,37,5,61,1
4370,9,23,6,38,1
4372,4,14,1,19,1
4374,1,13,,14,1
4377,4,13,2,19,1
4378,2,7,1,10,1
4381,7,16,3,26,1
4383,33,77,19,129,2
4384,11,27,5,43,1
4387,30,79,17,126,2
4389,9,23,1,33,1
4392,15,39,4,58,2
4393,16,42,10,68,2
4394,19,42,12,73,1
4395,13,36,3,52,1
4399,16,37,8,61,1
4403,16,42,4,62,1
4404,16,38,11,65,1
4405,17,44,10,71,1
4407,8,21,6,35,1
4409,6,24,3,33,1
4410,14,28,9,51,1
4412,13,26,3,42,1
4414,6,13,3,22,1
4416,14,34,4,52,1
4417,18,33,5,56,1
4420,5,17,1,23,1
4423,20,48,9,77,1
4424,26,48,11,85,2
4427,9,23,4,36,1
4428,17,31,13,61,1
4430,28,61,4,93,2
4435,14,29,10,53,1
4436,14,35,18,67,1
4438,46,127,35,208,3
4439,10,31,3,44,1
4440,17,32,14,63,1
4444,12,36,11,59,1
4446,11,23,8,42,1
4450,17,33,9,59,1
4451,25,68,23,116,2
4456,18,61,14,93,2
4457,2,4,1,7,1
4458,17,45,10,72,1
4459,4,14,2,20,1
4460,10,22,4,36,1
4461,7,18,4,29,1
4472,4,17,,21,1
4475,20,49,14,83,1
4476,17,43,12,72,1
4477,11,32,7,50,1
4479,17,51,8,76,1
4482,13,41,14,68,1
4483,16,34,3,53,1
4484,18,32,7,57,1
4487,15,29,8,52,1
4488,15,31,13,59,2
4497,9,20,4,33,1
4499,9,28,9,46,1
4501,10,14,1,25,1
4503,15,34,4,53,1
4506,9,28,2,39,1
4508,13,26,1,40,1
4509,10,23,5,38,1
4511,10,26,2,38,1
4512,24,41,11,76,1
4514,8,20,3,31,1
4520,14,40,7,61,1
4521,11,35,9,55,1
4526,20,60,14,94,1
4529,17,44,10,71,1
4531,26,58,15,99,1
4533,9,15,3,27,1
4538,22,36,12,70,2
4540,10,27,7,44,1
4543,2,1,1,4,1
4553,22,41,14,77,1
4554,16,42,12,70,1
4556,9,20,2,31,1
4557,15,28,11,54,1
4558,11,23,9,43,1
4564,8,22,3,33,1
4567,20,50,20,90,1
4568,4,11,3,18,1
4570,11,26,1,38,1
4574,15,48,9,72,1
4581,9,21,2,32,1
4583,11,30,11,52,1
