StoreNumber,Item #,Item Description,Hot PLU, New Retails  ,
47,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
48,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
48,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
48,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
48,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
48,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
48,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
48,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
48,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
48,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
48,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
49,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
49,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
49,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
49,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
49,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
49,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
49,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
49,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
49,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
49,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
50,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
50,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
50,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
50,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
50,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
50,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
50,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
50,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
50,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
50,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
51,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
51,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
51,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
51,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
51,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
51,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
51,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
51,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
51,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
51,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
52,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
52,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
52,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
52,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
52,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
52,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
52,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
52,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
52,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
52,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
54,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
54,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
54,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
54,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
54,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
54,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
54,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
54,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
54,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
54,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
55,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
55,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
55,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
55,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
55,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
55,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
55,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
55,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
55,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
55,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
56,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
56,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
56,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
56,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
56,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
56,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
56,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
56,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
56,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
56,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
58,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
58,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
58,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
58,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
58,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
58,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
58,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
58,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
58,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
58,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
59,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
59,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
59,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
59,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
59,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
59,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
59,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
59,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
59,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
59,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
60,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
60,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
60,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
60,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
60,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
60,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
60,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
60,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
60,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
60,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
61,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
61,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
61,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
61,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
61,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
61,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
61,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
61,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
61,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
61,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
62,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
62,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
62,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
62,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
62,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
62,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
62,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
62,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
62,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
62,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
63,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
63,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
63,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
63,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
63,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
63,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
63,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
63,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
63,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
63,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
65,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
65,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
65,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
65,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
65,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
65,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
65,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
65,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
65,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
65,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
66,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
66,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
66,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
66,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
66,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
66,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
66,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
66,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
66,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
66,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
67,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
67,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
67,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
67,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
67,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
67,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
67,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
67,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
67,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
67,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
68,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
68,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
68,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
68,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
68,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
68,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
68,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
68,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
68,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
68,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
69,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
69,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
69,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
69,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
69,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
69,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
69,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
69,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
69,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
69,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
70,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
70,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
70,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
70,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
70,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
70,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
70,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
70,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
70,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
70,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
71,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
71,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
71,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
71,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
71,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
71,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
71,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
71,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
71,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
71,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
72,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
72,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
72,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
72,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
72,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
72,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
72,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
72,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
72,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
72,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
73,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
73,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
73,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
73,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
73,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
73,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
73,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
73,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
73,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
73,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
74,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
74,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
74,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
74,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
74,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
74,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
75,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
75,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
75,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
75,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
75,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
75,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
75,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
75,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
75,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
75,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
76,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
76,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
76,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
76,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
76,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
76,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
76,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
76,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
76,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
76,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
77,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
77,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
77,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
77,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
77,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
77,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
77,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
77,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
77,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
77,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
78,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
78,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
78,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
78,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
78,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
78,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
78,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
78,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
78,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
78,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
79,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
79,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
79,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
79,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
79,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
79,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
79,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
79,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
79,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
79,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
80,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
80,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
80,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
80,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
80,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
80,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
80,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
80,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
80,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
80,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
81,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
81,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
81,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
81,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
81,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
81,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
81,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
81,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
81,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
81,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
82,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
82,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
82,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
82,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
82,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
82,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
82,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
82,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
82,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
82,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
83,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
83,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
83,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
83,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
83,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
83,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
83,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
83,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
83,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
83,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
85,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
85,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
85,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
85,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
85,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
85,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
85,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
85,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
85,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
85,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
86,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
86,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
86,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
86,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
86,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
86,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
86,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
86,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
86,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
86,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
87,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
87,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
87,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
87,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
87,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
87,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
87,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
87,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
87,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
87,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
88,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
88,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
88,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
88,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
88,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
88,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
88,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
88,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
88,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
88,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
89,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
89,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
89,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
89,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
89,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
89,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
89,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
89,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
89,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
89,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
90,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
90,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
90,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
90,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
90,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
90,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
90,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
90,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
90,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
90,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
91,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
91,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
91,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
91,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
91,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
91,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
91,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
91,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
91,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
91,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
92,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
92,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
92,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
92,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
92,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
92,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
92,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
92,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
92,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
92,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
93,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
93,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
93,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
93,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
93,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
93,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
93,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
93,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
93,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
93,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
94,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
94,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
94,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
94,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
94,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
94,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
94,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
94,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
