Store,,OCT,73,YTD,74,OCT,75,YTD,76,OCT,77,YTD,78,OCT,79,YTD,80,OCT,81,YTD,82,OCT,83,YTD,84,OCT,85,YTD,86,OCT,87,YTD,88,OCT,89,YTD,90,OCT,91,YTD,92
3623,,9.80%,G,10.95%,G,12.52%,,11.12%,,-13.30%,R,-6.17%,R,36.35%,G,26.29%,G,17,,202,,28.70%,,30.74%,,2,,22,,28.95%,R,19.15%,R,1:22:05,R,1:17:12,R,1395/2576,,1556/2576,
Total,B,11.01%,G,14.73%,G,11.86%,,16.75%,,-0.60%,R,0.50%,R,15.65%,,21.14%,,1.18,G,1,G,34.13%,,36.68%,,0.43,G,0.47,G,39.41%,R,29.15%,R,1:03:10,R,1:08:26,R,194/394,,141/394,
500,,2.77%,,6.79%,,3.28%,,7.10%,R,-4.44%,R,-7.47%,R,-1.29%,R,4.57%,,61,G,335,G,44.79%,G,50.52%,G,26,G,120,G,78.99%,,71.78%,,1:31:39,R,1:52:53,R,1807/2576,,1761/2576,
512,,10.37%,G,12.50%,G,19.77%,,14.50%,,0.23%,,0.33%,,26.56%,,11.18%,,101,G,611,G,46.50%,G,48.48%,G,113,G,503,G,69.19%,,49.15%,,0:48:48,,0:48:32,,480/2576,G,830/2576,
964,,14.25%,G,12.23%,G,2.14%,,5.99%,R,-5.81%,R,-6.07%,R,9.17%,,-0.46%,R,17,,170,,27.94%,,35.52%,,7,,75,,26.47%,R,22.48%,R,1:18:35,R,1:30:27,R,1720/2576,,1893/2576,
2201,,20.99%,G,26.40%,G,-1.30%,R,4.19%,R,-6.94%,R,-12.33%,R,3.08%,,10.24%,,21,,133,,27.86%,,31.91%,,7,,75,,55.72%,,55.98%,,1:03:55,R,1:13:39,R,1685/2576,,1726/2576,
2612,,13.49%,G,6.95%,,20.10%,,24.74%,,8.93%,,9.39%,,19.72%,,16.01%,,51,G,737,G,29.65%,,43.95%,,72,G,499,G,54.46%,,35.52%,,1:05:05,R,1:05:25,R,661/2576,,675/2576,
3136,,8.95%,,9.01%,G,17.05%,,23.42%,,3.79%,,4.69%,,46.81%,G,21.97%,,9,,113,,30.64%,,38.65%,,10,G,102,G,51.97%,,50.34%,,2:07:30,R,1:50:39,R,986/2576,,785/2576,
3763,,3.23%,,8.27%,,3.48%,,14.53%,,-0.11%,,6.18%,,1.10%,,8.11%,,24,,253,G,42.08%,,43.01%,,1,R,17,,29.33%,R,21.36%,R,0:31:15,G,0:37:02,G,1663/2576,,1107/2576,
5717,,5.49%,,11.98%,G,15.76%,,14.59%,,8.41%,,-1.70%,,8.95%,,9.68%,,6,,89,,24.34%,R,34.60%,,7,,95,G,60.00%,,32.97%,,1:08:38,R,1:16:14,R,1333/2576,,1383/2576,
5947,,6.22%,,5.78%,,12.58%,,6.94%,R,-2.17%,,-8.59%,R,20.00%,,15.11%,,40,G,193,,29.11%,,30.61%,,0,R,23,,56.67%,,40.63%,,0:48:37,,0:59:40,,1277/2576,,1948/2576,
Total,B,9.78%,G,11.30%,G,10.12%,,13.05%,,0.27%,R,-1.27%,R,12.77%,,10.01%,,1.18,G,1.07,G,34.01%,,40.36%,,0.87,G,0.61,G,54.37%,,42.50%,,1:10:51,R,1:14:51,R,218/394,,236/394,
508,,-5.21%,R,3.56%,,11.29%,,19.95%,,-2.92%,,5.31%,,8.59%,,15.39%,,35,G,259,G,44.84%,G,50.07%,G,7,,86,,90.77%,G,94.65%,G,0:40:29,,0:42:06,,1505/2576,,801/2576,
1126,,11.46%,G,7.92%,,25.01%,,20.04%,,10.24%,,11.31%,,39.32%,G,25.92%,G,14,,184,,39.72%,,37.38%,,14,G,76,,49.48%,,55.17%,,0:52:15,,0:38:31,,386/2576,G,521/2576,
1154,,-1.66%,,2.93%,,-14.25%,R,-2.78%,R,-32.85%,R,-9.64%,R,-13.69%,R,-3.29%,R,1,R,2,R,43.91%,G,43.49%,,3,,21,,108.49%,G,85.19%,G,1:13:42,R,1:03:58,R,2437/2576,R,2392/2576,R
1198,,8.13%,,5.36%,,17.58%,,14.96%,,6.21%,,5.26%,,30.15%,,23.76%,,18,,295,G,37.23%,,43.90%,,17,G,213,G,50.89%,,58.34%,,1:07:31,R,0:58:30,,845/2576,,1062/2576,
2864,,1.78%,,9.09%,G,-13.13%,R,23.52%,,-33.03%,R,15.35%,,37.38%,G,25.42%,,2,R,119,,30.93%,,41.08%,,4,,100,G,49.77%,,60.93%,,0:39:16,,0:49:30,,1969/2576,,413/2576,G
3056,,8.24%,,5.70%,,20.55%,,24.37%,,3.47%,,9.56%,,36.74%,G,28.37%,G,6,,44,,43.88%,G,40.97%,,9,G,120,G,51.70%,,57.62%,,0:52:48,,0:49:18,,693/2576,,670/2576,
3057,,7.41%,,7.07%,,54.89%,G,26.66%,,41.14%,G,8.04%,,16.49%,,36.20%,G,0,R,5,R,51.77%,G,47.88%,G,1,R,25,,26.11%,R,43.15%,,0:27:05,G,0:32:42,G,248/2576,G,504/2576,G
4131,,-0.87%,,0.94%,R,-7.22%,R,-9.96%,R,-14.55%,R,-14.51%,R,5.91%,,7.23%,,15,,211,,31.97%,,34.33%,,8,,72,,71.38%,,56.74%,,0:55:46,,0:54:15,,2192/2576,R,2310/2576,R
5146,,5.02%,,9.00%,G,10.78%,,22.57%,,1.48%,,11.44%,,12.17%,,28.14%,G,16,,97,,42.25%,,51.67%,G,1,R,55,,56.59%,,50.32%,,0:58:12,,0:49:17,,1427/2576,,483/2576,G
Total,B,3.54%,,5.61%,,10.96%,,15.55%,,-1.12%,R,5.03%,,18.24%,,19.62%,,0.38,,0.49,,40.03%,G,43.74%,,0.23,,0.31,,62.40%,,64.38%,,0:51:08,,0:47:55,,236/394,,146/394,
413,,6.79%,,2.71%,,16.57%,,13.43%,,4.08%,,2.75%,,6.82%,,-2.33%,R,4,,42,,37.77%,,43.68%,,10,G,117,G,87.23%,G,85.57%,G,0:45:51,,0:57:54,,929/2576,,1768/2576,
456,,10.89%,G,10.35%,G,4.51%,,6.15%,R,-3.43%,,2.97%,,-3.58%,R,3.79%,R,16,,182,,36.93%,,40.70%,,12,G,191,G,33.39%,,21.33%,R,1:09:49,R,1:08:33,R,1682/2576,,1673/2576,
595,,5.07%,,8.15%,,-3.88%,R,6.60%,R,-7.00%,R,-2.77%,,6.56%,,27.60%,G,4,,93,,31.53%,,39.63%,,37,G,1078,G,46.64%,,36.18%,,1:01:32,,0:58:15,,2000/2576,,1483/2576,
1000,,11.57%,G,11.11%,G,6.57%,,5.02%,R,-2.01%,,0.87%,,-0.36%,,13.82%,,6,,220,G,30.01%,,34.92%,,37,G,633,G,28.93%,R,14.92%,R,1:08:15,R,1:04:49,R,1655/2576,,1596/2576,
1041,,1.51%,,8.49%,,16.18%,,20.48%,,-0.08%,,3.95%,,19.18%,,20.30%,,18,,386,G,35.64%,,39.15%,,152,G,2827,G,64.71%,,58.96%,,1:03:37,R,1:07:59,R,1272/2576,,745/2576,
1296,,0.34%,,7.72%,,8.06%,,18.79%,,-2.21%,,5.42%,,19.56%,,18.67%,,37,G,609,G,37.73%,,50.36%,G,17,G,179,G,55.20%,,39.93%,,0:48:36,,0:46:51,,1486/2576,,683/2576,
2763,,-3.79%,R,5.43%,,5.55%,,6.08%,R,-5.96%,R,-5.79%,R,0.90%,,8.76%,,21,,292,G,32.54%,,30.01%,,10,G,238,G,51.78%,,30.53%,R,1:03:58,R,1:07:54,R,2139/2576,R,1980/2576,
4112,,0.65%,,10.33%,G,1.84%,,5.27%,R,-8.44%,R,-9.35%,R,6.75%,,26.66%,G,3,,36,,36.76%,,42.32%,,7,,127,G,14.82%,R,11.89%,R,1:20:49,R,1:33:30,R,2208/2576,R,1736/2576,
5808,,-4.56%,R,6.40%,,8.98%,,14.60%,,1.94%,,9.72%,,23.11%,,17.67%,,14,,145,,23.10%,R,24.36%,R,18,G,202,G,40.79%,,30.22%,R,0:54:11,,0:57:21,,1842/2576,,1266/2576,
Total,B,3.46%,,8.32%,G,6.58%,R,10.69%,R,-3.07%,R,0.78%,,7.10%,R,15.72%,,0.44,,0.82,G,33.67%,,38.91%,,1.08,G,2.28,G,43.07%,,32.30%,R,1:02:48,R,1:04:32,R,328/394,R,246/394,
&nbsp;,B,6.29%,G,8.90%,G,12.38%,,15.90%,,2.22%,R,2.86%,R,12.29%,,16.48%,,0.89,G,0.86,G,36.52%,,41.00%,,0.49,G,0.64,G,56.71%,,48.78%,,0:57:30,R,0:58:38,R,15/34,,Dec-34,
165,,-0.05%,,4.21%,,11.99%,,29.33%,G,2.54%,,10.63%,,0.00%,,20.00%,,16,,124,,45.05%,G,50.05%,G,0,R,25,,108.24%,G,90.19%,G,0:23:37,G,0:24:26,G,1330/2576,,447/2576,G
180,,1.00%,,8.15%,,5.48%,,13.91%,,-11.54%,R,-4.84%,R,49.75%,G,21.44%,,15,,36,,41.20%,,43.43%,,3,,16,,75.42%,,73.40%,,0:34:43,G,0:46:59,,1381/2576,,1239/2576,
345,,3.94%,,7.42%,,5.69%,,20.66%,,17.03%,,17.23%,G,-4.13%,R,10.11%,,15,,231,G,41.15%,,59.90%,G,8,,167,G,91.87%,G,102.99%,G,0:26:31,G,0:27:04,G,1149/2576,,342/2576,G
398,,5.76%,,6.65%,,7.95%,,19.42%,,-7.61%,R,-2.45%,,29.88%,,15.71%,,14,,60,,39.94%,,51.31%,G,4,,29,,68.37%,,67.88%,,0:53:15,,1:01:57,,1335/2576,,1141/2576,
399,,7.06%,,7.69%,,23.27%,,26.38%,,7.03%,,14.06%,,31.58%,,15.75%,,28,G,291,G,32.57%,,37.01%,,5,,28,,78.00%,,55.08%,,0:33:35,G,0:34:30,G,406/2576,G,433/2576,G
572,,-1.51%,,8.32%,,-4.99%,R,16.75%,,-14.20%,R,-7.90%,R,-0.86%,,11.69%,,22,,331,G,40.06%,,48.23%,G,2,,37,,65.42%,,71.89%,,0:51:42,,0:43:43,,2220/2576,R,957/2576,
918,,6.47%,,9.29%,G,13.48%,,12.50%,,0.00%,,2.63%,,21.75%,,6.02%,,30,G,121,,44.00%,G,48.31%,G,1,R,18,,57.60%,,46.21%,,0:46:02,,0:52:56,,1015/2576,,1381/2576,
3828,,3.23%,,11.00%,G,17.84%,,27.69%,,0.62%,,5.72%,,8.78%,,16.91%,,6,,67,,33.07%,,44.60%,,3,,25,,96.88%,G,92.63%,G,0:43:44,,0:42:13,,1135/2576,,406/2576,G
Total,B,3.37%,,7.88%,G,9.46%,,20.74%,,-0.75%,R,4.63%,,14.25%,,13.93%,,0.59,,0.58,,39.25%,,48.20%,G,0.1,,0.16,,79.03%,G,75.69%,G,0:37:01,G,0:39:52,G,226/394,,51/394,G
331,,-1.37%,,7.91%,,5.41%,,28.12%,G,0.00%,,16.87%,G,5.28%,,22.56%,,1,R,36,,32.63%,,43.87%,,0,R,2,R,89.77%,G,94.77%,G,1:02:51,,1:01:48,,2127/2576,R,591/2576,
383,,-1.04%,,3.13%,,22.61%,,9.35%,,11.02%,,9.41%,,20.98%,,4.54%,,19,,191,,43.47%,G,51.22%,G,6,,52,,81.31%,,60.70%,,0:56:20,,0:51:56,,951/2576,,1676/2576,
384,,4.58%,,5.08%,,1.31%,,15.08%,,-12.19%,R,-8.07%,R,14.53%,,11.58%,,8,,83,,44.03%,G,52.65%,G,1,R,51,,98.51%,G,88.08%,G,0:44:52,,0:48:31,,1605/2576,,1325/2576,
408,,1.60%,,3.10%,,1.49%,,8.08%,,-2.41%,,-3.82%,,-4.24%,R,2.38%,R,0,R,10,R,44.30%,G,47.80%,G,0,R,11,R,13.92%,R,20.04%,R,1:06:29,R,1:03:45,,2283/2576,R,2285/2576,R
449,,7.90%,,5.47%,,19.85%,,21.37%,,19.94%,,20.82%,G,24.78%,,6.45%,,5,,71,,40.43%,,45.69%,,4,,8,R,46.10%,,39.75%,,0:48:36,,0:44:45,,665/2576,,992/2576,
457,,11.03%,G,10.08%,G,-2.12%,R,13.00%,,1.08%,,-1.92%,,2.26%,,16.31%,,7,,36,,35.33%,,49.46%,G,13,G,56,,93.69%,G,100.13%,G,0:38:55,,0:34:08,G,1378/2576,,888/2576,
469,,1.61%,,0.06%,R,19.28%,,11.51%,,17.74%,,11.66%,,3.63%,,-1.17%,R,22,,38,,37.61%,,44.29%,,3,,11,R,15.16%,R,11.00%,R,0:30:58,G,0:36:56,G,980/2576,,1959/2576,
521,,-4.64%,R,3.20%,,10.08%,,18.64%,,9.77%,,12.94%,,-2.27%,R,26.23%,G,0,R,2,R,52.49%,G,47.18%,G,2,,14,R,21.59%,R,32.52%,R,0:32:02,G,0:32:35,G,1787/2576,,1069/2576,
651,,10.89%,G,10.62%,G,51.19%,G,43.15%,G,42.59%,G,19.14%,G,54.64%,G,63.18%,G,1,R,88,,48.27%,G,58.71%,G,0,R,5,R,58.89%,,43.94%,,0:49:53,,0:48:56,,197/2576,G,180/2576,G
777,,5.97%,,7.15%,,17.29%,,22.78%,,13.50%,,17.20%,G,37.83%,G,11.86%,,12,,45,,37.81%,,50.08%,G,4,,21,,77.35%,,63.84%,,0:42:57,,0:38:33,,641/2576,,614/2576,
1204,,0.84%,,6.79%,,13.38%,,25.45%,,11.53%,,4.97%,,6.98%,,30.13%,G,8,,47,,24.71%,R,40.73%,,0,R,2,R,11.19%,R,7.38%,R,1:04:31,R,0:59:13,,1814/2576,,984/2576,
Total,B,3.55%,,5.83%,,13.90%,,19.60%,,10.95%,,9.21%,,14.10%,,16.13%,,0.24,,0.22,R,39.57%,,48.23%,G,0.1,,0.08,R,58.43%,,52.82%,,0:48:43,,0:47:07,,190/394,,114/394,
351,,13.47%,G,7.43%,,45.89%,G,27.78%,,10.80%,,10.79%,,64.29%,G,22.87%,,16,,138,,43.96%,G,47.61%,G,7,,49,,70.05%,,62.32%,,0:50:48,,0:50:41,,116/2576,G,464/2576,G
400,,9.35%,G,7.97%,,30.83%,G,13.98%,,17.82%,,6.32%,,25.00%,,13.11%,,6,,53,,26.89%,,30.02%,,32,G,86,,55.25%,,47.95%,,1:06:05,R,0:53:23,,558/2576,,1296/2576,
3213,,0.04%,,3.30%,,-3.04%,R,5.56%,R,-1.90%,,4.94%,,-2.54%,R,10.91%,,3,,24,R,32.39%,,45.82%,,0,R,14,R,36.96%,,24.76%,R,1:09:16,R,0:48:11,,2397/2576,R,2041/2576,
3390,,1.13%,,3.63%,,7.77%,,6.58%,R,16.25%,,7.08%,,28.29%,,2.31%,R,6,,14,R,28.70%,,41.28%,,0,R,4,R,24.47%,R,22.00%,R,0:57:08,,0:52:54,,1703/2576,,2180/2576,R
3585,,11.74%,G,12.69%,G,15.90%,,19.23%,,15.05%,,13.56%,,43.40%,G,17.03%,,24,,121,,32.05%,,41.16%,,6,,62,,26.71%,R,31.33%,R,0:57:06,,0:52:02,,728/2576,,657/2576,
3591,,6.24%,,2.90%,,17.27%,,15.11%,,3.92%,,-2.67%,,24.54%,,22.08%,,15,,153,,45.00%,G,46.62%,G,3,,19,,72.94%,,55.99%,,0:21:09,G,0:22:35,G,605/2576,,1238/2576,
5287,,0.52%,,3.96%,,3.39%,,1.28%,R,4.71%,,-1.38%,,13.56%,,8.45%,,17,,181,,29.60%,,34.07%,,1,R,42,,68.41%,,55.75%,,0:36:27,G,0:40:25,,1671/2576,,1930/2576,
Total,B,5.67%,,5.83%,,15.21%,,11.57%,R,8.67%,,4.99%,,24.10%,,13.18%,,0.4,,0.36,,33.52%,,40.14%,,0.23,,0.14,,51.52%,,42.63%,,0:53:10,,0:46:14,,133/394,,257/394,
553,,2.82%,,3.88%,,0.74%,R,14.89%,,15.90%,,12.52%,,17.49%,,9.05%,,16,,192,,33.78%,,51.82%,G,14,G,132,G,92.67%,G,97.00%,G,1:27:48,R,1:17:21,R,1593/2576,,1260/2576,
1163,,-3.99%,R,1.55%,,0.06%,R,2.29%,R,18.31%,,19.66%,G,-5.68%,R,-15.22%,R,43,G,305,G,44.21%,G,55.07%,G,3,,62,,70.37%,,79.81%,G,0:54:43,,1:00:50,,1931/2576,,1920/2576,
2665,,-5.97%,R,-1.98%,R,0.51%,R,8.81%,,12.79%,,21.35%,G,-2.40%,R,-3.96%,R,2,R,92,,44.42%,G,50.25%,G,3,,47,,46.88%,,66.39%,,0:51:33,,0:47:57,,2153/2576,R,1880/2576,
2706,,24.19%,G,15.59%,G,54.34%,G,42.27%,G,114.29%,G,78.63%,G,24.01%,,11.01%,,21,,187,,38.73%,,41.73%,,6,,38,,76.01%,,79.45%,,1:28:21,R,1:32:23,R,143/2576,G,274/2576,G
Total,B,4.42%,,4.63%,,11.34%,,14.57%,,29.28%,G,26.79%,G,8.83%,,-0.14%,R,0.66,,0.71,,40.06%,G,49.30%,G,0.21,,0.26,,72.06%,G,80.90%,G,1:08:06,R,1:07:04,R,186/394,,213/394,
489,,2.56%,,-2.22%,R,20.10%,,7.90%,,38.86%,G,17.44%,G,2.21%,,-3.72%,R,0,R,18,R,41.73%,,40.97%,,3,,9,R,45.80%,,46.74%,,0:37:10,,0:51:35,,949/2576,,2226/2576,R
541,,-0.21%,,-6.89%,R,1.17%,,-2.76%,R,12.58%,,6.00%,,2.42%,,-7.31%,R,0,R,40,,38.52%,,40.31%,,5,,55,,91.67%,G,93.50%,G,1:32:01,R,1:22:45,R,2015/2576,,2436/2576,R
911,,-42.59%,R,-7.57%,R,-37.92%,R,0.50%,R,-40.18%,R,8.92%,,-35.36%,R,-12.22%,R,0,R,12,R,34.22%,,40.05%,,1,R,9,R,44.82%,,56.34%,,0:44:07,,0:45:48,,2541/2576,R,2394/2576,R
1342,,-2.37%,,0.40%,R,29.29%,G,4.04%,R,-0.30%,,-0.96%,,-5.02%,R,-12.87%,R,3,,43,,49.49%,G,50.73%,G,6,,50,,17.06%,R,30.56%,R,1:53:58,R,1:08:56,R,1618/2576,,2386/2576,R
1353,,18.36%,G,38.36%,G,24.50%,,63.30%,G,52.50%,G,91.81%,G,27.53%,,43.21%,G,42,G,339,G,39.98%,,41.76%,,4,,89,,91.52%,G,81.90%,G,0:57:07,,0:55:12,,201/2576,G,19/2576,G
3616,,-0.17%,,5.25%,,18.63%,,23.69%,,16.54%,,16.62%,G,-9.39%,R,6.52%,,21,,214,,47.75%,G,39.85%,,2,,8,R,69.37%,,53.49%,,0:29:45,G,0:33:59,G,1023/2576,,768/2576,
4129,,-6.24%,R,-0.42%,R,3.97%,,0.85%,R,7.97%,,-5.61%,R,-2.91%,R,3.04%,R,4,,20,R,33.42%,,44.71%,,2,,14,R,36.16%,,40.17%,,0:50:56,,0:56:26,,2212/2576,R,2452/2576,R
Total,B,-5.46%,R,2.88%,,8.59%,,13.26%,,10.23%,,15.82%,G,-2.46%,R,1.52%,R,0.32,,0.36,,40.98%,G,42.52%,,0.11,,0.12,,61.57%,,60.08%,,0:51:30,,0:53:02,,340/394,R,301/394,
502,,-1.17%,,-4.62%,R,3.77%,,-1.66%,R,6.22%,,-0.05%,,-12.64%,R,-5.28%,R,6,,107,,23.79%,R,36.38%,,4,,32,,96.46%,G,90.56%,G,0:48:42,,0:53:14,,1993/2576,,2383/2576,R
540,,9.08%,,5.31%,,36.58%,G,24.47%,,9.55%,,10.66%,,21.53%,,8.14%,,43,G,223,G,43.44%,G,48.52%,G,7,,50,,80.24%,,68.27%,,0:50:18,,0:49:30,,249/2576,G,747/2576,
542,,-2.02%,,-3.30%,R,15.27%,,5.89%,R,15.38%,,13.47%,,3.73%,,-9.83%,R,103,G,1227,G,60.97%,G,69.35%,G,32,G,146,G,103.06%,G,104.88%,G,0:38:07,,0:41:58,,942/2576,,1756/2576,
761,,-2.08%,,-0.80%,R,-3.53%,R,19.93%,,3.11%,,16.60%,G,-13.15%,R,6.65%,,2,R,29,R,43.58%,G,54.07%,G,1,R,17,,72.48%,,71.21%,,0:49:21,,0:53:33,,2221/2576,R,1477/2576,
961,,5.99%,,-0.50%,R,89.05%,G,6.73%,R,,,19.33%,G,9.76%,,-3.88%,R,0,R,14,R,31.36%,,38.80%,,0,R,9,R,45.19%,,27.08%,R,1:10:46,R,1:09:08,R,927/2576,,2327/2576,R
1016,,-0.15%,,0.71%,R,-3.55%,R,9.36%,,1.27%,,9.69%,,-1.32%,R,-2.16%,R,41,G,344,G,58.13%,G,62.90%,G,3,,67,,64.80%,,75.14%,,0:52:12,,0:46:58,,1958/2576,,1723/2576,
2913,,2.10%,,0.30%,R,-0.46%,R,8.28%,,6.04%,,24.55%,G,-10.07%,R,-5.37%,R,17,,52,,36.89%,,50.69%,G,0,R,4,R,29.78%,R,27.04%,R,0:50:06,,0:43:01,,2066/2576,R,2012/2576,
3483,,-10.12%,R,-3.59%,R,11.56%,,7.51%,,1.54%,,9.70%,,-22.99%,R,-11.59%,R,6,,49,,46.27%,G,47.36%,G,1,R,5,R,45.27%,,41.47%,,0:54:45,,0:44:17,,2122/2576,R,2232/2576,R
Total,B,0.38%,,-0.70%,R,14.24%,,9.84%,R,20.01%,G,12.95%,G,-0.79%,R,-3.04%,R,0.88,G,0.94,G,44.25%,G,52.35%,G,0.19,,0.15,,70.49%,G,65.92%,,0:51:45,,0:49:50,,212/394,,327/394,R
428,,8.10%,,5.29%,,35.24%,G,19.69%,,14.77%,,17.16%,G,58.59%,G,13.91%,,0,R,3,R,30.15%,,44.50%,,2,,15,R,55.41%,,53.43%,,0:44:41,,0:45:27,,442/2576,G,1026/2576,
532,,4.12%,,7.46%,,35.68%,G,30.02%,G,18.00%,,13.34%,,37.22%,G,25.06%,,29,G,167,,48.89%,G,53.97%,G,12,G,141,G,54.61%,,45.28%,,1:02:55,,1:00:05,,423/2576,G,402/2576,G
839,,-6.03%,R,0.39%,R,-15.62%,R,-6.47%,R,-12.61%,R,0.00%,,-11.79%,R,-15.87%,R,17,,183,,42.34%,G,50.37%,G,2,,22,,52.09%,,65.47%,,0:36:16,G,0:34:13,G,2352/2576,R,2179/2576,R
935,,-8.57%,R,2.69%,,-3.65%,R,22.37%,,4.19%,,31.17%,G,-8.67%,R,8.27%,,1,R,60,,38.61%,,41.83%,,0,R,20,,35.13%,,54.02%,,0:50:18,,0:53:14,,2439/2576,R,1165/2576,
1102,,9.58%,G,6.36%,,4.46%,,12.07%,,-3.25%,,4.99%,,-0.83%,,-1.08%,R,24,,179,,43.70%,G,49.80%,G,2,,19,,83.61%,G,72.21%,,0:30:38,G,0:34:43,G,1228/2576,,1292/2576,
1206,,-1.02%,,2.54%,,-3.19%,R,0.28%,R,-3.31%,,10.65%,,-1.71%,R,-9.48%,R,5,,62,,48.51%,G,54.62%,G,2,,4,R,74.13%,,55.91%,,0:58:11,,0:57:22,,2187/2576,R,2219/2576,R
1266,,-0.35%,,0.57%,R,-13.20%,R,-3.73%,R,-10.31%,R,-4.33%,R,-7.56%,R,2.21%,R,15,,15,R,31.25%,,46.59%,G,14,G,25,,34.62%,,28.35%,R,0:45:38,,0:39:47,,2279/2576,R,2340/2576,R
Total,B,0.61%,,3.80%,,4.56%,R,9.20%,R,-0.94%,R,7.98%,,9.36%,,2.95%,R,0.42,,0.35,,41.21%,G,49.28%,G,0.16,,0.13,,56.15%,,53.74%,,0:45:38,,0:44:25,,324/394,R,313/394,
1136,,7.39%,,6.94%,,33.54%,G,25.95%,,31.56%,G,22.30%,G,29.52%,,11.76%,,11,,25,R,31.37%,,39.95%,,5,,12,R,82.84%,G,83.32%,G,0:44:26,,0:44:18,,260/2576,G,646/2576,
1196,,-5.58%,R,4.69%,,-11.28%,R,15.63%,,-16.67%,R,-7.36%,R,-6.43%,R,11.99%,,1,R,68,,37.79%,,48.53%,G,0,R,5,R,26.34%,R,28.80%,R,0:43:31,,0:41:34,,2487/2576,R,1570/2576,
2132,,12.92%,G,-3.38%,R,65.23%,G,19.62%,,119.19%,G,14.71%,,36.82%,G,5.86%,,9,,125,,44.95%,G,53.99%,G,2,,5,R,69.11%,,63.65%,,0:37:37,,0:43:03,,40/2576,G,1415/2576,
2822,,9.31%,G,0.64%,R,27.59%,,5.22%,R,16.62%,,-2.55%,,19.84%,,-5.78%,R,35,G,172,,39.87%,,49.88%,G,0,R,64,,109.15%,G,92.49%,G,0:44:13,,0:40:27,,342/2576,G,1969/2576,
3288,,-2.57%,,4.13%,,20.10%,,16.71%,,4.32%,,9.74%,,18.63%,,7.17%,,9,,77,,60.54%,G,61.70%,G,0,R,14,R,52.07%,,46.97%,,0:49:37,,0:43:09,,1341/2576,,1298/2576,
5056,,6.40%,,1.06%,,6.43%,,6.40%,R,10.53%,,4.91%,,18.93%,,-13.00%,R,1,R,25,R,52.24%,G,53.10%,G,0,R,10,R,81.22%,,93.46%,G,0:32:10,G,0:38:43,,1124/2576,,2034/2576,
Total,B,4.21%,,2.48%,R,21.51%,G,14.17%,,15.47%,,6.51%,,19.33%,,2.67%,R,0.35,,0.3,,44.76%,G,51.55%,G,0.04,R,0.07,R,72.54%,G,67.84%,G,0:43:18,,0:42:05,G,56/394,G,279/394,
309,,-2.64%,,2.02%,,10.33%,,0.49%,R,2.69%,,-6.89%,R,3.83%,,1.13%,R,1,R,11,R,36.08%,,35.68%,,0,R,5,R,59.66%,,50.37%,,0:38:23,,0:40:49,,1832/2576,,2348/2576,R
310,,-1.54%,,4.82%,,3.43%,,20.85%,,6.07%,,11.50%,,-5.98%,R,6.03%,,2,R,112,,44.67%,G,51.60%,G,0,R,30,,14.09%,R,21.68%,R,0:35:11,G,0:36:29,G,2031/2576,,974/2576,
386,,1.11%,,1.91%,,4.39%,,3.93%,R,9.40%,,-7.62%,R,2.27%,,11.65%,,1,R,29,R,22.47%,R,32.41%,,4,,40,,78.16%,,63.06%,,0:32:12,G,0:36:41,G,1692/2576,,2094/2576,R
402,,-1.74%,,1.89%,,5.56%,,2.77%,R,-13.47%,R,-7.24%,R,13.38%,,2.45%,R,2,R,46,,31.97%,,42.34%,,7,,71,,34.55%,,37.07%,,0:31:57,G,0:28:57,G,1886/2576,,2114/2576,R
415,,-2.25%,,6.64%,,3.58%,,22.50%,,-18.02%,R,2.55%,,-13.25%,R,5.62%,,40,G,376,G,46.11%,G,56.98%,G,5,,69,,87.90%,G,67.80%,,0:42:33,,0:49:44,,1908/2576,,791/2576,
531,,8.37%,,6.26%,,20.15%,,12.58%,,9.27%,,-1.51%,,19.09%,,14.27%,,15,,97,,37.10%,,43.98%,,2,,17,,65.65%,,71.58%,,0:51:12,,0:58:43,,740/2576,,1506/2576,
533,,4.31%,,6.34%,,32.42%,G,20.04%,,25.62%,G,22.57%,G,30.91%,,4.99%,,6,,92,,38.19%,,42.21%,,6,,16,,42.59%,,28.30%,R,0:26:35,G,0:26:07,G,326/2576,G,843/2576,
543,,3.19%,,7.77%,,27.94%,,10.09%,,22.66%,,5.09%,,23.48%,,5.03%,,8,,60,,42.47%,G,49.48%,G,6,,20,,66.56%,,41.02%,,0:26:44,G,0:26:28,G,384/2576,G,1344/2576,
2938,,6.57%,,4.44%,,1.34%,,5.17%,R,-6.84%,R,0.42%,,-2.42%,R,-1.96%,R,58,G,403,G,58.26%,G,64.51%,G,20,G,147,G,89.67%,G,55.18%,,0:39:56,,0:45:43,,1346/2576,,1747/2576,
7301,,-0.42%,,0.05%,R,6.30%,,3.47%,R,-2.30%,,1.98%,,-5.01%,R,-5.77%,R,6,,80,,40.30%,,49.40%,G,3,,84,,84.37%,G,56.95%,,1:15:41,R,1:12:36,R,2043/2576,,2288/2576,R
Total,B,1.72%,,4.34%,,11.33%,,10.16%,R,4.85%,,3.18%,,6.01%,R,4.02%,R,0.45,,0.48,,40.43%,G,47.42%,G,0.17,,0.18,,60.90%,,48.24%,,0:40:02,G,0:42:07,G,251/394,,300/394,
