Store Number,State,City,Group Number
57,AR,WALNUT RIDGE,4
58,AR,RUSSELLVILLE,4
59,MO,JOPLIN,4
60,MO,TROY,4
61,MO,WARRENSBURG,4
62,AR,BLYTHEVILLE,4
63,OK,WAGONER,4
64,TN,BROWNSVILLE,4
65,MO,SULLIVAN,4
66,AR,CLARKSVILLE,4
68,AR,WYNNE,4
69,MO,FESTUS,4
70,AR,WEST MEMPHIS,4
71,AR,POCAHONTAS,4
72,KS,PITTSBURG,4
73,OK,SAPULPA,4
74,AR,OSCEOLA,4
75,LA,PINEVILLE,4
76,AR,BERRYVILLE,4
77,TX,TAYLOR,4
78,MO,MARSHFIELD,4
79,MO,JOPLIN,4
80,MO,COLUMBIA,4
81,OK,STILWELL,4
82,MO,PERRYVILLE,4
83,AR,MAGNOLIA,4
85,AR,BENTON,4
86,MO,SPRINGFIELD,4
87,LA,MINDEN,4
89,MO,CAMDENTON,4
90,OK,GROVE,4
91,AR,FORREST CITY,4
92,MO,AURORA,4
94,TN,MILLINGTON,4
95,MO,DESLOGE,4
96,MO,HARRISONVILLE,4
98,LA,BASTROP,4
99,MO,UNION,4
100,AR,BENTONVILLE,4
101,MO,ROLLA,4
103,OK,SHAWNEE,4
104,TN,MILAN,4
105,MS,CORINTH,4
106,KY,FULTON,4
109,MO,CAMERON,4
110,FL,WINTER GARDEN,4
112,MS,STARKVILLE,4
113,OK,CHICKASHA,4
114,MS,BOONEVILLE,4
116,LA,VIVIAN,4
117,OK,BROKEN BOW,4
119,AR,BATESVILLE,4
120,TN,HUMBOLDT,4
121,OK,OKMULGEE,4
122,MO,JACKSON,4
124,AR,LITTLE ROCK,4
125,AR,FORT SMITH,4
126,AR,LITTLE ROCK,4
127,AR,MALVERN,4
128,AR,JONESBORO,4
129,OK,ARDMORE,4
130,OK,MUSKOGEE,4
131,TX,MOUNT PLEASANT,4
133,AR,ASHDOWN,4
135,MO,CHILLICOTHE,4
136,OK,BLACKWELL,4
137,OK,STILLWATER,4
138,MO,SPRINGFIELD,4
140,TX,LUFKIN,4
141,AR,FORT SMITH,4
143,KY,BENTON,4
144,AR,FAYETTEVILLE,4
145,MO,BOWLING GREEN,4
146,TX,GILMER,4
147,TX,DENISON,4
149,LA,JONESBORO,4
151,OK,MCALESTER,4
153,MS,NEW ALBANY,4
154,VA,ABINGDON,4
155,MS,SENATOBIA,4
158,TX,BONHAM,4
159,MO,COLUMBIA,4
161,TN,HUNTINGDON,4
163,TX,NACOGDOCHES,4
164,MS,PONTOTOC,4
165,TX,HENDERSON,4
166,MO,HOUSTON,4
168,OK,OWASSO,4
169,AR,LONOKE,4
170,LA,NATCHITOCHES,4
171,AR,CAMDEN,4
172,MO,WASHINGTON,4
173,MO,POTOSI,4
174,FL,COCOA,4
176,MS,RIPLEY,4
177,TN,PARIS,4
178,OK,ALVA,4
179,MO,SPRINGFIELD,4
180,TX,JACKSONVILLE,4
181,TX,NEW BOSTON,4
182,MS,GREENVILLE,4
184,MO,BLUE SPRINGS,4
185,TX,GAINESVILLE,4
186,KS,EL DORADO,4
188,MO,CAPE GIRARDEAU,4
190,MO,KENNETT,4
192,TN,COLUMBIA,4
194,TX,BAYTOWN,4
195,MO,EXCELSIOR SPRINGS,4
196,IL,CARBONDALE,4
197,IL,MACOMB,4
198,IL,SALEM,4
199,IL,LINCOLN,4
200,IL,JACKSONVILLE,4
201,IL,BELLEVILLE,4
202,TX,FRISCO,4
203,MO,BROOKFIELD,4
204,KY,PRINCETON,4
205,MS,PHILADELPHIA,4
206,TX,MCKINNEY,4
207,OK,CLEVELAND,4
209,AR,OZARK,4
210,OK,HOLDENVILLE,4
211,TX,HILLSBORO,4
212,OK,NORMAN,4
213,IL,LITCHFIELD,4
214,TX,JASPER,4
216,IL,MARION,4
217,TX,LEWISVILLE,4
219,MO,SEDALIA,4
220,TX,BURLESON,4
221,OK,YUKON,4
222,IL,SPARTA,4
224,IL,MOUNT VERNON,4
226,TX,ATLANTA,4
227,OK,EL RENO,4
228,TX,CLEBURNE,4
231,OK,ADA,4
233,IL,ANNA,4
234,MO,KANSAS CITY,4
236,TX,CROCKETT,4
237,IL,HARRISBURG,4
240,TX,COMMERCE,4
243,MO,WENTZVILLE,4
244,LA,WINNFIELD,4
246,OK,SKIATOOK,4
247,OK,HENRYETTA,4
248,TX,MEXIA,4
249,TX,CLEVELAND,4
251,TX,MINEOLA,4
253,IL,JERSEYVILLE,4
254,IL,OLNEY,4
256,IL,GLEN CARBON,4
257,KY,MORGANFIELD,4
258,MS,TUPELO,4
259,TX,ROCKWALL,4
260,TX,WAXAHACHIE,4
261,AR,HOT SPRINGS,4
264,TN,DICKSON,4
265,TX,TERRELL,4
266,TX,GRAPEVINE,4
267,MO,WEBB CITY,4
268,TN,SAVANNAH,4
269,OK,LAWTON,4
271,TX,BOWIE,4
272,TN,FRANKLIN,4
273,MS,FULTON,4
277,OK,MOORE,4
278,LA,SHREVEPORT,4
279,AR,DE QUEEN,4
280,TX,ROCKDALE,4
281,AR,HEBER SPGS,4
282,KY,FRANKLIN,4
283,TX,BRIDGE CITY,4
284,TX,MANSFIELD,4
285,TX,HUNTSVILLE,4
286,TX,ENNIS,4
287,AL,JASPER,4
288,TX,WOODVILLE,4
289,AR,MCGEHEE,4
290,TX,GONZALES,4
292,TX,LOCKHART,4
293,TX,NAVASOTA,4
294,KY,CENTRAL CITY,4
295,MO,EUREKA,4
296,AR,DARDANELLE,4
297,TX,PORTER,4
298,AL,BOAZ,4
299,KY,BOWLING GREEN,4
300,AL,JACKSONVILLE,4
301,AL,GADSDEN,4
302,IL,MURPHYSBORO,4
303,MS,HOLLY SPRINGS,4
304,TN,SPRINGFIELD,4
305,MS,CARTHAGE,4
306,AL,ARAB,4
307,LA,WEST MONROE,4
308,TN,MANCHESTER,4
309,LA,ABBEVILLE,4
310,LA,CROWLEY,4
311,LA,FRANKLIN,4
313,MO,HIGH RIDGE,4
314,TN,FAYETTEVILLE,4
315,AL,ONEONTA,4
316,AL,ATTALLA,4
317,IL,VANDALIA,4
318,AR,ARKADELPHIA,4
319,MO,RAYMORE,4
321,TX,BRENHAM,4
322,TX,BRYAN,4
323,LA,MANSFIELD,4
324,OK,BRISTOW,4
325,MO,RICHMOND,4
328,IL,WATERLOO,4
329,AL,ANNISTON,4
330,TX,VICTORIA,4
331,LA,SULPHUR,4
332,AL,HUNTSVILLE,4
333,KY,BEAVER DAM,4
335,TN,JACKSON,4
336,AR,SHERIDAN,4
339,AR,FORDYCE,4
340,OK,CHECOTAH,4
341,KS,MARYSVILLE,4
342,KS,HIAWATHA,4
344,TX,EL CAMPO,4
345,TX,PALESTINE,4
346,KS,AUGUSTA,4
347,MS,INDIANOLA,4
348,AR,MONTICELLO,4
350,NE,YORK,4
351,TX,TOMBALL,4
354,MO,OWENSVILLE,4
355,AL,OPELIKA,4
356,AL,AUBURN,4
358,AR,ALMA,4
359,AR,FAYETTEVILLE,4
360,OK,CUSHING,4
361,IL,COLLINSVILLE,4
362,AL,WINFIELD,4
363,MO,MARSHALL,4
364,TX,CENTER,4
365,MS,PEARL,4
366,TN,MADISONVILLE,4
368,KS,PARSONS,4
369,KS,WINFIELD,4
370,KS,WELLINGTON,4
371,TX,GRANBURY,4
372,KS,DODGE CITY,4
373,AR,HUNTSVILLE,4
374,OK,COWETA,4
375,AL,HUNTSVILLE,4
376,LA,BOSSIER CITY,4
378,KS,HOLTON,4
379,MO,OZARK,4
381,TX,COPPERAS COVE,4
382,KS,OTTAWA,4
383,TX,SILSBEE,4
388,AR,FORT SMITH,4
389,OK,EDMOND,4
391,MS,TUPELO,4
392,OK,WEATHERFORD,4
393,TN,JACKSON,4
394,AL,MOULTON,4
395,TX,MISSION,4
396,SC,ANDERSON,4
397,TX,MCALLEN,4
398,TX,LONGVIEW,4
399,TX,LONGVIEW,4
400,TX,CONROE,4
402,LA,BREAUX BRIDGE,4
403,AL,RUSSELLVILLE,4
404,TX,SAN MARCOS,4
405,LA,LEESVILLE,4
406,TN,SMYRNA,4
407,TX,KILLEEN,4
408,TX,PORT ARTHUR,4
409,AL,HALEYVILLE,4
410,KY,MURRAY,4
412,TX,ATHENS,4
413,TX,PORT ISABEL,4
414,TX,WICHITA FALLS,4
415,LA,BROUSSARD,4
416,TN,MURFREESBORO,4
417,TX,SULPHUR SPRINGS,4
419,KS,PRATT,4
420,TX,WICHITA FALLS,4
421,TX,DECATUR,4
422,IL,ROBINSON,4
423,AL,ALABASTER,4
424,AL,CLANTON,4
426,TX,COLONY,4
427,TX,GREENVILLE,4
428,LA,ZACHARY,4
429,TX,EDINBURG,4
430,KY,MAYFIELD,4
432,AL,TALLADEGA,4
433,AL,HUNTSVILLE,4
435,IL,HIGHLAND,4
438,TX,BRECKENRIDGE,4
442,TX,KINGSVILLE,4
443,TX,HONDO,4
444,MO,SPRINGFIELD,4
445,KY,LEITCHFIELD,4
446,TX,MADISONVILLE,4
448,LA,SHREVEPORT,4
449,TX,PORT ARTHUR,4
450,LA,SHREVEPORT,4
451,MO,COLUMBIA,4
452,TX,MCALLEN,4
454,IL,FAIRFIELD,4
456,TX,BROWNSVILLE,4
457,TX,VIDOR,4
458,TX,ARANSAS PASS,4
459,GA,COVINGTON,4
461,TX,EAGLE PASS,4
462,TX,ALVIN,4
463,TX,BEEVILLE,4
464,TX,CORPUS CHRISTI,4
465,TX,FLORESVILLE,4
467,TX,DENTON,4
468,AR,TEXARKANA,4
469,LA,LAKE CHARLES,4
470,TX,CORPUS CHRISTI,4
471,TX,LANCASTER,4
472,OK,BROKEN ARROW,4
473,TX,GIDDINGS,4
475,TX,ROUND ROCK,4
476,TX,GATESVILLE,4
477,TN,SODDY DAISY,4
478,TX,PEARSALL,4
481,IL,MATTOON,4
482,TX,WEST COLUMBIA,4
483,AL,PRATTVILLE,4
484,KS,LAWRENCE,4
485,LA,DONALDSONVILLE,4
489,LA,HAMMOND,4
490,TX,CORPUS CHRISTI,4
491,KY,PADUCAH,4
492,IN,VINCENNES,4
493,KY,PARIS,4
494,GA,NEWNAN,4
495,MS,COLUMBUS,4
497,KY,SHELBYVILLE,4
498,LA,JENA,4
499,OK,ENID,4
500,TX,EL PASO,4
501,MS,LAUREL,4
502,LA,GALLIANO,4
503,TX,COLUMBUS,4
504,TX,GALVESTON,4
505,LA,DERIDDER,4
508,TX,KERRVILLE,4
510,GA,GAINESVILLE,4
511,SC,SUMTER,4
512,TX,EL PASO,4
513,TX,BIG SPRING,4
514,SC,AIKEN,4
515,NC,MURPHY,4
517,OK,MUSTANG,4
518,GA,CANTON,4
519,KY,HARRODSBURG,4
521,LA,LAKE CHARLES,4
522,TX,CROSBY,4
524,TX,KENEDY,4
526,KY,LOUISVILLE,4
528,FL,BRADEN RIVER,4
529,TX,LA MARQUE,4
530,AR,EL DORADO,4
531,LA,LAFAYETTE,4
532,LA,GONZALES,4
533,LA,NEW IBERIA,4
535,TX,ABILENE,4
536,TX,ABILENE,4
537,TX,ODESSA,4
538,FL,GAINESVILLE,4
539,LA,ALEXANDRIA,4
540,LA,MORGAN CITY,4
541,LA,COVINGTON,4
542,LA,HOUMA,4
543,LA,OPELOUSAS,4
544,OK,DEL CITY,4
545,KY,MANCHESTER,4
546,TX,RICHMOND,4
547,FL,PLANT CITY,4
548,GA,LAWRENCEVILLE,4
549,NM,HOBBS,4
550,IL,LAWRENCEVILLE,4
551,FL,PALATKA,4
552,KY,WHITESBURG,4
553,LA,SLIDELL,4
554,TX,LAREDO,4
555,GA,DUBLIN,4
556,GA,WAYCROSS,4
557,KS,EMPORIA,4
558,KS,SALINA,4
559,IA,MUSCATINE,4
560,MO,SAINT JOSEPH,4
562,AL,LEEDS,4
563,FL,ORANGE CITY,4
564,OK,OKLAHOMA CITY,4
565,TX,CORSICANA,4
566,IN,BOONVILLE,4
568,TN,CARTHAGE,4
569,KY,COLUMBIA,4
571,KY,GEORGETOWN,4
572,TX,KILGORE,4
573,MO,LEES SUMMIT,4
574,SC,SURFSIDE BEACH,4
575,GA,WOODSTOCK,4
576,OK,TULSA,4
577,KS,OLATHE,4
578,TN,SEVIERVILLE,4
579,FL,ST AUGUSTINE,4
580,FL,BARTOW,4
581,IA,MARSHALLTOWN,4
582,FL,PORT ORANGE,4
583,TN,ONEIDA,4
584,KY,DRY RIDGE,4
585,SC,ROCK HILL,4
586,SC,CONWAY,4
587,TN,SPARTA,4
588,GA,ALBANY,4
589,KY,LOUISVILLE,4
590,TX,FORT WORTH,4
592,KS,DERBY,4
594,GA,FAYETTEVILLE,4
595,TX,HARLINGEN,4
596,IL,HERRIN,4
598,NE,KEARNEY,4
599,TN,KINGSPORT,4
601,TX,SAN ANGELO,4
602,TX,SPRING,4
603,IL,PEKIN,4
604,AL,DOTHAN,4
605,GA,SAVANNAH,4
611,NM,ROSWELL,4
612,IL,CHARLESTON,4
613,FL,ORMOND BEACH,4
614,GA,LAGRANGE,4
615,GA,CARTERSVILLE,4
616,SC,ORANGEBURG,4
618,GA,HIRAM,4
619,TN,DAYTON,4
620,TN,BRISTOL,4
621,SC,LAKE CITY,4
622,OK,OKLAHOMA CITY,4
623,FL,NORTH FORT MYERS,4
625,SC,GEORGETOWN,4
627,SC,DILLON,4
628,SC,SUMMERVILLE,4
629,SC,UNION,4
630,SC,FLORENCE,4
631,SC,EASLEY,4
632,SC,MOUNT PLEASANT,4
634,SC,CAMDEN,4
635,GA,SAVANNAH,4
637,NE,LEXINGTON,4
638,SC,GAFFNEY,4
639,GA,BRUNSWICK,4
640,SC,GREENVILLE,4
641,SC,GREENVILLE,4
643,SC,MYRTLE BEACH,4
644,SC,ANDERSON,4
645,NE,NORFOLK,4
646,IA,ANAMOSA,4
648,MO,SAINT PETERS,4
649,FL,TITUSVILLE,4
651,TX,BEAUMONT,4
652,KS,GARDEN CITY,4
653,KY,HOPKINSVILLE,4
655,KY,HANSON,4
656,TN,SHELBYVILLE,4
657,TN,COOKEVILLE,4
658,GA,ROME,4
659,TN,NASHVILLE,4
660,AL,MUSCLE SHOALS,4
661,AL,ATHENS,4
662,AL,DECATUR,4
663,TN,ATHENS,4
664,KS,HAYS,4
666,FL,SEBRING,4
667,TN,TULLAHOMA,4
668,TN,MCMINNVILLE,4
669,GA,DALTON,4
670,AL,CULLMAN,4
671,TN,LEBANON,4
672,TN,ALCOA,4
673,TN,CLARKSVILLE,4
674,TN,GALLATIN,4
675,TN,UNION CITY,4
676,TN,ROCKWOOD,4
677,TN,DYERSBURG,4
678,TN,NEWPORT,4
680,TN,GREENEVILLE,4
681,AL,GUNTERSVILLE,4
682,TN,MURFREESBORO,4
683,TN,LAWRENCEBURG,4
684,TN,LEXINGTON,4
685,TN,MORRISTOWN,4
686,GA,FITZGERALD,4
687,TN,CROSSVILLE,4
688,TN,NASHVILLE,4
689,KY,SOMERSET,4
690,TN,ELIZABETHTON,4
691,AL,FORT PAYNE,4
692,KY,DANVILLE,4
694,KY,HENDERSON,4
695,TN,MADISON,4
697,FL,OCALA,4
698,TN,CLEVELAND,4
699,MS,OXFORD,4
700,AL,SELMA,4
701,KY,OWENSBORO,4
702,KY,WINCHESTER,4
703,TX,TOMBALL,4
705,FL,MOUNT DORA,4
706,FL,ZEPHYRHILLS,4
707,MS,CLARKSDALE,4
708,MS,VICKSBURG,4
709,KY,ELIZABETHTOWN,4
710,TN,HERMITAGE,4
711,KY,GLASGOW,4
712,AL,SCOTTSBORO,4
714,AR,HELENA-WEST HELENA,4
715,AL,TUSCALOOSA,4
716,MS,GREENWOOD,4
718,FL,AUBURNDALE,4
719,KY,RICHMOND,4
720,KY,FRANKFORT,4
721,FL,PORT CHARLOTTE,4
722,GA,CARROLLTON,4
723,AL,TROY,4
724,TN,JEFFERSON CITY,4
725,FL,HAINES CITY,4
726,AL,ALEXANDER CITY,4
727,GA,CEDARTOWN,4
728,SC,HILTON HEAD ISLAND,4
729,KY,BARDSTOWN,4
730,AL,SYLACAUGA,4
731,AL,DEMOPOLIS,4
733,AL,VALLEY,4
734,AL,ENTERPRISE,4
735,TN,WINCHESTER,4
736,KY,RUSSELLVILLE,4
737,TN,LEWISBURG,4
738,TN,CAMDEN,4
739,KY,MIDDLESBORO,4
740,AL,OZARK,4
741,TN,LENOIR CITY,4
742,TN,KINGSPORT,4
743,OK,OKLAHOMA CITY,4
744,TX,HUMBLE,4
745,GA,STOCKBRIDGE,4
746,TX,TEMPLE,4
747,IL,CAHOKIA,4
748,IA,NEWTON,4
749,IA,AMES,4
752,TX,PASADENA,4
753,IA,CEDAR FALLS,4
754,GA,STATESBORO,4
755,TX,AMARILLO,4
756,GA,TRION,4
757,TX,PLEASANTON,4
758,GA,AMERICUS,4
759,FL,WAUCHULA,4
760,KY,HARDINSBURG,4
761,LA,RACELAND,4
762,AL,BIRMINGHAM,4
765,TX,SAN ANTONIO,4
766,AL,FLORENCE,4
767,FL,LAKE CITY,4
768,TX,KATY,4
770,KS,GREAT BEND,4
771,FL,MERRITT ISLAND,4
772,TX,HOUSTON,4
773,LA,EUNICE,4
774,NE,COLUMBUS,4
775,IL,GALESBURG,4
777,TX,WEST ORANGE,4
778,FL,PUNTA GORDA,4
779,FL,LAKELAND,4
780,GA,MONROE,4
781,TX,MARBLE FALLS,4
782,TX,UVALDE,4
786,IL,DEKALB,4
787,GA,RIVERDALE,4
788,AR,CLINTON,4
789,TX,MESQUITE,4
791,TX,ALICE,4
792,IL,ALEDO,4
794,KS,HUTCHINSON,4
795,SC,BARNWELL,4
796,IL,PERU,4
797,IA,WEST BURLINGTON,4
798,IL,MARSHALL,4
801,MO,MARYVILLE,4
803,LA,BOGALUSA,4
805,MO,FENTON,4
806,NM,LAS CRUCES,4
807,TX,NORTH RICHLAND HILLS,4
808,TX,LAKE JACKSON,4
809,AL,OXFORD,4
810,IA,MASON CITY,4
811,FL,ARCADIA,4
812,TX,DUMAS,4
813,TX,BROWNWOOD,4
816,MS,BROOKHAVEN,4
817,FL,KISSIMMEE,4
818,FL,PANAMA CITY BEACH,4
819,FL,CAPE CORAL,4
820,MO,BOONVILLE,4
821,NM,CLOVIS,4
822,TX,AMARILLO,4
823,OK,PONCA CITY,4
824,NM,ALBUQUERQUE,4
825,KY,STANFORD,4
826,NM,FARMINGTON,4
827,TX,CANTON,4
828,IN,PLAINFIELD,4
829,NM,SANTA FE,4
830,IL,ROCK FALLS,4
833,IL,CARMI,4
834,MO,BETHANY,4
835,NM,ALBUQUERQUE,4
836,GA,SAINT MARYS,4
838,OK,SAND SPRINGS,4
839,LA,BATON ROUGE,4
842,CO,PUEBLO,4
846,TX,LA GRANGE,4
848,MS,SOUTHAVEN,4
849,TX,SPRING,4
852,IL,OTTAWA,4
853,AL,MOBILE,4
854,IN,FRANKFORT,4
855,GA,UNION CITY,4
856,GA,BREMEN,4
857,FL,SANFORD,4
858,GA,CAIRO,4
859,FL,LAKE WALES,4
860,FL,DELAND,4
861,TX,LUBBOCK,4
862,GA,HINESVILLE,4
864,GA,VIDALIA,4
865,TX,NEW BRAUNFELS,4
866,AL,MOBILE,4
867,NE,SCOTTSBLUFF,4
868,NM,CARLSBAD,4
870,IN,JASPER,4
872,TX,PEARLAND,4
873,NM,TAOS,4
874,MS,NATCHEZ,4
875,MS,RIDGELAND,4
876,LA,MANY,4
877,NC,MONROE,4
879,TN,LAFAYETTE,4
880,TX,IRVING,4
881,SC,LEXINGTON,4
882,WI,PRAIRIE DU CHIEN,4
884,IN,SHELBYVILLE,4
886,IA,FORT DODGE,4
887,MS,PETAL,4
888,MO,BUTLER,4
889,GA,THOMASVILLE,4
890,FL,ORLANDO,4
891,IL,STERLING,4
892,IA,ANKENY,4
894,OK,TULSA,4
895,MO,CUBA,4
896,TX,GRAND PRAIRIE,4
899,GA,VALDOSTA,4
901,TX,SEGUIN,4
903,MS,JACKSON,4
904,AL,FOLEY,4
905,CO,LONGMONT,4
906,NM,GALLUP,4
908,FL,ORLANDO,4
909,LA,CHALMETTE,4
910,WI,LAKE GENEVA,4
911,LA,MARRERO,4
912,LA,NEW ORLEANS,4
914,MO,CASSVILLE,4
916,MS,HATTIESBURG,4
918,TX,MARSHALL,4
919,FL,FORT WALTON BEACH,4
921,CO,SALIDA,4
922,IN,CORYDON,4
923,IN,NOBLESVILLE,4
925,FL,SEFFNER,4
927,TX,PLAINVIEW,4
928,FL,SAINT JOHNS,4
929,FL,PORT SAINT LUCIE,4
930,AL,MONTGOMERY,4
931,FL,VERO BEACH,4
932,GA,GRIFFIN,4
933,IL,ROCHELLE,4
934,AL,DAPHNE,4
935,LA,DENHAM SPRINGS,4
936,IL,EFFINGHAM,4
937,GA,MARIETTA,4
938,AL,MONTGOMERY,4
939,TX,WACO,4
940,TX,WESTWORTH VILLAGE,4
941,FL,VALRICO,4
942,FL,OCOEE,4
943,FL,CASSELBERRY,4
944,FL,CRESTVIEW,4
945,TX,LUBBOCK,4
948,NC,HICKORY,4
950,TN,BARTLETT,4
952,GA,MOULTRIE,4
953,CO,LOVELAND,4
954,MS,HAZLEHURST,4
955,FL,APOPKA,4
956,FL,MELBOURNE,4
958,WI,PLATTEVILLE,4
959,FL,BUSHNELL,4
960,FL,DUNNELLON,4
961,LA,LA PLACE,4
963,TX,WEATHERFORD,4
964,TX,EL PASO,4
965,WI,TOMAH,4
967,FL,SPRING HILL,4
968,FL,WINTER HAVEN,4
969,MS,GULFPORT,4
970,MS,PICAYUNE,4
971,WI,VIROQUA,4
972,TX,LAKE WORTH,4
973,FL,FORT PIERCE,4
974,FL,WEST MELBOURNE,4
975,OK,DURANT,4
976,LA,WINNSBORO,4
978,KS,ARKANSAS CITY,4
979,WI,SPARTA,4
980,CO,GREELEY,4
981,MS,MERIDIAN,4
984,CO,CASTLE ROCK,4
986,CO,FRISCO,4
987,FL,FORT MYERS,4
988,FL,LUTZ,4
989,LA,METAIRIE,4
990,FL,MILTON,4
991,AL,MOBILE,4
992,OK,TULSA,4
993,KS,MCPHERSON,4
994,FL,NEW PORT RICHEY,4
995,IN,FRANKLIN,4
996,IN,SPENCER,4
999,TX,SAN ANTONIO,4
1000,TX,BROWNSVILLE,4
1002,IN,LINTON,4
1003,IL,PLANO,4
1004,FL,BRADENTON,4
1005,IA,WAVERLY,4
1006,GA,CORDELE,4
1007,WI,RICHLAND CENTER,4
1008,CO,LOVELAND,4
1009,MO,REPUBLIC,4
1010,NC,ROCKINGHAM,4
1012,WI,BEAVER DAM,4
1013,IN,CLINTON,4
1014,MO,INDEPENDENCE,4
1015,TX,EL PASO,4
1016,LA,THIBODAUX,4
1019,CO,CANON CITY,4
1021,MO,WARRENTON,4
1022,TX,TYLER,4
1023,VA,GALAX,4
1024,GA,SWAINSBORO,4
1025,MS,MCCOMB,4
1026,IN,BEDFORD,4
1027,NC,CONCORD,4
1028,IL,EAST PEORIA,4
1030,SC,LANCASTER,4
1032,FL,LYNN HAVEN,4
1033,IN,SEYMOUR,4
1034,NC,SHELBY,4
1035,SC,SPARTANBURG,4
1036,NC,FOREST CITY,4
1037,SC,SUMMERVILLE,4
1038,MN,WASECA,4
1039,NC,MOUNT AIRY,4
1040,TX,HOUSTON,4
1041,TX,WESLACO,4
1042,TX,BASTROP,4
1044,TX,TYLER,4
1045,CO,LAFAYETTE,4
1047,GA,MORROW,4
1048,KY,WILLIAMSBURG,4
1051,TX,LEVELLAND,4
1052,AL,FAYETTE,4
1053,KY,LA GRANGE,4
1055,TX,GARLAND,4
1056,OK,NEWCASTLE,4
1057,AL,TALLASSEE,4
1058,CO,MONTROSE,4
1059,MS,FOREST,4
1060,NC,MORGANTON,4
1061,GA,HAZLEHURST,4
1062,TX,FRIENDSWOOD,4
1063,AL,GENEVA,4
1064,NC,LENOIR,4
1065,AR,HOPE,4
1066,MS,PASCAGOULA,4
1068,FL,SEBASTIAN,4
1069,MS,NEWTON,4
1070,GA,EAST ELLIJAY,4
1071,IL,WOOD RIVER,4
1072,GA,TIFTON,4
1074,MS,GRENADA,4
1075,TN,CLARKSVILLE,4
1076,GA,MACON,4
1077,FL,TALLAHASSEE,4
1079,FL,NEW SMYRNA BEACH,4
1080,TN,JOHNSON CITY,4
1081,FL,GAINESVILLE,4
1082,FL,JACKSONVILLE,4
1083,FL,JACKSONVILLE,4
1084,FL,ORLANDO,4
1085,FL,PORT RICHEY,4
1086,FL,SAINT CLOUD,4
1087,FL,STUART,4
1088,MS,BILOXI,4
1089,TN,KIMBALL,4
1091,AL,ANDALUSIA,4
1093,IL,RANTOUL,4
1094,MO,RAYTOWN,4
1096,NC,MOCKSVILLE,4
1097,NC,ABERDEEN,4
1098,TX,PORT LAVACA,4
1099,KS,WICHITA,4
1100,AL,HAMILTON,4
1101,AL,WETUMPKA,4
1102,LA,BAKER,4
1103,TX,HOUSTON,4
1104,FL,INVERNESS,4
1105,AR,NORTH LITTLE ROCK,4
1106,LA,VIDALIA,4
1107,LA,OAKDALE,4
1108,LA,OAK GROVE,4
1112,GA,THOMASTON,4
1115,TN,HOHENWALD,4
1116,OK,DUNCAN,4
1118,TX,BALCH SPRINGS,4
1119,FL,NAPLES,4
1120,MO,GLADSTONE,4
1121,GA,MILLEDGEVILLE,4
1122,GA,EASTANOLLEE,4
1124,AL,HARTSELLE,4
1125,IL,NORMAL,4
1126,TX,BOERNE,4
1128,LA,MARKSVILLE,4
1129,TX,AUSTIN,4
1130,SC,LAURENS,4
1131,NC,TAYLORSVILLE,4
1132,NC,ASHEBORO,4
1133,NC,ALBEMARLE,4
1134,FL,DEFUNIAK SPRINGS,4
1135,SC,HARTSVILLE,4
1136,LA,PORT ALLEN,4
1137,TX,HOUSTON,4
1138,WI,MADISON,4
1140,KY,MOUNT STERLING,4
1141,IN,GREENFIELD,4
1143,GA,SANDERSVILLE,4
1144,SC,YORK,4
1146,SC,MONCKS CORNER,4
1147,AR,FLIPPIN,4
1148,TX,WICHITA FALLS,4
1149,AZ,SAFFORD,4
1150,TX,COLLEGE STATION,4
1152,IA,SIOUX CENTER,4
1153,GA,MACON,4
1155,NC,LUMBERTON,4
1156,NC,MOORESVILLE,4
1157,IN,NORTH VERNON,4
1158,AL,ADAMSVILLE,4
1159,TN,NEW TAZEWELL,4
1160,IN,AURORA,4
1161,MO,SAINT CHARLES,4
1162,IN,WASHINGTON,4
1163,LA,NEW ORLEANS,4
1164,SC,COLUMBIA,4
1165,KY,RADCLIFF,4
1167,WI,KENOSHA,4
1168,MS,COLUMBIA,4
1170,KY,LOUISVILLE,4
1171,FL,SARASOTA,4
1172,FL,JACKSONVILLE,4
1173,FL,JACKSONVILLE,4
1174,AL,THOMASVILLE,4
1177,MO,MANCHESTER,4
1178,TX,BEDFORD,4
1179,NC,ARDEN,4
1180,IN,GREENSBURG,4
1181,GA,MARIETTA,4
1182,FL,PALM COAST,4
1183,SC,WEST COLUMBIA,4
1184,GA,STONE MOUNTAIN,4
1185,TX,AUSTIN,4
1186,TX,LIBERTY,4
1189,KY,BARBOURVILLE,4
1190,KY,BEREA,4
1191,NC,HILLSBOROUGH,4
1192,MS,MAGEE,4
1193,LA,MONROE,4
1194,TN,OAK RIDGE,4
1195,MS,WAVELAND,4
1196,LA,NEW ROADS,4
1197,NC,ROCKY MOUNT,4
1198,TX,SAN ANTONIO,4
1199,CO,AVON,4
1200,CO,COLORADO SPRINGS,4
1201,AL,GARDENDALE,4
1202,WI,WISCONSIN RAPIDS,4
1203,FL,WIMAUMA,4
1204,LA,LAKE CHARLES,4
1205,FL,MACCLENNY,4
1206,LA,BATON ROUGE,4
1207,FL,CALLAWAY,4
1209,NC,LINCOLNTON,4
1210,KY,NICHOLASVILLE,4
1211,IL,HARVARD,4
1212,AL,SARALAND,4
1213,FL,BROOKSVILLE,4
1215,GA,CALHOUN,4
1216,TX,CARROLLTON,4
