Store no.,Returns volume number,Returns volume,Avg units Per day ,DotCom Units Per Day ,Marketplace Total  ,Marketplace Per Day,NPS ,Wait Time 
5122,1915,Medium,25,2,29,0,100,8.00
5780,773,Low,10,5,13,0,100,5.00
6876,1736,Medium,23,2,24,0,100,8.33
6943,1533,Low,20,6,98,1,100,2.88
6975,1500,Low,20,7,42,1,0,0.00
2686,1865,Medium,25,11,207,3,75,1.50
2741,2233,Medium,29,7,159,2,17,5.50
2742,1169,Low,15,2,34,0,-100,24.00
3164,880,Low,12,4,102,1,0,17.00
3479,1820,Medium,24,2,31,0,100,5.00
3654,2030,Medium,27,5,93,1,100,5.00
4375,1375,Low,18,6,54,1,-100,25.00
4376,1832,Medium,24,8,138,2,50,3.17
4686,2939,High,39,16,242,3,44,2.85
5738,1566,Low,21,3,44,1,100,3.50
5837,3319,High,44,13,199,3,-67,3.33
6953,3414,High,45,17,317,4,-17,3.90
2744,1438,Low,19,3,69,1,50,8.50
2745,2099,Medium,28,9,109,1,67,3.90
3168,1539,Low,20,4,60,1,100,2.75
3723,670,Low,9,2,39,1,-100,5.00
4128,1810,Medium,24,8,120,2,100,4.25
4516,1383,Low,18,4,112,1,17,7.50
4579,1112,Low,15,6,28,0,20,3.50
5737,2151,Medium,28,9,120,2,75,2.00
5789,1690,Low,22,6,93,1,88,4.75
5790,1537,Low,20,4,102,1,100,3.86
6960,1506,Low,20,2,24,0,0,0.00
7242,1202,Low,16,5,29,0,60,5.80
7317,1480,Low,19,9,125,2,83,4.44
2839,1398,Low,18,3,44,1,-40,14.00
3062,1433,Low,19,4,88,1,60,2.60
3111,1834,Medium,24,9,84,1,0,3.67
3238,2420,High,32,9,121,2,100,5.75
4057,1051,Low,14,2,37,0,50,8.88
4470,922,Low,12,7,61,1,33,15.00
4478,1336,Low,18,7,76,1,50,7.80
5692,2269,Medium,30,6,77,1,33,4.75
5693,1799,Medium,24,4,105,1,0,6.31
5791,954,Low,13,3,46,1,100,4.00
6971,1389,Low,18,4,81,1,0,7.00
7072,2180,Medium,29,6,170,2,100,9.40
7127,2014,Medium,27,5,105,1,63,11.75
3184,1831,Medium,24,3,50,1,0,9.00
3424,2463,High,32,7,68,1,0,5.33
3990,1324,Low,17,2,33,0,0,0.00
4189,2286,Medium,30,10,132,2,50,11.17
4504,1735,Medium,23,2,4,0,0,0.00
4580,2816,High,37,14,83,1,29,3.94
4672,1391,Low,18,2,17,0,100,7.50
4673,1295,Low,17,4,48,1,33,5.00
4691,3003,High,40,7,142,2,44,7.44
4756,1502,Low,20,4,9,0,0,4.00
5062,1659,Low,22,5,133,2,100,2.00
5100,1859,Medium,24,1,20,0,0,7.00
5248,2181,Medium,29,8,125,2,67,3.50
5256,1495,Low,20,4,49,1,0,14.67
5459,1161,Low,15,2,4,0,0,11.00
4210,1797,Medium,24,2,58,1,33,12.50
4357,2427,High,32,8,90,1,14,2.63
4582,2031,Medium,27,6,110,1,50,4.33
4648,2434,High,32,4,62,1,50,3.00
4657,1643,Low,22,2,11,0,-100,10.00
5098,2097,Medium,28,3,63,1,0,3.80
5623,1964,Medium,26,11,140,2,88,7.86
5653,1274,Low,17,4,42,1,0,0.00
5740,2186,Medium,29,2,39,1,100,5.00
5744,1411,Low,19,2,5,0,100,1.00
5769,2565,High,34,7,123,2,43,6.11
5771,1896,Medium,25,3,11,0,-100,11.50
6531,2378,High,31,10,146,2,86,12.25
8861,0,Low,0,0,0,0,0,0.00
2391,3557,High,47,9,243,3,53,7.07
3013,3030,High,40,7,191,3,43,5.71
3161,2943,High,39,6,130,2,55,3.90
3414,4433,High,58,13,279,4,80,4.63
4141,2956,High,39,7,178,2,63,3.25
4434,4693,High,62,9,426,6,56,7.05
4667,2202,Medium,29,5,88,1,50,7.50
5221,1683,Low,22,2,8,0,100,0.00
5654,2056,Medium,27,2,13,0,0,0.00
5670,2701,High,36,6,120,2,38,5.19
5831,3097,High,41,9,287,4,73,9.71
5876,4285,High,56,12,359,5,87,6.83
6207,3504,High,46,12,293,4,38,11.27
525,2629,High,35,6,4,0,33,8.38
2944,2603,High,34,4,30,0,0,0.00
3606,3404,High,45,13,251,3,60,7.23
3629,2277,Medium,30,4,64,1,-17,19.80
3862,2391,High,31,2,23,0,100,10.83
4561,2440,High,32,5,40,1,100,2.00
5005,2009,Medium,26,3,78,1,100,5.00
5816,2203,Medium,29,9,151,2,71,5.50
5817,2251,Medium,30,5,130,2,20,5.75
5818,2497,High,33,4,100,1,50,5.89
5819,3747,High,49,13,283,4,14,3.92
5820,1092,Low,14,2,19,0,0,0.00
6398,2862,High,38,9,146,2,60,6.20
3617,3805,High,50,7,191,3,100,3.44
3817,3795,High,50,12,272,4,75,3.45
4159,2244,Medium,30,6,94,1,100,8.25
4565,5921,High,78,11,352,5,41,8.87
5255,2195,Medium,29,4,11,0,0,24.33
5265,3362,High,44,14,125,2,56,6.42
5741,3389,High,45,7,126,2,50,5.00
5760,2670,High,35,7,76,1,33,7.50
5846,2982,High,39,5,78,1,100,25.00
5875,3908,High,51,19,284,4,60,6.00
5988,2272,Medium,30,10,184,2,0,8.63
6149,3667,High,48,8,184,2,50,10.38
6548,1945,Medium,26,3,25,0,33,1.00
1968,20896,Medium,275,23,514,7,71,10.91
2009,20979,Medium,276,23,729,10,34,22.36
2045,25378,Medium,334,29,904,12,63,8.74
2577,29845,High,393,39,1097,14,51,8.67
3489,18891,Medium,249,19,617,8,38,12.61
3780,31067,High,409,50,1180,16,59,5.33
5344,24150,Medium,318,28,537,7,51,9.59
1875,42582,High,560,50,1440,19,58,5.88
2279,27491,High,362,29,778,10,50,6.31
2435,26372,High,347,27,855,11,42,6.22
3481,16654,Medium,219,18,560,7,63,6.18
3490,23435,Medium,308,29,729,10,48,10.75
5228,31752,High,418,48,1319,17,56,9.22
5382,28862,High,380,42,1035,14,59,5.82
1523,46276,High,609,69,1481,19,54,7.11
1525,30927,High,407,38,878,12,68,6.87
1730,11656,Low,153,8,212,3,41,7.73
2295,21345,Medium,281,17,492,6,30,10.73
2795,18549,Medium,244,16,416,5,63,7.60
3869,17727,Medium,233,16,510,7,69,7.08
4191,14850,Low,195,17,469,6,54,8.28
4350,11623,Low,153,9,133,2,57,5.06
7032,18566,Medium,244,18,541,7,40,9.31
1631,26179,High,344,23,647,9,66,7.77
1682,23286,Medium,306,28,509,7,44,11.71
1687,20907,Medium,275,18,460,6,61,8.60
1759,23306,Medium,307,24,577,8,55,5.85
1773,25379,Medium,334,25,574,8,32,7.22
3214,24746,Medium,326,24,532,7,59,9.47
3219,27664,High,364,32,873,11,65,7.66
3265,33539,High,441,39,954,13,55,6.75
3831,14193,Low,187,11,307,4,35,12.07
4623,12870,Low,169,10,304,4,63,8.52
1688,19622,Medium,258,22,501,7,60,5.41
1811,21448,Medium,282,19,488,6,25,12.53
1841,30060,High,396,34,794,10,64,7.89
2529,29664,High,390,29,785,10,51,8.20
3216,26145,High,344,37,706,9,71,6.77
3644,19576,Medium,258,26,536,7,43,6.92
4064,23962,Medium,315,25,746,10,63,7.93
5253,20220,Medium,266,21,472,6,50,8.68
5488,21668,Medium,285,20,481,6,54,6.69
5922,20658,Medium,272,28,512,7,56,6.05
1424,28677,High,377,27,613,8,52,8.65
1524,28525,High,375,27,745,10,68,5.54
1969,29645,High,390,39,796,10,49,6.37
2160,12823,Low,169,9,275,4,67,6.74
2808,28561,High,376,31,540,7,18,17.81
2821,17554,Low,231,18,372,5,56,7.97
4476,33556,High,442,39,901,12,58,8.02
5847,15621,Low,206,18,401,5,71,6.70
1833,37684,High,496,38,900,12,66,6.51
1852,47869,High,630,66,1677,22,58,6.62
2136,22870,Medium,301,27,404,5,27,10.55
2438,30794,High,405,32,784,10,47,9.48
2520,18658,Medium,245,21,458,6,62,7.83
3588,28379,High,373,31,770,10,47,9.48
4258,19824,Medium,261,19,464,6,63,6.72
4638,15634,Low,206,13,450,6,74,7.66
5343,37023,High,487,50,815,11,55,10.16
5731,14112,Low,186,15,297,4,64,9.40
1867,25994,Medium,342,27,629,8,56,6.63
2248,22533,Medium,296,23,0,0,41,6.91
2412,35315,High,465,53,1666,22,52,6.77
2436,29352,High,386,36,872,11,55,8.03
2850,21072,Medium,277,28,401,5,57,7.31
3720,20972,Medium,276,19,617,8,22,11.25
3804,29026,High,382,26,825,11,26,11.91
1243,21718,Medium,286,19,492,6,54,6.30
1292,29334,High,386,37,917,12,54,6.13
1301,27079,High,356,33,879,12,68,6.99
1309,20778,Medium,273,22,560,7,39,6.14
1652,14524,Low,191,10,246,3,75,3.73
2312,24266,Medium,319,24,570,8,38,6.97
2337,19665,Medium,259,15,409,5,68,6.61
2762,17228,Low,227,12,332,4,57,10.20
3243,25864,Medium,340,28,809,11,57,5.37
3770,7981,Low,105,8,170,2,64,4.68
1345,17410,Low,229,16,393,5,48,6.16
1465,26250,High,345,28,644,8,71,6.81
1486,19189,Medium,252,16,443,6,73,5.06
1934,15180,Low,200,11,291,4,59,5.91
2645,7757,Low,102,4,113,1,44,5.95
2705,12410,Low,163,9,252,3,39,9.61
2805,7120,Low,94,3,100,1,43,11.90
3768,11712,Low,154,20,263,3,52,6.07
4636,11601,Low,153,10,287,4,48,8.94
1335,15059,Low,198,13,343,5,79,4.04
1344,20574,Medium,271,22,482,6,29,8.58
1350,36457,High,480,40,1095,14,65,6.35
1399,16719,Low,220,17,422,6,52,5.57
1726,28975,High,381,27,561,7,37,11.01
1780,23957,Medium,315,32,697,9,45,8.37
2565,15468,Low,204,12,388,5,55,6.55
2807,16803,Low,221,18,361,5,41,14.52
4682,21338,Medium,281,24,575,8,48,7.32
4697,20619,Medium,271,25,402,5,56,7.27
5117,23208,Medium,305,30,710,9,76,5.37
1716,23269,Medium,306,22,594,8,53,7.93
1717,33276,High,438,40,1147,15,48,8.07
1893,36131,High,475,52,1708,22,54,7.18
1981,30068,High,396,40,759,10,50,15.27
2799,29867,High,393,34,1219,16,50,9.00
2853,27923,High,367,33,862,11,59,7.45
5345,19049,Medium,251,21,610,8,70,5.43
5779,13875,Low,183,14,352,5,65,6.77
1705,14619,Low,192,15,266,4,63,6.89
1830,21136,Medium,278,26,617,8,66,8.14
1831,26708,High,351,41,952,13,63,7.47
1926,15304,Low,201,18,355,5,81,4.40
2166,27074,High,356,38,950,13,51,7.86
2581,28522,High,375,33,941,12,53,6.78
2911,13643,Low,180,18,385,5,59,4.85
3332,13949,Low,184,15,283,4,51,4.74
5242,26822,High,353,38,835,11,64,6.33
1610,27069,High,356,35,1030,14,68,6.39
1619,31774,High,418,38,1030,14,58,10.73
1673,22459,Medium,296,28,579,8,70,7.06
1731,12154,Low,160,9,326,4,48,5.38
1744,31971,High,421,44,1179,16,65,6.47
1813,11904,Low,157,11,329,4,71,7.11
2785,20567,Medium,271,33,887,12,61,6.14
3280,18414,Medium,242,13,352,5,57,4.77
3842,18208,Medium,240,25,535,7,54,5.91
5282,20264,Medium,267,18,576,8,71,9.79
1949,17318,Low,228,17,457,6,57,4.86
1966,18333,Medium,241,24,507,7,50,7.05
1973,21460,Medium,282,23,625,8,45,6.75
2043,7463,Low,98,7,219,3,46,4.00
2159,21656,Medium,285,24,684,9,50,6.78
2164,13837,Low,182,16,453,6,53,5.28
2326,13148,Low,173,15,357,5,50,5.78
2405,32780,High,431,51,1420,19,60,6.95
2859,22426,Medium,295,24,525,7,50,10.56
5027,28578,High,376,42,1467,19,50,7.06
1909,25660,Medium,338,32,1012,13,67,7.12
1993,24787,Medium,326,33,705,9,61,5.41
2088,19074,Medium,251,25,608,8,76,4.71
2107,27077,High,356,32,808,11,62,6.18
2210,36147,High,476,50,1221,16,33,10.53
2355,34053,High,448,52,1420,19,36,9.10
2586,26682,High,351,27,724,10,56,10.87
3607,8670,Low,114,9,230,3,46,8.72
4597,27156,High,357,39,1164,15,54,9.14
1656,20935,Medium,275,18,480,6,66,5.72
2278,28449,High,374,35,676,9,60,6.32
2561,27529,High,362,35,804,11,70,5.98
2597,19501,Medium,257,19,461,6,18,4.90
2674,12651,Low,166,9,260,3,50,7.96
2909,7793,Low,103,6,185,2,85,4.12
3253,13057,Low,172,13,324,4,83,5.28
3281,19399,Medium,255,23,478,6,47,8.49
3429,13424,Low,177,16,308,4,53,7.32
3514,11914,Low,157,10,281,4,67,5.06
5360,7877,Low,104,6,145,2,63,4.47
5445,14945,Low,197,10,305,4,38,5.26
1765,19029,Medium,250,19,456,6,59,6.78
1935,32955,High,434,37,860,11,60,5.38
2059,42460,High,559,54,1046,14,57,5.53
2318,29105,High,383,30,792,10,68,5.48
2502,29270,High,385,30,714,9,59,8.68
2663,20478,Medium,269,24,545,7,61,5.67
2664,11359,Low,149,14,227,3,83,4.10
3228,27081,High,356,38,844,11,65,5.71
5241,32446,High,427,42,1058,14,61,5.76
5356,9109,Low,120,8,192,3,64,4.03
1674,29378,High,387,33,843,11,55,6.31
1703,25438,Medium,335,26,626,8,60,4.36
2233,39445,High,519,57,1323,17,56,6.88
2357,65652,High,864,110,3126,41,44,9.05
2551,26863,High,353,30,690,9,68,5.77
2566,19537,Medium,257,20,497,7,52,6.24
2756,31818,High,419,36,852,11,56,6.20
2790,22535,Medium,297,28,557,7,61,8.07
4423,21840,Medium,287,25,568,7,58,7.68
1985,35479,High,467,44,1395,18,55,7.83
2194,39843,High,524,65,1600,21,56,8.37
2258,22492,Medium,296,21,575,8,47,8.20
3035,26277,High,346,23,800,11,41,9.31
5129,30072,High,396,36,409,5,48,9.36
5753,19276,Medium,254,29,790,10,53,11.94
5936,25278,Medium,333,50,1478,19,42,6.41
5968,23042,Medium,303,32,860,11,65,8.87
1406,28135,High,370,26,675,9,56,10.78
1825,32960,High,434,43,789,10,58,7.53
2437,21279,Medium,280,24,464,6,64,6.06
2564,10255,Low,135,9,173,2,63,5.34
2647,13549,Low,178,10,268,4,45,5.44
3344,20839,Medium,274,17,509,7,57,12.89
3573,25581,Medium,337,31,681,9,50,10.40
4514,13028,Low,171,13,49,1,46,10.89
5105,18904,Medium,249,18,399,5,58,4.79
6952,10551,Low,139,14,237,3,95,5.28
1904,35868,High,472,62,1215,16,69,6.43
2015,43187,High,568,66,1547,20,50,11.19
2038,49012,High,645,88,1844,24,40,8.13
3077,35309,High,465,46,1203,16,61,10.28
3639,49258,High,648,83,1805,24,64,5.97
5227,38818,High,511,61,1334,18,60,7.26
5880,27043,High,356,43,1056,14,70,9.18
5969,25997,High,342,37,938,12,67,6.07
1522,16234,Low,214,15,341,4,73,4.84
1544,28224,High,371,29,684,9,67,5.86
1653,9214,Low,121,8,186,2,64,5.92
1714,22235,Medium,293,19,532,7,70,5.08
2027,36596,High,482,38,892,12,73,5.95
2083,17989,Medium,237,23,470,6,68,4.81
2474,12447,Low,164,12,288,4,75,5.14
2696,9334,Low,123,7,233,3,100,15.58
2809,13774,Low,181,10,270,4,60,7.30
2833,7867,Low,104,7,185,2,54,4.25
2894,14100,Low,186,14,268,4,38,6.43
3215,23799,Medium,313,29,610,8,31,7.40
4372,6793,Low,89,6,169,2,60,5.45
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
