Store no.,Returns volume number,Returns volume,Avg units Per day ,DotCom Units Per Day ,Marketplace Total  ,Marketplace Per Day,NPS ,Wait Time 
3271,18379,Medium,242,16,438,6,50,5.03
4330,18847,Medium,248,25,469,6,57,4.84
4497,18222,Medium,240,16,505,7,56,15.98
5262,23989,Medium,316,22,662,9,66,8.54
990,41794,High,550,49,1284,17,65,4.83
1174,10132,Low,133,6,131,2,75,12.00
1222,36200,High,476,39,939,12,68,5.19
1224,36494,High,480,37,997,13,54,6.56
1493,11011,Low,145,9,218,3,70,6.76
1605,24161,Medium,318,18,497,7,49,9.54
1620,12487,Low,164,10,251,3,88,10.58
2533,27541,High,362,29,703,9,79,5.94
2739,12588,Low,166,10,251,3,68,4.35
2760,9937,Low,131,6,224,3,100,6.62
3484,24302,Medium,320,23,519,7,61,5.04
3785,12853,Low,169,9,249,3,63,8.80
7247,7456,Low,98,5,152,2,63,4.00
818,18320,Medium,241,17,391,5,80,5.55
919,29219,High,384,27,668,9,57,10.10
944,29008,High,382,30,806,11,57,6.17
1032,27470,High,361,32,722,10,61,5.77
1207,22960,Medium,302,21,498,7,64,6.57
1362,23633,Medium,311,24,559,7,62,5.96
3075,18648,Medium,245,17,403,5,82,6.24
3119,18837,Medium,248,17,464,6,73,4.54
3439,26993,High,355,29,587,8,85,5.67
5845,27157,High,357,42,637,8,46,5.82
5872,11336,Low,149,16,370,5,42,7.69
494,34875,High,459,43,1065,14,59,6.37
614,24870,Medium,327,20,612,8,59,10.62
932,27540,High,362,26,424,6,55,6.95
1112,18066,Medium,238,16,449,6,69,4.11
1284,24799,Medium,326,23,666,9,64,8.22
1311,27727,High,365,39,698,9,51,7.13
1338,13453,Low,177,11,302,4,29,7.25
3461,36894,High,485,49,1095,14,52,9.54
4200,20520,Medium,270,22,674,9,68,5.24
4283,24106,Medium,317,22,659,9,68,4.47
5363,25763,Medium,339,21,568,7,19,12.34
488,8517,Low,112,5,154,2,57,4.24
858,9880,Low,130,8,177,2,45,3.82
1077,19887,Medium,262,16,430,6,26,10.82
1223,28191,High,371,30,669,9,58,6.81
1375,19523,Medium,257,16,537,7,64,5.03
1408,19544,Medium,257,13,207,3,81,10.13
3307,18527,Medium,244,17,411,5,66,10.44
4427,16137,Low,212,14,470,6,65,8.21
4520,30706,High,404,33,740,10,50,9.36
5172,11891,Low,156,8,234,3,65,6.88
5422,14047,Low,185,11,303,4,66,6.51
1967,23018,Medium,303,28,885,12,61,7.32
1984,15252,Low,201,12,327,4,59,4.70
2174,30771,High,405,28,955,13,60,6.06
2228,18661,Medium,246,19,509,7,68,8.16
2289,12553,Low,165,12,371,5,45,8.49
2386,15967,Low,210,13,382,5,47,7.87
2683,15638,Low,206,18,587,8,48,9.88
2797,14840,Low,195,16,352,5,36,4.94
2901,14628,Low,192,16,307,4,49,5.67
5278,34682,High,456,39,1098,14,42,8.84
1918,33221,High,437,41,1097,14,62,5.36
2012,20777,Medium,273,21,681,9,74,5.09
2118,17470,Medium,230,18,489,6,41,9.19
2155,17581,Low,231,16,398,5,44,5.45
2158,30917,High,407,46,1180,16,48,9.78
2267,16956,Medium,223,12,435,6,49,6.37
2329,9383,Low,123,7,218,3,65,5.80
2629,22183,Medium,292,21,508,7,59,4.09
2964,23882,Medium,314,24,749,10,56,6.37
3409,19947,Medium,262,25,451,6,53,6.51
4387,28657,High,377,28,768,10,55,9.13
1762,30205,High,397,32,790,10,65,6.71
2139,20340,Medium,268,17,675,9,56,13.51
2180,37604,High,495,51,1487,20,55,7.59
2222,26847,High,353,30,974,13,45,10.86
2640,20455,Medium,269,20,699,9,51,9.99
2660,32609,High,429,46,1529,20,59,6.38
2903,23383,Medium,308,30,916,12,38,6.13
3114,33685,High,443,55,1790,24,46,7.65
3535,21432,Medium,282,29,480,6,59,7.30
1970,18616,Medium,245,22,666,9,62,6.62
2103,34323,High,452,53,1730,23,72,8.07
2122,24871,Medium,327,23,789,10,50,8.69
2128,13534,Low,178,23,496,7,68,5.37
2227,22121,Medium,291,23,616,8,62,7.31
2336,30208,High,397,39,1108,15,40,8.10
2341,30500,High,401,43,1501,20,44,7.97
2902,29111,High,383,57,1578,21,28,12.82
2904,18836,Medium,248,15,531,7,64,10.47
3200,24648,Medium,324,33,997,13,64,6.51
1906,20725,Medium,273,23,627,8,76,5.84
2021,27054,High,356,32,920,12,64,6.98
2095,20420,Medium,269,20,586,8,52,7.05
2157,28264,High,372,33,876,12,64,4.45
2184,29865,High,393,35,972,13,68,7.31
2366,33970,High,447,43,1345,18,51,9.36
2953,23251,Medium,306,29,692,9,54,6.27
3560,27915,High,367,23,676,9,55,6.53
3561,17107,Medium,225,15,556,7,45,7.54
5448,18429,Medium,242,20,544,7,63,8.29
1797,15158,Low,199,15,418,6,52,6.74
1856,23558,Medium,310,31,922,12,55,8.52
1919,5844,Low,77,4,153,2,56,6.65
1924,17334,Low,228,19,484,6,42,6.73
1932,16076,Low,212,15,350,5,50,6.47
1974,8713,Low,115,7,202,3,73,3.88
2013,19914,Medium,262,19,586,8,65,9.04
2047,12442,Low,164,11,303,4,68,4.13
2143,10844,Low,143,11,255,3,81,3.66
2178,7298,Low,96,6,179,2,59,4.47
5076,18706,Medium,246,29,548,7,66,5.42
1866,11049,Low,145,9,280,4,69,4.80
1868,29570,High,389,29,899,12,43,8.88
1939,18470,Medium,243,27,505,7,57,5.67
2046,20549,Medium,270,23,781,10,57,6.19
2140,13717,Low,180,13,313,4,50,6.99
2183,11329,Low,149,12,271,4,41,10.37
2202,20518,Medium,270,25,623,8,54,9.08
2634,8704,Low,115,6,186,2,40,5.60
2681,10217,Low,134,9,283,4,86,4.88
3269,6892,Low,91,4,156,2,62,7.50
1975,15265,Low,201,18,373,5,42,6.12
2138,13316,Low,175,18,431,6,73,7.15
2224,18865,Medium,248,27,882,12,54,11.58
2332,14880,Low,196,16,525,7,54,8.54
2369,15801,Low,208,20,408,5,71,7.18
2530,12606,Low,166,10,406,5,55,7.84
2639,12644,Low,166,13,299,4,54,4.52
2682,10909,Low,144,13,466,6,40,6.71
2758,11120,Low,146,13,243,3,30,7.73
4156,9976,Low,131,10,251,3,50,5.76
4389,7983,Low,105,8,161,2,55,4.21
1698,24897,Medium,328,31,766,10,59,6.29
1749,22667,Medium,298,24,537,7,53,4.71
1788,28647,High,377,41,1106,15,54,12.07
1954,15226,Low,200,15,378,5,54,6.92
2055,26014,High,342,26,733,10,61,7.95
2130,15113,Low,199,16,307,4,64,4.38
2153,20440,Medium,269,23,658,9,65,6.30
2330,23128,Medium,304,23,691,9,56,4.85
2398,15284,Low,201,16,424,6,68,5.40
2659,15584,Low,205,17,523,7,58,12.87
1753,25383,Medium,334,24,676,9,67,6.58
1785,29426,High,387,36,990,13,48,6.19
1796,27198,High,358,43,940,12,51,10.23
1907,9474,Low,125,7,238,3,30,5.41
1930,25300,Medium,333,23,744,10,56,6.99
2057,10466,Low,138,6,204,3,83,8.09
2142,31671,High,417,40,966,13,55,6.85
2399,28721,High,378,30,974,13,54,6.17
3491,18371,Medium,242,16,613,8,43,12.12
3549,16088,Low,212,15,461,6,61,6.10
1871,23694,Medium,312,32,756,10,46,5.20
1946,14795,Low,195,14,376,5,55,2.97
1994,21844,Medium,287,29,949,12,58,5.98
2092,12418,Low,163,13,316,4,65,4.55
2116,24453,Medium,322,29,738,10,62,6.31
2424,6827,Low,90,6,213,3,60,4.61
3329,13854,Low,182,17,456,6,63,6.71
3334,11758,Low,155,10,364,5,57,6.19
4403,15440,Low,203,19,552,7,70,5.74
5497,15366,Low,202,22,400,5,45,7.72
5498,8250,Low,109,9,287,4,43,4.25
1940,24972,Medium,329,37,965,13,70,5.63
1997,33716,High,444,49,1082,14,50,7.53
2056,28620,High,377,43,1041,14,56,6.65
2097,12722,Low,167,13,335,4,52,5.24
2152,31718,High,417,41,1145,15,58,6.05
2351,15609,Low,205,17,440,6,38,5.99
2370,16331,Low,215,17,475,6,48,7.49
2504,26311,High,346,36,975,13,52,7.99
2844,34298,High,451,48,1279,17,67,7.79
3583,22072,Medium,290,26,735,10,60,7.86
1677,27005,High,355,41,698,9,45,7.97
1806,17158,Low,226,18,466,6,67,4.70
2093,20451,Medium,269,21,611,8,53,7.46
2146,17350,Low,228,18,482,6,56,6.23
2234,18480,Medium,243,19,593,8,60,6.06
2264,22544,Medium,297,23,658,9,69,6.87
2285,18856,Medium,248,23,563,7,63,4.57
2444,16561,Low,218,21,579,8,55,6.47
2874,24383,Medium,321,31,712,9,53,6.63
1873,27508,High,362,30,840,11,69,6.77
1964,19136,Medium,252,20,538,7,61,4.78
2225,24906,Medium,328,25,820,11,63,8.32
2261,21648,Medium,285,28,717,9,70,6.05
2283,27082,High,356,37,760,10,66,5.99
2373,20083,Medium,264,19,610,8,61,6.56
2747,32149,High,423,36,1122,15,68,5.81
2885,13605,Low,179,13,317,4,49,6.70
3301,29070,High,382,25,720,9,48,7.62
1891,33350,High,439,44,1311,17,58,8.49
1980,16039,Low,211,12,376,5,69,5.79
2022,20472,Medium,269,26,661,9,52,5.89
2170,18483,Medium,243,18,441,6,53,5.82
2200,19913,Medium,262,17,483,6,59,6.74
2282,29240,High,385,39,1125,15,64,8.32
2331,22541,Medium,297,23,635,8,76,7.68
2854,21368,Medium,281,22,550,7,53,6.73
2898,20184,Medium,266,21,581,8,62,5.51
5777,14179,Low,187,15,387,5,65,7.91
2232,25201,Medium,332,25,474,6,45,5.59
2299,27009,High,355,33,771,10,61,11.68
2371,36603,High,482,47,1141,15,73,5.41
2719,29165,High,384,35,881,12,60,5.61
2899,21284,Medium,280,25,642,8,42,10.24
2900,20154,Medium,265,27,734,10,42,8.89
2965,26553,Medium,349,33,847,11,55,8.03
3545,20059,Medium,264,20,691,9,55,6.00
5095,24615,Medium,324,24,591,8,49,8.27
5439,23097,Medium,304,14,375,5,60,8.65
1810,46686,High,614,70,1925,25,73,6.95
1959,39477,High,519,52,1453,19,43,9.72
2104,32548,High,428,42,1072,14,35,13.91
2531,45526,High,599,65,2024,27,58,7.12
2547,16461,Low,217,19,387,5,59,7.44
2637,34120,High,449,51,1331,18,84,6.30
2905,29523,High,388,56,1617,21,41,11.02
4570,10043,Low,132,8,221,3,76,3.54
2156,23331,Medium,307,23,645,8,52,8.49
2286,49771,High,655,65,1952,26,56,6.50
2906,27036,High,356,31,1047,14,67,7.41
2915,42557,High,560,59,1560,21,64,6.30
2917,36766,High,484,44,1407,19,52,8.31
5202,54230,High,714,98,2790,37,53,8.63
8331,42915,High,565,62,1699,22,72,8.12
2583,26755,High,352,37,814,11,50,7.99
2916,38825,High,511,70,2307,30,57,9.45
3420,59394,High,782,132,4475,59,50,8.74
5293,66109,High,870,121,5265,69,60,12.65
5295,53515,High,704,105,2796,37,57,10.90
2144,21072,Medium,277,20,669,9,63,5.05
2163,34596,High,455,42,1334,18,60,5.99
2284,26977,High,355,42,837,11,49,6.54
2585,30198,High,397,32,1148,15,56,8.34
2897,23867,Medium,314,33,826,11,52,8.98
2954,39230,High,516,59,1423,19,58,8.79
3543,37345,High,491,52,1565,21,58,7.06
3546,20932,Medium,275,26,549,7,59,6.77
3548,24920,Medium,328,24,746,10,65,8.17
3803,22242,Medium,293,20,620,8,67,8.28
5294,30223,High,398,40,789,10,36,8.96
2003,34192,High,450,54,1563,21,61,6.71
2090,20690,Medium,272,23,551,7,65,4.81
2294,30875,High,406,43,1017,13,70,5.39
2365,18226,Medium,240,18,618,8,52,6.82
2368,27790,High,366,31,971,13,65,7.24
2497,28184,High,371,30,782,10,64,8.05
2503,24333,Medium,320,26,759,10,81,4.49
2582,19802,Medium,261,17,481,6,84,5.29
2604,24879,Medium,327,32,680,9,53,6.41
3291,22452,Medium,295,26,567,7,52,7.92
2633,32398,High,426,47,1335,18,56,7.05
2651,36913,High,486,55,1722,23,62,8.09
2825,35291,High,464,49,1290,17,63,7.17
3078,31358,High,413,44,1263,17,58,7.11
3469,45701,High,601,58,1979,26,56,7.05
4153,42654,High,561,74,1583,21,56,8.61
5201,37638,High,495,74,1978,26,37,9.99
5281,33100,High,436,48,1687,22,69,9.83
3292,36312,High,478,60,1749,23,57,10.88
3598,29025,High,382,44,1278,17,50,6.43
3912,35411,High,466,47,988,13,64,5.21
5111,30997,High,408,49,1487,20,61,8.23
5178,27241,High,358,37,870,11,51,9.65
5447,36104,High,475,53,1741,23,55,8.60
5867,22616,Medium,298,42,1689,22,50,8.34
1781,18515,Medium,244,26,539,7,34,11.37
1835,33844,High,445,51,1222,16,65,5.44
1976,26913,High,354,31,873,11,57,6.34
2120,13568,Low,179,14,383,5,73,7.22
2135,14807,Low,195,20,460,6,62,4.73
2262,21199,Medium,279,24,794,10,73,4.92
2992,19229,Medium,253,24,590,8,60,6.82
3221,9302,Low,122,10,212,3,69,7.33
5240,17083,Low,225,27,618,8,65,6.96
5732,19956,Medium,263,25,680,9,45,7.04
1884,38882,High,512,55,1552,20,61,6.92
1945,12938,Low,170,12,314,4,57,7.11
2024,16069,Low,211,18,451,6,50,6.08
2064,24646,Medium,324,25,835,11,53,5.56
1623,32684,High,430,38,1114,15,63,10.63
2208,18877,Medium,248,16,615,8,67,6.47
2480,23825,Medium,313,31,668,9,60,4.29
2543,21223,Medium,279,28,683,9,57,5.63
4276,18991,Medium,250,17,531,7,57,7.96
3159,54159,High,713,99,3006,40,66,8.72
3443,48033,High,632,87,2194,29,58,6.04
3520,47044,High,619,76,2250,30,73,6.44
3562,25466,Medium,335,44,1442,19,65,6.28
3795,38805,High,511,57,1823,24,62,8.34
5077,32830,High,432,47,1239,16,56,5.40
5752,31766,High,418,43,1441,19,69,8.85
1790,24507,Medium,322,23,948,12,60,5.93
2631,30135,High,397,32,1522,20,49,6.97
2872,20580,Medium,271,19,729,10,35,12.65
2912,28258,High,372,27,916,12,58,6.66
3336,28381,High,373,37,1205,16,57,6.72
3476,30445,High,401,35,1535,20,55,8.78
4383,30477,High,401,24,1077,14,38,9.78
5761,19281,Medium,254,26,491,6,40,11.86
5842,27983,High,368,31,1069,14,55,6.43
1791,13200,Low,174,12,303,4,48,6.60
1923,23502,Medium,309,36,943,12,53,8.04
1942,17831,Medium,235,27,699,9,51,6.34
2102,12703,Low,167,10,320,4,68,4.94
2238,17454,Low,230,15,452,6,49,5.35
2493,21302,Medium,280,32,957,13,44,6.43
2567,26310,High,346,47,1164,15,64,7.02
3328,14619,Low,192,15,490,6,37,9.69
3453,19787,Medium,260,24,692,9,62,7.78
3458,10264,Low,135,11,268,4,71,5.87
3876,11372,Low,150,8,288,4,38,7.48
5386,14248,Low,187,14,404,5,69,3.50
1540,10229,Low,135,11,246,3,25,11.22
2010,15926,Low,210,14,388,5,48,6.47
2061,11827,Low,156,12,314,4,61,6.29
2062,14391,Low,189,15,389,5,48,5.66
2678,28681,High,377,30,859,11,41,7.34
3436,15825,Low,208,14,451,6,36,7.00
4439,9307,Low,122,7,239,3,39,5.93
5064,12917,Low,170,12,374,5,35,13.18
5065,15492,Low,204,17,452,6,64,9.88
5280,18315,Medium,241,22,644,8,52,7.18
1593,12324,Low,162,10,287,4,42,10.40
1642,12250,Low,161,9,248,3,41,6.84
1771,11968,Low,157,8,199,3,42,4.96
1809,15598,Low,205,11,294,4,25,5.08
1836,22106,Medium,291,23,580,8,69,5.71
2080,20508,Medium,270,20,603,8,51,5.94
2620,9996,Low,132,8,302,4,53,7.50
3791,9112,Low,120,6,174,2,71,5.14
5160,26167,High,344,32,949,12,68,4.72
5411,9999,Low,132,10,281,4,68,6.12
5472,24150,Medium,318,42,1032,14,47,7.40
1423,14018,Low,184,15,343,5,42,3.85
1733,20357,Medium,268,18,531,7,47,5.42
1754,29818,High,392,34,1020,13,51,9.39
2618,28374,High,373,44,1114,15,60,6.09
2700,27299,High,359,34,1087,14,51,7.16
2866,19099,Medium,251,31,756,10,31,7.57
2867,17469,Medium,230,19,566,7,54,10.15
2869,26641,High,351,31,915,12,65,8.10
4540,12086,Low,159,13,214,3,54,8.48
5048,22155,Medium,292,32,708,9,79,5.36
5893,31905,High,420,52,1899,25,57,7.69
1422,12510,Low,165,14,308,4,65,5.11
1428,21304,Medium,280,22,742,10,35,5.62
1432,18563,Medium,244,14,520,7,57,6.25
1719,14262,Low,188,11,402,5,29,8.74
1752,25764,Medium,339,27,871,11,69,5.54
2014,13829,Low,182,11,348,5,51,5.09
2619,25311,Medium,333,31,976,13,49,7.83
2644,21164,Medium,278,18,581,8,45,9.18
5097,22359,Medium,294,20,620,8,40,9.59
5159,16311,Low,215,15,462,6,78,4.09
5376,12523,Low,165,11,344,5,63,5.57
1592,14641,Low,193,16,376,5,76,3.53
1611,25470,Medium,335,37,989,13,61,6.83
1798,14402,Low,190,11,393,5,33,7.54
1928,23874,Medium,314,20,589,8,50,5.69
1987,26080,High,343,24,891,12,72,5.68
2273,23502,Medium,309,22,776,10,57,7.62
2354,26372,High,347,39,1416,19,57,11.27
2693,25363,Medium,334,31,784,10,65,7.04
3632,9568,Low,126,9,289,4,64,3.75
3726,30660,High,403,36,873,11,44,8.16
4243,21883,Medium,288,25,707,9,64,7.54
2558,22597,Medium,297,27,796,10,18,13.36
2559,25565,Medium,336,24,968,13,54,8.96
2692,32097,High,422,38,1181,16,48,8.39
2873,35266,High,464,63,1484,20,39,11.33
2959,31513,High,415,31,1302,17,27,7.78
3487,35341,High,465,52,1429,19,46,8.85
4424,28809,High,379,29,1047,14,69,7.51
4660,35092,High,462,45,1439,19,49,8.21
5844,27226,High,358,28,29,0,38,9.16
1416,8989,Low,118,10,190,3,50,4.00
1913,15493,Low,204,16,408,5,59,4.88
2191,12841,Low,169,13,266,4,54,6.12
2350,13746,Low,181,14,339,4,58,6.95
3445,22642,Medium,298,25,674,9,58,5.42
4479,20575,Medium,271,26,809,11,47,7.39
5028,14738,Low,194,11,337,4,60,7.87
5029,18544,Medium,244,23,290,4,41,8.83
5030,28240,High,372,32,1097,14,53,9.12
5385,14425,Low,190,12,397,5,68,7.11
1429,16724,Low,220,16,485,6,72,5.69
1445,10787,Low,142,10,241,3,65,3.69
1448,18071,Medium,238,20,509,7,44,5.06
1539,23375,Medium,308,31,726,10,58,6.29
1622,18308,Medium,241,14,420,6,50,5.09
1628,16371,Low,215,18,543,7,52,9.83
1986,17065,Low,225,20,393,5,50,7.91
2613,8650,Low,114,7,209,3,33,3.72
3809,6160,Low,81,5,145,2,100,5.92
5309,11412,Low,150,12,377,5,62,6.72
5471,17291,Low,228,21,401,5,53,4.65
1479,26220,High,345,33,837,11,54,4.68
1487,16368,Low,215,14,435,6,54,7.48
1576,30792,High,405,40,1257,17,65,6.74
1618,30801,High,405,32,1041,14,38,7.81
2276,16183,Low,213,15,397,5,75,7.86
2544,23670,Medium,311,24,764,10,47,5.53
2817,24792,Medium,326,23,900,12,52,7.25
2818,28026,High,369,29,853,11,32,7.82
4631,18118,Medium,238,17,549,7,49,7.04
1707,19711,Medium,259,20,519,7,54,4.82
2063,26335,High,347,28,784,10,59,5.03
2197,26227,High,345,30,955,13,50,6.10
2211,29214,High,384,36,935,12,50,6.24
2506,12967,Low,171,13,375,5,60,7.31
2541,21571,Medium,284,24,668,9,60,5.73
2910,18814,Medium,248,22,502,7,51,6.18
3722,24306,Medium,320,31,703,9,59,7.14
3860,16746,Low,220,14,520,7,74,7.77
1857,26246,Medium,345,36,1047,14,62,4.86
1863,23172,Medium,305,26,833,11,60,8.40
1927,23915,Medium,315,32,845,11,53,5.78
2313,16732,Low,220,19,502,7,67,7.25
2359,21188,Medium,279,17,494,7,54,5.97
2362,22918,Medium,302,26,980,13,50,8.04
3250,21514,Medium,283,30,767,10,45,6.83
3293,19851,Medium,261,26,575,8,76,4.69
3608,20321,Medium,267,19,443,6,59,5.26
5387,11280,Low,148,8,193,3,65,7.98
1839,19743,Medium,260,23,720,9,35,9.94
2073,21470,Medium,282,22,654,9,56,8.94
2266,31472,High,414,44,1189,16,36,8.79
2316,26457,High,348,44,1138,15,61,7.23
4255,20113,Medium,265,28,726,10,61,6.00
4285,19989,Medium,263,18,527,7,35,7.96
5066,28777,High,379,52,1166,15,63,7.40
5082,33747,High,444,41,1155,15,59,8.58
1812,21571,Medium,284,26,631,8,68,5.41
1894,25858,Medium,340,41,950,13,43,7.07
1895,22904,Medium,301,29,735,10,50,6.40
1911,24725,Medium,325,29,840,11,67,5.97
2323,23280,Medium,306,33,903,12,52,5.24
2361,33148,High,436,44,1242,16,54,6.30
2914,22965,Medium,302,26,691,9,57,5.13
2966,26747,High,352,36,860,11,68,5.17
5285,17108,Low,225,15,441,6,80,3.85
5410,21279,Medium,280,17,471,6,59,5.73
1724,11045,Low,145,9,168,2,56,5.31
1782,26312,High,346,24,641,8,79,7.94
1937,13728,Low,181,11,323,4,35,4.95
2078,22340,Medium,294,22,581,8,50,6.93
2115,22789,Medium,300,25,704,9,54,6.66
2149,21529,Medium,283,22,524,7,53,5.55
2209,20629,Medium,271,23,570,8,61,5.92
2684,11461,Low,151,9,207,3,50,4.50
2823,20971,Medium,276,21,597,8,72,4.85
2852,14592,Low,192,12,366,5,38,7.57
3262,17066,Low,225,16,455,6,48,5.37
3581,13965,Low,184,12,302,4,35,8.24
1948,17692,Medium,233,16,423,6,53,6.96
2193,22144,Medium,291,20,582,8,69,5.19
2300,31232,High,411,43,1114,15,41,9.12
2588,28601,High,376,34,941,12,54,7.13
3738,22947,Medium,302,26,614,8,52,6.86
3838,29576,High,389,39,1156,15,72,4.88
4644,22262,Medium,293,32,532,7,48,6.59
5040,33275,High,438,45,1123,15,48,7.22
5381,30179,High,397,45,1114,15,68,6.01
1568,27230,High,358,27,740,10,65,5.96
1770,45326,High,596,84,1722,23,50,6.40
1820,18894,Medium,249,19,497,7,57,5.55
1883,23291,Medium,306,24,575,8,31,6.61
1885,34955,High,460,39,976,13,69,6.94
2008,12292,Low,162,8,243,3,45,7.24
2287,22413,Medium,295,23,570,8,45,7.49
2540,16699,Low,220,20,409,5,54,5.16
2603,27898,High,367,38,909,12,64,5.56
3223,22414,Medium,295,24,513,7,62,6.06
4643,14158,Low,186,14,337,4,66,4.34
1739,40230,High,529,49,1291,17,60,6.36
2019,29395,High,387,32,761,10,64,5.44
2199,23606,Medium,311,20,578,8,66,5.60
2281,35266,High,464,47,1346,18,53,7.83
2420,29035,High,382,26,724,10,69,6.63
2611,19718,Medium,259,24,442,6,66,6.27
4501,12060,Low,159,12,273,4,81,9.52
5088,16035,Low,211,17,414,5,56,4.35
5379,14275,Low,188,14,326,4,56,8.12
5446,12039,Low,158,11,328,4,82,4.04
545,6040,Low,79,3,114,2,50,7.86
552,10121,Low,133,6,239,3,70,7.13
696,12290,Low,162,9,254,3,82,7.10
739,24665,Medium,325,19,450,6,67,6.92
1113,28992,High,381,32,820,11,68,6.15
1189,8743,Low,115,5,162,2,54,6.38
1233,23613,Medium,311,23,557,7,63,8.27
1247,17765,Medium,234,14,368,5,48,8.42
1259,23449,Medium,309,23,519,7,49,6.66
1505,28474,High,375,31,849,11,71,4.35
1743,12295,Low,162,8,276,4,72,5.10
154,27718,High,365,22,441,6,73,10.51
1023,20181,Medium,266,21,559,7,85,4.58
1302,23325,Medium,307,22,564,7,73,8.94
1336,13329,Low,175,7,185,2,50,7.50
1763,23579,Medium,310,22,437,6,54,11.00
2089,30720,High,404,29,621,8,70,7.44
2761,15125,Low,199,12,380,5,95,4.67
3270,15231,Low,200,12,359,5,68,6.08
3303,9278,Low,122,7,196,3,57,4.93
3480,13485,Low,177,12,284,4,45,4.02
3772,10524,Low,138,13,199,3,65,5.92
1450,17011,Low,224,13,352,5,73,7.48
2244,23446,Medium,309,24,578,8,81,5.95
2548,14729,Low,194,12,327,4,38,8.61
2576,22720,Medium,299,26,597,8,45,6.82
2610,16453,Low,216,16,391,5,68,5.19
2792,6677,Low,88,6,123,2,45,17.45
2810,7258,Low,96,4,166,2,50,6.11
2849,9697,Low,128,8,152,2,75,5.82
4277,21310,Medium,280,29,472,6,50,5.68
5296,22183,Medium,292,25,545,7,66,5.46
1351,23209,Medium,305,25,615,8,63,5.69
1360,13907,Low,183,10,298,4,93,10.86
1477,16073,Low,211,11,313,4,83,4.45
1499,18289,Medium,241,19,431,6,74,5.04
2036,30479,High,401,38,899,12,70,8.04
2646,9888,Low,130,8,247,3,84,5.47
2662,10376,Low,137,7,243,3,100,7.53
2933,18765,Medium,247,20,509,7,64,5.77
4278,11154,Low,147,12,298,4,100,5.71
5319,16107,Low,212,16,508,7,59,4.90
6951,7556,Low,99,5,154,2,54,5.50
1239,12629,Low,166,10,247,3,57,6.98
1595,20341,Medium,268,22,573,8,49,9.17
1990,13716,Low,180,16,438,6,55,4.71
2426,23904,Medium,315,27,819,11,44,7.64
2471,20901,Medium,275,33,772,10,66,7.17
2725,32571,High,429,57,1318,17,52,5.71
2774,24248,Medium,319,45,784,10,62,6.96
3812,20934,Medium,275,27,763,10,25,9.40
5185,15262,Low,201,10,187,2,54,11.21
5203,10502,Low,138,10,241,3,64,4.48
1368,10144,Low,133,7,177,2,50,8.00
1427,16567,Low,218,16,439,6,38,6.32
1519,16516,Low,217,17,355,5,83,4.20
1564,25990,Medium,342,24,702,9,32,6.82
2400,23500,Medium,309,20,606,8,50,6.45
2572,10464,Low,138,8,197,3,67,5.74
2605,17516,Low,230,14,357,5,64,9.05
3251,12064,Low,159,9,208,3,67,4.20
3282,12635,Low,166,10,299,4,47,4.08
3486,17789,Medium,234,16,372,5,60,6.02
3515,14413,Low,190,11,273,4,58,5.71
1594,19549,Medium,257,19,559,7,77,4.57
2098,26665,High,351,29,730,10,13,10.50
2726,29148,High,384,43,1130,15,56,6.76
3447,16894,Low,222,13,471,6,58,7.84
3580,20878,Medium,275,21,624,8,59,6.26
3792,22173,Medium,292,23,707,9,58,6.31
5184,21899,Medium,288,23,622,8,61,6.72
5466,22696,Medium,299,27,981,13,60,11.98
5857,17733,Medium,233,23,785,10,45,8.41
1289,13642,Low,179,17,296,4,6,8.08
1407,17846,Medium,235,22,476,6,47,6.63
1441,33698,High,443,50,1313,17,56,9.88
1503,30498,High,401,38,964,13,68,6.12
1504,27965,High,368,35,888,12,48,7.95
2309,25426,Medium,335,37,790,10,55,6.79
2441,15366,Low,202,14,471,6,52,7.56
3502,25559,Medium,336,30,774,10,51,9.41
3571,19166,Medium,252,16,445,6,44,7.39
3784,16540,Low,218,17,454,6,69,7.30
5499,20214,Medium,266,24,675,9,35,5.55
1264,15554,Low,205,12,374,5,59,6.53
1330,22456,Medium,295,21,645,8,57,8.05
1333,11882,Low,156,13,283,4,73,4.30
1433,20784,Medium,273,28,721,9,68,5.78
1718,23220,Medium,306,22,610,8,63,6.43
1750,18650,Medium,245,20,525,7,60,6.69
2542,10608,Low,140,11,329,4,43,5.38
3206,16293,Low,214,15,317,4,46,6.27
3300,11095,Low,146,10,243,3,40,6.83
3840,15695,Low,207,16,321,4,32,7.03
5355,7369,Low,97,5,159,2,47,4.10
1331,20755,Medium,273,20,539,7,58,4.97
1410,24137,Medium,318,32,752,10,43,5.52
1463,22105,Medium,291,23,564,7,75,5.46
1495,22815,Medium,300,25,717,9,59,7.08
2124,23334,Medium,307,34,769,10,57,5.43
2429,21279,Medium,280,20,590,8,60,6.68
3641,13253,Low,174,11,330,4,29,15.63
3765,11929,Low,157,10,253,3,62,7.79
3783,16966,Low,223,11,427,6,44,8.33
5104,15704,Low,207,15,407,5,50,8.74
5409,20014,Medium,263,18,497,7,49,8.68
1443,28888,High,380,32,1038,14,60,5.65
1510,36112,High,475,45,1294,17,48,8.46
1521,17581,Low,231,15,506,7,53,8.82
1961,21515,Medium,283,28,663,9,35,6.21
2250,20292,Medium,267,26,767,10,36,9.66
2447,20866,Medium,275,22,646,9,49,6.63
2967,30692,High,404,37,1005,13,55,5.61
