Store,City,State,Next Major Touch Program Year,Projected Possession Date
4112,BROWNSVILLE,TX,2025,7/28/2025
4114,LONGVIEW,TX,2025,1/6/2025
4118,SHEPHERDSVILLE,KY,2025,1/13/2025
4140,MIAMI,FL,2025,1/6/2025
4148,CHARLOTTE,NC,2025,4/28/2025
4161,MIAMI,FL,2025,6/30/2025
4169,EL CAJON,CA,2025,4/28/2025
4174,SAN JOSE,CA,2025,4/21/2025
4176,SHERWOOD,OR,2025,1/13/2025
4202,ROSEVILLE,CA,2025,2/3/2025
4206,AUGUSTA,GA,2025,1/6/2025
4210,MOBILE,AL,2025,6/30/2025
4220,VIRGINIA BEACH,VA,2025,7/21/2025
4224,CONOVER,NC,2025,1/13/2025
4233,PHOENIX,AZ,2025,7/21/2025
4244,PARK RAPIDS,MN,2025,1/6/2025
4246,WADENA,MN,2025,8/4/2025
4253,SAUK CENTRE,MN,2025,1/13/2025
4295,ALEXANDRIA,LA,2025,7/28/2025
4303,MIAMI,FL,2025,6/2/2025
4309,ORANGEVALE,CA,2025,7/21/2025
4324,CHANDLER,AZ,2025,2/17/2025
4350,KILMARNOCK,VA,2025,3/17/2025
4355,TAYLOR,AZ,2025,7/14/2025
4365,ORLANDO,FL,2025,4/28/2025
4371,TEXARKANA,TX,2025,7/21/2025
4374,LITCHFIELD,MN,2025,7/28/2025
4377,CRAIG,CO,2025,5/19/2025
4378,ONLEY,VA,2025,7/21/2025
4388,WAYNESBORO,VA,2025,2/3/2025
4390,ENID,OK,2025,1/27/2025
4403,QUEENSBURY,NY,2025,1/20/2025
4404,ETTERS,PA,2025,7/21/2025
4414,SMITHVILLE,TN,2025,1/20/2025
4415,EL PASO,TX,2025,3/10/2025
4430,MARICOPA,AZ,2025,4/14/2025
4439,PAW PAW,MI,2025,8/4/2025
4443,ANDERSON,SC,2025,7/14/2025
4452,GREENVILLE,SC,2025,7/21/2025
4461,LOUISA,KY,2025,7/21/2025
4471,RAWLINS,WY,2025,4/7/2025
4479,PERRYSBURG,OH,2025,4/14/2025
4506,COLUMBIA,SC,2025,5/12/2025
4530,SAVANNAH,GA,2025,4/28/2025
4553,KANSAS CITY,MO,2025,7/14/2025
4556,SAVANNAH,GA,2025,3/24/2025
4569,BOTTINEAU,ND,2025,4/28/2025
4570,NAPANOCH,NY,2025,2/17/2025
4580,VESTAVIA HILLS,AL,2025,6/16/2025
4583,GREENVILLE,SC,2025,2/10/2025
4585,OWASSO,OK,2025,8/4/2025
4599,TIMNATH,CO,2025,1/20/2025
4609,CINCINNATI,OH,2025,1/13/2025
4626,JUNCTION CITY,KS,2025,3/10/2025
4635,CLINTON,TN,2025,7/21/2025
4639,ELIZABETH,CO,2025,7/21/2025
4664,CONWAY,SC,2025,2/3/2025
4734,ARVADA,CO,2025,7/28/2025
4747,NORTHGLENN,CO,2025,5/19/2025
4757,LACEY,WA,2025,2/3/2025
4849,MOUNTAIN IRON,MN,2025,5/5/2025
5007,VACAVILLE,CA,2025,7/21/2025
5012,HAMILTON,NJ,2025,5/19/2025
5013,HIGH POINT,NC,2025,1/27/2025
5028,TOLEDO,OH,2025,7/21/2025
5039,CAMDEN,DE,2025,4/14/2025
5043,MEMPHIS,TN,2025,4/14/2025
5059,HOPKINSVILLE,KY,2025,2/3/2025
5081,MERAUX,LA,2025,1/6/2025
5093,TULSA,OK,2025,4/21/2025
5103,PHILADELPHIA,PA,2025,4/7/2025
5107,MADISON,TN,2025,5/19/2025
5116,LA PORTE,TX,2025,1/13/2025
5137,AURORA,CO,2025,2/24/2025
5145,SAN ANTONIO,TX,2025,7/21/2025
5148,MURFREESBORO,TN,2025,1/27/2025
5152,WEST HILLS,CA,2025,6/9/2025
5156,BEAUMONT,CA,2025,6/16/2025
5165,ALAMO,TX,2025,3/31/2025
5172,PERRY,FL,2025,1/6/2025
5186,GILBERT,AZ,2025,1/6/2025
5190,PHOENIX,AZ,2025,5/26/2025
5193,MORENO VALLEY,CA,2025,3/17/2025
5197,OWENS CROSS ROADS,AL,2025,1/6/2025
5198,TIFTON,GA,2025,4/21/2025
5204,BOSSIER CITY,LA,2025,1/6/2025
5215,DELANO,CA,2025,5/5/2025
5219,LAWRENCE,KS,2025,1/6/2025
5224,SAN ANTONIO,TX,2025,4/7/2025
5226,SAN ANTONIO,TX,2025,7/21/2025
5227,BURKE,VA,2025,6/16/2025
5231,GALT,CA,2025,1/6/2025
5242,CICERO,NY,2025,7/14/2025
5245,SAN ANTONIO,TX,2025,5/12/2025
5248,NORTHPORT,AL,2025,3/3/2025
5276,PALATINE,IL,2025,5/19/2025
5285,CANTON,OH,2025,5/5/2025
5287,SPRING,TX,2025,5/19/2025
5291,COLUMBIA,SC,2025,1/20/2025
5294,MILFORD,CT,2025,8/4/2025
5304,MESA,AZ,2025,6/2/2025
5317,AUSTIN,TX,2025,5/12/2025
5325,MARGATE,FL,2025,4/21/2025
5341,BROOMFIELD,CO,2025,7/28/2025
5355,KENTON,OH,2025,5/12/2025
5360,TITUSVILLE,PA,2025,7/21/2025
5369,GOODYEAR,AZ,2025,4/14/2025
5376,TAWAS CITY,MI,2025,1/20/2025
5382,PASADENA,MD,2025,3/24/2025
5384,BRIDGETON,NJ,2025,5/12/2025
5386,GRAND HAVEN,MI,2025,4/14/2025
5393,GREENSBORO,NC,2025,5/5/2025
5451,CAPE CORAL,FL,2025,3/3/2025
5461,VANCOUVER,WA,2025,5/19/2025
5481,CHARLOTTE,NC,2025,5/5/2025
5489,PEMBROKE,NC,2025,5/12/2025
5495,GLENOLDEN,PA,2025,7/21/2025
5605,PANORAMA CITY,CA,2025,1/13/2025
5606,WOODLAND,CA,2025,3/10/2025
5609,VALLEJO,CA,2025,6/16/2025
5610,SAN RAMON,CA,2025,1/6/2025
5627,GRESHAM,OR,2025,7/21/2025
5628,MONROE,WA,2025,5/26/2025
5632,FRESNO,CA,2025,2/17/2025
5644,IRVINE,CA,2025,1/13/2025
5658,SANTA MARIA,CA,2025,7/21/2025
5659,SANTA MARIA,CA,2025,7/21/2025
5663,JURUPA VALLEY,CA,2025,7/21/2025
5684,LA MESA,CA,2025,7/21/2025
5691,UPLAND,CA,2025,1/13/2025
5701,KERMAN,CA,2025,6/9/2025
5705,GARDEN CITY BEACH,SC,2025,2/10/2025
5713,LAREDO,TX,2025,4/7/2025
5735,GROVETOWN,GA,2025,3/3/2025
5740,MOBILE,AL,2025,3/17/2025
5751,SALINAS,CA,2025,7/7/2025
5752,GARFIELD,NJ,2025,3/31/2025
5754,WILLIAMSBURG,VA,2025,9/23/2024
5755,NORFOLK,VA,2025,4/21/2025
5758,GREENACRES,FL,2025,1/20/2025
5768,TEMPE,AZ,2025,4/14/2025
5793,PONCE,Puerto Rico,2025,1/20/2025
5806,GRAND FORKS,ND,2025,4/21/2025
5808,ELSA,TX,2025,7/28/2025
5809,EDINBURG,TX,2025,1/6/2025
5813,MARTINEZ,GA,2025,7/21/2025
5815,MARIETTA,GA,2025,5/19/2025
5831,LARGO,FL,2025,5/19/2025
5840,OWASSO,OK,2025,8/4/2025
5842,SOUTHGATE,MI,2025,7/7/2025
5843,PATTERSON,CA,2025,7/28/2025
5857,WESTERVILLE,OH,2025,7/21/2025
5859,WASCO,CA,2025,6/23/2025
5864,GARDNERVILLE,NV,2025,5/12/2025
5874,TORRANCE,CA,2025,5/19/2025
5886,ENCINITAS,CA,2025,1/6/2025
5888,CAMP HILL,PA,2025,4/28/2025
5898,CORPUS CHRISTI,TX,2025,4/21/2025
5959,HOUSTON,TX,2025,7/7/2025
5968,WASHINGTON,DC,2025,4/7/2025
5976,BLAINE,MN,2025,7/21/2025
5981,CARMICHAEL,CA,2025,5/12/2025
5982,SACRAMENTO,CA,2025,3/3/2025
5990,WICHITA,KS,2025,5/19/2025
5992,LAKEVILLE,MN,2025,1/27/2025
5993,BEAVERTON,OR,2025,5/19/2025
6098,MCALLEN,TX,2025,7/21/2025
6170,TULSA,OK,2025,2/3/2025
6173,ROBERTSDALE,AL,2025,5/5/2025
6174,SUMMERVILLE,SC,2025,7/21/2025
6176,GREENSBORO,NC,2025,1/20/2025
6263,WINSTON SALEM,NC,2025,7/21/2025
6395,BLUFFTON,SC,2025,8/4/2025
6398,DELTONA,FL,2025,3/10/2025
6476,DANVILLE,IN,2025,1/13/2025
6548,TAMPA,FL,2025,5/5/2025
6576,NORTH AUGUSTA,SC,2025,2/24/2025
6577,SLIDELL,LA,2025,4/21/2025
6588,SLIDELL,LA,2025,7/21/2025
6786,MCALLEN,TX,2025,4/7/2025
6849,BILOXI,MS,2025,1/6/2025
6879,FAYETTEVILLE,NC,2025,4/14/2025
6887,GREENWOOD,SC,2025,1/6/2025
6932,SHREVEPORT,LA,2025,7/21/2025
6951,SUTTON,WV,2025,7/28/2025
6967,LAKE WORTH,FL,2025,5/19/2025
7004,DALLAS,NC,2025,7/7/2025
7020,LA VERGNE,TN,2025,2/10/2025
7098,NEWPORT,NC,2025,7/21/2025
7099,MORGAN CITY,LA,2025,4/21/2025
7162,SURF CITY,NC,2025,5/5/2025
7174,NORTH CHESTERFIELD,VA,2025,1/6/2025
7199,GREAT FALLS,MT,2025,6/9/2025
7205,LEXINGTON,NC,2025,5/5/2025
7209,LUMBERTON,NC,2025,2/17/2025
7220,SAN ANGELO,TX,2025,1/6/2025
7221,NORTH PORT,FL,2025,4/14/2025
7238,GRANTSBORO,NC,2025,5/5/2025
7245,SYLVESTER,GA,2025,3/31/2025
7247,ATMORE,AL,2025,3/24/2025
7262,BATON ROUGE,LA,2025,1/27/2025
7296,HUDSON,NC,2025,5/26/2025
7301,CARENCRO,LA,2025,4/28/2025
7304,MORGANTON,NC,2025,1/27/2025
7315,HICKORY,NC,2025,2/10/2025
7329,SAINT PAULS,NC,2025,7/21/2025
7342,MADISON,AL,2025,5/12/2025
1325,TUCSON,AZ,2026,3/30/2026
1838,LAS VEGAS,NV,2026,12/31/2027
2799,CLINTON,MD,2026,11/23/2026
3562,SADDLE BROOK,NJ,2026,8/17/2026
2633,PISCATAWAY,NJ,2026,10/23/2026
2346,TOA BAJA,Puerto Rico,2026,TBD
2816,NILES,IL,2026,TBD
3598,CEDAR KNOLLS,NJ,2026,TBD
3,COMMERCE,GA,2026,TBD
19,POPLAR BLUFF,MO,2026,TBD
33,NASHVILLE,AR,2026,TBD
34,NEVADA,MO,2026,TBD
36,PARAGOULD,AR,2026,TBD
50,VINITA,OK,2026,TBD
68,WYNNE,AR,2026,TBD
74,OSCEOLA,AR,2026,TBD
75,PINEVILLE,LA,2026,TBD
103,SHAWNEE,OK,2026,TBD
123,SEMINOLE,OK,2026,TBD
133,ASHDOWN,AR,2026,TBD
149,JONESBORO,LA,2026,TBD
158,BONHAM,TX,2026,TBD
165,HENDERSON,TX,2026,TBD
176,RIPLEY,MS,2026,TBD
196,CARBONDALE,IL,2026,TBD
204,PRINCETON,KY,2026,TBD
219,SEDALIA,MO,2026,TBD
231,ADA,OK,2026,TBD
232,ATOKA,OK,2026,TBD
240,COMMERCE,TX,2026,TBD
249,CLEVELAND,TX,2026,TBD
264,DICKSON,TN,2026,TBD
274,IUKA,MS,2026,TBD
285,HUNTSVILLE,TX,2026,TBD
287,JASPER,AL,2026,TBD
297,PORTER,TX,2026,TBD
301,GADSDEN,AL,2026,TBD
302,MURPHYSBORO,IL,2026,TBD
303,HOLLY SPRINGS,MS,2026,TBD
322,BRYAN,TX,2026,TBD
323,MANSFIELD,LA,2026,TBD
330,VICTORIA,TX,2026,TBD
333,BEAVER DAM,KY,2026,TBD
347,INDIANOLA,MS,2026,TBD
374,COWETA,OK,2026,TBD
377,SUMTER,SC,2026,TBD
383,SILSBEE,TX,2026,TBD
391,TUPELO,MS,2026,TBD
399,LONGVIEW,TX,2026,TBD
415,BROUSSARD,LA,2026,TBD
419,PRATT,KS,2026,TBD
425,BRENT,AL,2026,TBD
431,PADUCAH,KY,2026,TBD
449,PORT ARTHUR,TX,2026,TBD
457,VIDOR,TX,2026,TBD
469,LAKE CHARLES,LA,2026,TBD
481,MATTOON,IL,2026,TBD
501,LAUREL,MS,2026,TBD
508,KERRVILLE,TX,2026,TBD
514,AIKEN,SC,2026,TBD
516,GUN BARREL CITY,TX,2026,TBD
521,LAKE CHARLES,LA,2026,TBD
524,KENEDY,TX,2026,TBD
527,ANGLETON,TX,2026,TBD
528,BRADEN RIVER,FL,2026,TBD
542,HOUMA,LA,2026,TBD
550,LAWRENCEVILLE,IL,2026,TBD
557,EMPORIA,KS,2026,TBD
562,LEEDS,AL,2026,TBD
563,ORANGE CITY,FL,2026,TBD
565,CORSICANA,TX,2026,TBD
575,WOODSTOCK,GA,2026,TBD
607,HOBART,OK,2026,TBD
610,STEPHENVILLE,TX,2026,TBD
613,ORMOND BEACH,FL,2026,TBD
614,LAGRANGE,GA,2026,TBD
627,DILLON,SC,2026,TBD
632,MOUNT PLEASANT,SC,2026,TBD
633,KEWANEE,IL,2026,TBD
646,ANAMOSA,IA,2026,TBD
649,TITUSVILLE,FL,2026,TBD
656,SHELBYVILLE,TN,2026,TBD
664,HAYS,KS,2026,TBD
671,LEBANON,TN,2026,TBD
678,NEWPORT,TN,2026,TBD
684,LEXINGTON,TN,2026,TBD
766,FLORENCE,AL,2026,TBD
777,WEST ORANGE,TX,2026,TBD
790,MCCOOK,NE,2026,TBD
791,ALICE,TX,2026,TBD
799,LIBERAL,KS,2026,TBD
809,OXFORD,AL,2026,TBD
820,BOONVILLE,MO,2026,TBD
838,SAND SPRINGS,OK,2026,TBD
869,ALAMOSA,CO,2026,TBD
887,PETAL,MS,2026,TBD
894,TULSA,OK,2026,TBD
905,LONGMONT,CO,2026,TBD
918,MARSHALL,TX,2026,TBD
921,SALIDA,CO,2026,TBD
922,CORYDON,IN,2026,TBD
928,SAINT JOHNS,FL,2026,TBD
929,PORT SAINT LUCIE,FL,2026,TBD
960,DUNNELLON,FL,2026,TBD
961,LA PLACE,LA,2026,TBD
973,FORT PIERCE,FL,2026,TBD
979,SPARTA,WI,2026,TBD
984,CASTLE ROCK,CO,2026,TBD
990,MILTON,FL,2026,TBD
1002,LINTON,IN,2026,TBD
1006,CORDELE,GA,2026,TBD
1010,ROCKINGHAM,NC,2026,TBD
1011,RINCON,GA,2026,TBD
1016,THIBODAUX,LA,2026,TBD
1020,ALBERT LEA,MN,2026,TBD
1028,EAST PEORIA,IL,2026,TBD
1030,LANCASTER,SC,2026,TBD
1036,FOREST CITY,NC,2026,TBD
1085,PORT RICHEY,FL,2026,TBD
1087,STUART,FL,2026,TBD
1097,ABERDEEN,NC,2026,TBD
1109,RAYVILLE,LA,2026,TBD
1130,LAURENS,SC,2026,TBD
1132,ASHEBORO,NC,2026,TBD
1133,ALBEMARLE,NC,2026,TBD
1149,SAFFORD,AZ,2026,TBD
1158,ADAMSVILLE,AL,2026,TBD
1189,BARBOURVILLE,KY,2026,TBD
1191,HILLSBOROUGH,NC,2026,TBD
1195,WAVELAND,MS,2026,TBD
1198,SAN ANTONIO,TX,2026,TBD
1199,AVON,CO,2026,TBD
1218,CASA GRANDE,AZ,2026,TBD
1232,BELTON,TX,2026,TBD
1234,MONTICELLO,KY,2026,TBD
1238,FAYETTEVILLE,NC,2026,TBD
1240,SIERRA VISTA,AZ,2026,TBD
1260,LUCEDALE,MS,2026,TBD
1275,LEBANON,IN,2026,TBD
1286,COLUMBIA,SC,2026,TBD
1290,WILKESBORO,NC,2026,TBD
1296,SAN BENITO,TX,2026,TBD
1300,NEW BERN,NC,2026,TBD
1301,ROANOKE,VA,2026,TBD
1308,LITTLETON,CO,2026,TBD
1315,CHEYENNE,WY,2026,TBD
1342,KENNER,LA,2026,TBD
1349,SUNRISE,FL,2026,TBD
1351,BECKLEY,WV,2026,TBD
1357,SILVER CITY,NM,2026,TBD
1359,NORTH CHARLESTON,SC,2026,TBD
1368,WEST UNION,OH,2026,TBD
1369,PAYSON,AZ,2026,TBD
1399,BEDFORD,VA,2026,TBD
1409,HOUSTON,TX,2026,TBD
1419,FORT WAYNE,IN,2026,TBD
1425,COLUMBIA CITY,IN,2026,TBD
1431,KEOKUK,IA,2026,TBD
1436,GREENACRES,FL,2026,TBD
1441,MASON,OH,2026,TBD
1443,CINCINNATI,OH,2026,TBD
1446,RICE LAKE,WI,2026,TBD
1447,SUPERIOR,WI,2026,TBD
1454,QUINCY,IL,2026,TBD
1464,CHARLOTTE,NC,2026,TBD
1494,CORPUS CHRISTI,TX,2026,TBD
1496,WATERLOO,IA,2026,TBD
1502,ROANOKE RAPIDS,NC,2026,TBD
1506,MANCHESTER,IA,2026,TBD
1517,POMPANO BEACH,FL,2026,TBD
1520,ABERDEEN,SD,2026,TBD
1528,CEDAR RAPIDS,IA,2026,TBD
1537,GETTYSBURG,PA,2026,TBD
1554,STOCKTON,CA,2026,TBD
1566,GOSHEN,IN,2026,TBD
1568,HERMITAGE,PA,2026,TBD
1575,OROVILLE,CA,2026,TBD
1577,BUFFALO,MN,2026,TBD
1588,VICTORVILLE,CA,2026,TBD
1590,HIALEAH,FL,2026,TBD
1591,HARRISBURG,PA,2026,TBD
1594,HEATH,OH,2026,TBD
1605,PENSACOLA,FL,2026,TBD
1615,PITTSBURG,CA,2026,TBD
1619,ROCHESTER,NY,2026,TBD
1620,BREWTON,AL,2026,TBD
1624,BAKERSFIELD,CA,2026,TBD
1633,SARTELL,MN,2026,TBD
1653,WESTON,WV,2026,TBD
1654,BAXTER,MN,2026,TBD
1669,EAU CLAIRE,WI,2026,TBD
1670,WYOMISSING,PA,2026,TBD
1680,KENDALL,FL,2026,TBD
1684,EVERETT,PA,2026,TBD
1686,TAYLORSVILLE,UT,2026,TBD
1690,DECATUR,IL,2026,TBD
1691,OVERLAND PARK,KS,2026,TBD
1692,COLTON,CA,2026,TBD
1697,ELK GROVE,CA,2026,TBD
1702,MELBOURNE,FL,2026,TBD
1704,VACAVILLE,CA,2026,TBD
1710,CLINTON,MS,2026,TBD
1713,CANTON,IL,2026,TBD
1715,EASTON,MD,2026,TBD
1717,WALDORF,MD,2026,TBD
1719,BIG RAPIDS,MI,2026,TBD
1721,IOWA CITY,IA,2026,TBD
1730,TAPPAHANNOCK,VA,2026,TBD
1738,HUTCHINSON,MN,2026,TBD
1752,BAY CITY,MI,2026,TBD
1767,SHALLOTTE,NC,2026,TBD
1777,READING,PA,2026,TBD
1786,EAGAN,MN,2026,TBD
1790,MONROE,MI,2026,TBD
1794,BLOOMSBURG,PA,2026,TBD
1804,FORT WAYNE,IN,2026,TBD
1813,NEWARK,NY,2026,TBD
1825,MANASSAS,VA,2026,TBD
1827,PARK CITY,UT,2026,TBD
1829,MARION,SC,2026,TBD
1830,AUBURN,NY,2026,TBD
1835,VESTAL,NY,2026,TBD
1836,ADRIAN,MI,2026,TBD
1840,MANTECA,CA,2026,TBD
1842,GREENSBORO,NC,2026,TBD
1844,TOMS RIVER,NJ,2026,TBD
1846,DOUGLAS,AZ,2026,TBD
1852,WOODBRIDGE,VA,2026,TBD
1853,HEMET,CA,2026,TBD
1854,HATILLO,Puerto Rico,2026,TBD
1868,AUBURN,ME,2026,TBD
1870,PULLMAN,WA,2026,TBD
1877,PORTERVILLE,CA,2026,TBD
1881,ANTELOPE,CA,2026,TBD
1887,MONTOURSVILLE,PA,2026,TBD
1893,BOWIE,MD,2026,TBD
1895,FAIRLAWN,OH,2026,TBD
1899,RIVERSIDE,CA,2026,TBD
1903,YUBA CITY,CA,2026,TBD
1909,NIAGARA FALLS,NY,2026,TBD
1916,COCONUT CREEK,FL,2026,TBD
1917,SANTEE,CA,2026,TBD
1918,BELLINGHAM,MA,2026,TBD
1920,SALEM,OR,2026,TBD
1930,PLAISTOW,NH,2026,TBD
1933,NORTHLAKE,IL,2026,TBD
1945,MANSFIELD,PA,2026,TBD
1947,OMAK,WA,2026,TBD
1952,FRIDLEY,MN,2026,TBD
1962,KOKOMO,IN,2026,TBD
1963,TURLOCK,CA,2026,TBD
1964,WESTERLY,RI,2026,TBD
1971,ROCHESTER,MN,2026,TBD
1988,ROSEVILLE,CA,2026,TBD
1990,DELAWARE,OH,2026,TBD
2002,GILROY,CA,2026,TBD
2009,ABINGDON,MD,2026,TBD
2010,NILES,MI,2026,TBD
2024,TUNKHANNOCK,PA,2026,TBD
2026,PONCE,Puerto Rico,2026,TBD
2028,RIVERSIDE,CA,2026,TBD
2041,PENNSVILLE,NJ,2026,TBD
2048,FAIRFIELD,CA,2026,TBD
2049,ALTOONA,PA,2026,TBD
2055,CONCORD,NH,2026,TBD
2064,MILFORD,PA,2026,TBD
2080,BATTLE CREEK,MI,2026,TBD
2087,VADNAIS HEIGHTS,MN,2026,TBD
2089,BRISTOL,VA,2026,TBD
2090,FRANKLIN,NJ,2026,TBD
2091,DORAL,FL,2026,TBD
2094,VISTA,CA,2026,TBD
2096,WARMINSTER,PA,2026,TBD
2097,HUDSON,NY,2026,TBD
2103,WALPOLE,MA,2026,TBD
2104,NEWBURGH,NY,2026,TBD
2106,RENO,NV,2026,TBD
2109,MILLVILLE,NJ,2026,TBD
2118,LUNENBURG,MA,2026,TBD
2123,TEXARKANA,TX,2026,TBD
2127,WAUSAU,WI,2026,TBD
2128,HALIFAX,MA,2026,TBD
2134,CHARLOTTE,NC,2026,TBD
2139,LYNN,MA,2026,TBD
2144,TORRINGTON,CT,2026,TBD
2146,AMSTERDAM,NY,2026,TBD
2150,SAN DIEGO,CA,2026,TBD
2153,BIDDEFORD,ME,2026,TBD
2156,MIDDLE ISLAND,NY,2026,TBD
2161,PLEASANTON,CA,2026,TBD
2169,LEHIGHTON,PA,2026,TBD
2170,NORWICH,CT,2026,TBD
2177,SAN DIEGO,CA,2026,TBD
2184,SEEKONK,MA,2026,TBD
2185,SELINSGROVE,PA,2026,TBD
2187,WENATCHEE,WA,2026,TBD
2194,ALEXANDRIA,VA,2026,TBD
2196,PORT ANGELES,WA,2026,TBD
2200,GROTON,CT,2026,TBD
2205,YORK,PA,2026,TBD
2207,MIDVALE,UT,2026,TBD
2222,TEWKSBURY,MA,2026,TBD
2224,WILLISTON,VT,2026,TBD
2228,PITTSFIELD,MA,2026,TBD
2230,STATE COLLEGE,PA,2026,TBD
2232,BRANFORD,CT,2026,TBD
2236,HARLEYSVILLE,PA,2026,TBD
2239,SAN ANTONIO,TX,2026,TBD
2244,HUNTINGTON,WV,2026,TBD
2245,OCEANSIDE,CA,2026,TBD
2247,CARY,NC,2026,TBD
2248,CATONSVILLE,MD,2026,TBD
2253,EL CAJON,CA,2026,TBD
2254,HAMMONTON,NJ,2026,TBD
2274,FOREST LAKE,MN,2026,TBD
2275,OXFORD,OH,2026,TBD
2284,NAUGATUCK,CT,2026,TBD
2291,CHULA VISTA,CA,2026,TBD
2294,FLEMINGTON,NJ,2026,TBD
2297,STEVENSON RANCH,CA,2026,TBD
2299,CROMWELL,CT,2026,TBD
2300,PITTSBURGH,PA,2026,TBD
2307,SOUTH JORDAN,UT,2026,TBD
2309,WEST CHESTER,OH,2026,TBD
2315,DALLAS,OR,2026,TBD
2319,OAK HARBOR,WA,2026,TBD
2330,ROCHESTER,NH,2026,TBD
2331,WATERFORD,CT,2026,TBD
2332,SAINT ALBANS,VT,2026,TBD
2336,PLYMOUTH,MA,2026,TBD
2337,ROCKY MOUNT,VA,2026,TBD
2338,TRAVERSE CITY,MI,2026,TBD
2340,EPHRATA,PA,2026,TBD
2355,WILLIAMSVILLE,NY,2026,TBD
2366,NORTH ATTLEBORO,MA,2026,TBD
2373,WARWICK,RI,2026,TBD
2393,MOORE,OK,2026,TBD
2394,OKLAHOMA CITY,OK,2026,TBD
2395,TULSA,OK,2026,TBD
2398,NEWINGTON,NH,2026,TBD
2399,MANCHESTER,NH,2026,TBD
2405,HAMBURG,NY,2026,TBD
2418,PLACERVILLE,CA,2026,TBD
2421,SAINT CROIX FALLS,WI,2026,TBD
2422,SAINT HELENS,OR,2026,TBD
2436,SYKESVILLE,MD,2026,TBD
2437,WARRENTON,VA,2026,TBD
2444,ONEIDA,NY,2026,TBD
2445,HATFIELD,PA,2026,TBD
2457,RANCHO CORDOVA,CA,2026,TBD
2459,SARASOTA,FL,2026,TBD
2464,SACRAMENTO,CA,2026,TBD
2472,WINSTON SALEM,NC,2026,TBD
2474,KEYSER,WV,2026,TBD
2479,SAN DIEGO,CA,2026,TBD
2482,MESA,AZ,2026,TBD
2484,CLEWISTON,FL,2026,TBD
2487,CORONA,CA,2026,TBD
2492,PENDLETON,OR,2026,TBD
2496,BOONE,NC,2026,TBD
2502,LATROBE,PA,2026,TBD
2507,SANTA MARIA,CA,2026,TBD
2512,PHOENIX,AZ,2026,TBD
2514,POCOMOKE CITY,MD,2026,TBD
2529,VIRGINIA BEACH,VA,2026,TBD
2531,MOHEGAN LAKE,NY,2026,TBD
2538,EUGENE,OR,2026,TBD
2547,MONTICELLO,NY,2026,TBD
2551,MOUNT AIRY,MD,2026,TBD
2565,MADISON HEIGHTS,VA,2026,TBD
2568,PANORAMA CITY,CA,2026,TBD
2581,CAMILLUS,NY,2026,TBD
2586,CHEEKTOWAGA,NY,2026,TBD
2590,HILLSBORO,OR,2026,TBD
2591,PEMBROKE PINES,FL,2026,TBD
2604,NEWTON,NJ,2026,TBD
2614,TEMPLE,PA,2026,TBD
2618,COMMERCE,MI,2026,TBD
2627,TAMPA,FL,2026,TBD
2630,JESUP,GA,2026,TBD
2642,APPLE VALLEY,MN,2026,TBD
2647,WOODSTOCK,VA,2026,TBD
2648,SAN LEANDRO,CA,2026,TBD
2663,EBENSBURG,PA,2026,TBD
2674,GREENVILLE,PA,2026,TBD
2678,MISHAWAKA,IN,2026,TBD
2683,HADLEY,MA,2026,TBD
2690,MADISON,AL,2026,TBD
2700,WHITE LAKE,MI,2026,TBD
2712,MYRTLE BEACH,SC,2026,TBD
2719,BRISTOL,CT,2026,TBD
2729,FORT COLLINS,CO,2026,TBD
2747,WARWICK,RI,2026,TBD
2756,FREDERICK,MD,2026,TBD
2758,PLYMOUTH,NH,2026,TBD
2762,FAIRLAWN,VA,2026,TBD
2763,DONNA,TX,2026,TBD
2765,LOS FRESNOS,TX,2026,TBD
2785,VICTOR,NY,2026,TBD
2789,BOYNTON BEACH,FL,2026,TBD
2797,STURBRIDGE,MA,2026,TBD
2806,BOILING SPRINGS,SC,2026,TBD
2808,MIDLOTHIAN,VA,2026,TBD
2825,OLD BRIDGE,NJ,2026,TBD
2832,HARDEEVILLE,SC,2026,TBD
2835,SAN ANTONIO,TX,2026,TBD
2844,CLIFTON PARK,NY,2026,TBD
2845,SILER CITY,NC,2026,TBD
2859,ROCHESTER,NY,2026,TBD
2870,MYRTLE BEACH,SC,2026,TBD
2871,CINNAMINSON,NJ,2026,TBD
2877,OKLAHOMA CITY,OK,2026,TBD
2878,OKLAHOMA CITY,OK,2026,TBD
2880,TULSA,OK,2026,TBD
2898,OLD SAYBROOK,CT,2026,TBD
2899,AVON,CT,2026,TBD
2901,NORTHAMPTON,MA,2026,TBD
2906,RIVERHEAD,NY,2026,TBD
2909,CORRY,PA,2026,TBD
2915,EAST SETAUKET,NY,2026,TBD
2919,MONROE,LA,2026,TBD
2923,BILLINGS,MT,2026,TBD
2925,NAPA,CA,2026,TBD
2928,GOOSE CREEK,SC,2026,TBD
2929,HOPE MILLS,NC,2026,TBD
2944,DELAND,FL,2026,TBD
2954,NORWALK,CT,2026,TBD
2967,FT WRIGHT,KY,2026,TBD
2975,GARLAND,TX,2026,TBD
2986,NEENAH,WI,2026,TBD
2987,DAVIE,FL,2026,TBD
3060,YAZOO CITY,MS,2026,TBD
3072,SNELLVILLE,GA,2026,TBD
3090,ROCKLIN,CA,2026,TBD
3126,CENTENNIAL,CO,2026,TBD
3127,DENVER,CO,2026,TBD
