Store Number,WM Item #,Item Desc,Kayak Type,# Pallets,Total Qty,DTS PO #,MABD
3258,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216281,45360
3258,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,4,32,818216281,45360
3258,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216281,45360
3258,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216281,45360
3258,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216281,45360
3258,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216281,45360
3258,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216281,45360
3258,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216281,45360
3258,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216281,45360
678,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216328,45367
678,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216328,45367
678,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216328,45367
678,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216328,45367
678,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216328,45367
678,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216328,45367
678,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216328,45367
678,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216328,45367
678,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216328,45367
738,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216059,45360
738,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216059,45360
738,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216059,45360
738,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216059,45360
738,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216059,45360
738,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216059,45360
738,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216059,45360
738,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216059,45360
738,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216059,45360
1147,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216094,45360
1147,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216094,45360
1147,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216094,45360
1147,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216094,45360
1147,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216094,45360
1147,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216094,45360
1147,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216094,45360
1147,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216094,45360
1147,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216094,45360
1147,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216094,45360
1147,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216094,45360
1147,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216094,45360
1543,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216061,45381
1543,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216061,45381
1543,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216061,45381
1543,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216061,45381
1543,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216061,45381
1543,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216061,45381
1543,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216061,45381
1543,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216061,45381
1709,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216270,45381
1709,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216270,45381
1709,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216270,45381
1709,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216270,45381
1709,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216270,45381
1709,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216270,45381
1709,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216270,45381
1709,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,2,12,818216270,45381
1709,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216270,45381
4247,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216255,45381
4247,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216255,45381
4247,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216255,45381
4247,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216255,45381
4247,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216255,45381
4247,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216255,45381
4247,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216255,45381
4247,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216255,45381
4247,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216255,45381
4247,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216255,45381
4247,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216255,45381
2894,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216376,45367
2894,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216376,45367
2894,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216376,45367
2894,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216376,45367
2894,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216376,45367
2894,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216376,45367
2894,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216376,45367
2894,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216376,45367
2894,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216376,45367
3830,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216070,45367
3830,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216070,45367
3830,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216070,45367
3830,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216070,45367
3830,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,4,32,818216070,45367
3830,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216070,45367
3830,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216070,45367
3830,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216070,45367
3830,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216070,45367
3830,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216070,45367
3830,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216070,45367
3830,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216070,45367
4696,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216230,45381
4696,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216230,45381
4696,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216230,45381
4696,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216230,45381
4696,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216230,45381
4696,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216230,45381
4696,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216230,45381
4696,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216230,45381
4696,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216230,45381
4696,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216230,45381
4696,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216230,45381
4696,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216230,45381
2030,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818215976,45353
2030,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818215976,45353
2030,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818215976,45353
2030,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818215976,45353
2030,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818215976,45353
2030,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818215976,45353
2030,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818215976,45353
2030,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818215976,45353
2030,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818215976,45353
2030,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818215976,45353
2030,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818215976,45353
2007,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216387,45367
2007,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216387,45367
2007,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216387,45367
2007,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216387,45367
2007,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216387,45367
2007,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216387,45367
2007,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216387,45367
2007,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216387,45367
2007,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216387,45367
2610,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216090,45367
2610,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216090,45367
2610,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216090,45367
2610,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216090,45367
2610,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216090,45367
2610,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216090,45367
2610,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216090,45367
2610,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216090,45367
2610,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216090,45367
2610,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216090,45367
2610,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216090,45367
2610,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216090,45367
2610,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216090,45367
264,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216315,45360
264,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216315,45360
264,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216315,45360
264,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216315,45360
264,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216315,45360
264,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216315,45360
264,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216315,45360
264,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216315,45360
264,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216315,45360
264,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216315,45360
264,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216315,45360
264,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216315,45360
264,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216315,45360
842,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216301,45374
842,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,3,24,818216301,45374
842,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216301,45374
842,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,4,32,818216301,45374
842,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216301,45374
842,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216301,45374
842,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216301,45374
842,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216301,45374
1951,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216053,45367
1951,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216053,45367
1951,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216053,45367
1951,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216053,45367
1951,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216053,45367
1951,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216053,45367
1951,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216053,45367
1951,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216053,45367
1951,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216053,45367
1951,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216053,45367
1951,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216053,45367
1951,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216053,45367
668,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216068,45360
668,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216068,45360
668,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216068,45360
668,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216068,45360
668,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216068,45360
668,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216068,45360
668,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216068,45360
668,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216068,45360
668,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216068,45360
668,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216068,45360
668,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216068,45360
668,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216068,45360
2196,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216057,45360
2196,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216057,45360
2196,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216057,45360
2196,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216057,45360
2196,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216057,45360
2196,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216057,45360
2196,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216057,45360
2196,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216057,45360
2196,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216057,45360
2196,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216057,45360
2196,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216057,45360
2196,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216057,45360
1159,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216148,45367
1159,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216148,45367
1159,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216148,45367
1159,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216148,45367
1159,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216148,45367
1159,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216148,45367
1159,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216148,45367
1159,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216148,45367
1159,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216148,45367
2278,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216025,45374
2278,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216025,45374
2278,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216025,45374
2278,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216025,45374
2278,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216025,45374
2278,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216025,45374
2278,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216025,45374
2278,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216025,45374
2278,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216025,45374
2476,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216217,45367
2476,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,3,24,818216217,45367
2476,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216217,45367
2476,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216217,45367
2476,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,4,28,818216217,45367
2476,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216217,45367
2476,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216217,45367
2476,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216217,45367
3801,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216382,45360
3801,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216382,45360
3801,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216382,45360
3801,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216382,45360
3801,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216382,45360
3801,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216382,45360
3801,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216382,45360
3801,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216382,45360
3801,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216382,45360
4403,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216179,45381
4403,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,3,24,818216179,45381
4403,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216179,45381
4403,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216179,45381
4403,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216179,45381
4403,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216179,45381
4403,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216179,45381
4403,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216179,45381
1880,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216276,45360
1880,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216276,45360
1880,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216276,45360
1880,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216276,45360
1880,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216276,45360
1880,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216276,45360
1880,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216276,45360
1880,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216276,45360
1880,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216276,45360
2338,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216285,45381
2338,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216285,45381
2338,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216285,45381
2338,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216285,45381
2338,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216285,45381
2338,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216285,45381
2338,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216285,45381
2338,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216285,45381
2338,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216285,45381
2338,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216285,45381
2338,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216285,45381
2338,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216285,45381
2753,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216225,45360
2753,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216225,45360
2753,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216225,45360
2753,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216225,45360
2753,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216225,45360
2753,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216225,45360
2753,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216225,45360
2753,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216225,45360
2753,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216225,45360
2753,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216225,45360
2753,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216225,45360
5275,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216130,45360
5275,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216130,45360
5275,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216130,45360
5275,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216130,45360
5275,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,4,32,818216130,45360
5275,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216130,45360
5275,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216130,45360
5275,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216130,45360
5275,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216130,45360
5275,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216130,45360
5275,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216130,45360
5275,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216130,45360
166,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216321,45367
166,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216321,45367
166,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216321,45367
166,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,4,32,818216321,45367
166,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216321,45367
166,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,4,28,818216321,45367
166,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216321,45367
166,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216321,45367
1466,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216346,45367
1466,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,3,24,818216346,45367
1466,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216346,45367
1466,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216346,45367
1466,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216346,45367
1466,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216346,45367
1466,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216346,45367
1466,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216346,45367
238,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216036,45360
238,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216036,45360
238,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216036,45360
238,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216036,45360
238,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216036,45360
238,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216036,45360
