Market,Region,Store Nbr,Tier,Details
225,21,1521,Tier 1,ISA On in Total Store
15,14,3119,Tier 1,ISA On in Total Store
507,64,4585,Tier 2,GM Pause
77,6,901,Tier 1,ISA On in Total Store
168,22,3563,Tier 1,ISA On in Total Store
479,5,5316,Tier 1,ISA On in Total Store
262,25,1307,Tier 1,ISA On in Total Store
499,59,7062,Tier 1,ISA On in Total Store
322,42,2,Tier 1,ISA On in Total Store
304,4,1060,Tier 1,ISA On in Total Store
544,72,5459,Tier 1,ISA On in Total Store
92,9,956,Tier 1,ISA On in Total Store
168,22,2614,Tier 1,ISA On in Total Store
582,54,4689,Tier 1,ISA On in Total Store
136,12,699,Tier 1,ISA On in Total Store
119,2,663,Tier 1,ISA On in Total Store
190,17,1835,Tier 1,ISA On in Total Store
461,57,5193,Tier 1,ISA On in Total Store
264,25,1898,Tier 2,GM Pause
412,52,4246,Tier 1,ISA On in Total Store
369,46,6477,Tier 1,ISA On in Total Store
44,5,3631,Tier 1,ISA On in Total Store
506,6,2864,Tier 1,ISA On in Total Store
498,59,5908,Tier 2,GM Pause
108,9,2789,Tier 1,ISA On in Total Store
357,40,179,Tier 1,ISA On in Total Store
21,2,3,Tier 1,ISA On in Total Store
299,26,2836,Tier 2,GM Pause
306,4,1156,Tier 1,ISA On in Total Store
526,64,2451,Tier 1,ISA On in Total Store
122,2,2065,Tier 1,ISA On in Total Store
496,59,7098,Tier 1,ISA On in Total Store
47,44,49,Tier 1,ISA On in Total Store
59,6,744,Tier 1,ISA On in Total Store
438,53,5373,Tier 1,ISA On in Total Store
504,64,7349,Tier 1,ISA On in Total Store
286,75,2647,Tier 1,ISA On in Total Store
479,5,2980,Tier 1,ISA On in Total Store
58,64,3392,Tier 1,ISA On in Total Store
200,19,1923,Tier 1,ISA On in Total Store
151,12,3017,Tier 1,ISA On in Total Store
180,16,2681,Tier 2,GM Pause
515,61,5600,Tier 1,ISA On in Total Store
51,5,2973,Tier 2,GM Pause
496,59,5279,Tier 1,ISA On in Total Store
178,22,3212,Tier 1,ISA On in Total Store
306,4,2134,Tier 2,GM Pause
207,19,1913,Tier 1,ISA On in Total Store
484,57,5154,Tier 1,ISA On in Total Store
248,21,5025,Tier 1,ISA On in Total Store
160,16,2953,Tier 1,ISA On in Total Store
344,44,134,Tier 1,ISA On in Total Store
18,2,1122,Tier 1,ISA On in Total Store
209,20,1863,Tier 1,ISA On in Total Store
455,56,5136,Tier 1,ISA On in Total Store
131,13,401,Tier 1,ISA On in Total Store
468,56,1772,Tier 1,ISA On in Total Store
226,17,4276,Tier 2,GM Pause
222,21,1333,Tier 1,ISA On in Total Store
221,21,1503,Tier 2,GM Pause
340,40,2213,Tier 1,ISA On in Total Store
441,53,1138,Tier 2,GM Pause
135,42,23,Tier 2,GM Pause
60,6,2439,Tier 1,ISA On in Total Store
406,47,770,Tier 1,ISA On in Total Store
364,46,1299,Tier 1,ISA On in Total Store
125,13,912,Tier 2,GM Pause
492,72,3593,Tier 2,GM Pause
134,13,312,Tier 2,GM Pause
424,52,2274,Tier 2,GM Pause
29,4,635,Tier 1,ISA On in Total Store
326,42,169,Tier 2,GM Pause
45,5,412,Tier 1,ISA On in Total Store
53,5,5092,Tier 1,ISA On in Total Store
4,12,114,Tier 2,GM Pause
86,6,3058,Tier 1,ISA On in Total Store
152,41,4414,Tier 1,ISA On in Total Store
90,9,4365,Tier 1,ISA On in Total Store
111,9,2081,Tier 1,ISA On in Total Store
441,53,3857,Tier 2,GM Pause
66,13,521,Tier 1,ISA On in Total Store
385,46,835,Tier 1,ISA On in Total Store
375,46,869,Tier 1,ISA On in Total Store
204,19,1428,Tier 1,ISA On in Total Store
256,41,1165,Tier 1,ISA On in Total Store
251,25,4235,Tier 1,ISA On in Total Store
389,47,3382,Tier 1,ISA On in Total Store
442,53,1571,Tier 1,ISA On in Total Store
216,20,2852,Tier 1,ISA On in Total Store
272,25,435,Tier 1,ISA On in Total Store
311,20,1763,Tier 1,ISA On in Total Store
394,57,2483,Tier 2,GM Pause
254,41,3363,Tier 1,ISA On in Total Store
509,59,6243,Tier 1,ISA On in Total Store
435,53,5668,Tier 1,ISA On in Total Store
137,12,409,Tier 2,GM Pause
168,22,1777,Tier 1,ISA On in Total Store
511,56,2161,Tier 2,GM Pause
283,75,3035,Tier 1,ISA On in Total Store
149,12,1075,Tier 2,GM Pause
384,46,2652,Tier 1,ISA On in Total Store
450,56,2117,Tier 1,ISA On in Total Store
204,19,2644,Tier 1,ISA On in Total Store
360,40,2857,Tier 1,ISA On in Total Store
26,2,3471,Tier 1,ISA On in Total Store
192,17,1744,Tier 2,GM Pause
492,72,6943,Tier 1,ISA On in Total Store
61,6,5388,Tier 1,ISA On in Total Store
583,5,5823,Tier 1,ISA On in Total Store
82,5,5317,Tier 1,ISA On in Total Store
324,42,85,Tier 2,GM Pause
394,57,2592,Tier 1,ISA On in Total Store
50,5,880,Tier 1,ISA On in Total Store
423,52,5992,Tier 2,GM Pause
45,5,1044,Tier 1,ISA On in Total Store
256,41,589,Tier 2,GM Pause
138,14,1069,Tier 2,GM Pause
451,56,2280,Tier 1,ISA On in Total Store
370,46,2113,Tier 1,ISA On in Total Store
473,60,2016,Tier 1,ISA On in Total Store
268,25,1892,Tier 1,ISA On in Total Store
85,6,322,Tier 2,GM Pause
450,56,5710,Tier 1,ISA On in Total Store
253,41,282,Tier 1,ISA On in Total Store
311,20,1302,Tier 1,ISA On in Total Store
477,60,4221,Tier 1,ISA On in Total Store
91,9,943,Tier 2,GM Pause
488,72,5759,Tier 1,ISA On in Total Store
38,4,2703,Tier 1,ISA On in Total Store
15,14,5872,Tier 1,ISA On in Total Store
53,5,2105,Tier 2,GM Pause
143,13,970,Tier 1,ISA On in Total Store
151,12,314,Tier 2,GM Pause
502,59,3880,Tier 1,ISA On in Total Store
385,46,850,Tier 1,ISA On in Total Store
335,40,69,Tier 1,ISA On in Total Store
267,25,5402,Tier 2,GM Pause
508,75,5129,Tier 1,ISA On in Total Store
26,2,937,Tier 1,ISA On in Total Store
569,6,1041,Tier 1,ISA On in Total Store
97,3,1077,Tier 1,ISA On in Total Store
423,52,5977,Tier 1,ISA On in Total Store
379,47,1045,Tier 2,GM Pause
423,52,1855,Tier 1,ISA On in Total Store
351,44,276,Tier 2,GM Pause
468,56,2320,Tier 1,ISA On in Total Store
260,41,507,Tier 2,GM Pause
334,42,48,Tier 1,ISA On in Total Store
294,2,4334,Tier 1,ISA On in Total Store
104,9,5772,Tier 1,ISA On in Total Store
439,53,1430,Tier 2,GM Pause
203,19,5048,Tier 1,ISA On in Total Store
503,6,249,Tier 1,ISA On in Total Store
504,64,6851,Tier 1,ISA On in Total Store
2,14,670,Tier 1,ISA On in Total Store
542,64,3745,Tier 1,ISA On in Total Store
514,60,2385,Tier 1,ISA On in Total Store
39,2,624,Tier 2,GM Pause
221,21,1504,Tier 1,ISA On in Total Store
141,13,1106,Tier 1,ISA On in Total Store
269,25,3891,Tier 1,ISA On in Total Store
137,12,662,Tier 1,ISA On in Total Store
102,72,6968,Tier 2,GM Pause
544,72,5256,Tier 1,ISA On in Total Store
334,42,888,Tier 2,GM Pause
409,44,3283,Tier 2,GM Pause
275,25,1690,Tier 1,ISA On in Total Store
445,57,1879,Tier 1,ISA On in Total Store
279,25,796,Tier 1,ISA On in Total Store
175,17,3078,Tier 2,GM Pause
541,64,7262,Tier 1,ISA On in Total Store
67,6,2257,Tier 2,GM Pause
62,6,915,Tier 1,ISA On in Total Store
466,57,5644,Tier 1,ISA On in Total Store
118,9,6190,Tier 1,ISA On in Total Store
557,61,5110,Tier 1,ISA On in Total Store
110,9,6397,Tier 1,ISA On in Total Store
549,72,3862,Tier 1,ISA On in Total Store
482,25,1655,Tier 1,ISA On in Total Store
181,16,2682,Tier 1,ISA On in Total Store
388,54,1280,Tier 1,ISA On in Total Store
299,26,1664,Tier 1,ISA On in Total Store
433,47,645,Tier 1,ISA On in Total Store
387,46,868,Tier 1,ISA On in Total Store
432,47,5361,Tier 2,GM Pause
369,46,5330,Tier 1,ISA On in Total Store
448,57,1660,Tier 1,ISA On in Total Store
38,4,7188,Tier 1,ISA On in Total Store
108,9,1916,Tier 1,ISA On in Total Store
232,22,2185,Tier 2,GM Pause
66,13,384,Tier 1,ISA On in Total Store
11,14,1052,Tier 2,GM Pause
445,57,4392,Tier 2,GM Pause
445,57,1588,Tier 2,GM Pause
93,3,3877,Tier 2,GM Pause
388,54,1058,Tier 2,GM Pause
526,64,6587,Tier 1,ISA On in Total Store
442,53,3247,Tier 1,ISA On in Total Store
383,54,2607,Tier 1,ISA On in Total Store
429,47,1326,Tier 1,ISA On in Total Store
89,9,959,Tier 1,ISA On in Total Store
196,53,2338,Tier 1,ISA On in Total Store
238,19,2818,Tier 2,GM Pause
47,44,427,Tier 1,ISA On in Total Store
481,61,5664,Tier 2,GM Pause
561,64,3015,Tier 2,GM Pause
149,12,673,Tier 2,GM Pause
503,6,275,Tier 2,GM Pause
385,46,831,Tier 1,ISA On in Total Store
267,25,2204,Tier 1,ISA On in Total Store
551,61,5661,Tier 1,ISA On in Total Store
546,72,4525,Tier 1,ISA On in Total Store
239,21,2035,Tier 2,GM Pause
551,61,5008,Tier 1,ISA On in Total Store
16,3,614,Tier 1,ISA On in Total Store
156,16,4387,Tier 2,GM Pause
362,40,2855,Tier 1,ISA On in Total Store
41,4,4420,Tier 1,ISA On in Total Store
217,21,1239,Tier 2,GM Pause
353,44,743,Tier 1,ISA On in Total Store
233,22,3501,Tier 1,ISA On in Total Store
306,4,2005,Tier 1,ISA On in Total Store
45,5,265,Tier 1,ISA On in Total Store
811,29,5793,Tier 2,GM Pause
46,5,398,Tier 1,ISA On in Total Store
479,5,421,Tier 1,ISA On in Total Store
559,72,4159,Tier 2,GM Pause
205,19,3632,Tier 2,GM Pause
145,12,4533,Tier 2,GM Pause
22,2,594,Tier 1,ISA On in Total Store
436,53,2421,Tier 2,GM Pause
294,2,1179,Tier 2,GM Pause
550,61,3144,Tier 2,GM Pause
96,72,4142,Tier 2,GM Pause
362,40,2955,Tier 1,ISA On in Total Store
371,46,1512,Tier 2,GM Pause
48,5,804,Tier 2,GM Pause
215,20,3722,Tier 1,ISA On in Total Store
445,57,4340,Tier 2,GM Pause
195,17,2586,Tier 1,ISA On in Total Store
93,3,697,Tier 1,ISA On in Total Store
425,53,982,Tier 2,GM Pause
24,2,878,Tier 2,GM Pause
176,17,5178,Tier 1,ISA On in Total Store
356,44,4615,Tier 2,GM Pause
48,5,228,Tier 1,ISA On in Total Store
344,44,227,Tier 1,ISA On in Total Store
67,6,5045,Tier 2,GM Pause
482,25,1601,Tier 1,ISA On in Total Store
557,61,5206,Tier 2,GM Pause
213,19,1628,Tier 2,GM Pause
352,44,137,Tier 2,GM Pause
498,59,4432,Tier 1,ISA On in Total Store
394,57,2884,Tier 2,GM Pause
441,53,1267,Tier 2,GM Pause
507,64,3340,Tier 1,ISA On in Total Store
562,64,7357,Tier 1,ISA On in Total Store
349,44,1116,Tier 1,ISA On in Total Store
218,21,1564,Tier 1,ISA On in Total Store
218,21,3486,Tier 2,GM Pause
462,57,1941,Tier 2,GM Pause
391,47,3582,Tier 1,ISA On in Total Store
94,3,563,Tier 1,ISA On in Total Store
164,17,2905,Tier 2,GM Pause
149,12,3137,Tier 2,GM Pause
268,25,1681,Tier 1,ISA On in Total Store
282,75,3481,Tier 2,GM Pause
74,5,1272,Tier 1,ISA On in Total Store
14,14,1620,Tier 1,ISA On in Total Store
452,56,3493,Tier 2,GM Pause
109,9,5325,Tier 1,ISA On in Total Store
315,75,1726,Tier 1,ISA On in Total Store
499,59,6233,Tier 2,GM Pause
367,46,1240,Tier 2,GM Pause
436,53,3245,Tier 2,GM Pause
543,64,5774,Tier 1,ISA On in Total Store
94,3,857,Tier 1,ISA On in Total Store
7,14,734,Tier 1,ISA On in Total Store
140,13,365,Tier 2,GM Pause
163,17,2965,Tier 2,GM Pause
191,17,5242,Tier 2,GM Pause
27,3,5797,Tier 2,GM Pause
37,4,2712,Tier 1,ISA On in Total Store
543,64,5776,Tier 2,GM Pause
553,9,3235,Tier 2,GM Pause
301,26,1641,Tier 1,ISA On in Total Store
304,4,1337,Tier 2,GM Pause
373,46,5186,Tier 2,GM Pause
405,46,1439,Tier 1,ISA On in Total Store
120,2,2988,Tier 2,GM Pause
197,19,1790,Tier 2,GM Pause
59,6,297,Tier 2,GM Pause
247,21,1329,Tier 1,ISA On in Total Store
447,57,4317,Tier 2,GM Pause
311,20,154,Tier 2,GM Pause
566,59,4589,Tier 2,GM Pause
296,26,1579,Tier 1,ISA On in Total Store
366,46,1324,Tier 1,ISA On in Total Store
288,75,3219,Tier 2,GM Pause
367,46,3884,Tier 2,GM Pause
451,56,2002,Tier 2,GM Pause
86,6,3106,Tier 1,ISA On in Total Store
299,26,5046,Tier 2,GM Pause
0,0,4184,Tier 1,ISA On in Total Store
282,75,5382,Tier 2,GM Pause
93,3,1847,Tier 2,GM Pause
387,46,1357,Tier 1,ISA On in Total Store
1,14,853,Tier 2,GM Pause
286,75,3573,Tier 1,ISA On in Total Store
315,75,5117,Tier 1,ISA On in Total Store
309,26,1255,Tier 2,GM Pause
239,21,2388,Tier 2,GM Pause
49,5,471,Tier 1,ISA On in Total Store
336,40,815,Tier 2,GM Pause
463,57,1805,Tier 2,GM Pause
260,41,720,Tier 2,GM Pause
65,6,344,Tier 2,GM Pause
378,54,953,Tier 1,ISA On in Total Store
410,44,2893,Tier 1,ISA On in Total Store
439,53,2958,Tier 2,GM Pause
151,12,5057,Tier 2,GM Pause
291,75,1852,Tier 1,ISA On in Total Store
357,40,173,Tier 1,ISA On in Total Store
8,14,1101,Tier 2,GM Pause
288,75,3831,Tier 2,GM Pause
30,3,1024,Tier 2,GM Pause
292,75,3639,Tier 2,GM Pause
11,14,731,Tier 2,GM Pause
301,26,1950,Tier 1,ISA On in Total Store
242,41,3294,Tier 1,ISA On in Total Store
101,3,3308,Tier 2,GM Pause
419,52,2367,Tier 1,ISA On in Total Store
108,9,5911,Tier 2,GM Pause
178,22,3830,Tier 2,GM Pause
88,46,3623,Tier 2,GM Pause
505,46,500,Tier 1,ISA On in Total Store
121,2,366,Tier 2,GM Pause
59,6,6579,Tier 2,GM Pause
105,9,5034,Tier 1,ISA On in Total Store
299,26,4458,Tier 2,GM Pause
50,5,5416,Tier 2,GM Pause
86,6,3888,Tier 2,GM Pause
218,21,3251,Tier 2,GM Pause
300,26,7243,Tier 1,ISA On in Total Store
526,64,5962,Tier 2,GM Pause
81,5,1073,Tier 2,GM Pause
16,3,494,Tier 2,GM Pause
124,4,3289,Tier 2,GM Pause
170,22,2446,Tier 2,GM Pause
498,59,7304,Tier 2,GM Pause
232,22,2169,Tier 2,GM Pause
101,3,767,Tier 2,GM Pause
334,42,59,Tier 2,GM Pause
359,40,80,Tier 2,GM Pause
265,25,3400,Tier 2,GM Pause
281,75,2009,Tier 1,ISA On in Total Store
515,61,3131,Tier 2,GM Pause
290,75,2821,Tier 2,GM Pause
257,41,825,Tier 2,GM Pause
399,56,3739,Tier 2,GM Pause
200,19,3876,Tier 2,GM Pause
450,56,1963,Tier 2,GM Pause
190,17,2135,Tier 2,GM Pause
131,13,4679,Tier 2,GM Pause
376,47,5334,Tier 2,GM Pause
308,26,1613,Tier 2,GM Pause
10,14,432,Tier 2,GM Pause
70,46,3384,Tier 2,GM Pause
256,41,6931,Tier 2,GM Pause
151,12,656,Tier 2,GM Pause
135,42,244,Tier 2,GM Pause
66,13,408,Tier 2,GM Pause
254,41,701,Tier 2,GM Pause
292,75,2038,Tier 1,ISA On in Total Store
59,6,1279,Tier 2,GM Pause
448,57,1563,Tier 1,ISA On in Total Store
359,40,25,Tier 2,GM Pause
22,2,2732,Tier 2,GM Pause
561,64,7240,Tier 2,GM Pause
116,9,968,Tier 1,ISA On in Total Store
189,17,2234,Tier 1,ISA On in Total Store
137,12,5703,Tier 2,GM Pause
1,14,5174,Tier 2,GM Pause
65,6,5246,Tier 2,GM Pause
370,46,5190,Tier 2,GM Pause
127,42,1169,Tier 2,GM Pause
471,60,2596,Tier 2,GM Pause
552,61,5683,Tier 2,GM Pause
56,5,7178,Tier 2,GM Pause
116,9,5300,Tier 2,GM Pause
550,61,5678,Tier 2,GM Pause
528,64,5226,Tier 2,GM Pause
333,40,2702,Tier 2,GM Pause
124,4,2496,Tier 1,ISA On in Total Store
811,29,2067,Tier 2,GM Pause
362,40,486,Tier 1,ISA On in Total Store
550,61,3146,Tier 1,ISA On in Total Store
170,22,5012,Tier 1,ISA On in Total Store
550,61,3145,Tier 2,GM Pause
406,47,1437,Tier 1,ISA On in Total Store
59,6,1837,Tier 2,GM Pause
481,61,3140,Tier 2,GM Pause
551,61,5638,Tier 2,GM Pause
180,16,1939,Tier 2,GM Pause
21,2,510,Tier 2,GM Pause
283,75,5753,Tier 2,GM Pause
550,61,3098,Tier 2,GM Pause
500,59,7337,Tier 2,GM Pause
7,14,723,Tier 2,GM Pause
83,5,5479,Tier 1,ISA On in Total Store
801,29,2501,Tier 2,GM Pause
449,57,5701,Tier 2,GM Pause
15,14,5845,Tier 2,GM Pause
166,22,5891,Tier 2,GM Pause
22,2,722,Tier 2,GM Pause
226,17,1884,Tier 2,GM Pause
188,17,1940,Tier 2,GM Pause
147,12,161,Tier 2,GM Pause
157,16,3114,Tier 2,GM Pause
409,44,2428,Tier 2,GM Pause
429,47,1460,Tier 2,GM Pause
801,29,5803,Tier 1,ISA On in Total Store
205,19,1611,Tier 2,GM Pause
8,14,938,Tier 2,GM Pause
800,29,3691,Tier 2,GM Pause
22,2,727,Tier 2,GM Pause
87,6,1347,Tier 2,GM Pause
114,9,1245,Tier 2,GM Pause
197,19,2872,Tier 2,GM Pause
258,41,1233,Tier 2,GM Pause
77,6,3112,Tier 2,GM Pause
545,72,4648,Tier 2,GM Pause
170,22,2096,Tier 2,GM Pause
506,6,4131,Tier 1,ISA On in Total Store
545,72,5744,Tier 2,GM Pause
310,26,2929,Tier 2,GM Pause
375,46,966,Tier 2,GM Pause
204,19,2014,Tier 2,GM Pause
496,59,3899,Tier 2,GM Pause
246,21,1547,Tier 2,GM Pause
464,57,2082,Tier 2,GM Pause
46,5,918,Tier 2,GM Pause
161,16,2225,Tier 2,GM Pause
42,4,1281,Tier 2,GM Pause
11,14,764,Tier 2,GM Pause
500,59,7329,Tier 2,GM Pause
308,26,1552,Tier 2,GM Pause
334,42,7249,Tier 2,GM Pause
216,20,3262,Tier 2,GM Pause
380,47,2751,Tier 2,GM Pause
19,2,3609,Tier 2,GM Pause
58,64,3135,Tier 1,ISA On in Total Store
253,41,491,Tier 2,GM Pause
189,17,2444,Tier 2,GM Pause
178,22,1921,Tier 1,ISA On in Total Store
70,46,755,Tier 2,GM Pause
326,42,1105,Tier 2,GM Pause
285,75,2460,Tier 2,GM Pause
502,59,7174,Tier 2,GM Pause
96,72,4160,Tier 1,ISA On in Total Store
478,60,3258,Tier 2,GM Pause
538,72,4057,Tier 2,GM Pause
60,6,3500,Tier 2,GM Pause
566,59,4469,Tier 2,GM Pause
500,59,7209,Tier 2,GM Pause
481,61,3141,Tier 1,ISA On in Total Store
10,14,726,Tier 2,GM Pause
457,56,2044,Tier 2,GM Pause
178,22,3236,Tier 2,GM Pause
248,21,2311,Tier 2,GM Pause
415,52,1496,Tier 2,GM Pause
422,52,2087,Tier 1,ISA On in Total Store
432,47,1637,Tier 2,GM Pause
221,21,5499,Tier 2,GM Pause
445,57,1693,Tier 2,GM Pause
435,53,5667,Tier 2,GM Pause
497,59,4452,Tier 2,GM Pause
82,5,4219,Tier 2,GM Pause
96,72,3162,Tier 2,GM Pause
80,6,4508,Tier 1,ISA On in Total Store
248,21,1425,Tier 2,GM Pause
286,75,2437,Tier 2,GM Pause
476,60,2552,Tier 1,ISA On in Total Store
439,53,1643,Tier 2,GM Pause
300,26,4273,Tier 2,GM Pause
554,59,4206,Tier 2,GM Pause
13,14,423,Tier 2,GM Pause
543,64,3042,Tier 2,GM Pause
233,22,2334,Tier 2,GM Pause
201,19,2062,Tier 2,GM Pause
49,5,5288,Tier 1,ISA On in Total Store
385,46,5491,Tier 2,GM Pause
316,20,5296,Tier 2,GM Pause
247,21,1667,Tier 2,GM Pause
340,40,295,Tier 1,ISA On in Total Store
542,64,5204,Tier 2,GM Pause
178,22,5414,Tier 2,GM Pause
391,47,5123,Tier 1,ISA On in Total Store
263,53,933,Tier 2,GM Pause
138,14,112,Tier 2,GM Pause
280,75,2027,Tier 2,GM Pause
30,3,754,Tier 2,GM Pause
341,25,201,Tier 2,GM Pause
132,13,415,Tier 2,GM Pause
541,64,7233,Tier 2,GM Pause
215,20,1812,Tier 2,GM Pause
379,47,4288,Tier 2,GM Pause
80,6,429,Tier 2,GM Pause
170,22,2040,Tier 1,ISA On in Total Store
384,46,5430,Tier 2,GM Pause
459,57,5338,Tier 1,ISA On in Total Store
322,42,76,Tier 1,ISA On in Total Store
510,61,3314,Tier 2,GM Pause
494,59,4524,Tier 2,GM Pause
302,26,1355,Tier 2,GM Pause
37,4,621,Tier 2,GM Pause
378,54,3177,Tier 2,GM Pause
257,41,2654,Tier 2,GM Pause
248,21,1419,Tier 1,ISA On in Total Store
269,25,1735,Tier 2,GM Pause
107,9,1087,Tier 2,GM Pause
138,14,305,Tier 2,GM Pause
53,5,5889,Tier 1,ISA On in Total Store
545,72,5771,Tier 2,GM Pause
301,26,2730,Tier 2,GM Pause
62,6,3572,Tier 2,GM Pause
345,44,246,Tier 2,GM Pause
497,59,2328,Tier 2,GM Pause
562,64,7309,Tier 2,GM Pause
141,13,887,Tier 2,GM Pause
112,9,5036,Tier 2,GM Pause
322,42,144,Tier 2,GM Pause
246,21,1734,Tier 2,GM Pause
55,5,4215,Tier 1,ISA On in Total Store
227,20,2603,Tier 2,GM Pause
356,44,472,Tier 2,GM Pause
424,52,1577,Tier 2,GM Pause
184,16,1785,Tier 2,GM Pause
359,40,159,Tier 2,GM Pause
26,2,3748,Tier 2,GM Pause
459,57,1917,Tier 2,GM Pause
311,20,2089,Tier 2,GM Pause
124,4,1080,Tier 2,GM Pause
64,6,2718,Tier 1,ISA On in Total Store
209,20,2313,Tier 2,GM Pause
160,16,5448,Tier 2,GM Pause
432,47,3150,Tier 2,GM Pause
458,57,2150,Tier 1,ISA On in Total Store
448,57,2297,Tier 2,GM Pause
426,52,3590,Tier 2,GM Pause
47,44,181,Tier 2,GM Pause
96,72,5106,Tier 2,GM Pause
141,13,1192,Tier 2,GM Pause
427,54,1565,Tier 2,GM Pause
282,75,3490,Tier 1,ISA On in Total Store
27,3,588,Tier 2,GM Pause
401,54,1888,Tier 2,GM Pause
502,59,6798,Tier 2,GM Pause
435,53,1167,Tier 1,ISA On in Total Store
132,13,531,Tier 2,GM Pause
285,75,3843,Tier 2,GM Pause
490,61,5828,Tier 2,GM Pause
323,42,100,Tier 2,GM Pause
25,2,459,Tier 2,GM Pause
122,2,1320,Tier 2,GM Pause
221,21,2309,Tier 2,GM Pause
562,64,4466,Tier 2,GM Pause
160,16,2184,Tier 1,ISA On in Total Store
285,75,1715,Tier 2,GM Pause
2,14,7280,Tier 2,GM Pause
227,20,3738,Tier 2,GM Pause
127,42,450,Tier 2,GM Pause
400,56,1905,Tier 2,GM Pause
48,5,5359,Tier 2,GM Pause
39,2,644,Tier 2,GM Pause
304,4,1662,Tier 2,GM Pause
25,2,5252,Tier 2,GM Pause
191,17,1830,Tier 2,GM Pause
340,40,1514,Tier 2,GM Pause
3,14,315,Tier 2,GM Pause
544,72,4673,Tier 2,GM Pause
78,6,5898,Tier 2,GM Pause
87,6,292,Tier 2,GM Pause
533,64,3275,Tier 2,GM Pause
281,75,5344,Tier 1,ISA On in Total Store
178,22,3337,Tier 2,GM Pause
179,16,1856,Tier 2,GM Pause
497,59,3338,Tier 2,GM Pause
356,44,894,Tier 2,GM Pause
452,56,1554,Tier 2,GM Pause
453,56,1979,Tier 2,GM Pause
545,72,5623,Tier 2,GM Pause
187,17,5498,Tier 2,GM Pause
407,47,43,Tier 2,GM Pause
190,17,2120,Tier 2,GM Pause
498,59,3635,Tier 2,GM Pause
292,75,1904,Tier 2,GM Pause
488,72,3104,Tier 2,GM Pause
585,47,2223,Tier 1,ISA On in Total Store
239,21,3747,Tier 2,GM Pause
64,6,3827,Tier 2,GM Pause
341,25,328,Tier 2,GM Pause
528,64,5490,Tier 2,GM Pause
559,72,4565,Tier 2,GM Pause
463,57,1555,Tier 2,GM Pause
500,59,7235,Tier 2,GM Pause
384,46,1397,Tier 2,GM Pause
293,75,2248,Tier 1,ISA On in Total Store
561,64,2433,Tier 2,GM Pause
35,2,1244,Tier 2,GM Pause
557,61,4494,Tier 2,GM Pause
481,61,5659,Tier 2,GM Pause
562,64,4618,Tier 2,GM Pause
317,20,2662,Tier 2,GM Pause
441,53,2335,Tier 2,GM Pause
485,59,998,Tier 2,GM Pause
538,72,5692,Tier 2,GM Pause
302,26,1298,Tier 2,GM Pause
511,56,1972,Tier 2,GM Pause
442,53,1776,Tier 2,GM Pause
97,3,3307,Tier 2,GM Pause
366,46,1218,Tier 2,GM Pause
208,20,3860,Tier 2,GM Pause
67,6,5091,Tier 2,GM Pause
423,52,2448,Tier 2,GM Pause
26,2,518,Tier 2,GM Pause
558,22,2841,Tier 2,GM Pause
485,59,4198,Tier 2,GM Pause
551,61,5601,Tier 2,GM Pause
164,17,2637,Tier 2,GM Pause
80,6,397,Tier 2,GM Pause
227,20,2300,Tier 2,GM Pause
546,72,2858,Tier 2,GM Pause
512,61,2486,Tier 2,GM Pause
580,25,1026,Tier 2,GM Pause
490,61,3082,Tier 2,GM Pause
433,47,2432,Tier 2,GM Pause
528,64,4056,Tier 2,GM Pause
286,75,3344,Tier 2,GM Pause
515,61,2998,Tier 2,GM Pause
124,4,3829,Tier 2,GM Pause
162,17,2022,Tier 2,GM Pause
257,41,719,Tier 2,GM Pause
583,5,8930,Tier 2,GM Pause
130,13,1266,Tier 2,GM Pause
262,25,844,Tier 2,GM Pause
548,72,4669,Tier 2,GM Pause
533,64,2876,Tier 2,GM Pause
14,14,1493,Tier 2,GM Pause
362,40,4475,Tier 2,GM Pause
467,60,3537,Tier 2,GM Pause
461,57,1912,Tier 2,GM Pause
228,17,2278,Tier 2,GM Pause
454,56,1881,Tier 2,GM Pause
392,56,3254,Tier 2,GM Pause
136,12,182,Tier 2,GM Pause
135,42,98,Tier 2,GM Pause
39,2,6887,Tier 1,ISA On in Total Store
146,41,120,Tier 2,GM Pause
341,25,1071,Tier 2,GM Pause
372,46,1381,Tier 2,GM Pause
30,3,1658,Tier 2,GM Pause
481,61,2226,Tier 2,GM Pause
83,5,3569,Tier 2,GM Pause
528,64,6850,Tier 2,GM Pause
349,44,414,Tier 2,GM Pause
122,2,672,Tier 2,GM Pause
500,59,7222,Tier 2,GM Pause
454,56,3081,Tier 2,GM Pause
147,12,466,Tier 1,ISA On in Total Store
385,46,3423,Tier 2,GM Pause
580,25,566,Tier 2,GM Pause
430,54,3872,Tier 2,GM Pause
36,4,1146,Tier 2,GM Pause
161,16,2747,Tier 2,GM Pause
512,61,3046,Tier 2,GM Pause
216,20,2209,Tier 2,GM Pause
477,60,5935,Tier 2,GM Pause
88,46,447,Tier 1,ISA On in Total Store
221,21,1407,Tier 2,GM Pause
260,41,2628,Tier 2,GM Pause
98,3,4444,Tier 2,GM Pause
292,75,5969,Tier 2,GM Pause
96,72,4197,Tier 2,GM Pause
423,52,3513,Tier 2,GM Pause
11,14,425,Tier 2,GM Pause
320,75,2833,Tier 2,GM Pause
440,53,5090,Tier 2,GM Pause
16,3,1338,Tier 2,GM Pause
561,64,3198,Tier 2,GM Pause
