Store # ,LAST STRIPING DATE ,City ,State ,Approved Budget- 2024
360,7/3/2021,CUSHING,OK,"$15,000"
389,4/5/2022,EDMOND,OK,"$15,000"
392,5/10/2020,WEATHERFORD,OK,"$15,000"
479,5/6/2021,ALTUS,OK,"$15,000"
499,3/21/2022,ENID,OK,"$15,000"
544,7/11/2022,OKLAHOMA CITY,OK,"$15,000"
743,8/10/2021,OKLAHOMA CITY,OK,"$15,000"
823,3/4/2020,PONCA CITY,OK,"$15,000"
1116,5/6/2021,DUNCAN,OK,"$15,000"
1295,8/10/2021,MADILL,OK,"$15,000"
2393,8/9/2021,MOORE,OK,"$8,500"
2394,8/9/2021,OKLAHOMA CITY,OK,"$8,500"
2876,3/4/2020,EDMOND,OK,"$8,500"
2877,5/6/2021,OKLAHOMA CITY,OK,"$8,500"
2878,8/9/2021,OKLAHOMA CITY,OK,"$8,500"
3275,8/9/2021,EDMOND,OK,"$8,500"
3327,5/8/2020,Oklahoma City,OK,"$8,500"
3340,8/9/2021,TULSA,OK,"$8,500"
3615,5/10/2020,OKLAHOMA CITY,OK,"$8,500"
4195,5/25/2020,CHOCTAW,OK,"$15,000"
4615,6/27/2022,GLENPOOL,OK,"$15,000"
5071,3/28/2022,LAWTON,OK,"$15,000"
5093,4/15/2020,TULSA,OK,"$8,500"
5336,9/3/2021,JENKS,OK,"$8,500"
5805,8/9/2021,NORMAN,OK,"$8,500"
7294,5/6/2021,NORMAN,OK,"$15,000"
1784,8/24/2018,SALEM,OR,"$15,000"
1817,6/9/2021,Hermiston,OR,"$15,000"
1834,6/3/2022,GRANTS PASS,OR,"$15,000"
1880,10/1/2018,COOS BAY,OR,"$15,000"
1925,10/3/2018,NEWPORT,OR,"$15,000"
2069,7/6/2018,MEDFORD,OR,"$15,000"
2075,4/29/2020,BEND,OR,"$15,000"
2243,6/8/2022,REDMOND,OR,"$15,000"
2320,10/1/2018,COTTAGE GROVE,OR,"$15,000"
2492,6/5/2021,Pendleton,OR,"$15,000"
2927,7/14/2020,WOOD VILLAGE,OR,"$15,000"
3144,8/6/2018,MILWAUKIE,OR,"$8,500"
4221,9/24/2019,CORNELIUS,OR,"$15,000"
5396,5/22/2021,Albany,OR,"$15,000"
5935,8/28/2018,TIGARD,OR,"$15,000"
1591,10/7/2019,Harrisburg,PA,"$15,000"
1644,6/6/2018,LEWISBURG,PA,"$11,500"
1656,4/6/2021,MEADVILLE,PA,"$15,000"
1770,11/4/2021,CRANBERRY TWP,PA,"$15,000"
1794,5/15/2018,BLOOMSBURG,PA,"$11,500"
1820,8/14/2018,KITTANNING,PA,"$15,000"
1850,9/18/2020,CHAMBERSBURG,PA,"$11,500"
1886,10/25/2018,MECHANICSBURG,PA,"$11,500"
2023,9/3/2019,LEBANON,PA,"$15,000"
2024,8/11/2020,TUNKHANNOCK,PA,"$15,000"
2064,10/23/2018,MILFORD,PA,"$15,000"
2068,6/13/2021,LEVITTOWN,PA,"$15,000"
2208,11/15/2021,SAYRE,PA,"$15,000"
2230,5/30/2018,STATE COLLEGE,PA,"$15,000"
2263,9/21/2020,POTTSTOWN,PA,"$15,000"
2480,6/5/2020,HONESDALE,PA,"$15,000"
2945,6/9/2020,PARKESBURG,PA,"$15,000"
3253,5/24/2022,EDINBORO,PA,"$15,000"
3501,10/22/2018,ELVERSON,PA,"$15,000"
3514,8/13/2021,BRADFORD,PA,"$15,000"
3564,8/8/2022,WILLOW GROVE,PA,"$15,000"
4276,6/28/2018,Taylor,PA,"$15,000"
4501,8/22/2019,WEST BROWNSVILLE,PA,"$15,000"
5131,5/31/2021,BENSALEM,PA,"$11,500"
5239,7/31/2019,BECHTELSVILLE,PA,"$15,000"
5241,11/10/2021,NORTH HUNTINGDON,PA,"$15,000"
5356,7/19/2018,BLAIRSVILLE,PA,"$15,000"
5358,7/30/2018,SHIPPENSBURG,PA,"$15,000"
5445,8/30/2022,ERIE,PA,"$15,000"
5469,6/8/2020,HANOVER,PA,"$15,000"
5470,5/17/2018,HUNTINGDON,PA,"$15,000"
5888,11/22/2021,CAMP HILL,PA,"$15,000"
2225,9/8/2021,NORTH SMITHFIELD,RI,"$15,000"
2283,5/24/2022,COVENTRY,RI,"$15,000"
2373,10/13/2021,WARWICK,RI,"$11,500"
2747,10/14/2021,WARWICK,RI,"$11,500"
3301,8/1/2019,PROVIDENCE,RI,"$11,500"
574,5/9/2019,SURFSIDE BEACH,SC,"$15,000"
585,8/9/2019,ROCK HILL,SC,"$15,000"
616,8/13/2019,Orangeburg,SC,"$15,000"
630,4/23/2020,Florence,SC,"$15,000"
728,4/1/2020,HILTON HEAD,SC,"$15,000"
881,8/13/2019,Lexington,SC,"$15,000"
1037,3/15/2018,SUMMERVILLE,SC,"$15,000"
1183,2/6/2020,West Columbia,SC,"$15,000"
1382,5/20/2020,Greenwood,SC,"$15,000"
2265,5/13/2020,SIMPSONVILLE,SC,"$15,000"
2870,4/29/2020,MYRTLE BEACH,SC,"$8,500"
3628,5/13/2020,SIMPSONVILLE,SC,"$8,500"
3733,8/13/2019,Tega Cay,SC,"$15,000"
4445,5/20/2020,CLEMSON,SC,"$8,500"
4452,5/20/2020,GREENVILLE,SC,"$8,500"
4457,4/23/2020,BENNETTSVILLE,SC,"$15,000"
4521,3/18/2020,Lexington,SC,"$15,000"
4583,5/13/2020,Greenville,SC,"$15,000"
4664,4/29/2020,Conway,SC,"$15,000"
5087,4/29/2020,NORTH MYRTLE BEACH,SC,"$15,000"
5487,10/4/2019,Travelers Rest,SC,"$15,000"
5745,8/14/2019,LAKE WYLIE,SC,"$15,000"
1535,7/8/2021,SIOUX FALLS,SD,"$15,000"
1538,6/6/2021,BROOKINGS,SD,"$15,000"
1604,5/19/2022,RAPID CITY,SD,"$15,000"
2990,7/12/2021,MITCHELL,SD,"$15,000"
3853,6/11/2018,HURON,SD,"$15,000"
93,10/30/2018,COVINGTON,TN,"$15,000"
94,11/16/2018,MILLINGTON,TN,"$15,000"
107,3/29/2022,MARTIN,TN,"$15,000"
264,11/11/2021,DICKSON,TN,"$15,000"
268,9/15/2020,SAVANNAH,TN,"$15,000"
466,11/14/2018,BOLIVAR,TN,"$15,000"
619,8/23/2022,DAYTON,TN,"$15,000"
656,11/18/2021,Shelbyville,TN,"$15,000"
671,11/22/2021,LEBANON,TN,"$15,000"
672,11/4/2021,ALCOA,TN,"$15,000"
675,11/7/2018,UNION CITY,TN,"$15,000"
677,11/4/2021,DYERSBURG,TN,"$15,000"
683,4/6/2020,Lawrenceburg,TN,"$15,000"
684,11/8/2018,LEXINGTON,TN,"$15,000"
688,4/4/2019,NASHVILLE,TN,"$15,000"
698,11/29/2018,CLEVELAND,TN,"$15,000"
724,8/22/2019,JEFFERSON CITY,TN,"$15,000"
738,4/15/2020,CAMDEN,TN,"$15,000"
879,11/22/2021,Lafayette,TN,"$15,000"
950,12/21/2021,BARTLETT,TN,"$15,000"
1226,5/21/2021,ASHLAND CITY,TN,"$15,000"
1319,3/10/2020,KNOXVILLE,TN,"$15,000"
1320,4/21/2021,KNOXVILLE,TN,"$15,000"
1561,11/30/2021,MEMPHIS,TN,"$15,000"
2310,11/2/2021,KNOXVILLE,TN,"$15,000"
3017,12/1/2021,Spring Hill,TN,"$15,000"
3619,8/24/2021,CHATTANOOGA,TN,"$8,500"
3660,10/27/2022,CHATTANOOGA,TN,"$15,000"
3829,10/25/2022,JOHNSON CITY,TN,"$15,000"
3959,11/3/2021,Knoxville (Western & McKamey),TN,"$8,500"
4166,3/28/2019,SWEETWATER,TN,"$15,000"
4226,3/15/2022,DUNLAP,TN,"$15,000"
4414,6/28/2021,Smithville,TN,"$15,000"
4435,4/22/2021,NASHVILLE,TN,"$15,000"
4482,12/14/2021,MOUNT JULIET,TN,"$15,000"
4483,10/27/2021,WHITE HOUSE,TN,"$15,000"
4533,12/21/2021,OAKLAND,TN,"$15,000"
5119,4/19/2021,NASHVILLE,TN,"$8,500"
5143,7/22/2021,CHATTANOOGA,TN,"$8,500"
5175,7/1/2021,Algood,TN,"$15,000"
5182,11/16/2021,MURFREESBORO,TN,"$8,500"
5188,9/14/2022,HIXSON,TN,"$8,500"
5251,10/26/2021,CHATTANOOGA,TN,"$15,000"
6807,3/18/2020,MEMPHIS,TN,"$15,000"
7020,9/16/2022,LA VERGNE,TN,"$15,000"
77,10/26/2022,TAYLOR,TX,"$15,000"
165,12/10/2021,HENDERSON,TX,"$15,000"
180,12/10/2021,JACKSONVILLE,TX,"$15,000"
194,2/9/2022,BAYTOWN,TX,"$15,000"
202,7/27/2022,FRISCO (Custer & 121),TX,"$15,000"
211,9/16/2021,HILLSBORO,TX,"$15,000"
217,5/22/2020,LEWISVILLE,TX,"$15,000"
226,11/13/2018,ATLANTA,TX,"$15,000"
228,10/7/2022,CLEBURNE,TX,"$15,000"
251,11/6/2019,MINEOLA,TX,"$15,000"
260,11/22/2021,WAXAHACHIE,TX,"$15,000"
271,7/18/2019,BOWIE,TX,"$15,000"
275,12/7/2018,LIVINGSTON,TX,"$15,000"
285,7/5/2018,HUNTSVILLE,TX,"$15,000"
292,3/25/2021,LOCKHART,TX,"$15,000"
351,8/1/2018,Tomball,TX,"$15,000"
353,3/11/2020,GRAHAM,TX,"$15,000"
395,1/18/2022,MISSION,TX,"$15,000"
397,1/19/2022,MCALLEN,TX,"$15,000"
408,4/5/2021,PORT ARTHUR,TX,"$15,000"
414,11/2/2022,WICHITA FALLS,TX,"$15,000"
417,10/26/2022,SULPHUR SPRINGS,TX,"$15,000"
420,8/10/2022,WICHITA FALLS,TX,"$15,000"
421,11/14/2022,DECATUR,TX,"$15,000"
429,8/16/2019,EDINBURG,TX,"$15,000"
443,7/1/2021,HONDO,TX,"$15,000"
457,6/4/2021,Vidor,TX,"$11,500"
461,10/24/2019,EAGLE PASS,TX,"$15,000"
464,9/19/2022,CORPUS CHRISTI,TX,"$15,000"
471,8/12/2022,LANCASTER,TX,"$15,000"
476,8/1/2018,GATESVILLE,TX,"$15,000"
500,8/18/2020,EL PASO,TX,"$15,000"
503,10/13/2021,COLUMBUS,TX,"$11,500"
513,3/26/2020,BIG SPRING,TX,"$15,000"
523,12/22/2021,CARTHAGE,TX,"$15,000"
546,9/2/2021,RICHMOND,TX,"$15,000"
567,7/1/2021,CALDWELL,TX,"$11,500"
601,4/21/2020,SAN ANGELO,TX,"$15,000"
608,4/30/2020,MIDLAND,TX,"$15,000"
651,4/9/2021,BEAUMONT,TX,"$15,000"
746,9/2/2019,TEMPLE,TX,"$15,000"
755,11/9/2021,AMARILLO,TX,"$15,000"
757,4/15/2019,PLEASANTON,TX,"$15,000"
777,8/26/2019,WEST ORANGE,TX,"$15,000"
781,8/1/2022,MARBLE FALLS,TX,"$15,000"
782,10/31/2019,UVALDE,TX,"$15,000"
804,10/18/2022,MINERAL WELLS,TX,"$15,000"
812,4/16/2021,DUMAS,TX,"$15,000"
827,3/24/2022,CANTON,TX,"$15,000"
861,11/16/2021,Lubbock,TX,"$15,000"
872,8/2/2021,PEARLAND,TX,"$15,000"
880,2/7/2020,IRVING,TX,"$15,000"
900,11/5/2021,CHILDRESS,TX,"$15,000"
918,12/22/2021,MARSHALL,TX,"$15,000"
927,9/5/2018,Plainview,TX,"$15,000"
940,9/28/2021,WESTWORTH VILLAGE,TX,"$15,000"
945,11/16/2021,LUBBOCK,TX,"$15,000"
951,11/17/2022,HEMPSTEAD,TX,"$11,500"
963,9/3/2020,WEATHERFORD,TX,"$15,000"
1022,12/10/2021,Tyler,TX,"$15,000"
1041,11/10/2020,WESLACO,TX,"$15,000"
1042,8/25/2022,BASTROP,TX,"$15,000"
1055,11/9/2022,GARLAND,TX,"$15,000"
1103,7/27/2021,HOUSTON,TX,"$15,000"
1185,6/23/2021,AUSTIN,TX,"$15,000"
1186,10/5/2020,LIBERTY,TX,"$15,000"
1253,4/19/2022,AUSTIN,TX,"$15,000"
1254,12/22/2022,BELLMEAD,TX,"$15,000"
1296,1/14/2022,SAN BENITO,TX,"$15,000"
1303,7/19/2022,GEORGETOWN,TX,"$15,000"
1313,5/28/2021,SAN ANTONIO,TX,"$15,000"
1516,11/9/2021,BORGER,TX,"$15,000"
1801,11/24/2020,ARLINGTON,TX,"$15,000"
2105,2/24/2020,DALLAS,TX,"$15,000"
2123,9/2/2019,TEXARKANA,TX,"$15,000"
2133,10/16/2020,AUSTIN,TX,"$15,000"
2427,10/6/2021,DALLAS,TX,"$15,000"
2439,10/22/2021,BAYTOWN,TX,"$15,000"
2505,5/6/2019,MISSOURI CITY,TX,"$15,000"
2599,5/18/2021,SAN ANTONIO,TX,"$15,000"
2612,11/2/2022,EL PASO,TX,"$15,000"
2649,4/9/2021,IRVING,TX,"$15,000"
2667,8/26/2022,DALLAS,TX,"$15,000"
2835,6/1/2021,SAN ANTONIO,TX,"$8,500"
2891,4/19/2019,ODESSA,TX,"$15,000"
2973,3/25/2022,MURPHY,TX,"$15,000"
2974,8/1/2022,RICHARDSON,TX,"$8,500"
2976,5/14/2020,MESQUITE,TX,"$8,500"
2980,4/15/2022,FORT WORTH,TX,"$15,000"
2991,5/28/2021,CEDAR PARK,TX,"$15,000"
2995,3/31/2022,PLANO,TX,"$8,500"
2996,6/16/2022,DALLAS,TX,"$15,000"
3014,2/7/2020,DALLAS,TX,"$15,000"
3043,7/6/2021,FORT WORTH,TX,"$8,500"
3136,10/31/2022,HORIZON CITY,TX,"$15,000"
3169,11/4/2020,MANOR,TX,"$15,000"
3224,9/16/2021,GARLAND,TX,"$15,000"
3229,11/4/2021,VERNON,TX,"$15,000"
3285,12/7/2021,CEDAR HILL,TX,"$15,000"
3296,2/10/2022,HOUSTON,TX,"$15,000"
3319,12/22/2021,HARKER HEIGHTS,TX,"$15,000"
3320,12/15/2022,PALMHURST,TX,"$15,000"
3341,8/2/2022,DALLAS,TX,"$8,500"
3384,11/9/2021,Hereford,TX,"$15,000"
3419,3/30/2021,FORT WORTH,TX,"$8,500"
3432,4/13/2021,DESOTO,TX,"$15,000"
3509,8/6/2021,HOUSTON,TX,"$8,500"
3518,11/16/2020,LAREDO,TX,"$15,000"
3579,8/13/2021,KINGWOOD,TX,"$8,500"
3585,8/3/2021,SPRING,TX,"$15,000"
3645,5/18/2021,MIDLAND,TX,"$15,000"
3661,11/5/2021,EL PASO,TX,"$8,500"
3777,5/13/2022,FRISCO,TX,"$15,000"
4104,5/11/2021,DENTON,TX,"$8,500"
4105,10/22/2018,EL PASO,TX,"$8,500"
4111,5/7/2020,Richmond,TX,"$15,000"
4163,7/19/2022,CEDAR PARK,TX,"$15,000"
4194,4/22/2022,VICTORIA,TX,"$15,000"
4298,8/24/2021,HUMBLE,TX,"$15,000"
4366,12/9/2020,EL PASO,TX,"$8,500"
4367,3/2/2020,TEXARKANA,TX,"$8,500"
4371,4/1/2019,TEXARKANA,TX,"$8,500"
4503,9/30/2022,GRAND PRAIRIE (Pioneer Pkwy),TX,"$15,000"
4605,9/8/2022,Tyler,TX,"$8,500"
4627,9/17/2021,DENTON,TX,"$15,000"
5021,4/23/2021,DALLAS,TX,"$8,500"
5080,8/2/2021,HURST,TX,"$15,000"
5091,2/12/2022,CYPRESS,TX,"$15,000"
5092,1/26/2022,LEWISVILLE,TX,"$15,000"
5108,8/13/2020,EL PASO,TX,"$8,500"
5144,6/26/2018,CONVERSE,TX,"$15,000"
5224,1/18/2021,SAN ANTONIO,TX,"$8,500"
5246,10/21/2021,WHARTON,TX,"$15,000"
5247,7/1/2021,ROANOKE,TX,"$15,000"
5287,6/29/2020,SPRING,TX,"$15,000"
5288,5/11/2022,SEAGOVILLE,TX,"$15,000"
5388,1/18/2021,LEAGUE CITY,TX,"$15,000"
5389,12/10/2018,WACO,TX,"$15,000"
5416,10/22/2021,ARLINGTON,TX,"$15,000"
5460,8/6/2020,PORTLAND,TX,"$15,000"
5479,6/23/2021,PFLUGERVILLE,TX,"$15,000"
5612,3/1/2022,HOUSTON,TX,"$15,000"
5700,3/25/2022,Tyler,TX,"$8,500"
5947,9/6/2022,EL PASO,TX,"$15,000"
5960,3/26/2020,SOCORRO,TX,"$8,500"
5962,3/25/2020,EL PASO,TX,"$8,500"
6813,8/31/2022,EL PASO,TX,"$8,500"
6851,3/23/2022,SACHSE,TX,"$8,500"
6898,4/9/2021,LUBBOCK,TX,"$15,000"
6966,3/24/2022,MCKINNEY,TX,"$8,500"
7178,8/4/2021,PRINCETON,TX,"$15,000"
7224,12/8/2022,LANCASTER,TX,"$8,500"
7229,10/29/2018,El Paso (Sunland Park),TX,"$8,500"
7240,4/22/2021,Rowlett,TX,"$8,500"
7251,6/1/2021,FT. WORTH,TX,"$8,500"
7281,4/27/2020,SAN ANGELO,TX,"$15,000"
7309,10/27/2021,HUMBLE,TX,"$8,500"
7347,6/15/2021,HURST,TX,"$8,500"
7349,10/26/2022,AMARILLO,TX,"$8,500"
8930,8/16/2019,DALLAS,TX,"$15,000"
1438,4/16/2020,CEDAR CITY,UT,"$15,000"
1439,11/23/2021,WASHINGTON,UT,"$15,000"
1440,8/3/2019,Tooele,UT,"$15,000"
1827,10/14/2022,Park City,UT,"$15,000"
2207,1/12/2021,MIDVALE,UT,"$15,000"
2794,5/5/2020,Ephraim,UT,"$15,000"
3232,4/16/2020,WEST JORDAN,UT,"$15,000"
3366,9/22/2018,Centerville,UT,"$15,000"
3454,9/8/2018,Perry,UT,"$15,000"
3620,4/29/2020,RIVERTON,UT,"$15,000"
4438,11/19/2021,SARATOGA SPRINGS,UT,"$15,000"
4689,4/30/2020,CEDAR HILLS,UT,"$15,000"
4700,9/27/2021,PLEASANT GROVE,UT,"$8,500"
4706,5/13/2020,MAGNA,UT,"$8,500"
5109,8/12/2022,WEST VALLEY CITY,UT,"$8,500"
5110,8/1/2022,DRAPER,UT,"$8,500"
5167,9/2/2022,PAYSON,UT,"$15,000"
5205,4/15/2020,LAYTON,UT,"$8,500"
5206,8/21/2018,SOUTH OGDEN,UT,"$8,500"
5235,8/1/2022,SANDY,UT,"$15,000"
5270,10/4/2022,LINDON,UT,"$15,000"
7168,4/14/2020,Herriman,UT,"$8,500"
154,8/21/2018,Abingdon,VA,"$15,000"
1023,8/7/2018,Galax,VA,"$15,000"
1243,6/18/2018,MARTINSVILLE,VA,"$15,000"
1301,11/26/2018,Roanoke,VA,"$15,000"
1302,8/20/2019,NORTON,VA,"$15,000"
1344,11/9/2018,Staunton,VA,"$15,000"
1345,6/14/2019,SOUTH BOSTON,VA,"$15,000"
1350,11/7/2018,Lynchburg,VA,"$15,000"
1682,8/31/2020,Chesapeake,VA,"$15,000"
1726,6/23/2020,HARRISONBURG,VA,"$15,000"
1730,8/3/2018,TAPPAHANNOCK,VA,"$15,000"
1759,4/30/2019,Gloucester,VA,"$15,000"
1773,9/1/2020,Newport News,VA,"$15,000"
1841,5/3/2018,CHESAPEAKE,VA,"$15,000"
1934,8/26/2020,SOUTH HILL,VA,"$15,000"
2089,8/3/2018,BRISTOL,VA,"$15,000"
2194,5/9/2019,ALEXANDRIA,VA,"$11,500"
2258,6/14/2021,ALEXANDRIA,VA,"$11,500"
2437,5/20/2020,WARRENTON,VA,"$15,000"
2520,4/23/2019,FREDERICKSBURG,VA,"$15,000"
2564,6/3/2020,LURAY,VA,"$15,000"
2646,7/31/2019,PEARISBURG,VA,"$15,000"
2647,5/22/2020,WOODSTOCK,VA,"$15,000"
2762,6/14/2019,FAIRLAWN,VA,"$15,000"
2795,5/7/2019,ASHLAND,VA,"$15,000"
2805,6/8/2018,EMPORIA,VA,"$15,000"
2808,3/29/2022,MIDLOTHIAN,VA,"$15,000"
3156,4/9/2021,HAMPTON,VA,"$8,500"
3214,8/27/2020,SUFFOLK,VA,"$15,000"
3216,9/1/2020,VIRGINIA BEACH,VA,"$15,000"
3480,5/3/2018,LEBANON,VA,"$15,000"
3588,8/1/2019,DUMFRIES,VA,"$15,000"
3603,6/23/2020,FOREST,VA,"$8,500"
3644,5/3/2018,CHESAPEAKE,VA,"$15,000"
4064,11/2/2018,VIRGINIA BEACH,VA,"$15,000"
4220,5/6/2018,VIRGINIA BEACH,VA,"$8,500"
4350,6/22/2020,KILMARNOCK,VA,"$15,000"
4378,5/27/2020,ONLEY,VA,"$15,000"
4514,5/20/2020,WINCHESTER,VA,"$15,000"
4638,5/3/2018,RUCKERSVILLE,VA,"$15,000"
4682,9/24/2018,GORDONSVILLE,VA,"$15,000"
5253,10/31/2018,CHESAPEAKE,VA,"$15,000"
5829,5/27/2020,DANVILLE,VA,"$8,500"
6226,11/2/2018,VIRGINIA BEACH,VA,"$8,500"
6936,6/22/2022,Stafford (Furnace Rd),VA,"$8,500"
6952,6/5/2020,TIMBERVILLE,VA,"$15,000"
7032,5/4/2021,Henrico,VA,"$15,000"
7174,5/6/2021,NORTH CHESTERFIELD,VA,"$8,500"
2289,9/11/2018,Bennington,VT,"$15,000"
2332,10/7/2021,Saint Albans,VT,"$11,500"
4156,9/10/2018,Derby,VT,"$15,000"
2006,10/15/2021,Clarkston,WA,"$15,000"
2037,8/23/2018,Aberdeen,WA,"$15,000"
2101,11/12/2018,Kennewick,WA,"$15,000"
2121,8/23/2018,Shelton,WA,"$15,000"
2241,9/17/2018,Sunnyside,WA,"$15,000"
2249,9/30/2022,Chehalis,WA,"$15,000"
2269,5/8/2019,Yakima,WA,"$15,000"
2325,9/28/2021,PORT ORCHARD,WA,"$15,000"
2403,10/28/2019,Puyallup,WA,"$15,000"
2516,4/15/2021,Renton,WA,"$15,000"
2549,8/21/2022,SPOKANE,WA,"$15,000"
2595,9/12/2022,MARYSVILLE,WA,"$15,000"
2596,8/7/2020,MOUNT VERNON,WA,"$15,000"
3217,9/14/2018,Othello,WA,"$15,000"
3218,10/19/2022,Spanaway,WA,"$15,000"
3261,10/21/2021,Richland,WA,"$15,000"
3380,9/17/2022,Pasco,WA,"$15,000"
3537,5/5/2018,Lakewood,WA,"$15,000"
3705,8/23/2018,Yelm,WA,"$15,000"
3754,8/13/2018,CHELAN,WA,"$15,000"
3757,9/24/2019,ARLINGTON,WA,"$15,000"
3794,9/27/2018,Federal Way,WA,"$15,000"
5073,8/23/2018,COVINGTON,WA,"$11,500"
5078,6/10/2021,Yakima,WA,"$15,000"
5628,10/1/2018,MONROE,WA,"$15,000"
5678,8/23/2018,LYNNWOOD,WA,"$8,500"
5853,10/28/2019,LONGVIEW,WA,"$15,000"
802,6/23/2021,MONROE,WI,"$15,000"
847,6/4/2021,DODGEVILLE,WI,"$15,000"
882,6/4/2021,PRAIRIE DU CHIEN,WI,"$15,000"
958,6/24/2021,PLATTEVILLE,WI,"$15,000"
965,4/12/2021,TOMAH,WI,"$15,000"
979,6/2/2021,SPARTA,WI,"$15,000"
1138,5/3/2022,MADISON,WI,"$11,500"
1176,10/13/2021,Stoughton,WI,"$15,000"
1274,10/21/2021,Whitewater,WI,"$15,000"
1276,8/1/2022,SHEBOYGAN,WI,"$15,000"
1305,7/20/2021,JANESVILLE,WI,"$15,000"
1365,6/16/2021,HUDSON,WI,"$11,500"
1396,9/13/2022,BARABOO,WI,"$15,000"
1449,8/10/2022,MANITOWOC,WI,"$15,000"
1471,8/4/2021,NEW LONDON,WI,"$11,500"
1515,9/2/2021,GERMANTOWN,WI,"$15,000"
1551,5/19/2021,FRANKLIN,WI,"$15,000"
1650,7/22/2021,SAUKVILLE,WI,"$15,000"
1679,8/2/2022,ONALASKA,WI,"$15,000"
1727,4/12/2021,Berlin,WI,"$15,000"
1908,4/27/2021,GREEN BAY,WI,"$15,000"
1982,11/3/2020,APPLETON,WI,"$15,000"
2335,10/14/2021,MADISON,WI,"$15,000"
2421,6/17/2021,SAINT CROIX FALLS,WI,"$15,000"
2452,9/15/2022,MILWAUKEE,WI,"$15,000"
2545,7/21/2021,MARINETTE,WI,"$15,000"
2958,5/17/2022,APPLETON,WI,"$15,000"
2986,8/3/2021,NEENAH,WI,"$15,000"
3322,9/20/2022,PEWAUKEE,WI,"$11,500"
3499,9/21/2022,Jefferson,WI,"$15,000"
3505,5/3/2022,WISCONSIN DELLS,WI,"$15,000"
5090,10/11/2021,DE PERE,WI,"$15,000"
5127,5/27/2021,LA CROSSE,WI,"$15,000"
5373,7/23/2019,CHIPPEWA FALLS,WI,"$15,000"
5432,6/17/2021,NEW RICHMOND,WI,"$15,000"
5438,9/28/2022,NEW BERLIN,WI,"$15,000"
5463,6/1/2022,HARTFORD,WI,"$15,000"
5667,5/7/2021,SOUTH MILWAUKEE,WI,"$15,000"
5695,7/13/2021,Mount Pleasant,WI,"$8,500"
5697,10/12/2021,Milwaukee,WI,"$8,500"
709,8/17/2022,KINGWOOD,WV,"$15,000"
1351,5/31/2021,BECKLEY,WV,"$15,000"
1360,5/31/2021,FAYETTEVILLE,WV,"$15,000"
1477,10/26/2019,SUMMERSVILLE,WV,"$15,000"
1499,3/17/2020,LEWISBURG,WV,"$15,000"
1522,5/27/2020,ELKINS,WV,"$15,000"
1948,5/11/2021,WEIRTON,WV,"$15,000"
2083,10/12/2021,MORGANTOWN,WV,"$15,000"
2244,7/12/2021,HUNTINGTON,WV,"$15,000"
2474,5/14/2020,KEYSER,WV,"$15,000"
2610,5/31/2021,LOGAN,WV,"$15,000"
2809,10/11/2021,BUCKHANNON,WV,"$15,000"
2823,5/17/2021,Parkersburg,WV,"$15,000"
2833,10/11/2021,GRAFTON,WV,"$15,000"
2849,9/21/2021,MASON,WV,"$15,000"
2933,3/20/2020,PRINCETON,WV,"$15,000"
3215,4/1/2020,MORGANTOWN,WV,"$15,000"
4423,5/14/2020,MARTINSBURG,WV,"$15,000"
5319,10/1/2020,MACARTHUR,WV,"$15,000"
6951,9/30/2021,SUTTON,WV,"$15,000"
1412,5/4/2019,Laramie,WY,"$15,000"
1457,10/24/2021,Riverton,WY,"$15,000"
1461,8/24/2018,ROCK SPRINGS,WY,"$15,000"
1617,9/23/2022,Casper,WY,"$15,000"
4471,11/18/2021,Rawlins,WY,"$15,000"
4653,9/3/2021,Cheyenne,WY,"$15,000"
