Store,DSL Gen,DSL Start date,Resource Link,Toolkit Link by Gen,RDC,APD Phase 1,APD Phase 2,APD Phase 3,HVDC Start Date,FDD Start Date,CoSTL Install Date,Digital Lock Install Date,Digital Lock Survey Date,Next Gen Cash Recycler Install Date
2916,,,,,6080,4/1/2027,7/1/2028,,Completed,Completed,,,,
2917,,,,,6080,4/1/2027,7/1/2028,,Completed,Completed,,9/12/2024,,5/23/2024
2918,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,6/9/2024,,,3/12/2024
2919,,,,,6048,11/1/2026,2/1/2028,,Completed,Completed,,,,
2920,,,,,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,8/13/2024,,,
2921,,,,,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,,,Week 33,8/15/2024
2922,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
2923,,,,,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,,,Week 33,
2924,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,,TBD,,8/28/2024
2925,Gen 3,10/6/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,,,,7/24/2024
2926,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,3/6/2024,,,
2927,,,,,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,,9/17/2024,,
2928,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,9/17/2024,,,
2929,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,9/9/2024,,,
2930,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,,,,
2931,,,,,7034,7/1/2027,10/1/2028,,Completed,Completed,,,,
2932,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,8/26/2024,,,
2933,,,,,6039,Complete,4/18/2025,8/18/2026,7/22/2024,7/22/2024,,,,
2934,,,,,6092,4/1/2028,7/1/2029,,Completed,Completed,7/22/2024,,,
2935,,,,,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,,,,
2937,,,,,6025,Complete,4/6/2025,8/6/2026,6/24/2024,6/24/2024,,,,
2938,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,Week 33,
2939,,,,,6011,Complete,9/12/2025,1/12/2027,7/22/2024,7/22/2024,,,,
2940,,,,,6048,11/1/2026,2/1/2028,,Completed,Completed,,,,
2941,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,
2944,,,,,7035,7/1/2026,10/1/2027,,Completed,Completed,,,,
2945,,,,,7034,7/1/2027,10/1/2028,,Completed,Completed,,,,
2946,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,,TBD,,7/7/2024
2947,,,,,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,6/19/2024,8/28/2024,,
2948,,,,,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,9/27/2024,,8/10/2024
2950,Gen 3,8/4/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,9/30/2024,,8/7/2024
2951,Gen 3,8/4/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,9/9/2024,,
2952,Gen 3,10/6/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,Week 33,8/16/2024
2953,,,,,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,9/8/2024,,,8/12/2024
2954,,,,,6080,4/1/2027,7/1/2028,,Completed,Completed,,,,
2955,,,,,6035,8/15/2024,1/26/2026,5/26/2027,Completed,Completed,,TBD,,
2956,,,,,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,,,
2957,,,,,6025,Complete,4/6/2025,8/6/2026,Completed,Completed,,,,
2958,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
2959,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,,
2962,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,9/30/2024,9/23/2024,,
2963,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,,,,
2964,,,,,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,,,Week 33,8/16/2024
2965,,,,,6038,8/15/2024,10/24/2025,2/24/2027,8/5/2024,8/5/2024,,,,
2966,,,,,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,,,,
2967,,,,,6017,4/7/2025,10/31/2026,2/29/2028,7/15/2024,7/15/2024,,TBD,,
2968,,,,,6017,4/7/2025,10/31/2026,2/29/2028,7/15/2024,7/15/2024,7/22/2024,,,8/12/2024
2973,,,,,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,5/13/2024,,,
2974,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,,,,
2975,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,2/28/2024,,,
2976,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,,,,
2977,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,,,,
2978,Gen 2,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,Completed,Completed,2/25/2024,,,6/4/2024
2979,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,2/26/2024,,,
2980,Gen 2,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,Completed,Completed,5/29/2024,TBD,,6/8/2024
2981,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,3/6/2024,,,
2983,,,,,,,,,,,,,,
2984,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,,,,
2985,,,,,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,TBD,,
2986,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
2987,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,6/26/2024,,,
2988,,,,,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,,,,
2989,Gen 3,8/4/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,8/19/2024,8/19/2024,,9/9/2024,,
2990,,,,,6025,Complete,4/6/2025,8/6/2026,Completed,Completed,,,,
2991,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/4/2024,9/13/2024,,
2992,,,,,6038,8/15/2024,10/24/2025,2/24/2027,Completed,Completed,,,,
2993,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/18/2024,,,
2994,,,,,6035,8/15/2024,1/26/2026,5/26/2027,Completed,Completed,,,,
2995,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,,,,
2996,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,5/14/2024,LIVE,,6/14/2024
2998,,,,,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
3004,,,,,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,LIVE,,
3011,,,,,7038,1/1/2028,4/1/2029,,Completed,Completed,,,,7/11/2024
3013,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,,,,
3014,,,,,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,TBD,LIVE,,4/29/2024
3015,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,,LIVE,,6/24/2024
3017,,,,,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,6/18/2024,,,
3018,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,8/26/2024,,,8/27/2024
3019,Gen 3,5/19/2023,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/5/2024,8/5/2024,,9/5/2024,,
3022,,,,,6021,1/6/2026,4/6/2027,8/6/2028,Completed,Completed,,,,
3023,Gen 3,7/7/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
3026,Gen 3,10/6/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
3035,,,,,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,,,,8/7/2024
3042,,,,,6011,Complete,9/12/2025,1/12/2027,7/22/2024,7/22/2024,,,,
3043,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,,,,
3044,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,6/2/2024,TBD,,6/5/2024
3046,Gen 3,7/7/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,7/29/2024
3047,Gen 3,5/19/2023,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
3049,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
3050,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,,,,
3053,,,,,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,7/14/2024,,,
3055,,,,,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,,,,
3056,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
3057,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
3058,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
3059,,,,,6011,Complete,9/12/2025,1/12/2027,7/22/2024,7/22/2024,,,,
3060,,,,,6011,Complete,9/12/2025,1/12/2027,7/22/2024,7/22/2024,1/15/2025,,,7/24/2024
3061,,,,,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,,10/3/2024,,
3062,,,,,6094,1/1/2028,4/1/2029,,Completed,Completed,,,,
3066,,,,,6020,Complete,9/1/2024,In Progress,9/16/2024,9/16/2024,,,,
3067,,,,,6054,4/1/2027,7/1/2028,,Completed,Completed,,,,8/10/2024
3069,,,,,6054,,,,8/5/2024,8/5/2024,,,,
3070,,,,,6054,4/1/2027,7/1/2028,,Completed,Completed,,,,
3071,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,
3072,,,,,6054,4/1/2027,7/1/2028,,Completed,Completed,,,,
3074,,,,,6054,4/1/2027,7/1/2028,,Completed,Completed,,,,
3075,,,,,6010,Complete,1/6/2025,5/6/2026,8/19/2024,8/19/2024,,,,7/23/2024
3077,,,,,7045,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,5/19/2024,,,
3078,,,,,7034,7/1/2027,10/1/2028,,Completed,Completed,,TBD,,
3081,Gen 3,9/8/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,,9/13/2024,,
3082,,,,,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,,,,8/28/2024
3083,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,,,,8/29/2024
3084,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
3087,,,,,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,TBD,,8/9/2024
3088,,,,,6025,Complete,4/6/2025,8/6/2026,Completed,Completed,,TBD,,
3090,Gen 3,10/6/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,,,,
3093,,,,,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,,,,
3094,,,,,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,,,,
3098,Gen 3,10/13/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,,,Week 33,
3099,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
3101,Gen 3,7/7/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
3102,,,,,6025,Complete,4/6/2025,8/6/2026,Completed,Completed,,,,8/7/2024
3103,,,,,6035,8/15/2024,1/26/2026,5/26/2027,7/15/2024,7/15/2024,,,,
3104,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,,,,
3106,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/4/2024,,,6/26/2024
3107,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
3110,,,,,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,,,
3111,,,,,6094,1/1/2028,4/1/2029,,Completed,Completed,,,,
3112,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
3114,,,,,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,,,,8/24/2024
3118,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,TBD,,
3119,,,,,6010,Complete,1/6/2025,5/6/2026,8/19/2024,8/19/2024,7/10/2024,,Week 33,
3123,Gen 3,7/7/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
3126,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,,,,
3127,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/5/2024,8/5/2024,,9/5/2024,,
3128,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,,9/5/2024,,
3129,,,,,,,,,,,,,,
3131,Gen 3,10/6/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
3132,Gen 3,8/4/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
3133,Gen 3,10/6/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
3135,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,,,,
3136,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,9/22/2024,,,
3137,,,,,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,8/21/2024,,,
3138,Gen 3,10/6/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,8/7/2024
3139,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
3140,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
3141,Gen 3,10/6/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
3143,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
3144,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,,,,
3145,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,,8/26/2024,,
3146,Gen 3,8/25/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,,,,
3147,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
3150,,,,,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,,,Week 33,
3151,,,,,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,Week 33,
3152,,,,,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,,
3153,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,,
3154,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,,
3155,,,,,6035,8/15/2024,1/26/2026,5/26/2027,7/15/2024,7/15/2024,,,,
3156,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,,,,
3157,,,,,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,,,,
3159,,,,,6080,4/1/2027,7/1/2028,,Completed,Completed,,LIVE,,
3161,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,,,,
3162,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,,,,
3163,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,,9/10/2024,,
3164,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/2028,4/1/2029,,Completed,Completed,,,,
3167,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,TBD,,7/18/2024
3168,,,,,6018,3/17/2025,11/13/2026,3/13/2028,Completed,Completed,,,,8/9/2024
3169,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,9/10/2024,,
3170,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,9/9/2024,,
3172,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,,
3173,,,,,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,,
3175,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,,,,8/31/2024
3176,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,,,,
3177,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,8/12/2024,,,
3178,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,,,,
3179,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
3180,,,,,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,TBD,,8/14/2024
3182,,,,,6040,8/15/2024,12/22/2025,4/22/2027,7/22/2024,7/22/2024,,TBD,,
3183,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,,,,
3184,,,,,6006,8/22/2024,4/2/2026,8/2/2027,8/19/2024,8/19/2024,,,,
3185,,,,,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,,,,
3188,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,
3191,,,,,6039,Complete,4/18/2025,8/18/2026,Completed,Completed,7/21/2024,,,
3192,,,,,6070,1/1/2028,4/1/2029,,Completed,Completed,,,Week 33,
3197,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,5/14/2024,,,7/18/2024
3198,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,,,,
3199,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,,,,
3200,,,,,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,7/16/2024,,,8/19/2024
3201,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,1/13/2025,,,8/5/2024
3202,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,,,,
3204,,,,,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,,,,
3205,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,LIVE,,
3206,,,,,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,,,,
3207,,,,,7035,7/1/2026,10/1/2027,,Completed,Completed,7/14/2024,,,7/18/2024
3208,,,,,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,,,,8/30/2024
3209,,,,,6025,Complete,4/6/2025,8/6/2026,Completed,Completed,,,,
3210,,,,,6092,4/1/2028,7/1/2029,,Completed,Completed,7/7/2024,,Week 33,
3212,,,,,7034,7/1/2027,10/1/2028,,Completed,Completed,,,,
3213,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,,,,
3214,,,,,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,7/9/2024,9/3/2024,,
3215,,,,,7045,4/1/2028,7/1/2029,,Completed,Completed,,,,
3216,,,,,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,9/15/2024,,,
3217,,,,,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,7/15/2024,,,
3218,Gen 3,9/8/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,3/17/2024,TBD,,
3219,,,,,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,8/14/2024,,,
3220,,,,,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,9/2/2024,,,
3221,,,,,6038,8/15/2024,10/24/2025,2/24/2027,Completed,Completed,,,Week 33,
3222,,,,,6039,Complete,4/18/2025,8/18/2026,Completed,Completed,9/18/2024,,,
3223,,,,,6027,7/25/2024,11/24/2025,3/24/2027,Completed,Completed,,,,
3224,,,,,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,6/2/2024,TBD,,
3225,,,,,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,5/29/2024,,,
3226,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/30/2024,9/9/2024,,
