BU,Region,Market,Stores,Wk7,Wk8,Wk9,Wk10,Wk11,Wk12,Wk13,Wk14,,,
E,25,262,1003,"$19,473.26","$19,473.26","$19,473.26","$15,648.37","$15,648.37","$15,648.37","$15,648.37","$15,809.38",,,
A,9,115,1004,"$32,630.37","$32,630.37","$32,630.37","$28,404.87","$28,404.87","$28,404.87","$28,404.87","$22,747.21",,,
M,52,426,1005,"$15,466.78","$15,466.78","$15,466.78","$13,830.98","$13,830.98","$13,830.98","$13,830.98","$13,783.26",,,
A,3,27,1006,"$19,394.19","$19,394.19","$19,394.19","$15,578.40","$15,578.40","$15,578.40","$15,578.40","$13,501.67",,,
E,53,438,1007,"$15,513.35","$15,513.35","$15,513.35","$12,459.59","$12,459.59","$12,459.59","$12,459.59","$11,510.59",,,
M,54,378,1008,"$21,105.35","$21,105.35","$21,105.35","$18,238.51","$18,238.51","$18,238.51","$18,238.51","$15,895.28",,,
E,40,333,1009,"$20,320.37","$20,320.37","$20,320.37","$18,226.05","$18,226.05","$18,226.05","$18,226.05","$15,744.87",,,
F,26,309,1010,"$23,814.36","$23,814.36","$23,814.36","$19,062.67","$19,062.67","$19,062.67","$19,062.67","$16,208.67",,,
F,4,29,1011,"$20,726.25","$20,726.25","$20,726.25","$18,695.77","$18,695.77","$18,695.77","$18,695.77","$15,648.28",,,
E,53,444,1012,"$26,304.28","$26,304.28","$26,304.28","$21,351.59","$21,351.59","$21,351.59","$21,351.59","$18,232.47",,,
E,25,251,1013,"$10,656.50","$10,656.50","$10,656.50","$7,815.77","$7,815.77","$7,815.77","$7,815.77","$5,923.69",,,
E,40,361,1014,"$25,674.20","$25,674.20","$25,674.20","$22,353.44","$22,353.44","$22,353.44","$22,353.44","$18,602.86",,,
B,46,505,1015,"$33,138.81","$33,138.81","$33,138.81","$28,544.12","$28,544.12","$28,544.12","$28,544.12","$25,748.09",,,
B,13,129,1016,"$25,101.69","$25,101.69","$25,101.69","$21,279.87","$21,279.87","$21,279.87","$21,279.87","$17,797.00",,,
F,4,38,1017,"$21,404.06","$21,404.06","$21,404.06","$17,017.73","$17,017.73","$17,017.73","$17,017.73","$14,576.16",,,
A,3,28,1018,"$15,172.55","$15,172.55","$15,172.55","$13,009.57","$13,009.57","$13,009.57","$13,009.57","$11,165.73",,,
M,54,389,1019,"$25,231.74","$25,231.74","$25,231.74","$20,208.28","$20,208.28","$20,208.28","$20,208.28","$17,617.06",,,
E,53,425,1020,"$16,285.62","$16,285.62","$16,285.62","$12,984.80","$12,984.80","$12,984.80","$12,984.80","$12,033.16",,,
E,40,339,1021,"$16,206.71","$16,206.71","$16,206.71","$14,372.21","$14,372.21","$14,372.21","$14,372.21","$12,587.81",,,
B,5,45,1022,"$26,772.48","$26,772.48","$26,772.48","$23,860.11","$23,860.11","$23,860.11","$23,860.11","$20,231.10",,,
E,20,311,1023,"$24,042.42","$24,042.42","$24,042.42","$21,244.28","$21,244.28","$21,244.28","$21,244.28","$18,246.85",,,
A,3,30,1024,"$18,365.55","$18,365.55","$18,365.55","$16,104.66","$16,104.66","$16,104.66","$16,104.66","$13,527.74",,,
B,13,141,1025,"$28,528.53","$28,528.53","$28,528.53","$23,431.10","$23,431.10","$23,431.10","$23,431.10","$20,165.91",,,
E,25,580,1026,"$30,243.36","$30,243.36","$30,243.36","$24,408.61","$24,408.61","$24,408.61","$24,408.61","$24,053.54",,,
F,4,306,1027,"$20,439.68","$20,439.68","$20,439.68","$18,080.13","$18,080.13","$18,080.13","$18,080.13","$16,888.77",,,
E,25,278,1028,"$22,734.58","$22,734.58","$22,734.58","$17,425.86","$17,425.86","$17,425.86","$17,425.86","$16,438.58",,,
A,9,104,1029,"$17,257.70","$17,257.70","$17,257.70","$14,460.54","$14,460.54","$14,460.54","$14,460.54","$12,492.95",,,
F,4,38,1030,"$26,307.72","$26,307.72","$26,307.72","$20,826.23","$20,826.23","$20,826.23","$20,826.23","$18,168.52",,,
A,14,15,1032,"$27,096.87","$27,096.87","$27,096.87","$23,383.59","$23,383.59","$23,383.59","$23,383.59","$20,609.91",,,
E,25,243,1033,"$22,429.27","$22,429.27","$22,429.27","$20,994.77","$20,994.77","$20,994.77","$20,994.77","$19,487.48",,,
F,4,305,1034,"$29,551.64","$29,551.64","$29,551.64","$24,599.99","$24,599.99","$24,599.99","$24,599.99","$18,517.18",,,
F,4,42,1035,"$27,810.32","$27,810.32","$27,810.32","$22,521.90","$22,521.90","$22,521.90","$22,521.90","$18,611.69",,,
A,2,294,1036,"$29,411.56","$29,411.56","$29,411.56","$23,706.25","$23,706.25","$23,706.25","$23,706.25","$20,654.89",,,
F,4,36,1037,"$26,178.25","$26,178.25","$26,178.25","$22,832.01","$22,832.01","$22,832.01","$22,832.01","$21,825.19",,,
E,53,425,1038,"$10,179.92","$10,179.92","$10,179.92","$8,670.15","$8,670.15","$8,670.15","$8,670.15","$7,507.43",,,
F,4,304,1039,"$26,881.87","$26,881.87","$26,881.87","$24,105.08","$24,105.08","$24,105.08","$24,105.08","$17,794.97",,,
B,6,65,1040,"$26,772.91","$26,772.91","$26,772.91","$22,177.20","$22,177.20","$22,177.20","$22,177.20","$20,106.33",,,
B,6,569,1041,"$25,414.04","$25,414.04","$25,414.04","$22,392.93","$22,392.93","$22,392.93","$22,392.93","$19,446.34",,,
B,6,85,1042,"$22,666.02","$22,666.02","$22,666.02","$21,347.35","$21,347.35","$21,347.35","$21,347.35","$18,516.46",,,
B,44,350,1043,"$12,433.34","$12,433.34","$12,433.34","$10,916.36","$10,916.36","$10,916.36","$10,916.36","$9,569.41",,,
B,5,45,1044,"$24,672.64","$24,672.64","$24,672.64","$20,247.34","$20,247.34","$20,247.34","$20,247.34","$17,566.96",,,
M,54,379,1045,"$21,786.36","$21,786.36","$21,786.36","$17,821.69","$17,821.69","$17,821.69","$17,821.69","$15,439.42",,,
B,46,88,1046,"$6,443.63","$6,443.63","$6,443.63","$5,402.74","$5,402.74","$5,402.74","$5,402.74","$3,977.36",,,
A,2,22,1047,"$24,889.55","$24,889.55","$24,889.55","$22,433.86","$22,433.86","$22,433.86","$22,433.86","$20,279.04",,,
E,41,257,1048,"$18,278.10","$18,278.10","$18,278.10","$15,045.70","$15,045.70","$15,045.70","$15,045.70","$15,366.43",,,
B,46,71,1051,"$13,137.38","$13,137.38","$13,137.38","$12,422.77","$12,422.77","$12,422.77","$12,422.77","$10,558.67",,,
A,14,11,1052,"$11,429.73","$11,429.73","$11,429.73","$9,882.73","$9,882.73","$9,882.73","$9,882.73","$8,837.47",,,
E,41,242,1053,"$23,404.06","$23,404.06","$23,404.06","$17,218.31","$17,218.31","$17,218.31","$17,218.31","$15,880.65",,,
M,47,411,1054,"$13,929.03","$13,929.03","$13,929.03","$11,293.79","$11,293.79","$11,293.79","$11,293.79","$9,962.69",,,
B,5,583,1055,"$28,423.19","$28,423.19","$28,423.19","$25,052.13","$25,052.13","$25,052.13","$25,052.13","$21,044.84",,,
B,44,353,1056,"$17,827.11","$17,827.11","$17,827.11","$15,762.55","$15,762.55","$15,762.55","$15,762.55","$13,452.51",,,
A,14,10,1057,"$10,232.81","$10,232.81","$10,232.81","$8,054.95","$8,054.95","$8,054.95","$8,054.95","$7,118.44",,,
M,54,388,1058,"$25,793.90","$25,793.90","$25,793.90","$22,367.62","$22,367.62","$22,367.62","$22,367.62","$20,008.97",,,
A,14,138,1059,"$18,275.23","$18,275.23","$18,275.23","$14,800.66","$14,800.66","$14,800.66","$14,800.66","$12,921.37",,,
F,4,304,1060,"$21,194.20","$21,194.20","$21,194.20","$18,518.70","$18,518.70","$18,518.70","$18,518.70","$15,727.99",,,
A,3,28,1061,"$12,322.93","$12,322.93","$12,322.93","$10,766.37","$10,766.37","$10,766.37","$10,766.37","$9,529.19",,,
B,6,63,1062,"$24,399.95","$24,399.95","$24,399.95","$21,395.10","$21,395.10","$21,395.10","$21,395.10","$18,218.44",,,
A,14,7,1063,"$7,295.82","$7,295.82","$7,295.82","$6,070.44","$6,070.44","$6,070.44","$6,070.44","$5,779.07",,,
F,4,304,1064,"$20,604.52","$20,604.52","$20,604.52","$17,198.32","$17,198.32","$17,198.32","$17,198.32","$14,875.25",,,
A,42,325,1065,"$18,416.00","$18,416.00","$18,416.00","$16,095.42","$16,095.42","$16,095.42","$16,095.42","$14,731.05",,,
B,13,143,1066,"$30,213.06","$30,213.06","$30,213.06","$24,603.14","$24,603.14","$24,603.14","$24,603.14","$21,934.61",,,
B,6,84,1067,"$8,764.00","$8,764.00","$8,764.00","$6,530.91","$6,530.91","$6,530.91","$6,530.91","$5,459.70",,,
A,9,92,1068,"$23,968.15","$23,968.15","$23,968.15","$20,098.84","$20,098.84","$20,098.84","$20,098.84","$16,884.77",,,
A,14,138,1069,"$11,666.06","$11,666.06","$11,666.06","$10,042.93","$10,042.93","$10,042.93","$10,042.93","$9,268.95",,,
A,2,18,1070,"$24,359.52","$24,359.52","$24,359.52","$19,777.75","$19,777.75","$19,777.75","$19,777.75","$17,144.30",,,
E,25,341,1071,"$29,654.53","$29,654.53","$29,654.53","$24,018.41","$24,018.41","$24,018.41","$24,018.41","$22,934.20",,,
A,3,27,1072,"$29,900.42","$29,900.42","$29,900.42","$25,605.66","$25,605.66","$25,605.66","$25,605.66","$22,042.51",,,
B,5,81,1073,"$11,935.01","$11,935.01","$11,935.01","$10,173.15","$10,173.15","$10,173.15","$10,173.15","$8,901.24",,,
A,12,136,1074,"$22,726.38","$22,726.38","$22,726.38","$19,113.06","$19,113.06","$19,113.06","$19,113.06","$16,842.30",,,
A,12,149,1075,"$27,424.68","$27,424.68","$27,424.68","$24,559.78","$24,559.78","$24,559.78","$24,559.78","$20,849.76",,,
A,3,32,1076,"$18,733.92","$18,733.92","$18,733.92","$15,732.87","$15,732.87","$15,732.87","$15,732.87","$13,293.10",,,
A,3,97,1077,"$18,885.86","$18,885.86","$18,885.86","$15,030.91","$15,030.91","$15,030.91","$15,030.91","$13,724.79",,,
B,5,74,1078,"$4,484.98","$4,484.98","$4,484.98","$3,833.60","$3,833.60","$3,833.60","$3,833.60","$3,756.68",,,
A,3,94,1079,"$23,258.65","$23,258.65","$23,258.65","$20,935.50","$20,935.50","$20,935.50","$20,935.50","$17,438.55",,,
F,4,124,1080,"$23,171.33","$23,171.33","$23,171.33","$20,127.96","$20,127.96","$20,127.96","$20,127.96","$18,261.04",,,
A,3,93,1081,"$31,306.15","$31,306.15","$31,306.15","$28,562.76","$28,562.76","$28,562.76","$28,562.76","$22,183.03",,,
A,3,98,1082,"$22,978.73","$22,978.73","$22,978.73","$19,764.29","$19,764.29","$19,764.29","$19,764.29","$17,449.92",,,
A,3,101,1083,"$28,067.65","$28,067.65","$28,067.65","$23,245.69","$23,245.69","$23,245.69","$23,245.69","$19,435.17",,,
A,9,91,1084,"$15,964.09","$15,964.09","$15,964.09","$12,988.55","$12,988.55","$12,988.55","$12,988.55","$11,725.70",,,
A,9,104,1085,"$28,129.78","$28,129.78","$28,129.78","$23,084.85","$23,084.85","$23,084.85","$23,084.85","$19,698.65",,,
A,9,90,1086,"$31,841.75","$31,841.75","$31,841.75","$26,076.01","$26,076.01","$26,076.01","$26,076.01","$22,471.54",,,
A,9,107,1087,"$30,216.14","$30,216.14","$30,216.14","$26,638.16","$26,638.16","$26,638.16","$26,638.16","$22,688.52",,,
B,13,143,1088,"$17,460.83","$17,460.83","$17,460.83","$15,799.75","$15,799.75","$15,799.75","$15,799.75","$15,011.47",,,
A,2,119,1089,"$18,656.49","$18,656.49","$18,656.49","$17,202.34","$17,202.34","$17,202.34","$17,202.34","$14,994.95",,,
A,3,101,1090,"$21,650.92","$21,650.92","$21,650.92","$18,031.08","$18,031.08","$18,031.08","$18,031.08","$16,247.93",,,
A,14,7,1091,"$28,359.20","$28,359.20","$28,359.20","$23,341.63","$23,341.63","$23,341.63","$23,341.63","$21,721.42",,,
E,21,246,1093,"$13,654.77","$13,654.77","$13,654.77","$11,470.31","$11,470.31","$11,470.31","$11,470.31","$10,346.10",,,
E,40,361,1094,"$18,965.09","$18,965.09","$18,965.09","$15,094.50","$15,094.50","$15,094.50","$15,094.50","$13,908.29",,,
M,54,388,1095,"$18,107.30","$18,107.30","$18,107.30","$14,785.49","$14,785.49","$14,785.49","$14,785.49","$10,654.14",,,
F,4,304,1096,"$17,369.52","$17,369.52","$17,369.52","$15,126.28","$15,126.28","$15,126.28","$15,126.28","$13,038.35",,,
F,26,309,1097,"$27,024.78","$27,024.78","$27,024.78","$22,369.46","$22,369.46","$22,369.46","$22,369.46","$18,010.86",,,
B,6,84,1098,"$14,050.76","$14,050.76","$14,050.76","$12,299.82","$12,299.82","$12,299.82","$12,299.82","$10,219.60",,,
B,44,409,1099,"$25,325.67","$25,325.67","$25,325.67","$22,371.62","$22,371.62","$22,371.62","$22,371.62","$17,854.36",,,
A,12,137,1100,"$13,247.70","$13,247.70","$13,247.70","$11,899.27","$11,899.27","$11,899.27","$11,899.27","$10,570.23",,,
A,14,8,1101,"$22,876.11","$22,876.11","$22,876.11","$18,251.96","$18,251.96","$18,251.96","$18,251.96","$16,936.32",,,
B,13,130,1102,"$16,549.19","$16,549.19","$16,549.19","$13,626.13","$13,626.13","$13,626.13","$13,626.13","$11,577.48",,,
B,6,59,1103,"$30,628.16","$30,628.16","$30,628.16","$27,747.73","$27,747.73","$27,747.73","$27,747.73","$22,912.67",,,
A,9,104,1104,"$29,645.26","$29,645.26","$29,645.26","$24,772.25","$24,772.25","$24,772.25","$24,772.25","$21,946.62",,,
A,42,326,1105,"$24,187.36","$24,187.36","$24,187.36","$20,880.46","$20,880.46","$20,880.46","$20,880.46","$18,319.60",,,
B,13,141,1106,"$11,550.62","$11,550.62","$11,550.62","$9,668.83","$9,668.83","$9,668.83","$9,668.83","$8,297.06",,,
B,13,134,1107,"$10,120.09","$10,120.09","$10,120.09","$8,737.89","$8,737.89","$8,737.89","$8,737.89","$7,678.00",,,
A,42,135,1108,"$9,166.80","$9,166.80","$9,166.80","$8,943.11","$8,943.11","$8,943.11","$8,943.11","$7,784.37",,,
A,42,135,1109,"$10,233.94","$10,233.94","$10,233.94","$8,981.41","$8,981.41","$8,981.41","$8,981.41","$8,056.32",,,
A,42,135,1110,"$9,926.45","$9,926.45","$9,926.45","$8,653.62","$8,653.62","$8,653.62","$8,653.62","$7,239.59",,,
A,2,21,1111,"$19,281.95","$19,281.95","$19,281.95","$17,259.45","$17,259.45","$17,259.45","$17,259.45","$17,430.71",,,
A,3,16,1112,"$22,537.92","$22,537.92","$22,537.92","$18,996.35","$18,996.35","$18,996.35","$18,996.35","$15,654.33",,,
E,41,258,1113,"$34,441.64","$34,441.64","$34,441.64","$29,514.20","$29,514.20","$29,514.20","$29,514.20","$24,693.80",,,
A,42,328,1114,"$12,950.72","$12,950.72","$12,950.72","$10,950.76","$10,950.76","$10,950.76","$10,950.76","$9,906.52",,,
A,12,147,1115,"$12,188.74","$12,188.74","$12,188.74","$10,798.58","$10,798.58","$10,798.58","$10,798.58","$9,131.07",,,
B,44,349,1116,"$25,592.16","$25,592.16","$25,592.16","$22,578.18","$22,578.18","$22,578.18","$22,578.18","$19,620.25",,,
B,5,51,1117,"$23,104.29","$23,104.29","$23,104.29","$20,948.26","$20,948.26","$20,948.26","$20,948.26","$17,688.13",,,
B,5,55,1118,"$28,675.36","$28,675.36","$28,675.36","$26,242.07","$26,242.07","$26,242.07","$26,242.07","$23,558.27",,,
A,9,105,1119,"$11,450.28","$11,450.28","$11,450.28","$9,369.02","$9,369.02","$9,369.02","$9,369.02","$7,787.78",,,
E,40,360,1120,"$24,980.45","$24,980.45","$24,980.45","$21,495.89","$21,495.89","$21,495.89","$21,495.89","$17,632.05",,,
A,2,21,1121,"$24,125.17","$24,125.17","$24,125.17","$20,266.49","$20,266.49","$20,266.49","$20,266.49","$17,798.37",,,
A,2,18,1122,"$24,559.05","$24,559.05","$24,559.05","$20,708.52","$20,708.52","$20,708.52","$20,708.52","$18,128.43",,,
A,2,35,1123,"$28,685.24","$28,685.24","$28,685.24","$24,310.95","$24,310.95","$24,310.95","$24,310.95","$20,734.56",,,
A,12,137,1124,"$14,985.27","$14,985.27","$14,985.27","$13,087.20","$13,087.20","$13,087.20","$13,087.20","$11,736.39",,,
E,25,278,1125,"$27,146.30","$27,146.30","$27,146.30","$21,699.80","$21,699.80","$21,699.80","$21,699.80","$19,209.43",,,
B,6,506,1126,"$18,303.76","$18,303.76","$18,303.76","$16,741.10","$16,741.10","$16,741.10","$16,741.10","$13,462.65",,,
B,13,134,1128,"$17,020.27","$17,020.27","$17,020.27","$15,166.35","$15,166.35","$15,166.35","$15,166.35","$12,570.65",,,
B,5,82,1129,"$18,352.61","$18,352.61","$18,352.61","$15,799.61","$15,799.61","$15,799.61","$15,799.61","$13,581.24",,,
A,2,39,1130,"$19,310.19","$19,310.19","$19,310.19","$15,832.12","$15,832.12","$15,832.12","$15,832.12","$14,365.69",,,
F,4,304,1131,"$12,254.56","$12,254.56","$12,254.56","$10,547.17","$10,547.17","$10,547.17","$10,547.17","$9,134.55",,,
F,26,298,1132,"$29,680.48","$29,680.48","$29,680.48","$23,447.62","$23,447.62","$23,447.62","$23,447.62","$20,403.91",,,
F,26,309,1133,"$22,872.87","$22,872.87","$22,872.87","$18,375.55","$18,375.55","$18,375.55","$18,375.55","$15,863.70",,,
A,14,7,1134,"$23,048.54","$23,048.54","$23,048.54","$19,123.73","$19,123.73","$19,123.73","$19,123.73","$16,895.48",,,
F,4,38,1135,"$20,407.90","$20,407.90","$20,407.90","$16,930.36","$16,930.36","$16,930.36","$16,930.36","$14,254.55",,,
B,13,131,1136,"$15,264.79","$15,264.79","$15,264.79","$12,833.30","$12,833.30","$12,833.30","$12,833.30","$11,219.77",,,
B,6,60,1137,"$23,504.37","$23,504.37","$23,504.37","$20,862.47","$20,862.47","$20,862.47","$20,862.47","$16,988.02",,,
E,53,441,1138,"$16,397.68","$16,397.68","$16,397.68","$12,383.77","$12,383.77","$12,383.77","$12,383.77","$11,406.23",,,
E,41,259,1139,"$26,488.04","$26,488.04","$26,488.04","$22,590.08","$22,590.08","$22,590.08","$22,590.08","$19,749.41",,,
E,41,259,1140,"$23,657.73","$23,657.73","$23,657.73","$22,715.73","$22,715.73","$22,715.73","$22,715.73","$21,358.36",,,
E,25,249,1141,"$28,406.18","$28,406.18","$28,406.18","$22,765.92","$22,765.92","$22,765.92","$22,765.92","$21,166.14",,,
E,25,243,1142,"$17,189.37","$17,189.37","$17,189.37","$14,478.07","$14,478.07","$14,478.07","$14,478.07","$13,273.44",,,
A,3,30,1143,"$15,529.38","$15,529.38","$15,529.38","$13,271.97","$13,271.97","$13,271.97","$13,271.97","$11,408.38",,,
F,4,42,1144,"$16,071.86","$16,071.86","$16,071.86","$14,477.40","$14,477.40","$14,477.40","$14,477.40","$13,940.32",,,
F,4,36,1146,"$27,518.43","$27,518.43","$27,518.43","$24,342.18","$24,342.18","$24,342.18","$24,342.18","$21,209.28",,,
A,42,328,1147,"$13,747.02","$13,747.02","$13,747.02","$11,778.50","$11,778.50","$11,778.50","$11,778.50","$10,652.42",,,
B,44,349,1148,"$26,839.46","$26,839.46","$26,839.46","$23,576.85","$23,576.85","$23,576.85","$23,576.85","$19,647.88",,,
B,46,367,1149,"$30,689.00","$30,689.00","$30,689.00","$25,763.38","$25,763.38","$25,763.38","$25,763.38","$20,625.69",,,
B,6,85,1150,"$24,124.74","$24,124.74","$24,124.74","$20,784.11","$20,784.11","$20,784.11","$20,784.11","$18,861.05",,,
E,40,362,1151,"$19,656.04","$19,656.04","$19,656.04","$16,510.87","$16,510.87","$16,510.87","$16,510.87","$14,724.28",,,
M,52,426,1152,"$12,660.87","$12,660.87","$12,660.87","$11,204.33","$11,204.33","$11,204.33","$11,204.33","$9,850.65",,,
A,3,32,1153,"$20,393.99","$20,393.99","$20,393.99","$16,435.49","$16,435.49","$16,435.49","$16,435.49","$15,468.20",,,
B,6,506,1154,"$15,078.75","$15,078.75","$15,078.75","$13,242.83","$13,242.83","$13,242.83","$13,242.83","$10,982.01",,,
F,26,310,1155,"$26,086.42","$26,086.42","$26,086.42","$22,172.26","$22,172.26","$22,172.26","$22,172.26","$19,214.58",,,
F,4,306,1156,"$25,024.27","$25,024.27","$25,024.27","$21,138.92","$21,138.92","$21,138.92","$21,138.92","$18,972.91",,,
E,25,243,1157,"$13,910.37","$13,910.37","$13,910.37","$12,901.65","$12,901.65","$12,901.65","$12,901.65","$11,588.28",,,
A,14,2,1158,"$18,321.52","$18,321.52","$18,321.52","$14,969.26","$14,969.26","$14,969.26","$14,969.26","$13,132.85",,,
A,2,123,1159,"$8,043.26","$8,043.26","$8,043.26","$6,516.22","$6,516.22","$6,516.22","$6,516.22","$5,880.10",,,
E,25,243,1160,"$23,170.18","$23,170.18","$23,170.18","$19,771.68","$19,771.68","$19,771.68","$19,771.68","$17,992.60",,,
E,40,339,1161,"$31,567.94","$31,567.94","$31,567.94","$25,744.07","$25,744.07","$25,744.07","$25,744.07","$22,998.28",,,
E,25,580,1162,"$21,643.59","$21,643.59","$21,643.59","$18,663.62","$18,663.62","$18,663.62","$18,663.62","$15,997.76",,,
B,13,125,1163,"$23,767.07","$23,767.07","$23,767.07","$19,171.67","$19,171.67","$19,171.67","$19,171.67","$17,093.16",,,
F,4,41,1164,"$25,830.13","$25,830.13","$25,830.13","$19,899.58","$19,899.58","$19,899.58","$19,899.58","$17,107.45",,,
E,41,256,1165,"$23,880.72","$23,880.72","$23,880.72","$22,188.59","$22,188.59","$22,188.59","$22,188.59","$19,085.42",,,
F,26,300,1166,"$7,731.06","$7,731.06","$7,731.06","$6,251.98","$6,251.98","$6,251.98","$6,251.98","$5,449.09",,,
E,53,435,1167,"$20,066.76","$20,066.76","$20,066.76","$17,855.58","$17,855.58","$17,855.58","$17,855.58","$14,733.13",,,
B,13,141,1168,"$20,276.46","$20,276.46","$20,276.46","$17,935.18","$17,935.18","$17,935.18","$17,935.18","$16,860.93",,,
A,42,127,1169,"$8,844.33","$8,844.33","$8,844.33","$7,709.72","$7,709.72","$7,709.72","$7,709.72","$6,858.75",,,
E,41,256,1170,"$15,957.23","$15,957.23","$15,957.23","$13,910.32","$13,910.32","$13,910.32","$13,910.32","$11,836.57",,,
A,9,115,1171,"$21,727.45","$21,727.45","$21,727.45","$19,795.95","$19,795.95","$19,795.95","$19,795.95","$16,502.87",,,
A,3,98,1172,"$23,511.16","$23,511.16","$23,511.16","$19,532.58","$19,532.58","$19,532.58","$19,532.58","$17,071.94",,,
A,3,98,1173,"$24,448.98","$24,448.98","$24,448.98","$20,619.20","$20,619.20","$20,619.20","$20,619.20","$18,259.88",,,
A,14,14,1174,"$13,314.20","$13,314.20","$13,314.20","$12,401.65","$12,401.65","$12,401.65","$12,401.65","$10,010.61",,,
B,46,364,1175,"$20,446.14","$20,446.14","$20,446.14","$18,802.19","$18,802.19","$18,802.19","$18,802.19","$13,584.22",,,
E,53,441,1176,"$15,296.04","$15,296.04","$15,296.04","$12,886.25","$12,886.25","$12,886.25","$12,886.25","$11,829.51",,,
E,40,340,1177,"$21,394.54","$21,394.54","$21,394.54","$18,861.51","$18,861.51","$18,861.51","$18,861.51","$16,476.19",,,
B,5,50,1178,"$26,978.22","$26,978.22","$26,978.22","$21,041.40","$21,041.40","$21,041.40","$21,041.40","$19,214.52",,,
A,2,294,1179,"$21,995.52","$21,995.52","$21,995.52","$19,020.79","$19,020.79","$19,020.79","$19,020.79","$15,532.20",,,
