StoreNumber,Category,Item #,Item Description,Hot PLU, New Retails  
1817,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1817,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1817,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1817,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1819,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1819,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1819,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1819,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1819,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1819,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1819,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1819,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1819,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1819,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1820,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1820,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1820,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1820,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1820,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1820,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1820,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1820,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1820,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1820,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1823,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1823,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1823,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1823,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1823,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1823,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1823,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1823,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1823,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1823,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1825,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1825,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1825,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1825,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1825,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1825,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1825,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1825,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1825,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1825,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1826,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1826,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1826,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1826,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1826,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1826,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1826,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1826,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1826,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1826,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1827,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1827,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1827,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1827,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1827,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1827,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1827,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1827,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1827,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1827,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1828,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1828,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1828,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1828,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1828,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1828,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1828,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1828,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1828,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1828,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1829,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1829,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1829,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1829,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1829,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1829,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1829,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1829,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1829,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1829,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1830,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1830,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1830,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1830,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1830,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1830,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1830,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1830,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1830,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1830,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1831,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1831,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1831,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1831,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1831,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1831,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1831,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1831,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1831,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1831,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1832,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1832,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1832,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1832,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1832,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1832,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1832,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1832,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1832,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1832,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1833,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1833,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1833,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1833,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1833,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1833,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1833,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1833,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1833,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1833,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1834,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1834,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1834,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1834,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1834,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1834,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1834,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1834,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1834,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1834,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1835,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1835,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1835,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1835,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1835,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1835,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1835,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1835,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1835,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1835,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1836,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1836,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1836,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1836,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1836,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1836,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1836,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1836,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1836,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1836,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1837,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1837,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1837,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1837,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1837,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1837,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1837,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1837,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1837,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1837,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1839,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1839,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1839,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1839,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1839,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1839,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1839,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1839,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1839,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1839,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1840,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1840,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1840,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1840,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1840,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1840,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1840,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1840,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1840,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1840,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1841,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1841,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1841,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1841,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1841,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1841,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1841,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1841,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1841,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1841,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1842,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1842,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1842,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1842,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1842,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1842,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1842,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1842,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1842,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1842,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1845,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1845,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1845,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1845,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1845,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1845,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1845,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1845,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1845,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1845,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1846,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1846,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1846,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1846,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1846,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1846,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1846,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1846,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1846,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1846,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1847,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1847,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1847,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1847,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1847,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1847,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1847,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1847,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1847,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1847,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1848,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1848,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1848,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1848,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1848,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1848,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1848,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1848,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1848,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1848,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1849,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1849,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1849,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1849,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1849,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1849,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1849,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1849,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1849,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1849,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1850,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1850,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1850,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1850,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1850,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1850,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1850,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1850,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1850,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1850,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1851,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1851,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1851,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1851,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1851,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1851,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1851,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1851,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1851,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1851,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1852,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1852,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1852,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1852,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1852,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1852,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1852,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1852,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1852,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1852,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1853,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1853,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1853,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1853,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1853,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1853,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1853,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1853,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1853,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1853,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1855,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1855,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1855,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1855,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1855,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1855,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1855,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1855,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1855,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1855,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1856,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1856,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1856,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1856,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1856,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1856,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1856,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1856,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1856,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1856,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1858,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1858,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1858,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1858,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1858,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1858,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1858,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1858,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1858,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1858,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1859,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1859,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1859,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1859,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1859,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1859,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1859,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1859,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1859,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1859,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1860,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1860,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1860,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1860,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1860,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1860,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1860,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1860,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1860,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1860,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1861,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1861,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1861,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1861,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1861,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1861,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
