Store #,First Carrier Assigned,Fulfilment Type, Status,Weeks With Status, Trend,Directional Focus ,Max WM WK ID,OTD* %,OTP* % ,Dwell Time* ,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
2550,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,90.91%,82.23%,12.08,98.64%,98.32%,97.78%,62.86%
2550,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,81.22%,76.10%,12.48,74.83%,82.09%,82.71%,86.00%
2552,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,93.22%,72.25%,13.43,98.37%,100.00%,97.47%,69.70%
2552,,Scheduled Delivery Standard,Executive Review,16,Degrading,Store Focus,202245,88.59%,94.82%,12.05,89.88%,94.04%,87.25%,82.50%
2947,,Scheduled Delivery Express,At Risk,4,Degrading,Store Focus,202245,67.52%,81.60%,5.78,70.83%,65.38%,75.86%,57.14%
5899,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,83.56%,81.94%,10.87,75.68%,92.42%,80.35%,86.04%
5929,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,95.82%,71.02%,11.5,98.57%,100.00%,100.00%,80.00%
4221,,Scheduled Delivery Standard,At Risk,4,Degrading,Store Focus,202245,72.92%,63.53%,24.14,80.43%,81.36%,54.69%,71.43%
5440,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.74%,79.01%,8.76,100.00%,95.24%,94.12%,88.89%
5935,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,94.58%,85.78%,9.4,98.82%,99.01%,94.74%,79.49%
1775,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,76.57%,64.68%,15.46,68.84%,78.22%,83.07%,77.76%
5396,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,91.64%,82.32%,10.2,98.20%,96.94%,94.67%,72.00%
2385,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,94.14%,69.31%,12.29,95.87%,97.66%,95.31%,86.14%
2403,,Scheduled Delivery Express,Executive Review,7,Recovering,Store Focus,202245,95.20%,82.38%,12.48,97.30%,97.55%,96.99%,87.80%
2516,,Scheduled Delivery Standard,Executive Review,48,Degrading,Store Focus,202245,73.54%,74.59%,13.4,79.63%,66.61%,67.43%,78.99%
2571,,Scheduled Delivery Express,At Risk,4,Degrading,Store Focus,202245,70.00%,85.19%,8.7,71.43%,66.67%,80.00%,57.14%
2571,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,76.15%,89.62%,12.05,75.21%,72.77%,73.14%,83.87%
3525,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,90.50%,70.31%,15.91,94.12%,92.95%,97.07%,78.05%
3794,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,95.11%,65.96%,12.19,97.94%,97.52%,97.20%,85.39%
5073,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,64.24%,79.93%,14.44,70.40%,35.23%,69.78%,78.72%
1545,,Scheduled Delivery Express,Executive Review,7,Recovering,Store Focus,202245,93.07%,63.27%,12.54,98.28%,95.08%,96.49%,81.82%
1723,,Scheduled Delivery Standard,Executive Review,16,Degrading,Store Focus,202245,89.61%,92.75%,10.17,89.82%,89.98%,89.44%,89.15%
3762,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,88.97%,86.00%,11.29,89.08%,87.86%,88.54%,90.46%
892,,Scheduled Delivery Standard,Executive Review,10,Degrading,Store Focus,202245,77.88%,66.67%,15.62,78.68%,79.43%,73.04%,79.40%
5748,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,95.59%,86.39%,11.2,100.00%,94.59%,100.00%,84.00%
5748,,Scheduled Delivery Standard,Active Monitoring,3,Recovering,Store Focus,202245,89.91%,85.84%,9.44,93.75%,91.42%,81.74%,89.69%
1241,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,83.63%,87.17%,11.06,89.33%,88.45%,70.36%,83.87%
1285,,Scheduled Delivery Express,Executive Review,7,Recovering,Store Focus,202245,97.73%,82.98%,11.26,100.00%,100.00%,100.00%,90.00%
1757,,Scheduled Delivery Standard,Executive Review,10,Degrading,Store Focus,202245,78.00%,92.83%,10.92,77.98%,84.51%,70.80%,75.60%
3233,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,83.44%,85.58%,9.08,81.67%,89.36%,80.77%,77.78%
1473,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,91.89%,68.18%,10.47,94.12%,90.00%,94.74%,86.21%
1473,,Scheduled Delivery Standard,At Risk,4,Degrading,Store Focus,202245,60.03%,63.37%,13.68,60.99%,54.17%,58.06%,69.70%
1861,,Scheduled Delivery Standard,Executive Review,13,Recovering,Store Focus,202245,77.67%,63.93%,10.64,95.24%,74.70%,70.97%,76.99%
2087,,Scheduled Delivery Standard,Executive Review,13,Degrading,Store Focus,202245,79.64%,86.74%,12.78,76.71%,71.93%,88.57%,83.18%
2643,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,81.04%,86.92%,8.7,93.08%,74.87%,82.31%,75.90%
3404,,Scheduled Delivery Standard,Executive Review,13,Degrading,Store Focus,202245,66.97%,90.24%,11.26,69.50%,58.59%,70.09%,70.98%
1472,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,93.20%,80.82%,10.22,100.00%,100.00%,95.83%,71.43%
1855,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,84.67%,65.66%,13.99,92.16%,83.33%,96.77%,61.29%
1855,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,54.07%,58.23%,20.98,64.60%,47.32%,63.68%,48.58%
2198,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,84.21%,78.22%,13.09,93.96%,93.41%,91.94%,60.34%
2198,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,59.52%,70.55%,18.19,68.35%,54.87%,54.64%,60.63%
2642,,Scheduled Delivery Standard,Executive Review,13,Degrading,Store Focus,202245,64.35%,65.34%,18.31,69.61%,60.33%,77.66%,52.76%
3364,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.57%,79.72%,11.79,98.32%,96.55%,97.14%,52.94%
3364,,Scheduled Delivery Standard,Executive Review,13,Degrading,Store Focus,202245,51.57%,84.10%,23.14,73.98%,68.93%,30.52%,38.40%
3513,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,75.34%,71.69%,10.3,80.00%,82.00%,70.59%,73.96%
5977,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,51.95%,71.12%,21.77,81.29%,57.08%,49.34%,34.21%
5992,,Scheduled Delivery Express,Executive Review,9,Recovering,Store Focus,202245,91.60%,79.59%,7.62,94.34%,89.66%,91.30%,88.46%
5992,,Scheduled Delivery Standard,Executive Review,15,Degrading,Store Focus,202245,75.43%,88.48%,12.56,83.80%,71.83%,73.30%,72.24%
1577,,Scheduled Delivery Express,Executive Review,11,Recovering,Store Focus,202245,94.44%,85.92%,8.63,100.00%,100.00%,93.75%,83.33%
3102,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,95.83%,92.31%,14.67,100.00%,100.00%,100.00%,50.00%
3102,,Scheduled Delivery Standard,Executive Review,10,Recovering,Store Focus,202245,86.59%,86.10%,8.05,92.59%,86.57%,79.31%,82.76%
1332,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,84.34%,94.58%,10.96,84.90%,82.67%,83.37%,86.18%
1361,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,81.65%,86.92%,12.51,86.39%,74.49%,81.33%,84.13%
1474,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.74%,89.91%,11,98.18%,97.73%,100.00%,83.64%
2592,,Scheduled Delivery Standard,Executive Review,28,Degrading,Store Focus,202245,75.55%,83.20%,22.52,81.42%,55.85%,75.74%,83.56%
2884,,Scheduled Delivery Standard,At Risk,6,Recovering,Store Focus,202245,75.57%,79.07%,24.37,90.42%,60.22%,58.02%,85.36%
3350,,Scheduled Delivery Standard,Executive Review,28,Recovering,Store Focus,202245,89.85%,88.58%,12.63,91.91%,90.30%,82.22%,93.03%
3473,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,89.23%,74.96%,13.39,98.68%,97.73%,94.57%,64.83%
3473,,Scheduled Delivery Standard,Executive Review,28,Degrading,Store Focus,202245,76.67%,72.49%,17.11,82.37%,82.35%,68.28%,70.91%
1560,,Scheduled Delivery Standard,Executive Review,28,Degrading,Store Focus,202245,72.05%,79.51%,22.6,81.86%,73.00%,49.06%,79.13%
1584,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,82.34%,91.03%,19.14,93.20%,83.35%,65.36%,85.07%
2050,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,72.58%,69.92%,25.84,77.26%,72.79%,52.38%,84.68%
2838,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,90.55%,68.73%,16.83,96.80%,99.10%,98.50%,66.95%
4557,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,97.66%,80.24%,11.35,99.35%,100.00%,98.71%,92.75%
1588,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,88.21%,79.44%,20.8,98.15%,93.15%,96.07%,62.20%
1588,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,76.15%,79.55%,28.45,66.06%,58.77%,81.09%,89.36%
1692,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,91.14%,83.22%,14.13,98.61%,98.63%,96.97%,66.67%
1693,,Scheduled Delivery Express,Active Monitoring,2,Degrading,Store Focus,202245,87.16%,89.70%,10.37,89.44%,85.26%,84.72%,89.62%
1914,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,93.19%,77.74%,17,98.41%,96.30%,94.34%,79.65%
2333,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,97.09%,80.36%,12.17,100.00%,100.00%,100.00%,82.35%
3276,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,87.60%,62.77%,14.88,100.00%,100.00%,90.63%,55.17%
4340,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,94.16%,83.63%,17.1,98.26%,97.16%,96.34%,83.97%
4392,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,96.74%,72.54%,16.54,99.73%,98.14%,97.74%,89.03%
2032,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,91.15%,88.92%,12.26,95.45%,100.00%,93.68%,70.13%
2032,,Scheduled Delivery Standard,Active Monitoring,2,Recovering,Store Focus,202245,86.48%,80.13%,14.71,94.51%,84.00%,77.40%,87.24%
2568,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,95.62%,67.61%,11.48,100.00%,95.24%,96.97%,87.50%
2568,,Scheduled Delivery Standard,Executive Review,15,Degrading,Store Focus,202245,80.05%,78.92%,15.06,86.14%,69.23%,72.07%,89.34%
3180,,Scheduled Delivery Standard,At Risk,6,Recovering,Store Focus,202245,88.46%,96.13%,11.01,91.07%,86.49%,82.84%,92.37%
3650,,Scheduled Delivery Express,Active Monitoring,1,Degrading,Store Focus,202245,68.22%,83.49%,8.58,72.00%,67.50%,68.42%,65.22%
5152,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,93.52%,88.79%,10.57,100.00%,90.32%,96.55%,86.96%
5152,,Scheduled Delivery Standard,At Risk,6,Recovering,Store Focus,202245,87.05%,85.43%,12.63,91.21%,81.50%,82.05%,93.03%
1574,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.84%,82.11%,17.66,98.99%,97.42%,90.32%,82.32%
2099,,Scheduled Delivery Standard,Executive Review,26,Degrading,Store Focus,202245,81.94%,84.79%,7.43,81.34%,76.00%,81.20%,92.13%
2556,,Scheduled Delivery Standard,At Risk,6,Recovering,Store Focus,202245,95.24%,87.08%,7.15,96.70%,94.19%,96.92%,93.15%
2557,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,77.03%,68.42%,26.32,92.53%,71.26%,58.54%,84.71%
5162,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,92.65%,88.58%,15.93,98.04%,94.00%,100.00%,81.36%
5686,,Scheduled Delivery Standard,At Risk,6,Degrading,Store Focus,202245,75.55%,90.82%,25.49,85.97%,64.46%,61.24%,86.52%
1815,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,89.53%,69.94%,22.45,92.27%,97.67%,91.43%,75.96%
2277,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,94.40%,80.28%,13.7,100.00%,98.95%,95.96%,79.07%
5337,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,94.21%,79.36%,15.37,97.79%,99.15%,95.45%,83.18%
5337,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,80.82%,60.36%,22.53,74.63%,86.65%,72.11%,89.66%
2253,,Scheduled Delivery Standard,Executive Review,16,Degrading,Store Focus,202245,86.70%,83.59%,19.25,89.02%,88.42%,79.75%,88.16%
3516,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,91.60%,90.30%,19.7,95.33%,94.59%,95.16%,81.05%
3516,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,75.89%,98.26%,22.63,77.20%,69.53%,72.18%,83.18%
3947,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,82.73%,91.02%,15.92,87.70%,79.26%,73.85%,89.14%
2177,,Scheduled Delivery Standard,Executive Review,16,Degrading,Store Focus,202245,77.30%,87.12%,19.77,81.71%,66.14%,71.59%,90.22%
2479,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,90.32%,83.29%,14.71,98.49%,98.15%,96.10%,64.38%
2479,,Scheduled Delivery Standard,Executive Review,11,Recovering,Store Focus,202245,86.86%,81.85%,16.84,94.46%,85.99%,73.18%,93.00%
5338,,Scheduled Delivery Standard,At Risk,6,Degrading,Store Focus,202245,76.32%,75.19%,19.02,75.52%,77.53%,64.60%,86.92%
2077,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.25%,83.54%,16.13,97.98%,97.03%,96.26%,73.75%
2245,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.71%,88.30%,14.44,97.87%,100.00%,100.00%,76.09%
2708,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.19%,77.72%,17.52,95.74%,95.68%,98.25%,79.39%
1853,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,88.80%,74.72%,21.38,97.62%,96.58%,94.96%,66.14%
1899,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,85.29%,84.47%,20.7,96.18%,92.42%,95.97%,60.67%
2028,,Scheduled Delivery Standard,At Risk,6,Recovering,Store Focus,202245,86.84%,87.00%,15.19,92.91%,83.01%,78.72%,91.77%
5193,,Scheduled Delivery Standard,At Risk,6,Degrading,Store Focus,202245,70.94%,83.14%,27.58,82.99%,31.16%,64.84%,92.51%
5425,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,94.35%,80.75%,18.63,100.00%,95.45%,97.12%,85.83%
1756,,Scheduled Delivery Express,Active Monitoring,3,Degrading,Store Focus,202245,56.77%,75.31%,11.05,61.11%,49.55%,50.85%,65.47%
1922,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,90.91%,89.52%,11.09,100.00%,95.45%,96.15%,73.08%
1941,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,88.92%,77.01%,16.49,93.98%,97.06%,95.18%,70.73%
2288,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,89.66%,84.78%,8.95,100.00%,95.24%,100.00%,57.89%
3464,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,84.04%,75.97%,17.22,92.42%,95.16%,96.88%,52.83%
3464,,Scheduled Delivery Standard,Executive Review,27,Degrading,Store Focus,202245,65.78%,66.84%,22.25,64.46%,60.76%,53.14%,81.79%
3796,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,87.67%,81.65%,20.15,97.30%,94.89%,95.10%,65.00%
3796,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,75.36%,76.89%,22.8,87.30%,65.21%,60.34%,84.92%
5156,,Scheduled Delivery Express,Executive Review,7,Recovering,Store Focus,202245,96.81%,86.34%,15.9,97.84%,97.30%,95.45%,95.88%
2242,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,93.19%,94.83%,12.48,99.06%,97.59%,93.48%,83.17%
2110,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,85.53%,81.08%,15.79,94.87%,91.23%,94.23%,48.78%
2110,,Scheduled Delivery Standard,Executive Review,26,Degrading,Store Focus,202245,78.22%,94.99%,16.55,80.48%,75.41%,70.77%,84.36%
4101,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,84.66%,76.29%,14.7,95.35%,100.00%,96.10%,50.00%
4101,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,79.15%,87.13%,13.41,84.36%,75.84%,70.98%,83.19%
4132,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,92.48%,80.45%,11.16,95.65%,100.00%,100.00%,72.60%
5807,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,97.06%,74.53%,13.13,97.87%,98.86%,98.59%,91.75%
5874,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,93.41%,79.21%,17.84,100.00%,100.00%,100.00%,71.43%
5874,,Scheduled Delivery Standard,Executive Review,14,Degrading,Store Focus,202245,66.90%,69.76%,21.61,68.13%,52.83%,69.41%,81.22%
2218,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,86.03%,82.18%,14.93,97.85%,97.73%,92.11%,51.85%
2218,,Scheduled Delivery Standard,Executive Review,15,Degrading,Store Focus,202245,72.65%,79.34%,20.67,80.00%,56.82%,69.20%,86.08%
2636,,Scheduled Delivery Express,Active Monitoring,1,Degrading,Store Focus,202245,86.29%,88.28%,10.48,87.64%,85.98%,87.12%,84.06%
2251,,Scheduled Delivery Express,Executive Review,11,Recovering,Store Focus,202245,97.88%,85.62%,19.03,100.00%,100.00%,98.48%,91.38%
5154,,Scheduled Delivery Standard,At Risk,6,Degrading,Store Focus,202245,71.16%,72.63%,29.07,62.28%,67.73%,64.71%,85.96%
5954,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,97.55%,90.17%,15.11,100.00%,100.00%,95.00%,94.29%
1645,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,93.30%,95.04%,17.17,98.90%,92.22%,98.28%,81.88%
1877,,Scheduled Delivery Express,Active Monitoring,2,Recovering,Store Focus,202245,87.61%,87.31%,8.9,90.91%,89.47%,80.77%,88.57%
5215,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,94.47%,84.41%,8.95,96.80%,97.87%,99.03%,82.98%
5859,,Scheduled Delivery Express,Executive Review,7,Recovering,Store Focus,202245,97.53%,75.00%,12.5,95.45%,100.00%,100.00%,94.59%
1492,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,87.14%,80.15%,15.02,92.54%,92.31%,91.46%,48.15%
1492,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,82.21%,86.55%,15.66,87.11%,84.46%,81.94%,73.46%
3313,,Scheduled Delivery Express,Active Monitoring,3,Degrading,Store Focus,202245,86.96%,57.95%,12.43,88.24%,97.62%,95.00%,70.59%
3313,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,80.71%,71.76%,16.98,76.02%,81.88%,86.87%,78.99%
5334,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,81.19%,78.07%,16.8,85.94%,86.30%,79.28%,70.50%
953,,Scheduled Delivery Standard,Executive Review,12,Recovering,Store Focus,202245,86.34%,73.88%,12.67,93.33%,81.60%,85.17%,85.35%
5051,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,94.66%,79.06%,11.82,97.48%,98.41%,98.11%,75.41%
1045,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.97%,83.69%,9.49,100.00%,97.06%,100.00%,88.00%
1231,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,88.07%,75.54%,14.35,95.69%,87.69%,85.84%,81.52%
3867,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,70.36%,54.14%,17.38,89.40%,62.06%,59.46%,68.56%
4567,,Scheduled Delivery Standard,Executive Review,9,Degrading,Store Focus,202245,56.28%,52.09%,32.04,58.13%,53.13%,32.65%,77.46%
5370,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,93.72%,79.25%,10.3,98.11%,96.36%,100.00%,80.77%
2125,,Scheduled Delivery Standard,Executive Review,11,Recovering,Store Focus,202245,88.89%,91.42%,11.47,95.73%,90.20%,88.11%,81.08%
3566,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.32%,86.31%,14.91,98.95%,92.00%,100.00%,93.75%
3566,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,88.23%,88.55%,14.91,92.12%,83.91%,88.26%,88.19%
1412,,Scheduled Delivery Standard,Executive Review,11,Recovering,Store Focus,202245,92.57%,85.98%,8.57,95.95%,95.88%,92.73%,88.57%
986,,Scheduled Delivery Standard,Executive Review,24,Degrading,Store Focus,202245,69.23%,86.67%,7.65,66.67%,66.67%,87.50%,57.14%
842,,Scheduled Delivery Standard,Executive Review,16,Degrading,Store Focus,202245,80.89%,71.10%,17.68,77.56%,79.45%,82.86%,84.08%
3018,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,73.27%,75.53%,18.88,87.80%,74.27%,61.17%,64.04%
3382,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,80.10%,65.63%,18.06,84.53%,78.95%,83.52%,73.18%
984,,Scheduled Delivery Express,Executive Review,7,Recovering,Store Focus,202245,96.92%,74.67%,13.7,100.00%,100.00%,97.92%,86.44%
1200,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,97.65%,67.49%,10.78,100.00%,100.00%,98.15%,89.19%
1200,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,86.38%,68.87%,13.16,91.34%,87.60%,80.96%,83.83%
1434,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.51%,79.18%,8.26,96.74%,98.11%,96.23%,82.05%
1896,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,85.98%,77.36%,10.51,93.88%,84.22%,78.43%,85.82%
5123,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,95.44%,82.31%,12.39,99.09%,97.06%,98.43%,85.37%
1888,,Scheduled Delivery Express,Executive Review,7,Recovering,Store Focus,202245,96.68%,78.35%,13.48,100.00%,94.12%,100.00%,92.96%
3789,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,85.50%,72.03%,13.08,95.18%,96.10%,96.43%,67.21%
3789,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,70.24%,66.93%,20.17,70.94%,47.33%,78.02%,88.63%
4208,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,91.71%,75.40%,13.26,97.92%,95.83%,97.92%,70.27%
3232,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,81.93%,72.00%,15.09,93.84%,78.42%,68.84%,85.91%
3568,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,93.50%,75.76%,13.34,100.00%,96.85%,98.46%,74.71%
3568,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,78.31%,71.72%,16.37,80.17%,65.90%,84.54%,79.86%
4438,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,91.93%,88.87%,12.77,89.32%,91.26%,96.48%,89.43%
5235,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.18%,60.62%,11.35,96.97%,93.26%,97.64%,79.78%
5235,,Scheduled Delivery Standard,Executive Review,14,Recovering,Store Focus,202245,90.41%,86.66%,10.27,90.10%,89.59%,89.50%,93.19%
5763,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.17%,88.82%,12.11,98.75%,97.50%,100.00%,80.77%
5167,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,91.53%,87.21%,10.41,97.65%,84.81%,97.06%,85.23%
5270,,Scheduled Delivery Standard,Executive Review,7,Recovering,Store Focus,202245,89.16%,83.94%,12.47,93.52%,92.16%,81.18%,91.43%
2293,,Scheduled Delivery Standard,Executive Review,26,Degrading,Store Focus,202245,62.12%,70.67%,11.9,61.76%,76.32%,60.71%,46.88%
2752,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,74.42%,80.24%,15.34,84.63%,66.26%,75.32%,69.72%
3533,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,68.34%,74.16%,17.46,81.49%,61.31%,65.36%,64.22%
5957,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,77.10%,81.08%,20.1,84.26%,78.45%,70.77%,73.78%
1648,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,97.69%,87.64%,9.36,100.00%,100.00%,97.67%,92.50%
2106,,Scheduled Delivery Standard,Executive Review,10,Degrading,Store Focus,202245,65.66%,70.50%,21.89,65.89%,66.90%,70.08%,59.43%
2189,,Scheduled Delivery Standard,At Risk,6,Recovering,Store Focus,202245,73.85%,85.69%,14.8,95.45%,89.04%,81.14%,62.63%
3277,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,71.44%,68.72%,19.41,77.29%,71.97%,76.38%,64.04%
3729,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,77.08%,83.21%,21.11,75.97%,69.62%,79.76%,82.78%
5864,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,96.73%,88.13%,11.69,100.00%,100.00%,100.00%,87.80%
2508,,Scheduled Delivery Standard,Executive Review,9,Degrading,Store Focus,202245,91.17%,83.57%,12.53,85.05%,91.58%,97.05%,91.63%
2862,,Scheduled Delivery Standard,Executive Review,9,Recovering,Store Focus,202245,92.71%,85.87%,10.71,92.40%,94.77%,91.27%,92.17%
3093,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,92.84%,81.91%,11.44,99.21%,100.00%,97.35%,70.59%
3093,,Scheduled Delivery Standard,Executive Review,12,Recovering,Store Focus,202245,92.61%,84.03%,12.37,90.78%,95.11%,92.10%,92.36%
3739,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,91.35%,74.63%,12.41,99.25%,99.12%,95.58%,64.84%
1878,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,84.68%,78.68%,11.45,89.74%,77.02%,88.62%,84.74%
