DC,Store,City,State,Banner,Commodity,Delivery Class,Delivery Saturday,Delivery Sunday,Delivery Monday,Delivery Tuesday,Delivery Wednesday,Delivery Thursday,Delivery Friday,Store Delivery Frequency,DC Order fill comments,Store Notification
7012,2792,"WAYNE, WV",WV,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6073,2793,"KERNERSVILLE, NC",NC,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6090,2794,"EPHRAIM, UT",UT,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7016,2795,ASHLAND VA,VA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7023,2796,"OLDSMAR, FL",FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6096,2797,"STURBRIDGE, MA",MA,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6047,2799,"CLINTON, MD",MD,Wal-Mart,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7019,2801,ALBANY GILLIONVILLE GA,GA,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6042,2803,"EDMOND, (NW) OK",OK,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6042,2804,"OKLAHOMA CITY (C), OK",OK,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7016,2805,"EMPORIA, VA",VA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,Add Order fill on Wed,No change needed
6055,2806,"BOILING SPRINGS, SC",SC,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7016,2807,"HARRISONBURG, VA",VA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7016,2808,"MIDLOTHIAN (S), VA",VA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7017,2809,"BUCKHANNON, WV",WV,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7012,2810,"SPENCER, WV",WV,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6055,2811,"ATHENS, GA",GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6085,2812,"ROCHESTER (S), MN",MN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6085,2813,"MARSHFIELD, WI",WI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,2814,HIALEAH GARDENS (NW) FL,FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,2815,"ROLLING MEADOWS, IL",IL,Wal-Mart,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7024,2816,"NILES, IL",IL,Wal-Mart,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7024,2817,"LANSING, IL",IL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7024,2818,"HAMMOND, IN",IN,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7055,2819,"BLUFFTON, IN",IN,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7018,2820,"WORTHINGTON, MN",MN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7016,2821,RICHMOND(CHIPPENHAM) VA,VA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6057,2822,"WALKER, LA",LA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7017,2823,"PARKERSBURG, (S) WV",WV,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7030,2825,"OLD BRIDGE, NJ",NJ,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7047,2826,COACHELLA CA,CA,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,2827,"CORALVILLE, IA",IA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6085,2828,"MILWAUKEE (S), WI",WI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7030,2830,"EDDYSTONE, PA",PA,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6090,2831,"JEROME, ID",ID,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6099,2832,"HARDEEVILLE, SC",SC,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6047,2833,"GRAFTON, WV",WV,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6064,2834,FT WORTH GOLDEN TRIANGLE TX,TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6083,2835,SAN ANTONIO GILBEAU TX,TX,Neighborhood Market,DRY,Next Day Delivery,1,0,1,0,1,Closed,1,4,Add Order fill on Wed,No change needed
7016,2836,"FUQUAY-VARINA, NC",NC,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6090,2838,"HENDERSON(N), NV",NV,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6065,2839,SPRINGFIELD GRAND MO,MO,Neighborhood Market,DRY,Next Day Delivery,1,0,1,1,1,Closed,1,5,No change needed. Keep existing Order fill on Wed,No change needed
6099,2840,BRUNSWICK ALTAMA GA,GA,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7030,2841,"LUMBERTON, NJ",NJ,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7047,2842,"CORONA, CA",CA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
2364,2843,"SUMMERFIELD, FL",FL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6096,2844,"HALFMOON, NY",NY,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6073,2845,"SILER CITY, NC",NC,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6072,2846,"OLIVE BRANCH, MS",MS,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6065,2847,"BELLEVUE, NE",NE,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7012,2849,"MASON, WV",WV,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6047,2850,"HAMPSTEAD, MD",MD,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7017,2852,"MOUNDSVILLE, WV",WV,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7016,2853,"LA PLATA, MD",MD,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6096,2854,"LISBON, CT",CT,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6065,2855,"SHAWNEE, KS",KS,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6065,2856,"OAK GROVE, MO",MO,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6065,2857,"KANSAS CITY (NW), MO",MO,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6099,2858,STATESBORO GA,GA,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6096,2859,"GATES, NY",NY,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6099,2860,"POOLER, GA",GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6090,2861,GARDEN CITY ID,ID,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6090,2862,"MERIDIAN, ID",ID,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6083,2864,"SAN ANTONIO, TX",TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7021,2865,"SPOKANE (W), WA",WA,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7055,2866,"OKEMOS, MI",MI,Wal-Mart,DRY,Next Day Delivery,0,1,0,1,1,Closed,0,3,Add Order fill on Tue,New delivery on Wed
7055,2867,LANSING MI,MI,Wal-Mart,DRY,Next Day Delivery,1,0,1,1,0,Closed,1,4,No change needed. Keep existing Order fill on Wed,New delivery on Fri
7055,2869,"LANSING (W), MI",MI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6073,2870,MYRTLE BEACH KINGS SC,SC,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7030,2871,CINNAMINSON NJ,NJ,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7055,2872,VAN BUREN TOWNSHIP MI,MI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7055,2873,"TROY, MI",MI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6096,2874,"GLENVILLE, NY",NY,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6042,2875,"BETHANY, OK",OK,Neighborhood Market,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6042,2876,"EDMOND, OK",OK,Neighborhood Market,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6042,2877,OKLAHOMA CITY (NW) OK,OK,Neighborhood Market,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6042,2878,"OKLAHOMA CITY, (SW) OK",OK,Neighborhood Market,DRY,Same Day Delivery,1,1,1,0,1,Closed,1,5,No change needed,No change needed
7015,2880,"TULSA (SHERIDAN), OK",OK,Neighborhood Market,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
2364,2881,"KISSIMMEE (E), FL",FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6085,2882,"MAPLE GROVE, MN",MN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6042,2883,PLANO (N) TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6090,2884,"LAS VEGAS, NV",NV,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7014,2885,"NEWPORT, RI",RI,Wal-Mart,DRY,Next Day Delivery,0,1,1,1,1,Closed,0,4,Add Order fill on Tue,New delivery on Wed
7047,2886,PICO RIVERA CA,CA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6073,2887,MYRTLE BEACH SURFSIDE SC,SC,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7030,2888,"PALMYRA, PA",PA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7024,2889,"CLINTON, IA",IA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6099,2890,MACON (N) GA,GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6083,2891,"ODESSA (W), TX",TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7077,2892,"PARKER, CO",CO,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7015,2893,"INDEPENDENCE, KS",KS,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6047,2894,"OAKLAND, MD",MD,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6096,2897,"SOUTHINGTON, CT",CT,Wal-Mart,DRY,Next Day Delivery,1,1,0,1,1,Closed,1,5,Add Order fill on Tue. Keep existing Order fill on Wed,New delivery on Wed
6096,2898,"OLD SAYBROOK, CT",CT,Wal-Mart,DRY,Next Day Delivery,0,1,0,1,1,Closed,1,4,Add Order fill on Wed,No change needed
6096,2899,"AVON, CT",CT,Wal-Mart,DRY,Next Day Delivery,1,0,1,0,1,Closed,1,4,Add Order fill on Wed,No change needed
6096,2900,"ROCKY HILL, CT",CT,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6096,2901,"NORTHHAMPTON, MA",MA,Wal-Mart,DRY,Next Day Delivery,1,1,0,1,1,Closed,1,5,Add Order fill on Tue. Keep existing Order fill on Wed,New delivery on Wed
7014,2902,FRAMINGHAM MA,MA,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,Add Order fill on Wed,No change needed
7014,2903,"CHELMSFORD, MA",MA,Wal-Mart,DRY,Same Day Delivery,1,0,1,1,1,Closed,1,5,No change needed,No change needed
7014,2904,"BROCKTON, MA",MA,Wal-Mart,DRY,Same Day Delivery,1,1,0,1,1,Closed,1,5,No change needed,No change needed
6096,2905,"SUFFREN, NY",NY,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6096,2906,"RIVERHEAD, NY",NY,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,2907,MIAMI GARDENS OPA LOCKA FL,FL,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6073,2908,"BISCOE, NC",NC,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7017,2909,"CORRY, PA",PA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7017,2910,SALEM OH 11-11-02,OH,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6096,2911,"CENTRAL SQUARE, NY",NY,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7055,2912,"TAYLOR, MI",MI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6057,2913,"BOUTTE, LA",LA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7017,2914,"MASSILLON, OH",OH,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6096,2915,SOUTH SETAUKET NY,NY,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6096,2916,"EAST MEADOW, NY",NY,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6096,2917,ISLANDIA NY,NY,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6042,2918,"ALLEN, TX",TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6057,2919,MONROE U OF LA MONROE LA,LA,Neighborhood Market,DRY,Next Day Delivery,1,1,0,1,1,Closed,1,5,No change needed. Keep existing Order fill on Wed,New delivery on Fri
6099,2920,"FLEMING ISLAND, FL",FL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6090,2921,"HARRISVILLE, UT",UT,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7013,2922,"TUCSON(FOOTHILLS), AZ",AZ,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7077,2923,"BILLINGS, MT",MT,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6084,2924,"ALBUQUERQUE (W), NM",NM,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7048,2925,"NAPA, CA",CA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6064,2926,"PLANO(C), TX",TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7021,2927,"WOOD VILLAGE, OR",OR,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6099,2928,"GOOSE CREEK, SC",SC,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6073,2929,"HOPE MILLS, NC",NC,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,2930,TAMARAC FL,FL,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7016,2931,SALISBURY MD,MD,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6097,2932,"KNOXVILLE (SW), TN",TN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7016,2933,"PRINCETON, WV",WV,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6059,2934,"PARIS, IL",IL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7024,2935,"KNOXVILLE, IA",IA,WM Supercenter,DRY,Next Day Delivery,1,0,1,0,1,Closed,1,4,No change needed. Keep existing Order fill on Wed,No change needed
6085,2937,"HIBBING, MN",MN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6057,2938,"LAFAYETTE (S), LA",LA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6057,2939,"RICHLAND, MS",MS,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6057,2940,WEST MONROE STOCKYARDS LA,LA,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6055,2941,"ATLANTA, GA",GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6099,2944,DELAND FL,FL,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7030,2945,PARKESBURG PA,PA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7023,2946,FORT LAUDERDALE BRWD BLVD & I-95 FL,FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7021,2947,"VANCOUVER, WA",WA,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,Add Order fill on Wed,No change needed
7047,2948,SANTA FE SPRINGS CA,CA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7047,2950,"PALMDALE (EAST), CA",CA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7047,2951,"LANCASTER (EAST),CA",CA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7047,2952,"MURRIETA, CA",CA,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7014,2953,"SWANSEA, MA",MA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6096,2954,"NORWALK, CT",CT,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6065,2955,KANSAS CITY MO,MO,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7024,2956,"JOLIET (N), IL",IL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6085,2957,"DETROIT LAKES, MN",MN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6085,2958,APPLETON (E),WI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7012,2959,ROSEVILLE,MI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,2962,POMPANO BEACH FL,FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,2963,"CORAL SPRINGS, FL",FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7014,2964,"LEOMINSTER, MA",MA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6096,2965,"NEWINGTON, CT",CT,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,Keep existing Order fill on Wed,No change needed
7017,2966,WADSWORTH OH,OH,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7012,2967,"FORT WRIGHT, KY",KY,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7012,2968,"CARROLLTON, KY",KY,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,Add Order fill on Wed,No change needed
6064,2973,"MURPHY, TX",TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6064,2974,RICHARDSON TX,TX,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6064,2975,"GARLAND, TX",TX,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6064,2976,"MESQUITE, TX",TX,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6064,2977,"ARLINGTON, TX",TX,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6064,2978,"FORT WORTH (S), TX",TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6064,2979,"FORT WORTH (NE), TX",TX,Neighborhood Market,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,Add Order fill on Wed,New delivery on Wed
6064,2980,"FT WORTH (N), TX",TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6064,2981,"KELLER, TX",TX,Neighborhood Market,DRY,Same Day Delivery,1,1,0,1,1,Closed,0,4,Add Order fill on Wed,New delivery on Wed
6042,2984,LAWTON OK,OK,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7048,2985,"FRESNO, CA EF",CA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6085,2986,NEENAH WI,WI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,2987,"DAVIE, FL",FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
