Store Number,Fashion Op Model Tier,Fashion Coach?,Coach Action,Total TL Headcount,Go-Live Week,Fashion Stocking Team Hours
1542,2,YES,HIRE,4,WK 37,120
1936,2,YES,MOVE EXISTING,4,WK 37,120
2079,2,YES,HIRE,4,WK 37,120
2100,3,NO,-,4,WK 37,80
2338,2,YES,MOVE EXISTING,4,WK 37,120
2358,3,NO,-,4,WK 37,80
2417,3,NO,-,4,WK 37,80
2434,2,YES,MOVE EXISTING,4,WK 37,120
2522,2,YES,HIRE,4,WK 37,120
2545,3,NO,-,4,WK 37,80
802,3,NO,-,4,WK 37,80
933,3,NO,-,3,WK 37,80
958,2,YES,MOVE EXISTING,4,WK 37,120
1490,2,YES,MOVE EXISTING,4,WK 37,120
1740,2,YES,MOVE EXISTING,4,WK 37,120
1955,2,YES,MOVE EXISTING,4,WK 37,120
2532,2,YES,HIRE,4,WK 37,120
3837,3,NO,-,4,WK 37,80
5044,3,NO,-,3,WK 37,80
5398,3,NO,-,4,WK 37,80
882,3,NO,-,4,WK 37,80
913,2,YES,HIRE,4,WK 37,120
982,3,NO,-,3,WK 37,80
1020,3,NO,-,4,WK 37,80
1038,3,NO,-,3,WK 37,80
1657,3,NO,-,4,WK 37,80
1971,2,YES,HIRE,4,WK 37,120
2812,2,YES,MOVE EXISTING,4,WK 37,120
3534,3,NO,-,4,WK 37,80
4257,2,YES,MOVE EXISTING,4,WK 37,120
1167,2,YES,MOVE EXISTING,4,WK 37,120
1394,2,YES,MOVE EXISTING,4,WK 37,120
1551,2,YES,MOVE EXISTING,4,WK 37,120
1571,3,NO,-,4,WK 37,80
2668,2,YES,MOVE EXISTING,4,WK 37,120
2828,2,YES,MOVE EXISTING,4,WK 37,120
3488,3,NO,-,4,WK 37,80
4677,3,NO,-,3,WK 37,80
5667,3,NO,-,3,WK 37,80
5668,3,NO,-,3,WK 37,80
1365,3,NO,-,3,WK 37,80
1446,2,YES,MOVE EXISTING,4,WK 37,120
1672,3,NO,-,3,WK 37,80
1819,2,YES,MOVE EXISTING,4,WK 37,120
2192,3,NO,-,4,WK 37,80
2421,3,NO,-,4,WK 37,80
3245,3,NO,-,3,WK 37,80
4281,3,NO,-,3,WK 37,80
5432,3,NO,-,4,WK 37,80
5444,3,NO,-,3,WK 37,80
847,3,NO,-,3,WK 37,80
965,3,NO,-,4,WK 37,80
971,3,NO,-,3,WK 37,80
979,3,NO,-,3,WK 37,80
1007,3,NO,-,4,WK 37,80
1277,3,NO,-,3,WK 37,80
1669,2,YES,MOVE EXISTING,4,WK 37,120
1679,2,YES,MOVE EXISTING,4,WK 37,120
5127,3,NO,-,4,WK 37,80
5373,2,YES,MOVE EXISTING,4,WK 37,120
5397,2,YES,MOVE EXISTING,4,WK 37,120
1202,2,YES,MOVE EXISTING,4,WK 37,120
1316,3,NO,-,3,WK 37,80
1430,2,YES,MOVE EXISTING,4,WK 37,120
1449,2,YES,HIRE,4,WK 37,120
1471,3,NO,-,3,WK 37,80
1727,3,NO,-,3,WK 37,80
1828,2,YES,MOVE EXISTING,4,WK 37,120
1982,2,YES,MOVE EXISTING,4,WK 37,120
2509,3,NO,-,3,WK 37,80
2958,2,YES,MOVE EXISTING,4,WK 37,120
2986,3,NO,-,4,WK 37,80
1138,2,YES,HIRE,4,WK 37,120
1176,3,NO,-,4,WK 37,80
1267,3,NO,-,4,WK 37,80
1274,3,NO,-,3,WK 37,80
1305,2,YES,HIRE,4,WK 37,120
1396,2,YES,MOVE EXISTING,4,WK 37,120
1799,3,NO,-,4,WK 37,80
2335,2,YES,MOVE EXISTING,4,WK 37,120
3505,2,YES,HIRE,4,WK 37,120
3857,2,YES,MOVE EXISTING,4,WK 37,120
910,3,NO,-,4,WK 37,80
1515,2,YES,MOVE EXISTING,4,WK 37,120
1635,3,NO,-,4,WK 37,80
1678,3,NO,-,3,WK 37,80
1776,3,NO,-,4,WK 37,80
3247,3,NO,-,4,WK 37,80
3322,3,NO,-,3,WK 37,80
3499,3,NO,-,4,WK 37,80
5438,3,NO,-,4,WK 37,80
5669,2,YES,MOVE EXISTING,4,WK 37,120
1012,2,YES,MOVE EXISTING,4,WK 37,120
1276,3,NO,-,4,WK 37,80
1643,2,YES,MOVE EXISTING,4,WK 37,120
1650,3,NO,-,3,WK 37,80
2452,2,YES,MOVE EXISTING,4,WK 37,120
2658,2,YES,HIRE,4,WK 37,120
3324,3,NO,-,4,WK 37,80
3497,3,NO,-,4,WK 37,80
5463,3,NO,-,4,WK 37,80
6394,3,NO,-,4,WK 37,80
515,2,YES,HIRE,4,WK 37,120
1070,2,YES,MOVE EXISTING,4,WK 37,120
1122,2,YES,MOVE EXISTING,4,WK 37,120
1403,2,YES,MOVE EXISTING,4,WK 37,120
2513,3,NO,-,4,WK 37,80
2753,3,NO,-,4,WK 37,80
3485,2,YES,MOVE EXISTING,4,WK 37,120
3874,2,YES,MOVE EXISTING,4,WK 37,120
4616,2,YES,HIRE,4,WK 37,120
5786,3,NO,-,4,WK 37,80
5812,3,NO,-,4,WK 37,80
7185,3,NO,-,4,WK 37,80
594,2,YES,MOVE EXISTING,4,WK 37,120
745,2,YES,HIRE,4,WK 37,120
787,2,YES,MOVE EXISTING,4,WK 37,120
3201,2,YES,HIRE,4,WK 37,120
3402,2,YES,MOVE EXISTING,4,WK 37,120
3609,2,YES,HIRE,4,WK 37,120
5709,2,YES,HIRE,4,WK 37,120
855,2,YES,MOVE EXISTING,4,WK 37,120
1047,1,YES,MOVE EXISTING,4,WK 37,140
3118,2,YES,HIRE,4,WK 37,120
3401,2,YES,MOVE EXISTING,4,WK 37,120
3709,2,YES,MOVE EXISTING,4,WK 37,120
3710,2,YES,MOVE EXISTING,4,WK 37,120
6998,2,YES,MOVE EXISTING,4,WK 37,120
3,2,YES,MOVE EXISTING,4,WK 37,120
510,1,YES,MOVE EXISTING,4,WK 37,140
520,2,YES,MOVE EXISTING,4,WK 37,120
780,2,YES,MOVE EXISTING,4,WK 37,120
1111,2,YES,HIRE,4,WK 37,120
1121,2,YES,MOVE EXISTING,4,WK 37,120
1363,2,YES,HIRE,4,WK 37,120
1400,1,YES,MOVE EXISTING,4,WK 37,140
1701,3,NO,-,3,WK 37,80
2811,1,YES,HIRE,4,WK 37,140
3627,2,YES,HIRE,4,WK 37,120
5482,3,NO,-,3,WK 37,80
615,1,YES,MOVE EXISTING,4,WK 37,140
722,1,YES,MOVE EXISTING,4,WK 37,140
727,3,NO,-,4,WK 37,80
856,2,YES,HIRE,4,WK 37,120
1488,1,YES,MOVE EXISTING,4,WK 37,140
2732,2,YES,HIRE,4,WK 37,120
3205,2,YES,MOVE EXISTING,4,WK 37,120
3741,2,YES,MOVE EXISTING,4,WK 37,120
4409,3,NO,-,4,WK 37,80
1184,2,YES,HIRE,4,WK 37,120
1373,1,YES,MOVE EXISTING,4,WK 37,140
1720,2,YES,MOVE EXISTING,4,WK 37,120
2584,3,NO,-,3,WK 37,80
3067,2,YES,HIRE,4,WK 37,120
3188,2,YES,MOVE EXISTING,4,WK 37,120
3621,1,YES,MOVE EXISTING,4,WK 37,140
518,2,YES,HIRE,4,WK 37,120
878,2,YES,MOVE EXISTING,4,WK 37,120
1314,2,YES,MOVE EXISTING,4,WK 37,120
1578,2,YES,MOVE EXISTING,4,WK 37,120
1766,3,NO,-,3,WK 37,80
2154,1,YES,MOVE EXISTING,4,WK 37,140
2941,2,YES,HIRE,4,WK 37,120
3462,2,YES,HIRE,4,WK 37,120
4185,3,NO,-,4,WK 37,80
4436,3,NO,-,3,WK 37,80
5814,2,YES,HIRE,4,WK 37,120
459,1,YES,MOVE EXISTING,4,WK 37,140
548,2,YES,HIRE,4,WK 37,120
1340,2,YES,MOVE EXISTING,4,WK 37,120
2475,2,YES,HIRE,4,WK 37,120
3388,2,YES,HIRE,4,WK 37,120
3389,2,YES,HIRE,4,WK 37,120
3786,2,YES,MOVE EXISTING,4,WK 37,120
4472,3,NO,-,4,WK 37,80
4558,2,YES,HIRE,4,WK 37,120
5252,2,YES,HIRE,4,WK 37,120
754,1,YES,MOVE EXISTING,4,WK 37,140
1024,2,YES,HIRE,4,WK 37,120
1143,3,NO,-,3,WK 37,80
1227,2,YES,MOVE EXISTING,4,WK 37,120
1293,2,YES,MOVE EXISTING,4,WK 37,120
1658,3,NO,-,4,WK 37,80
2754,3,NO,-,3,WK 37,80
3570,2,YES,MOVE EXISTING,4,WK 37,120
4144,2,YES,HIRE,4,WK 37,120
5735,2,YES,HIRE,4,WK 37,120
555,2,YES,MOVE EXISTING,4,WK 37,120
758,2,YES,MOVE EXISTING,4,WK 37,120
907,3,NO,-,3,WK 37,80
1076,2,YES,MOVE EXISTING,4,WK 37,120
1153,2,YES,MOVE EXISTING,4,WK 37,120
1367,1,YES,MOVE EXISTING,4,WK 37,140
2733,2,YES,HIRE,4,WK 37,120
2890,2,YES,MOVE EXISTING,4,WK 37,120
3750,2,YES,MOVE EXISTING,4,WK 37,120
7246,3,NO,-,3,WK 37,80
588,1,YES,MOVE EXISTING,4,WK 37,140
843,3,NO,-,3,WK 37,80
889,2,YES,HIRE,4,WK 37,120
899,1,YES,MOVE EXISTING,4,WK 37,140
952,2,YES,HIRE,4,WK 37,120
1006,2,YES,HIRE,4,WK 37,120
1072,1,YES,MOVE EXISTING,4,WK 37,140
2615,2,YES,MOVE EXISTING,4,WK 37,120
5797,3,NO,-,3,WK 37,80
7194,3,NO,-,3,WK 37,80
7245,3,NO,-,3,WK 37,80
556,2,YES,MOVE EXISTING,4,WK 37,120
593,2,YES,MOVE EXISTING,4,WK 37,120
639,1,YES,MOVE EXISTING,4,WK 37,140
686,3,NO,-,4,WK 37,80
836,2,YES,MOVE EXISTING,4,WK 37,120
862,1,YES,HIRE,4,WK 37,140
864,1,YES,MOVE EXISTING,4,WK 37,140
1018,3,NO,-,3,WK 37,80
1061,3,NO,-,3,WK 37,80
2630,2,YES,HIRE,4,WK 37,120
5392,3,NO,-,3,WK 37,80
110,2,YES,HIRE,4,WK 37,120
705,1,YES,MOVE EXISTING,4,WK 37,140
706,1,YES,MOVE EXISTING,4,WK 37,140
713,3,NO,-,3,WK 37,80
800,2,YES,HIRE,4,WK 37,120
942,1,YES,MOVE EXISTING,4,WK 37,140
2695,1,YES,MOVE EXISTING,4,WK 37,140
5299,1,YES,MOVE EXISTING,4,WK 37,140
538,2,YES,HIRE,4,WK 37,120
551,1,YES,MOVE EXISTING,4,WK 37,140
697,1,YES,MOVE EXISTING,4,WK 37,140
960,2,YES,HIRE,4,WK 37,120
1081,1,YES,MOVE EXISTING,4,WK 37,140
1283,2,YES,HIRE,4,WK 37,120
1297,2,YES,HIRE,4,WK 37,120
1847,1,YES,MOVE EXISTING,4,WK 37,140
3877,3,NO,-,4,WK 37,80
4368,2,YES,HIRE,4,WK 37,120
5326,1,YES,HIRE,4,WK 37,140
563,1,YES,MOVE EXISTING,4,WK 37,140
579,1,YES,MOVE EXISTING,4,WK 37,140
582,2,YES,HIRE,4,WK 37,120
613,2,YES,MOVE EXISTING,4,WK 37,120
857,2,YES,MOVE EXISTING,4,WK 37,120
860,2,YES,HIRE,4,WK 37,120
1079,2,YES,MOVE EXISTING,4,WK 37,120
1182,1,YES,MOVE EXISTING,4,WK 37,140
1391,2,YES,MOVE EXISTING,4,WK 37,120
3207,2,YES,HIRE,4,WK 37,120
3310,2,YES,HIRE,4,WK 37,120
959,3,NO,-,4,WK 37,80
1029,3,NO,-,3,WK 37,80
1104,2,YES,MOVE EXISTING,4,WK 37,120
1213,1,YES,HIRE,4,WK 37,140
2843,2,YES,HIRE,4,WK 37,120
3526,2,YES,HIRE,4,WK 37,120
4262,1,YES,MOVE EXISTING,4,WK 37,140
5772,2,YES,HIRE,4,WK 37,120
767,1,YES,MOVE EXISTING,4,WK 37,140
1083,1,YES,MOVE EXISTING,4,WK 37,140
1090,2,YES,MOVE EXISTING,4,WK 37,120
1205,2,YES,HIRE,4,WK 37,120
1219,2,YES,MOVE EXISTING,4,WK 37,120
1225,2,YES,HIRE,4,WK 37,120
2626,2,YES,HIRE,4,WK 37,120
2920,2,YES,HIRE,4,WK 37,120
3308,1,YES,MOVE EXISTING,4,WK 37,140
6978,2,YES,MOVE EXISTING,4,WK 37,120
967,2,YES,MOVE EXISTING,4,WK 37,120
988,2,YES,MOVE EXISTING,4,WK 37,120
994,1,YES,MOVE EXISTING,4,WK 37,140
1085,1,YES,HIRE,4,WK 37,140
2740,2,YES,MOVE EXISTING,4,WK 37,120
3415,3,NO,-,3,WK 37,80
3418,1,YES,MOVE EXISTING,4,WK 37,140
5266,2,YES,HIRE,4,WK 37,120
1390,1,YES,MOVE EXISTING,4,WK 37,140
1513,3,NO,-,4,WK 37,80
1536,1,YES,MOVE EXISTING,4,WK 37,140
1712,2,YES,HIRE,4,WK 37,120
2081,2,YES,MOVE EXISTING,4,WK 37,120
2796,2,YES,MOVE EXISTING,4,WK 37,120
3372,2,YES,HIRE,4,WK 37,120
4690,3,NO,-,4,WK 37,80
5218,2,YES,MOVE EXISTING,4,WK 37,120
925,2,YES,HIRE,4,WK 37,120
1482,2,YES,HIRE,4,WK 37,120
1501,3,NO,-,3,WK 37,80
1960,1,YES,MOVE EXISTING,4,WK 37,140
2627,2,YES,MOVE EXISTING,4,WK 37,120
3197,2,YES,HIRE,4,WK 37,120
4681,3,NO,-,4,WK 37,80
5036,2,YES,HIRE,4,WK 37,120
5220,2,YES,MOVE EXISTING,4,WK 37,120
5964,2,YES,MOVE EXISTING,4,WK 37,120
547,1,YES,MOVE EXISTING,4,WK 37,140
779,2,YES,HIRE,4,WK 37,120
941,2,YES,MOVE EXISTING,4,WK 37,120
1203,1,YES,MOVE EXISTING,4,WK 37,140
1245,1,YES,MOVE EXISTING,4,WK 37,140
2229,3,NO,-,#VALUE!,WK 37,120
2387,1,YES,MOVE EXISTING,4,WK 37,140
3463,2,YES,MOVE EXISTING,4,WK 37,120
5300,1,YES,MOVE EXISTING,4,WK 37,140
105,2,YES,MOVE EXISTING,4,WK 37,120
114,3,NO,-,4,WK 37,80
118,3,NO,-,4,WK 37,80
153,3,NO,-,4,WK 37,80
164,2,YES,MOVE EXISTING,4,WK 37,120
176,3,NO,-,3,WK 37,80
258,2,YES,MOVE EXISTING,4,WK 37,120
273,3,NO,-,3,WK 37,80
274,3,NO,-,2,WK 37,80
303,3,NO,-,3,WK 37,80
391,2,YES,MOVE EXISTING,4,WK 37,120
287,2,YES,MOVE EXISTING,4,WK 37,120
362,3,NO,-,3,WK 37,80
425,3,NO,-,3,WK 37,80
715,1,YES,MOVE EXISTING,4,WK 37,140
731,3,NO,-,4,WK 37,80
764,2,YES,MOVE EXISTING,4,WK 37,120
1052,3,NO,-,3,WK 37,80
2306,2,YES,MOVE EXISTING,4,WK 37,120
155,3,NO,-,4,WK 37,80
182,2,YES,MOVE EXISTING,4,WK 37,120
347,3,NO,-,3,WK 37,80
699,2,YES,MOVE EXISTING,4,WK 37,120
707,3,NO,-,3,WK 37,80
716,3,NO,-,4,WK 37,80
1074,2,YES,MOVE EXISTING,4,WK 37,120
1468,2,YES,HIRE,4,WK 37,120
1530,2,YES,HIRE,4,WK 37,120
394,3,NO,-,4,WK 37,80
403,3,NO,-,4,WK 37,80
409,3,NO,-,3,WK 37,80
660,2,YES,MOVE EXISTING,4,WK 37,120
661,1,YES,MOVE EXISTING,4,WK 37,140
662,2,YES,MOVE EXISTING,4,WK 37,120
766,1,YES,MOVE EXISTING,4,WK 37,140
1100,3,NO,-,3,WK 37,80
1124,3,NO,-,4,WK 37,80
2690,2,YES,MOVE EXISTING,4,WK 37,120
4187,3,NO,-,4,WK 37,80
5703,2,YES,MOVE EXISTING,4,WK 37,120
112,2,YES,MOVE EXISTING,4,WK 37,120
115,3,NO,-,3,WK 37,80
183,3,NO,-,3,WK 37,80
205,2,YES,MOVE EXISTING,4,WK 37,120
239,3,NO,-,3,WK 37,80
305,3,NO,-,3,WK 37,80
411,3,NO,-,2,WK 37,80
495,2,YES,MOVE EXISTING,4,WK 37,120
981,1,YES,MOVE EXISTING,4,WK 37,140
1059,3,NO,-,4,WK 37,80
1069,3,NO,-,3,WK 37,80
1271,3,NO,-,4,WK 37,80
365,2,YES,MOVE EXISTING,4,WK 37,120
708,2,YES,MOVE EXISTING,4,WK 37,120
875,2,YES,MOVE EXISTING,4,WK 37,120
903,3,NO,-,3,WK 37,80
1710,2,YES,HIRE,4,WK 37,120
2720,2,YES,MOVE EXISTING,4,WK 37,120
2755,2,YES,HIRE,4,WK 37,120
2939,3,NO,-,4,WK 37,80
3059,3,NO,-,3,WK 37,80
3060,3,NO,-,3,WK 37,80
6469,3,NO,-,4,WK 37,80
175,2,YES,MOVE EXISTING,4,WK 37,120
848,1,YES,MOVE EXISTING,4,WK 37,140
1248,2,YES,MOVE EXISTING,4,WK 37,120
2846,2,YES,MOVE EXISTING,4,WK 37,120
5196,2,YES,MOVE EXISTING,4,WK 37,120
5419,3,NO,-,4,WK 37,80
6964,2,YES,MOVE EXISTING,4,WK 37,120
94,2,YES,MOVE EXISTING,4,WK 37,120
950,2,YES,MOVE EXISTING,4,WK 37,120
1561,2,YES,HIRE,4,WK 37,120
2322,2,YES,MOVE EXISTING,4,WK 37,120
4533,3,NO,-,4,WK 37,80
6807,2,YES,MOVE EXISTING,4,WK 37,120
161,3,NO,-,3,WK 37,80
218,3,NO,-,3,WK 37,80
238,3,NO,-,4,WK 37,80
268,2,YES,MOVE EXISTING,4,WK 37,120
393,2,YES,MOVE EXISTING,4,WK 37,120
466,3,NO,-,3,WK 37,80
683,2,YES,MOVE EXISTING,4,WK 37,120
684,2,YES,MOVE EXISTING,4,WK 37,120
738,3,NO,-,3,WK 37,80
1115,3,NO,-,3,WK 37,80
36,2,YES,MOVE EXISTING,4,WK 37,120
45,1,YES,MOVE EXISTING,4,WK 37,140
62,2,YES,HIRE,4,WK 37,120
68,3,NO,-,3,WK 37,80
70,1,YES,MOVE EXISTING,4,WK 37,140
74,3,NO,-,3,WK 37,80
91,3,NO,-,3,WK 37,80
128,2,YES,HIRE,4,WK 37,120
190,3,NO,-,4,WK 37,80
229,3,NO,-,3,WK 37,80
453,3,NO,-,2,WK 37,80
306,3,NO,-,4,WK 37,80
314,3,NO,-,4,WK 37,80
332,2,YES,MOVE EXISTING,4,WK 37,120
375,2,YES,MOVE EXISTING,4,WK 37,120
433,2,YES,MOVE EXISTING,4,WK 37,120
434,2,YES,HIRE,4,WK 37,120
681,2,YES,MOVE EXISTING,4,WK 37,120
712,2,YES,MOVE EXISTING,4,WK 37,120
5197,3,NO,-,4,WK 37,80
6878,2,YES,HIRE,4,WK 37,120
7324,3,NO,-,4,WK 37,80
477,3,NO,-,4,WK 37,80
619,3,NO,-,4,WK 37,80
663,2,YES,HIRE,4,WK 37,120
698,2,YES,MOVE EXISTING,4,WK 37,120
1469,2,YES,MOVE EXISTING,4,WK 37,120
1606,2,YES,MOVE EXISTING,4,WK 37,120
3659,2,YES,MOVE EXISTING,4,WK 37,120
3835,2,YES,MOVE EXISTING,4,WK 37,120
4226,3,NO,-,3,WK 37,80
5251,2,YES,MOVE EXISTING,4,WK 37,120
5263,2,YES,MOVE EXISTING,4,WK 37,120
658,2,YES,HIRE,4,WK 37,120
669,2,YES,MOVE EXISTING,4,WK 37,120
756,3,NO,-,3,WK 37,80
1089,2,YES,HIRE,4,WK 37,120
1215,2,YES,MOVE EXISTING,4,WK 37,120
1458,1,YES,MOVE EXISTING,4,WK 37,140
2988,3,NO,-,4,WK 37,80
3660,2,YES,HIRE,4,WK 37,120
5151,2,YES,MOVE EXISTING,4,WK 37,120
5173,2,YES,MOVE EXISTING,4,WK 37,120
366,2,YES,MOVE EXISTING,4,WK 37,120
583,3,NO,-,4,WK 37,80
587,3,NO,-,4,WK 37,80
657,2,YES,MOVE EXISTING,4,WK 37,120
676,2,YES,HIRE,4,WK 37,120
687,1,YES,MOVE EXISTING,4,WK 37,140
741,2,YES,MOVE EXISTING,4,WK 37,120
1194,1,YES,MOVE EXISTING,4,WK 37,140
1467,3,NO,-,3,WK 37,80
4166,3,NO,-,3,WK 37,80
5175,2,YES,MOVE EXISTING,4,WK 37,120
672,1,YES,MOVE EXISTING,4,WK 37,140
1318,2,YES,MOVE EXISTING,4,WK 37,120
1319,2,YES,MOVE EXISTING,4,WK 37,120
1320,2,YES,MOVE EXISTING,4,WK 37,120
1466,2,YES,MOVE EXISTING,4,WK 37,120
2065,1,YES,MOVE EXISTING,4,WK 37,140
2310,2,YES,MOVE EXISTING,4,WK 37,120
2932,2,YES,HIRE,4,WK 37,120
4635,2,YES,MOVE EXISTING,4,WK 37,120
578,1,YES,MOVE EXISTING,4,WK 37,140
678,2,YES,HIRE,4,WK 37,120
680,2,YES,HIRE,4,WK 37,120
685,1,YES,MOVE EXISTING,4,WK 37,140
724,2,YES,HIRE,4,WK 37,120
1159,3,NO,-,3,WK 37,80
3234,3,NO,-,4,WK 37,80
4223,2,YES,MOVE EXISTING,4,WK 37,120
6370,2,YES,HIRE,4,WK 37,120
599,2,YES,MOVE EXISTING,4,WK 37,120
620,2,YES,HIRE,4,WK 37,120
690,2,YES,MOVE EXISTING,4,WK 37,120
742,2,YES,MOVE EXISTING,4,WK 37,120
1080,2,YES,MOVE EXISTING,4,WK 37,120
1694,2,YES,MOVE EXISTING,4,WK 37,120
2496,3,NO,-,4,WK 37,80
2749,3,NO,-,3,WK 37,80
3289,3,NO,-,4,WK 37,80
3829,2,YES,MOVE EXISTING,4,WK 37,120
3852,3,NO,-,3,WK 37,80
264,1,YES,MOVE EXISTING,4,WK 37,140
304,2,YES,HIRE,4,WK 37,120
390,3,NO,-,3,WK 37,80
673,1,YES,MOVE EXISTING,4,WK 37,140
1075,1,YES,HIRE,4,WK 37,140
1226,3,NO,-,3,WK 37,80
3137,3,NO,-,3,WK 37,80
3495,2,YES,MOVE EXISTING,4,WK 37,120
4435,2,YES,MOVE EXISTING,4,WK 37,120
4483,2,YES,MOVE EXISTING,4,WK 37,120
568,3,NO,-,3,WK 37,80
671,1,YES,MOVE EXISTING,4,WK 37,140
674,1,YES,MOVE EXISTING,4,WK 37,140
695,2,YES,MOVE EXISTING,4,WK 37,120
710,2,YES,MOVE EXISTING,4,WK 37,120
879,2,YES,HIRE,4,WK 37,120
1376,1,YES,MOVE EXISTING,4,WK 37,140
4414,3,NO,-,3,WK 37,80
4482,2,YES,HIRE,4,WK 37,120
192,1,YES,MOVE EXISTING,4,WK 37,140
272,1,YES,MOVE EXISTING,4,WK 37,140
659,2,YES,MOVE EXISTING,4,WK 37,120
688,2,YES,HIRE,4,WK 37,120
3017,2,YES,MOVE EXISTING,4,WK 37,120
3717,2,YES,MOVE EXISTING,4,WK 37,120
5058,2,YES,MOVE EXISTING,4,WK 37,120
5616,3,NO,-,3,WK 37,80
7020,2,YES,MOVE EXISTING,4,WK 37,120
853,2,YES,MOVE EXISTING,4,WK 37,120
866,1,YES,MOVE EXISTING,4,WK 37,140
904,2,YES,MOVE EXISTING,4,WK 37,120
934,3,NO,-,4,WK 37,80
991,2,YES,MOVE EXISTING,4,WK 37,120
1212,2,YES,MOVE EXISTING,4,WK 37,120
2748,2,YES,MOVE EXISTING,4,WK 37,120
4333,3,NO,-,4,WK 37,80
4581,3,NO,-,4,WK 37,80
5174,2,YES,HIRE,4,WK 37,120
6173,3,NO,-,4,WK 37,80
562,3,NO,-,4,WK 37,80
670,1,YES,MOVE EXISTING,4,WK 37,140
762,2,YES,MOVE EXISTING,4,WK 37,120
1158,3,NO,-,4,WK 37,80
1711,2,YES,MOVE EXISTING,4,WK 37,120
2723,3,NO,-,4,WK 37,80
5113,2,YES,MOVE EXISTING,4,WK 37,120
7280,2,YES,MOVE EXISTING,4,WK 37,120
298,2,YES,HIRE,4,WK 37,120
300,3,NO,-,4,WK 37,80
301,2,YES,MOVE EXISTING,4,WK 37,120
315,3,NO,-,4,WK 37,80
316,3,NO,-,4,WK 37,80
691,1,YES,MOVE EXISTING,4,WK 37,140
1201,2,YES,MOVE EXISTING,4,WK 37,120
2713,2,YES,MOVE EXISTING,4,WK 37,120
3386,3,NO,-,4,WK 37,80
5126,3,NO,-,4,WK 37,80
604,1,YES,MOVE EXISTING,4,WK 37,140
723,2,YES,MOVE EXISTING,4,WK 37,120
734,2,YES,MOVE EXISTING,4,WK 37,120
740,3,NO,-,4,WK 37,80
1063,3,NO,-,3,WK 37,80
1091,2,YES,MOVE EXISTING,4,WK 37,120
1134,2,YES,MOVE EXISTING,4,WK 37,120
1462,3,NO,-,4,WK 37,80
1638,3,NO,-,4,WK 37,80
2114,3,NO,-,4,WK 37,80
2534,2,YES,MOVE EXISTING,4,WK 37,120
424,2,YES,MOVE EXISTING,4,WK 37,120
483,2,YES,MOVE EXISTING,4,WK 37,120
700,2,YES,MOVE EXISTING,4,WK 37,120
930,2,YES,MOVE EXISTING,4,WK 37,120
938,2,YES,MOVE EXISTING,4,WK 37,120
1101,2,YES,MOVE EXISTING,4,WK 37,120
4318,2,YES,MOVE EXISTING,4,WK 37,120
4407,2,YES,MOVE EXISTING,4,WK 37,120
5348,2,YES,MOVE EXISTING,4,WK 37,120
329,2,YES,MOVE EXISTING,4,WK 37,120
355,2,YES,MOVE EXISTING,4,WK 37,120
356,2,YES,MOVE EXISTING,4,WK 37,120
432,3,NO,-,3,WK 37,80
726,3,NO,-,4,WK 37,80
730,2,YES,MOVE EXISTING,4,WK 37,120
733,2,YES,HIRE,4,WK 37,120
809,2,YES,MOVE EXISTING,4,WK 37,120
863,3,NO,-,3,WK 37,80
1057,3,NO,-,3,WK 37,80
423,2,YES,HIRE,4,WK 37,120
1229,2,YES,MOVE EXISTING,4,WK 37,120
1481,2,YES,MOVE EXISTING,4,WK 37,120
2111,2,YES,MOVE EXISTING,4,WK 37,120
3271,2,YES,MOVE EXISTING,4,WK 37,120
4330,2,YES,HIRE,4,WK 37,120
4497,2,YES,MOVE EXISTING,4,WK 37,120
5262,2,YES,HIRE,4,WK 37,120
990,1,YES,MOVE EXISTING,4,WK 37,140
1174,3,NO,-,3,WK 37,80
1222,1,YES,HIRE,4,WK 37,140
1224,2,YES,MOVE EXISTING,4,WK 37,120
1493,3,NO,-,3,WK 37,80
1605,2,YES,MOVE EXISTING,4,WK 37,120
1620,2,YES,HIRE,4,WK 37,120
2533,2,YES,MOVE EXISTING,4,WK 37,120
2739,3,NO,-,4,WK 37,80
2760,3,NO,-,3,WK 37,80
3484,2,YES,HIRE,4,WK 37,120
3785,3,NO,-,3,WK 37,80
7247,3,NO,-,3,WK 37,80
818,1,YES,MOVE EXISTING,4,WK 37,140
919,1,YES,HIRE,4,WK 37,140
944,2,YES,MOVE EXISTING,4,WK 37,120
1032,2,YES,MOVE EXISTING,4,WK 37,120
1207,2,YES,MOVE EXISTING,4,WK 37,120
1362,1,YES,MOVE EXISTING,4,WK 37,140
3075,2,YES,HIRE,4,WK 37,120
3119,2,YES,MOVE EXISTING,4,WK 37,120
3439,2,YES,HIRE,4,WK 37,120
5845,2,YES,HIRE,4,WK 37,120
5872,3,NO,-,4,WK 37,80
494,2,YES,MOVE EXISTING,4,WK 37,120
614,1,YES,HIRE,4,WK 37,140
932,1,YES,MOVE EXISTING,4,WK 37,140
1112,2,YES,HIRE,4,WK 37,120
1284,1,YES,MOVE EXISTING,4,WK 37,140
1311,2,YES,HIRE,4,WK 37,120
1338,2,YES,HIRE,4,WK 37,120
3461,1,YES,MOVE EXISTING,4,WK 37,140
4200,2,YES,MOVE EXISTING,4,WK 37,120
4283,2,YES,HIRE,4,WK 37,120
5363,2,YES,MOVE EXISTING,4,WK 37,120
600,3,NO,-,4,WK 37,80
755,1,YES,MOVE EXISTING,4,WK 37,140
