Store Number,Address,City,State,Switch Needed?,Printer 2 Shipping Status
4103,175 INTERSTATE 35 N,DEVINE,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277927459467
4111,26824 F.M. 1093,RICHMOND,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277975418789
4115,602 CIBOLO VALLEY DRIVE,CIBOLO,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277965666351
4156,115 SEYMOUR DRIVE,DERBY,VT,No,Pending Shipment
4194,4001 HOUSTON HIGHWAY,VICTORIA,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278013512077
4216,2025 MERCHANT MILE,COLUMBUS,IN,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277864292646
4219,690 OLD SAN ANTONIO RD,BUDA,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278008850607
4230,10105 LIMA RD,FORT WAYNE,IN,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277918153661
4231,7502 SOUTHTOWN CROSSING BLVD,FORT WAYNE,IN,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277918707809
4244,1303 CHARLES ST,PARK RAPIDS,MN,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278013520156
4255,1000 CHESTNUT COMMONS DR,ELYRIA,OH,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277871928627
4256,534 S DUFF AVE,AMES,IA,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277918312553
4277,167 PROGRESS WAY,HURRICANE,WV,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277756055369
4323,505 RIVERSTONE PKWY,KANKAKEE,IL,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277864369618
4372,100 WALMART DR,KINGWOOD,WV,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277871941006
4374,2301 EAST FRONTAGE ROAD,LITCHFIELD,MN,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278005448217
4387,25 TOBIAS BOLAND WAY,WORCESTER,MA,Yes,Pending Shipment
4389,4901 DARTMOUTH COLLEGE HWY,WOODSVILLE,NH,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277784170821
4399,30830 OLD US 20,ELKHART,IN,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277975437626
4405,2900 KIRK RD,AURORA,IL,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277927430619
4424,29176 VAN DYKE AVENUE,WARREN,MI,No,Pending Shipment
4503,2650 S HWY 161,GRAND PRAIRIE,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278052713098
4508,1705 EXPRESSWAY 83,PENITAS,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278053159115
4511,1601 18TH ST,SILVIS,IL,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277927523995
4512,22850 MORTON RACH RD,KATY,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278005366761
4540,970 GEHRINGER DR,FOWLERVILLE,MI,No,Pending Shipment
4601,3331 RINCONADA BLVD,LAS CRUCES,NM,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277784632879
4615,12200 S WACO AVE,GLENPOOL,OK,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277968183533
4643,1500 ECONOMY WAY,ECONOMY,PA,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277975407818
4696,1274 S US 189,HEBER CITY,UT,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278052676321
5025,10420 MAYSVILLE RD,FORT WAYNE,IN,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277965706290
5028,2925 GLENDALE AVE,TOLEDO,OH,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277863460488
5038,12690 S ROUTE 59,PLAINFIELD,IL,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277975358790
5041,19205 STATE ROUTE 410 E,BONNEY LAKE,WA,Yes,Pending Shipment
5048,30729 LYON CENTER DR E,NEW HUDSON,MI,No,Pending Shipment
5071,6301 NW QUANNAH PARKER TRAILWAY,LAWTON,OK,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278013527920
5080,1732 PRECINCT LINE RD,HURST,TX,Yes,Pending Shipment
5082,8303 W RIDGEWOOD DR,PARMA,OH,Yes,https://www.fedex.com/apps/fedextrack/?tracknumbers=277864386610
5088,450 STEWART LN,TRIADELPHIA,WV,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277863500371
5090,1415 LAWRENCE DR,DE PERE,WI,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277918164073
5092,190 E ROUND GROVE RD,LEWISVILLE,TX,No,Pending Shipment
5097,5650 BAY RD,SAGINAW,MI,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277784640487
5104,1701 W DOROTHY LN,MORAINE,OH,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277925717694
5105,10 RIVERTON COMMONS DR,FRONT ROYAL,VA,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277918174486
5115,3101 W KIMBERLY RD,DAVENPORT,IA,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277925728213
5116,9025 SPENCER HWY,LA PORTE,TX,No,Pending Shipment
5157,155 E COURTLAND ST,MORTON,IL,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277965870794
5159,2750 COOK RD,WEST BRANCH,MI,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277784139104
5167,1052 TURF FARM RD,PAYSON,UT,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278053166654
5184,6674 WINCHESTER BLVD,CANAL WINCHESTER,OH,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277927492010
5185,1221 GEORGESVILLE RD,COLUMBUS,OH,Yes,https://www.fedex.com/apps/fedextrack/?tracknumbers=277975382269
5195,11400 HIGHWAY 99,EVERETT,WA,No,Pending Shipment
5201,2220 STATE ROUTE 27,EDISON,NJ,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277862897192
5202,85 CROOKED HILL RD,COMMACK,NY,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277782576380
5235,9151 SOUTH QUARRY BLVD,SANDY,UT,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278005374266
5239,567 ROUTE 100 N,BECHTELSVILLE,PA,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277965676606
5240,135 FAIRGROUNDS MEMORIAL PKWY,ITHACA,NY,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277756064694
5241,915 MILLS DR,NORTH HUNTINGDON,PA,Yes,https://www.fedex.com/apps/fedextrack/?tracknumbers=278008908422
5242,8064 BREWERETON ROAD,CICERO,NY,Yes,https://www.fedex.com/apps/fedextrack/?tracknumbers=277871953801
5253,632 GRASSFIELD PKWY,CHESAPEAKE,VA,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277927715087
5270,585 N STATE ST,LINDON,UT,No,Pending Shipment
5272,21200 OLHAVA WAY NW,POULSBO,WA,No,Pending Shipment
5280,8350 SHAVER RD,PORTAGE,MI,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277755914724
5285,3200 ATLANTIC BLVD NE,CANTON,OH,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277975447178
5295,965 BROADHOLLOW RD,FARMINGDALE,NY,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277862861971
5296,25 NICHOLS DR,BARBOURSVILLE,WV,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277864411832
5309,46440 US ROUTE 20,OBERLIN,OH,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278008973942
5312,3851 AIRPORT FWY,FORT WORTH,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277864440059
5316,1401 N SAGINAW BLVD,SAGINAW,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277918366483
5319,1881 ROBERT C BYRD DR,MACARTHUR,WV,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277927448996
5343,10001 SOUTHPOINT PKWY,FREDERICKSBURG,VA,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277975397824
5352,801 NORTH RANDALL ROAD,BATAVIA,IL,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278008965510
5355,1241 E COLUMBUS ST,KENTON,OH,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278005435787
5358,100 S CONESTOGA DR,SHIPPENSBURG,PA,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278005429656
5359,721 BOYD RD,AZLE,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277927726408
5373,2786 COMMERCIAL BLVD,CHIPPEWA FALLS,WI,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277975427213
5379,1450 MORRELL AVE,CONNELLSVILLE,PA,Yes,https://www.fedex.com/apps/fedextrack/?tracknumbers=278052665254
5385,1804 N CLINTON ST,DEFIANCE,OH,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278053466170
5389,600 HEWITT DR,WACO,TX,Yes,https://www.fedex.com/apps/fedextrack/?tracknumbers=277975329316
5398,3902 W RIVERSIDE BLVD,ROCKFORD,IL,No,Pending Shipment
5403,100 S HIGH CROSS RD,URBANA,IL,Yes,https://www.fedex.com/apps/fedextrack/?tracknumbers=278053460779
5409,7725 HOKE RD,CLAYTON,OH,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278053172693
5410,4004 TUSCARAWAS ST W,CANTON,OH,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278053178750
5424,11500 HANNON RD,EAGLE POINT,OR,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277750338951
5442,1050 N ROHLWING RD,ADDISON,IL,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278005455804
5445,2711 ELM ST,ERIE,PA,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278053242329
5450,75 NORTH EAST PLZ,NORTH EAST,MD,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278053133251
5460,2000 US-181,PORTLAND,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277968210243
5469,1881 BALTIMORE PIKE,HANOVER,PA,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278005416689
5471,2485 POSSUM RUN RD,MANSFIELD,OH,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278005423474
5486,4005 167TH ST,COUNTRY CLUB HILLS,IL,No,Pending Shipment
5488,7530 TIDEWATER DR,NORFOLK,VA,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277965824409
5499,201 CHAMBER DR,MILFORD,OH,No,Pending Shipment
5717,7831 PASEO DEL NORTE BLVD- STE,EL PASO,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278008957968
5728,8599 HIGH POINTE DR,NEWBURGH,IN,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278008948492
5922,546 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278008939822
6300,500 RICHLAND BLVD,PROSPER,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278005408750
6476,1894 RIDGE AVENUE,DANVILLE,IN,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278005903454
6579,20310 US 59,NEW CANEY,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278053121902
6951,369 SCOTTS FORK-BONNIE ROAD,SUTTON,WV,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=277927761248
6952,375 S MAIN STREET,TIMBERVILLE,VA,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278005347870
7032,5001 NINE MILE RD,HENRICO,VA,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278052923793
7156,733 SUN VALLEY BOULEVARD,HEWITT,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278053511258
7281,3440 S. BRYANT BLVD,SAN ANGELO,TX,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278005469580
7326,3301 SW 104TH STREET,OKLAHOMA CITY,OK,No,https://www.fedex.com/apps/fedextrack/?tracknumbers=278005358204
