Store,System Modular Capacity,Total Inventory,Total Replenishable Inventory,Dot.com,Mod Deleted,L52 Avg Units,4 Tire Instock,Total Valid,Total Traited,
3733,1320,1001,909,75,17, 72 ,79.7%,156,156,
3734,1320,871,818,43,10, 72 ,93.8%,142,142,
3738,1320,1111,1001,80,30, 111 ,92.7%,164,164,
3739,1320,970,917,34,19, 75 ,83.7%,162,162,
3747,855,762,705,28,29, 71 ,91.3%,123,123,
3749,1320,1030,948,67,15, 103 ,91.9%,148,148,
3750,1320,940,849,71,20, 73 ,87.9%,147,147,
3751,1320,974,930,31,13, 97 ,86.4%,165,165,
3754,855,916,709,156,51, 56 ,92.4%,116,116,
3757,616,581,538,37,6, 56 ,85.6%,88,88,
3760,915,856,786,47,23, 78 ,90.0%,138,138,
3761,915,757,712,44,1, 62 ,82.4%,128,129,
3762,1320,998,929,44,25, 109 ,88.2%,165,165,
3763,700,620,559,49,12, 97 ,80.0%,109,109,
3764,1320,956,927,26,3, 96 ,87.0%,165,165,
3765,1320,1066,1003,52,11, 133 ,91.3%,169,169,
3768,1320,1005,968,11,26, 135 ,82.0%,166,166,
3771,915,873,762,100,11, 90 ,89.4%,130,130,
3772,1320,1088,1003,66,19, 132 ,85.9%,168,168,
3773,855,733,709,17,7, 82 ,86.7%,119,119,
3777,1320,1138,1030,70,38, 154 ,90.6%,158,158,
3778,1320,1153,1128,17,8, 113 ,92.3%,165,165,
3782,1320,1212,1151,54,7, 196 ,92.9%,166,166,
3783,1320,1036,951,53,32, 80 ,95.0%,159,159,
3784,1320,1037,998,26,13, 89 ,91.3%,157,157,
3786,1000,877,783,81,13, 87 ,87.5%,142,142,
3790,915,776,725,34,17, 72 ,93.9%,131,131,
3791,1320,1041,1027,12,2, 107 ,88.1%,166,166,
3792,1320,1217,1079,118,20, 148 ,90.8%,169,169,
3794,915,872,790,47,35, 107 ,89.3%,130,130,
3799,1320,970,911,39,20, 84 ,89.9%,165,165,
3803,1120,893,850,41,2, 169 ,90.0%,139,139,
3805,1320,978,886,55,37, 60 ,93.7%,155,155,
3806,1320,998,907,81,10, 92 ,91.1%,154,154,
3809,915,893,812,52,29, 67 ,89.3%,137,137,
3810,1320,1079,929,99,51, 83 ,94.9%,156,156,
3823,1000,1063,1039,22,2, 131 ,96.1%,152,152,
3826,1320,989,975,14,0, 120 ,91.6%,163,163,
3828,915,855,822,30,3, 84 ,94.7%,128,128,
3829,1320,970,890,66,14, 120 ,79.9%,161,161,
3831,1320,953,905,23,25, 93 ,87.4%,158,158,
3833,1320,1012,972,26,14, 113 ,90.5%,164,164,
3835,1320,1046,975,52,19, 88 ,94.6%,164,164,
3837,915,827,763,45,19, 74 ,93.4%,132,132,
3838,1320,951,889,53,9, 87 ,90.1%,161,161,
3840,1320,1159,1143,13,3, 132 ,95.3%,168,168,
3842,1320,1045,950,55,40, 102 ,91.6%,162,162,
3847,1320,1060,941,94,25, 120 ,87.2%,168,168,
3848,855,813,717,70,26, 67 ,88.1%,130,130,
3851,1120,906,841,40,25, 78 ,91.8%,144,144,
3853,915,669,648,20,1, 69 ,79.4%,124,124,
3857,1320,1170,1097,61,12, 108 ,92.3%,166,166,
3860,780,695,646,45,4, 83 ,89.9%,118,118,
3861,855,821,748,40,33, 75 ,90.2%,130,130,
3867,1320,1065,963,59,43, 71 ,94.5%,159,159,
3868,1320,922,857,38,27, 72 ,88.9%,160,160,
3872,1000,837,808,21,8, 95 ,90.5%,143,143,
3874,1320,1110,964,138,8, 126 ,86.6%,170,170,
3876,855,718,650,28,40, 44 ,93.3%,119,119,
3886,1320,846,829,12,5, 100 ,90.1%,150,150,
3887,1320,1122,1080,34,8, 210 ,88.6%,171,171,
3888,1320,1125,996,113,16, 99 ,95.5%,153,153,
3891,1320,996,973,14,9, 115 ,91.0%,165,165,
3893,1320,1057,1025,23,9, 126 ,90.5%,167,167,
3894,1000,847,758,57,32, 155 ,78.5%,140,140,
3897,1320,1166,1073,49,44, 126 ,87.4%,171,171,
4055,1000,661,613,33,15, 63 ,83.9%,117,117,
4065,1000,846,813,32,1, 83 ,90.2%,140,140,
4068,400,454,408,40,6, 50 ,91.5%,67,67,
4102,1000,778,705,54,19, 63 ,89.5%,129,129,
4103,400,512,461,42,9, 62 ,86.7%,73,73,
4108,616,660,589,67,4, 64 ,89.3%,101,101,
4111,1120,702,689,8,5, 117 ,83.1%,123,123,
4112,1000,883,788,78,17, 110 ,91.2%,135,135,
4115,1000,707,611,78,18, 50 ,88.9%,116,116,
4118,915,856,732,110,14, 83 ,86.0%,132,132,
4129,400,528,440,63,25, 60 ,85.1%,71,71,
4130,700,647,603,42,2, 80 ,87.5%,103,103,
4131,616,575,539,31,5, 44 ,91.1%,89,89,
4156,1000,948,803,118,27, 57 ,86.6%,139,139,
4163,400,511,458,47,6, 86 ,89.0%,70,70,
4164,498,563,511,50,2, 42 ,92.2%,87,87,
4168,400,446,403,32,11, 52 ,82.7%,74,74,
4183,400,470,430,28,12, 38 ,89.7%,67,67,
4194,400,417,376,36,5, 30 ,95.5%,64,64,
4195,400,569,504,62,3, 69 ,92.3%,74,74,
4200,1320,1038,1010,8,20, 117 ,85.7%,167,167,
4201,1120,864,836,13,15, 105 ,82.7%,152,152,
4202,550,576,479,53,44, 59 ,83.1%,82,82,
4203,1000,892,825,51,16, 92 ,90.9%,139,139,
4209,915,883,833,47,3, 122 ,87.1%,143,143,
4215,1320,986,917,42,27, 76 ,96.3%,157,157,
4216,1320,1003,973,24,6, 86 ,96.2%,154,154,
4219,1320,737,689,41,7, 102 ,75.2%,153,153,
4223,1320,863,829,30,4, 76 ,85.4%,154,154,
4224,1320,1025,955,55,15, 122 ,85.1%,171,171,
4230,1320,1041,961,52,28, 109 ,92.1%,162,162,
4231,915,790,757,24,9, 86 ,89.4%,140,140,
4235,1320,1079,1022,57,0, 147 ,84.8%,168,168,
4239,662,698,639,42,17, 52 ,90.5%,101,101,
4241,915,868,842,18,8, 101 ,90.0%,137,137,
4243,1320,953,917,27,9, 110 ,89.4%,157,157,
4244,1320,887,847,28,12, 76 ,95.3%,145,145,
4247,1200,963,903,57,3, 73 ,90.2%,149,149,
4253,855,735,703,28,4, 50 ,94.3%,120,120,
4255,1320,1143,1068,59,16, 127 ,95.3%,166,166,
4256,1320,1104,1073,25,6, 146 ,91.4%,171,171,
4260,1320,1042,978,57,7, 201 ,82.0%,168,168,
4262,1320,1002,939,58,5, 127 ,81.1%,166,166,
4273,1320,1091,1077,12,2, 156 ,91.9%,169,169,
4274,1320,968,953,15,0, 95 ,83.9%,166,166,
4277,1320,913,892,21,0, 132 ,87.1%,166,166,
4279,1320,1012,1001,11,0, 96 ,90.1%,158,158,
4284,855,914,783,102,29, 68 ,89.6%,133,133,
4285,1320,1024,899,108,17, 113 ,85.7%,160,160,
4286,855,762,697,35,30, 53 ,92.6%,120,120,
4295,1320,976,926,45,5, 104 ,91.7%,153,153,
4298,1320,986,932,40,14, 123 ,88.9%,160,160,
4299,1320,986,923,42,21, 92 ,87.7%,158,158,
4318,1320,1157,1110,45,2, 154 ,91.7%,167,167,
4321,1320,1062,984,54,24, 112 ,89.4%,167,167,
4323,1320,1008,947,43,18, 68 ,95.7%,157,157,
4325,1320,1259,1189,58,12, 178 ,93.1%,169,169,
4330,1320,960,938,21,1, 96 ,93.2%,160,160,
4332,780,818,719,61,38, 91 ,92.0%,110,110,
4333,1000,1021,936,78,7, 112 ,89.5%,151,151,
4335,1320,984,940,27,17, 96 ,89.3%,164,164,
4340,498,544,485,53,6, 63 ,92.8%,68,68,
4341,915,769,686,69,14, 58 ,93.0%,124,124,
4356,1320,1037,967,53,17, 95 ,92.0%,160,160,
4365,1000,873,756,52,65, 99 ,87.7%,134,134,
4368,400,609,473,130,6, 88 ,91.5%,69,69,
4372,1200,885,856,27,2, 74 ,92.9%,139,139,
4374,1000,800,783,11,6, 87 ,85.3%,142,142,
4379,,0,0,0,0, -   ,#DIV/0!,0,0,
4381,1320,1095,1060,29,6, 144 ,90.1%,167,167,
4384,1320,930,878,45,7, 68 ,91.1%,157,157,
4387,915,833,792,25,16, 201 ,87.2%,124,124,
4389,1320,925,875,49,1, 98 ,82.9%,157,157,
4399,1320,910,847,58,5, 78 ,92.4%,155,155,
4405,915,786,713,47,26, 73 ,91.3%,125,125,
4407,1320,1039,987,50,2, 127 ,86.1%,164,164,
4409,1320,927,901,21,5, 64 ,91.3%,159,159,
4410,915,983,910,56,17, 89 ,94.0%,132,132,
4414,1120,820,741,72,7, 81 ,87.1%,138,138,
4417,1320,931,881,16,34, 72 ,93.5%,152,152,
4420,1320,893,874,19,0, 103 ,82.9%,164,164,
4424,400,520,443,53,24, 102 ,81.4%,68,68,
4435,616,667,646,14,7, 65 ,78.9%,107,107,
4436,855,802,640,150,12, 50 ,82.5%,120,120,
4438,1000,841,818,22,1, 95 ,92.0%,133,133,
4450,1320,935,895,35,5, 101 ,86.7%,163,163,
4451,1320,1040,942,72,26, 113 ,89.3%,155,155,
4460,1320,1041,969,57,15, 115 ,88.8%,166,166,
4475,1320,1009,979,25,5, 128 ,95.4%,171,171,
4483,1320,1062,1015,47,0, 116 ,87.2%,168,168,
4487,1320,847,782,52,13, 110 ,73.9%,153,153,
4497,1320,1012,953,48,11, 88 ,91.1%,157,157,
4503,662,653,635,14,4, 91 ,87.7%,105,105,
4506,1320,927,789,118,20, 94 ,73.5%,160,160,
4508,1000,895,858,29,8, 102 ,94.4%,138,138,
4511,1320,1095,1048,39,8, 120 ,94.1%,165,165,
4512,1000,1000,938,44,18, 90 ,89.9%,138,138,
4521,1320,958,916,29,13, 131 ,78.8%,168,168,
4531,915,793,752,35,6, 72 ,96.0%,124,124,
4533,1320,1069,1018,33,18, 87 ,85.7%,165,165,
4538,1320,1124,1090,28,6, 116 ,87.9%,164,164,
4540,915,812,764,42,6, 84 ,86.3%,136,136,
4553,1200,1161,1075,77,9, 182 ,94.5%,162,162,
4590,855,906,865,24,17, 87 ,91.7%,129,129,
4601,780,692,653,29,10, 64 ,88.9%,106,106,
4615,1320,988,951,29,8, 76 ,92.7%,162,162,
4616,1000,947,876,69,2, 130 ,76.0%,146,146,
4631,855,844,794,32,18, 76 ,98.4%,123,123,
4635,1320,1086,1017,62,7, 133 ,85.9%,166,166,
4643,400,641,443,159,39, 50 ,89.9%,68,68,
4653,855,761,706,47,8, 56 ,90.5%,122,122,
4678,855,887,808,61,18, 106 ,86.2%,126,126,
4682,662,685,601,71,13, 99 ,81.3%,103,103,
4696,616,568,524,32,12, 36 ,93.5%,89,89,
4734,1000,985,818,125,42, 57 ,93.3%,132,132,
4849,616,680,631,41,8, 79 ,90.7%,103,103,
4865,616,738,669,55,14, 83 ,92.6%,104,104,
5025,1320,915,850,34,31, 76 ,90.3%,151,151,
5028,855,632,585,37,10, 50 ,92.5%,92,92,
5029,780,640,612,25,3, 64 ,88.7%,103,103,
5030,915,830,721,63,46, 41 ,94.5%,125,125,
5031,1320,1069,973,83,13, 122 ,86.3%,164,164,
5032,1320,1007,951,38,18, 110 ,94.7%,150,150,
5033,1320,1021,876,123,22, 82 ,87.4%,155,155,
5034,700,846,782,52,12, 147 ,87.8%,122,122,
5035,1200,796,652,124,20, 148 ,62.7%,157,157,
5036,1120,1125,1069,49,7, 275 ,88.9%,160,160,
5037,1200,1106,956,124,26, 104 ,88.9%,159,159,
5038,,0,0,0,0, -   ,#DIV/0!,0,0,
5039,1200,1014,967,44,3, 114 ,85.6%,159,159,
5041,855,662,634,19,9, 43 ,88.2%,107,107,
5045,1320,853,771,47,35, 93 ,82.1%,148,148,
5046,1320,997,921,46,30, 92 ,89.5%,167,167,
5048,616,569,544,22,3, 42 ,96.9%,92,92,
5049,1120,930,821,88,21, 61 ,91.8%,143,143,
5051,915,847,810,17,20, 79 ,88.3%,133,133,
5054,1120,965,875,74,16, 126 ,89.5%,151,151,
5055,1120,851,813,26,12, 127 ,80.8%,148,148,
5056,1320,980,784,157,39, 57 ,89.0%,152,152,
5057,1320,909,885,10,14, 87 ,85.9%,162,162,
5058,780,682,593,71,18, 73 ,73.1%,118,118,
5060,1320,928,842,52,34, 70 ,95.3%,148,148,
5063,1320,947,895,31,21, 91 ,84.2%,157,157,
5064,855,658,619,27,12, 41 ,97.1%,104,104,
5065,855,735,675,41,19, 43 ,93.4%,120,120,
5066,700,619,582,21,16, 75 ,89.6%,104,104,
5070,855,859,769,58,32, 85 ,93.6%,124,124,
5071,1000,937,902,34,1, 112 ,90.5%,145,146,
5072,1320,1199,1110,74,15, 139 ,91.9%,160,160,
5076,1320,1019,948,63,8, 168 ,84.0%,166,166,
5078,1320,1010,936,57,17, 95 ,87.2%,161,161,
5080,855,717,656,52,9, 66 ,87.4%,118,118,
5082,1000,808,789,18,1, 81 ,95.7%,137,137,
5085,1320,1038,985,43,10, 123 ,88.1%,165,165,
5087,1320,887,858,26,3, 104 ,79.3%,168,168,
5088,1320,1007,946,55,6, 90 ,90.2%,161,161,
5090,1320,965,957,6,2, 93 ,93.7%,156,156,
5091,662,748,644,80,24, 69 ,89.3%,102,102,
5092,780,689,661,15,13, 71 ,82.7%,109,109,
5097,855,717,705,11,1, 51 ,95.0%,118,118,
5099,1320,974,955,17,2, 104 ,86.9%,164,164,
5101,1320,1039,971,50,18, 116 ,90.4%,162,162,
5104,915,736,707,14,15, 65 ,91.0%,132,132,
5105,1320,1095,1056,32,7, 188 ,88.4%,169,169,
5113,1120,931,898,33,0, 91 ,88.5%,155,155,
5115,1320,969,884,74,11, 94 ,87.0%,159,159,
5116,1320,951,820,74,57, 70 ,90.8%,151,151,
5117,1000,976,890,53,33, 96 ,85.4%,154,154,
5118,915,892,760,55,77, 47 ,82.8%,132,132,
5123,1320,1052,932,95,25, 115 ,82.8%,170,170,
5124,1320,885,836,60,-11, 94 ,92.2%,152,152,
5126,616,552,531,18,3, 54 ,84.2%,94,94,
5127,1320,964,952,9,3, 92 ,95.2%,162,162,
5129,1120,1367,1168,167,32, 170 ,96.4%,139,139,
5130,915,929,901,26,2, 244 ,87.3%,125,125,
5131,1320,1150,1040,87,23, 131 ,89.0%,162,162,
5133,1320,1015,965,19,31, 72 ,92.8%,162,162,
5134,1320,1144,1076,65,3, 171 ,91.9%,157,157,
5136,780,773,716,38,19, 75 ,84.4%,132,132,
5137,855,1017,884,64,69, 49 ,95.9%,119,119,
5139,855,752,650,55,47, 39 ,94.0%,114,114,
5141,1320,950,897,31,22, 85 ,86.3%,157,157,
5144,855,679,632,34,13, 61 ,88.0%,107,107,
5145,855,722,675,43,4, 105 ,76.2%,125,125,
5146,855,697,576,81,40, 45 ,90.7%,106,106,
5147,1200,964,937,17,10, 156 ,91.6%,153,153,
5150,915,877,770,56,51, 75 ,87.5%,135,135,
5151,1320,879,836,36,7, 44 ,93.8%,146,146,
5155,1320,1007,936,55,16, 83 ,88.8%,157,157,
5156,1320,1031,972,46,13, 102 ,89.2%,162,162,
5157,855,821,697,89,35, 60 ,90.0%,119,119,
5159,1200,975,953,21,1, 80 ,91.3%,156,156,
5165,1320,1008,960,37,11, 136 ,91.2%,156,156,
5166,1320,1162,1065,78,19, 133 ,86.8%,170,170,
5167,1320,988,940,42,6, 93 ,91.5%,161,161,
5168,1200,859,816,33,10, 76 ,84.0%,152,152,
5172,1320,943,849,83,11, 85 ,88.1%,155,155,
5173,1320,914,882,26,6, 76 ,92.0%,161,161,
5174,1000,880,776,100,4, 101 ,85.1%,146,146,
5175,1320,1028,979,47,2, 125 ,91.6%,162,162,
5184,855,808,730,73,5, 74 ,89.4%,121,121,
5185,915,890,779,56,55, 66 ,97.6%,123,123,
5186,855,691,636,52,3, 57 ,93.0%,113,113,
5189,855,795,742,28,25, 69 ,92.5%,119,119,
5190,915,840,749,55,36, 75 ,91.3%,124,125,
5191,915,980,857,58,65, 56 ,95.6%,133,133,
5192,915,843,754,52,37, 77 ,87.4%,133,133,
5193,780,849,769,72,8, 122 ,90.5%,124,124,
5195,,0,0,0,0, -   ,#DIV/0!,0,0,
5196,1000,808,753,49,6, 112 ,79.3%,139,139,
5197,780,731,628,88,15, 56 ,79.2%,124,124,
5199,1320,1023,985,29,9, 73 ,95.1%,160,160,
5201,662,897,648,199,50, 139 ,78.7%,88,88,
5202,915,998,860,87,51, 120 ,93.0%,128,128,
5203,700,620,539,47,34, 55 ,87.6%,95,95,
5210,1120,1022,941,65,16, 100 ,97.2%,141,141,
5211,1320,879,842,28,9, 104 ,88.7%,148,148,
5214,1000,808,766,27,15, 107 ,89.6%,131,131,
5215,400,470,421,38,11, 46 ,94.4%,70,70,
5216,855,795,729,57,9, 78 ,86.7%,132,132,
5218,1320,865,778,46,41, 82 ,78.8%,157,157,
5232,1320,1087,935,110,42, 93 ,89.1%,161,161,
5233,915,842,784,40,18, 75 ,94.9%,132,132,
5234,1320,957,931,15,11, 91 ,90.5%,154,154,
5235,915,830,744,71,15, 75 ,91.7%,128,128,
5236,1320,1072,1021,49,2, 126 ,93.5%,165,165,
5239,1320,950,913,32,5, 76 ,93.3%,163,163,
5240,780,711,674,32,5, 75 ,87.0%,121,121,
5241,662,761,705,50,6, 91 ,95.4%,108,108,
5242,1320,992,973,19,0, 84 ,92.6%,158,158,
5244,1000,967,858,87,22, 84 ,91.7%,140,140,
5245,1320,1047,1003,39,5, 144 ,90.3%,161,161,
5246,780,878,784,54,40, 57 ,92.8%,134,134,
5247,780,674,631,37,6, 62 ,87.3%,107,107,
5250,780,876,797,26,53, 130 ,84.7%,110,118,
5251,1320,920,895,21,4, 74 ,91.4%,160,160,
5252,855,832,569,223,40, 64 ,80.5%,118,118,
5253,1320,981,971,10,0, 99 ,85.5%,169,169,
5254,855,981,825,130,26, 83 ,94.1%,133,133,
5260,1000,1105,975,94,36, 110 ,92.3%,152,152,
5261,1320,1091,1035,49,7, 124 ,92.4%,167,167,
5262,1320,917,903,14,0, 73 ,93.1%,157,157,
5263,1320,890,842,41,7, 62 ,92.1%,160,160,
5264,1000,841,790,48,3, 93 ,88.5%,135,135,
5266,1320,1192,1101,61,30, 128 ,91.8%,166,166,
5270,915,770,736,17,17, 80 ,89.5%,129,129,
5272,915,878,814,48,16, 50 ,91.4%,136,136,
5273,855,750,684,24,42, 35 ,94.9%,114,114,
5275,1000,806,735,68,3, 102 ,80.4%,141,141,
5276,1200,897,833,50,14, 124 ,89.0%,145,145,
5278,915,867,817,46,4, 112 ,91.0%,133,133,
5280,780,615,565,51,-1, 43 ,95.9%,96,96,
5285,915,877,799,70,8, 104 ,94.2%,135,135,
5287,662,725,642,69,14, 71 ,89.9%,98,98,
5288,1120,885,833,35,17, 80 ,91.0%,142,142,
5292,1320,1012,911,71,30, 106 ,90.8%,162,162,
5294,1120,984,862,78,44, 160 ,85.6%,145,145,
5295,780,996,893,77,26, 125 ,83.9%,117,117,
5296,780,683,661,11,11, 134 ,81.6%,123,123,
5298,1320,905,868,16,21, 74 ,94.6%,147,147,
5299,780,928,847,81,0, 215 ,88.2%,123,123,
5300,1000,1008,955,37,16, 163 ,94.0%,145,145,
5303,780,803,759,37,7, 102 ,90.4%,122,122,
5307,1320,968,903,56,9, 110 ,89.9%,164,164,
5309,616,620,531,73,16, 61 ,78.4%,99,99,
5311,1320,835,796,27,12, 87 ,82.3%,144,144,
5312,855,820,743,74,3, 94 ,81.6%,124,124,
5313,1320,994,953,36,5, 86 ,91.6%,164,164,
5316,915,932,849,67,16, 113 ,92.0%,134,134,
5317,1320,945,866,62,17, 73 ,85.9%,154,154,
5319,855,916,884,20,12, 119 ,90.2%,140,140,
5320,780,683,601,49,33, 66 ,73.3%,118,118,
5326,1000,1066,962,84,20, 148 ,87.4%,155,155,
5329,855,719,597,89,33, 37 ,91.5%,114,114,
5330,855,795,704,75,16, 69 ,92.3%,116,116,
5331,1320,966,836,74,56, 65 ,90.0%,149,149,
5334,1320,864,808,46,10, 116 ,75.6%,164,164,
5335,1320,1092,1043,33,16, 141 ,89.8%,163,163,
5340,1200,1171,939,181,51, 129 ,92.5%,146,146,
5341,855,922,735,104,83, 35 ,90.5%,125,125,
5342,1320,1358,1270,68,20, 234 ,93.1%,171,171,
5343,1320,1209,1104,77,28, 120 ,93.0%,167,167,
5346,915,868,700,132,36, 72 ,81.3%,131,131,
5348,1320,946,926,18,2, 102 ,90.8%,163,163,
5352,780,761,708,47,6, 53 ,94.8%,114,114,
5355,855,727,690,35,2, 62 ,91.3%,114,114,
5358,915,888,854,26,8, 124 ,90.9%,140,140,
5359,1320,909,871,32,6, 75 ,88.1%,157,157,
5361,1320,888,868,10,10, 79 ,87.3%,161,161,
5363,1320,940,913,22,5, 87 ,88.8%,160,160,
5368,1000,938,869,47,22, 62 ,89.1%,143,143,
5369,1320,1014,931,64,19, 94 ,93.2%,158,158,
5370,1320,1016,920,64,32, 75 ,88.4%,160,160,
5373,1120,1026,920,92,14, 181 ,91.0%,151,151,
5374,1320,848,796,25,27, 78 ,87.6%,151,151,
5376,915,741,725,16,0, 45 ,93.8%,124,124,
5379,1320,1003,935,32,36, 79 ,95.7%,162,162,
5384,780,792,710,59,23, 89 ,81.9%,126,126,
5385,1320,1049,1012,30,7, 93 ,95.2%,163,163,
5386,915,749,743,5,1, 73 ,90.2%,129,129,
5387,1320,992,943,41,8, 72 ,96.3%,157,157,
5388,1320,945,907,31,7, 119 ,86.7%,162,162,
5389,1320,913,868,43,2, 85 ,91.6%,150,150,
5390,662,810,718,90,2, 106 ,90.5%,105,105,
5391,1000,937,893,40,4, 225 ,81.2%,150,150,
5392,915,903,871,32,0, 104 ,89.1%,137,137,
5394,1320,1019,945,51,23, 117 ,93.6%,154,154,
5397,1320,938,924,10,4, 89 ,90.9%,162,162,
5398,1000,1039,991,42,6, 54 ,94.6%,146,146,
5399,1320,1032,979,31,22, 71 ,95.8%,164,164,
5403,1320,1037,956,77,4, 111 ,88.3%,162,162,
5409,1320,993,954,31,8, 91 ,87.6%,166,166,
5410,1200,968,891,58,19, 100 ,89.4%,160,160,
5411,1320,960,915,37,8, 96 ,88.8%,157,157,
5416,1320,951,903,38,10, 109 ,89.9%,147,147,
5417,1000,940,839,93,8, 143 ,89.0%,142,142,
5418,1320,1184,1127,40,17, 223 ,95.2%,165,165,
5419,780,778,681,82,15, 77 ,84.7%,122,122,
5420,1200,986,946,29,11, 121 ,90.8%,149,149,
5422,700,809,662,135,12, 86 ,91.8%,109,109,
5424,1320,1031,1003,15,13, 143 ,90.1%,168,168,
5425,1320,1060,963,68,29, 126 ,89.6%,152,152,
5428,1320,954,938,13,3, 82 ,90.2%,160,160,
5430,662,645,600,41,4, 49 ,93.0%,98,98,
5432,780,786,741,26,19, 82 ,92.1%,124,124,
5441,1320,975,906,52,17, 88 ,90.3%,161,161,
5442,1320,1106,1062,30,14, 169 ,91.1%,167,167,
5443,1320,1008,981,16,11, 96 ,90.6%,168,168,
5444,915,846,779,63,4, 73 ,86.9%,126,126,
5445,1120,1041,960,49,32, 89 ,94.5%,145,145,
5450,1200,945,927,15,3, 92 ,93.4%,165,165,
5455,1120,977,959,13,5, 189 ,84.8%,154,154,
5458,1320,1077,1000,35,42, 87 ,92.1%,161,161,
5460,1320,778,710,52,16, 54 ,90.9%,129,129,
5462,855,784,715,42,27, 63 ,93.1%,114,114,
5463,1320,1045,977,57,11, 85 ,93.8%,160,160,
5466,780,685,645,23,17, 64 ,86.8%,119,119,
5469,780,718,631,63,24, 82 ,81.1%,120,120,
5470,1320,1074,1017,44,13, 111 ,94.5%,162,162,
5471,1320,956,905,34,17, 95 ,90.2%,160,160,
5477,1320,1021,945,66,10, 111 ,88.3%,168,168,
5479,915,685,594,81,10, 86 ,75.4%,129,129,
5480,1320,874,731,123,20, 98 ,83.2%,153,153,
5481,1000,858,819,28,11, 82 ,88.7%,147,147,
5482,700,636,532,97,7, 75 ,79.8%,107,107,
5486,1320,1109,1009,95,5, 144 ,92.4%,169,169,
5487,1200,995,866,109,20, 72 ,83.9%,154,154,
5488,1320,996,979,15,2, 130 ,87.5%,167,167,
5489,780,736,688,43,5, 63 ,90.4%,114,114,
5494,1320,1105,1077,12,16, 118 ,90.1%,158,158,
5497,1320,1132,1083,38,11, 167 ,91.2%,166,166,
5498,1200,886,805,77,4, 61 ,89.1%,144,144,
5499,1320,1031,992,26,13, 115 ,92.9%,166,166,
5612,400,535,475,47,13, 85 ,84.1%,68,68,
5626,662,688,608,70,10, 98 ,84.2%,99,99,
5717,1120,934,874,31,29, 118 ,89.4%,141,141,
5728,915,861,802,41,18, 75 ,89.2%,129,129,
5743,1320,1014,959,46,9, 102 ,89.5%,167,167,
5751,780,1108,788,262,58, 56 ,89.9%,118,118,
5806,400,499,463,20,16, 33 ,98.5%,65,65,
5808,616,592,534,47,11, 57 ,90.0%,88,88,
5809,498,513,451,53,9, 61 ,93.8%,79,79,
5841,400,598,467,129,2, 44 ,85.7%,75,75,
5859,1120,977,787,161,29, 68 ,92.2%,125,125,
5864,700,838,628,191,19, 45 ,85.2%,111,112,
5922,1000,1018,894,78,46, 55 ,91.2%,135,135,
5947,855,715,678,24,13, 73 ,92.7%,121,121,
6286,1000,888,768,114,6, 94 ,83.8%,141,141,
6300,1000,840,802,30,8, 91 ,90.6%,137,137,
6370,700,739,683,54,2, 80 ,82.9%,113,113,
6392,662,543,482,41,20, 26 ,89.9%,88,88,
6467,1000,855,828,26,1, 93 ,91.5%,139,139,
6469,1000,882,808,55,19, 130 ,82.3%,144,144,
6476,1000,850,766,69,15, 33 ,95.6%,133,133,
6576,662,817,707,95,15, 65 ,90.7%,107,107,
6579,1000,965,923,31,11, 116 ,94.5%,143,143,
6789,855,804,772,20,12, 81 ,89.8%,125,125,
6807,915,779,730,41,8, 74 ,78.1%,145,145,
6878,700,705,664,41,0, 101 ,86.4%,116,116,
6879,1000,932,867,52,13, 111 ,88.0%,138,138,
6887,1120,863,841,21,1, 95 ,86.0%,136,136,
6898,1000,828,718,75,35, 64 ,89.9%,126,126,
6929,1000,777,715,56,6, 82 ,88.7%,130,130,
6932,1000,800,671,88,41, 62 ,84.6%,127,127,
6951,400,496,446,46,4, 78 ,90.8%,74,74,
6952,780,779,679,98,2, 60 ,93.8%,110,110,
6958,1000,1081,955,93,33, 138 ,87.8%,154,154,
6963,1000,730,687,30,13, 89 ,82.3%,128,128,
6964,1000,881,800,52,29, 118 ,86.5%,140,140,
6978,1000,881,787,84,10, 105 ,83.9%,140,140,
7009,1120,962,943,14,5, 108 ,87.3%,156,156,
7020,1120,896,751,91,54, 68 ,89.1%,136,136,
7032,1000,1064,990,47,27, 87 ,92.8%,137,137,
7087,1000,928,902,25,1, 111 ,89.9%,145,145,
7156,1000,774,680,81,13, 70 ,89.0%,123,123,
7178,1000,774,675,76,23, 74 ,81.9%,136,136,
7179,1000,977,883,72,22, 65 ,90.7%,149,149,
7185,1000,856,799,54,3, 65 ,91.4%,140,140,
7199,1000,881,782,67,32, 67 ,90.6%,135,135,
7280,1000,959,888,65,6, 124 ,87.8%,146,146,
7281,1000,836,733,76,27, 51 ,96.0%,122,122,
7290,1000,835,765,61,9, 51 ,95.5%,132,132,
7294,1000,814,739,57,18, 67 ,91.7%,130,130,
7301,1000,1049,987,50,12, 114 ,94.0%,145,145,
7324,780,704,678,25,1, 69 ,86.3%,123,123,
7326,780,818,790,23,5, 74 ,93.6%,123,123,
6397,1000,1042,1016,22,4, 159 ,89.6%,153,153,
8331,1000,894,857,26,11, 132 ,92.1%,139,139,
