,,,,Action Alley,,,,Endcaps,,,,,,,,,,,Frozen Doors ,,,,
Store Nbr,Bakecenter + Trian ,Train No Bakecenter,Bakecenter No Train ,AA - Sparkling Water Pallet,AA - Tortilla Chips Pallet,AA - Potato Chips Pallet,AA - Cookies 1/2 Stack,1/2 EC - Coffee,1/2 EC - Soup,1/2 EC - Crackers,1/2 EC - Pasta,1/2 EC - Pasta Sauce,1/2 EC - Sparkling Water,1/2 EC - Fruit Juice,1/2 EC - Tortilla Chips,1/2 EC - Potato Chips,1/2 EC - Cookies,1/2 EC - Fruit Snacks,FD - Frozen Pizza,FD - Frozen Pot Pie,FD - Frozen Potatoes,FD - Frozen Smoothies,FD - Frozen Wings
1213,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1214,Both ,,,YES,,,,YES,YES,,YES,YES,,,,,,,,,,,
1215,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1216,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1217,Both ,,,YES,YES,YES,,YES,YES,,,,,,,,,,YES,YES,YES,YES,YES
1218,,No Bakecenter,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
1219,Both ,,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1220,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1221,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
1222,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1223,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
1224,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1225,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1227,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1228,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1229,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
1230,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
1231,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1232,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1233,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1234,,No Bakecenter,,,,,,YES,,,YES,YES,,,,,,,YES,YES,,,YES
1236,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
1237,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
1238,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1239,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1240,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1241,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,,YES
1242,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1243,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1244,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1245,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
1247,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
1248,Both ,,,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1249,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1252,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1254,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1255,,No Bakecenter,,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,
1256,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1257,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
1259,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
1260,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,,YES
1261,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1263,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1264,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1266,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
1267,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,YES,YES
1268,Both ,,,YES,YES,YES,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1270,Both ,,,YES,YES,YES,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1272,,No Bakecenter,,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,,YES,YES,YES
1273,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1276,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1277,,No Bakecenter,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,,YES
1280,Both ,,,YES,YES,YES,,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1281,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1282,,No Bakecenter,,YES,,,,YES,,,YES,YES,,,,,,,,,,,
1283,Both ,,,YES,,,,YES,YES,,YES,YES,,,,,,,,,YES,,YES
1284,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1285,,No Bakecenter,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1286,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1287,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1288,,No Bakecenter,,YES,,,YES,,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1289,,No Bakecenter,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
1290,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1291,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
1292,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1293,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1294,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1295,Both ,,,YES,,,,,,,,,,,,,,,,YES,,,
1297,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1298,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1299,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1300,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
1301,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1302,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1303,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1304,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1305,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,
1306,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1307,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1308,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,
1309,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1310,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
1311,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1312,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
1314,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1315,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1316,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1317,Both ,,,,,,,,,,,,,,,,,,,,,,
1318,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1319,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1320,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1321,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1322,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1326,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1327,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1329,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1330,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1331,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1333,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1335,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
1337,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1338,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1339,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1341,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1342,,No Bakecenter,,YES,YES,YES,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1344,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1345,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1346,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1348,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1350,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
1351,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1353,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1354,Both ,,,YES,,,,YES,,YES,YES,YES,,,,,,,YES,,YES,YES,
1355,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1356,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1357,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
1358,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
1359,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1360,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1361,Both ,,,YES,YES,YES,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1362,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1363,Both ,,,YES,YES,YES,,,YES,,YES,YES,,,,,,,YES,YES,YES,YES,
1364,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1366,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,YES,YES
1368,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,,,YES
1369,,No Bakecenter,,YES,YES,,,YES,,,YES,YES,,,,,,,YES,YES,YES,YES,
1370,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1371,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1375,Both ,,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1376,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1377,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1378,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1379,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
1381,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1382,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1383,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1384,,No Bakecenter,,YES,,,,YES,,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1385,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1386,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1388,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1389,Both ,,,YES,,,,YES,YES,YES,YES,YES,,,,,,,,,,,
1390,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1391,Both ,,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1392,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1393,,No Bakecenter,,YES,,,YES,YES,,YES,YES,YES,,,,,,,YES,YES,,YES,
1394,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1395,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,,YES
1396,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,YES,YES
1397,Both ,,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1399,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1400,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1401,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1403,,No Bakecenter,,YES,YES,YES,,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1404,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1405,Both ,,,YES,,,,YES,,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1406,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1407,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1408,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1410,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1411,,No Bakecenter,,YES,YES,,,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1412,Both ,,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,
1413,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1414,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1415,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,,YES,YES
1416,,No Bakecenter,,YES,YES,YES,YES,YES,YES,,YES,YES,,,,,,,,YES,YES,,YES
1417,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1418,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1419,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1420,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1421,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1422,Both ,,,YES,,,,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1423,,No Bakecenter,,YES,YES,YES,YES,,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1424,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
1425,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,YES
1426,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1427,Both ,,,YES,YES,YES,YES,,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1428,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1429,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1430,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1431,,No Bakecenter,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1432,Both ,,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1433,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1434,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1435,,No Bakecenter,,YES,,,,YES,YES,YES,YES,YES,,,,,,,YES,YES,,YES,YES
1438,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1439,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1440,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,
1441,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1443,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1444,Both ,,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1445,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1446,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1447,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1448,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
1449,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1450,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1451,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
1452,Both ,,,YES,,,,YES,,YES,YES,YES,,,,,,,YES,YES,YES,,YES
1453,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,YES,YES
1454,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1455,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1456,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,YES,YES
1457,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1458,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1459,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1460,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1461,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1462,,No Bakecenter,,YES,,,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1463,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1464,Both ,,,YES,YES,YES,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1465,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1466,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1468,Both ,,,YES,,,,YES,,,,,,,,,,,YES,YES,YES,YES,YES
1469,,No Bakecenter,,,,,,,,,,,,,,,,,,YES,YES,,YES
1470,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1472,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1473,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1475,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
1477,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
1478,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1479,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1480,Both ,,,YES,,,,YES,,,YES,YES,,,,,,,,,,,
1481,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,,YES
1483,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1485,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1486,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
1487,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1488,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1490,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1491,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
1492,,No Bakecenter,,YES,,,,,,,,,,,,,,,YES,,YES,,YES
1493,Both ,,,,,,,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1495,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
1496,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1497,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,,YES
1498,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1500,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1502,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1503,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1504,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1505,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1506,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
1507,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1508,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1509,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
1510,Both ,,,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1514,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1515,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1516,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1517,,No Bakecenter,,,,,,,,,YES,YES,,,,,,,YES,,,,YES
1518,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1519,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,,,YES
1520,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1522,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1523,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
1524,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
1525,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
1526,Both ,,,YES,,,,YES,YES,,YES,YES,,,,,,,YES,,YES,YES,YES
1527,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1528,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1529,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1530,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
1533,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
