Store Nbr,Event 1 Total Pallets,Event 2 Total Pallets,Event 3 Total Pallets
4129,48,28,93
4130,44,35,104
4131,35,32,86
4132,50,31,97
4137,38,32,93
4144,36,26,86
4153,51,33,91
4156,31,35,67
4161,41,32,79
4162,46,28,96
4163,42,29,83
4164,38,39,101
4165,37,30,96
4166,34,32,74
4168,36,34,87
4171,36,26,75
4176,34,33,85
4183,41,30,94
4185,40,27,71
4187,44,42,99
4191,31,21,69
4194,39,30,86
4195,40,39,113
4200,41,28,107
4201,27,23,53
4202,29,23,65
4203,37,32,75
4208,29,28,60
4209,26,28,67
4215,38,32,92
4216,47,46,101
4219,49,42,107
4221,44,32,104
4223,39,35,99
4224,57,46,110
4226,27,29,67
4230,51,33,99
4231,44,28,89
4232,37,23,82
4235,53,44,122
4237,39,33,77
4238,50,34,101
4239,35,32,89
4240,48,32,108
4241,33,32,83
4243,56,48,138
4244,33,27,68
4246,28,21,64
4247,33,31,75
4249,26,22,54
4250,42,27,78
4252,36,37,72
4253,44,30,81
4255,46,34,103
4256,33,35,68
4257,43,32,92
4258,41,28,72
4259,27,28,62
4260,43,35,108
4262,42,37,103
4272,47,32,112
4273,42,37,101
4274,40,34,77
4276,62,37,100
4277,42,31,93
4278,37,29,75
4279,53,40,133
4281,28,24,67
4283,48,29,111
4284,30,25,73
4285,54,30,99
4286,41,29,93
4288,42,37,101
4295,39,31,101
4298,77,42,146
4299,51,42,126
4303,78,41,154
4309,31,27,67
4317,38,31,78
4318,47,33,105
4321,43,37,100
4322,29,23,62
4323,35,25,74
4325,48,37,112
4330,46,44,98
4332,54,62,100
4333,34,33,87
4334,34,31,80
4335,50,45,90
4336,44,26,103
4337,59,36,130
4340,61,47,124
4341,26,27,61
4348,39,37,92
4350,31,24,66
4352,55,36,104
4355,31,32,73
4356,74,38,163
4358,39,30,95
4359,39,27,105
4365,68,41,102
4368,45,38,102
4370,30,22,79
4372,32,31,66
4374,27,24,57
4377,30,26,58
4378,35,28,82
4381,44,35,107
4383,77,38,148
4384,34,22,62
4387,47,33,106
4389,30,33,61
4392,64,40,119
4393,47,34,97
4394,36,33,96
4395,35,32,79
4399,45,39,99
4403,50,37,108
4404,40,31,86
4405,34,23,75
4407,34,23,81
4409,43,38,112
4410,42,36,102
4412,31,24,67
4414,29,26,70
4416,51,31,118
4417,48,39,116
4420,47,32,87
4423,53,46,109
4424,70,32,140
4427,31,21,70
4428,24,21,56
4430,64,43,141
4435,41,25,78
4436,32,25,85
4438,56,47,114
4439,31,26,62
4440,49,36,91
4444,42,31,114
4446,38,26,78
4450,58,42,121
4451,52,38,142
4456,53,33,107
4457,29,29,65
4458,35,26,79
4459,35,22,69
4460,47,35,108
4461,42,29,71
4471,24,20,53
4472,35,23,81
4474,31,29,86
4475,42,37,114
4476,45,30,97
4477,35,28,99
4479,44,30,104
4482,43,32,104
4483,42,39,105
4484,36,27,82
4487,42,34,88
4488,32,24,77
4497,41,33,103
4499,40,34,95
4501,32,29,67
4503,56,45,103
4506,47,29,94
4508,46,47,124
4509,50,32,97
4511,46,33,114
4512,52,33,114
4514,33,25,67
4520,33,31,97
4521,45,37,108
4526,59,32,119
4529,45,30,95
4531,42,30,88
4533,36,25,82
4538,49,34,111
4540,34,25,68
4543,26,24,57
4553,55,35,107
4554,35,26,65
4556,35,26,70
4557,35,27,87
4558,40,29,101
4564,43,34,99
4567,51,39,100
4568,27,21,67
4569,31,32,61
4570,31,25,68
4574,44,31,98
4581,36,27,88
4583,29,26,63
4588,36,25,89
4590,38,28,82
4593,45,31,87
4594,37,37,96
4597,45,37,121
4599,37,31,77
4600,34,31,70
4601,45,34,94
4606,27,27,61
4609,57,40,137
4611,39,28,80
4612,34,39,84
4615,68,73,159
4616,38,38,92
4623,37,27,86
4627,44,42,104
4631,49,28,108
4635,40,37,108
4636,34,27,72
4637,51,60,126
4638,34,29,74
4639,26,23,54
4641,35,25,68
4643,30,25,64
4644,40,30,71
4653,34,33,75
4660,47,35,107
4664,46,33,85
4677,35,24,69
4678,39,30,73
4679,40,29,85
4681,40,25,85
4682,38,28,84
4683,34,25,68
4687,44,24,79
4689,32,25,67
4690,34,24,72
4695,33,30,69
4696,27,22,67
4697,36,27,76
4699,30,23,63
4734,30,22,63
4849,34,30,70
4865,41,30,105
5003,25,24,52
5012,52,33,98
5022,40,29,83
5023,48,35,105
5025,55,37,121
5027,48,32,98
5028,39,29,84
5029,54,36,121
5030,54,39,126
5031,55,31,133
5032,37,35,95
5033,33,31,84
5034,54,37,124
5035,50,40,136
5036,46,37,113
5037,36,32,96
5038,39,24,84
5039,67,45,152
5040,44,28,89
5041,44,39,105
5044,30,20,55
5045,50,38,115
5046,47,33,113
5047,40,27,93
5048,44,31,89
5049,38,36,80
5051,45,34,102
5054,37,32,92
5055,39,32,106
5056,40,35,94
5057,32,28,73
5058,42,27,80
5060,40,28,83
5063,39,28,90
5064,36,31,96
5065,45,30,82
5066,51,35,109
5070,56,35,114
5071,53,44,157
5072,69,38,145
5073,37,30,81
5075,33,30,74
5076,40,33,89
5077,35,30,66
5078,50,43,108
5079,37,34,88
5080,46,35,113
5082,73,42,142
5085,44,34,104
5087,54,39,126
5088,45,42,111
5089,26,19,59
5090,39,29,92
5091,54,40,123
5092,45,28,83
5095,60,31,116
5096,50,39,111
5097,56,40,117
5099,39,42,111
5101,33,34,91
5103,70,34,135
5104,39,27,79
5105,45,27,90
5111,43,30,94
5113,50,38,109
5115,80,40,149
5116,53,43,131
5117,37,32,92
5118,41,31,79
5123,55,43,112
5124,60,31,125
5126,38,31,89
5127,35,27,80
5129,79,37,138
5130,60,32,133
5131,58,34,131
5133,41,28,91
5134,79,48,177
5136,43,35,102
5137,46,34,100
5139,37,29,80
5140,48,31,113
5141,48,30,105
5142,49,33,111
5144,39,30,96
5145,54,40,120
5146,37,32,85
5147,64,38,143
5150,54,41,107
5151,49,42,106
5152,40,28,87
5154,67,47,135
5155,44,37,106
5156,61,48,137
5157,34,26,72
5159,45,35,111
5160,70,39,141
5162,38,27,75
5165,72,42,158
5166,35,31,87
5167,52,38,116
5168,36,31,89
5170,31,24,55
5172,31,30,77
5173,54,45,127
5174,44,36,96
5175,44,35,86
5178,35,27,77
5184,43,28,85
5185,61,34,97
5186,40,31,98
5189,62,32,133
5190,55,37,123
5191,58,38,124
5192,45,33,96
5193,48,38,112
5195,32,24,68
5196,45,28,99
5197,37,28,72
5199,38,35,88
5200,42,30,87
5201,35,24,78
5202,47,33,116
5203,34,28,66
5210,32,30,80
5211,38,26,75
5214,44,36,88
5215,60,35,119
5216,50,42,127
5218,39,24,88
5219,27,26,55
5220,38,26,108
5227,39,35,74
5228,42,27,86
5229,46,26,94
5231,34,26,81
5232,35,28,72
5233,48,35,121
5234,63,45,141
5235,50,30,104
5236,64,51,118
5239,39,35,80
5240,34,26,65
5241,37,30,87
5242,47,38,108
5244,39,27,83
5245,70,52,166
5246,30,24,83
5247,40,33,79
5250,57,35,147
5251,34,29,75
5252,46,34,136
5253,39,32,91
5254,43,30,102
5260,59,43,137
5261,39,37,91
5262,51,30,93
5263,35,28,84
5264,49,33,85
5266,48,42,118
5270,48,36,104
5272,39,39,88
5273,27,25,55
5274,66,35,160
5275,56,40,149
5276,28,22,63
5278,78,47,156
5280,38,26,93
5281,56,35,109
5282,41,30,93
5285,49,31,90
5287,54,33,121
5288,47,33,113
5292,37,24,79
5293,157,67,219
5294,44,30,105
5295,68,41,131
5296,62,42,130
5298,33,29,74
5299,57,48,140
5300,49,39,122
5301,41,30,102
5303,28,23,61
5305,69,42,136
5307,42,35,83
5309,35,31,67
5311,31,23,67
5312,48,34,121
5313,38,45,90
5316,60,43,133
5317,49,31,96
5319,55,32,112
5320,41,25,87
5325,39,26,78
5326,45,30,116
5329,37,26,83
5330,47,37,110
5331,53,34,128
5334,66,39,127
5335,55,32,109
5337,71,51,144
5338,46,40,102
5339,35,22,59
5340,44,30,95
5341,35,30,68
5342,63,39,135
5343,59,42,124
5344,38,25,88
5345,39,25,80
5346,35,30,80
5347,42,37,105
5348,33,24,79
5350,34,26,73
5352,32,23,70
5355,34,27,67
5356,28,29,70
5358,36,33,90
5359,41,37,95
5360,37,28,79
5361,51,39,124
5363,37,23,109
5368,52,38,124
5369,60,38,159
5370,36,26,70
5373,56,48,112
5374,36,31,80
5376,39,31,77
5379,52,42,92
5381,37,33,88
5382,45,26,95
5384,33,33,84
5385,41,33,107
5386,33,25,69
5387,35,30,70
5388,78,50,170
5389,42,36,94
5390,35,25,84
5391,41,32,90
5392,30,27,91
5394,56,42,110
5396,37,35,105
5397,38,38,76
5398,34,21,69
5399,33,27,67
5402,49,24,74
5403,44,28,86
5404,46,24,95
5409,48,34,88
5410,51,36,101
5411,39,26,87
5414,42,35,99
5416,61,41,137
5417,73,54,152
5418,50,34,108
5419,45,34,107
5420,54,54,118
5422,33,28,80
5424,33,30,76
5425,61,47,148
5426,35,25,72
5428,51,30,116
5429,60,39,136
5430,72,45,126
5432,30,30,68
5433,28,23,58
5434,45,29,95
5435,62,37,126
5436,57,36,118
5438,44,27,97
5439,36,27,93
5440,40,29,92
5441,47,37,106
5442,31,22,66
5443,57,35,112
5444,39,27,74
5445,53,37,102
5446,36,33,76
5447,112,48,191
5448,32,29,84
5449,49,26,108
5450,46,32,115
5455,53,39,121
5458,34,30,72
5460,41,37,102
5461,33,32,87
5462,35,30,92
5463,36,28,76
5466,63,42,145
5469,37,32,85
5470,38,33,77
5471,36,34,77
5472,37,24,84
5476,50,39,114
5477,41,36,89
5479,47,30,94
5480,44,37,102
5481,45,21,82
5482,38,28,84
5483,45,33,107
5485,50,34,109
5486,40,27,85
5487,42,34,94
5488,53,30,110
5489,34,25,73
5491,41,30,86
5492,28,25,59
5494,54,42,107
5495,51,29,113
5497,55,43,101
5498,35,31,65
5499,49,34,108
5612,61,31,110
5616,34,21,56
5617,47,35,102
5625,50,29,91
5626,54,35,117
5628,30,29,65
5629,35,26,72
5632,43,27,95
5641,27,19,64
5644,46,29,91
5649,33,27,80
5667,29,23,66
5668,32,22,69
5669,55,27,117
5671,35,24,90
5672,40,35,104
5673,36,26,77
5676,32,20,62
5686,71,47,136
5701,50,31,108
5703,53,45,103
5705,46,30,97
5706,46,29,92
5707,39,32,87
5709,55,31,109
5710,41,27,100
5713,74,43,190
5717,57,39,128
5727,44,34,95
5728,39,36,79
5731,39,26,71
5732,40,35,93
5735,43,30,94
5743,52,31,109
5745,36,29,83
5747,44,34,97
5748,42,28,93
5751,42,24,77
5752,82,43,137
5753,42,22,75
5761,48,30,100
5763,33,26,83
5764,42,37,104
5766,28,20,57
5768,35,23,78
5772,36,30,82
5777,40,30,74
5779,36,34,86
5781,55,26,87
5786,33,28,76
5787,40,29,84
5793,61,44,156
5795,40,39,86
5797,35,24,82
5799,33,26,83
5802,68,48,162
5803,62,45,160
5806,28,23,63
5807,47,26,95
5808,38,34,102
5809,74,46,163
5810,40,29,81
5812,36,33,80
5814,35,33,91
5823,52,31,101
5835,31,21,62
5839,38,40,106
5841,34,24,76
5842,50,37,110
5843,33,26,88
5844,47,27,101
5845,35,31,76
5847,38,27,76
5848,37,22,77
5851,39,33,105
5853,37,30,84
5854,50,32,111
5857,40,25,78
5858,38,31,87
5859,36,24,78
5861,38,28,68
5864,25,26,56
5866,42,29,78
5867,83,43,145
5869,30,30,64
5871,30,24,69
5872,32,23,59
5874,44,28,80
5879,36,28,79
5880,38,24,73
5881,47,26,103
5882,35,28,81
5883,35,27,79
5884,38,25,83
5886,28,22,63
5888,35,24,72
5889,32,25,67
5890,35,29,82
5891,41,26,86
5893,47,29,86
5894,38,31,89
5898,64,35,145
5899,26,21,53
5911,28,22,72
5912,32,22,80
5922,42,24,72
5927,45,27,88
5929,32,30,73
5930,32,23,70
5932,41,28,87
5935,35,26,89
5936,37,29,67
5938,41,27,94
5941,39,26,79
5944,39,29,85
5947,44,31,108
5954,33,20,73
5956,52,35,126
5957,36,28,67
5959,59,38,121
5964,34,24,78
5965,52,27,95
5968,46,25,73
5969,44,26,67
5976,31,26,74
5977,37,22,84
5987,37,30,95
5992,33,26,68
5996,39,26,77
6173,35,33,71
6190,35,32,96
6286,41,33,107
6300,43,27,86
6370,37,33,103
6392,35,29,73
6394,37,22,73
6395,36,22,72
6397,38,23,60
6467,40,34,95
6469,37,28,78
6476,34,28,76
6477,43,28,104
6480,39,28,79
6576,40,29,82
6579,72,49,146
6789,41,30,91
6807,38,28,89
6878,50,33,107
6879,42,33,91
6887,35,30,90
6898,57,43,126
6929,46,42,117
6931,44,28,91
6932,35,26,78
6951,35,30,66
6952,24,25,56
6958,34,27,87
6963,40,28,93
6964,47,31,97
6978,38,27,102
6998,34,30,91
7009,36,38,89
7020,40,28,85
7032,37,25,83
7087,47,41,100
7129,28,26,52
7156,41,37,96
7178,38,37,88
7179,34,31,76
7181,37,24,67
7185,35,29,88
7188,36,25,72
7194,35,27,78
7199,36,30,87
7238,26,25,59
7243,26,20,55
7245,28,26,61
7246,29,26,63
7247,29,25,62
7249,27,24,55
7280,45,41,100
7281,33,32,73
7290,38,31,71
7294,39,32,101
7301,51,32,104
7324,37,29,73
7326,64,40,150
8331,46,28,79
8930,30,21,55
