Region,Market,Store Number,Percentage,
26,301,4459,76.82%,
26,301,5851,85.19%,
26,302,1236,121.73%,
26,302,1298,83.86%,
26,302,1300,70.99%,
26,302,1355,75.44%,
26,302,1661,77.22%,
26,302,3701,78.14%,
26,302,3825,62.87%,
26,302,3864,83.73%,
26,302,7009,35.84%,
26,302,7179,100.06%,
26,302,7238,67.92%,
26,304,948,91.14%,
26,304,1039,22.54%,
26,304,1060,116.21%,
26,304,1064,45.05%,
26,304,1096,83.78%,
26,304,1131,45.40%,
26,304,1290,61.64%,
26,304,1337,23.21%,
26,304,1662,53.50%,
26,304,4224,52.75%,
26,304,4410,81.90%,
26,305,1034,63.69%,
26,305,1209,105.05%,
26,305,1385,87.12%,
26,305,1464,94.13%,
26,305,4274,49.07%,
26,305,4594,90.85%,
26,305,5085,41.22%,
26,305,5298,90.70%,
26,305,5481,102.34%,
26,305,5745,55.48%,
26,306,1027,94.03%,
26,306,1133,62.18%,
26,306,1156,48.50%,
26,306,1821,125.00%,
26,306,2005,57.51%,
26,306,2134,125.00%,
26,306,4574,87.04%,
26,306,5747,63.86%,
26,306,5879,46.90%,
26,308,1322,120.02%,
26,308,1552,46.68%,
26,308,1613,111.86%,
26,308,1849,125.00%,
26,308,2472,125.00%,
26,308,2793,90.80%,
26,308,3503,90.58%,
26,308,3626,124.10%,
26,308,4477,89.05%,
26,308,6789,28.07%,
26,309,877,81.91%,
26,309,1010,83.28%,
26,309,1097,77.41%,
26,309,1255,109.05%,
26,309,1452,114.36%,
26,309,1666,109.56%,
26,309,2908,30.23%,
26,309,3371,86.89%,
26,309,3700,101.62%,
26,309,5063,125.00%,
26,Region Total,,81.09%,
29,801,1822,#N/A,
29,801,2026,#N/A,
29,801,2072,#N/A,
29,801,2240,#N/A,
29,801,2423,#N/A,
29,801,2449,#N/A,
29,801,2721,#N/A,
29,801,3693,#N/A,
29,801,5793,#N/A,
29,801,5802,#N/A,
29,811,1854,#N/A,
29,811,2067,#N/A,
29,811,2085,#N/A,
29,811,2302,#N/A,
29,811,2346,#N/A,
29,811,2501,#N/A,
29,811,3716,#N/A,
29,811,5803,#N/A,
40,333,15,42.43%,
40,333,32,62.52%,
40,333,56,17.05%,
40,333,379,83.44%,
40,333,444,97.24%,
40,333,837,0.00%,
40,333,871,19.85%,
40,333,1009,45.80%,
40,333,2175,35.20%,
40,333,2221,67.37%,
40,333,2702,54.43%,
40,333,4381,61.46%,
40,335,9,122.39%,
40,335,19,105.97%,
40,335,30,63.32%,
40,335,37,73.28%,
40,335,69,72.79%,
40,335,82,57.33%,
40,335,95,69.13%,
40,335,122,67.60%,
40,335,152,66.66%,
40,335,188,89.27%,
40,335,337,41.85%,
40,336,21,81.72%,
40,336,29,97.26%,
40,336,44,20.64%,
40,336,65,77.33%,
40,336,89,84.99%,
40,336,101,77.97%,
40,336,219,116.48%,
40,336,354,64.52%,
40,336,357,36.90%,
40,336,815,59.06%,
40,336,895,71.73%,
40,336,5477,114.05%,
40,339,60,106.38%,
40,339,145,81.17%,
40,339,243,87.35%,
40,339,648,103.29%,
40,339,1021,66.24%,
40,339,1161,125.00%,
40,339,1188,125.00%,
40,339,1265,125.00%,
40,339,2600,125.00%,
40,339,2616,88.62%,
40,339,5313,62.76%,
40,339,5927,94.15%,
40,340,99,91.23%,
40,340,172,87.71%,
40,340,295,57.70%,
40,340,313,77.10%,
40,340,805,56.69%,
40,340,1177,67.02%,
40,340,1514,82.00%,
40,340,2213,123.55%,
40,340,2694,125.00%,
40,340,3061,95.82%,
40,340,5150,125.00%,
40,341,201,112.65%,
40,341,253,59.69%,
40,341,256,62.26%,
40,341,328,69.65%,
40,341,361,105.65%,
40,341,1071,60.86%,
40,341,1418,78.63%,
40,341,1761,89.27%,
40,341,4695,67.46%,
40,357,14,73.13%,
40,357,27,36.54%,
40,357,46,79.05%,
40,357,78,51.45%,
40,357,86,72.30%,
40,357,88,55.45%,
40,357,138,62.00%,
40,357,166,41.00%,
40,357,173,46.77%,
40,357,179,81.62%,
40,357,250,35.69%,
40,357,845,0.00%,
40,359,25,49.76%,
40,359,40,74.24%,
40,359,51,100.50%,
40,359,80,102.00%,
40,359,159,78.58%,
40,359,189,101.79%,
40,359,203,88.13%,
40,359,363,57.75%,
40,359,451,97.50%,
40,359,783,59.89%,
40,359,820,100.69%,
40,360,109,99.46%,
40,360,135,51.75%,
40,360,195,70.27%,
40,360,234,120.94%,
40,360,325,46.22%,
40,360,560,100.90%,
40,360,801,43.99%,
40,360,834,98.21%,
40,360,1120,116.03%,
40,360,2857,112.11%,
40,360,2994,104.86%,
40,361,20,86.32%,
40,361,61,99.38%,
40,361,96,48.26%,
40,361,184,62.89%,
40,361,319,95.31%,
40,361,326,36.71%,
40,361,573,109.08%,
40,361,1014,108.86%,
40,361,1094,125.00%,
40,361,2856,58.50%,
40,361,4553,125.00%,
40,361,4590,96.20%,
40,362,486,63.24%,
40,362,577,74.71%,
40,362,1151,93.94%,
40,362,1599,125.00%,
40,362,1691,24.13%,
40,362,2490,124.32%,
40,362,2855,125.00%,
40,362,2955,86.07%,
40,362,3273,87.86%,
40,362,4475,59.89%,
40,362,4611,83.41%,
40,Region Total,,78.21%,
41,242,497,44.48%,
41,242,526,59.71%,
41,242,1053,51.99%,
41,242,1327,66.63%,
41,242,2968,46.10%,
41,242,3294,90.04%,
41,242,4450,55.56%,
41,242,5418,61.75%,
41,242,7290,54.98%,
41,243,922,85.70%,
41,243,1033,66.11%,
41,243,1142,40.18%,
41,243,1157,66.43%,
41,243,1160,103.67%,
41,243,1180,61.37%,
41,243,1476,114.63%,
41,243,2691,115.87%,
41,243,5417,70.57%,
41,243,7087,12.08%,
41,249,884,82.41%,
41,249,1141,76.82%,
41,249,1459,97.32%,
41,249,1580,95.67%,
41,249,2787,46.71%,
41,249,3435,55.84%,
41,249,3529,125.00%,
41,249,5443,124.02%,
41,249,5483,118.41%,
41,251,828,80.99%,
41,251,902,125.00%,
41,251,995,82.82%,
41,251,996,112.80%,
41,251,1013,37.98%,
41,251,1310,77.90%,
41,251,1356,116.12%,
41,251,1629,44.47%,
41,251,1991,59.21%,
41,251,4235,48.91%,
41,251,4417,85.60%,
41,253,143,50.75%,
41,253,204,125.00%,
41,253,282,125.00%,
41,253,294,48.83%,
41,253,430,82.12%,
41,253,431,64.82%,
41,253,491,107.47%,
41,253,653,67.11%,
41,253,655,125.00%,
41,253,736,60.08%,
41,253,3362,101.06%,
41,254,257,74.26%,
41,254,299,97.55%,
41,254,333,59.24%,
41,254,694,106.10%,
41,254,701,117.27%,
41,254,1263,125.00%,
41,254,1341,125.00%,
41,254,1676,95.15%,
41,254,3363,64.31%,
41,254,5236,69.66%,
41,254,5728,90.61%,
41,256,445,22.64%,
41,256,589,45.40%,
41,256,709,84.88%,
41,256,729,125.00%,
41,256,760,36.71%,
41,256,1165,64.63%,
41,256,1170,82.63%,
41,256,1675,26.36%,
41,256,4118,94.86%,
41,256,6931,117.28%,
41,257,569,108.45%,
41,257,665,90.51%,
41,257,689,90.46%,
41,257,711,115.52%,
41,257,719,100.60%,
41,257,825,72.49%,
41,257,1048,67.12%,
41,257,1190,58.29%,
41,257,1234,47.39%,
41,257,2654,29.42%,
41,260,507,83.93%,
41,260,519,69.13%,
41,260,571,109.22%,
41,260,584,47.81%,
41,260,692,91.47%,
41,260,720,61.08%,
41,260,1210,81.22%,
41,260,2628,107.36%,
41,260,2783,81.03%,
41,260,3894,67.31%,
41,271,196,79.81%,
41,271,216,105.52%,
41,271,222,100.96%,
41,271,233,100.42%,
41,271,237,67.24%,
41,271,252,57.82%,
41,271,262,82.39%,
41,271,302,89.87%,
41,271,352,11.66%,
41,271,596,85.07%,
41,271,833,76.61%,
41,482,923,99.17%,
41,482,1275,33.16%,
41,482,1518,125.00%,
41,482,1557,74.69%,
41,482,1601,50.55%,
41,482,1655,125.00%,
41,482,2786,64.07%,
41,482,2788,44.26%,
41,482,3781,125.00%,
41,482,6476,55.66%,
41,580,492,79.61%,
41,580,566,58.80%,
41,580,617,48.41%,
41,580,870,39.80%,
41,580,1002,72.48%,
41,580,1026,63.46%,
41,580,1162,36.64%,
41,580,1371,125.00%,
41,580,1783,56.10%,
41,580,2563,65.37%,
41,580,4216,96.14%,
41,Region Total,,78.20%,
42,127,87,100.63%,
42,127,116,26.63%,
42,127,278,88.86%,
42,127,323,102.84%,
42,127,376,118.27%,
42,127,448,113.19%,
42,127,450,78.65%,
42,127,876,69.65%,
42,127,1169,54.58%,
42,127,3868,113.55%,
42,127,6932,121.84%,
42,135,23,59.59%,
42,135,98,60.60%,
42,135,149,94.61%,
42,135,244,118.76%,
42,135,307,116.90%,
42,135,976,112.31%,
42,135,1108,63.64%,
42,135,1109,52.69%,
42,135,1110,125.00%,
42,135,1193,62.11%,
42,321,16,50.37%,
42,321,55,31.92%,
42,321,66,38.47%,
42,321,67,28.82%,
42,321,125,56.89%,
42,321,141,89.27%,
42,321,209,49.36%,
42,321,230,0.00%,
42,321,279,37.17%,
42,321,358,91.34%,
42,321,388,49.76%,
42,321,3231,77.45%,
42,322,2,51.90%,
42,322,54,51.73%,
42,322,76,65.71%,
42,322,144,67.73%,
42,322,359,46.33%,
42,322,373,47.66%,
42,322,914,39.11%,
42,323,1,72.81%,
42,323,4,59.04%,
42,323,100,63.64%,
42,323,4108,54.85%,
42,323,5260,87.51%,
42,323,5261,62.11%,
42,324,85,85.55%,
42,324,124,122.78%,
42,324,126,105.37%,
42,324,3230,67.10%,
42,324,4460,92.44%,
42,324,5244,100.32%,
42,324,5706,94.83%,
42,325,33,59.19%,
42,325,52,79.75%,
42,325,58,59.13%,
42,325,127,66.98%,
42,325,133,48.42%,
42,325,261,47.56%,
42,325,296,44.96%,
42,325,318,80.24%,
42,325,336,51.33%,
42,325,1065,74.63%,
42,325,5433,27.71%,
42,326,5,90.63%,
42,326,7,59.50%,
42,326,8,39.02%,
42,326,24,57.55%,
42,326,169,51.55%,
42,326,1105,71.33%,
42,326,2575,58.90%,
42,326,2587,34.09%,
42,326,4168,25.88%,
42,327,83,72.15%,
42,327,102,125.00%,
42,327,167,22.27%,
42,327,171,97.68%,
42,327,289,65.16%,
42,327,339,89.48%,
42,327,348,83.52%,
42,327,530,74.88%,
42,327,714,36.38%,
42,327,3331,125.00%,
42,328,11,110.06%,
42,328,18,47.96%,
42,328,57,9.89%,
42,328,71,61.38%,
42,328,119,75.97%,
42,328,157,48.33%,
42,328,160,13.98%,
42,328,281,92.40%,
42,328,788,51.66%,
42,328,1114,26.99%,
42,328,1147,96.74%,
42,334,13,61.07%,
42,334,17,68.00%,
42,334,34,62.22%,
42,334,48,59.81%,
42,334,59,103.47%,
42,334,79,75.18%,
42,334,92,45.14%,
42,334,267,45.95%,
42,334,338,125.00%,
42,334,888,57.18%,
42,334,7249,36.11%,
42,Region Total,,68.46%,
44,47,38,66.24%,
44,47,49,71.08%,
44,47,117,30.84%,
44,47,131,99.66%,
44,47,148,115.00%,
44,47,181,33.52%,
44,47,226,50.35%,
44,47,240,80.33%,
44,47,417,97.11%,
44,47,427,98.26%,
44,47,468,71.23%,
44,47,2123,64.84%,
44,344,108,53.56%,
44,344,132,125.00%,
44,344,134,37.76%,
44,344,150,69.00%,
44,344,178,65.37%,
44,344,221,86.59%,
44,344,227,75.74%,
44,344,392,63.14%,
44,344,499,58.03%,
44,344,564,63.82%,
44,344,622,101.98%,
44,345,41,61.12%,
44,345,136,86.03%,
44,345,168,82.62%,
44,345,207,53.85%,
44,345,246,34.62%,
44,345,576,69.70%,
44,345,823,64.39%,
44,345,838,60.42%,
44,345,3055,55.71%,
44,347,10,39.72%,
44,347,12,76.25%,
44,347,22,78.92%,
44,347,28,58.42%,
44,347,50,24.15%,
44,347,63,48.29%,
44,347,81,33.54%,
44,347,90,66.86%,
44,347,130,77.24%,
44,347,374,54.94%,
44,349,113,60.54%,
44,349,162,34.26%,
44,349,269,75.27%,
44,349,271,73.28%,
44,349,414,55.24%,
44,349,420,75.24%,
44,349,479,59.90%,
44,349,607,42.72%,
44,349,893,25.19%,
44,349,1116,97.88%,
44,349,1148,64.09%,
44,349,3229,47.74%,
44,349,5071,60.17%,
44,350,129,121.66%,
44,350,147,63.05%,
44,350,151,46.62%,
44,350,158,105.11%,
44,350,185,119.53%,
44,350,225,82.65%,
44,350,232,0.00%,
44,350,947,61.89%,
44,350,975,48.46%,
44,350,1043,52.15%,
44,350,1295,82.45%,
44,351,31,35.60%,
44,351,47,36.64%,
44,351,103,71.63%,
44,351,121,58.53%,
44,351,123,20.96%,
44,351,210,54.02%,
44,351,231,74.18%,
44,351,247,46.64%,
44,351,276,33.62%,
44,351,340,60.26%,
44,352,137,81.45%,
44,352,360,71.75%,
44,352,387,36.25%,
44,352,389,64.36%,
44,352,1626,124.07%,
44,352,2803,72.40%,
44,352,2804,104.34%,
44,352,3430,86.80%,
44,352,4195,62.68%,
44,352,4241,63.66%,
44,353,139,73.94%,
44,353,212,53.04%,
44,353,277,70.01%,
44,353,517,93.16%,
44,353,544,59.46%,
44,353,743,62.78%,
44,353,1056,75.64%,
44,353,2734,58.10%,
44,353,7294,80.41%,
44,353,7326,24.88%,
44,356,73,63.40%,
44,356,324,37.58%,
44,356,472,64.17%,
44,356,894,86.97%,
44,356,992,91.78%,
44,356,1597,61.10%,
44,356,3295,77.96%,
44,356,4615,72.34%,
44,356,4637,69.74%,
44,409,186,53.44%,
44,409,346,15.35%,
44,409,794,71.54%,
44,409,1099,86.32%,
44,409,1221,77.64%,
44,409,1507,125.00%,
44,409,2428,45.06%,
44,409,3103,69.31%,
44,409,3283,72.55%,
44,409,3492,66.49%,
44,409,4321,74.53%,
44,410,39,74.42%,
44,410,42,97.07%,
44,410,72,50.57%,
44,410,111,78.18%,
44,410,242,125.00%,
44,410,368,53.39%,
44,410,382,92.22%,
44,410,1187,125.00%,
44,410,2893,79.96%,
44,410,5307,56.96%,
44,Region Total,,67.35%,
46,366,1218,34.21%,
46,366,1324,43.73%,
46,366,1325,59.41%,
46,366,1411,24.10%,
46,366,1612,78.59%,
46,366,1846,14.14%,
46,366,2922,48.52%,
46,366,3379,69.21%,
46,366,5031,58.12%,
46,367,1149,90.53%,
46,367,1240,63.79%,
46,367,1291,74.96%,
46,367,3807,48.06%,
46,367,3884,41.84%,
46,367,5626,49.19%,
46,367,5799,32.12%,
46,367,5858,56.94%,
46,368,1549,59.50%,
46,368,2554,87.66%,
46,368,2777,49.57%,
46,368,3407,87.61%,
46,368,3896,58.91%,
46,368,4336,48.18%,
46,368,5331,54.72%,
46,368,5369,104.26%,
46,368,5429,69.66%,
46,369,1532,76.14%,
46,369,1533,79.51%,
46,369,2512,53.82%,
46,369,3241,103.35%,
46,369,3465,63.45%,
46,369,5124,105.19%,
46,369,5189,67.05%,
46,369,5330,82.59%,
46,370,1598,105.38%,
46,370,2113,116.16%,
46,370,2515,96.31%,
46,370,4232,72.42%,
46,370,5190,125.00%,
46,370,5329,103.11%,
46,370,5835,37.79%,
46,370,6477,52.08%,
46,371,1512,48.20%,
46,371,1746,95.88%,
46,371,2768,67.59%,
46,371,3771,69.61%,
46,371,3799,78.88%,
46,371,5768,115.25%,
46,371,6480,61.10%,
46,372,1334,79.20%,
46,372,1381,52.16%,
46,372,1646,112.24%,
46,372,2112,101.53%,
46,372,2482,125.00%,
46,372,2766,89.91%,
46,372,2767,92.13%,
46,372,5428,55.39%,
46,373,2671,101.55%,
46,373,2778,76.49%,
46,373,3360,91.96%,
46,373,3751,82.78%,
46,373,3833,86.46%,
46,373,3861,65.26%,
46,373,4430,62.28%,
46,373,4451,73.44%,
46,373,5186,55.39%,
46,375,826,80.50%,
46,375,869,77.04%,
46,375,873,109.18%,
46,375,966,60.69%,
46,375,1380,125.00%,
46,375,2270,108.16%,
46,375,2656,98.51%,
46,375,3428,35.65%,
46,375,5003,79.85%,
46,384,906,29.49%,
46,384,1397,65.66%,
46,384,1414,86.83%,
46,384,2652,50.35%,
46,384,2924,125.00%,
46,384,3596,108.60%,
46,384,5430,125.00%,
46,384,5492,125.00%,
46,385,824,125.00%,
46,385,829,60.75%,
46,385,835,114.01%,
46,385,850,118.46%,
46,385,3423,125.00%,
46,385,3731,93.30%,
46,385,3732,125.00%,
46,385,4201,81.76%,
46,385,5491,66.24%,
46,387,611,73.12%,
46,387,806,66.42%,
46,387,851,78.44%,
46,387,868,125.00%,
46,387,1306,81.94%,
46,387,1357,72.67%,
46,387,3427,66.74%,
46,387,4341,31.66%,
46,387,4601,77.46%,
46,387,5155,51.40%,
46,387,5166,52.56%,
46,Region Total,,77.32%,
47,381,1315,78.70%,
47,381,1412,112.26%,
47,381,1456,51.45%,
47,381,1457,91.10%,
47,381,1461,51.25%,
47,381,1617,62.07%,
47,381,1778,67.93%,
47,381,3778,50.37%,
47,381,4471,64.10%,
47,381,4653,71.40%,
47,382,1485,102.95%,
47,382,1508,69.41%,
47,382,1565,87.38%,
47,382,1567,115.11%,
47,382,1956,123.84%,
47,382,2608,104.46%,
47,382,2923,52.86%,
47,382,4412,31.46%,
47,383,1872,74.81%,
47,383,1901,94.27%,
47,383,2084,118.93%,
47,383,2147,68.25%,
47,383,2259,72.76%,
47,383,2455,88.11%,
47,383,2607,43.46%,
47,383,3259,96.67%,
47,383,4247,114.27%,
47,383,7199,98.91%,
47,406,369,50.85%,
47,406,370,58.64%,
47,406,372,32.37%,
47,406,419,51.83%,
47,406,592,64.62%,
47,406,652,55.50%,
47,406,664,75.12%,
47,406,770,64.29%,
47,406,790,81.78%,
47,406,799,70.57%,
47,406,978,40.76%,
47,406,1214,86.62%,
47,406,1437,48.66%,
47,406,2562,82.55%,
47,407,35,76.68%,
47,407,43,86.50%,
47,407,341,71.29%,
47,407,418,99.14%,
47,407,557,43.72%,
47,407,558,63.15%,
47,407,993,61.76%,
47,407,1282,125.00%,
47,407,2784,110.77%,
47,407,4209,79.59%,
47,407,4322,45.13%,
47,411,26,69.25%,
47,411,342,63.20%,
47,411,378,30.17%,
47,411,484,99.19%,
47,411,1054,38.35%,
47,411,1802,103.50%,
47,411,2131,98.95%,
47,411,5219,87.88%,
47,411,5441,125.00%,
47,411,6392,46.30%,
47,427,1534,94.20%,
47,427,1581,125.00%,
47,427,1627,72.34%,
47,427,1636,125.00%,
47,427,1649,82.65%,
47,427,1695,54.22%,
47,427,2033,112.62%,
47,427,3648,66.84%,
47,427,3875,53.48%,
47,427,4352,105.56%,
47,427,4569,125.00%,
47,429,598,125.00%,
47,429,637,91.42%,
47,429,867,110.91%,
47,429,1543,68.68%,
47,429,1585,88.64%,
47,429,1604,125.00%,
47,429,2579,75.94%,
47,429,3872,100.36%,
47,429,5170,34.65%,
47,429,7129,95.40%,
47,430,1483,102.71%,
47,430,1500,61.14%,
47,430,1520,63.63%,
47,430,1535,114.97%,
47,430,1538,93.26%,
47,430,1685,84.01%,
47,430,2443,60.48%,
47,430,2990,112.83%,
47,430,3237,56.21%,
47,430,3734,66.14%,
47,430,3853,85.88%,
47,430,4865,104.23%,
47,432,1637,95.25%,
47,432,1671,70.00%,
47,432,1965,60.86%,
47,432,2847,74.75%,
47,432,3150,53.15%,
47,432,3151,70.89%,
47,432,3267,86.05%,
47,432,4358,55.34%,
47,432,4568,65.08%,
47,432,4600,34.44%,
47,432,5141,80.23%,
47,432,5361,68.73%,
47,433,350,54.67%,
47,433,645,58.45%,
47,433,774,77.40%,
47,433,776,65.00%,
47,433,885,68.22%,
47,433,1326,41.90%,
47,433,1460,100.71%,
47,433,1943,67.71%,
47,433,2432,48.16%,
47,433,3278,78.26%,
47,433,3395,60.68%,
47,433,3823,44.83%,
47,Region Total,,77.22%,
52,412,1545,103.89%,
52,412,1632,96.01%,
52,412,1696,125.00%,
52,412,2957,98.60%,
52,412,3758,68.64%,
52,412,3761,104.53%,
52,412,4244,38.16%,
52,412,4246,42.61%,
52,412,4253,51.21%,
52,412,5806,84.94%,
52,413,751,65.64%,
52,413,1393,75.00%,
52,413,1435,70.12%,
52,413,1491,53.10%,
52,413,1683,80.06%,
52,413,1723,56.60%,
52,413,1764,104.40%,
52,413,2935,62.03%,
52,413,3394,104.34%,
52,413,3762,70.94%,
52,413,4606,115.68%,
52,414,581,80.36%,
52,414,647,109.88%,
52,414,748,95.94%,
52,414,749,42.13%,
52,414,892,91.64%,
52,414,1389,26.86%,
52,414,1732,108.55%,
52,414,1787,93.65%,
52,414,2764,116.71%,
52,414,4256,46.14%,
52,414,5748,100.10%,
52,415,646,49.26%,
52,415,750,56.23%,
52,415,753,125.00%,
52,415,841,37.51%,
52,415,1496,119.48%,
52,415,1506,89.67%,
52,415,1509,55.53%,
52,415,1528,115.16%,
52,415,2004,125.00%,
52,415,2716,64.36%,
52,415,2889,68.72%,
52,415,3630,76.34%,
52,418,559,65.91%,
52,418,784,90.37%,
52,418,797,69.46%,
52,418,985,46.22%,
52,418,1241,85.58%,
52,418,1285,78.43%,
52,418,1431,58.09%,
52,418,1475,47.08%,
52,418,1621,72.34%,
52,418,1721,61.61%,
52,418,2827,87.50%,
52,418,5115,105.33%,
52,419,1447,62.90%,
52,419,1609,98.05%,
52,419,1634,41.10%,
52,419,1654,67.10%,
52,419,1757,62.21%,
52,419,1929,52.44%,
52,419,2367,55.90%,
52,419,2937,102.71%,
52,419,3233,91.19%,
52,419,4849,83.14%,
52,421,1415,81.20%,
52,421,1470,58.16%,
52,421,1473,68.11%,
52,421,1722,55.33%,
52,421,1738,68.98%,
52,421,1858,97.71%,
52,421,1865,61.68%,
52,421,2820,85.46%,
52,421,3760,113.81%,
52,421,3806,22.00%,
52,421,4374,84.88%,
52,422,1861,91.41%,
52,422,1864,99.43%,
52,422,1952,82.46%,
52,422,2087,50.28%,
52,422,2643,115.54%,
52,422,2882,113.45%,
52,422,3364,108.06%,
52,422,3404,116.31%,
52,422,3498,113.30%,
52,423,1472,97.09%,
52,423,1786,34.49%,
52,423,1855,125.00%,
52,423,2198,107.20%,
52,423,2448,51.28%,
52,423,2642,125.00%,
52,423,3513,81.54%,
52,423,5089,88.81%,
52,423,5977,91.09%,
52,423,5992,48.31%,
52,424,1562,79.40%,
52,424,1577,97.69%,
52,424,1633,99.99%,
52,424,1999,103.76%,
52,424,2274,72.68%,
52,424,2352,60.90%,
52,424,3088,125.00%,
52,424,3102,48.46%,
52,424,3209,69.18%,
52,424,3624,29.56%,
52,424,5976,62.52%,
52,426,810,85.56%,
52,426,886,104.52%,
52,426,1005,76.24%,
52,426,1152,85.75%,
52,426,1332,62.38%,
52,426,1361,44.90%,
52,426,1526,86.69%,
52,426,1546,47.52%,
52,426,1625,45.75%,
52,426,2714,65.54%,
52,426,3590,33.05%,
52,Region Total,,78.60%,
53,196,1542,50.32%,
53,196,1936,82.35%,
53,196,2079,70.18%,
53,196,2100,78.74%,
53,196,2338,70.64%,
53,196,2358,54.69%,
53,196,2417,93.18%,
53,196,2434,84.38%,
53,196,2522,65.01%,
53,196,2545,76.85%,
53,263,802,107.16%,
53,263,933,45.63%,
53,263,958,50.82%,
53,263,1490,125.00%,
53,263,1740,75.70%,
53,263,1955,125.00%,
53,263,2532,125.00%,
53,263,3837,125.00%,
53,263,5044,19.62%,
53,263,5398,106.39%,
53,425,882,50.71%,
53,425,913,42.81%,
53,425,982,102.38%,
53,425,1020,43.74%,
53,425,1038,84.82%,
53,425,1657,102.45%,
53,425,1971,108.14%,
53,425,2812,76.94%,
53,425,3534,74.15%,
53,425,4257,103.00%,
53,435,1167,56.92%,
53,435,1394,104.30%,
53,435,1551,91.62%,
53,435,1571,55.64%,
53,435,2668,97.51%,
53,435,2828,98.69%,
53,435,3488,66.97%,
53,435,4677,82.10%,
53,435,5667,49.49%,
53,435,5668,36.71%,
53,436,1365,114.63%,
53,436,1446,97.91%,
53,436,1672,121.97%,
53,436,1819,49.98%,
53,436,2192,107.23%,
53,436,2421,73.23%,
53,436,3245,93.55%,
53,436,4281,87.59%,
53,436,5432,60.08%,
53,436,5444,39.21%,
53,438,847,58.27%,
53,438,965,74.24%,
53,438,971,48.60%,
53,438,979,64.31%,
53,438,1007,72.27%,
53,438,1277,62.46%,
53,438,1669,68.40%,
53,438,1679,112.27%,
53,438,5127,90.97%,
53,438,5373,85.15%,
53,438,5397,86.44%,
53,439,1202,97.87%,
53,439,1316,83.81%,
53,439,1430,88.53%,
53,439,1449,44.65%,
53,439,1471,43.46%,
53,439,1727,64.22%,
53,439,1828,51.04%,
53,439,1982,125.00%,
53,439,2509,50.16%,
53,439,2958,105.85%,
53,439,2986,105.51%,
53,440,1366,26.19%,
53,440,1453,125.00%,
53,440,1908,108.21%,
53,440,1931,37.13%,
53,440,2127,67.95%,
53,440,2271,81.61%,
53,440,2510,125.00%,
53,440,2813,71.93%,
53,440,3268,32.85%,
53,440,3643,33.30%,
53,440,5090,103.11%,
53,441,1138,46.97%,
53,441,1176,42.47%,
53,441,1267,117.99%,
53,441,1274,124.06%,
53,441,1305,101.66%,
53,441,1396,90.79%,
53,441,1799,56.56%,
53,441,2335,67.33%,
53,441,3505,107.80%,
53,441,3857,114.95%,
53,442,910,75.11%,
53,442,1515,89.50%,
53,442,1635,67.49%,
53,442,1678,74.43%,
53,442,1776,66.34%,
53,442,3247,60.33%,
53,442,3322,117.22%,
53,442,3499,42.61%,
53,442,5438,113.52%,
53,442,5669,105.85%,
53,444,1012,71.15%,
53,444,1276,80.56%,
53,444,1643,77.37%,
53,444,1650,73.52%,
53,444,2452,110.24%,
53,444,2658,88.93%,
53,444,3324,97.97%,
53,444,3497,47.23%,
53,444,5463,42.35%,
53,444,6394,99.54%,
53,Region Total,,79.41%,
54,376,984,71.20%,
54,376,1492,61.51%,
54,376,1689,45.02%,
54,376,2892,40.73%,
54,376,3313,85.81%,
54,376,4639,22.59%,
54,376,5137,72.88%,
54,376,5334,62.95%,
54,378,924,46.56%,
54,378,953,50.71%,
54,378,980,70.10%,
54,378,1008,65.30%,
54,378,2729,69.84%,
54,378,3177,33.98%,
54,378,4599,62.44%,
54,378,5033,44.43%,
54,378,5051,59.07%,
54,379,905,70.16%,
54,379,1045,57.75%,
54,379,1231,55.93%,
54,379,1659,78.82%,
54,379,3867,65.16%,
54,379,4288,63.18%,
54,379,4567,64.93%,
54,379,5341,50.66%,
54,379,5370,71.90%,
54,380,1252,27.80%,
54,380,1308,55.94%,
54,380,2125,44.78%,
54,380,2751,99.60%,
54,380,3566,38.16%,
54,380,4284,59.68%,
54,380,5049,73.05%,
54,380,5676,36.38%,
54,388,921,94.58%,
54,388,986,97.99%,
54,388,1058,88.89%,
54,388,1095,73.69%,
54,388,1199,54.37%,
54,388,1280,70.17%,
54,388,1550,91.00%,
54,388,1808,36.89%,
54,388,4377,92.34%,
54,388,5099,80.60%,
54,388,5232,58.12%,
54,388,5458,62.46%,
54,389,842,34.54%,
54,389,962,85.07%,
54,389,1001,39.90%,
54,389,1019,89.97%,
54,389,1273,75.62%,
54,389,1384,53.16%,
54,389,2672,37.55%,
54,389,3018,75.37%,
54,389,3382,68.16%,
54,391,1200,65.57%,
54,391,1434,76.47%,
54,391,1896,62.12%,
54,391,3227,48.75%,
54,391,3582,53.14%,
54,391,3805,45.97%,
54,391,4335,41.86%,
54,391,5123,48.87%,
54,401,1699,95.14%,
54,401,1708,84.75%,
54,401,1888,79.46%,
54,401,2921,114.70%,
54,401,3366,77.32%,
54,401,3454,66.88%,
54,401,3789,82.21%,
54,401,3848,68.44%,
54,401,4208,64.73%,
54,401,4272,72.41%,
54,401,5234,48.20%,
54,403,1440,67.96%,
54,403,1686,77.79%,
54,403,2207,37.16%,
54,403,2307,58.66%,
54,403,3232,66.46%,
54,403,3568,34.58%,
54,403,3589,68.52%,
54,403,3620,97.38%,
54,403,5233,87.84%,
