Store,OP Model Tier,Fashion Coach,Coach Movement ,Approved TL Headcount,RFID Tracking ,Link to Tracking
4427,3,NO,N/A,4,#N/A,FedEx Tracking
4438,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
4439,3,NO,N/A,3,#N/A,FedEx Tracking
4444,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
4446,2,YES,Hire,4,#N/A,FedEx Tracking
4456,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
4460,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
4479,2,YES,Hire,4,#N/A,FedEx Tracking
4488,2,YES,Hire,4,#N/A,FedEx Tracking
4503,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
4508,2,YES,Hire,4,#N/A,FedEx Tracking
4509,3,NO,N/A,4,#N/A,FedEx Tracking
4512,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
4520,2,YES,Hire,4,#N/A,FedEx Tracking
4526,N/A,N/A,N/A,N/A,TBD,FedEx Tracking
4538,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
4540,3,NO,N/A,4,#N/A,FedEx Tracking
4567,2,YES,Hire,4,#N/A,FedEx Tracking
4568,3,NO,N/A,3,#N/A,FedEx Tracking
4588,2,YES,Hire,4,#N/A,FedEx Tracking
4599,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
4600,3,NO,N/A,3,#N/A,FedEx Tracking
4612,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881055691540,FedEx Tracking
4615,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
4627,2,YES,Hire,4,#N/A,FedEx Tracking
4631,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
4637,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
4639,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881055756173,FedEx Tracking
4643,3,NO,N/A,4,#N/A,FedEx Tracking
4660,2,YES,Hire,4,#N/A,FedEx Tracking
4682,2,YES,Hire,4,#N/A,FedEx Tracking
4687,3,NO,N/A,3,#N/A,FedEx Tracking
4689,3,NO,N/A,3,#N/A,FedEx Tracking
4696,3,NO,N/A,3,#N/A,FedEx Tracking
4697,3,NO,N/A,4,#N/A,FedEx Tracking
4734,3,NO,N/A,4,#N/A,FedEx Tracking
5012,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5028,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5029,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5030,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5033,2,YES,Hire,4,#N/A,FedEx Tracking
5034,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881055844724,FedEx Tracking
5035,2,YES,Hire,4,#N/A,FedEx Tracking
5037,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5039,1,YES,Hire,4,#N/A,FedEx Tracking
5041,2,YES,Hire,4,#N/A,FedEx Tracking
5045,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5047,2,YES,Hire,4,#N/A,FedEx Tracking
5048,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5049,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5051,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5054,2,YES,Hire,4,#N/A,FedEx Tracking
5055,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881055906163,FedEx Tracking
5057,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5064,3,NO,N/A,4,#N/A,FedEx Tracking
5065,3,NO,N/A,4,#N/A,FedEx Tracking
5073,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5077,2,YES,Hire,4,#N/A,FedEx Tracking
5080,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5090,2,YES,Hire,4,#N/A,FedEx Tracking
5091,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5092,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881055956205,FedEx Tracking
5096,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5097,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881056038105,FedEx Tracking
5099,1,YES,Hire,4,#N/A,FedEx Tracking
5103,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5116,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5117,2,YES,Hire,4,#N/A,FedEx Tracking
5123,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5130,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5131,1,YES,Hire,4,#N/A,FedEx Tracking
5137,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881056170843,FedEx Tracking
5141,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5142,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5147,1,YES,Move Existing Coach,4,https://www.fedex.com/wtrk/track/?tracknumbers=881056264325,FedEx Tracking
5154,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5156,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5159,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881056418961,FedEx Tracking
5160,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5165,1,YES,Hire,4,#N/A,FedEx Tracking
5167,2,YES,Hire,4,#N/A,FedEx Tracking
5172,3,NO,N/A,3,#N/A,FedEx Tracking
5190,2,YES,Hire,4,#N/A,FedEx Tracking
5191,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5199,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5200,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5210,2,YES,Move Existing Coach,4,https://www.fedex.com/wtrk/track/?tracknumbers=881056484756,FedEx Tracking
5211,2,YES,Hire,4,https://www.fedex.com/wtrk/track/?tracknumbers=881056534673,FedEx Tracking
5214,1,YES,Hire,4,#N/A,FedEx Tracking
5229,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5232,2,YES,Hire,4,#N/A,FedEx Tracking
5233,1,YES,Hire,4,#N/A,FedEx Tracking
5234,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5235,2,YES,Hire,4,#N/A,FedEx Tracking
5239,2,YES,Hire,4,#N/A,FedEx Tracking
5244,3,NO,N/A,4,#N/A,FedEx Tracking
5246,3,NO,N/A,3,#N/A,FedEx Tracking
5247,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5250,1,YES,Hire,4,#N/A,FedEx Tracking
5260,1,YES,Move Existing Coach,4,https://www.fedex.com/wtrk/track/?tracknumbers=881056584050,FedEx Tracking
5261,3,NO,N/A,4,#N/A,FedEx Tracking
5264,2,YES,Hire,4,#N/A,FedEx Tracking
5270,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5275,1,YES,Hire,4,#N/A,FedEx Tracking
5276,3,NO,N/A,3,#N/A,FedEx Tracking
5280,3,NO,N/A,4,#N/A,FedEx Tracking
5288,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5301,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5309,3,NO,N/A,4,#N/A,FedEx Tracking
5311,2,YES,Hire,4,#N/A,FedEx Tracking
5312,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5316,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5320,2,YES,Hire,4,#N/A,FedEx Tracking
5325,2,YES,Hire,4,#N/A,FedEx Tracking
5329,3,NO,N/A,4,#N/A,FedEx Tracking
5334,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881056627755,FedEx Tracking
5335,2,YES,Hire,4,#N/A,FedEx Tracking
5340,2,YES,Hire,4,#N/A,FedEx Tracking
5341,3,NO,N/A,4,#N/A,FedEx Tracking
5347,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881057010911,FedEx Tracking
5350,3,NO,N/A,4,#N/A,FedEx Tracking
5355,3,NO,N/A,3,#N/A,FedEx Tracking
5358,3,NO,N/A,4,#N/A,FedEx Tracking
5359,2,YES,Hire,4,#N/A,FedEx Tracking
5361,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5370,2,YES,Hire,4,#N/A,FedEx Tracking
5376,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881057145610,FedEx Tracking
5384,2,YES,Hire,4,#N/A,FedEx Tracking
5385,2,YES,Hire,4,#N/A,FedEx Tracking
5386,3,NO,N/A,3,#N/A,FedEx Tracking
5388,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5389,2,YES,Hire,4,#N/A,FedEx Tracking
5390,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5391,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881055823439,FedEx Tracking
5411,3,NO,N/A,3,#N/A,FedEx Tracking
5414,2,YES,Hire,4,#N/A,FedEx Tracking
5416,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5420,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5422,2,YES,Hire,4,#N/A,FedEx Tracking
5433,3,NO,N/A,3,#N/A,FedEx Tracking
5435,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5436,2,YES,Hire,4,#N/A,FedEx Tracking
5449,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5455,1,YES,Hire,4,#N/A,FedEx Tracking
5458,3,NO,N/A,4,#N/A,FedEx Tracking
5460,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5469,3,NO,N/A,4,#N/A,FedEx Tracking
5470,3,NO,N/A,4,#N/A,FedEx Tracking
5471,2,YES,Hire,4,#N/A,FedEx Tracking
5472,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5476,2,YES,Hire,4,#N/A,FedEx Tracking
5495,2,YES,Hire,4,#N/A,FedEx Tracking
5497,2,YES,Hire,4,#N/A,FedEx Tracking
5498,3,NO,N/A,3,#N/A,FedEx Tracking
5612,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881055910317,FedEx Tracking
5649,2,YES,Hire,4,#N/A,FedEx Tracking
5671,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881055955242,FedEx Tracking
5672,3,NO,N/A,4,#N/A,FedEx Tracking
5673,3,NO,N/A,4,#N/A,FedEx Tracking
5676,3,NO,N/A,3,#N/A,FedEx Tracking
5706,3,NO,N/A,4,#N/A,FedEx Tracking
5707,2,YES,Hire,4,https://www.fedex.com/wtrk/track/?tracknumbers=881056071538,FedEx Tracking
5727,2,YES,Hire,4,#N/A,FedEx Tracking
5751,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5752,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5761,2,YES,Hire,4,#N/A,FedEx Tracking
5763,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5764,2,YES,Move Existing Coach,4,https://www.fedex.com/wtrk/track/?tracknumbers=881056168111,FedEx Tracking
5766,3,NO,N/A,3,#N/A,FedEx Tracking
5795,2,YES,Hire,4,#N/A,FedEx Tracking
5808,2,YES,Hire,4,#N/A,FedEx Tracking
5809,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5810,2,YES,Hire,4,https://www.fedex.com/wtrk/track/?tracknumbers=881056434590,FedEx Tracking
5823,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881056488898,FedEx Tracking
5835,3,NO,N/A,4,#N/A,FedEx Tracking
5842,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5844,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5854,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881056536816,FedEx Tracking
5866,2,YES,Hire,4,#N/A,FedEx Tracking
5871,3,NO,N/A,3,#N/A,FedEx Tracking
5881,2,YES,Hire,4,#N/A,FedEx Tracking
5882,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5884,3,NO,N/A,4,#N/A,FedEx Tracking
5888,3,NO,N/A,3,#N/A,FedEx Tracking
5889,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881056584690,FedEx Tracking
5891,2,YES,Hire,4,#N/A,FedEx Tracking
5893,3,NO,N/A,4,#N/A,FedEx Tracking
5894,3,NO,N/A,4,#N/A,FedEx Tracking
5898,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
5911,3,NO,N/A,3,#N/A,FedEx Tracking
5912,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881056629633,FedEx Tracking
5932,2,YES,Hire,4,#N/A,FedEx Tracking
5944,3,NO,N/A,3,#N/A,FedEx Tracking
5957,3,NO,N/A,4,#N/A,FedEx Tracking
5959,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881056679362,FedEx Tracking
5987,N/A,N/A,N/A,N/A,https://www.fedex.com/wtrk/track/?tracknumbers=881056732908,FedEx Tracking
6190,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
6300,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
6397,N/A,N/A,N/A,N/A,TBD,FedEx Tracking
6467,2,YES,Hire,4,#N/A,FedEx Tracking
6477,2,YES,Hire,4,#N/A,FedEx Tracking
6579,1,YES,Hire,4,#N/A,FedEx Tracking
6929,2,YES,Hire,4,#N/A,FedEx Tracking
6930,1,YES,Move Existing Coach,4,#N/A,FedEx Tracking
6932,3,NO,N/A,4,#N/A,FedEx Tracking
6963,2,YES,Hire,4,https://www.fedex.com/wtrk/track/?tracknumbers=881056787514,FedEx Tracking
7156,2,YES,Hire,4,#N/A,FedEx Tracking
7178,2,YES,Move Existing Coach,4,#N/A,FedEx Tracking
7243,3,NO,N/A,3,#N/A,FedEx Tracking
7249,3,NO,N/A,3,#N/A,FedEx Tracking
7301,2,YES,Hire,4,#N/A,FedEx Tracking
8930,N/A,N/A,N/A,N/A,TBD,FedEx Tracking
