STORE_NBR,MARKET_AREA_NBR,REGION_NBR,InHome Van Count,InHome Van VIN(s),InHome Van VIN(s),InHome Van VIN(s),
5269,397,61,2,1FTBW3XK9NKA28391,3C6MRVJG3PE575346,,
5275,26,2,2,1FTBW3XK9NKA46714,1FTBW3XK1NKA28496,,
5286,533,64,1,1FTBW3XKXNKA00518,,,
5287,68,13,1,Rental Van,,,
5295,172,17,2,1FTBW3XK8NKA35638,1FTBW3XK5NKA46693,,
5297,498,59,1,1FTBW3XK3NKA30086,,,
5298,305,26,1,1FTBW3XK6NKA30471,,,
5300,116,9,2,1FTBW3XK1NKA14422,3C6MRVJGXPE555062,,
5301,107,9,1,1FTBW3XK5NKA14164,,,
5304,9,61,1,1FTBW3XK0NKA28442,,,
5306,397,61,1,1FTBW3XK6NKA46752,,,
5308,485,59,1,1FTBW3XK4NKA14429,,,
5311,52,5,1,1FTBW3XK1NKA08278,,,
5312,479,5,1,1FTBW3XK4NKA14415,,,
5313,339,40,1,1FTBW3XK3NKA30346,,,
5314,533,64,1,1FTBW3XK7NKA46758,,,
5316,479,5,2,1FTBW3XKXNKA00552,3C6MRVJG0PE512057,,
5317,82,7,1,1FTBW3XK2NKA00481,,,
5325,109,9,1,1FTBW3XK1NKA14372,,,
5327,541,64,1,1FTBW3XK2NKA30094,,,
5330,369,46,1,1FTBW3XK7NKA14358,,,
5331,368,46,1,1FTBW3XKXNKA28464,,,
5332,510,61,1,1FTBW3XKXNKA28416,,,
5334,376,54,2,1FTBW3XKXNKA09638,1FTBW3XK5NKA14195,,
5341,379,54,1,3C6MRVJG6PE592061,,,
5343,291,75,1,1FTBW3XK0NKA00589,,,
5349,510,61,1,1FTBW3XK0NKA28375,,,
5350,403,54,1,1FTBW3XK5NKA30395,,,
5352,264,25,1,1FTBW3XK1NKA28515,,,
5353,562,64,1,1FTBW3XK2NKA28443,,,
5361,432,47,1,1FTBW3XK4NKA00532,,,
5363,16,14,1,1FTBW3XK1NKA46707,,,
5369,368,46,1,3C6LRVDG2ME544107,,,
5388,61,6,1,1FTBW3XK6NKA14240,,,
5390,26,2,1,1FTBW3XK3NKA46692,,,
5408,494,59,1,1FTBW3XK2NKA14252,,,
5414,178,22,1,1FTBW3XK1NKA35741,,,
5416,50,5,1,1FTBW3XK4NKA14107,,,
5417,242,41,1,1FTBW3XK3NKA30072,,,
5418,242,41,2,1FTBW3XK9NKA28469,1FTBW3XK9NKA28486,,
5420,90,9,1,1FTBW3XK1NKA14484,,,
5421,485,59,1,1FTBW3XK6NKA30101,,,
5423,397,61,1,1FTBW3XK5NKA46709,,,
5425,461,58,1,3C6MRVJG4PE581530,,,
5427,485,59,1,1FTBW3XK0NKA30093,,,
5428,372,46,1,3C6LRVDGXME540595,,,
5429,368,46,1,1FTBW3XK6NKA28445,,,
5432,436,53,1,3C6MRVJG1PE599306,,,
5435,451,56,2,1FTBW3XK5NKA22538,1FTBW3XK6NKA14464,,
5442,264,25,1,1FTBW3XK0NKA14427,,,
5443,249,41,2,1FTBW3XK1NKA14243,1FTBW3XK3NKA35742,,
5447,176,17,3,1FTBW3XK2NKA35666,3C6MRVJG3PE592132,3C6MRWAZ9RE105171,
5449,62,6,1,1FTBW3XK8NKA35719,,,
5450,284,22,1,1FTBW3X80PKB66294,,,
5466,219,21,1,1FTBW3XK8NKA35591,,,
5476,165,22,2,1FTBW3X81PKB65915,1FTBW3X87PKB65854,,
5479,83,7,1,1FTBW3XK6NKA00550,,,
5480,83,7,1,1FTBW3XK8NKA00596,,,
5481,305,26,1,1FTBW3XK7NKA30463,,,
5483,249,41,1,1FTBW3XK7NKA35694,,,
5485,268,25,1,1FTBW3XK4NKA22532,,,
5488,289,75,1,1FTBW3XK8NKA00520,,,
5499,221,21,1,1FTBW3XK7NKA35789,,,
5600,515,61,1,1FTBW3XK7NKA28468,,,
5601,551,61,1,1FTBW3XK3NKA28516,,,
5602,481,61,1,1FTBW3XK8NKA28365,,,
5603,551,61,1,1FTBW3XK3NKA00523,,,
5604,481,61,1,1FTBW3XK9NKA14250,,,
5605,481,61,1,1FTBW3XK8NKA14241,,,
5610,512,61,1,1FTBW3XK4NKA14463,,,
5611,512,61,1,1FTBW3XK1NKA09639,,,
5612,63,6,1,1FTBW3XKXNKA35687,,,
5613,58,64,1,1FTBW3XK3NKA00487,,,
5614,58,64,2,1FTBW3XK1NKA14436,1FTBW3XK2NKA08287,,
5615,103,72,1,1FTBW3XK9NKA14376,,,
5616,153,12,3,1FTBW3XK2NKA14400,1FTBW3XKXNKA28433,3C6MRVJG5PE546303,
5617,267,25,2,1FTBW3XK3NKA14440,1FTBW3XK9NKA14118,,
5622,102,72,1,1FTBW3XK9NKA08237,,,
5624,58,64,1,1FTBW3XK6NKA08244,,,
5626,367,46,1,1FTBW3XK4NKA14480,,,
5641,464,58,1,1FTBW3XK6NKA14206,,,
5644,466,58,2,1FTBW3XK8NKA14188,3C6MRVJG4PE566431,,
5649,170,22,1,3C6MRVJGXPE597666,,,
5654,548,72,1,1FTBW3XK8NKA14448,,,
5657,504,64,1,1FTBW3XK0NKA14363,,,
5670,548,72,1,1FTBW3XKXNKA14371,,,
5671,110,9,1,1FTBW3XK6NKA00516,,,
5672,51,5,1,1FTBW3XK6NKA00466,,,
5673,51,5,1,1FTBW3XK6NKA14125,,,
5683,552,61,1,1FTBW3XK9NKA35616,,,
5686,448,57,3,1FTBW3XK9NKA46681,1FTBW3XK8NKA14191,3C6MRVJG0PE526279,
5717,505,7,2,1FTBW3XK0NKA22527,3C6MRVJG8PE575357,,
5719,103,72,1,1FTBW3XK5NKA09644,,,
5725,9,61,2,1FTBW3XK5NKA22524,1FTBW3XKXNKA22518,,
5727,115,9,1,1FTBW3XK2NKA14218,,,
5752,577,17,2,1FTBW3XK4NKA30467,3C6MRVJG3PE534537,,
5753,283,76,2,3C6LRVDG5ME583595,3C6MRVJG0PE512169,,
5758,488,72,1,1FTBW3XK3NKA08248,,,
5759,488,72,1,1FTBW3XK1NKA14341,,,
5760,559,72,1,Rental Van,,,
5763,403,54,2,1FTBW3XK6NKA30387,3C6MRVJG9PE592104,,
5767,494,59,2,1FTBW3XK0NKA30398,1FTBW3XK2NKA28538,,
5768,371,46,1,1FTBW3XK3NKA35658,,,
5795,284,22,1,3C6MRVJG7PE597673,,,
5799,367,46,1,1FTBW3XK0NKA14444,,,
5807,465,57,1,1FTBW3XK9NKA08268,,,
5810,49,5,1,1FTBW3XK0NKA08241,,,
5814,24,2,1,1FTBW3XKXNKA46690,,,
5815,554,59,2,1FTBW3XK0NKA28487,1FTBW3XK0NKA28439,,
5823,583,5,1,1FTBW3XK7NKA14487,,,
5824,561,64,1,1FTBW3XK4NKA14141,,,
5826,102,72,1,1FTBW3XK7NKA22525,,,
5842,197,19,1,3C6MRVJG1PE599340,,,
5844,206,19,1,3C6MRVJG7PE582848,,,
5857,219,21,1,1FTBW3XK7NKA35663,,,
5866,56,5,3,1FTBW3XK1NKA00553,1FTBW3XKXNKA00499,1FTBW3XKXNKA08280,
5867,176,17,2,1FTBW3XK9NKA30433,1FTBW3XK9NKA46695,,
5871,91,9,1,1FTBW3XK0NKA09647,,,
5876,548,72,1,1FTBW3XK1NKA14159,,,
5879,306,26,1,1FTBW3XK6NKA30437,,,
5880,292,76,2,3C6MRVJG4ME551973,3C6MRVJG4PE563156,,
5882,108,9,1,3C6MRVJG4PE581611,,,
5884,451,56,1,1FTBW3XK4NKA14351,,,
5889,53,5,1,1FTBW3XKXNKA14483,,,
5894,91,9,1,1FTBW3XK1NKA14355,,,
5911,108,9,1,1FTBW3XK0NKA00558,,,
5912,110,9,2,1FTBW3XKXNKA00549,1FTBW3XK7NKA00590,,
5922,289,75,1,1FTBW3XK7NKA00475,,,
5927,339,40,1,1FTBW3XK0NKA28473,,,
5930,464,58,1,1FTBW3XK6NKA28381,,,
5932,109,9,1,1FTBW3XK8NKA00534,,,
5944,558,22,1,1FTBW3X84PKB65942,,,
5945,103,72,1,1FTBW3XK4NKA14138,,,
5947,505,7,2,1FTBW3XK5NKA35614,1FTBW3XK1NKA30409,,
5957,585,54,1,1FTBW3XK8NKA30472,,,
5959,63,6,1,1FTBW3XKXNKA30392,,,
5964,112,3,1,1FTBW3XK0NKA14170,,,
5968,283,76,1,3C6LRVDGXME583589,,,
5969,292,76,1,3C6LRVDG9ME583597,,,
5981,552,61,1,1FTBW3XK2NKA30113,,,
5982,552,61,1,1FTBW3XKXNKA30103,,,
5987,583,5,1,3C6MRVJG8PE546280,,,
5988,559,72,2,1FTBW3XK7NKA14151,3C6MRVJG4PE563173,,
5992,423,52,1,3C6MRVJG2PE568792,,,
6170,507,64,1,1FTBW3XKXNKA00597,,,
6172,485,59,1,1FTBW3XK8NKA14434,,,
6178,490,61,1,1FTBW3XK2NKA30449,,,
6300,56,5,1,1FTBW3XKXNKA14225,,,
6477,370,46,1,1FTBW3XK3NKA35594,,,
6480,371,46,1,3C6LRVDG0ME583598,,,
6500,485,59,1,1FTBW3XKXNKA14435,,,
6548,559,72,1,1FTBW3XK8NKA14482,,,
6807,145,11,1,1FTBW3XK0NKA22494,,,
6894,96,72,1,1FTBW3XK4NKA14348,,,
6931,256,41,1,1FTBW3XK2NKA28460,,,
6963,52,5,1,3C6MRVJG1PE546220,,,
6964,144,11,1,1FTBW3XK5NKA14424,,,
6978,101,3,1,1FTBW3XK1NKA14419,,,
7020,153,12,2,1FTBW3XK4NKA28427,3C6MRVJG1PE599287,,
7032,287,75,1,1FTBW3XK1NKA14145,,,
7174,502,59,2,1FTBW3XK8NKA00551,1FTBW3XK7NKA14120,,
7185,18,2,1,1FTBW3XK8NKA28494,,,
7262,541,64,1,1FTBW3XK7NKA28440,,,
7290,242,41,1,1FTBW3XK2NKA28572,,,
7294,353,44,1,1FTBW3XK3NKA46689,,,
7307,102,72,1,1FTBW3XK5NKA14343,,,
7326,353,44,1,1FTBW3XK4NKA46684,,,
7347,58,64,1,1FTBW3XK7NKA14232,,,
7357,562,64,1,1FTBW3XK7NKA30396,,,
7361,562,64,1,1FTBW3XK2NKA30337,,,
8331,171,17,1,1FTBW3XK7NKA30429,,,
8930,583,5,1,1FTBW3XK4NKA00465,,,
