CLUB #,ITEM #,SDC,DC name,Item Description,DISTRO,Region,Market
6415,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,8,Central,16
6418,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,8,Central,9
6419,668249,4044,Indy,10IN WHITE LAYERS 12CT,5,North Central,25
6420,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,6,Southeast,31
6421,668249,6295,Terrell,10IN WHITE LAYERS 12CT,8,South Central,13
6422,668249,6295,Terrell,10IN WHITE LAYERS 12CT,7,South Central,15
6423,668249,6297,Johnstown,10IN WHITE LAYERS 12CT,7,Northeast,40
6425,668249,4877,Cheyenne,10IN WHITE LAYERS 12CT,4,North Central,7
6426,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,6,Central,9
6427,668249,7328,Mankato,10IN WHITE LAYERS 12CT,7,North Central,8
6428,668249,6297,Johnstown,10IN WHITE LAYERS 12CT,13,Northeast,40
6429,668249,4044,Indy,10IN WHITE LAYERS 12CT,11,North Central,25
6431,668249,6297,Johnstown,10IN WHITE LAYERS 12CT,10,Northeast,37
6433,668249,4888,Colton,10IN WHITE LAYERS 12CT,4,Western,1
6434,668249,6296,Bedford,10IN WHITE LAYERS 12CT,11,Northeast,38
6435,668249,4880,Monroe,10IN WHITE LAYERS 12CT,12,Mississippi Valley,24
6436,668249,7328,Mankato,10IN WHITE LAYERS 12CT,5,North Central,18
6437,668249,4044,Indy,10IN WHITE LAYERS 12CT,11,Central,21
6439,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,13,South Central,6
6440,668249,6297,Johnstown,10IN WHITE LAYERS 12CT,9,Northeast,37
6441,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,6,Southeast,31
6443,668249,4891,Henderson,10IN WHITE LAYERS 12CT,13,Southeast,35
6444,668249,4897,Sterling,10IN WHITE LAYERS 12CT,13,North Central,20
6445,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,4,Southeast,32
6448,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,5,Southeast,31
6449,668249,6294,Olney,10IN WHITE LAYERS 12CT,15,Central,19
6450,668249,4885,Washington Court House,10IN WHITE LAYERS 12CT,8,Central,22
6452,668249,4891,Henderson,10IN WHITE LAYERS 12CT,12,Southeast,30
6453,668249,6295,Terrell,10IN WHITE LAYERS 12CT,8,South Central,13
6454,668249,4044,Indy,10IN WHITE LAYERS 12CT,15,North Central,26
6455,668249,4888,Colton,10IN WHITE LAYERS 12CT,10,Western,1
6456,668249,6297,Johnstown,10IN WHITE LAYERS 12CT,8,Northeast,37
6457,668249,4885,Washington Court House,10IN WHITE LAYERS 12CT,10,Mississippi Valley,27
6458,668249,4891,Henderson,10IN WHITE LAYERS 12CT,10,Northeast,34
6460,668249,6296,Bedford,10IN WHITE LAYERS 12CT,11,Northeast,37
6462,668249,6297,Johnstown,10IN WHITE LAYERS 12CT,7,Northeast,40
6463,668249,4880,Monroe,10IN WHITE LAYERS 12CT,12,Southeast,30
6464,668249,4897,Sterling,10IN WHITE LAYERS 12CT,6,North Central,20
6472,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,4,North Central,8
6474,668249,6294,Olney,10IN WHITE LAYERS 12CT,9,Central,19
6479,668249,6294,Olney,10IN WHITE LAYERS 12CT,18,Central,19
6482,668249,6295,Terrell,10IN WHITE LAYERS 12CT,15,South Central,14
6485,668249,4044,Indy,10IN WHITE LAYERS 12CT,10,Central,21
6487,668249,4897,Sterling,10IN WHITE LAYERS 12CT,10,North Central,20
6489,668249,4044,Indy,10IN WHITE LAYERS 12CT,20,Central,21
6501,668249,6294,Olney,10IN WHITE LAYERS 12CT,14,Mississippi Valley,23
6502,668249,6295,Terrell,10IN WHITE LAYERS 12CT,11,South Central,6
6503,668249,4887,Hammond,10IN WHITE LAYERS 12CT,8,Mississippi Valley,17
6505,668249,6294,Olney,10IN WHITE LAYERS 12CT,5,Central,9
6506,668249,4880,Monroe,10IN WHITE LAYERS 12CT,15,Southeast,29
6507,668249,6294,Olney,10IN WHITE LAYERS 12CT,10,Mississippi Valley,23
6509,668249,4880,Monroe,10IN WHITE LAYERS 12CT,7,Mississippi Valley,28
6512,668249,6294,Olney,10IN WHITE LAYERS 12CT,11,Mississippi Valley,23
6517,668249,4885,Washington Court House,10IN WHITE LAYERS 12CT,8,Central,22
6518,668249,4891,Henderson,10IN WHITE LAYERS 12CT,8,Mississippi Valley,23
6520,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,6,Southeast,32
6521,668249,4887,Hammond,10IN WHITE LAYERS 12CT,7,Mississippi Valley,17
6524,668249,4891,Henderson,10IN WHITE LAYERS 12CT,16,Northeast,34
6527,668249,4887,Hammond,10IN WHITE LAYERS 12CT,9,Mississippi Valley,17
6528,668249,4885,Washington Court House,10IN WHITE LAYERS 12CT,9,Central,22
6535,668249,7328,Mankato,10IN WHITE LAYERS 12CT,10,North Central,18
6536,668249,4886,Pottsville,10IN WHITE LAYERS 12CT,14,Northeast,39
6539,668249,6297,Johnstown,10IN WHITE LAYERS 12CT,9,Northeast,37
6540,668249,4891,Henderson,10IN WHITE LAYERS 12CT,15,Southeast,30
6543,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,9,Southeast,36
6547,668249,4886,Pottsville,10IN WHITE LAYERS 12CT,6,Northeast,37
6549,668249,4877,Cheyenne,10IN WHITE LAYERS 12CT,9,Western,5
6562,668249,4044,Indy,10IN WHITE LAYERS 12CT,10,North Central,25
6565,668249,4877,Cheyenne,10IN WHITE LAYERS 12CT,9,North Central,7
6569,668249,4885,Washington Court House,10IN WHITE LAYERS 12CT,12,Northeast,34
6570,668249,4891,Henderson,10IN WHITE LAYERS 12CT,10,Southeast,35
6571,668249,4891,Henderson,10IN WHITE LAYERS 12CT,12,Southeast,35
6572,668249,4880,Monroe,10IN WHITE LAYERS 12CT,9,Mississippi Valley,23
6573,668249,4891,Henderson,10IN WHITE LAYERS 12CT,8,Southeast,35
6575,668249,6296,Bedford,10IN WHITE LAYERS 12CT,9,Northeast,33
6581,668249,4886,Pottsville,10IN WHITE LAYERS 12CT,8,Northeast,40
6582,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,5,Southeast,29
6604,668249,4888,Colton,10IN WHITE LAYERS 12CT,4,Western,4
6605,668249,4888,Colton,10IN WHITE LAYERS 12CT,4,Western,4
6606,668249,4888,Colton,10IN WHITE LAYERS 12CT,6,Western,4
6608,668249,4888,Colton,10IN WHITE LAYERS 12CT,5,Western,4
6609,668249,4888,Colton,10IN WHITE LAYERS 12CT,4,Western,2
6610,668249,4888,Colton,10IN WHITE LAYERS 12CT,5,Western,2
6612,668249,4888,Colton,10IN WHITE LAYERS 12CT,4,Western,1
6613,668249,4888,Colton,10IN WHITE LAYERS 12CT,9,Western,2
6614,668249,4888,Colton,10IN WHITE LAYERS 12CT,7,Western,2
6615,668249,4888,Colton,10IN WHITE LAYERS 12CT,4,Western,2
6616,668249,4888,Colton,10IN WHITE LAYERS 12CT,5,Western,2
6617,668249,4888,Colton,10IN WHITE LAYERS 12CT,8,Western,2
6619,668249,4888,Colton,10IN WHITE LAYERS 12CT,9,Western,2
6620,668249,4888,Colton,10IN WHITE LAYERS 12CT,2,Western,1
6621,668249,4888,Colton,10IN WHITE LAYERS 12CT,2,Western,1
6622,668249,4888,Colton,10IN WHITE LAYERS 12CT,5,Western,1
6624,668249,4888,Colton,10IN WHITE LAYERS 12CT,10,Western,2
6626,668249,4888,Colton,10IN WHITE LAYERS 12CT,7,Western,2
6628,668249,4888,Colton,10IN WHITE LAYERS 12CT,4,Western,2
6630,668249,4877,Cheyenne,10IN WHITE LAYERS 12CT,5,Western,5
6631,668249,4877,Cheyenne,10IN WHITE LAYERS 12CT,14,Western,5
6632,668249,4877,Cheyenne,10IN WHITE LAYERS 12CT,5,Western,5
6633,668249,4877,Cheyenne,10IN WHITE LAYERS 12CT,4,North Central,7
6634,668249,4877,Cheyenne,10IN WHITE LAYERS 12CT,5,Western,5
6635,668249,4877,Cheyenne,10IN WHITE LAYERS 12CT,5,Western,5
6636,668249,6297,Johnstown,10IN WHITE LAYERS 12CT,11,Northeast,40
6637,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,9,Southeast,32
6643,668249,4880,Monroe,10IN WHITE LAYERS 12CT,9,Mississippi Valley,28
6644,668249,4880,Monroe,10IN WHITE LAYERS 12CT,6,Mississippi Valley,28
6646,668249,4880,Monroe,10IN WHITE LAYERS 12CT,5,Mississippi Valley,28
6650,668249,4886,Pottsville,10IN WHITE LAYERS 12CT,19,Northeast,38
6651,668249,4886,Pottsville,10IN WHITE LAYERS 12CT,20,Northeast,38
6652,668249,6296,Bedford,10IN WHITE LAYERS 12CT,10,Northeast,38
6653,668249,6296,Bedford,10IN WHITE LAYERS 12CT,9,Northeast,38
6655,668249,6296,Bedford,10IN WHITE LAYERS 12CT,18,Northeast,38
6657,668249,4044,Indy,10IN WHITE LAYERS 12CT,8,North Central,26
6658,668249,4044,Indy,10IN WHITE LAYERS 12CT,7,North Central,25
6659,668249,4044,Indy,10IN WHITE LAYERS 12CT,18,North Central,26
6660,668249,4044,Indy,10IN WHITE LAYERS 12CT,7,North Central,26
6661,668249,4044,Indy,10IN WHITE LAYERS 12CT,8,North Central,25
6662,668249,4044,Indy,10IN WHITE LAYERS 12CT,14,North Central,26
6663,668249,4044,Indy,10IN WHITE LAYERS 12CT,9,North Central,25
6664,668249,4044,Indy,10IN WHITE LAYERS 12CT,12,North Central,26
6666,668249,4044,Indy,10IN WHITE LAYERS 12CT,5,North Central,26
6667,668249,4044,Indy,10IN WHITE LAYERS 12CT,8,North Central,26
6670,668249,4886,Pottsville,10IN WHITE LAYERS 12CT,19,Northeast,39
6671,668249,6297,Johnstown,10IN WHITE LAYERS 12CT,12,Northeast,39
6672,668249,4877,Cheyenne,10IN WHITE LAYERS 12CT,11,South Central,6
6673,668249,6297,Johnstown,10IN WHITE LAYERS 12CT,18,Northeast,37
6674,668249,6297,Johnstown,10IN WHITE LAYERS 12CT,9,Northeast,40
6675,668249,4885,Washington Court House,10IN WHITE LAYERS 12CT,14,Northeast,37
6676,668249,4886,Pottsville,10IN WHITE LAYERS 12CT,13,Northeast,39
6677,668249,6296,Bedford,10IN WHITE LAYERS 12CT,14,Northeast,33
6678,668249,6296,Bedford,10IN WHITE LAYERS 12CT,14,Northeast,33
6679,668249,6296,Bedford,10IN WHITE LAYERS 12CT,11,Northeast,33
6680,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,10,Southeast,36
6682,668249,4888,Colton,10IN WHITE LAYERS 12CT,4,Western,3
6683,668249,4888,Colton,10IN WHITE LAYERS 12CT,6,Western,3
6684,668249,4888,Colton,10IN WHITE LAYERS 12CT,9,Western,3
6685,668249,4888,Colton,10IN WHITE LAYERS 12CT,3,Western,3
6686,668249,4888,Colton,10IN WHITE LAYERS 12CT,3,Western,3
6689,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,13,Southeast,36
6690,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,10,Southeast,36
6692,668249,4888,Colton,10IN WHITE LAYERS 12CT,5,Western,4
6693,668249,4886,Pottsville,10IN WHITE LAYERS 12CT,13,Northeast,39
6779,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,7,Central,10
6781,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,10,South Central,11
6867,668249,6295,Terrell,10IN WHITE LAYERS 12CT,8,South Central,15
6976,668249,4891,Henderson,10IN WHITE LAYERS 12CT,11,Southeast,35
6979,668249,7328,Mankato,10IN WHITE LAYERS 12CT,7,North Central,8
7189,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,6,Central,10
7658,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,9,Southeast,29
7676,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,5,South Central,6
8102,668249,4887,Hammond,10IN WHITE LAYERS 12CT,10,Mississippi Valley,24
8104,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,11,Central,16
8106,668249,4880,Monroe,10IN WHITE LAYERS 12CT,17,Mississippi Valley,24
8107,668249,4880,Monroe,10IN WHITE LAYERS 12CT,3,Mississippi Valley,24
8111,668249,4044,Indy,10IN WHITE LAYERS 12CT,15,Central,22
8112,668249,4880,Monroe,10IN WHITE LAYERS 12CT,9,Mississippi Valley,23
8114,668249,4887,Hammond,10IN WHITE LAYERS 12CT,8,Mississippi Valley,17
8115,668249,4880,Monroe,10IN WHITE LAYERS 12CT,12,Southeast,29
8116,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,6,Southeast,29
8117,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,7,Central,10
8119,668249,4887,Hammond,10IN WHITE LAYERS 12CT,13,Mississippi Valley,24
8120,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,5,Southeast,29
8123,668249,6294,Olney,10IN WHITE LAYERS 12CT,11,Central,22
8125,668249,6294,Olney,10IN WHITE LAYERS 12CT,13,Central,19
8126,668249,6295,Terrell,10IN WHITE LAYERS 12CT,17,South Central,12
8128,668249,4897,Sterling,10IN WHITE LAYERS 12CT,7,Central,21
8129,668249,4891,Henderson,10IN WHITE LAYERS 12CT,9,Southeast,35
8130,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,5,Southeast,32
8132,668249,4885,Washington Court House,10IN WHITE LAYERS 12CT,16,Central,22
8133,668249,4885,Washington Court House,10IN WHITE LAYERS 12CT,11,Central,22
8134,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,10,Central,16
8135,668249,4044,Indy,10IN WHITE LAYERS 12CT,9,Central,21
8136,668249,4885,Washington Court House,10IN WHITE LAYERS 12CT,9,Central,22
8138,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,5,Southeast,36
8139,668249,4044,Indy,10IN WHITE LAYERS 12CT,10,North Central,26
8141,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,6,Southeast,32
8142,668249,4880,Monroe,10IN WHITE LAYERS 12CT,14,Southeast,30
8144,668249,4886,Pottsville,10IN WHITE LAYERS 12CT,12,Northeast,39
8145,668249,4886,Pottsville,10IN WHITE LAYERS 12CT,14,Northeast,39
8146,668249,7328,Mankato,10IN WHITE LAYERS 12CT,10,North Central,8
8147,668249,4877,Cheyenne,10IN WHITE LAYERS 12CT,4,North Central,7
8149,668249,4897,Sterling,10IN WHITE LAYERS 12CT,11,North Central,18
8150,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,7,Southeast,32
8151,668249,4887,Hammond,10IN WHITE LAYERS 12CT,10,Southeast,29
8152,668249,4885,Washington Court House,10IN WHITE LAYERS 12CT,10,Mississippi Valley,27
8153,668249,6295,Terrell,10IN WHITE LAYERS 12CT,19,South Central,6
8155,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,8,Southeast,31
8156,668249,6295,Terrell,10IN WHITE LAYERS 12CT,27,South Central,12
8157,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,11,Southeast,32
8158,668249,4880,Monroe,10IN WHITE LAYERS 12CT,6,Mississippi Valley,28
8160,668249,4886,Pottsville,10IN WHITE LAYERS 12CT,17,Northeast,39
8161,668249,4886,Pottsville,10IN WHITE LAYERS 12CT,8,Northeast,38
8162,668249,4897,Sterling,10IN WHITE LAYERS 12CT,4,North Central,8
8163,668249,6294,Olney,10IN WHITE LAYERS 12CT,5,Central,9
8164,668249,4897,Sterling,10IN WHITE LAYERS 12CT,8,North Central,18
8165,668249,7328,Mankato,10IN WHITE LAYERS 12CT,10,North Central,7
8166,668249,4880,Monroe,10IN WHITE LAYERS 12CT,7,Mississippi Valley,28
8167,668249,4897,Sterling,10IN WHITE LAYERS 12CT,12,North Central,18
8168,668249,4044,Indy,10IN WHITE LAYERS 12CT,9,Central,21
8169,668249,4044,Indy,10IN WHITE LAYERS 12CT,11,Central,21
8172,668249,7328,Mankato,10IN WHITE LAYERS 12CT,5,North Central,7
8173,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,15,Southeast,32
8174,668249,4044,Indy,10IN WHITE LAYERS 12CT,15,Central,21
8175,668249,4886,Pottsville,10IN WHITE LAYERS 12CT,9,Northeast,39
8176,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,5,Central,9
8177,668249,4888,Colton,10IN WHITE LAYERS 12CT,6,Western,4
8181,668249,4887,Hammond,10IN WHITE LAYERS 12CT,13,Mississippi Valley,17
8182,668249,6294,Olney,10IN WHITE LAYERS 12CT,9,Central,19
8183,668249,7328,Mankato,10IN WHITE LAYERS 12CT,9,North Central,18
8184,668249,4897,Sterling,10IN WHITE LAYERS 12CT,13,North Central,20
8185,668249,7328,Mankato,10IN WHITE LAYERS 12CT,7,North Central,18
8186,668249,6297,Johnstown,10IN WHITE LAYERS 12CT,5,Northeast,40
8188,668249,4885,Washington Court House,10IN WHITE LAYERS 12CT,16,Central,22
8190,668249,6295,Terrell,10IN WHITE LAYERS 12CT,8,South Central,15
8191,668249,4886,Pottsville,10IN WHITE LAYERS 12CT,10,Northeast,40
8192,668249,4880,Monroe,10IN WHITE LAYERS 12CT,8,Southeast,29
8193,668249,6296,Bedford,10IN WHITE LAYERS 12CT,17,Northeast,38
8194,668249,4880,Monroe,10IN WHITE LAYERS 12CT,9,Mississippi Valley,28
8196,668249,4880,Monroe,10IN WHITE LAYERS 12CT,8,Mississippi Valley,24
8197,668249,6294,Olney,10IN WHITE LAYERS 12CT,10,Central,21
8201,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,6,Southeast,31
8202,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,9,Southeast,29
8203,668249,4880,Monroe,10IN WHITE LAYERS 12CT,8,Mississippi Valley,28
8205,668249,6294,Olney,10IN WHITE LAYERS 12CT,14,Central,19
8207,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,11,Central,9
8208,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,10,Central,9
8209,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,10,Central,16
8210,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,9,South Central,11
8211,668249,4880,Monroe,10IN WHITE LAYERS 12CT,7,Mississippi Valley,28
8213,668249,4880,Monroe,10IN WHITE LAYERS 12CT,12,Mississippi Valley,24
8215,668249,4897,Sterling,10IN WHITE LAYERS 12CT,8,Central,21
8218,668249,4891,Henderson,10IN WHITE LAYERS 12CT,13,Southeast,35
8219,668249,4891,Henderson,10IN WHITE LAYERS 12CT,9,Southeast,30
8220,668249,4891,Henderson,10IN WHITE LAYERS 12CT,11,Northeast,34
8221,668249,4887,Hammond,10IN WHITE LAYERS 12CT,14,Mississippi Valley,17
8222,668249,4891,Henderson,10IN WHITE LAYERS 12CT,9,Mississippi Valley,23
8223,668249,4891,Henderson,10IN WHITE LAYERS 12CT,9,Southeast,35
8224,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,10,Central,10
8225,668249,4880,Monroe,10IN WHITE LAYERS 12CT,11,Mississippi Valley,28
8226,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,13,South Central,11
8227,668249,6295,Terrell,10IN WHITE LAYERS 12CT,37,South Central,12
8228,668249,4891,Henderson,10IN WHITE LAYERS 12CT,10,Northeast,34
8236,668249,4887,Hammond,10IN WHITE LAYERS 12CT,14,Mississippi Valley,24
8237,668249,4887,Hammond,10IN WHITE LAYERS 12CT,15,Mississippi Valley,17
8238,668249,4897,Sterling,10IN WHITE LAYERS 12CT,10,North Central,8
8239,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,8,Central,10
8241,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,9,Central,10
8242,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,14,South Central,14
8243,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,8,Central,9
8244,668249,4887,Hammond,10IN WHITE LAYERS 12CT,11,South Central,15
8245,668249,6295,Terrell,10IN WHITE LAYERS 12CT,13,South Central,13
8246,668249,6295,Terrell,10IN WHITE LAYERS 12CT,14,South Central,15
8247,668249,4880,Monroe,10IN WHITE LAYERS 12CT,8,Mississippi Valley,24
8248,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,8,South Central,14
8250,668249,6295,Terrell,10IN WHITE LAYERS 12CT,20,South Central,12
8251,668249,6294,Olney,10IN WHITE LAYERS 12CT,16,Central,19
8252,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,11,Southeast,29
8253,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,7,Southeast,29
8254,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,10,Central,9
8256,668249,4880,Monroe,10IN WHITE LAYERS 12CT,11,Mississippi Valley,23
8257,668249,6294,Olney,10IN WHITE LAYERS 12CT,13,Mississippi Valley,23
8259,668249,6295,Terrell,10IN WHITE LAYERS 12CT,9,South Central,13
8261,668249,4887,Hammond,10IN WHITE LAYERS 12CT,11,Mississippi Valley,17
8262,668249,6295,Terrell,10IN WHITE LAYERS 12CT,13,South Central,12
8263,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,10,Central,10
8264,668249,6295,Terrell,10IN WHITE LAYERS 12CT,23,South Central,12
8265,668249,4887,Hammond,10IN WHITE LAYERS 12CT,8,South Central,15
8266,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,9,Central,16
8267,668249,6295,Terrell,10IN WHITE LAYERS 12CT,15,South Central,12
8268,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,10,South Central,11
8269,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,16,South Central,11
8270,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,15,South Central,6
8271,668249,4887,Hammond,10IN WHITE LAYERS 12CT,21,Mississippi Valley,17
8272,668249,4877,Cheyenne,10IN WHITE LAYERS 12CT,9,Western,5
8273,668249,6295,Terrell,10IN WHITE LAYERS 12CT,10,Mississippi Valley,17
8274,668249,6295,Terrell,10IN WHITE LAYERS 12CT,7,South Central,15
8275,668249,4887,Hammond,10IN WHITE LAYERS 12CT,11,South Central,15
8276,668249,4044,Indy,10IN WHITE LAYERS 12CT,16,Central,22
8277,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,11,South Central,11
8278,668249,4880,Monroe,10IN WHITE LAYERS 12CT,7,Southeast,30
8279,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,6,South Central,6
8280,668249,6295,Terrell,10IN WHITE LAYERS 12CT,26,South Central,6
8281,668249,4887,Hammond,10IN WHITE LAYERS 12CT,18,South Central,13
8282,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,22,South Central,11
8283,668249,4880,Monroe,10IN WHITE LAYERS 12CT,8,Southeast,35
8284,668249,6295,Terrell,10IN WHITE LAYERS 12CT,6,South Central,15
8285,668249,6294,Olney,10IN WHITE LAYERS 12CT,15,Central,19
8286,668249,6295,Terrell,10IN WHITE LAYERS 12CT,6,South Central,11
8287,668249,4880,Monroe,10IN WHITE LAYERS 12CT,15,Mississippi Valley,28
8288,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,9,South Central,6
8289,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,11,Central,10
8290,668249,4042,Cocoa,10IN WHITE LAYERS 12CT,7,Southeast,36
8291,668249,4044,Indy,10IN WHITE LAYERS 12CT,4,North Central,25
8292,668249,6294,Olney,10IN WHITE LAYERS 12CT,13,Mississippi Valley,23
8293,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,10,Central,9
8294,668249,6294,Olney,10IN WHITE LAYERS 12CT,9,Mississippi Valley,23
8295,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,9,Central,16
8296,668249,4882,Harrisonville,10IN WHITE LAYERS 12CT,6,Central,16
8297,668249,4897,Sterling,10IN WHITE LAYERS 12CT,14,North Central,20
8298,668249,4897,Sterling,10IN WHITE LAYERS 12CT,9,Central,21
8299,668249,4883,Pauls Valley,10IN WHITE LAYERS 12CT,5,South Central,14
4109,668320,6295,Terrell,8IN WHITE LAYERS 24CT,1,Mississippi Valley,17
4702,668320,6295,Terrell,8IN WHITE LAYERS 24CT,1,South Central,15
4703,668320,4877,Cheyenne,8IN WHITE LAYERS 24CT,1,South Central,6
4707,668320,4882,Harrisonville,8IN WHITE LAYERS 24CT,1,Central,9
4710,668320,4891,Henderson,8IN WHITE LAYERS 24CT,1,Northeast,34
4711,668320,4891,Henderson,8IN WHITE LAYERS 24CT,1,Northeast,34
4712,668320,6295,Terrell,8IN WHITE LAYERS 24CT,1,South Central,15
4713,668320,6295,Terrell,8IN WHITE LAYERS 24CT,1,South Central,13
4720,668320,6295,Terrell,8IN WHITE LAYERS 24CT,1,South Central,13
4721,668320,6295,Terrell,8IN WHITE LAYERS 24CT,1,South Central,13
4722,668320,4886,Pottsville,8IN WHITE LAYERS 24CT,1,Northeast,39
4724,668320,4880,Monroe,8IN WHITE LAYERS 24CT,1,Mississippi Valley,24
4728,668320,4885,Washington Court House,8IN WHITE LAYERS 24CT,1,Central,22
4729,668320,6296,Bedford,8IN WHITE LAYERS 24CT,1,Northeast,38
4731,668320,4883,Pauls Valley,8IN WHITE LAYERS 24CT,1,Central,10
4736,668320,7328,Mankato,8IN WHITE LAYERS 24CT,1,North Central,18
4738,668320,7328,Mankato,8IN WHITE LAYERS 24CT,1,North Central,18
4739,668320,4880,Monroe,8IN WHITE LAYERS 24CT,1,Mississippi Valley,28
4740,668320,6294,Olney,8IN WHITE LAYERS 24CT,1,Mississippi Valley,23
4741,668320,6294,Olney,8IN WHITE LAYERS 24CT,1,Central,19
4742,668320,4883,Pauls Valley,8IN WHITE LAYERS 24CT,1,South Central,11
4743,668320,4883,Pauls Valley,8IN WHITE LAYERS 24CT,1,South Central,14
4745,668320,4877,Cheyenne,8IN WHITE LAYERS 24CT,1,Western,5
4749,668320,4882,Harrisonville,8IN WHITE LAYERS 24CT,1,Central,16
4750,668320,4885,Washington Court House,8IN WHITE LAYERS 24CT,1,Northeast,33
4761,668320,4883,Pauls Valley,8IN WHITE LAYERS 24CT,1,Central,10
4763,668320,6295,Terrell,8IN WHITE LAYERS 24CT,1,South Central,15
4764,668320,6295,Terrell,8IN WHITE LAYERS 24CT,1,South Central,15
4769,668320,6295,Terrell,8IN WHITE LAYERS 24CT,1,South Central,15
4770,668320,4877,Cheyenne,8IN WHITE LAYERS 24CT,1,North Central,7
4771,668320,4886,Pottsville,8IN WHITE LAYERS 24CT,1,Northeast,38
4772,668320,4042,Cocoa,8IN WHITE LAYERS 24CT,1,Southeast,31
4774,668320,6297,Johnstown,8IN WHITE LAYERS 24CT,1,Northeast,40
4775,668320,4887,Hammond,8IN WHITE LAYERS 24CT,1,Mississippi Valley,17
4776,668320,4880,Monroe,8IN WHITE LAYERS 24CT,1,Mississippi Valley,24
4777,668320,4877,Cheyenne,8IN WHITE LAYERS 24CT,1,Western,5
4778,668320,4044,Indy,8IN WHITE LAYERS 24CT,1,North Central,26
4780,668320,4880,Monroe,8IN WHITE LAYERS 24CT,1,Mississippi Valley,28
4781,668320,4044,Indy,8IN WHITE LAYERS 24CT,1,North Central,25
4782,668320,4042,Cocoa,8IN WHITE LAYERS 24CT,1,Southeast,36
4783,668320,4883,Pauls Valley,8IN WHITE LAYERS 24CT,1,South Central,14
4785,668320,4042,Cocoa,8IN WHITE LAYERS 24CT,1,Southeast,36
4787,668320,7328,Mankato,8IN WHITE LAYERS 24CT,1,North Central,18
4789,668320,4880,Monroe,8IN WHITE LAYERS 24CT,1,Mississippi Valley,28
4790,668320,4887,Hammond,8IN WHITE LAYERS 24CT,1,Mississippi Valley,17
4791,668320,4882,Harrisonville,8IN WHITE LAYERS 24CT,1,Central,9
