Store Nbr,Market,Region,Tier,Details
1501,112,9,Tier 2,GM Pause
2361,215,20,Tier 2,GM Pause
5752,577,17,Tier 2,GM Pause
444,333,40,Tier 2,GM Pause
3840,222,21,Tier 2,GM Pause
2996,53,5,Tier 2,GM Pause
2581,191,17,Tier 2,GM Pause
27,357,40,Tier 2,GM Pause
5179,96,72,Tier 2,GM Pause
852,262,25,Tier 2,GM Pause
1570,248,21,Tier 2,GM Pause
671,152,41,Tier 2,GM Pause
163,503,6,Tier 2,GM Pause
2175,333,40,Tier 2,GM Pause
4464,504,64,Tier 2,GM Pause
4654,492,72,Tier 2,GM Pause
4399,247,21,Tier 2,GM Pause
2788,482,25,Tier 2,GM Pause
1117,51,5,Tier 2,GM Pause
1845,109,9,Tier 2,GM Pause
2360,23,2,Tier 2,GM Pause
2724,63,6,Tier 2,GM Pause
3443,577,17,Tier 2,GM Pause
5641,464,57,Tier 2,GM Pause
4561,549,72,Tier 2,GM Pause
410,146,41,Tier 2,GM Pause
5993,550,61,Tier 2,GM Pause
464,78,6,Tier 2,GM Pause
5350,403,54,Tier 2,GM Pause
3619,498,59,Tier 2,GM Pause
548,25,2,Tier 2,GM Pause
4438,403,54,Tier 2,GM Pause
3504,498,59,Tier 2,GM Pause
795,39,2,Tier 2,GM Pause
3411,500,59,Tier 2,GM Pause
5907,546,72,Tier 2,GM Pause
1104,104,9,Tier 2,GM Pause
325,360,40,Tier 2,GM Pause
3757,471,60,Tier 2,GM Pause
4138,491,61,Tier 2,GM Pause
1410,223,21,Tier 2,GM Pause
988,104,9,Tier 2,GM Pause
5658,481,61,Tier 2,GM Pause
7072,538,72,Tier 2,GM Pause
1987,205,19,Tier 2,GM Pause
5096,463,57,Tier 1,ISA On in Total Store
176,4,12,Tier 2,GM Pause
2796,111,9,Tier 2,GM Pause
3545,163,17,Tier 2,GM Pause
1089,119,2,Tier 2,GM Pause
5003,375,46,Tier 2,GM Pause
1424,290,75,Tier 2,GM Pause
1315,381,54,Tier 2,GM Pause
2615,27,3,Tier 2,GM Pause
3180,446,57,Tier 2,GM Pause
3293,209,20,Tier 2,GM Pause
2547,164,17,Tier 2,GM Pause
3128,490,61,Tier 2,GM Pause
5669,435,53,Tier 2,GM Pause
294,253,41,Tier 2,GM Pause
1877,581,57,Tier 2,GM Pause
461,88,46,Tier 2,GM Pause
1508,382,54,Tier 2,GM Pause
440,78,6,Tier 2,GM Pause
3387,118,9,Tier 2,GM Pause
2696,320,75,Tier 2,GM Pause
5816,549,72,Tier 2,GM Pause
1288,296,26,Tier 2,GM Pause
5489,310,26,Tier 2,GM Pause
2455,383,54,Tier 2,GM Pause
2238,200,19,Tier 2,GM Pause
5411,202,19,Tier 2,GM Pause
3484,14,14,Tier 2,GM Pause
4460,324,42,Tier 2,GM Pause
5044,263,53,Tier 2,GM Pause
1542,196,53,Tier 2,GM Pause
3462,24,2,Tier 2,GM Pause
256,341,25,Tier 2,GM Pause
2630,28,3,Tier 2,GM Pause
1811,288,75,Tier 2,GM Pause
1911,215,20,Tier 2,GM Pause
6174,496,59,Tier 2,GM Pause
5314,533,64,Tier 2,GM Pause
4639,376,47,Tier 2,GM Pause
1034,305,4,Tier 2,GM Pause
3778,381,54,Tier 2,GM Pause
4201,385,46,Tier 2,GM Pause
4145,497,59,Tier 2,GM Pause
627,38,4,Tier 2,GM Pause
6952,286,75,Tier 2,GM Pause
4256,414,52,Tier 2,GM Pause
3624,424,52,Tier 2,GM Pause
1642,202,19,Tier 2,GM Pause
185,350,44,Tier 2,GM Pause
386,132,13,Tier 2,GM Pause
7004,499,59,Tier 2,GM Pause
299,254,41,Tier 2,GM Pause
5979,552,61,Tier 2,GM Pause
505,134,13,Tier 2,GM Pause
4695,272,25,Tier 2,GM Pause
5923,496,59,Tier 2,GM Pause
333,254,41,Tier 2,GM Pause
170,134,13,Tier 2,GM Pause
1259,258,41,Tier 2,GM Pause
1748,36,4,Tier 2,GM Pause
1308,380,47,Tier 2,GM Pause
446,85,6,Tier 2,GM Pause
1967,154,16,Tier 2,GM Pause
3525,514,60,Tier 2,GM Pause
3600,500,59,Tier 2,GM Pause
4208,401,54,Tier 2,GM Pause
3359,499,59,Tier 2,GM Pause
3222,35,2,Tier 2,GM Pause
682,151,12,Tier 2,GM Pause
3833,372,46,Tier 2,GM Pause
4657,545,72,Tier 2,GM Pause
1093,246,21,Tier 2,GM Pause
4182,561,64,Tier 2,GM Pause
4416,67,6,Tier 2,GM Pause
392,344,44,Tier 2,GM Pause
3023,512,61,Tier 2,GM Pause
350,433,47,Tier 2,GM Pause
254,273,25,Tier 2,GM Pause
2493,200,19,Tier 2,GM Pause
45,329,12,Tier 2,GM Pause
3628,497,59,Tier 2,GM Pause
1144,42,4,Tier 2,GM Pause
3341,561,64,Tier 2,GM Pause
4114,542,64,Tier 2,GM Pause
1961,225,21,Tier 2,GM Pause
7238,302,26,Tier 2,GM Pause
3414,548,72,Tier 2,GM Pause
4372,320,75,Tier 2,GM Pause
876,127,42,Tier 2,GM Pause
5119,566,59,Tier 2,GM Pause
1528,415,52,Tier 2,GM Pause
3760,421,52,Tier 2,GM Pause
376,127,42,Tier 2,GM Pause
608,73,46,Tier 2,GM Pause
4405,264,25,Tier 2,GM Pause
1090,101,3,Tier 2,GM Pause
1682,288,75,Tier 2,GM Pause
9,335,40,Tier 2,GM Pause
3088,424,52,Tier 2,GM Pause
2531,164,17,Tier 2,GM Pause
777,66,13,Tier 2,GM Pause
5291,497,59,Tier 2,GM Pause
3828,46,5,Tier 2,GM Pause
2108,165,22,Tier 2,GM Pause
7087,243,25,Tier 2,GM Pause
1781,190,17,Tier 2,GM Pause
498,134,13,Tier 2,GM Pause
738,147,12,Tier 2,GM Pause
258,4,12,Tier 2,GM Pause
3526,104,9,Tier 2,GM Pause
822,70,46,Tier 2,GM Pause
5780,492,72,Tier 2,GM Pause
1500,430,54,Tier 2,GM Pause
2853,508,75,Tier 2,GM Pause
5146,506,6,Tier 2,GM Pause
1765,237,22,Tier 2,GM Pause
1519,218,21,Tier 2,GM Pause
46,357,40,Tier 2,GM Pause
3612,296,26,Tier 2,GM Pause
4275,510,61,Tier 2,GM Pause
1227,30,3,Tier 2,GM Pause
4223,122,2,Tier 2,GM Pause
1657,425,53,Tier 2,GM Pause
4581,1,14,Tier 2,GM Pause
590,48,5,Tier 2,GM Pause
524,84,6,Tier 2,GM Pause
5144,77,6,Tier 2,GM Pause
1028,278,25,Tier 2,GM Pause
2979,58,64,Tier 2,GM Pause
2922,366,46,Tier 2,GM Pause
7177,502,59,Tier 2,GM Pause
2094,460,57,Tier 2,GM Pause
262,271,25,Tier 2,GM Pause
250,336,40,Tier 2,GM Pause
1638,7,14,Tier 2,GM Pause
1829,37,4,Tier 2,GM Pause
1723,413,52,Tier 2,GM Pause
5141,432,47,Tier 2,GM Pause
2084,382,54,Tier 2,GM Pause
219,359,40,Tier 2,GM Pause
343,275,25,Tier 2,GM Pause
2924,384,46,Tier 2,GM Pause
3522,484,57,Tier 2,GM Pause
3178,550,61,Tier 2,GM Pause
2026,811,29,Tier 2,GM Pause
5241,231,22,Tier 2,GM Pause
3457,507,64,Tier 2,GM Pause
2263,167,22,Tier 2,GM Pause
2269,473,60,Tier 2,GM Pause
4277,316,20,Tier 2,GM Pause
2790,280,75,Tier 2,GM Pause
3176,490,61,Tier 2,GM Pause
842,389,47,Tier 2,GM Pause
2968,243,25,Tier 2,GM Pause
745,19,2,Tier 2,GM Pause
2513,18,2,Tier 2,GM Pause
1889,475,60,Tier 2,GM Pause
7220,528,64,Tier 2,GM Pause
2494,460,57,Tier 2,GM Pause
4053,494,59,Tier 2,GM Pause
3364,423,52,Tier 2,GM Pause
2784,407,47,Tier 2,GM Pause
526,242,41,Tier 2,GM Pause
4564,299,26,Tier 2,GM Pause
5883,474,60,Tier 2,GM Pause
551,93,3,Tier 2,GM Pause
962,389,47,Tier 2,GM Pause
1838,394,57,Tier 2,GM Pause
1108,135,42,Tier 2,GM Pause
67,321,42,Tier 2,GM Pause
2887,496,59,Tier 2,GM Pause
5433,325,42,Tier 2,GM Pause
799,406,47,Tier 2,GM Pause
5075,460,57,Tier 2,GM Pause
1168,141,13,Tier 2,GM Pause
3606,549,72,Tier 2,GM Pause
2782,400,56,Tier 2,GM Pause
51,339,40,Tier 2,GM Pause
2916,172,17,Tier 2,GM Pause
3415,104,9,Tier 2,GM Pause
2193,208,20,Tier 2,GM Pause
4612,168,22,Tier 2,GM Pause
567,85,6,Tier 2,GM Pause
5866,56,5,Tier 2,GM Pause
302,271,25,Tier 2,GM Pause
1216,53,5,Tier 2,GM Pause
2740,112,9,Tier 2,GM Pause
4594,305,4,Tier 2,GM Pause
2465,554,59,Tier 2,GM Pause
497,242,41,Tier 2,GM Pause
5115,418,52,Tier 2,GM Pause
1163,125,13,Tier 2,GM Pause
1606,119,2,Tier 2,GM Pause
5487,35,2,Tier 2,GM Pause
1624,447,57,Tier 2,GM Pause
4258,291,75,Tier 2,GM Pause
5327,541,64,Tier 2,GM Pause
5813,554,59,Tier 2,GM Pause
148,47,44,Tier 2,GM Pause
625,37,4,Tier 2,GM Pause
1986,213,19,Tier 2,GM Pause
353,48,5,Tier 2,GM Pause
838,345,44,Tier 2,GM Pause
3824,585,47,Tier 2,GM Pause
3708,452,56,Tier 2,GM Pause
5734,498,59,Tier 2,GM Pause
4283,16,3,Tier 2,GM Pause
2749,124,4,Tier 2,GM Pause
3205,22,2,Tier 2,GM Pause
5167,582,54,Tier 2,GM Pause
403,137,12,Tier 2,GM Pause
348,327,42,Tier 2,GM Pause
5755,502,59,Tier 2,GM Pause
5936,283,75,Tier 2,GM Pause
2143,179,16,Tier 2,GM Pause
1290,304,4,Tier 2,GM Pause
1975,181,16,Tier 2,GM Pause
2509,439,53,Tier 2,GM Pause
1622,213,19,Tier 2,GM Pause
6960,537,72,Tier 2,GM Pause
603,278,25,Tier 2,GM Pause
5879,306,4,Tier 2,GM Pause
5469,234,22,Tier 2,GM Pause
1882,581,57,Tier 2,GM Pause
685,123,2,Tier 2,GM Pause
721,118,9,Tier 2,GM Pause
4048,541,64,Tier 2,GM Pause
1833,291,75,Tier 2,GM Pause
3304,298,26,Tier 2,GM Pause
5149,485,59,Tier 2,GM Pause
996,251,25,Tier 2,GM Pause
2395,507,64,Tier 2,GM Pause
1457,381,54,Tier 2,GM Pause
5094,562,64,Tier 2,GM Pause
1707,208,20,Tier 2,GM Pause
1499,317,20,Tier 2,GM Pause
2085,811,29,Tier 2,GM Pause
3459,278,25,Tier 2,GM Pause
1797,179,16,Tier 2,GM Pause
1801,44,5,Tier 2,GM Pause
1960,112,9,Tier 2,GM Pause
2645,314,75,Tier 2,GM Pause
2839,538,72,Tier 2,GM Pause
3799,371,46,Tier 2,GM Pause
6828,509,59,Tier 2,GM Pause
5761,197,19,Tier 2,GM Pause
1051,71,46,Tier 2,GM Pause
3214,289,75,Tier 2,GM Pause
1962,247,21,Tier 2,GM Pause
1152,426,52,Tier 2,GM Pause
5700,542,64,Tier 2,GM Pause
499,344,44,Tier 2,GM Pause
395,80,6,Tier 2,GM Pause
5335,463,57,Tier 2,GM Pause
3261,475,60,Tier 2,GM Pause
2233,280,75,Tier 2,GM Pause
443,88,46,Tier 2,GM Pause
1733,203,19,Tier 2,GM Pause
618,26,2,Tier 2,GM Pause
972,479,5,Tier 2,GM Pause
7218,496,59,Tier 2,GM Pause
1814,264,25,Tier 2,GM Pause
1644,232,22,Tier 2,GM Pause
3615,533,64,Tier 2,GM Pause
222,271,25,Tier 2,GM Pause
1782,216,20,Tier 2,GM Pause
5408,494,59,Tier 2,GM Pause
503,84,6,Tier 2,GM Pause
4697,315,75,Tier 2,GM Pause
212,353,44,Tier 2,GM Pause
1858,421,52,Tier 2,GM Pause
1000,569,6,Tier 2,GM Pause
5477,359,40,Tier 2,GM Pause
1992,462,57,Tier 2,GM Pause
692,260,41,Tier 2,GM Pause
1209,305,4,Tier 2,GM Pause
5261,323,42,Tier 2,GM Pause
1330,222,21,Tier 2,GM Pause
1903,455,56,Tier 2,GM Pause
4554,82,5,Tier 2,GM Pause
5126,3,14,Tier 2,GM Pause
92,334,42,Tier 2,GM Pause
4747,490,61,Tier 2,GM Pause
1063,7,14,Tier 2,GM Pause
5848,454,56,Tier 2,GM Pause
4211,96,72,Tier 2,GM Pause
805,340,40,Tier 2,GM Pause
2820,421,52,Tier 2,GM Pause
1740,263,53,Tier 2,GM Pause
1033,243,25,Tier 2,GM Pause
1827,582,54,Tier 2,GM Pause
5108,526,64,Tier 2,GM Pause
2771,246,21,Tier 2,GM Pause
5807,465,57,Tier 2,GM Pause
2605,218,21,Tier 2,GM Pause
2180,157,16,Tier 2,GM Pause
6814,509,59,Tier 2,GM Pause
4299,71,46,Tier 2,GM Pause
4105,526,64,Tier 2,GM Pause
854,246,21,Tier 2,GM Pause
416,151,12,Tier 2,GM Pause
2665,125,13,Tier 2,GM Pause
4479,207,19,Tier 2,GM Pause
2404,87,6,Tier 2,GM Pause
3629,549,72,Tier 2,GM Pause
3782,91,9,Tier 1,ISA On in Total Store
3630,415,52,Tier 2,GM Pause
1395,272,25,Tier 2,GM Pause
3077,292,75,Tier 2,GM Pause
2307,582,54,Tier 2,GM Pause
4756,544,72,Tier 2,GM Pause
1724,216,20,Tier 2,GM Pause
103,351,44,Tier 2,GM Pause
1409,65,6,Tier 2,GM Pause
2651,175,17,Tier 2,GM Pause
3229,349,44,Tier 2,GM Pause
1401,265,25,Tier 2,GM Pause
981,138,14,Tier 2,GM Pause
5270,582,54,Tier 2,GM Pause
5281,175,17,Tier 2,GM Pause
740,7,14,Tier 2,GM Pause
3595,310,26,Tier 2,GM Pause
2151,109,9,Tier 2,GM Pause
2050,396,57,Tier 2,GM Pause
5309,213,19,Tier 2,GM Pause
7334,500,59,Tier 2,GM Pause
4446,107,9,Tier 2,GM Pause
3770,312,75,Tier 2,GM Pause
706,114,9,Tier 2,GM Pause
166,357,40,Tier 2,GM Pause
3852,124,4,Tier 2,GM Pause
3608,209,20,Tier 2,GM Pause
3334,187,17,Tier 2,GM Pause
862,28,3,Tier 2,GM Pause
266,50,5,Tier 2,GM Pause
6459,528,64,Tier 2,GM Pause
1800,583,5,Tier 2,GM Pause
4100,557,61,Tier 2,GM Pause
4115,87,6,Tier 2,GM Pause
77,83,5,Tier 2,GM Pause
1285,418,52,Tier 2,GM Pause
1014,361,40,Tier 2,GM Pause
6577,543,64,Tier 2,GM Pause
766,137,12,Tier 2,GM Pause
3538,92,9,Tier 2,GM Pause
1296,569,6,Tier 2,GM Pause
5802,801,29,Tier 2,GM Pause
4691,544,72,Tier 2,GM Pause
5175,152,41,Tier 2,GM Pause
1332,426,52,Tier 2,GM Pause
3329,187,17,Tier 2,GM Pause
691,3,14,Tier 2,GM Pause
5976,424,52,Tier 2,GM Pause
2125,380,47,Tier 2,GM Pause
2734,353,44,Tier 2,GM Pause
6942,507,64,Tier 2,GM Pause
340,351,44,Tier 2,GM Pause
2373,161,16,Tier 2,GM Pause
3746,542,64,Tier 2,GM Pause
3763,505,46,Tier 2,GM Pause
4582,545,72,Tier 2,GM Pause
3780,281,75,Tier 2,GM Pause
2902,159,16,Tier 2,GM Pause
6963,52,5,Tier 2,GM Pause
1100,137,12,Tier 2,GM Pause
470,78,6,Tier 2,GM Pause
584,260,41,Tier 2,GM Pause
2850,293,75,Tier 2,GM Pause
4375,534,72,Tier 2,GM Pause
2708,460,57,Tier 2,GM Pause
4412,382,54,Tier 2,GM Pause
1023,311,20,Tier 2,GM Pause
3217,473,60,Tier 2,GM Pause
2587,326,42,Tier 2,GM Pause
2940,542,64,Tier 2,GM Pause
2801,546,72,Tier 2,GM Pause
762,2,14,Tier 2,GM Pause
5884,451,56,Tier 2,GM Pause
3362,253,41,Tier 2,GM Pause
5820,549,72,Tier 2,GM Pause
4189,544,72,Tier 2,GM Pause
1186,60,6,Tier 2,GM Pause
7241,541,64,Tier 2,GM Pause
4203,365,57,Tier 2,GM Pause
125,321,42,Tier 2,GM Pause
924,378,54,Tier 2,GM Pause
1459,249,25,Tier 2,GM Pause
158,350,44,Tier 2,GM Pause
426,53,5,Tier 2,GM Pause
1147,328,42,Tier 2,GM Pause
5013,509,59,Tier 2,GM Pause
1780,315,75,Tier 2,GM Pause
889,27,3,Tier 2,GM Pause
1942,200,19,Tier 2,GM Pause
1576,238,19,Tier 2,GM Pause
890,91,9,Tier 2,GM Pause
3354,397,61,Tier 2,GM Pause
5640,551,61,Tier 2,GM Pause
3731,385,46,Tier 2,GM Pause
2397,58,64,Tier 2,GM Pause
237,271,25,Tier 2,GM Pause
5210,51,5,Tier 2,GM Pause
3528,143,13,Tier 2,GM Pause
2683,154,16,Tier 3,Total Store ISA Pause
2977,58,64,Tier 2,GM Pause
1084,91,9,Tier 2,GM Pause
2442,485,59,Tier 2,GM Pause
2239,86,6,Tier 2,GM Pause
5104,221,21,Tier 2,GM Pause
5393,509,59,Tier 2,GM Pause
3360,373,46,Tier 2,GM Pause
1673,192,17,Tier 2,GM Pause
5304,9,61,Tier 2,GM Pause
1966,194,17,Tier 2,GM Pause
5689,515,61,Tier 2,GM Pause
3442,496,59,Tier 2,GM Pause
2506,215,20,Tier 2,GM Pause
516,45,5,Tier 2,GM Pause
7229,526,64,Tier 2,GM Pause
1531,270,25,Tier 2,GM Pause
7281,74,5,Tier 2,GM Pause
1589,108,9,Tier 2,GM Pause
5963,504,64,Tier 2,GM Pause
1654,419,52,Tier 2,GM Pause
7290,242,41,Tier 2,GM Pause
2302,801,29,Tier 2,GM Pause
3301,161,16,Tier 2,GM Pause
6173,1,14,Tier 2,GM Pause
399,46,5,Tier 2,GM Pause
865,87,6,Tier 2,GM Pause
6898,71,46,Tier 2,GM Pause
5081,543,64,Tier 2,GM Pause
725,114,9,Tier 2,GM Pause
2903,157,16,Tier 2,GM Pause
7032,287,75,Tier 2,GM Pause
2908,309,26,Tier 2,GM Pause
1389,414,52,Tier 2,GM Pause
5925,566,59,Tier 2,GM Pause
3253,228,17,Tier 2,GM Pause
54,322,42,Tier 2,GM Pause
2025,511,56,Tier 2,GM Pause
583,121,2,Tier 2,GM Pause
5768,371,46,Tier 2,GM Pause
5278,154,16,Tier 2,GM Pause
1616,457,56,Tier 2,GM Pause
1481,13,14,Tier 2,GM Pause
1810,164,17,Tier 2,GM Pause
5323,533,64,Tier 2,GM Pause
884,249,25,Tier 2,GM Pause
5779,291,75,Tier 2,GM Pause
2723,2,14,Tier 2,GM Pause
1274,441,53,Tier 2,GM Pause
3188,20,2,Tier 2,GM Pause
3201,19,2,Tier 2,GM Pause
5429,368,46,Tier 2,GM Pause
2155,156,16,Tier 2,GM Pause
3206,222,21,Tier 2,GM Pause
283,66,13,Tier 2,GM Pause
4128,537,72,Tier 2,GM Pause
5253,289,75,Tier 2,GM Pause
218,147,12,Tier 2,GM Pause
3817,559,72,Tier 2,GM Pause
913,425,53,Tier 2,GM Pause
3802,284,75,Tier 2,GM Pause
4348,237,22,Tier 2,GM Pause
4183,85,6,Tier 2,GM Pause
2317,472,60,Tier 2,GM Pause
362,11,14,Tier 2,GM Pause
3740,490,61,Tier 2,GM Pause
560,360,40,Tier 2,GM Pause
7205,499,59,Tier 2,GM Pause
1754,203,19,Tier 2,GM Pause
4209,407,47,Tier 2,GM Pause
1400,21,2,Tier 2,GM Pause
2279,282,75,Tier 2,GM Pause
2391,548,72,Tier 2,GM Pause
829,385,46,Tier 2,GM Pause
1813,192,17,Tier 2,GM Pause
3652,454,56,Tier 2,GM Pause
5145,86,6,Tier 2,GM Pause
3118,20,2,Tier 2,GM Pause
2757,151,12,Tier 2,GM Pause
4112,569,6,Tier 2,GM Pause
4403,187,17,Tier 2,GM Pause
3732,385,46,Tier 2,GM Pause
3801,471,60,Tier 2,GM Pause
5392,28,3,Tier 2,GM Pause
623,118,9,Tier 2,GM Pause
4527,546,72,Tier 2,GM Pause
992,356,44,Tier 2,GM Pause
3842,192,17,Tier 2,GM Pause
1139,259,41,Tier 2,GM Pause
2129,231,22,Tier 2,GM Pause
4501,235,20,Tier 2,GM Pause
5996,459,57,Tier 2,GM Pause
5127,438,53,Tier 2,GM Pause
1741,284,75,Tier 2,GM Pause
5151,120,2,Tier 2,GM Pause
479,349,44,Tier 2,GM Pause
6476,482,25,Tier 2,GM Pause
3395,429,47,Tier 2,GM Pause
5628,471,60,Tier 2,GM Pause
4166,121,2,Tier 2,GM Pause
2417,196,53,Tier 2,GM Pause
3302,64,6,Tier 2,GM Pause
5133,457,56,Tier 2,GM Pause
4224,304,4,Tier 2,GM Pause
3727,541,64,Tier 2,GM Pause
4443,497,59,Tier 2,GM Pause
422,273,25,Tier 2,GM Pause
2700,203,19,Tier 2,GM Pause
1694,124,4,Tier 2,GM Pause
2153,183,16,Tier 2,GM Pause
3752,542,64,Tier 2,GM Pause
2497,174,17,Tier 2,GM Pause
3531,467,60,Tier 2,GM Pause
5754,502,59,Tier 2,GM Pause
1124,137,12,Tier 2,GM Pause
5843,511,56,Tier 2,GM Pause
1696,412,52,Tier 2,GM Pause
1929,419,52,Tier 2,GM Pause
1132,298,26,Tier 2,GM Pause
6576,39,2,Tier 2,GM Pause
5420,90,9,Tier 2,GM Pause
1880,468,56,Tier 2,GM Pause
7180,499,59,Tier 2,GM Pause
6786,528,64,Tier 2,GM Pause
3893,269,25,Tier 2,GM Pause
2556,447,57,Tier 2,GM Pause
1672,436,53,Tier 2,GM Pause
1890,285,75,Tier 2,GM Pause
2763,569,6,Tier 2,GM Pause
2642,423,52,Tier 2,GM Pause
642,38,4,Tier 2,GM Pause
3062,538,72,Tier 2,GM Pause
3844,510,61,Tier 2,GM Pause
1378,247,21,Tier 2,GM Pause
788,328,42,Tier 2,GM Pause
3534,425,53,Tier 2,GM Pause
2339,246,21,Tier 2,GM Pause
4187,137,12,Tier 2,GM Pause
3311,553,9,Tier 2,GM Pause
3705,467,60,Tier 2,GM Pause
6548,559,72,Tier 2,GM Pause
1791,200,19,Tier 2,GM Pause
607,349,44,Tier 2,GM Pause
1844,178,22,Tier 2,GM Pause
3874,18,2,Tier 2,GM Pause
3285,44,5,Tier 2,GM Pause
2441,223,21,Tier 2,GM Pause
1982,439,53,Tier 2,GM Pause
126,324,42,Tier 2,GM Pause
2814,110,9,Tier 2,GM Pause
1536,111,9,Tier 2,GM Pause
3332,191,17,Tier 2,GM Pause
2689,512,61,Tier 2,GM Pause
3988,557,61,Tier 2,GM Pause
2053,457,56,Tier 2,GM Pause
3497,444,53,Tier 2,GM Pause
1539,213,19,Tier 2,GM Pause
1056,353,44,Tier 2,GM Pause
4274,305,4,Tier 2,GM Pause
1470,421,52,Tier 2,GM Pause
3232,403,54,Tier 2,GM Pause
1391,94,3,Tier 2,GM Pause
7298,102,72,Tier 2,GM Pause
1074,136,12,Tier 2,GM Pause
1114,328,42,Tier 2,GM Pause
3168,537,72,Tier 2,GM Pause
2705,314,75,Tier 2,GM Pause
5188,498,59,Tier 2,GM Pause
160,328,42,Tier 2,GM Pause
2640,157,16,Tier 2,GM Pause
2580,300,26,Tier 2,GM Pause
5769,545,72,Tier 2,GM Pause
3560,160,16,Tier 2,GM Pause
2915,171,17,Tier 2,GM Pause
188,335,40,Tier 2,GM Pause
3427,387,46,Tier 2,GM Pause
5364,507,64,Tier 2,GM Pause
1431,418,52,Tier 2,GM Pause
3223,229,20,Tier 2,GM Pause
2095,160,16,Tier 2,GM Pause
999,86,6,Tier 2,GM Pause
4699,262,25,Tier 2,GM Pause
1453,440,53,Tier 2,GM Pause
610,76,5,Tier 2,GM Pause
700,8,14,Tier 2,GM Pause
4465,562,64,Tier 2,GM Pause
2545,196,53,Tier 2,GM Pause
1363,21,2,Tier 2,GM Pause
2576,316,20,Tier 2,GM Pause
2882,422,52,Tier 2,GM Pause
6323,543,64,Tier 2,GM Pause
1142,243,25,Tier 2,GM Pause
96,361,40,Tier 2,GM Pause
2438,291,75,Tier 2,GM Pause
1775,478,60,Tier 2,GM Pause
1671,433,47,Tier 2,GM Pause
3282,218,21,Tier 2,GM Pause
7294,353,44,Tier 2,GM Pause
5157,278,25,Tier 2,GM Pause
5390,23,2,Tier 2,GM Pause
146,46,5,Tier 2,GM Pause
613,94,3,Tier 2,GM Pause
2992,190,17,Tier 2,GM Pause
269,349,44,Tier 2,GM Pause
2262,190,17,Tier 2,GM Pause
1371,580,25,Tier 2,GM Pause
2913,129,13,Tier 2,GM Pause
2919,542,64,Tier 2,GM Pause
4195,352,44,Tier 2,GM Pause
3209,424,52,Tier 2,GM Pause
2634,180,16,Tier 2,GM Pause
4434,548,72,Tier 2,GM Pause
231,350,44,Tier 2,GM Pause
3693,811,29,Tier 2,GM Pause
4410,304,4,Tier 2,GM Pause
2352,424,52,Tier 2,GM Pause
1997,188,17,Tier 2,GM Pause
1572,582,54,Tier 2,GM Pause
3783,223,21,Tier 2,GM Pause
5839,468,56,Tier 2,GM Pause
1099,409,44,Tier 2,GM Pause
357,336,40,Tier 2,GM Pause
5233,403,54,Tier 2,GM Pause
5707,52,5,Tier 2,GM Pause
1448,213,19,Tier 2,GM Pause
2116,187,17,Tier 2,GM Pause
4068,582,54,Tier 2,GM Pause
5461,476,60,Tier 2,GM Pause
1213,104,9,Tier 2,GM Pause
4476,290,75,Tier 2,GM Pause
3317,526,64,Tier 2,GM Pause
757,77,6,Tier 2,GM Pause
715,11,14,Tier 2,GM Pause
5767,494,59,Tier 2,GM Pause
634,38,4,Tier 2,GM Pause
2934,273,25,Tier 2,GM Pause
1415,421,52,Tier 2,GM Pause
2028,461,57,Tier 2,GM Pause
4244,412,52,Tier 2,GM Pause
1840,511,56,Tier 2,GM Pause
6937,102,72,Tier 2,GM Pause
2899,163,17,Tier 2,GM Pause
4231,248,21,Tier 2,GM Pause
1914,445,57,Tier 2,GM Pause
5432,436,53,Tier 2,GM Pause
1346,143,13,Tier 2,GM Pause
2894,280,75,Tier 2,GM Pause
4384,36,4,Tier 2,GM Pause
4514,286,75,Tier 2,GM Pause
892,414,52,Tier 2,GM Pause
1015,505,46,Tier 2,GM Pause
4643,229,20,Tier 2,GM Pause
4478,538,72,Tier 2,GM Pause
5747,306,4,Tier 2,GM Pause
458,78,6,Tier 2,GM Pause
1995,400,56,Tier 2,GM Pause
1527,301,26,Tier 2,GM Pause
2282,162,17,Tier 2,GM Pause
2402,392,56,Tier 2,GM Pause
1770,229,20,Tier 2,GM Pause
1893,508,75,Tier 2,GM Pause
1931,440,53,Tier 2,GM Pause
7168,557,61,Tier 2,GM Pause
3597,270,25,Tier 2,GM Pause
928,98,3,Tier 2,GM Pause
2964,156,16,Tier 2,GM Pause
3303,311,20,Tier 2,GM Pause
5728,254,41,Tier 2,GM Pause
178,344,44,Tier 2,GM Pause
1368,218,21,Tier 2,GM Pause
242,410,44,Tier 2,GM Pause
5732,190,17,Tier 2,GM Pause
35,407,47,Tier 2,GM Pause
451,359,40,Tier 2,GM Pause
2492,475,60,Tier 2,GM Pause
841,415,52,Tier 2,GM Pause
3350,394,57,Tier 2,GM Pause
3616,128,13,Tier 2,GM Pause
847,441,53,Tier 2,GM Pause
2926,56,5,Tier 2,GM Pause
264,149,12,Tier 2,GM Pause
1151,362,40,Tier 2,GM Pause
914,322,42,Tier 2,GM Pause
773,134,13,Tier 2,GM Pause
3351,394,57,Tier 2,GM Pause
4230,248,21,Tier 2,GM Pause
3099,551,61,Tier 2,GM Pause
1047,22,2,Tier 2,GM Pause
5263,119,2,Tier 2,GM Pause
3511,474,60,Tier 2,GM Pause
5766,451,56,Tier 2,GM Pause
4139,491,61,Tier 2,GM Pause
1065,325,42,Tier 2,GM Pause
5257,510,61,Tier 2,GM Pause
