Store Nbr,Store Type Descr,Store Name,State,Market,Reg,Cupcake Double Bucket,"DZ Roses 
Double Bucket","DZ Roses 
Pallet","DZ Roses 
Double Decker",LG Carnations Double Bucket,LG Vase DZ Roses Pallet,MED Vase Mixed Bqt Display,Mega Mixed Bqt Pallet,Mini Rose Plus Double Bucket,"Mixed BQT 
Double Bucket","Mixed BQT 
Pallet","Mixed BQT 
Double Decker","Rose Lily
Double Bucket",Small Bouquet Double Bucket,"XL Premium Roses
Double Bucket","XL Premium Roses
Pallet",TOTAL PROMO DISPLAYS
2728,Supercenter,"DECATUR, (S), IL",IL,275,25,5,2,2,,,5,2,,2,1,1,1,3,,2,,26
2729,Supercenter,"FORT COLLINS-LOVELAND, CO",CO,378,54,6,1,1,1,3,3,2,2,6,1,2,1,3,4,2,,38
2734,Supercenter,"NORMAN (E), OK",OK,353,44,2,3,2,1,,3,2,,6,3,1,1,3,6,2,2,37
2735,Supercenter,"SACRAMENTO, CA",CA,454,56,4,3,,2,,5,2,,4,1,1,1,3,,2,,28
2740,Supercenter,"TAMPA, FL",FL,112,9,5,4,,2,,3,5,1,2,1,1,1,3,8,,2,38
2748,Supercenter,"GULF SHORES, AL",AL,1,14,2,3,1,1,,3,5,,,3,,1,3,,1,,23
2749,Supercenter,"SPRUCE PINE, NC",NC,124,4,,3,2,,,3,5,,4,2,,1,3,,1,1,25
2752,Supercenter,"COMMERCE CITY, CO",CO,585,54,1,3,2,,5,8,2,,2,1,2,1,3,3,4,2,39
2753,Supercenter,"CLAYTON, GA",GA,18,2,3,1,1,,,4,5,,,3,,1,3,,3,,24
2756,Supercenter,FREDERICK (N),MD,280,75,2,3,,5,5,4,3,2,6,3,,1,3,5,4,,46
2757,Supercenter,MURFREESBORO NORTH TN,TN,151,12,7,2,1,3,,4,2,,4,2,2,1,3,,2,,33
2761,Supercenter,"POUNDING MILL, VA",VA,311,20,4,3,,1,3,2,2,,6,1,,1,3,,2,,28
2762,Supercenter,FAIRLAWN VA,VA,312,75,3,2,2,,,4,3,,6,3,1,1,3,,2,,30
2768,Supercenter,"MESA (S), AZ",AZ,372,46,5,3,1,3,,5,2,,4,3,,1,3,8,3,,41
2769,Supercenter,SAN ANTONIO WALZEM & PARK,TX,87,6,1,3,,2,,6,3,,2,2,2,1,3,3,1,,29
2771,Supercenter,"MONTICELLO, IN",IN,246,21,,3,2,,,3,2,,4,1,,1,3,,2,,21
2777,Supercenter,"SUPRISE,AZ",AZ,368,46,5,4,,1,,6,5,,4,3,2,1,3,6,,,40
2778,Supercenter,"COOLIDGE, AZ",AZ,373,46,,2,,1,,2,,,12,1,,1,,,4,,23
2782,Supercenter,"MOUNTAIN HOME, ID",ID,400,56,8,1,,1,,5,2,,4,1,2,1,3,4,5,,37
2784,Supercenter,"BEATRICE, NE",NE,407,47,4,3,2,,,3,5,,2,2,,1,3,,5,,30
2785,Supercenter,"VICTOR, NY",NY,192,17,,2,2,1,,2,3,,2,1,,1,3,,2,,19
2788,Supercenter,"BROWNSBURG, IN",IN,482,25,6,3,2,1,,3,2,,4,3,2,1,3,4,1,1,36
2789,Supercenter,"BOYNTON BEACH(E), FL",FL,108,9,4,2,,3,,5,3,,2,1,,1,3,5,1,,30
2790,Supercenter,"HAGERSTOWN (S), MD",MD,280,75,4,3,,3,5,8,4,2,10,3,,1,3,,1,,47
2795,Supercenter,ASHLAND VA,VA,287,75,3,3,,1,,6,5,,4,1,1,1,3,4,2,,34
2796,Supercenter,"OLDSMAR, FL",FL,111,9,4,2,,4,,2,2,2,6,3,1,1,3,8,3,2,43
2804,Supercenter,"OKLAHOMA CITY (C), OK",OK,352,44,4,3,2,2,,8,2,,,1,1,1,3,3,3,2,35
2806,Supercenter,"BOILING SPRINGS, SC",SC,42,4,8,3,2,3,6,9,4,,8,4,,1,3,8,2,1,62
2809,Supercenter,"BUCKHANNON, WV",WV,320,75,11,3,,2,,6,2,,12,1,,1,3,,4,2,47
2813,Supercenter,"MARSHFIELD, WI",WI,440,53,4,3,,2,,4,3,,,1,1,1,3,,5,,27
2819,Supercenter,"BLUFFTON, IN",IN,248,21,2,2,2,,,3,2,,8,2,,1,3,,1,,26
2821,Supercenter,RICHMOND(CHIPPENHAM) VA,VA,290,75,2,3,2,1,,5,5,,,1,1,1,3,,1,1,26
2823,Supercenter,"PARKERSBURG, (S) WV",WV,216,20,11,3,2,1,,5,2,,4,3,,1,3,,3,,38
2826,Neighborhood Market,COACHELLA CA,CA,515,61,2,2,1,1,9,4,,2,8,2,,1,4,4,4,,44
2827,Supercenter,"CORALVILLE, IA",IA,418,52,1,3,2,,,3,4,,4,1,,1,3,,1,,23
2831,Supercenter,"JEROME, ID",ID,400,56,2,1,1,1,,5,2,2,10,2,2,1,3,6,1,2,41
2832,Supercenter,"HARDEEVILLE, SC",SC,29,4,1,2,1,2,3,2,,,2,3,,1,,8,3,1,29
2834,Supercenter,FT WORTH GOLDEN TRIANGLE,TX,50,5,,1,1,4,,3,2,,,4,1,1,3,,3,,23
2836,Supercenter,"FUQUAY-VARINA, NC",NC,299,26,3,1,2,1,7,8,3,2,4,3,1,1,3,6,2,,47
2838,Supercenter,"HENDERSON (N), NV",NV,396,57,5,2,1,3,,4,4,,2,1,2,1,3,8,4,1,41
2843,Supercenter,"SUMMERFIELD, FL",FL,89,9,3,1,1,3,3,2,2,,2,3,2,1,3,1,1,1,29
2844,Supercenter,"HALFMOON, NY",NY,188,17,4,2,2,1,,3,2,,2,1,,1,3,8,5,,34
2847,Supercenter,"BELLEVUE, NE",NE,433,47,4,3,,3,,14,,,4,1,2,1,,2,4,,38
2849,Supercenter,"MASON, WV",WV,316,20,,2,2,,,4,5,,8,3,1,1,3,,2,,31
2850,Supercenter,"HAMPSTEAD, MD",MD,293,75,3,1,,2,,2,3,,,3,2,1,3,,4,,24
2852,Supercenter,"MOUNDSVILLE, WV",WV,216,20,3,3,1,,,6,2,,4,3,2,1,3,,1,1,30
2854,Supercenter,"LISBON, CT",CT,162,17,6,2,1,2,,4,3,,10,3,2,1,3,,3,1,41
2855,Supercenter,"SHAWNEE, KS",KS,362,40,8,2,,,,4,,,2,1,1,1,,,2,,21
2856,Supercenter,"OAK GROVE, MO",MO,361,40,2,2,2,,,4,2,,2,4,,1,3,,,,22
2857,Supercenter,"KANSAS CITY (NW), MO",MO,360,40,4,3,1,3,,7,5,,2,2,2,1,3,,2,,35
2858,Neighborhood Market,STATESBORO GA,GA,546,72,1,3,2,,,3,4,,2,3,2,1,3,,5,,29
2859,Supercenter,"GATES, NY",NY,194,17,7,1,,5,,6,5,,2,1,2,1,3,,,,33
2861,Supercenter,GARDEN CITY ID,ID,399,56,1,1,2,,,3,3,,,1,1,1,3,,1,,17
2862,Supercenter,"MERIDIAN, ID",ID,399,56,1,3,,1,,5,4,,4,4,1,1,3,,1,1,29
2869,Supercenter,"LANSING (W), MI",MI,203,19,5,2,,1,,2,3,,4,1,,1,3,,3,1,26
2871,Supercenter,CINNAMINSON NJ,NJ,558,22,,1,2,1,,4,2,,,4,1,1,3,,1,,20
2872,Supercenter,VAN BUREN TOWNSHIP MI,MI,197,19,6,3,2,1,,,,,2,1,1,1,,,5,,22
2876,Neighborhood Market,"EDMOND, OK",OK,533,64,,3,,1,,1,6,,,1,1,1,3,,,,17
2886,Supercenter,PICO RIVERA CA,CA,484,57,3,3,,1,7,6,5,2,2,3,,1,4,7,3,1,48
2889,Supercenter,"CLINTON, IA",IA,415,52,3,2,,1,,2,,,4,1,1,1,,,3,,18
2890,Supercenter,MACON (N) GA,GA,32,3,,2,1,1,,3,4,,2,1,2,1,3,,1,,21
2891,Supercenter,"ODESSA (W), TX",TX,73,46,4,1,1,3,,7,,1,,3,2,1,3,6,2,2,36
2892,Supercenter,"PARKER, CO",CO,376,54,4,1,1,,,5,2,,,3,,1,3,,1,,21
2908,Supercenter,"BISCOE, NC",NC,309,26,6,2,2,1,,,5,,2,1,1,1,3,,,1,25
2909,Supercenter,"CORRY, PA",PA,228,17,,4,,,,3,4,,2,1,1,1,3,,,1,20
2912,Supercenter,"TAYLOR, MI",MI,197,19,4,2,,3,5,6,3,2,12,2,,1,3,12,4,1,60
2914,Supercenter,"MASSILLON, OH",OH,215,20,6,3,2,4,,5,2,2,2,2,,1,3,,2,1,35
2923,Supercenter,"BILLINGS, MT",MT,382,47,8,2,1,,5,5,4,2,14,3,1,1,3,4,2,2,57
2927,Supercenter,"WOOD VILLAGE, OR",OR,476,60,3,3,,1,,3,3,,,3,,1,3,,1,,21
2929,Supercenter,"HOPE MILLS, NC",NC,310,26,10,2,1,,,7,2,,6,1,1,1,3,7,,2,43
2933,Supercenter,"PRINCETON, WV",WV,317,20,,2,2,1,,5,3,,6,1,2,1,3,,3,,29
2934,Supercenter,"PARIS, IL",IL,273,25,,3,1,1,,2,,,4,2,,1,,,1,,15
2935,Supercenter,"KNOXVILLE, IA",IA,413,52,3,2,1,,,2,2,,2,1,,1,3,,1,,18
2936,Supercenter,"MILWAUKEE, WI",WI,442,53,,3,,2,,3,3,,2,1,1,1,3,,2,,21
2937,Supercenter,"HIBBING, MN",MN,419,52,7,2,1,1,,3,2,,2,1,1,1,3,,4,,28
2939,Supercenter,"RICHLAND, MS",MS,140,13,,1,2,,,3,5,,2,1,,1,3,,,1,19
2946,Supercenter,FORT LAUDERDALE BRWD BLVD,FL,109,9,5,2,,3,,3,3,,2,3,,1,3,,,1,26
2948,Supercenter,SANTA FE SPRINGS CA,CA,484,57,2,3,2,1,,2,,,,1,,1,,4,3,1,20
2950,Supercenter,"PALMDALE (EAST), CA",CA,448,57,4,1,,2,7,8,5,2,4,2,1,1,4,7,1,1,50
2953,Supercenter,"SWANSEA, MA",MA,160,16,3,3,2,1,,5,,,2,1,1,1,,,2,,21
2957,Supercenter,"DETROIT LAKES, MN",MN,412,52,4,3,,1,5,3,2,2,4,1,,1,3,7,5,,41
2958,Supercenter,APPLETON (E),WI,439,53,6,1,1,2,8,5,3,,6,1,1,1,3,6,4,1,49
2962,Supercenter,POMPANO BEACH FL,FL,108,9,2,3,2,2,,7,,,,1,,1,,6,3,,27
2964,Supercenter,"LEOMINSTER, MA",MA,156,16,3,3,1,3,,3,3,,6,3,,1,3,6,4,1,40
2966,Supercenter,WADSWORTH OH,OH,215,20,8,3,2,1,,4,3,2,,3,,1,3,7,1,1,39
2976,Neighborhood Market,"MESQUITE, TX",TX,561,64,1,4,1,,,,1,,4,1,2,1,3,3,3,1,25
2980,Supercenter,"FT WORTH (N), TX",TX,479,5,,4,,3,,5,2,1,2,2,2,1,3,6,3,1,35
2984,Neighborhood Market,LAWTON OK,OK,533,64,,3,,1,,1,,,,1,,1,,,1,1,9
2986,Supercenter,NEENAH WI,WI,439,53,1,3,1,1,,3,2,,,1,,1,3,,3,,19
2988,Supercenter,"LA FAYETTE, GA",GA,120,2,6,2,,1,,3,3,,4,2,,1,3,,1,,26
2990,Supercenter,"MITCHELL, SD",SD,430,47,3,4,,1,,6,5,,4,1,1,1,3,,2,,31
2992,Supercenter,"CORNING, NY",NY,190,17,5,2,2,1,,5,5,,6,3,,1,3,,3,1,37
2994,Supercenter,"ST. JOSEPH (S), MO",MO,360,40,1,1,1,3,,7,5,,,1,2,1,3,6,2,,33
2996,Supercenter,"DALLAS (NW), TX",TX,53,5,2,3,,2,,6,3,,,2,1,1,3,5,2,,30
3015,Neighborhood Market,PLEASANT GROVE TX,TX,561,64,,2,2,,7,1,6,2,4,3,1,1,4,5,1,1,40
3017,Supercenter,SPRING HILL TN,TN,151,12,,3,,3,,3,4,,4,4,1,1,3,,2,,28
3018,Supercenter,FOUNTAIN CO,CO,389,54,6,3,,2,5,6,2,2,6,1,,1,3,7,3,1,48
3019,Neighborhood Market,THORNTON 88TH CO,CO,490,61,2,2,2,,7,,1,,6,2,,1,3,2,3,1,32
3035,Supercenter,WASHINGTON FT TOTTEN DC,DC,283,75,5,2,1,2,,3,5,,,1,,1,3,3,5,,31
3056,Supercenter,BULVERDE TX,TX,506,6,6,1,1,2,9,3,5,,2,1,1,1,3,6,3,,44
3057,Supercenter,HELOTES TX,TX,506,6,3,3,2,2,5,4,3,1,4,1,1,1,3,2,1,,36
3059,Supercenter,CANTON MS,MS,140,13,1,3,2,,,8,3,,4,1,,1,3,,1,,27
3061,Supercenter,SHREWSBURY MO,MO,340,40,,2,1,,,3,5,,,1,,1,3,,1,,17
3067,Supercenter,NORCROSS E GA,GA,20,2,2,3,,2,,4,5,,2,3,2,1,3,7,3,,37
3077,Supercenter,HAYMARKET VA,VA,292,75,6,3,,3,4,3,,2,2,1,1,1,3,,,2,31
3099,Neighborhood Market,LA PALMA CA,CA,551,61,,3,,1,,1,,,2,3,,1,3,,1,,15
3101,Neighborhood Market,ANAHEIM CA,CA,551,61,1,3,,1,,2,,,2,2,,1,3,1,3,,19
3103,Supercenter,GODDARD KS,KS,409,44,,3,,1,,2,2,,,1,1,1,3,,5,,19
3127,Neighborhood Market,DENVER CHAMBERS CO,CO,490,61,1,3,,2,9,3,3,2,4,1,,1,4,1,5,2,41
3132,Neighborhood Market,POMONA ARROW AND TOWNE CA,CA,515,61,2,3,1,1,,2,2,,2,1,1,1,4,2,,,22
3135,Neighborhood Market,FORT WORTH TX,TX,58,64,,2,2,,5,4,4,1,,1,,1,3,1,4,,28
3137,Supercenter,FAIRVIEW TN,TN,149,12,,3,,1,,5,5,,,1,1,1,3,,1,,21
3138,Neighborhood Market,BAKERSFIELD CALLOWAY CA,CA,481,61,,2,1,,5,2,1,,,4,,1,3,,2,1,22
3139,Neighborhood Market,BAKERSFIELD ALLEN CA,CA,481,61,,3,,,5,,5,,2,4,,1,3,,1,,24
3140,Neighborhood Market,BAKERSFIELD DAY CA,CA,481,61,,2,1,,,3,6,,4,2,,1,3,2,,,24
3141,Neighborhood Market,BAKERSFIELD OSWELL CA,CA,481,61,3,3,,,,2,2,,4,4,,1,3,,,1,23
3150,Supercenter,COUNCIL BLUFFS IA,IA,432,47,,2,1,,,3,3,,2,3,,1,3,,4,,22
3154,Neighborhood Market,BELLEVUE CAPEHEART RD & S,NE,491,61,3,2,2,,,3,5,,,1,,1,3,,3,,23
3172,Neighborhood Market,OMAHA 50TH ST & L ST NE,NE,491,61,2,2,2,,7,3,4,,,2,,1,3,3,,1,30
3176,Neighborhood Market,COLORADO SPRINGS UNION CO,CO,490,61,3,2,,,,,2,,2,1,,1,3,,,1,15
3182,Supercenter,CHAPEL HILL NC,NC,296,26,,3,,1,,3,5,,8,1,1,1,3,,2,1,29
3188,Supercenter,STONE MOUNTAIN W GA,GA,20,2,3,2,1,3,,3,3,,2,4,,1,3,,2,,27
3192,Supercenter,POWDERSVILLE SC,SC,35,2,5,3,,3,,5,5,,4,2,2,1,3,,5,,38
3197,Supercenter,TAMPA BEARRS FL,FL,112,9,4,3,2,1,,,2,,4,4,1,1,3,,3,,28
3201,Supercenter,"MCDONOUGH, GA",GA,19,2,7,2,,4,,8,3,2,4,1,2,1,3,,1,,38
3209,Supercenter,"ELK RIVER, MN",MN,424,52,3,1,1,2,7,3,3,2,,1,1,1,3,7,5,2,42
3213,Supercenter,"THE WOODLANDS, TX",TX,68,6,2,2,,3,3,4,2,1,2,3,1,1,3,4,2,1,34
3214,Supercenter,"SUFFOLK (N), VA",VA,289,75,9,2,2,3,,8,4,,2,3,2,1,3,6,1,,46
3215,Supercenter,MORGANTOWN WV,WV,320,75,6,3,,6,,5,,1,4,3,1,1,3,5,1,,39
3216,Supercenter,"VIRGINIA BEACH (SE), VA",VA,289,75,2,2,1,4,,3,4,,,1,2,1,3,1,,2,26
3217,Supercenter,"OTHELLO, WA",WA,473,60,3,2,,2,9,8,2,2,2,1,2,1,3,6,5,2,50
3221,Supercenter,"WATKINS GLEN, NY 11-11-02",NY,190,17,1,3,1,,,3,2,,2,1,,1,3,5,1,,23
3224,Supercenter,"GARLAND (SE), TX",TX,583,5,2,2,2,2,,5,3,,4,3,2,1,4,2,2,1,35
3225,Supercenter,"ROWLETT, TX",TX,583,5,3,2,2,3,,6,,2,2,2,2,1,3,4,1,2,35
3227,Supercenter,MONUMENT CO,CO,391,54,5,1,,1,6,3,4,,2,3,1,1,3,,1,,31
3228,Supercenter,DELMONT PA,PA,231,22,,3,2,1,,4,,,2,2,2,1,,4,4,2,27
3229,Supercenter,"VERNON, TX",TX,349,44,,3,,,,5,4,,6,1,1,1,3,,,1,25
3233,Supercenter,"BEMIDJI, MN",MN,419,52,3,3,,2,7,5,2,2,10,3,1,1,3,2,,2,46
3237,Supercenter,SIOUX FALLS SD,SD,430,47,,3,2,1,,4,2,,,1,,1,3,,2,,19
3238,Neighborhood Market,"SPRINGFIELD, MO",MO,538,72,2,2,2,,,2,3,,,2,,1,3,,2,,19
3239,Supercenter,"SPRINGFIELD, OR",OR,478,60,7,3,1,,8,4,4,2,12,1,1,1,3,7,4,2,60
3241,Supercenter,GLENDALE AZ,AZ,369,46,9,2,,1,,3,5,,2,4,,1,3,,,2,32
3245,Supercenter,"HAYWARD, WI",WI,436,53,5,1,2,,,3,2,,2,1,,1,3,,3,,23
3247,Supercenter,DELAVAN WI,WI,442,53,2,2,1,3,3,3,,1,4,1,1,1,3,5,4,,34
3250,Supercenter,AURORA OH,OH,209,20,3,3,1,,,3,,,,2,1,1,3,,3,,20
3254,Supercenter,RENO (NW)NV,NV,392,56,3,3,2,1,,4,3,,2,2,2,1,3,3,2,,31
3255,Supercenter,SAVOY IL,IL,246,21,,2,,1,,4,2,,4,1,,1,3,,3,,21
3258,Supercenter,EUGENE (W) OR,OR,478,60,4,3,,1,,3,5,,4,1,1,1,3,4,,1,31
3259,Supercenter,"MISSOULA, MT",MT,383,47,7,4,1,1,,3,2,,2,1,1,1,3,6,2,,34
3260,Supercenter,"EPHRATA, WA",WA,473,60,4,2,1,,,4,4,,4,2,1,1,3,,1,1,28
3267,Supercenter,OMAHA (W),NE,432,47,3,4,1,1,,,3,,4,3,,1,3,,3,1,27
3269,Supercenter,"MEXICO, ME",ME,180,16,,3,,1,,3,5,,6,1,1,1,3,,3,,27
3274,Supercenter,N RICHLAND HILLS TX,TX,50,5,,1,1,1,,4,4,,,1,2,1,3,,2,2,22
3277,Supercenter,"RENO, NV",NV,392,56,5,4,,2,,6,5,2,6,1,2,1,3,5,1,,43
3278,Supercenter,LINCOLN NE 11-11-02,NE,433,47,2,3,2,,,3,2,,2,1,1,1,3,,2,1,23
3283,Supercenter,"WICHITA (NW), KS",KS,409,44,2,3,1,1,,2,2,,,1,1,1,3,,3,1,21
3289,Supercenter,"WEST JEFFERSON, NC",NC,124,4,4,3,2,1,,,2,,2,4,,1,3,2,2,1,27
3293,Supercenter,"CHARDON, OH",OH,209,20,5,4,1,1,,3,4,,2,3,,1,3,6,4,1,38
3296,Supercenter,"HOUSTON, TX",TX,64,6,2,3,,2,,4,,,2,4,1,1,,,3,,22
3297,Supercenter,HOUSTON ELDRIDGE TX,TX,67,6,3,3,2,1,3,5,4,,14,2,2,1,4,,1,2,47
3298,Supercenter,"HOUSTON, TX",TX,60,6,3,1,2,2,,3,,,,4,,1,3,,1,2,22
3300,Supercenter,"WAPAKONETA, OH",OH,222,21,8,3,,,,4,,,,1,1,1,,,4,1,23
3303,Supercenter,"GRUNDY, VA",VA,311,20,,3,1,,,3,5,,4,1,,1,3,,3,,24
3307,Supercenter,"CRAWFORDVILLE, FL",FL,97,3,6,3,,1,3,3,3,,8,2,2,1,3,9,,1,45
3310,Supercenter,"DELTONA (HWIND/415), FL",FL,94,3,4,2,2,2,,6,5,2,6,1,1,1,3,,,2,37
3311,Supercenter,"MIAMI GARDENS (PROP), FL",FL,553,9,5,3,2,1,,4,4,,,2,,1,3,,1,,26
3313,Supercenter,"CENTENNIAL (LIMA), CO",CO,376,54,4,3,,1,,3,3,,2,3,,1,3,,2,1,26
3317,Neighborhood Market,"ALBUQUERQUE, NM",NM,526,64,,2,1,,,2,3,,,2,,1,3,,2,1,17
3319,Supercenter,"HARKER HEIGHTS, TX",TX,81,5,3,3,,3,8,10,,1,8,4,,1,3,10,,1,55
3324,Supercenter,"SHEBOYGAN (N), WI",WI,444,53,2,3,,1,,3,5,,4,1,2,1,3,,4,,29
3327,Neighborhood Market,OKLAHOMA CITY MAY & 134TH,OK,533,64,,2,1,1,,3,6,,,3,1,1,3,,5,,26
3328,Supercenter,"GREENVILLE, MI",MI,200,19,,1,2,,,3,4,,4,2,,1,3,,3,,23
3329,Supercenter,"POTSDAM, NY",NY,187,17,7,3,2,2,,2,2,,4,2,,1,3,,,1,29
3331,Supercenter,"PINE BLUFF, AR",AR,327,42,5,1,2,1,,9,4,,,1,2,1,3,5,1,1,36
3332,Supercenter,"FULTON, NY",NY,191,17,8,2,2,1,,2,,,4,1,2,1,,,1,,24
3334,Supercenter,"MALONE, NY",NY,187,17,6,3,1,1,,4,4,,2,4,1,1,3,,1,,31
3336,Supercenter,"WOODHAVEN, MI",MI,197,19,4,1,2,,,3,3,,4,3,1,1,3,,5,,30
3337,Supercenter,"RIO GRANDE, NJ",NJ,178,22,,3,2,3,,2,2,,2,3,2,1,3,,3,1,27
3342,Supercenter,"AMELIA, OH",OH,225,21,,1,,1,,2,2,,6,1,,1,3,,1,,18
3347,Supercenter,"WINTER HAVEN (E), FL",FL,116,9,12,1,2,4,,6,4,2,10,2,,1,4,8,3,1,60
3348,Supercenter,"LAKE PARK (P.B.GARD), FL",FL,107,9,5,3,1,,,4,3,,,1,1,1,3,,5,,27
3350,Supercenter,"LAS VEGAS (BOULDER), NV",NV,394,57,6,3,1,1,,4,5,2,8,4,1,1,3,7,2,2,50
3352,Supercenter,"STOCKTON-NW, CA",CA,452,56,6,2,1,1,,5,,,6,1,1,1,3,2,2,,31
3355,Neighborhood Market,"LAS VEGAS (LAMB), NV",NV,397,61,,3,,,,,5,,,2,,1,3,,1,,15
3359,Neighborhood Market,FORT MILL TOM HALL SC,SC,499,59,,3,2,,,3,1,,,2,,1,3,,2,,17
3360,Supercenter,"CHANDLER-AIRPORT, AZ",AZ,373,46,6,2,,2,5,4,4,2,,3,,1,3,,2,,34
3362,Supercenter,"OAK GROVE, KY",KY,253,41,4,4,,2,3,6,5,,8,2,,1,4,4,1,1,45
3366,Supercenter,"CENTERVILLE, UT",UT,401,54,2,3,2,1,,4,5,,6,3,2,1,3,2,2,,36
3370,Supercenter,"PALMETTO, FL",FL,115,9,5,2,1,3,,7,2,2,8,1,1,1,4,5,1,2,45
3372,Supercenter,LARGO CROSSROAD FL,FL,111,9,5,1,2,1,,5,2,,2,1,,1,3,,2,1,26
3377,Neighborhood Market,TUCSON (CARDINAL) AZ,AZ,9,61,,3,1,,,2,2,,6,2,,1,3,,,1,21
3379,Supercenter,ORO VALLEY AZ,AZ,366,46,2,3,2,,,3,3,,,1,,1,3,,3,2,23
3381,Supercenter,SWEETWATER TX,TX,74,5,,3,1,1,,3,5,,,1,1,1,3,,4,,23
3384,Supercenter,HEREFORD (NW) TX,TX,70,46,,3,2,1,9,9,4,,6,1,,1,4,,4,,44
3385,Neighborhood Market,ALBUQUERQUE (SAGE) NM,NM,526,64,1,2,2,1,9,3,5,2,2,2,2,1,3,,2,1,38
3386,Supercenter,SPRINGVILLE AL,AL,3,14,4,3,,2,,2,3,,2,2,1,1,3,,,2,25
3387,Supercenter,"NORTH PORT, FL",FL,118,9,5,1,,5,,6,,2,2,1,2,1,,8,3,1,37
3388,Supercenter,LAWRENCEVILLE (S) GA,GA,25,2,5,2,,3,3,7,2,2,6,1,2,1,3,8,3,,48
3389,Supercenter,SNELLVILLE (S) GA,GA,25,2,1,3,2,4,,4,2,2,2,1,,1,3,4,3,1,33
3390,Supercenter,WOODLAND (W) TX,TX,68,6,,3,,2,7,5,5,1,2,1,1,1,4,,3,,35
3391,Supercenter,SCHERTZ TX,TX,87,6,6,3,,2,7,8,2,2,6,2,1,1,3,9,2,2,56
3395,Supercenter,SOUTH GRAND ISLAND,NE,429,47,3,1,1,1,5,4,2,,2,1,,1,3,5,3,1,33
3401,Supercenter,COLLEGE PARK GA,GA,19,2,7,3,,5,3,2,5,,,2,,1,3,,1,,32
3402,Supercenter,STOCKBRIDGE (S) GA,GA,19,2,7,4,1,5,5,10,5,2,8,2,,1,3,4,1,1,59
3403,Supercenter,"DALLAS, GA",GA,26,2,5,2,1,5,,4,4,,2,3,2,1,3,,2,,34
3406,Supercenter,DALLAS (PRESTWD) TX,TX,51,5,3,3,,3,5,4,3,1,,4,1,1,3,4,4,1,40
3409,Supercenter,LEICESTER MA,MA,156,16,4,1,1,1,,4,2,,12,1,2,1,3,2,3,1,38
3412,Supercenter,"ELIZABETHVILLE, PA",PA,232,22,1,1,,2,,4,4,,,1,,1,3,,,,17
3415,Supercenter,"TARPON SPRINGS, FL",FL,104,9,7,2,,2,,3,4,,4,1,2,1,3,,2,1,32
3418,Supercenter,"WESLEY CHAPEL, FL",FL,112,9,7,2,,2,,6,3,2,10,1,2,1,4,9,4,2,55
3422,Supercenter,"DEPTFORD (E), NJ",NJ,165,22,8,3,2,3,,3,4,,2,3,2,1,3,4,1,1,40
3423,Supercenter,"SANTA FE (S), NM",NM,385,46,4,3,1,2,5,10,2,2,18,2,2,1,4,10,2,,68
3424,Neighborhood Market,BIRMINGHAM VALLEYDALE AL,AL,544,72,,3,,1,,2,4,,,1,,1,3,,4,,19
3429,Supercenter,WARREN PA,PA,228,17,3,2,2,1,3,2,2,,6,3,,1,3,,3,,31
3434,Supercenter,"WOODSTOCK, IL",IL,270,25,2,2,1,1,7,3,2,1,2,2,,1,3,,2,,29
3435,Supercenter,"GREENWOOD, IN",IN,249,25,3,3,1,2,4,5,2,,8,4,1,1,3,,1,,38
3436,Supercenter,"SOUTH BEND, IN",IN,201,19,5,3,1,2,8,6,2,,10,2,,1,3,,5,,48
3445,Supercenter,"HOLLAND, OH",OH,207,19,7,2,,1,,4,4,,2,3,2,1,3,,5,,34
3453,Supercenter,WYOMING MI,MI,200,19,2,3,2,1,,3,2,,6,1,1,1,3,5,,1,31
3454,Supercenter,PERRY(BRIGHAM CITY) UT,UT,401,54,4,1,2,1,,5,2,,12,2,,1,3,,2,,35
3456,Neighborhood Market,HOPE MILLS NC,NC,500,59,,4,1,,,,3,,2,1,,1,3,,1,,16
3458,Supercenter,WHITEHALL MI,MI,200,19,1,4,,1,,3,5,,4,1,2,1,3,,,1,26
3460,Supercenter,"PEORIA (N), IL",IL,278,25,1,3,2,1,,3,5,,,3,,1,3,,1,,23
3461,Supercenter,PEACHTREE CITY GA,GA,16,3,2,3,,4,,,5,,2,1,2,1,3,,1,,24
3463,Supercenter,BRANDON FL,FL,114,9,5,2,,3,,7,,2,10,2,1,1,,,2,1,36
3471,Supercenter,KENNESAW GA,GA,26,2,2,3,2,1,,2,5,,4,3,,1,3,,,,26
3472,Supercenter,"POST FALLS, ID",ID,474,60,7,2,,3,9,4,,1,10,1,1,1,3,,5,2,49
3473,Supercenter,"LAS VEGAS, NV",NV,394,57,4,1,1,1,,10,5,,2,2,1,1,3,6,2,1,40
3474,Supercenter,"BRADENTON (NE), FL",FL,115,9,6,1,2,3,,7,,2,8,1,,1,3,7,1,1,43
3475,Supercenter,"NORRISTOWN (W), PA",PA,167,22,1,3,,2,,3,5,,,3,2,1,3,3,2,,28
3479,Neighborhood Market,"ROGERS(NEW HOPE), AR",AR,534,72,1,2,2,1,5,2,,,2,4,1,1,,2,3,1,27
3482,Supercenter,PLANO COIT/190 TX,TX,51,5,7,1,2,2,,3,5,,,2,,1,3,,1,2,29
3484,Supercenter,"PENSACOLA, FL",FL,14,14,3,3,,2,,5,,1,2,1,2,1,3,3,1,,27
