DC Number,Type,Date,Application,Summary,CRQ,CRQ Link,Blast Radius
6072,Enhancement,8/6/2025,Inventory,Updating time frequency to every 2hours instead every 1 hour for auto and manual 5110 feeds jobs,CHG3386522,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d8850b12c303ea5c90873adb05013106&recordUrl=change_request.do%3Fsys_id%3Dd8850b12c303ea5c90873adb05013106&sysparm_stack=&sysparm_view=,cell012
6085,Enhancement,8/6/2025,Inventory,Updating time frequency to every 2hours instead every 1 hour for auto and manual 5110 feeds jobs,CHG3386522,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d8850b12c303ea5c90873adb05013106&recordUrl=change_request.do%3Fsys_id%3Dd8850b12c303ea5c90873adb05013106&sysparm_stack=&sysparm_view=,cell012
6095,Enhancement,8/6/2025,Inventory,Updating time frequency to every 2hours instead every 1 hour for auto and manual 5110 feeds jobs,CHG3386522,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d8850b12c303ea5c90873adb05013106&recordUrl=change_request.do%3Fsys_id%3Dd8850b12c303ea5c90873adb05013106&sysparm_stack=&sysparm_view=,cell012
6096,Enhancement,8/6/2025,Inventory,Updating time frequency to every 2hours instead every 1 hour for auto and manual 5110 feeds jobs,CHG3386522,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d8850b12c303ea5c90873adb05013106&recordUrl=change_request.do%3Fsys_id%3Dd8850b12c303ea5c90873adb05013106&sysparm_stack=&sysparm_view=,cell012
7012,Enhancement,8/6/2025,Inventory,Updating time frequency to every 2hours instead every 1 hour for auto and manual 5110 feeds jobs,CHG3386522,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d8850b12c303ea5c90873adb05013106&recordUrl=change_request.do%3Fsys_id%3Dd8850b12c303ea5c90873adb05013106&sysparm_stack=&sysparm_view=,cell012
7017,Enhancement,8/6/2025,Inventory,Updating time frequency to every 2hours instead every 1 hour for auto and manual 5110 feeds jobs,CHG3386522,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d8850b12c303ea5c90873adb05013106&recordUrl=change_request.do%3Fsys_id%3Dd8850b12c303ea5c90873adb05013106&sysparm_stack=&sysparm_view=,cell012
7023,Enhancement,8/6/2025,Inventory,Updating time frequency to every 2hours instead every 1 hour for auto and manual 5110 feeds jobs,CHG3386522,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d8850b12c303ea5c90873adb05013106&recordUrl=change_request.do%3Fsys_id%3Dd8850b12c303ea5c90873adb05013106&sysparm_stack=&sysparm_view=,cell012
8851,Enhancement,8/6/2025,Inventory,Updating time frequency to every 2hours instead every 1 hour for auto and manual 5110 feeds jobs,CHG3386522,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d8850b12c303ea5c90873adb05013106&recordUrl=change_request.do%3Fsys_id%3Dd8850b12c303ea5c90873adb05013106&sysparm_stack=&sysparm_view=,cell012
6042,Enhancement Pilot,8/6/2025,COUNTit,COUNTit migrated from Microsoft Azure Cosmos to Walmart Cosmos SDK ,CHG3383157,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=5d1791064747ea1c10f24a9f016d43ad&recordUrl=change_request.do%3Fsys_id%3D5d1791064747ea1c10f24a9f016d43ad&sysparm_stack=&sysparm_view=,cell001
6057,Enhancement Pilot,8/6/2025,COUNTit,COUNTit migrated from Microsoft Azure Cosmos to Walmart Cosmos SDK ,CHG3383157,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=5d1791064747ea1c10f24a9f016d43ad&recordUrl=change_request.do%3Fsys_id%3D5d1791064747ea1c10f24a9f016d43ad&sysparm_stack=&sysparm_view=,cell001
6065,Enhancement Pilot,8/6/2025,COUNTit,COUNTit migrated from Microsoft Azure Cosmos to Walmart Cosmos SDK ,CHG3383157,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=5d1791064747ea1c10f24a9f016d43ad&recordUrl=change_request.do%3Fsys_id%3D5d1791064747ea1c10f24a9f016d43ad&sysparm_stack=&sysparm_view=,cell001
6077,Enhancement Pilot,8/6/2025,COUNTit,COUNTit migrated from Microsoft Azure Cosmos to Walmart Cosmos SDK ,CHG3383157,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=5d1791064747ea1c10f24a9f016d43ad&recordUrl=change_request.do%3Fsys_id%3D5d1791064747ea1c10f24a9f016d43ad&sysparm_stack=&sysparm_view=,cell001
6082,Enhancement Pilot,8/6/2025,COUNTit,COUNTit migrated from Microsoft Azure Cosmos to Walmart Cosmos SDK ,CHG3383157,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=5d1791064747ea1c10f24a9f016d43ad&recordUrl=change_request.do%3Fsys_id%3D5d1791064747ea1c10f24a9f016d43ad&sysparm_stack=&sysparm_view=,cell001
6083,Enhancement Pilot,8/6/2025,COUNTit,COUNTit migrated from Microsoft Azure Cosmos to Walmart Cosmos SDK ,CHG3383157,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=5d1791064747ea1c10f24a9f016d43ad&recordUrl=change_request.do%3Fsys_id%3D5d1791064747ea1c10f24a9f016d43ad&sysparm_stack=&sysparm_view=,cell001
6084,Enhancement Pilot,8/6/2025,COUNTit,COUNTit migrated from Microsoft Azure Cosmos to Walmart Cosmos SDK ,CHG3383157,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=5d1791064747ea1c10f24a9f016d43ad&recordUrl=change_request.do%3Fsys_id%3D5d1791064747ea1c10f24a9f016d43ad&sysparm_stack=&sysparm_view=,cell001
8348,Enhancement Pilot,8/6/2025,COUNTit,COUNTit migrated from Microsoft Azure Cosmos to Walmart Cosmos SDK ,CHG3383157,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=5d1791064747ea1c10f24a9f016d43ad&recordUrl=change_request.do%3Fsys_id%3D5d1791064747ea1c10f24a9f016d43ad&sysparm_stack=&sysparm_view=,cell001
6042,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6057,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6065,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6077,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6082,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6083,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6084,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
8348,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
7013,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
7021,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
7047,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
7048,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
7077,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
7084,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
8397,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
8852,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
2971,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
4047,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6047,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6059,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6074,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6091,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6097,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6858,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
7014,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
7016,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
3010,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
4154,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6072,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6085,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6095,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6096,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
7012,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
7017,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
7023,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
8851,Enhancement,8/7/2025,Atlas Moves,Create new DB Schema & tables in rapid relayer DB,CHG3395117,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=847456374703a650941906f0a36d43d5&recordUrl=change_request.do%3Fsys_id%3D847456374703a650941906f0a36d43d5&sysparm_stack=&sysparm_view=,"cell001, cell002, cell010 & cell012"
6056,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
6064,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
6090,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
7010,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
7015,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
7018,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
7024,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
7079,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
6042,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
6057,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
6065,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
6077,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
6082,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
6083,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
6084,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
8348,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
7013,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
7021,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
7047,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
7048,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
7077,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
7084,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
8397,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
