Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments,
3693,71,AK FOAM CHAIR ASSORTMENT,Full Stack,1,41,,
3700,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
3700,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,2,41,,
3700,14,Chefman 18L Toaster Oven /10 units per half pallet,Half Stack,1,41,,
3700,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
3700,14,Ninja Double Oven DCT400 /10 units per half pallet,Half Stack,1,41,,
3700,14,Ninja 2Basket Air Fryer DZ300/6units per half plt,Half Stack,1,41,,
3700,14,Chefman 4.5L Deep Fryer / 10 units per half endcap,Half Endcap,1,41,,
3700,14,Chefman Window 5QT Air Fryer / 12 per half pallet,Half Stack,1,41,,
3700,14,Chefman 2-Slice Digital Toaster / 16 per half EC,Half Endcap,2,41,,
3700,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
3700,40,Alka seltzer PLus,SK,1,41,,
3700,40,Alka seltzer PDQ,Half Endcap,1,41,,
3700,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
3700,92,JP Marsh Mini 10 oz,Half Stack,1,41,,
3700,92,30oz Miracle Whip Half Pallet,Half Stack,1,41,,
3700,92,Hellmann's Mayo 480PC 30oz,Full Stack,1,41,,
3700,95,Welch's Six Flavor Sparkling Pallet,Full Stack,1,41,,
3700,96,Wine Champagne 6pk Giftset,Full Endcap,2,41,,
3700,97,AL DBLCRME BRIE 8OZ 42,Bunker,1,41,,
3700,97,PRES RONDELE GH 6.5 42,Bunker,1,41,,
3700,97,PRES RONDELE GV 6.5 42,Bunker,1,41,,
3701,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,41,,
3701,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
3701,14,Chefman 2-Slice Digital Toaster / 16 per half EC,Half Endcap,1,41,,
3702,40,18pc MOTRIN 50ct,SK,1,41,,
3702,40,45 DS Miralax 10CT,PDQ,1,41,,
3702,40,Alkaseltzer 20pc,SK,1,41,,
3702,96,New!! Grey Goose Martini RTS/1,Side-stack,1,41,,
3702,40,Airborne 19pc sidekick,SK,1,41,,
3702,40,Airborne 4 way PDQ,4-way,1,41,,
3702,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,2,41,,
3702,71,Big Joe bean Bag Assortment,Full Stack,1,41,,
3702,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
3705,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
3705,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,2,41,,
3705,2,Dr. Squatch Fresh Falls Bar Soap PDQ 56pc,PDQ,2,41,,
3705,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,2,41,,
3705,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,2,41,,
3705,7,"Care Bears 14"" Plush Always Here 48pc",Half Endcap,1,41,,
3705,7,"Care Bears 14"" Plush Calming Heart 48pc",Half Endcap,1,41,,
3705,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,2,41,,
3705,22,144pc Mossy Oak and Realtree Throw Blanket Assortment,Full Stack,2,41,,
3705,22,2 Piece Hugger Set - Throw + Pillow / 75 units,PDQ,2,41,,
3705,22,2 piece Hoodiwink - Throw + Hood / 75 units,PDQ,2,41,,
3705,22,2 piece Santa Hat+ Throw Set / 75 units,PDQ,2,41,,
3705,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,2,41,,
3705,22,Hooded Throw Wrap / 75 units,PDQ,2,41,,
3705,22,Sherpa Backed Present Wrapped 46x60 Throw/ 24pcs,PDQ,2,41,,
3705,22,46” x 60” Silk Touch Throw with Sherpa 45pcs,PDQ,2,41,,
3705,23,Wm3-016-C409yb/48PC Down Jacket and Flannel Jacket,4-way,1,41,,
3705,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
3705,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
3705,95,Welch's Six Flavor Sparkling Pallet,Full Stack,1,41,,
3705,95,Martinelli Display 5 Flavor Pallet,Full Stack,3,41,,
3705,96,Winemakers Selection Brut $5 & Prosecco $10,Full Stack,1,41,,
3708,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,2,41,,
3708,92,Oregon Pie Filling Assorted PDQ,Quarter Stack,1,41,,
3708,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,2,41,,
3709,7,Tonka Steel Classics Tow&4X4&DT Assortment,Full Endcap,1,41,,
3709,7,MONSTER HIGH HOWLIDAY DOLL  CLAWDEEN,Half Endcap,1,41,,
3709,14,Ninja 2Basket Air Fryer DZ300/6units per half plt,Half Stack,3,41,,
3709,14,Ninja Speedi Cooker SF300/ 9 units per half pallet,Half Stack,3,41,,
3709,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,4,41,,
3709,71,AK FOAM CHAIR ASSORTMENT,Full Stack,2,41,,
3709,92,Hellmann's Mayo 480PC 30oz,Full Stack,1,41,,
3709,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
3709,95,Welch's Six Flavor Sparkling Pallet,Full Stack,2,41,,
3709,95,Martinelli Display 5 Flavor Pallet,Full Stack,1,41,,
3710,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
3710,40,Alka seltzer PDQ,Half Endcap,1,41,,
3710,40,Airborne 4 way PDQ,4-way,1,41,,
3712,8,"6 QT ROUND HEATED PET BOWL, 48",Full Endcap,1,41,,
3712,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,2,41,,
3712,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
3712,95,Martinelli Display 5 Flavor Pallet,Full Stack,1,41,,
3713,40,MUCINEX® Pediatrics  23CT,SK,1,41,,
3716,7,DISNEY PRINCESS ROYAL ADVENTURES CASTLE,Full Endcap,1,41,,
3716,14,288PC Nylon Dump Bin,Half Stack,1,41,,
3716,14,Farberware 12pc CW Set in Aqua/12,Full Endcap,1,41,,
3716,14,Farberware 12pc CW Set in Black/12,Full Endcap,1,41,,
3716,24,120 PC BOYS 4PK PERFORMANCE CHARACTER BOXER BRIEFS,Full Stack,1,41,,
3716,32,Men's Gifting 107,SK,1,41,,
3716,34,12PC CRM SHACKET Faux Jkt Faux Legging Assortment,4-way,1,41,,
3716,40,EQ DUAL ACTION 30ct SIDEKICK,SK,1,41,,
3716,7,"Care Bears 3"" Micro Plush 40 pc Sidekick - #6 Plus",SK,1,41,,
3716,7,"Care Bears 14"" Plush Always Here 48pc",Half Endcap,1,41,,
3716,7,"Care Bears 14"" Plush Calming Heart 48pc",Half Endcap,1,41,,
3716,7,Hot Wheels Nemesis Assortment - 4 Styles,Full Endcap,1,41,Per merchant - Reduced item quantity to avoid overstock.,
3716,7,Tonka Steel Classics Tow&4X4&DT Assortment,Full Endcap,1,41,,
3716,11,HART 4pk Black Sharp Tip Marker Set,SK,1,41,,
3716,11,HART 25' Autolock Tape,SK,1,41,,
3716,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
3716,14,Chefman  Warming Tray / 20 units per half endcap,Half Endcap,1,41,,
3716,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
3716,14,Chefman 4.5L Deep Fryer / 10 units per half endcap,Half Endcap,1,41,,
3716,14,Chefman Window 5QT Air Fryer / 12 per half pallet,Half Stack,1,41,,
3716,20,Hooded Towel Wrap / 96 units,PDQ,2,41,,
3716,20,Bath Towel/Face Scrubby 48 Units,PDQ,1,41,,
3716,22,24in Large Squishy Plush Pillow Buddies/ 40pcs,PDQ,1,41,,
3716,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,2,41,,
3716,71,"Clear Acrylic Office Chair, 4",Full Endcap,2,41,,
3716,71,AK FOAM CHAIR ASSORTMENT,Full Stack,1,41,,
3717,40,EQ DUAL ACTION 30ct SIDEKICK,SK,1,41,,
3717,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,41,,
3717,8,VL PINEBEDNG 141L 25ct Pallet,Full Stack,2,41,,
3717,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
3717,14,Chefman 4.5L Deep Fryer / 10 units per half endcap,Half Endcap,3,41,,
3717,22,2 piece Hoodiwink - Throw + Hood / 75 units,PDQ,1,41,,
3717,40,Alka seltzer PDQ,Half Endcap,1,41,,
3720,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
3720,40,15PC SLEEP GUMMY SK,SK,1,41,,
3720,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,1,41,,
3722,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,1,41,,
3723,22,144pc Mossy Oak and Realtree Throw Blanket Assortment,Full Stack,1,41,Canceled by Dir of Ops,
3723,40,Alka seltzer PDQ,Half Endcap,1,41,,
3723,40,15PC SLEEP GUMMY SK,SK,1,41,,
3723,46,HALLY BARBIE SHADE STIX 18CT SIDEKICK,SK,1,41,,
3723,92,Taco Bell Seasoning Shipper 288 Count,Quarter Stack,1,41,,
3725,17,MS 50pk Tealights - 270pc,Quarter Stack,1,41,,
3725,40,15PC SLEEP GUMMY SK,SK,1,41,,
3725,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
3725,40,Chapstick 108pc Qbin,Q-Bin,1,41,,
3726,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,41,,
3726,71,AK FOAM CHAIR ASSORTMENT,Full Stack,1,41,,
3726,92,JP Marsh Mini 10 oz,Half Stack,1,41,,
3726,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
3727,7,"Care Bears 14"" Plush Calming Heart 48pc",Half Endcap,1,41,Per merchant - Reduced feature quantity to support stronger sell-thru,
3727,7,"Care Bears 14"" Plush Always Here 48pc",Half Endcap,1,41,Per merchant - Reduced feature quantity to support stronger sell-thru,
3727,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
3727,14,Chefman 4.5L Deep Fryer / 10 units per half endcap,Half Endcap,1,41,,
3727,22,46” x 60” Silk Touch Throw with Sherpa 45pcs,PDQ,1,41,,
3727,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,1,41,,
3727,46,HALLY BARBIE SHADE STIX 18CT SIDEKICK,SK,1,41,,
3727,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
3728,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
3728,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
3728,14,52pc PW Holiday Bake & Store PLT,Half Stack,2,41,,
3728,22,Hooded Throw Wrap / 75 units,PDQ,1,41,,
3728,40,Airborne 19pc sidekick,SK,1,41,,
3728,40,Airborne 4 way PDQ,4-way,1,41,,
3728,74,"Frigidaire 7.5 Cu. ft. Refrigerator, Platinum Seri",Full Stack,2,41,,
3728,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,1,41,,
3728,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
3728,92,JP Marsh Mini 10 oz,Half Stack,1,41,,
3728,92,Taco Bell 600 Piece Mixed 1/2 Pallet Mod,Half Stack,2,41,,
3728,92,Best Foods 30oz Mayo 480pcs,Full Stack,2,41,,
3728,95,Martinelli Display 5 Flavor Pallet,Full Stack,2,41,,
3729,34,CORE BIB & Ski Jacket Assortment,4-way,1,41,,
3729,34,PONGEE JKT & Core Pant Assortment,4-way,1,41,,
3729,13,Clorox Disinfecting Wipes Multiscent 72/2x75ct,Half Stack,1,41,,
3729,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
3729,82,Handy Heater Feature,Half Stack,1,41,,
3729,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
3729,92,Best Foods 30oz Mayo 480pcs,Full Stack,1,41,,
3730,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
3730,14,52pc PW Holiday Bake & Store PLT,Half Stack,1,41,,
3730,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
3730,95,Welch's Six Flavor Sparkling Pallet,Full Stack,1,41,,
3730,95,Martinelli Display 5 Flavor Pallet,Full Stack,1,41,,
3731,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
3731,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
3731,40,Airborne 4 way PDQ,4-way,1,41,,
3731,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
3731,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
3731,95,Welch's Six Flavor Sparkling Pallet,Full Stack,1,41,,
3732,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,1,41,,
3732,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
3733,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
3733,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,1,41,,
3733,2,Dr. Squatch Fresh Falls Bar Soap PDQ 56pc,PDQ,1,41,,
3733,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,1,41,,
3733,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,1,41,,
3733,7,Tonka Steel Classics Tow&4X4&DT Assortment,Full Endcap,2,41,,
3733,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,41,,
3733,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
3733,14,Chefman 18L Toaster Oven /10 units per half pallet,Half Stack,2,41,,
3733,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,4,41,,
3733,14,Ninja 2Basket Air Fryer DZ300/6units per half plt,Half Stack,3,41,,
3733,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,2,41,,
3733,14,52pc PW Holiday Bake & Store PLT,Half Stack,2,41,,
3733,14,Chefman 4.5L Deep Fryer / 10 units per half endcap,Half Endcap,2,41,,
3733,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,2,41,,
3733,22,46” x 60” Silk Touch Throw with Sherpa 45pcs,PDQ,2,41,,
3733,23,Cold Front Winter Headwear Assorted/ 300,Full Endcap,1,41,,
3733,40,Chapstick 108pc Qbin,Q-Bin,1,41,,
3733,71,Big Joe bean Bag Assortment,Full Stack,1,41,,
3733,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,2,41,,
3733,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
3734,40,18pc MOTRIN 50ct,SK,1,41,,
3734,40,45 DS Miralax 10CT,PDQ,1,41,,
3734,40,EQ DUAL ACTION 30ct SIDEKICK,SK,1,41,,
3734,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
3734,7,Hot Wheels Nemesis Assortment - 4 Styles,Full Endcap,1,41,Per merchant - Reduced item quantity to avoid overstock.,
3734,8,VL PINEBEDNG 141L 25ct Pallet,Full Stack,1,41,,
3734,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
3734,14,Ninja 2Basket Air Fryer DZ300/6units per half plt,Half Stack,1,41,,
3734,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
3734,22,2 piece Hoodiwink - Throw + Hood / 75 units,PDQ,1,41,,
3734,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,1,41,,
3734,23,Cold Front Midweight Winter Assorted/216,Full Endcap,1,41,,
3734,40,Chapstick 108pc Qbin,Q-Bin,1,41,,
3734,40,Airborne 19pc sidekick,SK,1,41,,
3734,82,Star Shower,Half Stack,1,41,,
3734,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
3734,92,Taco Bell 600 Piece Mixed 1/2 Pallet Mod,Half Stack,1,41,,
3734,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
3736,14,Chefman 18L Toaster Oven /10 units per half pallet,Half Stack,1,41,,
3736,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
3738,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,1,41,,
3738,2,Dr. Squatch Fresh Falls Bar Soap PDQ 56pc,PDQ,1,41,,
3738,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,1,41,,
3738,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,1,41,,
3738,7,"Care Bears 14"" Plush Always Here 48pc",Half Endcap,1,41,,
3738,7,"Care Bears 14"" Plush Calming Heart 48pc",Half Endcap,1,41,,
3738,7,Hot Wheels Nemesis Assortment - 4 Styles,Full Endcap,1,41,Per merchant - Reduced item quantity to avoid overstock.,
3738,7,Tonka Steel Classics Tow&4X4&DT Assortment,Full Endcap,1,41,,
3738,7,1/2 PALLET MODELKITS / 105 PCS,Half Stack,1,41,,
3738,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
3738,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,4,41,,
3738,20,Hooded Towel Wrap / 96 units,PDQ,1,41,,
3738,40,MUCINEX® Pediatrics  23CT,SK,1,41,,
3738,40,15PC SLEEP GUMMY SK,SK,1,41,,
3738,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
3738,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,2,41,,
3738,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,2,41,,
3738,92,JP Marsh Mini 10 oz,Half Stack,1,41,,
3738,92,Taco Bell 600 Piece Mixed 1/2 Pallet Mod,Half Stack,1,41,,
3738,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
3738,95,Liquid Death - 324 units Assortment,Full Stack,1,41,,
3739,14,288PC Nylon Dump Bin,Half Stack,1,41,,
3739,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,1,41,,
3739,2,Dr. Squatch Fresh Falls Bar Soap PDQ 56pc,PDQ,1,41,,
3739,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,1,41,,
3739,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,1,41,,
3739,8,"6 QT ROUND HEATED PET BOWL, 48",Full Endcap,2,41,,
3739,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
3739,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
3739,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,1,41,,
3739,40,MUCINEX® Pediatrics  23CT,SK,1,41,,
3739,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
3739,40,Airborne 19pc sidekick,SK,1,41,,
3739,40,Alka seltzer PLus,SK,1,41,,
3739,40,Alka seltzer PDQ,Half Endcap,1,41,,
3739,40,Airborne 4 way PDQ,4-way,1,41,,
3739,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,1,41,,
3739,92,JP Marsh Mini 10 oz,Half Stack,1,41,,
3739,92,30oz Miracle Whip Half Pallet,Half Stack,1,41,,
3739,92,Best Foods 30oz Mayo 480pcs,Full Stack,1,41,,
3739,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
3739,95,8z 4pk half pallet Winter LTO - Pear Cinnamon,Half Stack,2,41,,
3739,95,Welch's Six Flavor Sparkling Pallet,Full Stack,2,41,,
3739,95,Martinelli Display 5 Flavor Pallet,Full Stack,2,41,,
3740,40,EQ DUAL ACTION 30ct SIDEKICK,SK,1,41,,
3740,40,Airborne 4 way PDQ,4-way,1,41,,
3740,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
3740,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
3740,95,Ocean Spray 64oz 60case Pallet,Full Stack,1,41,,
3740,95,Martinelli Display 5 Flavor Pallet,Full Stack,1,41,,
3741,40,Alkaseltzer 20pc,SK,1,41,,
3742,34,CORE BIB & Ski Jacket Assortment,4-way,1,41,,
3742,80,YANCEY BACON SAMPLER,Bunker,1,41,,
3742,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
3742,13,Clorox Disinfecting Wipes Multiscent 72/2x75ct,Half Stack,1,41,,
3742,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
3742,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,4,41,,
3742,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
3742,14,Chefman 2-Slice Digital Toaster / 16 per half EC,Half Endcap,2,41,,
3742,17,MS 50pk Tealights - 270pc,Quarter Stack,1,41,,
3742,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
3742,71,AK FOAM CHAIR ASSORTMENT,Full Stack,1,41,,
3742,92,30oz Miracle Whip Half Pallet,Half Stack,1,41,,
3742,92,Taco Bell 600 Piece Mixed 1/2 Pallet Mod,Half Stack,1,41,,
3742,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
3742,92,Best Foods 30oz Mayo 480pcs,Full Stack,1,41,,
3742,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
3742,95,Ocean Spray 64oz 60case Pallet,Full Stack,1,41,,
3743,40,18pc MOTRIN 50ct,SK,1,41,,
3743,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
3743,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
3743,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
3745,13,MCME $5 Side Kick,SK,1,41,,
3745,22,144pc Mossy Oak and Realtree Throw Blanket Assortment,Full Stack,1,41,Canceled by Dir of Ops,
3745,40,Alka seltzer PLus,SK,1,41,,
3745,40,Alka seltzer PDQ,Half Endcap,1,41,,
3745,92,Delgrossos Sloppy Joe Sauce,Side-stack,1,41,,
3745,92,JP Marsh Mini 10 oz,Half Stack,1,41,,
3746,14,AH 9IN PIE PAN 1PC,Half Endcap,1,41,,
3746,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
3746,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
3746,14,Chefman 4.5L Deep Fryer / 10 units per half endcap,Half Endcap,1,41,,
3746,14,Chefman 2-Slice Digital Toaster / 16 per half EC,Half Endcap,1,41,,
3746,14,Chefman Window 5QT Air Fryer / 12 per half pallet,Half Stack,1,41,,
3746,22,46” x 60” Silk Touch Throw with Sherpa 45pcs,PDQ,1,41,,
3746,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,1,41,,
3746,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
3746,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
3746,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,1,41,,
3746,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
3746,95,Ocean Spray 64oz 60case Pallet,Full Stack,1,41,,
3747,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,1,41,,
3747,2,Dr. Squatch Fresh Falls Bar Soap PDQ 56pc,PDQ,1,41,,
3747,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,1,41,,
3747,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,1,41,,
3747,92,30oz Miracle Whip Half Pallet,Half Stack,1,41,,
3748,7,DISNEY PRINCESS ROYAL ADVENTURES CASTLE,Full Endcap,1,41,,
3748,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,2,41,,
3748,14,52pc PW Holiday Bake & Store PLT,Half Stack,1,41,,
3749,7,1/2 PALLET MODELKITS / 105 PCS,Half Stack,2,41,,
3749,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,6,41,,
3749,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
3749,14,Chefman 4.5L Deep Fryer / 10 units per half endcap,Half Endcap,6,41,,
3749,17,MS 50pk Tealights - 270pc,Quarter Stack,1,41,,
3749,17,Teddy Pillow PDQ Pillow,Train,1,41,,
3749,22,2 piece Santa Hat+ Throw Set / 75 units,PDQ,2,41,,
3749,40,MUCINEX® Pediatrics  23CT,SK,1,41,,
3749,82,Handy Heater Feature,Half Stack,1,41,,
3749,82,Star Shower,Half Stack,1,41,,
3750,14,Chefman 18L Toaster Oven /10 units per half pallet,Half Stack,1,41,,
3750,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
3750,14,52pc PW Holiday Bake & Store PLT,Half Stack,1,41,,
3750,14,Chefman 4.5L Deep Fryer / 10 units per half endcap,Half Endcap,1,41,,
3750,14,Chefman Window 5QT Air Fryer / 12 per half pallet,Half Stack,1,41,,
3750,14,PW TEAL 14PC SET,Full Endcap,1,41,,
3750,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
3750,40,Alka seltzer PDQ,Half Endcap,1,41,,
3750,92,Taco Bell 600 Piece Mixed 1/2 Pallet Mod,Half Stack,1,41,,
3751,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
3751,92,Best Foods 30oz Mayo 480pcs,Full Stack,4,41,,
3752,14,Farberware 12pc CW Set in Aqua/12,Full Endcap,1,41,,
3752,14,Farberware 12pc CW Set in Black/12,Full Endcap,1,41,,
3752,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
3752,17,MS 50pk Tealights - 270pc,Quarter Stack,1,41,,
3752,40,Airborne 4 way PDQ,4-way,1,41,,
3752,40,Alka seltzer PDQ,Half Endcap,1,41,,
3752,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
3752,92,30oz Miracle Whip Half Pallet,Half Stack,2,41,,
3752,95,Ocean Spray 64oz 60case Pallet,Full Stack,2,41,,
3754,34,CORE BIB & Ski Jacket Assortment,4-way,1,41,,
3754,80,YANCEY BACON SAMPLER,Bunker,1,41,,
3754,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
3754,7,"Care Bears 3"" Micro Plush 40 pc Sidekick - #6 Plus",SK,1,41,,
3754,8,"6 QT ROUND HEATED PET BOWL, 48",Full Endcap,1,41,,
3754,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,41,,
3754,8,VL PINEBEDNG 141L 25ct Pallet,Full Stack,1,41,,
3754,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
3754,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
3754,14,52pc PW Holiday Bake & Store PLT,Half Stack,1,41,,
3754,22,Electric Mattress Pad,Full Endcap,1,41,,
3754,23,Wm3-016-C409yb/48PC Down Jacket and Flannel Jacket,4-way,1,41,,
3754,23,Wm3-115-195Yb/48PC Shell Pant and Snow Pant,4-way,1,41,,
3754,23,Cold Front Winter Headwear Assorted/ 300,Full Endcap,1,41,,
3754,40,Airborne 19pc sidekick,SK,1,41,,
3754,74,Hamilton Beach 15.6 cu. Ft. Side by side Stainless,Full Stack,2,41,,
3754,92,Oregon Pie Filling Assorted PDQ,Quarter Stack,1,41,,
3757,2,Working Hands Combo 26pc,SK,1,41,,
3757,40,Alkaseltzer 20pc,SK,1,41,,
3757,80,YANCEY BACON SAMPLER,Bunker,1,41,,
3757,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
3757,7,"Care Bears 3"" Micro Plush 40 pc Sidekick - #6 Plus",SK,2,41,,
