Store,Market,Region,BU,Final Tier,Details
2520,291,75,EAST BU,Tier 1 - ISA On in Total Store,
2522,196,53,NORTH BU,Tier 2 - GM Pause,
2523,464,57,WEST BU,Tier 1 - ISA On in Total Store,
2526,446,57,WEST BU,Tier 1 - ISA On in Total Store,
2527,460,57,WEST BU,Tier 1 - ISA On in Total Store,
2528,232,22,EAST BU,Tier 1 - ISA On in Total Store,
2529,289,75,EAST BU,Tier 2 - GM Pause,
2530,181,16,EAST BU,Tier 2 - GM Pause,
2531,164,17,EAST BU,Tier 2 - GM Pause,
2532,263,53,NORTH BU,Tier 1 - ISA On in Total Store,
2533,14,14,SOUTHEAST BU,Tier 2 - GM Pause,
2534,7,14,SOUTHEAST BU,Tier 2 - GM Pause,
2535,232,22,EAST BU,Tier 2 - GM Pause,
2536,581,57,WEST BU,Tier 1 - ISA On in Total Store,
2537,457,56,WEST BU,Tier 2 - GM Pause,
2538,478,60,WEST BU,Tier 1 - ISA On in Total Store,
2539,474,60,WEST BU,Tier 3 - Total Store ISA Pause,
2540,229,20,NORTH BU,Tier 2 - GM Pause,
2541,208,20,NORTH BU,Tier 2 - GM Pause,
2542,222,21,NORTH BU,Tier 1 - ISA On in Total Store,
2543,226,17,EAST BU,Tier 2 - GM Pause,
2544,238,19,NORTH BU,Tier 2 - GM Pause,
2545,196,53,NORTH BU,Tier 2 - GM Pause,
2546,464,57,WEST BU,Tier 1 - ISA On in Total Store,
2547,164,17,EAST BU,Tier 2 - GM Pause,
2548,316,20,NORTH BU,Tier 2 - GM Pause,
2549,474,60,WEST BU,Tier 2 - GM Pause,
2550,476,60,WEST BU,Tier 2 - GM Pause,
2551,280,75,EAST BU,Tier 2 - GM Pause,
2552,476,60,WEST BU,Tier 2 - GM Pause,
2553,453,56,WEST BU,Tier 2 - GM Pause,
2554,368,46,SOUTWEST BU,Tier 2 - GM Pause,
2555,284,75,EAST BU,Tier 2 - GM Pause,
2556,447,57,WEST BU,Tier 1 - ISA On in Total Store,
2557,447,57,WEST BU,Tier 1 - ISA On in Total Store,
2558,206,19,NORTH BU,Tier 3 - Total Store ISA Pause,
2559,206,19,NORTH BU,Tier 3 - Total Store ISA Pause,
2560,285,75,EAST BU,Tier 2 - GM Pause,
2561,228,17,EAST BU,Tier 2 - GM Pause,
2562,406,47,WEST BU,Tier 2 - GM Pause,
2563,580,25,NORTH BU,Tier 1 - ISA On in Total Store,
2564,286,75,EAST BU,Tier 2 - GM Pause,
2565,315,75,EAST BU,Tier 1 - ISA On in Total Store,
2566,280,75,EAST BU,Tier 2 - GM Pause,
2567,200,19,NORTH BU,Tier 2 - GM Pause,
2568,446,57,WEST BU,Tier 1 - ISA On in Total Store,
2571,514,60,WEST BU,Tier 1 - ISA On in Total Store,
2572,218,21,NORTH BU,Tier 1 - ISA On in Total Store,
2574,234,22,EAST BU,Tier 2 - GM Pause,
2575,326,42,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2576,316,20,NORTH BU,Tier 2 - GM Pause,
2577,281,75,EAST BU,Tier 2 - GM Pause,
2579,429,47,WEST BU,Tier 2 - GM Pause,
2580,300,26,EAST BU,Tier 2 - GM Pause,
2581,191,17,EAST BU,Tier 2 - GM Pause,
2582,174,17,EAST BU,Tier 2 - GM Pause,
2583,172,17,EAST BU,Tier 1 - ISA On in Total Store,
2584,20,2,SOUTHEAST BU,Tier 2 - GM Pause,
2585,173,17,EAST BU,Tier 2 - GM Pause,
2586,195,17,EAST BU,Tier 2 - GM Pause,
2587,326,42,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2588,235,20,NORTH BU,Tier 2 - GM Pause,
2590,550,61,NHM BU,Tier 1 - ISA On in Total Store,
2591,109,9,SOUTHEAST BU,Tier 2 - GM Pause,
2592,394,57,WEST BU,Tier 1 - ISA On in Total Store,
2593,396,57,WEST BU,Tier 1 - ISA On in Total Store,
2594,471,60,WEST BU,Tier 2 - GM Pause,
2595,471,60,WEST BU,Tier 2 - GM Pause,
2596,471,60,WEST BU,Tier 2 - GM Pause,
2597,228,17,EAST BU,Tier 1 - ISA On in Total Store,
2598,454,56,WEST BU,Tier 2 - GM Pause,
2599,86,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2600,339,40,NORTH BU,Tier 1 - ISA On in Total Store,
2603,227,20,NORTH BU,Tier 2 - GM Pause,
2604,174,17,EAST BU,Tier 2 - GM Pause,
2605,218,21,NORTH BU,Tier 1 - ISA On in Total Store,
2607,383,54,WEST BU,Tier 1 - ISA On in Total Store,
2608,382,54,WEST BU,Tier 1 - ISA On in Total Store,
2609,465,57,WEST BU,Tier 1 - ISA On in Total Store,
2610,316,20,NORTH BU,Tier 2 - GM Pause,
2611,235,20,NORTH BU,Tier 2 - GM Pause,
2612,505,46,SOUTWEST BU,Tier 2 - GM Pause,
2613,213,19,NORTH BU,Tier 2 - GM Pause,
2614,168,22,EAST BU,Tier 2 - GM Pause,
2615,27,3,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
2616,339,40,NORTH BU,Tier 3 - Total Store ISA Pause,
2617,392,56,WEST BU,Tier 2 - GM Pause,
2618,203,19,NORTH BU,Tier 1 - ISA On in Total Store,
2619,204,19,NORTH BU,Tier 2 - GM Pause,
2620,202,19,NORTH BU,Tier 3 - Total Store ISA Pause,
2621,446,57,WEST BU,Tier 1 - ISA On in Total Store,
2626,101,3,SOUTHEAST BU,Tier 2 - GM Pause,
2627,112,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2628,260,41,NORTH BU,Tier 3 - Total Store ISA Pause,
2629,156,16,EAST BU,Tier 3 - Total Store ISA Pause,
2630,28,3,SOUTHEAST BU,Tier 2 - GM Pause,
2631,197,19,NORTH BU,Tier 3 - Total Store ISA Pause,
2632,510,61,NHM BU,Tier 1 - ISA On in Total Store,
2633,175,17,EAST BU,Tier 2 - GM Pause,
2634,180,16,EAST BU,Tier 1 - ISA On in Total Store,
2636,466,57,WEST BU,Tier 2 - GM Pause,
2637,164,17,EAST BU,Tier 2 - GM Pause,
2638,259,41,NORTH BU,Tier 1 - ISA On in Total Store,
2639,181,16,EAST BU,Tier 2 - GM Pause,
2640,157,16,EAST BU,Tier 2 - GM Pause,
2641,168,22,EAST BU,Tier 1 - ISA On in Total Store,
2642,423,52,WEST BU,Tier 2 - GM Pause,Re-evaluate each week and progressively move forward
2643,422,52,WEST BU,Tier 2 - GM Pause,Will re-evaluate weekly and progressively move forward
2644,204,19,NORTH BU,Tier 2 - GM Pause,
2645,314,75,EAST BU,Tier 2 - GM Pause,
2646,317,20,NORTH BU,Tier 2 - GM Pause,
2647,286,75,EAST BU,Tier 1 - ISA On in Total Store,
2648,511,56,WEST BU,Tier 1 - ISA On in Total Store,
2649,50,5,SOUTWEST BU,Tier 2 - GM Pause,
2650,166,22,EAST BU,Tier 2 - GM Pause,
2651,175,17,EAST BU,Tier 2 - GM Pause,
2652,384,46,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2653,71,46,SOUTWEST BU,Tier 2 - GM Pause,
2654,257,41,NORTH BU,Tier 1 - ISA On in Total Store,
2656,375,46,SOUTWEST BU,Tier 2 - GM Pause,
2658,444,53,NORTH BU,Tier 2 - GM Pause,
2659,183,16,EAST BU,Tier 2 - GM Pause,
2660,157,16,EAST BU,Tier 2 - GM Pause,
2662,317,20,NORTH BU,Tier 2 - GM Pause,
2663,237,22,EAST BU,Tier 2 - GM Pause,
2664,231,22,EAST BU,Tier 1 - ISA On in Total Store,
2665,125,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,MM Requested
2666,219,21,NORTH BU,Tier 2 - GM Pause,
2667,55,5,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2668,435,53,NORTH BU,Tier 2 - GM Pause,
2671,373,46,SOUTWEST BU,Tier 2 - GM Pause,
2672,389,47,WEST BU,Tier 1 - ISA On in Total Store,
2674,228,17,EAST BU,Tier 1 - ISA On in Total Store,
2678,201,19,NORTH BU,Tier 1 - ISA On in Total Store,
2679,247,21,NORTH BU,Tier 2 - GM Pause,
2680,201,19,NORTH BU,Tier 3 - Total Store ISA Pause,
2681,180,16,EAST BU,Tier 2 - GM Pause,
2682,181,16,EAST BU,Tier 1 - ISA On in Total Store,
2683,154,16,EAST BU,Tier 2 - GM Pause,
2684,216,20,NORTH BU,Tier 1 - ISA On in Total Store,
2685,534,72,NHM BU,Tier 1 - ISA On in Total Store,
2686,534,72,NHM BU,Tier 1 - ISA On in Total Store,
2687,35,2,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
2688,45,5,SOUTWEST BU,Tier 2 - GM Pause,
2689,512,61,NHM BU,Tier 1 - ISA On in Total Store,
2690,137,12,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2691,243,25,NORTH BU,Tier 3 - Total Store ISA Pause,
2692,206,19,NORTH BU,Tier 2 - GM Pause,
2693,205,19,NORTH BU,Tier 1 - ISA On in Total Store,
2694,340,40,NORTH BU,Tier 2 - GM Pause,
2695,89,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2696,320,75,EAST BU,Tier 2 - GM Pause,
2697,452,56,WEST BU,Tier 2 - GM Pause,
2699,554,59,NHM BU,Tier 1 - ISA On in Total Store,
2700,203,19,NORTH BU,Tier 2 - GM Pause,
2702,333,40,NORTH BU,Tier 2 - GM Pause,
2703,38,4,EAST BU,Tier 2 - GM Pause,
2704,298,26,EAST BU,Tier 2 - GM Pause,
2705,314,75,EAST BU,Tier 2 - GM Pause,
2706,125,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,MM Requested
2708,460,57,WEST BU,Tier 1 - ISA On in Total Store,
2710,469,60,WEST BU,Tier 2 - GM Pause,
2711,469,60,WEST BU,Tier 1 - ISA On in Total Store,
2712,37,4,EAST BU,Tier 2 - GM Pause,
2713,3,14,SOUTHEAST BU,Tier 2 - GM Pause,
2714,426,52,WEST BU,Tier 1 - ISA On in Total Store,
2715,143,13,SOUTWEST BU,Tier 2 - GM Pause,
2716,415,52,WEST BU,Tier 1 - ISA On in Total Store,
2717,141,13,SOUTWEST BU,Tier 2 - GM Pause,
2718,64,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2719,163,17,EAST BU,Tier 2 - GM Pause,
2720,140,13,SOUTWEST BU,Tier 2 - GM Pause,RVP request
2721,811,29,SOUTHEAST BU,Tier 1 - ISA On in Total Store,"Requested by Orlando on 9/8 for Total Region to have ISA """"ON"""" total store"
2722,469,60,WEST BU,Tier 3 - Total Store ISA Pause,
2723,2,14,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2724,63,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2725,217,21,NORTH BU,Tier 2 - GM Pause,
2726,219,21,NORTH BU,Tier 1 - ISA On in Total Store,
2727,110,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2728,275,25,NORTH BU,Tier 1 - ISA On in Total Store,
2729,378,54,WEST BU,Tier 1 - ISA On in Total Store,
2730,301,26,EAST BU,Tier 2 - GM Pause,
2731,554,59,NHM BU,Tier 1 - ISA On in Total Store,
2732,22,2,SOUTHEAST BU,Tier 2 - GM Pause,
2733,32,3,SOUTHEAST BU,Tier 2 - GM Pause,
2734,353,44,SOUTWEST BU,Tier 2 - GM Pause,
2735,454,56,WEST BU,Tier 2 - GM Pause,
2739,14,14,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2740,112,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2741,534,72,NHM BU,Tier 1 - ISA On in Total Store,
2742,534,72,NHM BU,Tier 1 - ISA On in Total Store,
2743,492,72,NHM BU,Tier 1 - ISA On in Total Store,
2744,537,72,NHM BU,Tier 1 - ISA On in Total Store,
2745,537,72,NHM BU,Tier 1 - ISA On in Total Store,
2747,161,16,EAST BU,Tier 2 - GM Pause,
2748,1,14,SOUTHEAST BU,Tier 2 - GM Pause,
2749,124,4,EAST BU,Tier 2 - GM Pause,
2751,380,47,WEST BU,Tier 1 - ISA On in Total Store,
2752,585,47,WEST BU,Tier 1 - ISA On in Total Store,
2753,18,2,SOUTHEAST BU,Tier 2 - GM Pause,
2754,30,3,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2755,140,13,SOUTWEST BU,Tier 2 - GM Pause,RVP request
2756,280,75,EAST BU,Tier 2 - GM Pause,
2757,151,12,SOUTHEAST BU,Tier 2 - GM Pause,
2758,181,16,EAST BU,Tier 1 - ISA On in Total Store,
2760,14,14,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2761,311,20,NORTH BU,Tier 2 - GM Pause,
2762,312,75,EAST BU,Tier 2 - GM Pause,
2763,569,6,SOUTWEST BU,Tier 2 - GM Pause,
2764,414,52,WEST BU,Tier 1 - ISA On in Total Store,
2765,569,6,SOUTWEST BU,Tier 2 - GM Pause,
2766,370,46,SOUTWEST BU,Tier 2 - GM Pause,
2767,372,46,SOUTWEST BU,Tier 2 - GM Pause,
2768,372,46,SOUTWEST BU,Tier 2 - GM Pause,
2769,87,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2771,246,21,NORTH BU,Tier 2 - GM Pause,
2772,300,26,EAST BU,Tier 2 - GM Pause,
2773,546,72,NHM BU,Tier 1 - ISA On in Total Store,
2774,217,21,NORTH BU,Tier 1 - ISA On in Total Store,
2777,368,46,SOUTWEST BU,Tier 2 - GM Pause,
2778,373,46,SOUTWEST BU,Tier 2 - GM Pause,
2780,399,56,WEST BU,Tier 1 - ISA On in Total Store,
2781,399,56,WEST BU,Tier 1 - ISA On in Total Store,
2782,400,56,WEST BU,Tier 1 - ISA On in Total Store,
2783,260,41,NORTH BU,Tier 3 - Total Store ISA Pause,
2784,407,47,WEST BU,Tier 1 - ISA On in Total Store,
2785,192,17,EAST BU,Tier 1 - ISA On in Total Store,
2786,482,25,NORTH BU,Tier 1 - ISA On in Total Store,
2787,249,25,NORTH BU,Tier 2 - GM Pause,
2788,482,25,NORTH BU,Tier 2 - GM Pause,
2789,108,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2790,280,75,EAST BU,Tier 2 - GM Pause,
2791,285,75,EAST BU,Tier 2 - GM Pause,
2792,316,20,NORTH BU,Tier 2 - GM Pause,
2793,308,26,EAST BU,Tier 2 - GM Pause,
2794,405,46,SOUTWEST BU,Tier 2 - GM Pause,
2795,287,75,EAST BU,Tier 2 - GM Pause,
2796,111,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2797,154,16,EAST BU,Tier 3 - Total Store ISA Pause,
2799,508,75,EAST BU,Tier 2 - GM Pause,
2801,546,72,NHM BU,Tier 1 - ISA On in Total Store,
2803,352,44,SOUTWEST BU,Tier 1 - ISA On in Total Store,Per RVP direction
2804,352,44,SOUTWEST BU,Tier 1 - ISA On in Total Store,Per RVP Direction
2805,314,75,EAST BU,Tier 1 - ISA On in Total Store,
2806,42,4,EAST BU,Tier 2 - GM Pause,
2807,315,75,EAST BU,Tier 2 - GM Pause,
2808,290,75,EAST BU,Tier 2 - GM Pause,
2809,320,75,EAST BU,Tier 2 - GM Pause,
2810,316,20,NORTH BU,Tier 2 - GM Pause,
2811,21,2,SOUTHEAST BU,Tier 2 - GM Pause,
2812,425,53,NORTH BU,Tier 2 - GM Pause,
2813,440,53,NORTH BU,Tier 2 - GM Pause,
2814,110,9,SOUTHEAST BU,Tier 2 - GM Pause,
2815,268,25,NORTH BU,Tier 2 - GM Pause,
2816,267,25,NORTH BU,Tier 1 - ISA On in Total Store,
2817,238,19,NORTH BU,Tier 3 - Total Store ISA Pause,
2818,238,19,NORTH BU,Tier 3 - Total Store ISA Pause,
2819,248,21,NORTH BU,Tier 2 - GM Pause,
2820,421,52,WEST BU,Tier 3 - Total Store ISA Pause,Re-evaluate each week and progressively move forward
2821,290,75,EAST BU,Tier 2 - GM Pause,
2822,131,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2823,216,20,NORTH BU,Tier 2 - GM Pause,
2825,175,17,EAST BU,Tier 2 - GM Pause,
2826,515,61,NHM BU,Tier 1 - ISA On in Total Store,
2827,418,52,WEST BU,Tier 2 - GM Pause,
2828,435,53,NORTH BU,Tier 3 - Total Store ISA Pause,
2830,166,22,EAST BU,Tier 2 - GM Pause,
2831,400,56,WEST BU,Tier 1 - ISA On in Total Store,
2832,29,4,EAST BU,Tier 2 - GM Pause,
2833,320,75,EAST BU,Tier 2 - GM Pause,
2834,50,5,SOUTWEST BU,Tier 2 - GM Pause,
2835,528,64,NHM BU,Tier 1 - ISA On in Total Store,
2836,299,26,EAST BU,Tier 2 - GM Pause,
2838,396,57,WEST BU,Tier 1 - ISA On in Total Store,
2839,538,72,NHM BU,Tier 1 - ISA On in Total Store,
2840,546,72,NHM BU,Tier 1 - ISA On in Total Store,
2841,558,22,EAST BU,Tier 1 - ISA On in Total Store,
2842,461,57,WEST BU,Tier 1 - ISA On in Total Store,
2843,89,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2844,188,17,EAST BU,Tier 1 - ISA On in Total Store,
2845,296,26,EAST BU,Tier 2 - GM Pause,
2846,144,12,SOUTHEAST BU,Tier 2 - GM Pause,
2847,433,47,WEST BU,Tier 2 - GM Pause,
2849,316,20,NORTH BU,Tier 2 - GM Pause,
2850,293,75,EAST BU,Tier 2 - GM Pause,
2852,216,20,NORTH BU,Tier 1 - ISA On in Total Store,
2853,508,75,EAST BU,Tier 2 - GM Pause,
2854,162,17,EAST BU,Tier 2 - GM Pause,
2855,362,40,NORTH BU,Tier 2 - GM Pause,
2856,361,40,NORTH BU,Tier 1 - ISA On in Total Store,
2857,360,40,NORTH BU,Tier 2 - GM Pause,
2858,546,72,NHM BU,Tier 1 - ISA On in Total Store,
2859,194,17,EAST BU,Tier 2 - GM Pause,
2860,29,4,EAST BU,Tier 2 - GM Pause,
2861,399,56,WEST BU,Tier 1 - ISA On in Total Store,
2862,399,56,WEST BU,Tier 1 - ISA On in Total Store,
2864,506,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2865,474,60,WEST BU,Tier 3 - Total Store ISA Pause,
2866,203,19,NORTH BU,Tier 2 - GM Pause,
2867,203,19,NORTH BU,Tier 2 - GM Pause,
2869,203,19,NORTH BU,Tier 2 - GM Pause,
2870,496,59,NHM BU,Tier 1 - ISA On in Total Store,
2871,558,22,EAST BU,Tier 3 - Total Store ISA Pause,
2872,197,19,NORTH BU,Tier 2 - GM Pause,
2873,206,19,NORTH BU,Tier 3 - Total Store ISA Pause,
2874,189,17,EAST BU,Tier 2 - GM Pause,
2875,533,64,NHM BU,Tier 1 - ISA On in Total Store,
2876,533,64,NHM BU,Tier 1 - ISA On in Total Store,
2877,533,64,NHM BU,Tier 1 - ISA On in Total Store,
2878,533,64,NHM BU,Tier 1 - ISA On in Total Store,
2880,507,64,NHM BU,Tier 1 - ISA On in Total Store,
2881,90,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2882,422,52,WEST BU,Tier 1 - ISA On in Total Store,
2883,56,5,SOUTWEST BU,Tier 2 - GM Pause,
2884,394,57,WEST BU,Tier 1 - ISA On in Total Store,
2885,161,16,EAST BU,Tier 2 - GM Pause,
2886,484,57,WEST BU,Tier 1 - ISA On in Total Store,
2887,496,59,NHM BU,Tier 1 - ISA On in Total Store,
2888,233,22,EAST BU,Tier 2 - GM Pause,
2889,415,52,WEST BU,Tier 1 - ISA On in Total Store,
2890,32,3,SOUTHEAST BU,Tier 2 - GM Pause,
2891,73,46,SOUTWEST BU,Tier 2 - GM Pause,
2892,376,47,WEST BU,Tier 2 - GM Pause,
2893,410,44,SOUTWEST BU,Tier 2 - GM Pause,
2894,280,75,EAST BU,Tier 2 - GM Pause,
2897,173,17,EAST BU,Tier 2 - GM Pause,
2898,162,17,EAST BU,Tier 2 - GM Pause,
2899,163,17,EAST BU,Tier 2 - GM Pause,
2900,163,17,EAST BU,Tier 2 - GM Pause,
2901,154,16,EAST BU,Tier 2 - GM Pause,
2902,159,16,EAST BU,Tier 1 - ISA On in Total Store,
2903,157,16,EAST BU,Tier 2 - GM Pause,
2904,159,16,EAST BU,Tier 1 - ISA On in Total Store,
2905,164,17,EAST BU,Tier 2 - GM Pause,
2906,171,17,EAST BU,Tier 2 - GM Pause,
2907,103,72,NHM BU,Tier 1 - ISA On in Total Store,
2908,309,26,EAST BU,Tier 2 - GM Pause,
2909,228,17,EAST BU,Tier 1 - ISA On in Total Store,
2910,208,20,NORTH BU,Tier 2 - GM Pause,
2911,191,17,EAST BU,Tier 1 - ISA On in Total Store,
2912,197,19,NORTH BU,Tier 2 - GM Pause,
2913,129,13,SOUTWEST BU,Tier 2 - GM Pause,
2914,215,20,NORTH BU,Tier 3 - Total Store ISA Pause,
2915,171,17,EAST BU,Tier 2 - GM Pause,
2916,172,17,EAST BU,Tier 2 - GM Pause,
2917,171,17,EAST BU,Tier 2 - GM Pause,
2918,51,5,SOUTWEST BU,Tier 2 - GM Pause,
2919,542,64,NHM BU,Tier 1 - ISA On in Total Store,
2920,101,3,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2921,401,54,WEST BU,Tier 2 - GM Pause,
2922,366,46,SOUTWEST BU,Tier 2 - GM Pause,
2923,382,54,WEST BU,Tier 1 - ISA On in Total Store,
2924,384,46,SOUTWEST BU,Tier 2 - GM Pause,
2925,453,56,WEST BU,Tier 2 - GM Pause,
2926,56,5,SOUTWEST BU,Tier 2 - GM Pause,
2927,476,60,WEST BU,Tier 2 - GM Pause,
2928,36,4,EAST BU,Tier 2 - GM Pause,
2929,310,26,EAST BU,Tier 2 - GM Pause,
2930,103,72,NHM BU,Tier 1 - ISA On in Total Store,
2931,285,75,EAST BU,Tier 2 - GM Pause,
2932,122,2,SOUTHEAST BU,Tier 2 - GM Pause,
2933,317,20,NORTH BU,Tier 3 - Total Store ISA Pause,
2934,273,25,NORTH BU,Tier 2 - GM Pause,
2935,413,52,WEST BU,Tier 1 - ISA On in Total Store,
2936,442,53,NORTH BU,Tier 3 - Total Store ISA Pause,
2937,419,52,WEST BU,Tier 2 - GM Pause,
2938,132,13,SOUTWEST BU,Tier 2 - GM Pause,RVP request
2939,140,13,SOUTWEST BU,Tier 2 - GM Pause,RVP request
2940,542,64,NHM BU,Tier 1 - ISA On in Total Store,
2941,24,2,SOUTHEAST BU,Tier 2 - GM Pause,
2944,549,72,NHM BU,Tier 1 - ISA On in Total Store,
2945,233,22,EAST BU,Tier 2 - GM Pause,
2946,109,9,SOUTHEAST BU,Tier 2 - GM Pause,
2947,476,60,WEST BU,Tier 2 - GM Pause,
2948,484,57,WEST BU,Tier 1 - ISA On in Total Store,
2950,448,57,WEST BU,Tier 1 - ISA On in Total Store,
2951,448,57,WEST BU,Tier 1 - ISA On in Total Store,
2952,460,57,WEST BU,Tier 1 - ISA On in Total Store,
2953,160,16,EAST BU,Tier 2 - GM Pause,
2954,173,17,EAST BU,Tier 2 - GM Pause,
2955,362,40,NORTH BU,Tier 3 - Total Store ISA Pause,
2956,262,25,NORTH BU,Tier 2 - GM Pause,
2957,412,52,WEST BU,Tier 3 - Total Store ISA Pause,Re-evaluate each week and progressively move forward
2958,439,53,NORTH BU,Tier 2 - GM Pause,
2959,206,19,NORTH BU,Tier 3 - Total Store ISA Pause,
2962,108,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2963,108,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2964,156,16,EAST BU,Tier 2 - GM Pause,
2965,163,17,EAST BU,Tier 2 - GM Pause,
2966,215,20,NORTH BU,Tier 2 - GM Pause,
2967,225,21,NORTH BU,Tier 1 - ISA On in Total Store,
2968,243,25,NORTH BU,Tier 1 - ISA On in Total Store,
2973,51,5,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2974,561,64,NHM BU,Tier 1 - ISA On in Total Store,
2975,561,64,NHM BU,Tier 1 - ISA On in Total Store,
2976,561,64,NHM BU,Tier 1 - ISA On in Total Store,
2977,58,64,NHM BU,Tier 1 - ISA On in Total Store,
2978,44,5,SOUTWEST BU,Tier 2 - GM Pause,
2979,58,64,NHM BU,Tier 1 - ISA On in Total Store,
2980,479,5,SOUTWEST BU,Tier 2 - GM Pause,
2981,58,64,NHM BU,Tier 1 - ISA On in Total Store,
2984,533,64,NHM BU,Tier 1 - ISA On in Total Store,
2985,449,57,WEST BU,Tier 1 - ISA On in Total Store,
2986,439,53,NORTH BU,Tier 1 - ISA On in Total Store,
2987,109,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2988,120,2,SOUTHEAST BU,Tier 2 - GM Pause,
2989,511,56,WEST BU,Tier 2 - GM Pause,
2990,430,54,WEST BU,Tier 1 - ISA On in Total Store,
2991,82,5,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2992,190,17,EAST BU,Tier 2 - GM Pause,
2993,62,6,SOUTWEST BU,Tier 2 - GM Pause,
2994,360,40,NORTH BU,Tier 2 - GM Pause,
2995,504,64,NHM BU,Tier 1 - ISA On in Total Store,
2996,53,5,SOUTWEST BU,Tier 2 - GM Pause,
2998,515,61,NHM BU,Tier 1 - ISA On in Total Store,
3004,268,25,NORTH BU,Tier 2 - GM Pause,
3008,23,2,SOUTHEAST BU,Tier 2 - GM Pause,
3011,488,72,NHM BU,Tier 1 - ISA On in Total Store,
3013,548,72,NHM BU,Tier 1 - ISA On in Total Store,
3014,49,5,SOUTWEST BU,Tier 2 - GM Pause,
3015,561,64,NHM BU,Tier 1 - ISA On in Total Store,
3017,151,12,SOUTHEAST BU,Tier 2 - GM Pause,
3018,389,47,WEST BU,Tier 2 - GM Pause,
3019,490,61,NHM BU,Tier 1 - ISA On in Total Store,
3022,512,61,NHM BU,Tier 1 - ISA On in Total Store,
3023,512,61,NHM BU,Tier 1 - ISA On in Total Store,
3026,515,61,NHM BU,Tier 1 - ISA On in Total Store,
3035,283,75,EAST BU,Tier 2 - GM Pause,
3042,543,64,NHM BU,Tier 1 - ISA On in Total Store,
3043,58,64,NHM BU,Tier 1 - ISA On in Total Store,
3044,50,5,SOUTWEST BU,Tier 2 - GM Pause,
3046,512,61,NHM BU,Tier 1 - ISA On in Total Store,
3047,512,61,NHM BU,Tier 1 - ISA On in Total Store,
3049,9,61,NHM BU,Tier 1 - ISA On in Total Store,
3050,550,61,NHM BU,Tier 1 - ISA On in Total Store,
3053,471,60,WEST BU,Tier 2 - GM Pause,
3055,345,44,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3056,506,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3057,506,6,SOUTWEST BU,Tier 2 - GM Pause,
3058,86,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3059,140,13,SOUTWEST BU,Tier 2 - GM Pause,
3060,140,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,RVP request
3061,340,40,NORTH BU,Tier 3 - Total Store ISA Pause,
3062,538,72,NHM BU,Tier 1 - ISA On in Total Store,
3066,102,72,NHM BU,Tier 1 - ISA On in Total Store,
3067,20,2,SOUTHEAST BU,Tier 2 - GM Pause,
3069,554,59,NHM BU,Tier 1 - ISA On in Total Store,
3070,554,59,NHM BU,Tier 1 - ISA On in Total Store,
3071,554,59,NHM BU,Tier 1 - ISA On in Total Store,
3072,554,59,NHM BU,Tier 1 - ISA On in Total Store,
3074,554,59,NHM BU,Tier 1 - ISA On in Total Store,
3075,15,14,SOUTHEAST BU,Tier 2 - GM Pause,
3077,292,75,EAST BU,Tier 2 - GM Pause,
3078,175,17,EAST BU,Tier 2 - GM Pause,
3081,454,56,WEST BU,Tier 2 - GM Pause,
3082,490,61,NHM BU,Tier 1 - ISA On in Total Store,
3083,490,61,NHM BU,Tier 1 - ISA On in Total Store,
3084,551,61,NHM BU,Tier 1 - ISA On in Total Store,
